Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6464078770777922,1.9196152417194256e-17,
1,0.7267243667615171,0.22714445395435154,Y4Z2,1.5707963104024167,nan
2,0.805846688598076,0.4509116611609617,Y3Z0,0.7853981475089887,nan
3,0.8524920058656529,0.5828300898920205,Y1Z0,0.7853981544074693,nan
4,0.8807799820382839,0.6628318046894239,Y5Z4,0.7853981409702049,nan
5,0.8807811141608666,0.6628350064648862,Y5Z2,-1.434526353976137e-08,nan
6,0.9518876264075304,0.8639325638963553,Y2Z1,-0.7853981748186428,1.5301584278027454e-08
7,0.9518876264075304,0.8639325638963553,X2,-1.036827521924627e-08,-2.0738131440972544e-08
8,0.9518876264075304,0.8639325638963553,Y2Z3,6.893058297908751e-12,2.130212480496697e-08
9,0.9518876264075306,0.8639325638963556,Y2Z1,6.219653365617502e-09,1.539162630180761e-08
10,0.9518876264075306,0.8639325638963556,Y2Z3,-7.425590025277604e-10,7.055267826161979e-09
11,0.9518876264075307,0.8639325638963562,Y2Z1,-3.9133554087924894e-10,7.055267826161979e-09
12,0.9518876264075307,0.8639325638963563,Y2Z5,-2.7948864129179234e-09,3.590133383809439e-10
