Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7146214934617325,-1.81504937712314e-17,
1,0.8074443158500393,0.3252621352402369,Y5Z1,0.7853981792935022,nan
2,0.8900288445732196,0.6146480799806345,Y3Z1,0.7853981505098006,nan
3,0.9701667053429643,0.8954606111759323,Y4Z3,0.7853968494766215,nan
4,0.9893108040339396,0.9625437945705029,Y0Z5,0.7841176594851508,nan
5,0.9999998132592134,0.9999993456382233,Y2Z3,0.7853981864147349,nan
6,0.999999999999662,0.9999999999988157,Y0Z5,0.0012804482802813183,nan
7,1.0,0.9999999999999997,Y4Z3,1.2918617840347967e-06,-8.65561701236266e-09
8,1.0,0.9999999999999997,Y0Z5,0.0,0.0
9,1.0,0.9999999999999997,Y0Z3,0.0,0.0
10,1.0,0.9999999999999997,Y0Z5,0.0,0.0
11,1.0,0.9999999999999997,Y0Z3,0.0,0.0
12,1.0,0.9999999999999997,Y0Z5,0.0,0.0
