Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7241369531704899,0.0,
1,0.8272964557503133,0.37395187128335616,Y2Z0,0.7853228425032852,nan
2,0.9045089897202152,0.6538463147664697,Y5Z4,0.7853977150626541,nan
3,0.9621553498274817,0.8628136294169653,Y3Z1,0.785398177230101,nan
4,0.9621553579071707,0.8628136587057336,Y2Z0,7.531258392976381e-05,nan
5,0.9621553579072964,0.8628136587061895,Y5Z4,4.444394019926593e-07,7.690790822055782e-09
6,0.9621553579072966,0.8628136587061903,Y2Z0,2.8143212265946378e-09,1.4668508406733218e-08
7,0.9621553579072966,0.8628136587061903,Y0Z2,-4.485826251391752e-09,2.5508964238696007e-09
8,0.9621553579072966,0.8628136587061903,Y3Z1,-3.827981525722306e-09,2.5508964238696007e-09
9,0.9621553579072966,0.8628136587061903,Y2Z0,0.0,1.1376571476201146e-09
10,0.9621553579072966,0.8628136587061903,Y0Z2,0.0,9.8953134730491e-10
11,0.9621553579072966,0.8628136587061903,Y2Z0,0.0,4.88779860693243e-10
12,0.9621553579072966,0.8628136587061903,Y0Z2,0.0,4.887746712331322e-10
