Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6380673372533522,1.2178213016363333e-17,
1,0.7255645192057072,0.24174989150841805,Y4Z1,0.7853981725151686,nan
2,0.8111055507398607,0.4780950472205238,Y3Z2,0.7853981605922886,nan
3,0.8886695258446645,0.6924000356572776,Y0Z4,0.7853981525154037,nan
4,0.9246079478802192,0.7916959150698282,Y5Z3,0.7857704694365418,nan
5,0.9246079877284865,0.7916960251683949,Y5Z2,0.0003722742065361112,nan
6,0.9246079877284866,0.7916960251683953,Y0Z4,5.174714763681194e-09,2.3054835411191493e-08
7,0.9246079877284866,0.7916960251683954,Y2Z3,-5.852285697671167e-09,0.0
8,0.9246079877284866,0.7916960251683954,Y0Z4,-6.511028751839154e-09,0.0
9,0.9246079877284866,0.7916960251683954,Y0Z1,-7.494638101610897e-09,0.0
10,0.9246079877284868,0.791696025168396,Y1Z4,-2.6714280220124236e-08,0.0
11,0.9246079877284868,0.791696025168396,Y1Z0,-4.4172979524409247e-10,0.0
12,0.9246079877284868,0.791696025168396,Y1Z4,6.389787024498966e-15,0.0
