Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.703043261622151,-1.1933556518778116e-17,
1,0.7786480427611153,0.25459863801024246,Y5Z1,0.7853981730991441,nan
2,0.8503197292741713,0.49595260392651924,Y0Z4,0.7853981670175264,nan
3,0.9196962956082688,0.7295777666794263,Y3Z2,0.7853981614784353,nan
4,0.9196962956109002,0.7295777666882876,Y2Z3,4.0119177848566054e-08,1.3577507442705323
5,0.9196962956109008,0.7295777666882899,Y5Z1,1.2489945774295866e-08,1.8893499283240487
6,0.919696295610901,0.7295777666882904,Y2Y3,0.6864059617087152,1.8854629621919978
7,0.937125635802689,0.7882709631686842,X2X3,1.4355094708779814,-3.098638212720662
8,0.9682298954433016,0.8930143672433727,standard_x,-1.2112350703089153e-08,-0.15859327999856498
9,0.9912135688470374,0.9704117468390877,Y1Y5,-0.7853973992318466,-0.10900441586464255
10,0.9999999940331556,0.9999999799066884,X0X4,-0.4798281596565679,0.03641555503811995
11,0.9999999999998108,0.999999999999363,X2X3,2.2854974678826037e-05,9.091802567784675e-08
12,0.9999999999999996,0.9999999999999984,X0X4,-7.152431984893418e-07,8.330892510691372e-08
