Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.731953385999066,-1.0926380131173745e-17,
1,0.8154785473165819,0.31160685102787694,Y3Z0,0.7853981524877763,nan
2,0.8748163446521738,0.5329780388593529,Y2Z4,0.7853981624164508,nan
3,0.9310524961586784,0.7427779339862081,Y1Z3,0.7853981642382478,nan
4,0.9740257784349815,0.9030981172366982,Y5Z0,0.7852648728112546,nan
5,0.9740257860504385,0.9030981456476411,Y5Z1,0.0001332828477641875,nan
6,0.9740257860504387,0.9030981456476415,Y4Z2,2.205511122224002e-09,0.0
7,0.9740257860504387,0.9030981456476415,Y2Z4,-5.1871928034467125e-09,0.0
8,0.9740257860504387,0.9030981456476415,Y5Z0,0.0,0.0
9,0.9740257860504387,0.9030981456476415,Y5Z1,0.0,0.0
10,0.9740257860504387,0.9030981456476415,Y5Z0,0.0,0.0
11,0.9740257860504387,0.9030981456476415,Y5Z1,0.0,0.0
12,0.9740257860504387,0.9030981456476415,Y5Z0,0.0,0.0
