Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7014389811021684,-3.607925610304184e-17,
1,0.7924842618507901,0.30494697896170286,Y3Z2,0.7853978927572643,nan
2,0.8800001502584421,0.5980726144874854,Y5Z4,0.7853981616405223,nan
3,0.9296228504614794,0.7642788405588752,Y0Z5,0.7853981636278,nan
4,0.9829529631112638,0.9429026704434921,Y1Z0,0.7851497414311795,nan
5,0.9829529898303848,0.9429027599364916,Y1Z4,0.0002484092266859099,nan
6,0.9829529898304384,0.9429027599366713,Y3Z2,2.518968166077826e-07,1.980893268988632e-08
7,0.9829529898304384,0.9429027599366713,Y2Z3,0.0,0.0
8,0.9829529898304384,0.9429027599366713,Y3Z2,0.0,0.0
9,0.9829529898304384,0.9429027599366713,Y2Z3,0.0,0.0
10,0.9829529898304384,0.9429027599366713,Y3Z2,0.0,0.0
11,0.9829529898304384,0.9429027599366713,Y2Z3,0.0,0.0
12,0.9829529898304384,0.9429027599366713,Y3Z2,0.0,0.0
