Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6858194854553509,9.408470780435829e-18,
1,0.7762734615605448,0.2879044750317869,Y0Z4,-2.1097640018874467e-08,nan
2,0.8544466948191737,0.5367207753422236,Y5Z1,0.7853981790642255,nan
3,0.8959201301317603,0.6687258914860282,Y3Z0,0.7853981543816121,nan
4,0.8984475851362829,0.6767704865118708,Y2Z0,0.7853981624999546,nan
5,0.9611895898112481,0.8764709827883471,Y4Z5,0.7853981587357995,nan
6,0.9611895898112482,0.8764709827883478,Y4Z3,-2.06229484412934e-08,nan
7,0.9611895898112482,0.8764709827883478,Y1Z5,-1.8144081347527536e-08,nan
8,0.9611895898112482,0.8764709827883481,Y4Z3,-1.3560923956770844e-10,nan
9,0.9611895898112482,0.8764709827883481,Y3Z2,0.0,nan
10,0.9611895898112482,0.8764709827883481,Y3Z0,0.0,nan
11,0.9611895898112482,0.8764709827883481,Y3Z2,0.0,nan
12,0.9611895898112482,0.8764709827883481,Y3Z0,0.0,nan
