Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6542593807227534,-5.62111428335165e-18,
1,0.7700518790622369,0.3349114679713997,Y3Z5,0.785398171515576,nan
2,0.8411132438842218,0.540445214542847,Y4Z1,0.7853981568980591,nan
3,0.8891373243608003,0.6793472636482442,Y2Z3,0.7853927241859192,nan
4,0.9243417968675216,0.7811706264348168,Y0Z4,-0.7831653743198653,nan
5,0.924343202115342,0.7811746908916439,Y0Z1,0.002232785352477397,nan
6,0.924343202126674,0.7811746909244197,Y2Z3,5.429082575824846e-06,nan
7,0.9243432021266741,0.7811746909244202,Y5Z3,-2.0568474369015712e-08,nan
8,0.9243432021266741,0.7811746909244202,Y5Z2,-7.266006063952048e-09,nan
9,0.9243432021266741,0.7811746909244202,Y1Z4,0.0,nan
10,0.9243432021266741,0.7811746909244202,Y1Z0,0.0,nan
11,0.9243432021266741,0.7811746909244202,Y1Z4,0.0,nan
12,0.9243432021266741,0.7811746909244202,Y1Z0,0.0,nan
