Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6367130614293114,1.946019332806395e-17,
1,0.7151973159188687,0.2160392960956556,Y3Z0,0.7853981394300127,nan
2,0.7860068522683971,0.41095281714906995,Y4Z5,0.7853982075730735,nan
3,0.8522586007271418,0.593320365840484,Y1Z0,0.7853981562279683,nan
4,0.9459628356200134,0.8512548659398831,Y2Z3,0.7862818524730529,nan
5,0.9459634317671565,0.8512565069213767,Y2Z0,0.0008836887769471464,nan
6,0.9459634317671586,0.8512565069213821,Y4Z5,-5.252160189266257e-08,nan
7,0.9459634317671586,0.8512565069213821,Y1Z0,-8.530127169643592e-09,nan
8,0.9459634317671586,0.8512565069213821,Y1Z3,-1.2664731911978302e-08,nan
9,0.9459634317671586,0.8512565069213821,Y1Z0,-2.9302007670019517e-09,nan
10,0.9459634317671586,0.8512565069213821,Y1Z3,-9.86482402985897e-09,nan
11,0.9459634317671586,0.8512565069213821,Y1Z0,-2.9302007670019517e-09,nan
12,0.9459634317671586,0.8512565069213821,Y1Z3,-2.7999078821193316e-09,nan
