Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.731953385999066,-1.0926380131173745e-17,
1,0.8154785473165819,0.31160685102787694,Y3Z0,0.7853981587510858,nan
2,0.8748163446521738,0.5329780388593529,Y2Z4,0.7853981552113573,nan
3,0.9310524961586784,0.7427779339862081,Y1Z3,0.7853981567663689,nan
4,0.9740257784355633,0.9030981172388685,Y5Z0,0.785264862885547,nan
5,0.9740257860504385,0.9030981456476412,Y5Z1,0.0001332975271153693,nan
6,0.9740257860504387,0.9030981456476415,Y4Z2,7.55259230585647e-09,nan
7,0.9740257860504387,0.9030981456476415,Y1Z5,0.0,nan
8,0.9740257860504387,0.9030981456476415,Y1Z3,0.0,nan
9,0.9740257860504387,0.9030981456476415,Y1Z0,0.0,nan
10,0.9740257860504387,0.9030981456476415,Y1Z3,0.0,nan
11,0.9740257860504387,0.9030981456476415,Y1Z0,0.0,nan
12,0.9740257860504387,0.9030981456476415,Y1Z3,0.0,nan
