Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6875416251828979,2.3487764534766435e-18,
1,0.7906001904553168,0.32983134259961616,Y1Z5,0.7853981449610172,nan
2,0.8781801169825157,0.610124442691633,Y4Z3,0.7853981333482354,nan
3,0.93603848801475,0.7952958949405982,Y0Z5,0.7853981435657453,nan
4,0.9552899501498444,0.8569087806453365,Y2Z3,0.785559170688794,nan
5,0.9552899545149967,0.8569087946156844,Y2Z4,0.00016086651026519887,nan
6,0.9552899545150038,0.856908794615707,Y2Z3,-1.537138685117083e-07,nan
7,0.9552899545150038,0.8569087946157077,Y4Z2,-5.734284897530345e-08,nan
8,0.955289954515004,0.8569087946157079,Y4Z3,-4.716866758435265e-08,nan
9,0.9552899545150041,0.8569087946157082,Y4Z2,-2.1204343624519522e-08,nan
10,0.9552899545150041,0.8569087946157086,Y0Z5,0.0,nan
11,0.9552899545150041,0.8569087946157086,Y2Z4,0.0,nan
12,0.9552899545150041,0.8569087946157086,Y1Z5,0.0,nan
