Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7241369531704899,0.0,
1,0.8272964557503133,0.37395187128335616,Y2Z0,0.7853228375984735,nan
2,0.9045089897202152,0.6538463147664697,Y5Z4,0.7853976923532344,nan
3,0.9621553498274817,0.8628136294169653,Y3Z1,0.7853981581747059,nan
4,0.9621553579071707,0.8628136587057336,Y2Z0,7.531921911610135e-05,nan
5,0.9621553579072966,0.8628136587061901,Y5Z4,4.6429745712834797e-07,nan
6,0.9621553579072966,0.8628136587061901,Y2Z0,0.0,nan
7,0.9621553579072966,0.8628136587061903,Y0Z2,0.0,nan
8,0.9621553579072966,0.8628136587061903,Y2Z0,0.0,nan
9,0.9621553579072966,0.8628136587061903,Y0Z2,0.0,nan
10,0.9621553579072966,0.8628136587061903,Y2Z0,0.0,nan
11,0.9621553579072966,0.8628136587061903,Y0Z2,0.0,nan
12,0.9621553579072966,0.8628136587061903,Y2Z0,0.0,nan
