Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6859221430117257,-1.5079406968211742e-17,
1,0.76840167147567,0.26260854316458065,Y3Z2,0.7853981436932508,nan
2,0.8491541197547223,0.5197181944255647,Y4Z0,0.7853981564081096,nan
3,0.9239717493345372,0.7579318344995545,Y5Z1,0.7854618631364563,nan
4,0.9239717520979808,0.7579318432981488,Y1Z5,-6.369911567514554e-05,nan
5,0.9239717520979808,0.7579318432981488,Y3Z2,-5.322204784694105e-09,nan
6,0.9239717520979809,0.7579318432981491,Y2Z3,2.2913777188365295e-08,nan
7,0.9239717520979809,0.7579318432981491,Y4Z0,5.584144509501803e-09,nan
8,0.923971752097981,0.7579318432981493,Y1Z5,4.799617292230877e-09,nan
9,0.923971752097981,0.7579318432981498,Y3Z2,-2.3535818640829905e-09,nan
10,0.923971752097981,0.7579318432981498,Y5Z1,0.0,nan
11,0.923971752097981,0.7579318432981498,Y1Z5,0.0,nan
12,0.923971752097981,0.7579318432981498,Y5Z1,0.0,nan
