Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6903425266196234,-9.887083652820151e-18,
1,0.7848488267975229,0.3051962516719562,Y2Z0,0.7853981585568326,nan
2,0.8751508533920414,0.5968153287403576,Y5Z1,0.7853981345085707,nan
3,0.9646734495617133,0.8859173329400245,Y4Z3,0.7853996329762878,nan
4,0.9646734495632793,0.8859173329450816,Y3Z4,-1.4749546639009087e-06,nan
5,0.9646734495632794,0.8859173329450823,Y5Z1,2.14769812707102e-08,nan
6,0.9646734495632794,0.8859173329450823,Y1Z5,0.0,nan
7,0.9646734495632794,0.8859173329450823,Y5Z1,0.0,nan
8,0.9646734495632794,0.8859173329450823,Y1Z5,0.0,nan
9,0.9646734495632794,0.8859173329450823,Y5Z1,0.0,nan
10,0.9646734495632794,0.8859173329450823,Y1Z5,0.0,nan
11,0.9646734495632794,0.8859173329450823,Y5Z1,0.0,nan
12,0.9646734495632794,0.8859173329450823,Y1Z5,0.0,nan
