Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6856289007178967,2.2583086457423743e-17,
1,0.7707735351828414,0.27084116402360336,Y4Z0,0.7853981816633169,nan
2,0.8502453396397822,0.5236373168456103,Y5Z3,0.7853981643040617,nan
3,0.9200847162133082,0.7457931598382102,Y2Z4,0.7853981686699366,nan
4,0.9825949570434602,0.9446353593053375,Y1Z0,0.7853871184176595,nan
5,0.9825949571233319,0.9446353595594056,Y1Z4,-1.1049493758422392e-05,nan
6,0.9825949571233321,0.9446353595594058,Y2Z4,-2.7306632952045893e-11,nan
7,0.9825949571233321,0.9446353595594058,Y2Z1,-4.723732007717646e-14,nan
8,0.9825949571233321,0.9446353595594058,Y2Z4,0.0,nan
9,0.9825949571233321,0.9446353595594058,Y2Z1,0.0,nan
10,0.9825949571233321,0.9446353595594058,Y2Z4,0.0,nan
11,0.9825949571233321,0.9446353595594058,Y2Z1,0.0,nan
12,0.9825949571233321,0.9446353595594058,Y2Z4,0.0,nan
