Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7580512972860032,5.87874624099949e-17,
1,0.856729103863541,0.4078459833454163,Y5Z3,0.785398162089634,nan
2,0.9222698217290822,0.6787328165061449,Y1Z0,0.7853977491977461,nan
3,0.9693778243048472,0.8734352556899192,Y2Z5,0.7853981508368021,nan
4,0.9918935200942031,0.966495047029124,Y4Z2,0.7853981550984884,nan
5,0.9918945269075683,0.9664992082970044,Y4Z3,-1.0863845712953658e-08,9.931155578281622
6,0.9999999999994933,0.999999999997906,X0X1,0.7853981836272488,9.931240088891105
7,0.9999999999997087,0.9999999999987956,Y1Z0,-4.1136104356733703e-07,-0.09999980091814026
8,0.9999999999997087,0.9999999999987956,standard_x,-4.768404927875586e-09,-0.09999996312391593
9,0.999999999999709,0.999999999998798,standard_x,-4.1762705137477946e-09,0.10000001156778
10,0.9999999999997098,0.9999999999988004,standard_x,-3.4489967001553403e-10,0.10000000069704972
11,0.99999999999971,0.9999999999988013,standard_x,-3.808345808982718e-12,-0.09999999998857496
12,0.9999999999997098,0.999999999998801,standard_x,0.0,0.1
