Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7273186197664143,-6.533246557515525e-18,
1,0.7911709546490813,0.23416463136562327,Y4Z3,0.7853981629859146,nan
2,0.8525343086886981,0.45920146368270853,Y1Z0,0.7853981972926308,nan
3,0.8989409931381971,0.6293879443648362,Y6Z2,0.7853981586006344,nan
4,0.9313250233496261,0.7481493727531185,Y5Z3,0.7853981433566593,nan
5,0.9882352222063272,0.9568552213444321,X2X6,0.8354698638081544,1.7345309065239025
6,0.9985475527731513,0.9946734638587922,X0X1,0.9548269947425587,9.506095390806255
7,0.9999744057649417,0.9999061386771753,X2X6,0.11793750022652529,0.7969628498901671
8,0.9999999999995016,0.9999999999981724,X0X1,-0.17112624987065897,0.10177179761208385
9,0.9999999999999686,0.9999999999998848,Y4Z1,-1.5330067998734716e-08,0.09999924411480035
10,0.9999999999999704,0.9999999999998915,X2X6,2.966682672644651e-07,0.1000000133917018
11,0.999999999999992,0.9999999999999707,X2X6,4.907834951192244e-07,0.09999995550868603
12,0.9999999999999959,0.9999999999999851,X2X6,9.354886555516686e-08,0.10000000711831422
