,Y5Z3,Y3Z5,Y0Z3,Y3Z0,Y0Z5,Y5Z0,Y4Z1,Y1Z4,Y2Z3,Y3Z2,Y4Z3,Y3Z4,Y2Z1,Y1Z2,Y1Z0,Y0Z1,Y2Z0,Y0Z2,Y4Z5,Y5Z4,Y2Z5,Y5Z2,Y4Z0,Y0Z4,Y2Z4,Y4Z2,Y1Z3,Y3Z1,standard_x,Y1Z5,Y5Z1,X1X3,X3X4,X1X5,X3,X0X3,X2X3,X4X5,X2X5,X0X4,X0X5,Y1Y3,X0X2,Y0Y5,X0X1,Y0Y3,X3X5,Y0Y4,X5,Y2Y5,Y0Y2,Y3Y5,X0,Y4Y5,X2X4,Y2Y4,Y1Y5,X1X2,X1,X4,X1X4,Y2Y3,Y3Y4,X2,Y0Y1,Y1Y2,Y1Y4,standard_y,X4Y0,X2Y4,Y3,Y5,Y2,X4Y3,X3Y5,X3Y4,X2Y3,X2Y0,X0Y4,X0Y2,Y1,X5Y3,X4Y2,X1Y5,X1Y3,X1Y0,X4Y5,X3Y1,X2Y5,X2Y1,X1Y2,X0Y1,X0Y3,X1Y4,X3Z0,X5Z3,X5Z1,X0Z1,X3Z4,X5Z0,X4Z0,X3Z5,X0Z5,X4Z5,X3Z2,X1Z4,X4Z2,X2Z5,X0Z4,X1Z5,X5Z4,X2Z4,X1Z3,Y4,Y0,X5Z2,X5Y4,X5Y2,X5Y1,X5Y0,X4Z3,X4Z1,X4Y1,X3Z1,X3Y2,X3Y0,X2Z3,X2Z1,X2Z0,X1Z2,X1Z0,X0Z3,X0Z2,X0Y5
0,0.8267851475353858,0.8267252189603713,0.6508796707313746,0.6508176458389725,0.5358295711938699,0.5358173483612574,0.5074135457068452,0.507410676576603,0.4336305749906333,0.43355763585307616,0.4244973467430294,0.42443266193266904,0.3656741895133295,0.3656663338084015,0.32381183197327235,0.323795176303715,0.15084142478703666,0.1508304256947501,0.12379354996640074,0.12378365877818369,0.09070822163539355,0.0906995383224774,0.07243129228817961,0.07242715713629849,0.06985171022645847,0.06985060457686895,0.05799458697798164,0.05798607758782484,0.046400946985787735,0.03749284676358713,0.03749006304501004,0.01972938128974683,0.01581651333275676,0.014937579449204694,0.014789435730716194,0.014752433492971551,0.014604829115669548,0.014282332648591571,0.013369142078560681,0.012963190066382047,0.01265166244471944,0.012313798666559225,0.011558074853665251,0.011459759491516607,0.011348208272316572,0.011159811945094201,0.011074115570637224,0.010349774532324049,0.00995784417116715,0.00923438210235281,0.009086607091296075,0.00885722152879574,0.008437288814934968,0.00830314666922801,0.008109980110017703,0.007835791216530403,0.006348954594269074,0.005910257860040655,0.005008474968928717,0.004631538629985957,0.004490272212381231,0.004480758483383282,0.004184286898801779,0.003576364670054748,0.0029950612770304093,0.0022568811936313745,0.0015652698019550783,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.5612511283791264e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.214306433183765e-17,6.938893903907228e-18,3.469446951953614e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,6.505213034913027e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,3.2526065174565133e-19,2.168404344971009e-19,2.168404344971009e-19,1.6263032587282567e-19,1.6263032587282567e-19,1.6263032587282567e-19,1.3552527156068805e-19,5.421010862427522e-20,5.421010862427522e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.055235180779447e-05,6.470694981890483e-05,0.11504757660472723,4.506249425714763e-05,0.11504651561019796,4.394325730353256e-05,0.5074146033151208,0.507400455585918,0.34291752343701504,3.224280217049437e-05,0.30069724841710266,3.071348857976439e-05,0.3656735352648122,0.3656570378292084,0.3238032547506736,0.32382626893679667,0.15084058838090558,0.1508445036271201,0.300696044002998,8.843412497141431e-06,0.3429162268602777,6.45477048240074e-06,0.07243086910939446,0.07243399742917785,0.06985123440796809,0.06985003061922967,0.020500727662640095,3.406899304216503e-06,0.01966548730593746,0.020499705940450866,2.658092318342221e-06,0.002190307024693172,0.0021191188462234348,0.001938680950554815,0.002191373908744157,0.0020714227238864003,0.0021308751534824776,0.002009471189142429,0.0019974466041793697,0.006088160050687899,0.0020568027998142664,0.000645608756270449,0.00471358682901403,0.0019762738720313817,0.005291442997907083,0.001791135992319883,0.0029020076697847262,0.005344138405245492,0.0019366565107867438,0.0010442635758092273,0.00426948106588898,0.00290180943599241,0.0018649590725262973,0.0010068220687484794,0.0076241292681036126,0.007292147911549312,0.0006779314941021733,0.006129373414881005,0.005931470487862063,0.004348719567874751,0.0041295429309578975,0.000492578502310131,0.0005230418993859316,0.003392307758143448,0.0022817390650039047,0.0022100796462089225,0.0013446287765285967,8.327180904457027e-17,0.0,1.1102230246251565e-16,1.6940658945086007e-21,3.3881317890172014e-21,5.551115123125783e-17,3.3881317890172014e-21,6.938893903907228e-18,0.0,5.082197683525802e-21,2.7755575615628914e-17,0.0,0.0,2.7755575615628914e-17,6.938893903907228e-18,2.7755575615628914e-17,1.6940658945086007e-21,0.0,4.807110499015167e-19,2.541098841762901e-21,1.6940658945086007e-21,8.470329472543003e-22,0.0,0.0,7.337614811492489e-18,8.470329472543003e-22,6.938893903907228e-18,2.168404344971009e-19,5.421010862427522e-20,1.0842021724855044e-19,0.0,0.0,5.421010862427522e-20,0.0,1.0842021724855044e-19,0.0,0.0,2.710505431213761e-20,8.673617379884035e-19,1.0842021724855044e-19,4.336808689942018e-19,1.0842021724855044e-19,3.3881317890172014e-19,6.776263578034403e-21,1.6263032587282567e-19,2.574980159653073e-19,5.551115123125783e-17,0.0,1.3552527156068805e-20,3.3881317890172014e-21,5.082197683525802e-21,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,3.3881317890172014e-21,0.0,0.0,1.0842021724855044e-19,0.0,2.168404344971009e-19,1.0842021724855044e-19,2.168404344971009e-19,1.6940658945086007e-21
2,8.16124527299366e-05,9.139356940163998e-05,0.11504921624217214,7.87454228159368e-05,0.1150487443611896,6.339960002194682e-05,0.0002826317563112663,0.0002723807801405546,0.34290875253833586,4.997051044312642e-05,0.00016039159842678487,3.449032399046201e-05,0.29580985683077343,0.00019327450373792567,0.00017045736699484662,0.2513903455470473,0.15083429004883755,0.15084327392613855,0.0001602963939803299,6.5525028131312e-06,0.3429081721912315,1.1977143634552949e-05,3.7658571145113515e-05,0.25138553421673254,0.2958029309618083,3.6313013546730065e-05,2.697038308067324e-06,3.4826129956892275e-05,0.008030506255534614,2.7869445008384724e-06,7.105336148155478e-06,7.575352762068696e-05,3.025779296656983e-05,3.008057353874959e-05,0.0013940937810204255,0.0013127727389919547,0.0013531598980601914,7.583379731101704e-05,0.0013266075659939692,0.002715908259401092,0.0013671345525795866,0.00021749582003017856,0.005045014473589065,0.0013236545639459306,0.0021610459421995774,0.0011982482747125067,0.002903584543845897,0.0017914889260714282,0.0012861551086254088,0.0006919229686553146,0.003977310664918985,0.002903629343888771,0.0017723252976455787,0.00021779748404759534,0.002735060576395107,0.0024077107666969325,0.00021764199397891656,0.002143743575287407,0.0022954056238998076,0.002581052006165563,0.0036560370205093264,0.00031886260102118773,0.00021762791028056476,0.004061972217469497,0.0008535691827956241,0.0013028519566653913,0.0036553637155569392,8.327350311046477e-17,1.3552527156068805e-20,0.0,3.3881317890172014e-21,3.3881317890172014e-21,5.551115123125783e-17,1.6940658945086007e-21,0.0,0.0,6.776263578034403e-21,2.7755575615628914e-17,0.0,5.551115123125783e-17,2.0328790734103208e-20,0.0,1.3552527156068805e-20,6.352747104407253e-22,0.0,6.509911420792328e-21,8.470329472543003e-22,0.0,0.0,6.776263578034403e-21,3.3881317890172014e-21,7.944242602959278e-21,0.0,5.551115123125783e-17,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,4.336808689942018e-19,2.710505431213761e-20,0.0,5.421010862427522e-20,0.0,0.0,2.710505431213761e-20,0.0,4.336808689942018e-19,2.710505431213761e-20,2.710505431213761e-20,2.7755575615628914e-17,6.776263578034403e-21,0.0,3.3881317890172014e-21,4.235164736271502e-22,5.082197683525802e-21,0.0,2.168404344971009e-19,1.3877787807814457e-17,2.168404344971009e-19,0.0,3.3881317890172014e-21,4.336808689942018e-19,8.673617379884035e-19,2.168404344971009e-19,2.710505431213761e-20,2.168404344971009e-19,1.0842021724855044e-19,0.0,3.8116482626443515e-21
3,2.1993381533630255e-05,9.636627780349674e-06,0.03579387260956418,8.150650313798962e-06,0.03579453680454554,2.5804549493561647e-05,1.9112292963760343e-06,2.9254603979550767e-06,0.0012041759998534837,1.2108974595295146e-05,1.4117536919558318e-06,1.0119011721881735e-06,0.001040154602948006,1.8740759820459868e-06,2.4033700218149754e-06,0.25139452200521073,0.00053182482185108,0.035798174584951006,1.570029236409445e-06,1.8064350654919616e-06,0.0012043119055514485,2.2417427400564605e-05,6.857485712124401e-07,0.2513944907370262,0.001040159515056635,1.5084130861982242e-06,1.8932532484706686e-06,1.0168314799138227e-06,0.00144099158557361,1.7377720998363957e-06,1.858182161820156e-06,3.8994151507744655e-07,1.7271652966214173e-07,3.896718848178859e-05,0.00018928231149840057,0.00018961390806856705,0.0014562364161699569,8.290303542937444e-05,0.00018954676362466043,0.00018245462702181752,0.0014932632845066143,1.0378349822244206e-06,0.001619153561076366,0.0013973817626789374,0.00017794422083252786,0.00010101457620066951,0.0003155626831337758,0.00013320516704270617,0.0015260523605645274,0.00019259090506730368,0.0012267468294935488,0.0003155554010395395,0.0011326327360460958,0.0002630815812151982,3.0124315390154245e-05,3.876345558377571e-05,0.0002630984597749416,3.5149989135021313e-06,0.00018995852416509859,0.00017044063955467972,0.005568742717871335,0.0014567103101389446,1.0243081916263112e-06,0.0016632943578706641,4.8982532539568303e-05,3.9119086382447354e-05,0.005568742717971109,1.0894961284058438e-19,4.235164736271502e-22,2.117582368135751e-22,2.117582368135751e-22,8.470329472543003e-22,1.0842021724855044e-19,1.0587911840678754e-22,5.421010862427522e-20,0.0,1.6940658945086007e-21,0.0,0.0,2.168404344971009e-19,1.0587911840678754e-22,0.0,1.0587911840678754e-22,0.0,3.970466940254533e-23,4.7536631930873336e-23,0.0,5.293955920339377e-23,8.470329472543003e-22,1.3234889800848443e-23,0.0,3.2003569432062624e-23,4.235164736271502e-22,5.551115123125783e-17,6.776263578034403e-21,5.421010862427522e-20,0.0,1.0842021724855044e-19,1.3552527156068805e-20,5.421010862427522e-20,1.3552527156068805e-20,6.776263578034403e-21,5.421010862427522e-20,6.776263578034403e-21,3.3881317890172014e-21,6.776263578034403e-21,6.776263578034403e-21,1.0842021724855044e-19,1.0842021724855044e-19,1.6940658945086007e-21,0.0,1.0842021724855044e-19,1.6940658945086007e-21,0.0,0.0,0.0,4.235164736271502e-22,4.235164736271502e-22,2.117582368135751e-22,4.235164736271502e-22,6.776263578034403e-21,1.3552527156068805e-20,4.163336342344337e-17,1.3552527156068805e-20,0.0,4.235164736271502e-22,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,5.421010862427522e-20,1.0842021724855044e-19,0.0
4,2.2382449611753966e-05,4.07519368656475e-06,0.00031836686408131436,3.4866664214202733e-06,0.000318456565589915,1.9467949640905065e-05,4.63187308755869e-06,1.6182962373982813e-06,6.932941860086602e-05,5.006013778213187e-06,4.528489078947578e-06,3.398737594172676e-06,2.5531795906028797e-05,1.573715763572975e-07,1.4438324935902414e-06,0.0022404743146674415,2.498124228906814e-05,0.00031872906338794774,4.497247246399455e-06,2.0408392862776658e-05,6.930273553579724e-05,2.2417446175817862e-05,4.736267977455474e-06,0.0022404645308753647,2.5517608778805836e-05,4.5835905445213285e-06,1.4424371578023418e-07,3.397740225560759e-06,0.000566486185481547,1.5653642940180973e-07,2.039031031133814e-05,3.4421830459210524e-09,1.7063058684464932e-08,2.0503234334743447e-07,9.34812258562969e-05,8.177018311751258e-07,0.000462866739288957,1.4542021332597981e-05,9.34937808428949e-05,5.2591643032750675e-05,0.0001854610283726566,3.717898118076232e-09,0.0002480591170601451,0.00043532353398913627,7.47426068403496e-05,4.861998215867807e-07,1.9170953691142e-06,5.105963456895503e-05,0.00048014099901994386,9.344208116262299e-05,0.000352771048541717,1.916081153018405e-06,0.0008632836880288809,0.00011846461085521818,2.992127670621346e-05,4.511903942390926e-05,1.1083720150268504e-06,4.6681605589288396e-08,5.079871668344952e-05,0.0002642564657759948,0.0011114009985819457,0.00046284655320707026,2.6431060679771836e-08,0.000591879904788351,7.442425179710399e-05,4.3007449005265477e-07,0.0011114009267385186,3.65282958503417e-21,0.0,0.0,2.117582368135751e-22,1.6940658945086007e-21,1.6940658945086007e-21,0.0,6.776263578034403e-21,1.3234889800848443e-23,3.3881317890172014e-21,0.0,0.0,0.0,5.293955920339377e-23,6.776263578034403e-21,2.117582368135751e-22,0.0,4.1359030627651384e-25,2.856530221614738e-23,0.0,4.963083675318166e-24,0.0,1.3234889800848443e-23,0.0,2.4353618019383092e-23,0.0,1.0842021724855044e-19,6.776263578034403e-21,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.0657581468206416e-20,2.710505431213761e-20,1.3552527156068805e-20,1.6940658945086007e-21,0.0,5.421010862427522e-20,0.0,1.6940658945086007e-21,0.0,5.421010862427522e-20,3.3881317890172014e-21,0.0,0.0,0.0,2.6469779601696886e-23,1.0587911840678754e-22,1.0587911840678754e-22,0.0,2.710505431213761e-20,0.0,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,0.0,5.421010862427522e-20,5.421010862427522e-20,1.6940658945086007e-21,3.3881317890172014e-21,1.3552527156068805e-20,8.131516293641283e-20,0.0
5,3.9604539116022775e-06,3.620705111823722e-07,6.11298475089052e-07,3.5081319249465834e-07,6.105515361741185e-07,3.499621392448017e-06,2.31623283988029e-07,7.074631767472165e-08,1.7599794571609157e-05,3.6972747994101033e-07,2.416423364233359e-07,3.502348398059829e-07,7.716339831524663e-06,4.758168529545116e-08,7.036448828903017e-08,4.129823751655254e-06,7.71803696067742e-06,6.085755020430264e-07,2.4137902695761963e-07,3.5026800199021655e-06,1.7600018705534806e-05,3.9607385265285785e-06,2.3187018754027998e-07,4.12986953767698e-06,7.716412703610773e-06,2.419840799241781e-07,4.750104583484749e-08,3.5022846051950813e-07,2.0681477667651066e-06,4.7601896521444095e-08,3.5025705637221703e-06,1.626459437084322e-11,1.6645591279462592e-10,7.212001432239465e-11,8.566388725347325e-06,6.796920858684998e-10,4.219907493714839e-05,1.3335052119977891e-06,8.570051308562885e-06,3.5224608715685435e-06,1.6620763651893233e-05,2.0791811170395395e-11,2.100864135750995e-05,3.968227506704712e-05,4.599114217285914e-06,2.7128178244394746e-09,7.666663036824196e-07,3.5226534971928448e-06,4.381945774062408e-05,8.571240874059253e-06,3.039169948510175e-05,7.6667795092606e-07,2.5745116011188583e-05,1.0872637822801259e-05,2.105319158526491e-06,3.178053092316258e-06,2.1530408444275796e-10,2.2350734602567154e-10,3.522571279838823e-06,1.9121069945247614e-05,2.7881417900718018e-05,4.219934047904377e-05,5.823107772977273e-10,5.1352519446634366e-05,4.5991492382819474e-06,1.4917828871578465e-10,2.7881417178150748e-05,6.121136532892405e-22,0.0,0.0,2.6469779601696886e-23,2.117582368135751e-22,0.0,6.462348535570529e-27,1.6940658945086007e-21,0.0,4.235164736271502e-22,5.293955920339377e-23,0.0,5.293955920339377e-23,3.308722450212111e-24,3.3881317890172014e-21,6.617444900424222e-24,2.5849394142282115e-25,9.693522803355793e-27,1.347465021862072e-26,0.0,7.754818242684634e-26,1.3234889800848443e-23,5.169878828456423e-26,5.169878828456423e-26,1.2133204575244035e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.2705494208814505e-21,0.0,1.6940658945086007e-21,4.235164736271502e-22,1.0587911840678754e-22,1.6940658945086007e-21,3.3881317890172014e-21,0.0,1.0587911840678754e-22,6.776263578034403e-21,3.3881317890172014e-21,1.5881867761018131e-22,0.0,4.235164736271502e-22,0.0,1.9852334701272664e-23,1.3234889800848443e-23,0.0,0.0,0.0,1.6940658945086007e-21,2.117582368135751e-22,0.0,0.0,0.0,0.0,3.3881317890172014e-21,3.3881317890172014e-21,2.117582368135751e-22,1.0587911840678754e-22,4.235164736271502e-22,4.235164736271502e-22,5.293955920339377e-23
6,1.356630786626709e-07,7.872208576614618e-09,5.292820397559578e-09,7.696767783438238e-09,5.292977720566467e-09,1.1125066767009147e-07,1.9193467189268803e-08,1.2841510020367656e-09,1.372807445749047e-07,7.874341275980385e-09,1.1324532328821059e-08,7.696493214995914e-09,4.641036029234652e-08,9.098581124472538e-10,1.2841111936988685e-09,3.1624990854133406e-09,4.6412082414189905e-08,5.2936126103445874e-09,1.1324589190126764e-08,1.1125260080731559e-07,1.372806959684493e-07,1.356634168162543e-07,1.9193321383186805e-08,3.162506736693648e-09,4.641035253305194e-08,1.1324560712768035e-08,9.098260408126728e-10,7.696494343094097e-09,2.026380772529348e-06,9.09804093019155e-10,1.1125256747305653e-07,2.3030140628950817e-14,6.873039765177041e-14,1.518446496997036e-13,1.2629431610254455e-07,8.43435731894163e-14,6.364546371623946e-07,1.9657600237940344e-08,1.2643211340082906e-07,4.408122449696523e-08,2.450861735750708e-07,2.5977217877819032e-14,6.658062360380066e-07,5.853512705719645e-07,1.3557167141527772e-07,5.234747740822802e-13,1.7761808860756667e-06,4.4081253651951804e-08,6.534404397426453e-07,1.264313752954171e-07,9.632195376274064e-07,1.7761809058408552e-06,1.438260399281862e-06,1.603773108495482e-07,2.6350272215133784e-08,3.977230918773829e-08,7.365668976309857e-14,1.354846115885276e-14,4.407645688684416e-08,1.805619209120162e-07,2.417739706747168e-06,6.364545916200303e-07,8.802390982712357e-14,3.3023995201156786e-08,1.3557167620112615e-07,4.408788236263712e-14,2.4177397060861386e-06,6.565746112139657e-24,0.0,1.0339757656912846e-25,8.271806125530277e-25,1.3234889800848443e-23,6.617444900424222e-24,1.8932661725304283e-29,1.3234889800848443e-23,5.048709793414476e-29,2.6469779601696886e-23,3.308722450212111e-24,1.0339757656912846e-25,0.0,5.169878828456423e-26,1.3234889800848443e-23,1.0339757656912846e-25,1.0097419586828951e-28,6.310887241768095e-30,1.0856378626992923e-24,8.271806125530277e-25,2.524354896707238e-29,2.0679515313825692e-25,6.310887241768095e-30,4.733165431326071e-30,1.085635725687426e-24,1.0097419586828951e-28,3.308722450212111e-24,1.3234889800848443e-23,0.0,5.293955920339377e-23,0.0,1.3234889800848443e-23,5.293955920339377e-23,1.3234889800848443e-23,6.617444900424222e-24,0.0,1.3234889800848443e-23,6.617444900424222e-24,1.6543612251060553e-24,0.0,5.293955920339377e-23,0.0,3.308722450212111e-24,5.293955920339377e-23,9.926167350636332e-24,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,2.0679515313825692e-25,2.0679515313825692e-25,1.0097419586828951e-28,8.271806125530277e-25,1.3234889800848443e-23,1.3234889800848443e-23,0.0,1.3234889800848443e-23,1.3234889800848443e-23,0.0,5.293955920339377e-23,3.308722450212111e-24,3.308722450212111e-24,1.6543612251060553e-24,6.617444900424222e-24,1.0587911840678754e-22,0.0,1.6543612251060553e-24
7,0.02916638450671226,0.0010776250688314785,0.1468206263456785,0.006447419391747372,0.14395555378217492,0.023719057482969,0.002673555723694563,0.0015009572220057756,0.04118439186548867,0.0030136257214958455,0.0026566607660179916,0.000860314473380258,0.041010221571041866,0.001635851920912252,0.0034396111414671336,0.14667338147673173,0.05993741601611011,0.14818153431115977,0.0021156146750504496,0.02928307055235266,0.04128156066046322,0.02871801950936676,0.0019114294003093313,0.14666929962816777,0.041013417516232,0.0025466048504119592,0.0016217454488054101,0.0008657940225053542,0.05021261533938434,0.0013530304357456972,0.029276284747926352,0.000489692872203079,0.0013020486998243015,0.003268297667592775,0.008921022875019606,0.002934287085299778,0.013590006426411953,0.00769050230186128,0.008450940564519114,0.00694764156953891,0.013021303343304865,0.00019922032349519152,0.021258958130554048,0.017295109926967894,0.0003592263977125438,0.0039060687722600176,0.025831881388152487,0.007040779271288463,0.016168066595798974,0.010975707051614218,0.010540848619586563,0.026023299352748424,0.03417924312680075,0.007945640199667849,0.0004112979359799378,0.0004349522004617539,0.0032571040429315995,0.00047605017003671854,0.003966512442613668,0.002173544139194321,8.232003837364625e-08,0.013150486574244112,0.0011793068345447553,0.01714035935155498,0.002881817352692462,0.00032524614959964675,4.684907771662691e-06,2.417770844642675e-17,1.0842021724855044e-19,0.0,2.168404344971009e-19,0.0,3.469446951953614e-18,1.0842021724855044e-19,0.0,1.0842021724855044e-19,1.734723475976807e-18,3.469446951953614e-18,2.168404344971009e-19,0.0,3.2526065174565133e-19,8.673617379884035e-19,1.6263032587282567e-19,0.0,0.0,4.436335061244398e-20,0.0,1.0842021724855044e-19,4.336808689942018e-19,2.710505431213761e-20,0.0,9.846758011831241e-21,4.336808689942018e-19,5.421010862427522e-20,8.673617379884035e-19,1.734723475976807e-18,0.0,0.0,8.673617379884035e-19,4.336808689942018e-19,0.0,0.0,1.734723475976807e-18,2.168404344971009e-19,8.673617379884035e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,6.938893903907228e-18,2.168404344971009e-19,0.0,0.0,6.505213034913027e-19,2.168404344971009e-19,2.7755575615628914e-17,0.0,2.168404344971009e-19,4.336808689942018e-19,2.710505431213761e-20,0.0,0.0,0.0,1.0842021724855044e-19,8.673617379884035e-19,1.734723475976807e-18,4.336808689942018e-19,0.0,1.734723475976807e-18,8.673617379884035e-19,2.168404344971009e-19,4.336808689942018e-19,3.469446951953614e-18,0.0,0.0
8,2.5711124545562108e-05,2.018205491673479e-05,0.00014114421917742494,1.9989427717951397e-05,0.00014117471041265496,2.6001607417883983e-05,0.0005377502879800257,0.001197684646486701,0.0005959721539406115,2.0175032728540394e-05,0.0005297496415651612,2.000324959379507e-05,0.0005953059522153064,0.0012185608710787686,0.0012004255988796063,0.0001358844741314611,0.0005936671157995021,0.00014076086761902272,0.0005297640365824231,2.5556740456206333e-05,0.0005959751059189996,2.5753282270531956e-05,0.0005355495891839926,0.00013822801778981043,0.0005950369524116393,0.0005297475633312449,0.0012186890793717295,1.9995115084573477e-05,0.0021598823609885855,0.0012186931724187154,2.5678769908229025e-05,1.9094056015360117e-07,2.2578579653464122e-08,1.5179376404547122e-05,2.0095221155070622e-05,1.1933707929002575e-05,1.3392460687005191e-05,3.732674820365627e-05,1.1841978212950411e-05,0.002378869120118441,0.00010036551886024201,2.2951851546063345e-07,0.00043712305571644815,0.00010025038930607887,0.0021980851936003664,1.2473040469938579e-05,3.263497406765508e-05,0.002380189775766933,3.3996493307315466e-05,1.1717563087467639e-05,0.00043846276481757345,3.264318265890583e-05,0.0003840217848697981,3.7028185190660155e-05,0.00035888329303834126,0.00035961295024734645,1.4917876160911787e-05,0.00010213161261883198,0.00030403550275960795,0.001334837506506354,0.0009046064555069628,1.3410704899774919e-05,2.604289847762227e-08,0.00015088883900507078,0.002196421401151753,0.00010333097745406146,0.0009060193579499536,1.6940658945086007e-21,2.168404344971009e-19,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.0842021724855044e-19,0.0,5.421010862427522e-20,1.3234889800848443e-23,0.0,0.0,2.168404344971009e-19,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,6.352747104407253e-22,1.9852334701272664e-23,1.3300894382856242e-20,8.470329472543003e-22,6.617444900424222e-24,1.6940658945086007e-21,3.3881317890172014e-21,0.0,1.3302589689117773e-20,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,5.421010862427522e-20,0.0,3.3881317890172014e-21,0.0,2.168404344971009e-19,0.0,0.0,1.3552527156068805e-20,0.0,0.0,1.3552527156068805e-20,5.421010862427522e-20,0.0,0.0,8.470329472543003e-22,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,2.710505431213761e-20,4.0657581468206416e-20,4.0657581468206416e-20,2.710505431213761e-20,0.0,0.0,2.710505431213761e-20,2.710505431213761e-20
9,5.979805084262013e-07,6.711490598972349e-07,1.8497006783324007e-06,6.710322563859266e-07,1.849775583586216e-06,5.981341879541875e-07,1.5318472934629575e-06,4.364227352269122e-06,3.8605572126620004e-06,6.711224024023506e-07,1.5320874188074013e-06,6.711067833124151e-07,3.860506148625804e-06,4.364570774794954e-06,4.363689555836666e-06,1.8492790799126914e-06,3.860388015836225e-06,1.849698691455363e-06,1.5321112581490038e-06,5.978678731504281e-07,3.860565960058589e-06,5.97979901544487e-07,1.5319217744644164e-06,1.8492919569118897e-06,3.860510324392475e-06,1.532087607471793e-06,4.364574338478361e-06,6.711056645480526e-07,1.497410322727967e-05,4.364580534002741e-06,5.978781604334864e-07,1.627477898298151e-11,2.568314632529483e-12,5.40796395153196e-07,7.293632820811971e-07,4.5341628089603047e-07,1.4583293416747165e-06,1.3577192809450613e-06,4.541570239547877e-07,9.180993808316515e-08,2.462023931917162e-06,3.063379589861208e-12,1.34532257166497e-06,2.4617452837140146e-06,8.161785642132643e-06,4.5354426002791314e-07,2.809210498096336e-06,9.175119609233171e-08,2.079484497729853e-06,4.5411036946636517e-07,1.3456307701298886e-06,2.8091990038466137e-06,2.068669771057894e-05,1.3575357103868887e-06,1.2527615855294375e-06,1.2528109260710734e-06,5.406731805815081e-07,3.687477869967151e-07,2.7845560756426425e-07,5.099307350872195e-06,5.312188485715023e-07,1.4583328011523007e-06,9.021065409514641e-12,1.0152896907858485e-06,8.162118298016252e-06,3.688861641230431e-07,5.312262943864175e-07,2.117582368135751e-22,0.0,1.3234889800848443e-23,1.0587911840678754e-22,1.0587911840678754e-22,0.0,8.077935669463161e-28,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,6.617444900424222e-24,4.0389678347315804e-28,6.967935447013179e-24,0.0,8.077935669463161e-28,0.0,3.970466940254533e-23,2.6469779601696886e-23,6.970081625535635e-24,0.0,1.2705494208814505e-21,1.0587911840678754e-22,2.117582368135751e-22,2.117582368135751e-22,1.6940658945086007e-21,5.293955920339377e-23,2.117582368135751e-22,8.470329472543003e-22,1.0587911840678754e-22,1.6940658945086007e-21,8.470329472543003e-22,1.0587911840678754e-22,0.0,4.235164736271502e-22,0.0,1.6940658945086007e-21,2.6469779601696886e-23,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,2.6469779601696886e-23,5.293955920339377e-23,6.617444900424222e-24,4.235164736271502e-22,4.235164736271502e-22,8.470329472543003e-22,4.235164736271502e-22,1.0587911840678754e-22,0.0,0.0,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,0.0,1.6940658945086007e-21,0.0,0.0
