,Y2Z3,Y5Z3,Y3Z2,Y3Z5,Y1Z3,Y3Z1,Y5Z1,Y1Z5,Y0Z1,Y1Z0,Y2Z1,Y1Z2,Y4Z5,Y5Z4,Y4Z3,Y3Z4,Y0Z4,Y4Z0,Y4Z1,Y1Z4,Y0Z3,Y3Z0,Y0Z2,Y2Z0,standard_x,X1X3,X0X3,X3X4,Y1Y3,X1X2,X3,X2X5,X3X5,X1X5,X1X4,Y2Y5,X0X5,X2X3,X1,X0X1,Y1Y5,X4X5,Y1Y4,Y4Z2,Y2Z4,Y3Y5,Y1Y2,Y3Y4,X2X4,Y0Y5,X5,X0X2,Y0Z5,Y5Z0,Y0Y3,Y4Y5,Y2Y4,Y2Z5,Y5Z2,X2,Y0Y2,Y2Y3,Y0Y1,X0X4,X4,Y0Y4,X0,X2Y3,Y1,X4Y2,X2Y4,Y5,Y0,X5Y4,X5Y3,X4Y3,X3Y5,X3Y4,X3Y0,X1Y3,X5Y2,X5Y1,X3Y1,X2Y1,X1Y4,X0Y1,X1Y2,X3Z1,X1Y5,X5Z1,X5Z0,X3Z5,X3Z2,X1Z3,X3Z4,X2Z3,X2Z1,X1Z4,X1Z2,X5Z4,X4Z3,X2Z0,X2Z5,X5Z2,X4Z0,X0Z3,X2Z4,X0Z5,X4Z2,standard_y,Y4,Y3,Y2,X5Z3,X5Y0,X4Z5,X4Z1,X4Y5,X4Y1,X4Y0,X3Z0,X3Y2,X2Y5,X2Y0,X1Z5,X1Z0,X1Y0,X0Z4,X0Z2,X0Z1,X0Y5,X0Y4,X0Y3,X0Y2
0,0.9599440667437762,0.9597474938381567,0.959680252429495,0.9595756005263846,0.9517830605657925,0.9516852232222517,0.8338555211942327,0.8337918833597651,0.5467704426840445,0.5466265769225074,0.4981189683812844,0.4980332661400882,0.4544502662867894,0.45437815526209047,0.4359652238105549,0.435817973223547,0.43067282268261714,0.4306607025865111,0.428517944494012,0.428417249268803,0.2800714992899091,0.27996902331712675,0.12410831885233625,0.12409701449791533,0.09704837817682088,0.03537223128320505,0.03439170117019587,0.03403450413689073,0.03236899558279665,0.030218439615216315,0.030176457271391753,0.03009032911103343,0.029987395592834074,0.027652861820748338,0.02731274315805212,0.026963228673317952,0.024017921123298144,0.023603249997346996,0.02332590874621985,0.02313215838399768,0.022483840166571442,0.021769386443979702,0.02079201802913374,0.020400701516285185,0.0203994174156015,0.02018438236693087,0.02002546092400069,0.019684683325489442,0.01951052287160244,0.018442319937215935,0.018239474734852705,0.01733522785905342,0.016893319329373394,0.016890163371143657,0.016870009662988544,0.01566772557926517,0.01382745303450613,0.013038258628197859,0.013037010332049268,0.011858009769530109,0.011005033857427342,0.010607756932568903,0.010541338221425172,0.009738274398417068,0.007662254619199197,0.007332895805164783,0.005786273035627253,1.6653345369377348e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.0408340855860843e-17,3.469446951953614e-18,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.710505431213761e-19,2.439454888092385e-19,2.168404344971009e-19,2.168404344971009e-19,5.421010862427522e-20,5.421010862427522e-20,4.0657581468206416e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0016471875026404558,0.9466663103755738,0.001677884309736637,0.0016632839410592533,0.45371940000967,0.0016569060334559551,0.8338154171380201,0.8338755134940841,0.5467693974377874,0.5466759083860127,0.0008628685798633662,0.4537164221125621,0.4544406651657018,0.45435058049667576,0.41555420685746586,0.0007560304205889649,0.43067067692965877,0.43065137397492326,0.428508652790188,0.4284545876524882,0.1559596355740227,0.0004898789611410324,0.15595831263726873,0.0002156681920083586,0.0532344285354057,0.001420539386877782,0.0016729162961699722,0.0016867783810020067,0.0012051525272163566,0.0016557647776327636,0.0017046022275593042,0.0013971853446943924,0.0016899463755654927,0.020379747582544475,0.02007491746760387,0.00160080448165148,0.025908060036954138,0.014893422820337072,0.015793220484150876,0.014820191162400641,0.014788631223572875,0.023953550542443615,0.018270598395224227,0.4155527681097202,3.5459561755984876e-05,0.0005089639127520756,0.001757465168391344,0.00034033012483579254,0.0014131015430127135,0.018069587303449264,0.02018509118672176,0.0014304787437237117,0.01689315681830244,0.016889050995085392,0.0005979289305749967,0.017030307231457667,0.0008369294065365142,2.2664006324569698e-05,0.9466634620650927,0.0014176708662154217,0.0007916610109902275,0.014894985514811356,0.0062040654119327986,0.009973765213384346,0.008402093240648393,0.006946774673205758,0.005731750530109941,5.551115123125783e-17,5.551115123125783e-17,1.0842021724855044e-19,1.0842021724855044e-19,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,1.6263032587282567e-19,2.710505431213761e-20,4.163336342344337e-17,1.1227990816117187e-17,1.3552527156068805e-20,0.0,1.734723475976807e-18,1.734723475976807e-18,0.0,5.421010862427522e-20,1.0842021724855044e-19,4.336808689942018e-19,0.0,2.168404344971009e-19,1.0842021724855044e-19,4.336808689942018e-19,2.168404344971009e-19,0.0,4.336808689942018e-19,5.421010862427522e-20,0.0,1.734723475976807e-18,4.336808689942018e-19,0.0,2.710505431213761e-20,1.0842021724855044e-19,4.336808689942018e-19,2.7376104855258987e-17,2.7755575615628914e-17,4.336808689942018e-19,5.421010862427522e-20,0.0,5.551115123125783e-17,0.0,0.0,0.0,8.326672684688674e-17,5.551115123125783e-17,0.0,8.326672684688674e-17,2.168404344971009e-19,5.421010862427522e-20,1.3010426069826053e-18,8.673617379884035e-19,3.545961820359259e-17,8.673617379884035e-19,2.168404344971009e-19,0.0,5.551115123125783e-17,5.551115123125783e-17,1.0842021724855044e-19,0.0
2,1.936420303632076e-05,0.0008990013136518704,1.7694794153817219e-06,1.608201222242404e-06,0.3801546686282652,1.3541927039444601e-06,0.000791251616615853,0.3801552631069143,0.5467761192015648,0.5467624223929046,2.2088504009696218e-05,0.3801553628179536,0.038887236018055035,0.0004303886152969684,0.03888681481742142,6.256752815717492e-07,0.4306770145512944,0.4306857170212647,0.42854285885758625,0.4285234647969053,0.13907047810078488,3.621906542127101e-07,0.13906928028342896,6.558990672332739e-06,0.01393268843526662,4.075678709473194e-05,4.107902285850981e-05,4.109422647527059e-05,2.8549475247740298e-05,0.0015323361648542358,4.111328553284201e-05,4.072407115206392e-05,0.0015580850353320676,0.00025563911165787446,0.006653299663655833,4.096459044051764e-05,0.00031642675586308336,0.0002482117829487616,0.006621002154104553,0.005636768926731385,0.0002500859829053582,0.00031131168174950807,0.005099513950927394,0.03888743968010177,1.0893419131861524e-06,0.0015580648553615954,0.0010305828311123473,1.0074935439267119e-05,0.001826071224429674,0.00015396829096459447,0.0003111462799082,0.001854071231424745,0.13907037854339963,1.598634129827212e-05,3.6149011640585244e-06,0.00021301208366021298,0.0004181325623291735,1.9368243892839296e-05,0.0008989559892025878,0.0018273935983633728,0.00101441754346501,0.0002482106109360847,0.0026645409675415867,0.005094410804971361,0.0037694886864737703,0.004672199630154233,0.005099558198676312,0.0,0.0,0.0,8.470329472543003e-22,0.0,5.551115123125783e-17,2.710505431213761e-20,8.470329472543003e-22,1.0587911840678754e-22,0.0,0.0,0.0,5.293955920339377e-23,2.117582368135751e-22,0.0,0.0,0.0,1.3877787807814457e-17,1.2399242493893923e-18,8.470329472543003e-22,0.0,1.4823076576950256e-20,2.710505431213761e-20,0.0,1.6940658945086007e-21,1.6940658945086007e-21,2.168404344971009e-19,1.0587911840678754e-22,1.0842021724855044e-19,3.2526065174565133e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,2.710505431213761e-20,1.6263032587282567e-19,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,6.776263578034403e-20,1.0842021724855044e-19,2.710505431213761e-20,2.117582368135751e-22,5.551115123125783e-17,2.117582368135751e-22,0.0,0.0,5.421010862427522e-20,8.131516293641283e-20,0.0,5.421010862427522e-20,2.7755575615628914e-17,0.0,0.0,5.421010862427522e-20,1.0587911840678754e-22,0.0,2.168404344971009e-19,4.336808689942018e-19,2.340649642992947e-17,0.0,3.2526065174565133e-19,0.0,5.421010862427522e-20,5.551115123125783e-17,3.1763735522036263e-22,0.0
3,1.8096534886575222e-05,0.0004066797201111289,4.588888122844861e-07,1.9320396431017927e-07,0.00022213567646606127,5.251434047116479e-07,0.00035613121817127617,0.00022213174386942643,0.000333434012612643,0.0003204848047108764,1.8250329855015795e-05,0.00022215694519127875,0.0388876044567891,0.0002036393543962365,0.03888717920314877,1.925494051174751e-07,0.0002559059673027628,0.002144025103787974,0.0021413667777387835,0.00024287557248838039,8.00352118371721e-05,5.231533264158806e-07,7.996518112247123e-05,1.8695248709029794e-05,0.004136672415353343,5.724966900081983e-08,7.074656860100888e-08,2.2622413421898706e-05,8.340199930388998e-08,2.7043772992873762e-05,2.262444399827292e-05,2.258228109141665e-05,0.0007403658461787386,5.197908601144707e-06,0.0030175834268203407,2.2668251873742045e-05,1.211166844448468e-05,0.0010248440286365862,0.003011996851243759,0.00460831583509296,1.891931701375445e-05,0.0013522624182755647,0.0032076621554343447,0.03888717938201215,9.692223939172655e-07,0.000740361623480423,0.0001643101214971327,5.515686318698815e-06,0.000969190126389119,1.729035592241796e-05,0.0013655721607679374,8.410069744215527e-05,8.002826108257654e-05,0.00035617768699340406,7.653477704688031e-08,0.0006279078008099206,4.375076137741142e-07,1.8085310009498155e-05,0.0004066655999128511,0.0009699023079975796,0.000164173954565647,0.0010248439006286902,0.004606693007074579,0.0034429069711865304,3.4310875538568046e-05,0.0032001838283871667,0.0034484636013348054,1.3552527156068805e-20,2.710505431213761e-20,1.6940658945086007e-21,0.0,5.421010862427522e-20,2.710505431213761e-20,5.082197683525802e-21,4.235164736271502e-22,5.293955920339377e-23,4.235164736271502e-22,0.0,0.0,0.0,5.293955920339377e-23,2.117582368135751e-22,6.617444900424222e-24,2.117582368135751e-22,2.710505431213761e-20,1.4669785121534217e-17,4.235164736271502e-22,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.6940658945086007e-21,8.470329472543003e-22,2.710505431213761e-19,2.117582368135751e-22,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-19,2.710505431213761e-19,0.0,2.0328790734103208e-20,5.421010862427522e-20,5.421010862427522e-20,2.168404344971009e-19,0.0,1.0842021724855044e-19,2.710505431213761e-20,2.168404344971009e-19,6.776263578034403e-21,3.2526065174565133e-19,4.336808689942018e-19,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,3.2526065174565133e-19,1.4669830313286623e-17,2.168404344971009e-19,0.0,4.336808689942018e-19,8.470329472543003e-22,2.710505431213761e-20,1.3234889800848443e-23,0.0
4,0.00018719153848537263,1.0124268523409888e-06,2.1648996167363442e-07,2.2210950812311154e-07,4.6744804749090925e-06,1.53202532750385e-07,9.245673436121176e-07,4.674481243318837e-06,4.992807434925917e-05,4.995226754690347e-05,6.801218633554827e-05,4.674611080778162e-06,3.96362712666911e-05,9.856527782375472e-07,3.963584958534077e-05,2.2210859682283603e-07,5.203813715794982e-05,2.184538935784026e-06,2.1834572393155036e-06,4.683929177631659e-06,5.202647881159907e-05,1.532277027069307e-07,5.2015580284271625e-05,6.801039425192782e-05,0.00029846927694295776,2.894412281717417e-09,3.79471279872274e-09,2.738147872139898e-09,4.8203182913521915e-09,2.5698927692851863e-05,5.990513197974131e-06,2.4618826712080455e-09,5.8474362574591925e-06,2.1332468901160214e-10,4.204096469609037e-05,3.980915976180561e-09,3.4813903801523875e-09,2.472928967529348e-05,3.5171575406605195e-05,0.005543264750244372,2.5687455850562457e-09,3.7305111488002366e-05,3.0370403917912845e-05,3.963584812629212e-05,0.00018719375779247286,5.847432864532387e-06,5.798841489517305e-05,3.0874604880172873e-09,5.765354928942661e-06,3.1613623329036725e-09,1.9339341939543126e-05,4.563328070781619e-05,5.202647250936285e-05,9.245433863453124e-07,4.3477441843519884e-09,3.7285594989251e-05,6.035645152058682e-06,0.00018719171174430836,1.012443844801304e-06,0.0003483316545186691,5.7961488742211005e-05,2.472972997196816e-05,0.005543266064111708,1.5029925484919791e-05,1.6050203529187285e-05,3.0363663473576064e-05,2.39704537774361e-05,1.6940658945086007e-21,3.3881317890172014e-21,1.3234889800848443e-23,0.0,1.0587911840678754e-22,0.0,0.0,0.0,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,0.0,3.2311742677852644e-26,1.6543612251060553e-24,4.1359030627651384e-25,2.5849394142282115e-26,1.5881867761018131e-22,5.293955920339377e-23,1.4844766763149128e-17,2.117582368135751e-22,4.235164736271502e-22,8.271806125530277e-25,1.6940658945086007e-21,1.6940658945086007e-21,0.0,4.235164736271502e-22,8.470329472543003e-22,2.117582368135751e-22,5.421010862427522e-20,2.710505431213761e-20,4.235164736271502e-22,1.2705494208814505e-21,0.0,1.3234889800848443e-22,2.710505431213761e-20,0.0,8.470329472543003e-22,0.0,0.0,0.0,1.6940658945086007e-21,6.088049308390284e-22,2.8322664173815668e-21,6.352747104407253e-22,2.6469779601696886e-23,0.0,0.0,0.0,1.3234889800848443e-22,0.0,6.776263578034403e-21,5.293955920339377e-23,5.293955920339377e-23,4.235164736271502e-22,3.3881317890172014e-21,3.308722450212111e-24,0.0,1.2705494208814505e-21,3.3881317890172014e-21,1.4844766581156548e-17,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,8.271806125530277e-25,5.293955920339377e-23,1.0339757656912846e-25,4.235164736271502e-22
5,7.731572777575621e-07,0.0006988765087715028,9.72891588837509e-09,1.0729365837399496e-08,0.00017731890838607517,1.0554293943253955e-08,0.0006988655962886837,0.00017731668999845638,0.0001865283380436426,0.00017678524571258336,7.726336949436704e-07,0.00017731891045005035,0.0001376997424178258,0.0007185140601747068,0.00013752502825782235,1.1101505708149012e-08,0.00017696498776852517,0.00013794997757679523,0.000137633890831017,0.00016554073305549097,0.00018644147986416926,1.0553333709534898e-08,0.00018644147963133972,7.727350852903599e-07,0.0016363043204206252,1.3055952593468149e-10,3.371484121730506e-10,4.502400858031648e-09,1.4729448353820103e-10,7.376579760531564e-09,6.12204873651278e-09,2.6234760191023717e-08,2.152478532996943e-07,4.245779435867896e-06,0.00019467825186229978,2.656930414042349e-08,7.216088380948322e-06,0.00014155268023157346,0.00018670248210797037,1.6355601710411617e-06,4.400534963908818e-06,0.00038279881717626747,0.00020335285743247264,0.00013752502831768245,7.754883907599419e-07,2.1519875167604184e-07,8.037337261978694e-09,3.951314252456147e-09,6.195804481342114e-08,7.0487635368124e-06,0.00016306887513234814,9.858150778955168e-08,0.00018644099704053576,0.0006988673412701089,1.3850498204955353e-10,0.00034220572653147153,1.3664574640611023e-08,7.731394052356088e-07,0.0006988765086892116,1.520280115791393e-06,9.867053191466338e-08,0.0001415526802745663,1.6260956408183938e-06,0.00019737446308349868,0.0024054767081947972,0.00020522770777422643,0.0007470651829630777,3.3881317890172014e-21,6.776263578034403e-21,0.0,0.0,5.421010862427522e-20,1.3552527156068805e-20,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,1.2711148446790468e-21,0.0,4.1359030627651384e-25,1.0587911840678754e-22,2.710505431213761e-20,2.710505431213761e-20,4.1359030627651384e-25,0.0,0.0,4.1359030627651384e-25,1.0587911840678754e-22,1.0587911840678754e-22,6.776263578034403e-21,0.0,2.710505431213761e-20,2.168404344971009e-19,1.0587911840678754e-22,1.0587911840678754e-22,0.0,2.168404344971009e-19,0.0,1.0587911840678754e-22,0.0,2.168404344971009e-19,1.0169523886849433e-19,2.710505431213761e-20,1.6543612251060553e-24,5.293955920339377e-23,1.3552527156068805e-20,0.0,4.336808689942018e-19,2.168404344971009e-19,2.710505431213761e-20,8.470329472543003e-22,0.0,4.1359030627651384e-25,3.3881317890172014e-21,6.617444900424222e-24,0.0,6.776263578034403e-21,0.0,1.2682478897530142e-21,0.0,1.0842021724855044e-19,0.0,8.470329472543003e-22,2.710505431213761e-20,0.0,5.293955920339377e-23
6,1.468537518191049e-05,9.445440749633439e-08,2.9130764656680883e-08,2.9048325187096324e-08,0.0001832776483110807,2.955733308162741e-08,9.588119746880265e-08,0.0001832776481204121,0.00022834373485070366,0.00018273659213252543,1.4686116213238022e-05,0.0001832776280837771,6.196883978240201e-06,9.56187122967114e-08,6.196857711928562e-06,2.952632323142403e-08,0.0002283740492313834,6.5059978755300496e-06,6.1485859899270155e-06,0.0001827468822512,0.0002282617082589567,2.9557447860317737e-08,0.00022826172262359578,1.4685762890596184e-05,0.001003833252280249,4.1984690909223746e-11,8.447938018004783e-11,1.6601631906636608e-08,3.4343122083736773e-11,3.184662174002121e-08,1.474134126815238e-08,7.84767805549142e-08,2.971238557260053e-07,1.5268641446593447e-08,0.00019894636996571434,7.845084310984365e-08,1.8207280984164434e-08,1.1911744398416596e-06,0.0001986165634589571,2.2007496092568745e-07,1.6817387633160045e-08,5.860048546913265e-06,0.0001989104434844742,6.196858236510925e-06,1.4685050806689125e-05,2.971220843161747e-07,3.0641939534298266e-08,1.6746639813978994e-08,3.5616107031860985e-07,2.2379847743412138e-08,5.551604110984096e-06,2.0824551264592096e-07,0.0002282617081243228,9.587757687339653e-08,8.290442899551602e-11,5.854588993859473e-06,3.41765986610619e-07,1.4685375048101722e-05,9.445586395941735e-08,8.457987043153622e-06,2.067335562552892e-07,1.191176222254087e-06,2.05038496301528e-07,0.0002152414327609157,5.871021215976305e-07,0.00021512300844467487,0.0008186539191950999,5.293955920339377e-23,6.776263578034403e-21,2.6469779601696886e-23,1.3234889800848443e-23,6.617444900424222e-24,1.3552527156068805e-20,2.117582368135751e-22,0.0,3.308722450212111e-24,0.0,3.308722450212111e-24,8.077935669463161e-28,0.0,0.0,0.0,0.0,6.617444900424222e-24,8.470329472543003e-22,1.4622458500769238e-22,6.617444900424222e-24,1.6543612251060553e-24,4.1359030627651384e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,1.6940658945086007e-21,0.0,0.0,0.0,5.293955920339377e-23,1.6940658945086007e-21,0.0,0.0,5.293955920339377e-23,5.421010862427522e-20,1.6940658945086007e-21,5.421010862427522e-20,0.0,2.0333753817778526e-20,8.470329472543003e-22,1.6543612251060553e-24,8.470329472543003e-22,0.0,0.0,0.0,5.293955920339377e-23,0.0,2.541098841762901e-21,0.0,1.6543612251060553e-24,0.0,1.3234889800848443e-23,2.117582368135751e-22,0.0,1.3552527156068805e-20,1.4093699421155534e-22,0.0,0.0,5.421010862427522e-20,0.0,2.710505431213761e-20,0.0,2.117582368135751e-22
7,6.790595070395779e-05,0.00010967412930257007,1.9525687734813738e-06,1.94800945558172e-06,0.0002097831831344284,1.9535050740665315e-06,0.00010970623135422702,0.00020978319304100536,0.00024251254407943917,0.00020918603702587744,6.7914390975106e-05,0.00020978359829052322,5.057903135330633e-06,0.00010968351625790775,5.060962568528206e-06,1.9545596045677445e-06,0.00024251826137395058,5.313307302738521e-06,5.034894067433201e-06,0.00020917122240867367,0.0002424384135772723,1.9535090778246508e-06,0.00024243906476602823,6.790749322599818e-05,7.333541695005467e-06,1.8319717134935933e-07,2.480162788680677e-08,1.9174131030301133e-07,1.5206123460900343e-07,4.0769892928879584e-07,0.00019172243368997206,2.254885858297439e-06,3.685458876669477e-06,1.6304269883303258e-07,0.00022376610066566382,2.2552718228008873e-06,6.670902777219003e-07,9.745426917383175e-06,0.00010623628513284591,2.497218942044435e-07,2.9479400543865023e-07,9.807245736102165e-05,0.00022376464858374966,5.061037373586303e-06,6.790312370021014e-05,3.702100863250611e-06,3.4370731657835553e-07,2.1672348638448913e-07,8.888288661121804e-07,4.5910118478647897e-07,0.00035061682373247724,2.0984401452705524e-06,0.00024243840309345362,0.00010970630920110069,4.180788392130574e-08,9.805687819427512e-05,7.51108124702075e-07,6.79116565234323e-05,0.00010967404058445544,0.00023143718174651722,2.0813710427067044e-06,9.738735294569813e-06,2.6247784846780087e-07,0.00024542654389635014,3.873894564335892e-06,0.0002453754546670538,0.000664080506905451,1.6940658945086007e-21,2.710505431213761e-20,0.0,0.0,2.710505431213761e-20,1.3552527156068805e-20,0.0,2.117582368135751e-22,0.0,2.117582368135751e-22,0.0,2.6469779601696886e-23,1.9852334701272664e-23,2.117582368135751e-22,0.0,1.9852334701272664e-23,2.6469779601696886e-22,1.6940658945086007e-21,4.292566807364198e-21,5.823351512373315e-22,0.0,3.970466940254533e-23,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,2.710505431213761e-20,1.0164395367051604e-20,0.0,0.0,4.0657581468206416e-20,1.3552527156068805e-20,6.776263578034403e-21,8.131516293641283e-20,4.235164736271502e-22,4.0657581468206416e-20,2.710505431213761e-20,1.0842021724855044e-19,8.470329472543003e-22,1.0842021724855044e-19,4.0657581468206416e-20,0.0,1.0587911840678754e-21,8.682087709356578e-21,1.2705494208814505e-21,6.352747104407253e-22,6.776263578034403e-21,1.0842021724855044e-19,1.0587911840678754e-22,4.235164736271502e-22,8.470329472543003e-22,0.0,3.3881317890172014e-21,2.710505431213761e-20,0.0,8.470329472543003e-22,0.0,0.0,1.3552527156068805e-20,1.3552527156068805e-20,4.194112509722932e-21,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,3.970466940254533e-23,0.0
8,2.11783244729909e-05,4.240329090992379e-05,1.2831761054786654e-06,1.282655009843083e-06,0.0002801207883521,1.2840982041935603e-06,4.241301402444566e-05,0.0002801207897619461,0.00027465441817363216,0.00027937377286185424,2.117993602369768e-05,0.0002801208191676076,3.571919892098562e-06,4.240828021532103e-05,3.5722601476786454e-06,1.2842376278824217e-06,0.000274672294829509,3.3074062446625188e-06,3.470867933188536e-06,0.0002793668739018156,0.0002745222409019267,1.2841005925630126e-06,0.0002745223093340185,2.11756965798594e-05,1.2107823495325978e-05,9.183268662114591e-08,1.0204860588689926e-08,6.805113720228801e-08,7.654268875814985e-08,1.3662810932124846e-07,7.141377185281708e-05,7.179177836498748e-07,1.0392690039929279e-06,9.367839943476137e-08,0.0003339284281370327,7.182389730009699e-07,3.491222974808226e-07,2.8428764536787143e-06,0.0002857090291964266,7.923403193710075e-07,1.6892378459585212e-07,3.381117673037265e-05,0.00033391689505421035,3.5722664866823357e-06,2.1174133300841317e-05,1.0417322317942345e-06,9.81874243155301e-08,7.413799644531522e-08,3.37623595376088e-07,2.564958916868274e-07,0.00013049295095134361,3.806469388701789e-07,0.0002745222387562906,4.241296556864955e-05,1.7065997682423196e-08,3.3802725615591876e-05,3.078059335709925e-07,2.1178951409864475e-05,4.240327724255184e-05,9.158166340421877e-05,3.762723496954971e-07,2.842069678818144e-06,4.159974386441748e-07,0.00036272783730864627,1.2243968480407184e-06,0.0003627344324791477,3.1040696353323903e-06,0.0,2.710505431213761e-20,5.293955920339377e-23,1.0587911840678754e-22,6.776263578034403e-21,2.710505431213761e-20,1.3552527156068805e-20,0.0,9.26442286059391e-23,1.0587911840678754e-22,7.940933880509066e-23,0.0,1.6543612251060553e-23,1.0587911840678754e-22,4.963083675318166e-24,6.617444900424222e-24,1.0587911840678754e-22,1.6940658945086007e-21,2.0115025011453598e-21,5.293955920339377e-23,0.0,1.3234889800848443e-23,1.3552527156068805e-20,1.3552527156068805e-20,1.3552527156068805e-20,1.3552527156068805e-20,4.0657581468206416e-20,2.710505431213761e-20,0.0,0.0,4.0657581468206416e-20,4.0657581468206416e-20,1.3552527156068805e-20,4.235164736271502e-22,0.0,0.0,0.0,0.0,4.2351647362715017e-19,6.776263578034403e-21,4.2351647362715017e-19,1.0587911840678754e-22,1.5670109524204556e-20,4.235164736271502e-22,0.0,8.470329472543003e-21,2.710505431213761e-20,0.0,4.235164736271502e-22,2.117582368135751e-22,1.3552527156068805e-20,0.0,2.710505431213761e-20,0.0,4.235164736271502e-22,1.0587911840678754e-22,8.470329472543003e-22,2.710505431213761e-20,2.710505431213761e-20,1.9615018570987365e-21,4.2351647362715017e-19,4.2351647362715017e-19,4.239399901007773e-19,2.6469779601696886e-23,2.710505431213761e-20,9.124836132225587e-24,0.0
9,2.284687336425907e-05,5.1406761082588284e-05,2.2781070950604157e-06,2.277617075218199e-06,0.0003300142846064958,2.2791097675463175e-06,5.1416144791669564e-05,0.00033001428593819527,0.00028226159205637237,0.00032934398782589444,2.2848577878186518e-05,0.00033001435808877754,2.729939482796764e-06,5.14120395482851e-05,2.7303795237984485e-06,2.279266283868907e-06,0.00028228672819685793,2.3935100063318973e-06,2.57980818970725e-06,0.00032934085225551086,0.00028211014401881827,2.279118078554256e-06,0.0002821102469566319,2.2841270923882223e-05,2.201795670777991e-05,1.354548888157439e-07,1.2881689659364067e-08,9.080040565973742e-08,1.1367366422095592e-07,1.6609032080764139e-07,8.727512703077744e-05,8.584233196914095e-07,1.3334588725720965e-06,1.6212459233756667e-07,0.00040854582757665224,8.590166268253332e-07,3.428270486431553e-07,2.3672133124358425e-06,0.0003482752604654614,1.1954147303704163e-06,2.7259025270692e-07,3.64980992873986e-05,0.0004085311403589924,2.730389066960553e-06,2.283932102957171e-05,1.3372106318933396e-06,1.1089131074062428e-07,9.633110062699807e-08,3.8675036669730145e-07,2.7587257850501976e-07,0.00016227594098902365,1.145694113055024e-07,0.0002821101443234436,5.14160215015179e-05,2.116937631096965e-08,3.649009809251328e-05,3.4659578881622473e-07,2.284751869156773e-05,5.140674561898409e-05,0.00011244219242343053,1.099974873459484e-07,2.3660992771684053e-06,5.602490150023639e-07,3.1981407917737318e-06,8.377312731009064e-07,3.2027297708790945e-06,7.462225456908794e-06,1.2705494208814505e-21,8.131516293641283e-20,1.0587911840678754e-22,1.0587911840678754e-22,3.3881317890172014e-21,2.710505431213761e-20,6.776263578034403e-21,2.117582368135751e-22,0.0,0.0,0.0,3.6602742105471475e-23,6.617444900424222e-24,0.0,2.9778502051908996e-23,6.617444900424222e-24,2.6469779601696886e-23,0.0,3.6696662165376834e-23,7.940933880509066e-23,6.776263578034403e-21,6.617444900424222e-24,2.710505431213761e-20,2.710505431213761e-20,1.3552527156068805e-20,1.3552527156068805e-20,2.710505431213761e-20,1.3552527156068805e-20,3.3881317890172014e-20,0.0,1.3552527156068805e-20,2.710505431213761e-20,4.0657581468206416e-20,7.940933880509066e-22,0.0,2.0328790734103208e-20,1.3552527156068805e-20,5.293955920339377e-22,6.056285572868247e-20,6.776263578034403e-21,6.056285572868247e-20,6.88214269644119e-22,1.1117307432712692e-19,2.117582368135751e-22,4.235164736271502e-22,0.0,2.710505431213761e-20,0.0,7.940933880509066e-22,6.352747104407253e-22,1.3552527156068805e-20,3.3881317890172014e-21,2.710505431213761e-20,6.776263578034403e-21,8.470329472543003e-22,0.0,5.082197683525802e-21,0.0,1.3552527156068805e-20,3.018941126032472e-23,6.098637220230962e-20,6.098637220230962e-20,6.098637220230962e-20,0.0,2.710505431213761e-20,2.645362373035796e-23,3.3881317890172014e-21
