,Y4Z0,Y0Z4,Y5Z0,Y0Z5,Y4Z5,Y5Z4,Y2Z4,Y4Z2,Y1Z0,Y0Z1,Y3Z1,Y1Z3,Y3Z0,Y0Z3,Y2Z5,Y5Z2,Y1Z5,Y5Z1,Y2Z1,Y1Z2,Y3Z5,Y5Z3,Y1Z4,Y4Z1,Y3Z4,Y4Z3,Y3Z2,Y2Z3,standard_x,Y2Z0,Y0Z2,X0X2,X1X4,X1X5,Y0Y2,Y1Y4,X0X5,X0X1,X4X5,Y4Y5,X3X4,Y1Y5,X0X4,X3X5,Y0Y5,X0X3,X2X5,Y0Y1,X0,Y3Y5,Y3Y4,Y0Y4,X1X2,X2X4,X2X3,X5,Y0Y3,X4,Y2Y5,X1X3,Y2Y3,Y1Y3,X1,Y2Y4,Y1Y2,X2,X3,X4Y5,X2Y3,X0Y2,X5Y1,X3Y4,X2Y4,X1Y0,standard_y,Y4,Y2,Y1,X5Y4,X4Y3,X3Y1,X3Y0,X2Y1,X2Y0,X0Y4,X0Y3,X4Y1,X1Y5,X1Y3,X0Y1,X1Y2,X4Z5,X5Z1,X0Z5,X0Z4,X4Z0,X5Z4,X5Z3,X5Z2,X3Z1,X3Z0,X2Z4,X0Z3,X4Z2,X3Z5,X3Z4,X2Z0,X1Z5,X1Z4,X1Z2,X4Z3,X0Z2,Y5,Y3,Y0,X5Z0,X5Y3,X5Y2,X5Y0,X4Z1,X4Y2,X4Y0,X3Z2,X3Y5,X3Y2,X2Z5,X2Z3,X2Z1,X2Y5,X1Z3,X1Z0,X1Y4,X0Z1,X0Y5
0,0.8417354829607768,0.841694119297239,0.8343553936718318,0.8343254487143811,0.735958000376911,0.7359482477620236,0.6828678238635814,0.6827837805147509,0.6818783649254294,0.6818050427278486,0.6309670826656015,0.6309169776196344,0.6177459312791317,0.6176304550620823,0.6005898004521371,0.6005079251953593,0.5279110817475889,0.5278732608271139,0.5149454455051272,0.5149121350602011,0.3785206707659435,0.37846349591553174,0.36914937392156266,0.369127818553826,0.281883869871962,0.2818450266835659,0.10784039883980218,0.10783881097830905,0.09884582662223178,0.09158739943144298,0.09157162688829758,0.033554212208128945,0.0320322680433333,0.03006715186083983,0.02987509916812791,0.02984263270759491,0.028882819428615356,0.028734200422989197,0.02869838350984813,0.028284590655097253,0.027878201703228012,0.027777553200593563,0.027753274719999527,0.027484893071294335,0.0253699749806212,0.025110672176624178,0.024118285125016188,0.023765766171830422,0.02260311106752462,0.022417447369962006,0.02210486037755012,0.022053096373573364,0.021254586314964685,0.021123498605880697,0.0210327695426957,0.020211166663789054,0.019867042001817214,0.01932799292299543,0.017835821109530157,0.017614244452283406,0.016027765783105306,0.015615690080793268,0.015436156303975775,0.014794792263650939,0.013994867080977726,0.011124425146575877,0.01014297451737102,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,6.071532165918825e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.2551405187698492e-17,1.3877787807814457e-17,2.168404344971009e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.3010426069826053e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00019272887122248822,0.0001907458570637652,0.09840043712465409,0.0001893777937629922,0.00016656355503988775,0.09839959455854372,0.5912753806091013,0.00015371294549883013,0.3127183602972011,0.00015491679456296252,0.6309928176656114,0.6309513334536623,0.3358557078199074,0.00014050707095521827,0.600594231170021,0.6006097496111726,0.5279388883683476,0.5279619669447547,0.514948339974783,0.514939135227048,0.37853459777662546,0.37852625740263646,0.3127172943108376,8.117083263996781e-05,0.335854868548556,6.172367752931528e-05,0.1078442032687949,0.10783904064822965,0.04049806358170155,0.5912747632158624,8.561172660676465e-06,0.001761960903926381,0.0016291726755263288,0.013907821540041668,0.0014420046481843107,0.001434620010599413,0.0013838797972447587,0.0013499126401406913,0.0015943746298959735,0.001617133190438826,0.0016118807302483958,0.01270718648207396,0.006055679755752764,0.012778878722294995,0.0015508457576260144,0.0013655965456951529,0.011158978073542635,0.0012249097385140535,0.0014400977308265776,0.009520245658476392,0.0010683004065746191,0.006055224221706595,0.015925688709240785,0.0012157064875759562,0.017345471024443018,0.008610738388644672,0.0008441051661472194,0.001534962995211219,0.005202892601979755,0.009982386626343636,0.007684075878967068,0.007948162959910908,0.011315121531647963,0.0010444605072886927,0.004318309759892168,0.010335307192025628,0.007261835743345494,0.0,1.1102230246251565e-16,1.3552527156068805e-20,2.7755575615628914e-17,0.0,6.776263578034403e-21,1.2705494208814505e-21,1.2490686653390815e-16,6.776263578034403e-21,5.551115123125783e-17,1.3877787807814457e-17,6.776263578034403e-21,1.3552527156068805e-20,0.0,2.710505431213761e-20,1.3877787807814457e-17,1.3552527156068805e-20,0.0,1.3552527156068805e-20,0.0,1.0408340855860843e-17,1.3877787807814457e-17,3.8116482626443515e-21,2.7755575615628914e-17,5.421010862427522e-20,8.673617379884035e-19,5.421010862427522e-20,0.0,5.421010862427522e-20,0.0,0.0,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,0.0,1.0842021724855044e-19,8.131516293641283e-20,4.336808689942018e-19,8.673617379884035e-19,1.734723475976807e-18,1.0842021724855044e-19,1.734723475976807e-18,4.336808689942018e-19,6.776263578034403e-20,2.710505431213761e-20,0.0,5.551115123125783e-17,0.0,8.673617379884035e-19,5.551115123125783e-17,0.0,0.0,1.0842021724855044e-19,6.776263578034403e-21,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,4.336808689942018e-19,4.336808689942018e-19,1.734723475976807e-18,5.551115123125783e-17,4.336808689942018e-19,0.0,0.0,0.0,6.776263578034403e-21
2,0.0001540871850967195,0.0001093297778207371,0.09842358801625319,0.0001085578785751276,0.00014459304919008282,0.09841435345465804,0.5912672437995037,0.00013825540247770752,0.0004900741016893348,2.7504428797799852e-05,0.0009802858039458977,0.0009772336356265554,0.0005243416138282902,2.840037200272768e-05,0.6005904805495935,0.6006562489950922,0.0008167721075006107,0.14943817794985303,0.4070985514939996,0.0007972911470608599,0.0005866743514130542,0.14943655439067047,0.0004897024017507074,4.5214273644772685e-05,0.0005222014010051101,4.5059047186154144e-05,0.00016698927015904312,0.40709722721201175,0.0053588246995004574,0.5912595149259385,4.541588576387864e-05,0.00535145122085332,0.0008102635348966806,0.00014320653237136577,0.005141756034884414,0.0012324497155944106,0.003946899763835478,0.0008276618561925775,0.005376448274395458,0.005276082859620212,0.0008292073993082467,0.00025023157957693024,0.004795119051151795,0.00013408900854153537,0.005033325660191223,0.0008092099716320725,0.0068079893886648715,0.0012314442108103739,0.004161840637763216,0.0002971839700649905,0.0012302443118459368,0.004795537189810116,0.00015605876767085791,0.003971349549075385,0.0001366589671406862,0.00396030889248474,0.001229197740299455,0.005164083251135347,0.0012358998094467821,0.0020654332412867378,0.0007332266063529728,0.002065740208795809,0.000170868978239518,0.0036734962245714895,0.0005888688144547226,0.010458478625199556,9.509209247520728e-05,6.776263578034403e-21,1.6263032587282567e-19,1.3552527156068805e-20,2.710505431213761e-20,6.776263578034403e-21,6.776263578034403e-21,6.617444900424221e-23,5.5356991234857544e-17,3.3881317890172014e-21,5.551115123125783e-17,2.710505431213761e-20,6.776263578034403e-21,0.0,6.071532165918825e-18,0.0,5.421010862427522e-20,6.776263578034403e-21,1.734723475976807e-18,6.776263578034403e-21,3.3881317890172014e-21,1.3552527156068805e-20,7.806255641895632e-18,6.617444900424221e-23,2.710505431213761e-20,1.0842021724855044e-19,4.336808689942018e-19,3.2526065174565133e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,2.168404344971009e-19,6.776263578034403e-21,0.0,0.0,0.0,6.505213034913027e-19,2.710505431213761e-20,2.710505431213761e-20,1.3010426069826053e-18,0.0,0.0,2.710505431213761e-20,4.336808689942018e-19,2.710505431213761e-20,0.0,1.0842021724855044e-19,1.5246593050577406e-20,2.168404344971009e-19,0.0,0.0,0.0,4.336808689942018e-19,0.0,3.469446951953614e-18,0.0,0.0,5.421010862427522e-20,1.734723475976807e-18,8.673617379884035e-19,0.0,0.0,2.710505431213761e-20,1.3552527156068805e-20,0.0,8.673617379884035e-19,0.0
3,3.151138828238109e-05,3.028971593391728e-05,0.0002839437736385901,2.6566674292015703e-05,1.3266684782531739e-07,0.0002839175707010582,0.0017116502789087228,5.01771728398646e-07,1.4082718997809634e-05,3.2640766317185205e-06,2.1928852295185153e-05,2.1649958569026525e-05,1.5015055006945052e-05,3.2627208848719214e-06,0.0017300772529682908,0.0017544761546927834,2.316508678963573e-06,0.0004319473163850269,0.0011752868134385802,1.786796317129904e-06,7.97903140393433e-06,0.00043179789314557555,1.4081781982255014e-05,4.028646031376453e-06,1.5009570584407323e-05,3.99872627315206e-06,8.785943942259728e-06,0.0011751892263980985,0.0031368800330186146,0.001711650534914283,2.682657447928727e-05,0.0001671902908603505,4.067797617388243e-05,0.00030824826027934507,0.00015897382902540786,6.21569535887984e-05,9.125629117852593e-05,4.1645892469793284e-05,0.00016721249476733097,0.00015894283236057301,4.1649831333092244e-05,0.00042380215464316213,0.0071575184035141525,0.000219690411222974,0.00015909193572793251,4.0663937720753206e-05,0.008374759746475051,6.214984522109467e-05,3.3389061248460705e-05,0.0004241668905650256,6.215570376423194e-05,0.00715751645087716,0.00021976079698186825,9.124120167218579e-05,0.00030835089373482637,0.002176423402933003,6.214563874002381e-05,0.00010532522237590945,0.008374501555125986,0.001250779295653447,0.00042336675724454723,0.0012507864695905954,0.00046909139326642565,0.00015886943221066945,0.0004227253762179723,0.0020199667342578166,0.00045170442728140956,2.117582368135751e-22,8.470329472543003e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,2.6107888083704936e-24,1.3552527156068805e-19,0.0,1.0842021724855044e-19,8.470329472543003e-22,2.117582368135751e-22,2.117582368135751e-22,8.673617379884035e-18,4.235164736271502e-22,1.0587911840678754e-21,4.235164736271502e-22,0.0,0.0,3.1763735522036263e-22,0.0,6.938893903907228e-18,1.2614504341433672e-23,4.235164736271502e-22,3.3881317890172014e-21,0.0,0.0,0.0,2.0328790734103208e-20,1.0842021724855044e-19,2.168404344971009e-19,0.0,0.0,0.0,5.421010862427522e-20,3.3881317890172014e-21,3.3881317890172014e-21,4.0657581468206416e-20,0.0,1.0842021724855044e-19,2.0328790734103208e-20,2.710505431213761e-20,3.3881317890172014e-21,1.3552527156068805e-20,6.776263578034403e-21,2.710505431213761e-20,0.0,8.470329472543003e-22,2.168404344971009e-19,0.0,0.0,0.0,1.3552527156068805e-20,1.0587911840678754e-21,3.469446951953614e-18,3.3881317890172014e-20,0.0,3.3881317890172014e-21,1.0842021724855044e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.3552527156068805e-20,2.710505431213761e-20,1.5881867761018131e-22,0.0,2.117582368135751e-22
4,0.011832700496116875,0.0003742093243314327,0.04371359693943978,0.0004995090389456908,0.010452512518200155,0.04384037600201851,9.504019530909551e-05,0.009622584349870341,0.012168317402194408,0.006571792498902555,0.006763729004240257,0.011636991568464285,0.007773975394936707,0.006566880374897209,0.012083748821116609,0.04973936869296516,0.01276612584890497,0.003284154180317021,0.021241296528481293,0.01186218090028071,0.010076738221051892,0.0034457121491472988,0.012226499985211907,0.007720922718113457,0.007819817060807373,0.007808247478803506,0.00972831408303174,0.021243845517231675,0.04783458248649401,5.2511432505216414e-05,0.0011268585283211296,0.0035491879488678047,0.0026301977061972395,0.00680341194129826,0.0030404356004785603,0.0011675923234699109,0.0055310964031301,0.00015061800554100614,0.005057963576932038,0.005399495815833447,0.0020960676702884403,0.005780660380131411,0.015046277272331727,0.004937380416813922,0.0019605195384965893,0.0009021139309830255,8.097755493398698e-05,0.0010092149089300593,0.01789059828432689,0.002210819053215692,6.677128676039622e-05,0.014931414914596337,0.0034336027318296702,0.00219321033676538,0.006132121013441759,0.00960436201357916,0.0017085436545115564,0.003933337150752234,0.00033786237305751443,0.011827849301292074,0.005502671468375684,0.011897985259126585,0.00019368420783303877,0.00447564904778483,0.0038943787669131484,0.016239850760914276,0.0003601184847545012,8.673617379884035e-19,2.168404344971009e-19,0.0,4.336808689942018e-19,2.168404344971009e-19,0.0,1.6390087529370712e-19,8.673617379884035e-19,8.673617379884035e-19,0.0,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,4.336808689942018e-19,0.0,0.0,0.0,3.3457801416544863e-20,1.0842021724855044e-19,0.0,8.673617379884035e-19,1.0842021724855044e-18,2.168404344971009e-19,1.0842021724855044e-19,8.673617379884035e-19,8.673617379884035e-19,1.734723475976807e-18,1.0842021724855044e-19,1.0842021724855044e-19,1.734723475976807e-18,0.0,4.336808689942018e-19,0.0,1.0842021724855044e-19,3.469446951953614e-18,1.3552527156068805e-20,0.0,3.3881317890172014e-21,0.0,1.0842021724855044e-18,1.734723475976807e-18,4.336808689942018e-19,0.0,8.673617379884035e-19,0.0,0.0,2.168404344971009e-19,4.336808689942018e-19,4.336808689942018e-19,0.0,0.0,8.673617379884035e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,5.421010862427522e-20,3.3881317890172014e-20,2.168404344971009e-19,1.734723475976807e-18,2.168404344971009e-19
5,0.00425975389839523,0.015207672935902385,0.013262034981401993,0.015018228374148148,0.006930843108303426,0.012956267005838327,0.026938575172220987,0.006512960168517426,0.011411150338058864,0.0022506283526454833,0.006137516782867725,0.010651241625741052,0.007786298923343236,0.002275528068505308,0.024087349856084562,0.00031602059162192265,0.011368273478822005,0.016740106319973247,0.037676720720090026,0.011095847619189844,0.010830040312736058,0.0166774881565653,0.011515277396355269,0.004583186914197458,0.007801072181434082,0.004662395676228511,0.010884512254978983,0.03766502850705681,0.03159736167875446,0.02695757499235412,0.01471569588240303,0.025884574673215484,0.004380960763756787,0.016030887708661536,0.025120748595373513,0.0023273681152717893,0.011338840751433786,0.0020746244667139858,0.021151133764428474,0.021604522955223866,0.0033569996649493485,0.01501110808834543,0.08367715668372398,0.014824203951588543,0.00325037404378956,0.0019779437942863184,0.0013663766919818805,0.0034110167524378796,0.003075119207866627,0.011137058250966479,8.202741165072689e-06,0.0834852465166601,0.0010845332788889596,0.007320937824935689,0.005919644292018675,0.0060727179952096665,0.002922553493344889,0.011233117173429737,0.001383346208348575,0.043756626784269365,0.004881000170424327,0.043729541908162375,0.0060975006684530556,0.0057051302938578114,0.0023184398801097757,0.009922125115288111,0.0013470199342405181,0.0,4.336808689942018e-19,0.0,2.168404344971009e-19,5.421010862427522e-20,8.673617379884035e-19,7.591532789766667e-20,6.938893903907228e-18,8.673617379884035e-19,3.469446951953614e-18,4.336808689942018e-19,0.0,2.168404344971009e-19,6.938893903907228e-18,8.673617379884035e-19,6.098637220230962e-20,1.734723475976807e-18,1.3877787807814457e-17,0.0,1.0842021724855044e-19,0.0,1.3877787807814457e-17,1.436779636780107e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,6.505213034913027e-19,0.0,2.168404344971009e-19,0.0,4.336808689942018e-19,1.734723475976807e-18,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,8.673617379884035e-19,0.0,1.734723475976807e-18,4.336808689942018e-19,8.673617379884035e-19,1.734723475976807e-18,0.0,2.7755575615628914e-17,1.0842021724855044e-19,0.0,2.168404344971009e-19,1.3877787807814457e-17,4.336808689942018e-19,1.6263032587282567e-19,4.336808689942018e-19,6.938893903907228e-18,3.469446951953614e-18,5.204170427930421e-18,0.0,4.336808689942018e-19,2.168404344971009e-19,4.0657581468206416e-20,0.0,1.0842021724855044e-19
6,0.0020075627781500215,0.020540061233192283,0.00041877315350948713,0.020702088858848798,0.0017962016353353623,0.0004357344712741175,0.0022961298982650917,0.0018015981188064557,0.0002559013745734146,0.0018842280754360597,0.00016504271047464904,0.0001964593624579571,0.0007887756925629465,0.0018723609195318445,0.0011039163288705973,0.0008369333490059498,0.0001294744989100142,0.01125769603603673,0.03926177429616975,6.370227495262613e-05,0.0005779327751515245,0.011251875789172323,0.00026765384803778287,0.001193248211981854,0.0007935824811174052,0.0011862701825464345,0.0005387885163006685,0.039264027226514994,0.05774615446999732,0.002189147670177643,0.020072664031523052,0.005005650177797615,0.002003960687182755,0.0005074529148664673,0.004548778318081505,0.0017913762722977004,0.0030040266835190143,0.0023464156392501495,0.0015454675754005493,0.001468805061343466,0.0024709793679111598,0.0005518079060476934,0.00032604949720411883,0.0007241042173421676,0.0031060154104581216,0.005988682733056775,0.0715577663201292,0.0034385138979363154,0.002617024754094708,0.0006102560124005662,0.0028152625291332977,0.00040356071675209503,0.00012518316414361343,0.004196765976063959,0.001978435628482608,0.007357252937256245,0.005307908069325991,0.003690505573749031,0.07110909110056042,0.13969753001526264,0.00174115882850752,0.13970270076793123,0.001587544336132812,0.005078574162343365,0.000900107228232775,0.04610714360860476,0.001620732768349177,1.734723475976807e-18,0.0,7.589415207398531e-19,5.421010862427522e-20,5.421010862427522e-20,2.168404344971009e-19,4.2722224277138773e-20,7.128629284092192e-18,0.0,6.938893903907228e-18,0.0,1.734723475976807e-18,2.168404344971009e-19,2.0816681711721685e-17,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,8.673617379884035e-19,5.421010862427522e-20,4.336808689942018e-19,5.421010862427522e-20,6.938893903907228e-18,1.0635557443961809e-19,0.0,4.336808689942018e-19,4.336808689942018e-19,0.0,5.421010862427522e-20,4.336808689942018e-19,0.0,4.336808689942018e-19,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,4.336808689942018e-19,1.0842021724855044e-19,0.0,1.734723475976807e-18,3.2526065174565133e-19,0.0,5.421010862427522e-20,2.168404344971009e-19,5.421010862427522e-20,0.0,8.131516293641283e-20,1.0842021724855044e-19,4.336808689942018e-19,2.710505431213761e-20,3.469446951953614e-18,0.0,4.336808689942018e-19,2.168404344971009e-19,0.0,0.0,0.0,1.0842021724855044e-19,5.204170427930421e-18,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19
7,0.0007464391553974534,0.005283549342111324,0.0025061824198073916,0.005266437550188911,0.0007038624965596028,0.0024866419070784162,0.012243607623886286,0.0006933276321449354,0.0035659605290806794,0.005285959512838126,0.0001974685808520394,0.0035943634189818884,0.0001866198138631215,0.00527863925860712,0.012196770564577339,0.0027691638101478757,0.0036299156385987104,0.002489102317852501,0.012271175500341812,0.0035798603522480994,0.00016134899243609008,0.0024913882995609635,0.003553426242437571,0.000703118951803465,0.00018483117131771549,0.0007217094621646703,0.00017606248314282652,0.012301865462497757,0.010746640427183188,0.012237523523680516,0.005284644573313426,0.0029876368487635804,0.003318272752356694,0.0009723294426183032,0.002987067024705664,0.0033229019560340424,0.00023057790683713009,0.00060519704621285,0.003668996747957542,0.0036641163539698103,0.0006497833226141473,0.0009826110456836487,0.0012654866448001444,0.00046671547989295267,0.0003242411027990804,0.0007172938155634927,0.012326581659850882,0.0006240260906882954,0.008245668375957277,0.0005818349669576657,0.0006325277214468496,0.0012501808149901067,0.002290539618053462,0.0003854129492304075,0.004192602839697137,0.0001882845689020365,0.0007321072259171932,0.0036651973393773784,0.0123487497267196,0.00013214060961230534,0.004172959964860187,0.00016119623780052022,0.009348761842113484,0.0004347272055482002,0.002254807995988926,0.0005047375869448572,0.002489570295663301,1.0842021724855044e-19,5.421010862427522e-20,0.0,2.168404344971009e-19,2.710505431213761e-20,1.0842021724855044e-19,4.0234064994579266e-21,9.893344823930228e-19,0.0,8.673617379884035e-19,3.2526065174565133e-19,0.0,2.710505431213761e-20,0.0,0.0,1.3010426069826053e-18,0.0,0.0,0.0,8.131516293641283e-20,2.168404344971009e-19,1.0842021724855044e-19,2.964615315390051e-21,6.505213034913027e-19,0.0,0.0,0.0,8.673617379884035e-19,4.336808689942018e-19,1.3552527156068805e-20,0.0,1.3552527156068805e-20,8.673617379884035e-19,8.673617379884035e-19,1.0842021724855044e-19,1.734723475976807e-18,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,0.0,0.0,4.336808689942018e-19,0.0,8.673617379884035e-19,0.0,1.3552527156068805e-20,4.336808689942018e-19,0.0,1.0842021724855044e-19,3.469446951953614e-18,0.0,4.336808689942018e-19,0.0,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.6263032587282567e-19,1.0842021724855044e-19,0.0,0.0,4.336808689942018e-19,4.336808689942018e-19,2.710505431213761e-20,8.673617379884035e-19,2.168404344971009e-19
8,2.6688159047225007e-06,7.580946224151704e-06,7.131553225702511e-06,7.580992743637645e-06,2.6687930501652173e-06,7.131539746705723e-06,1.1755666639041676e-05,2.6689149475968542e-06,3.6795627094183034e-06,7.581592238654547e-06,1.8147624419507917e-07,3.679714983505005e-06,1.8135066141969234e-07,7.5815924492578915e-06,1.1758309331116489e-05,7.128146284427177e-06,3.6800758262075094e-06,7.12432244116866e-06,1.1756946017764441e-05,3.6799709981343152e-06,1.8113126097502476e-07,7.124325516130293e-06,3.6795620491054685e-06,2.66856652816866e-06,1.8135287562752454e-07,2.6685687330731753e-06,1.8135657513218404e-07,1.1756896090433159e-05,0.00014106607267022582,1.175566285600986e-05,7.580971919744224e-06,1.591910332189094e-06,1.1668137145258709e-07,9.090419279876612e-07,1.591870443190138e-06,1.1665470894001447e-07,2.9338325735829785e-07,2.5995940235953055e-07,3.1884076921746846e-07,3.188787325162792e-07,1.36762331644488e-07,9.092581868075386e-07,1.7833487220775945e-05,1.8657667403377062e-07,2.937895200781633e-07,8.678581838346992e-08,0.00010996210102310923,2.600775961471443e-07,1.1921747323156083e-05,1.8611029401802078e-07,1.3680563549179523e-07,1.7833504558470576e-05,1.3048737238258036e-05,2.3285498385829033e-07,3.303700558249545e-06,4.471361255172766e-05,8.685514974010482e-08,1.6836396205228739e-06,0.00010996214596284343,2.444190389961405e-05,3.3013371701563517e-06,2.444193710928489e-05,7.270454484530188e-06,2.3266158809922018e-07,1.3048536145666472e-05,9.26363443149744e-05,7.48462585420751e-07,0.0,2.117582368135751e-22,0.0,1.0587911840678754e-22,6.617444900424222e-24,5.293955920339377e-23,1.9387045606711586e-24,1.376428539288238e-21,0.0,8.470329472543003e-22,1.0587911840678754e-22,0.0,3.308722450212111e-24,0.0,0.0,2.117582368135751e-22,5.293955920339377e-23,0.0,0.0,1.3234889800848443e-23,0.0,1.6940658945086007e-21,1.943892109983892e-24,3.1763735522036263e-22,2.117582368135751e-22,3.3881317890172014e-21,0.0,0.0,1.0587911840678754e-22,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,0.0,0.0,1.6940658945086007e-21,1.0587911840678754e-22,1.0587911840678754e-22,0.0,6.776263578034403e-21,6.352747104407253e-22,4.235164736271502e-22,0.0,3.1763735522036263e-22,1.6940658945086007e-21,4.235164736271502e-22,0.0,0.0,3.3881317890172014e-21,1.3234889800848443e-23,4.235164736271502e-22,5.293955920339377e-23,1.0587911840678754e-22,0.0,1.6940658945086007e-21,1.0587911840678754e-22,1.3234889800848443e-23,0.0,0.0,6.776263578034403e-21,6.776263578034403e-21,4.235164736271502e-22,4.235164736271502e-22,2.117582368135751e-22,6.617444900424222e-24,0.0,2.6469779601696886e-23
9,2.678274111187378e-06,5.369531519716267e-06,1.3400277571758395e-06,5.369525608264058e-06,2.678307060576251e-06,1.3400272658446807e-06,1.4269258235373049e-05,2.6783076849682342e-06,1.1376716051965374e-06,5.369546661829199e-06,9.184058804332117e-08,1.1376581619228239e-06,9.177194850044638e-08,5.3695466214935115e-06,1.4269266179785195e-05,1.3398775383672198e-06,1.1377046703935308e-06,1.3400655637805902e-06,1.4269539359308448e-05,1.1376734086952597e-06,9.176299219459752e-08,1.3400688552000426e-06,1.1376715811256655e-06,2.678270478915669e-06,9.177198297067801e-08,2.6782704812423304e-06,9.182237110596914e-08,1.4269533599264565e-05,2.470402173380551e-07,1.4269258511683175e-05,5.369525226393715e-06,5.5726036000823095e-08,3.3438184106660627e-09,2.884179493076236e-07,5.581960032440527e-08,3.3580137826502535e-09,8.889705662420216e-09,6.925414342396433e-09,3.1078655759720734e-08,3.1088436781939226e-08,3.6674645347874635e-09,2.883557146337069e-07,2.151515900563745e-09,6.43015360908278e-08,9.018179248715184e-09,1.6972377263482861e-09,6.795480956525907e-08,6.908382644489932e-09,1.2188562756937583e-05,6.428825456179359e-08,3.671741786971618e-09,2.230378581471418e-09,4.485142944639075e-06,4.303493482399238e-09,1.1613918313508325e-06,1.5434430905528563e-05,1.7515622253562952e-09,1.203014719001054e-05,6.835164112725267e-08,3.387773653970092e-07,1.161237706948364e-06,3.3876647304146097e-07,1.0641023614188902e-05,4.554916282398715e-09,4.4850833007662536e-06,5.872603435195473e-05,8.184829667951086e-06,0.0,0.0,3.308722450212111e-24,1.0587911840678754e-22,0.0,8.271806125530277e-25,4.117521971968467e-25,6.749793798432706e-22,2.117582368135751e-22,8.470329472543003e-22,5.293955920339377e-23,0.0,2.0679515313825692e-25,1.0587911840678754e-22,3.308722450212111e-24,3.1763735522036263e-22,4.963083675318166e-24,0.0,0.0,4.1359030627651384e-25,1.0587911840678754e-22,3.1763735522036263e-22,4.2760459744332e-25,1.0587911840678754e-22,8.470329472543003e-22,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.6940658945086007e-21,5.082197683525802e-21,8.470329472543003e-22,8.470329472543003e-22,6.776263578034403e-21,8.470329472543003e-22,0.0,8.470329472543003e-22,8.470329472543003e-22,3.3881317890172014e-21,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,0.0,2.541098841762901e-21,1.0587911840678754e-22,1.3234889800848443e-23,4.235164736271502e-22,0.0,0.0,0.0,0.0,1.6940658945086007e-21,4.1359030627651384e-25,2.117582368135751e-22,8.470329472543003e-22,3.308722450212111e-24,1.0587911840678754e-22,3.3881317890172014e-21,0.0,3.3881317890172014e-21,3.3881317890172014e-21,8.470329472543003e-22,0.0,0.0,8.470329472543003e-22,0.0
