,Y1Z5,Y5Z1,Y0Z5,Y5Z0,Y2Z3,Y3Z2,Y4Z5,Y5Z4,Y1Z3,Y3Z1,Y0Z3,Y3Z0,Y2Z5,Y5Z2,Y0Z1,Y1Z0,Y3Z5,Y5Z3,Y4Z0,Y0Z4,Y4Z3,Y3Z4,Y2Z1,Y1Z2,Y4Z1,Y1Z4,Y2Z0,Y0Z2,standard_x,Y4Z2,Y2Z4,X3X5,Y3Y5,X2X5,X0X5,X1X5,X5,X0X1,X1X2,Y0Y1,X0X2,X3X4,X0X3,X1X3,Y1Y2,Y0Y2,X1X4,X4X5,X0X4,Y0Y5,Y1Y4,Y1Y5,Y1Y3,X3,Y0Y3,X2X4,Y0Y4,X2X3,X1,X0,Y3Y4,Y2Y5,Y2Y4,X2,Y4Y5,Y2Y3,X4,X2Y3,X4Y1,X2Y5,X2Y0,X1Y5,Y4,Y0,X5Y1,X4Y3,X3Y0,X0Y5,X0Y4,X1Y0,X5Y2,X4Y2,X3Y4,X3Y2,X2Y4,X2Y1,X1Y4,X0Y2,X0Y1,standard_y,Y2,X1Y2,X5Z4,X2Z1,X1Z0,X0Z1,X1Z4,X5Z3,X5Z2,X4Z1,X4Z0,X3Z5,X3Z2,X3Z0,X2Z0,X1Z5,X1Z3,X0Z5,X0Z4,X0Z3,X2Z5,X2Z3,X1Z2,X4Z3,X4Z5,X3Z4,X2Z4,X4Z2,Y5,Y3,Y1,X5Z1,X5Z0,X5Y4,X5Y3,X5Y0,X4Y5,X4Y0,X3Z1,X3Y5,X3Y1,X1Y3,X0Z2,X0Y3
0,0.965905029332258,0.9657107054486113,0.9381551148995415,0.9379546914229561,0.8735111487112648,0.8733921088127721,0.850256840388838,0.8499610632119303,0.7618144916506595,0.7617824479874723,0.7113911859657929,0.7113524032785651,0.6492219977819949,0.6490302242491379,0.548026633500786,0.5480198078895491,0.5114480902362843,0.5113667019509569,0.3022119720674602,0.30217139610958016,0.21802091596202952,0.21797975928739904,0.1926829035310053,0.19266474845950726,0.16561961770233372,0.1655953184908966,0.131866946205264,0.13185616363112193,0.11205389463749271,0.10750515775889008,0.10749951380298506,0.04854352692276581,0.04311214994865453,0.03627172774048383,0.032545534851830586,0.0323186428618398,0.03219715145174826,0.030733884259094766,0.030550066685873414,0.030477119221865027,0.030114782286945252,0.029647470955080604,0.029422559533509016,0.028766465861880787,0.027655502125921,0.027374339140905993,0.0272461175566462,0.0267467596331998,0.02513845088586649,0.024718355394689,0.023476160601691422,0.023397182300437126,0.02177050445863639,0.021592005866115732,0.021572255602306543,0.021284572327435167,0.021156512089404993,0.0188371639340163,0.01878866839583694,0.017958570976847783,0.017400391746830224,0.016960998981826444,0.016285521078350393,0.01250846822042795,0.012497343017472958,0.01192485571379308,0.009009029726516047,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.8297676701871666e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.721347452938616e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,9.75781955236954e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,6.505213034913027e-19,4.336808689942018e-19,4.336808689942018e-19,2.710505431213761e-19,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,8.131516293641283e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0018833894726291206,0.0018746814527394054,0.3901358586685312,0.0018233900443939822,0.8735515425004322,0.8735044536241541,0.6846414215003582,0.0016546272960292212,0.001482532482295496,0.2503354224720419,0.7115074089973101,0.7114459135339046,0.45654670946019715,0.001262263966659008,0.3901325377343965,0.001064815485867629,0.25033267263019365,0.0009857011896410531,0.3022277801801595,0.3022220592648141,0.2180324378905161,0.21800946622499437,0.45654464265413686,0.0003738033038893702,0.6846390811955452,0.0003212664932795095,0.13187410291739027,0.13187839246797958,0.03325950028312465,0.10751087132857956,0.10750533933738246,0.0013314940564776276,0.0011983302633286853,0.0011579395329156619,0.001083164477605445,0.008318732637012508,0.0011980182961953394,0.0011900240846299931,0.001121955627712981,0.001168328484066972,0.016229755214806643,0.01805059038683784,0.010718837016648837,0.0009673836398513958,0.0009010080267888533,0.015567973864731473,0.0011296737090191425,0.0011266205254420712,0.011209876256319657,0.0009533251271268339,0.0007659370631862989,0.008316383360285267,0.0010280379920134474,0.013154422281804516,0.0014927823377506436,0.01499407219750657,0.008019097708050895,0.008134041951712391,0.0010528594844735608,0.007142432714948707,0.0023428629352880022,0.0006415825875917484,0.01015904019726602,0.00941743034319498,0.0003870758063842151,0.00010555629908091707,0.005796092723845351,5.551115123125783e-17,5.421010862427522e-20,0.0,0.0,6.938893903907228e-17,0.0,2.7755575615628914e-17,1.3877787807814457e-17,1.1102230246251565e-16,0.0,0.0,5.551115123125783e-17,5.3601303693436193e-20,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,1.0842021724855044e-19,0.0,5.551115123125783e-17,5.481891355511425e-20,8.332093695551102e-17,2.7755575615628914e-17,6.776263578034403e-21,1.0842021724855044e-19,8.673617379884035e-19,1.0842021724855044e-19,0.0,3.3881317890172014e-21,5.421010862427522e-20,5.421010862427522e-20,4.336808689942018e-19,4.336808689942018e-19,1.734723475976807e-18,4.336808689942018e-19,2.168404344971009e-18,0.0,5.421010862427522e-20,1.3552527156068805e-20,0.0,2.168404344971009e-19,0.0,8.673617379884035e-19,4.336808689942018e-19,3.3881317890172014e-21,4.336808689942018e-19,4.336808689942018e-19,3.2526065174565133e-19,2.710505431213761e-19,0.0,1.0842021724855044e-19,2.7755575615628914e-17,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.7755575615628914e-17,8.673617379884035e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,2.7755575615628914e-17
2,8.79595979976539e-05,6.26304350586318e-05,0.3900706390848351,6.565711751591345e-05,0.0003539088625661719,0.0003344610101077328,0.6845877144504946,6.475829081009917e-05,2.5201898145955433e-05,0.00015803399695844475,0.5795505552376632,0.00025729956100440125,0.00014669641384344273,8.517053724526874e-05,0.39006570581268873,2.9943640087186604e-05,0.00015812429341875513,8.453933766254724e-05,0.3021795490722491,0.3021714908108888,0.1104969624126522,6.651467153668132e-05,0.00014570750664896236,2.181039553591891e-05,0.684583666558086,6.478131414072872e-06,3.934658518084151e-05,0.5795182932516955,0.039617744581051016,0.11047112243286794,3.198611663053246e-05,0.0005057644644318851,0.0006589713434984729,0.00025362013300040266,0.002363494563147478,0.016517825362522567,0.002762045305343872,0.003550262159056983,0.0005066696261200336,0.00358538211108643,0.007868453800976526,0.005311878824751369,0.004845586886591273,0.00025339375260158227,0.0006597374131909067,0.006918521561594948,0.0033641774396571855,0.002550086420357909,0.0178558023438367,0.002883268054599348,0.0022912428376708517,0.016517462388082826,0.000659630490834981,0.005393665704642002,0.0032920381227213584,0.0074068771675669266,0.012722761360221492,0.011864577409452438,0.003152913557769735,0.01088120014147708,0.0041067444471311,0.0006590365115358909,0.004801441707280193,0.007318919725390371,0.0010603638934871618,0.011863529983176566,0.010109000146427953,5.551115123125783e-17,0.0,6.776263578034403e-21,0.0,4.163336342344337e-17,0.0,0.0,4.163336342344337e-17,1.3552527156068805e-20,1.3552527156068805e-20,0.0,0.0,1.0828311206201978e-21,6.776263578034403e-21,6.776263578034403e-21,1.3552527156068805e-20,1.1102230246251565e-16,1.3552527156068805e-20,5.082197683525802e-21,5.082197683525802e-21,1.6940658945086007e-21,1.1935699251257344e-21,2.625802136488331e-20,0.0,0.0,1.0842021724855044e-19,4.336808689942018e-19,1.0842021724855044e-19,8.673617379884035e-19,1.3552527156068805e-20,2.168404344971009e-19,0.0,1.734723475976807e-18,1.734723475976807e-18,0.0,4.336808689942018e-19,6.505213034913027e-19,1.0842021724855044e-18,2.168404344971009e-19,5.421010862427522e-20,8.673617379884035e-19,0.0,0.0,4.336808689942018e-19,0.0,5.421010862427522e-20,2.168404344971009e-19,8.673617379884035e-19,1.6263032587282567e-19,5.421010862427522e-20,0.0,6.776263578034403e-21,1.3552527156068805e-20,5.929230630780102e-21,0.0,0.0,0.0,2.0328790734103208e-20,3.3881317890172014e-21,6.776263578034403e-21,2.7755575615628914e-17,4.336808689942018e-19,6.776263578034403e-21,1.6940658945086007e-21,1.6940658945086007e-21,8.673617379884035e-19,1.3552527156068805e-20
3,2.358168789097805e-05,6.208561626390877e-06,0.08789890667582445,5.093109492083356e-06,1.8877013825783633e-05,1.7418224747804624e-05,0.0032983448722560997,6.404716635839312e-06,1.942792885988973e-05,8.495646688452672e-06,0.5796222681925334,1.4132528885853674e-05,7.945883945190044e-06,1.7062654284105332e-06,0.08789877035375242,1.8179953208664927e-05,8.496542539222049e-06,1.7059517139026296e-06,0.0014707978770946333,0.08788330376731149,0.0005389569835104091,8.511426092673528e-06,7.976814928728475e-06,1.9429551337341944e-05,0.0032983675456825312,2.3957094416798254e-05,2.7413069162488333e-06,0.5796222649301401,0.010086175985199857,0.0005389569946366998,7.929660582558606e-06,4.810781218453718e-07,6.154831875347508e-07,2.440332384615317e-07,9.965614310712459e-05,0.0032475097982532343,9.930935446560825e-05,0.0005251187653905172,8.481239379790928e-05,0.0005045349811121516,1.1740805913933383e-05,6.380209240371407e-07,4.9802409062889554e-05,3.15913746225087e-05,0.00010894160463953729,2.0724630360701422e-05,9.875764174592335e-05,0.0003150084298077384,0.0038387569404711476,4.4984418486816586e-05,9.967712003018826e-05,0.003247510248409324,0.00010897753049358204,5.251357398400863e-05,3.3478378785539108e-06,2.498858146611869e-06,0.0034477722299406694,0.01573642918533348,0.0005092384365254475,0.005836790052347801,5.7841309941923415e-06,6.040370031534954e-07,5.813327836635502e-06,9.004622703673121e-06,0.0003152915604498185,0.01573642912629107,0.0037023563385486812,1.1102230246251565e-16,2.117582368135751e-22,0.0,4.235164736271502e-22,1.0842021724855044e-19,4.336808689942018e-19,1.3877787807814457e-17,0.0,3.308722450212111e-24,0.0,0.0,0.0,1.2175151101341054e-21,5.293955920339377e-23,0.0,0.0,1.1102230246251565e-16,0.0,2.117582368135751e-22,2.117582368135751e-22,8.470329472543003e-22,1.2255265035742982e-21,1.4308927577966896e-17,8.470329472543003e-22,1.0587911840678754e-22,6.776263578034403e-21,0.0,2.710505431213761e-20,0.0,5.421010862427522e-20,0.0,1.6940658945086007e-21,4.336808689942018e-19,4.336808689942018e-19,3.3881317890172014e-21,0.0,0.0,0.0,0.0,2.710505431213761e-20,4.336808689942018e-19,4.336808689942018e-19,0.0,8.470329472543003e-22,0.0,1.3552527156068805e-20,5.421010862427522e-20,0.0,3.3881317890172014e-21,1.6940658945086007e-21,0.0,8.470329472543003e-22,2.541098841762901e-21,0.0,0.0,0.0,1.6940658945086007e-21,5.293955920339377e-23,0.0,1.6940658945086007e-21,1.0842021724855044e-19,0.0,1.0587911840678754e-22,0.0,2.117582368135751e-22,2.168404344971009e-19,8.470329472543003e-22
4,5.995265859230839e-06,7.629088426777209e-07,0.0002948431856174995,6.732515684798568e-07,2.846847352196144e-05,1.5111110103975101e-05,2.783099343522982e-05,7.709766294842534e-07,5.84818971656788e-07,2.452857102931807e-06,0.001963242367633041,1.4910229136105614e-05,2.5591588347359617e-05,6.79432547859662e-07,0.0002948391569816336,7.035500920973414e-07,2.4534157915731363e-06,6.800009250890468e-07,9.918312059834205e-06,0.00029473567954894377,9.36159473293351e-06,2.4550379429239008e-06,2.5590358536145533e-05,5.639353751550622e-07,2.7831685125331984e-05,6.001934582201962e-06,2.9272244550831476e-05,0.001962928749665036,7.079583913060669e-05,9.164035357912598e-06,2.54943306262503e-05,2.2584688119194087e-09,2.1831247218460042e-09,2.2309527183564307e-09,7.066109138432211e-08,4.7222992166840374e-05,2.1276235626585373e-05,4.705353958283751e-05,1.028631017279892e-05,5.380237833489255e-05,0.0003684133489685335,1.361199129853877e-07,0.0006921204507324236,1.945842270897313e-08,2.101736889004348e-05,0.0003668539889978566,2.127935345075633e-05,7.297511266807571e-06,0.00011402826381079812,2.5575368408168426e-08,2.1279417515010646e-05,4.7223129099044435e-05,7.719737880785727e-08,0.00036634069293672877,0.0006912995800097374,6.944389903957738e-05,0.00028587744862102295,0.0017494942510094813,5.6027942729058836e-05,0.0020480189914997213,9.667438252752716e-07,1.638533025984123e-09,0.0002663973451156583,0.0013980451616301065,7.298439954077709e-06,0.0017494878452148574,0.0002901414761579237,2.168404344971009e-19,9.926167350636332e-24,3.308722450212111e-24,0.0,3.3881317890172014e-21,3.3881317890172014e-21,0.0,6.776263578034403e-21,5.293955920339377e-23,0.0,0.0,0.0,7.602112555162804e-23,0.0,8.470329472543003e-22,1.0587911840678754e-22,6.505213034913027e-19,2.117582368135751e-22,2.6469779601696886e-23,1.9852334701272664e-23,0.0,7.56261753413701e-23,7.940933880509066e-22,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.0842021724855044e-19,1.6940658945086007e-21,0.0,0.0,1.6940658945086007e-21,8.470329472543003e-22,0.0,6.776263578034403e-21,0.0,0.0,0.0,1.0842021724855044e-19,1.6940658945086007e-21,3.3881317890172014e-21,0.0,2.168404344971009e-19,1.0842021724855044e-19,2.168404344971009e-19,2.168404344971009e-19,3.3881317890172014e-21,1.3552527156068805e-20,2.710505431213761e-20,2.710505431213761e-20,0.0,0.0,0.0,8.470329472543003e-22,5.293955920339377e-23,0.0,0.0,8.470329472543003e-22,0.0,6.617444900424222e-24,8.470329472543003e-22,8.470329472543003e-22,0.0,0.0,3.308722450212111e-24,0.0,1.0842021724855044e-19,8.470329472543003e-22
5,5.044210772759101e-07,1.3681703663303549e-06,7.32041593554935e-06,1.1521504067920805e-06,2.0624202032668636e-07,1.8831526129893296e-07,3.472100917239696e-06,1.3750494300965994e-06,1.17151468414058e-06,1.0322183823828531e-07,1.7886073171468346e-05,1.9170973058093174e-07,1.2603437663474676e-07,1.1541838445803645e-06,7.32495367296282e-06,1.188660508904483e-06,1.0258934447686467e-07,1.1541768954563844e-06,1.0407453054026921e-06,7.326621616623117e-06,1.0478649089862116e-06,1.025935901629276e-07,1.2742720451445562e-07,1.1716860506674827e-06,3.47131717377737e-06,5.065577553206043e-07,2.0639606373765548e-07,1.7886110805339355e-05,0.00018306686898860567,1.047890404822034e-06,1.2576884114427343e-07,1.8870012031812125e-10,1.7630403325867886e-10,6.468675222053975e-11,4.98072451632271e-09,8.099017734792649e-05,2.2613046830175753e-05,4.963146621905545e-05,1.0933289052742755e-05,5.6847838090096196e-05,4.180351222350974e-06,6.439150394157261e-10,1.5953271058886526e-05,1.1137142312960355e-08,2.2347230826707145e-05,4.180393402734191e-06,2.263362490329345e-05,7.561409060553159e-06,3.055804544091855e-05,1.05559782896747e-08,2.2633599005513466e-05,8.09902810959364e-05,9.327743585614194e-09,4.179995072258758e-06,1.5953341860342007e-05,7.995984127700936e-07,7.723391717268647e-05,0.0004141464870955294,5.947350151720517e-05,1.6802147099568965e-05,3.210496419647954e-10,2.4858520989010557e-10,3.0672818875558195e-06,1.1093100524210104e-05,7.5615117303378056e-06,0.00041414648645265995,9.945126913812465e-05,0.0,1.9852334701272664e-23,1.0339757656912846e-25,6.617444900424222e-24,6.352747104407253e-22,2.117582368135751e-22,4.235164736271502e-22,2.117582368135751e-22,0.0,5.293955920339377e-23,9.926167350636332e-24,4.235164736271502e-22,5.85116976901297e-23,1.0339757656912846e-25,0.0,8.271806125530277e-25,8.470329472543003e-22,1.9852334701272664e-23,1.0587911840678754e-22,0.0,0.0,5.923772059496488e-23,8.337980574534519e-22,1.3234889800848443e-23,1.0587911840678754e-22,0.0,0.0,1.6940658945086007e-21,3.3881317890172014e-21,1.6940658945086007e-21,8.470329472543003e-22,0.0,0.0,0.0,4.235164736271502e-22,1.0587911840678754e-22,1.0587911840678754e-22,4.235164736271502e-22,0.0,1.6940658945086007e-21,0.0,1.6940658945086007e-21,0.0,8.470329472543003e-22,4.235164736271502e-22,3.3881317890172014e-21,3.3881317890172014e-21,0.0,4.235164736271502e-22,8.470329472543003e-22,3.3881317890172014e-21,2.117582368135751e-22,0.0,0.0,0.0,0.0,1.0587911840678754e-22,1.550963648536927e-25,1.3234889800848443e-23,0.0,2.117582368135751e-22,0.0,0.0,0.0,6.617444900424222e-24,2.710505431213761e-20,2.6469779601696886e-23
6,0.03813332762370357,0.003586372261133178,0.2918676298137378,0.004630603745176952,0.002615138974564636,0.0012903780362802531,0.034975399473087726,0.005561574017431542,0.0389764062776686,0.0008879431347598994,0.2913741688266379,0.003176366586645024,0.002419409738117093,0.0021936769378467606,0.2907642267038417,0.018515381785567026,0.0001715502621385598,0.002203925718791187,0.025089010566960508,0.2958547644502485,0.036786119339687985,0.00020385016640756242,0.002416273960678665,0.03911790084464763,0.035342179733375716,0.03717876783198624,0.00017099786207842762,0.29133593744560227,0.20358131471845392,0.03680359448899002,0.0024641567245797242,0.0015727723517676945,0.0016021369992057601,0.0021406344263292976,0.014565856404340115,0.03723561768024174,0.007623906574161277,0.044279909574514775,0.01083240977669544,0.04639497104362869,0.01392572738987019,0.0003718268851832902,0.002283078502739247,0.00673266381978287,0.010475528505975652,0.013985105292018244,0.011273529374771038,0.039774736931782746,0.07494324165100841,0.016531247645619092,0.010728394106358122,0.037061577111809185,0.007850996078026733,0.0031627423436356673,0.0018987615613147615,0.0005334737889949328,0.06427730966394682,2.197292282110413e-06,0.021454148841834306,0.15429289962251963,0.0001609548018189945,0.0008025876169402903,0.0005554243355270412,0.0018144489632706594,0.03888738081787189,5.4475198266831565e-05,0.025187550986845032,2.981555974335137e-19,0.0,1.0842021724855044e-19,0.0,5.421010862427522e-19,0.0,2.7755575615628914e-17,2.168404344971009e-19,0.0,1.734723475976807e-18,0.0,0.0,1.0814091454484309e-18,1.3552527156068805e-20,5.421010862427522e-20,1.0842021724855044e-19,4.0657581468206416e-19,5.421010862427522e-20,6.505213034913027e-19,3.2526065174565133e-19,0.0,9.711766788753533e-19,2.949029909160572e-17,0.0,2.168404344971009e-19,8.673617379884035e-19,2.168404344971009e-19,1.734723475976807e-18,0.0,5.204170427930421e-18,8.673617379884035e-19,4.336808689942018e-19,6.938893903907228e-18,0.0,2.168404344971009e-19,4.336808689942018e-19,1.0842021724855044e-19,2.168404344971009e-19,6.938893903907228e-18,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,2.168404344971009e-19,2.168404344971009e-19,1.734723475976807e-18,3.469446951953614e-18,1.734723475976807e-18,0.0,6.505213034913027e-19,5.204170427930421e-18,4.336808689942018e-19,4.336808689942018e-19,8.673617379884035e-19,8.673617379884035e-19,1.734723475976807e-18,0.0,0.0,8.673617379884035e-19,0.0,5.421010862427522e-20,0.0,5.421010862427522e-20,4.743384504624082e-20,0.0,0.0,8.673617379884035e-19
7,2.330273407081695e-05,1.5158943430784756e-05,0.00033830291492973306,1.5679913552288088e-05,0.00013470609825277013,0.00022860343955315317,0.0004997461500691025,1.5048861092826375e-05,2.3315775757128e-05,0.00022827417488560626,0.0003382556056657649,0.00022860103176495274,0.00013471502989989608,1.5130504495187934e-05,0.00033887626905526266,2.3637890118646445e-05,0.0002283609668136042,1.5130470548999141e-05,0.0004997482341998847,0.0003386641241578445,0.0004997844039822751,0.00022836016107043324,0.00013460943615664446,2.3310843187139907e-05,0.0004997872319314279,2.324939694296637e-05,0.00013488908792389764,0.00033828905206697657,0.0011121011398766416,0.0004997825706186481,0.00013471385959773304,1.885860872056361e-07,1.906208106190557e-07,1.21240727268141e-07,6.717592364040618e-05,0.00047361319666393916,5.66411270456565e-05,0.0005496492853614234,8.446464148160717e-05,0.0005498124013586022,6.812071045401619e-05,3.5542464679319885e-06,6.198059338846708e-08,5.193713470061721e-05,8.449424656545296e-05,6.809520857235863e-05,6.537127972321139e-05,0.0002888744207517985,0.0006432727463076263,6.702007901837422e-05,6.543959140663381e-05,0.0004736187199110716,5.1983725698677034e-05,2.0092442844464112e-05,5.8731100590343706e-08,4.112643564397594e-06,0.0006436654450661907,0.00017921685085440036,0.0010974563396217792,0.00011749573412832127,3.5073719164956014e-06,1.454883553953247e-08,4.088936713265429e-06,4.171498402973496e-05,0.00028878894416603897,0.00017921417041991914,9.712194852279824e-05,0.0,1.6940658945086007e-21,8.271806125530277e-25,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.0587911840678754e-22,0.0,3.3881317890172014e-21,0.0,2.3272598290667527e-20,0.0,2.117582368135751e-22,1.0587911840678754e-22,2.710505431213761e-20,2.117582368135751e-22,8.470329472543003e-22,0.0,0.0,2.3270900485239182e-20,1.2705494208814505e-20,0.0,8.470329472543003e-22,0.0,3.3881317890172014e-21,1.0842021724855044e-19,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,1.6940658945086007e-21,3.3881317890172014e-21,5.421010862427522e-20,5.421010862427522e-20,6.776263578034403e-21,0.0,0.0,0.0,0.0,5.421010862427522e-20,6.776263578034403e-21,6.776263578034403e-21,3.3881317890172014e-21,3.3881317890172014e-21,1.3552527156068805e-20,1.6940658945086007e-21,1.3552527156068805e-20,8.470329472543003e-22,6.776263578034403e-21,6.776263578034403e-21,2.710505431213761e-20,2.6469779601696886e-23,0.0,1.3552527156068805e-20,0.0,1.6940658945086007e-21,2.6469779601696886e-23,8.470329472543003e-22,1.6940658945086007e-21,0.0,0.0
8,2.9444671303554133e-08,1.2499458436638123e-07,4.994640113522121e-06,1.2499384104719328e-07,1.7404501299255812e-06,8.185651666154378e-07,8.347477862878829e-07,1.249956059475773e-07,2.94479368058828e-08,8.185793847098565e-07,4.994646245511989e-06,8.185511950399267e-07,1.7404457944494316e-06,1.2499510498027573e-07,4.994633214949228e-06,2.9476543987219666e-08,8.185800807953848e-07,1.2499511803270624e-07,8.34742800719642e-07,4.994640222694092e-06,8.347477779077076e-07,8.18580279987767e-07,1.7404467644346663e-06,2.94495949756618e-08,8.347479760928285e-07,2.9444406630638336e-08,1.7404964301029296e-06,4.994640386758668e-06,2.8773069465030473e-06,8.347450895570726e-07,1.7404456393302916e-06,5.268849833085216e-12,5.215558337820275e-12,1.3013675837181532e-12,1.695961769203313e-07,1.662303898795884e-07,3.05079203926351e-06,1.975934470586362e-06,2.141438856806629e-07,1.975926995349141e-06,1.0273118365934172e-05,3.599930403939412e-07,1.2379853366221283e-06,1.3252524002951153e-07,2.141449871626869e-07,1.0273110956811737e-05,1.6619778899481872e-07,7.885069229114461e-07,5.334732567364311e-07,1.6961402845469056e-07,1.661957613874936e-07,1.6622993060054142e-07,1.3252928305746947e-07,4.677194306528362e-06,1.237972128712256e-06,4.231036708999216e-07,5.334722565879191e-07,3.2308304321396163e-06,4.105066696671075e-06,4.4771452291744485e-06,3.599968190652324e-07,6.201806179014718e-14,4.2310542380842053e-07,7.463461121551831e-07,7.885112426161173e-07,3.230824938424766e-06,1.3248003457963843e-07,2.117582368135751e-22,1.3234889800848443e-23,6.058451752097371e-28,0.0,3.308722450212111e-24,5.293955920339377e-23,4.235164736271502e-22,6.617444900424222e-24,0.0,2.117582368135751e-22,0.0,0.0,1.8572159019276763e-23,2.0194839173657902e-28,1.3234889800848443e-23,2.6469779601696886e-23,0.0,1.3234889800848443e-23,0.0,6.617444900424222e-24,1.0587911840678754e-22,1.8571546083983056e-23,6.030146665511572e-22,2.117582368135751e-22,3.308722450212111e-24,6.352747104407253e-22,5.293955920339377e-23,6.352747104407253e-22,4.235164736271502e-22,1.0587911840678754e-21,8.470329472543003e-22,4.235164736271502e-22,2.6469779601696886e-23,2.6469779601696886e-23,4.235164736271502e-22,4.235164736271502e-22,1.2705494208814505e-21,5.293955920339377e-23,6.352747104407253e-22,8.470329472543003e-22,0.0,1.2705494208814505e-21,0.0,1.0587911840678754e-22,5.293955920339377e-23,8.470329472543003e-22,3.970466940254533e-23,3.970466940254533e-23,0.0,1.0587911840678754e-22,2.6469779601696886e-23,2.6469779601696886e-23,0.0,5.790264287871194e-24,4.235164736271502e-22,4.235164736271502e-22,5.293955920339377e-23,1.6155871338926322e-27,2.6469779601696886e-23,2.117582368135751e-22,0.0,1.2705494208814505e-21,1.6155871338926322e-27,4.963083675318166e-24,0.0,8.470329472543003e-22,0.0
9,1.8378243465313853e-08,6.201826435260818e-09,1.8148621195234918e-08,6.2018255048436674e-09,4.876623137632567e-08,5.263675503461438e-08,5.584624591209987e-08,6.2018289319857375e-09,1.837824599364033e-08,5.2636757585945505e-08,1.8148624760133427e-08,5.263675239806524e-08,4.876623378303642e-08,6.201829068389202e-09,1.814862089583412e-08,1.8378247153720304e-08,5.263675751323516e-08,6.201829064061837e-09,5.584625071144773e-08,1.8148631620129805e-08,5.5846256766447746e-08,5.2636754053827545e-08,4.876623364669176e-08,1.8378245918587908e-08,5.58462459358449e-08,1.83782463068663e-08,4.876623304380731e-08,1.8148622873044956e-08,7.021945033998401e-09,5.584625657449821e-08,4.8766238285891604e-08,6.294789474218426e-15,5.7215528375346436e-15,4.3148330256603785e-15,2.560152589649643e-09,9.854318324044606e-08,9.762255065083614e-08,7.935124609013974e-08,3.210302036205169e-09,7.935124590786026e-08,4.6830720791777316e-08,1.1083577063864325e-08,3.900074575179851e-08,1.9856574055422685e-09,3.210302379498862e-09,4.683072097074423e-08,2.50758024312338e-09,1.1415410319832189e-09,1.3090848483373888e-07,2.5601555660601994e-09,2.5075808680213923e-09,9.854318483440204e-08,1.985658057557481e-09,1.469380901633768e-07,3.900074936245285e-08,1.301519206466981e-08,1.3090846977306056e-07,6.251849159568276e-08,6.4516560415501036e-09,1.1054057078669587e-08,1.1083597638675504e-08,1.0768261742797312e-15,1.3015187378433199e-08,2.5161452307226316e-08,1.1415515112648985e-09,6.25184862206337e-08,9.900464997398506e-08,6.617444900424222e-24,5.169878828456423e-26,5.423418723394456e-31,0.0,3.308722450212111e-24,6.617444900424222e-24,1.6543612251060553e-24,3.308722450212111e-24,4.1359030627651384e-25,1.3234889800848443e-23,2.0679515313825692e-25,6.617444900424222e-24,1.9529826734254667e-25,9.860761315262648e-32,1.6543612251060553e-24,0.0,6.617444900424222e-24,2.481541837659083e-24,1.0339757656912846e-25,1.0339757656912846e-25,0.0,1.9529824808324723e-25,3.308722450212111e-24,0.0,7.754818242684634e-26,1.3234889800848443e-23,1.6543612251060553e-24,8.271806125530277e-25,8.271806125530277e-25,6.203854594147708e-25,1.9852334701272664e-23,1.9852334701272664e-23,0.0,0.0,2.6469779601696886e-23,6.617444900424221e-23,0.0,1.6543612251060553e-24,4.1359030627651384e-25,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,4.963083675318166e-24,1.2407709188295415e-24,6.617444900424222e-24,1.3234889800848443e-23,3.970466940254533e-23,1.6543612251060553e-24,6.617444900424222e-24,8.271806125530277e-25,0.0,8.271806125530277e-25,6.617444900424222e-24,6.617444900424222e-24,2.0679515313825692e-25,3.944304526105059e-31,0.0,2.0679515313825692e-25,0.0,0.0,7.888609052210118e-31,5.169878828456423e-26,0.0,0.0,1.3234889800848443e-23
