,Y4Z2,Y2Z4,Y0Z3,Y3Z0,Y5Z2,Y2Z5,Y5Z4,Y4Z5,Y0Z2,Y2Z0,Y3Z2,Y2Z3,Y1Z0,Y0Z1,Y5Z3,Y3Z5,Y3Z4,Y4Z3,Y5Z0,Y0Z5,Y0Z4,Y4Z0,Y1Z5,Y5Z1,Y1Z3,Y3Z1,standard_x,Y1Z2,Y2Z1,X0X4,X2X3,X0X2,X3X4,X0X5,X2X5,Y2Y3,X1X2,X3X5,Y0Y4,Y2Y5,X2,Y3Y4,X4X5,X1X4,Y0Y5,Y4Y5,X2X4,Y3Y5,X4,Y0Y2,Y2Y4,X1X3,X1X5,X3,X0,X5,X0X1,X0X3,Y0Y3,Y1Z4,Y4Z1,Y1Y3,Y1Y2,Y1Y4,Y1Y5,Y0Y1,X1,X3Y2,Y2,X5Y2,X4Y3,X1Y2,X0Y3,X0Y1,Y4,Y5,Y3,X5Y3,X5Y1,X4Y5,X4Y1,X3Y1,X3Y0,X2Y0,X1Y4,X1Y3,standard_y,X3Y4,X1Y5,X0Y2,X5Y4,X2Y4,X2Z1,X0Y4,X2Z0,X0Z3,X3Z2,X2Z3,X5Z1,X5Z0,X4Z5,X4Z0,X3Z5,X3Z1,X2Z4,X0Z5,X0Z1,X4Z2,X5Z4,X3Z0,X2Z5,X4Z3,X5Z3,X5Z2,X1Z0,X0Z4,X1Z3,X1Z2,X1Z4,Y1,Y0,X5Y0,X4Z1,X4Y2,X4Y0,X3Z4,X3Y5,X2Y5,X2Y3,X2Y1,X1Z5,X1Y0,X0Z2,X0Y5
0,0.9893476422057883,0.9892902021277576,0.8619344362494483,0.8619289752524628,0.6934189765110021,0.6933336443525966,0.6912184224877598,0.691173490534748,0.5418834133991859,0.5418238386815084,0.5136244455334301,0.5135712314604648,0.40853007496351473,0.40846391509014823,0.4049815850157142,0.40497370476522226,0.3783566169050171,0.37833938369621745,0.22512019634405675,0.22511724219654922,0.17663212733071126,0.17662296305320344,0.15668587842626966,0.1566625594029459,0.11664708794936973,0.11662745832319385,0.07667298779808707,0.02909635669634078,0.029088446238563492,0.02854258555873424,0.028181170938736663,0.02716336078332591,0.026725715889717384,0.023820792167916355,0.022544883786403083,0.022514082924462935,0.022226058172243962,0.02197640691311653,0.020430520437181764,0.020371185262297524,0.02018375415125435,0.018829173868951513,0.01873669906472379,0.018371936167474893,0.01822003669761679,0.0176113430959847,0.01691656974611099,0.016602108860641757,0.016314073765225902,0.01571040883793507,0.015394897201479357,0.015065541018458153,0.013549812470643838,0.013278202259368703,0.012855895968964963,0.011981223700938872,0.011577837727405121,0.011272376577630232,0.009681757343477565,0.008805353882650916,0.008803471100451661,0.008677539244526286,0.007972858113002145,0.0050678268212055256,0.0033096349050208353,0.0030630145930462243,0.0020598379523342775,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,2.0816681711721685e-17,2.0816681711721685e-17,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.3010426069826053e-18,1.3010426069826053e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,6.505213034913027e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,3.2526065174565133e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,5.421010862427522e-20,2.710505431213761e-20,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002693292535392405,0.002688653937958775,0.861976040705068,0.8619916795559798,0.0022050263404730036,0.001877569589902624,0.0021990562551232173,0.001874132931554182,0.3652651479344019,0.0014707403367257223,0.13527675899843233,0.0013907032222454417,0.4085312827453925,0.40848838136004434,0.40504152098810375,0.40500819616559564,0.1352722081637729,0.0010231553680737937,0.22515400576344602,0.22513139645995245,0.36526122649730103,0.00047722217758145986,0.15668680123108536,0.15668608085877084,0.11664779952279608,0.11663766601468137,0.018267966919820026,0.020291188757099433,7.891952207181156e-05,0.0018953428917610157,0.0018948507881776941,0.0018778592408490186,0.0018762787412485316,0.01092793172127551,0.0019355029507726225,0.0013262843807541414,0.0019349361388214452,0.0075348071878977955,0.0013373933870645866,0.0017313712298231841,0.0019301723429001366,0.001461634761880905,0.0018025958811348397,0.0018017617318212345,0.0071193659822987344,0.0017256658706890408,0.0012341518061820453,0.0036968497793770684,0.0017965710853497894,0.0009358398145528823,0.001229836976180156,0.00991847533077612,0.003531535278479117,0.008327694957846755,0.009697138366932825,0.0021359930490951477,0.008551519126785024,0.004758959009987362,0.003187403544837547,0.020290753136416206,2.3780439108915793e-05,0.007459311553257279,0.00027934991544908565,0.00029453718318134747,0.0024713686861317996,0.002549938258491459,0.0018338839741952246,1.6263032587282567e-19,2.168404344971009e-19,5.421010862427522e-20,1.0842021724855044e-19,0.0,1.3877787807814457e-17,3.792563551551528e-18,9.486769009248164e-20,0.0,8.326672684688674e-17,2.7755575615628914e-17,0.0,8.131516293641283e-20,0.0,2.7755575615628914e-17,2.7755575615628914e-17,1.0842021724855044e-19,5.421010862427522e-20,2.7755575615628914e-17,1.8009953337699836e-16,1.3552527156068805e-20,0.0,1.6940658945086007e-19,0.0,2.7755575615628914e-17,1.0842021724855044e-19,0.0,1.6263032587282567e-19,8.673617379884035e-19,1.6263032587282567e-19,2.710505431213761e-20,0.0,1.6263032587282567e-19,2.710505431213761e-20,5.421010862427522e-20,6.505213034913027e-19,1.734723475976807e-18,1.6263032587282567e-19,4.336808689942018e-19,0.0,4.0657581468206416e-20,6.776263578034403e-21,1.3010426069826053e-18,5.421010862427522e-20,6.776263578034403e-21,1.0842021724855044e-19,6.776263578034403e-21,1.6263032587282567e-19,0.0,1.0842021724855044e-19,6.098637220230962e-20,6.776263578034403e-21,4.163336342344337e-17,5.551115123125783e-17,0.0,2.168404344971009e-19,1.3877787807814457e-17,0.0,5.421010862427522e-20,1.3877787807814457e-17,2.710505431213761e-20,2.168404344971009e-19,5.421010862427522e-20,1.0842021724855044e-19,8.09668206368545e-18,4.336808689942018e-19,0.0
2,0.000402536887815927,0.00040277967637515546,6.557273890206005e-05,8.15895307516588e-05,0.0022017005311273053,0.0002847825856930785,0.002201565281354673,0.0002837110730981137,1.1289539182618592e-05,1.3287431704952436e-05,4.154679198426143e-06,1.3584440650379464e-05,0.29188043892087745,1.3593823511036156e-05,0.17988902668752205,1.575109717651277e-05,4.133587523887243e-06,8.057083822647876e-05,0.17988422138035243,1.1802401948023639e-05,1.1274061143725683e-05,8.094814486662683e-05,0.15668563157907295,0.15669021753109924,0.29187359633902,2.8465629758048694e-06,0.010599365840854294,0.020291066018402075,1.194063947878051e-05,7.797592476551015e-05,7.789602678398192e-05,5.8049100095300645e-05,5.796383921882462e-05,0.004803041267807152,0.0003294764572533723,0.00015897672260641374,0.0003292891696218507,0.004158586613913348,0.0001592288160022545,0.00030156445617830297,0.00033005657040664706,0.00015960136094291758,0.00032035390005668505,0.000319485956566698,0.0034510669733524065,0.0003017937087562415,0.0009298962825206799,0.002704613938904239,0.0003201782789511929,0.0001590471747293453,0.0009299796011214943,0.004673295454004719,0.0015604595485016201,0.004509356406991367,0.0044523831912010765,0.0004921551418887225,0.0042883407453819,0.0024788490778567722,0.002478507753572191,0.020291052884448536,3.6430660808947324e-06,0.002496989887371075,3.92253571683027e-05,4.45616840040656e-05,0.0010893571363370389,0.0012851629888358906,0.0017957059501309677,1.0587911840678754e-21,8.470329472543003e-22,1.6940658945086007e-21,2.117582368135751e-22,1.2705494208814505e-21,0.0,6.916263896709003e-22,1.0164395367051604e-20,1.3877787807814457e-17,0.0,6.776263578034403e-21,2.7755575615628914e-17,6.776263578034403e-21,3.3881317890172014e-21,1.1911400820763599e-21,0.0,2.117582368135751e-22,3.3881317890172014e-21,3.3881317890172014e-21,4.1646068917652185e-17,2.117582368135751e-22,6.938893903907228e-18,0.0,3.3881317890172014e-21,6.938893903907228e-18,2.710505431213761e-20,2.117582368135751e-22,1.3552527156068805e-20,0.0,2.710505431213761e-20,1.3552527156068805e-20,0.0,0.0,6.3527471044072525e-21,0.0,0.0,4.336808689942018e-19,5.082197683525802e-21,2.168404344971009e-19,4.336808689942018e-19,5.082197683525802e-21,8.470329472543003e-22,1.0842021724855044e-19,2.541098841762901e-21,0.0,0.0,4.235164736271502e-21,1.6263032587282567e-19,5.421010862427522e-20,0.0,6.776263578034403e-21,6.776263578034403e-21,2.7755575615628914e-17,1.6940658945086007e-21,2.117582368135751e-22,0.0,6.938893903907228e-18,1.0587911840678754e-22,1.3552527156068805e-19,2.117582368135751e-22,6.776263578034403e-21,2.117582368135751e-22,0.0,5.421010862427522e-20,3.7119729988317117e-23,1.0842021724855044e-19,3.3881317890172014e-21
3,5.540115506980504e-05,5.40414272833856e-05,1.1541241024315788e-05,5.153065806428074e-05,0.0022032668243480414,5.4342235105556296e-05,0.002202501515917048,5.59801433298422e-05,6.182496976767715e-06,4.500669675065597e-06,2.252540344741613e-05,4.052269393617534e-06,0.00223365412070152,1.310773557716729e-05,0.3365681349408177,4.094396871021234e-05,2.1891630282270173e-05,9.061959781384692e-06,0.3365673782433049,6.171261288348352e-06,6.19094483118911e-06,7.976409643965626e-06,0.001200341529205345,0.3365666957593501,0.0022338779368219564,5.209973347184617e-05,0.0033625254941985917,0.00015548483794985193,4.527791381265772e-06,3.6938025117586468e-06,0.00046059637169998803,2.7727220971651796e-06,0.0003521868490069231,0.0002740091288119768,0.00199240153107111,0.000897277577602052,1.4893219959714511e-05,0.001417157492913859,7.398660145863014e-06,0.0017895839209662824,0.0019945850849680683,0.0008974029869057615,0.0019437141788576243,1.697383444179742e-05,0.00011752741652079694,0.0017924863879126974,0.0006740324957217143,0.0007077331327798317,0.0019417408105447576,7.3945847183241105e-06,0.0006740174771276862,0.0002754092136813244,0.00032884478828333326,0.0016837149547855603,0.00027515389923263084,0.0018260755195506056,0.0015811296940054507,0.0003505115271290588,0.0003505094625811964,0.00015548699719974263,7.950999405677258e-06,0.0002833733085944957,1.3590132568646948e-05,1.3395791837367166e-05,6.077893811353476e-06,0.0015827594886031581,0.0007065937357818204,0.0,4.235164736271502e-22,0.0,1.6940658945086007e-21,2.6469779601696886e-22,0.0,3.433397309334605e-22,1.6940658945086007e-21,0.0,3.3881317890172014e-21,0.0,3.2526065174565133e-19,1.6940658945086007e-21,2.117582368135751e-22,8.470329472543003e-22,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,1.096907666694319e-19,0.0,1.0842021724855044e-19,0.0,1.6940658945086007e-21,1.3877787807814457e-17,2.168404344971009e-19,4.235164736271502e-22,2.168404344971009e-19,0.0,0.0,4.336808689942018e-19,1.0842021724855044e-19,1.0842021724855044e-19,7.792703114739563e-20,1.0842021724855044e-19,0.0,0.0,1.0842021724855044e-19,6.776263578034403e-21,2.710505431213761e-20,1.0164395367051604e-20,2.710505431213761e-20,0.0,1.0842021724855044e-19,0.0,1.0842021724855044e-19,8.131516293641283e-20,0.0,1.3552527156068805e-20,0.0,1.0164395367051604e-20,3.3881317890172014e-21,1.0842021724855044e-19,0.0,0.0,1.0842021724855044e-19,0.0,0.0,1.0842021724855044e-19,0.0,1.6940658945086007e-21,0.0,0.0,5.421010862427522e-20,9.187884420125747e-23,0.0,0.0
4,7.028390680159795e-05,7.47973865339686e-05,8.419844376878772e-06,2.2459649110460284e-05,3.9288611853284854e-07,5.5513506230060314e-05,4.4353379377833333e-07,3.5886642179411395e-05,4.976306540946948e-06,5.906555829771977e-05,6.371136708409605e-06,5.86906691558846e-05,2.5551830478844008e-06,8.737749601911907e-06,0.00014748389893299896,2.5057888330506364e-05,6.563603096111361e-06,3.846939466512207e-05,0.0001478528667120408,8.041797504710324e-06,4.978274177607264e-06,3.887963013106345e-05,2.04278488541856e-06,0.00014781994803216806,2.6396570316964957e-06,2.2367108858844652e-05,0.0005677448737122226,6.852989080463124e-07,5.90770222180586e-05,9.587299964085725e-09,6.792097569134001e-07,2.529522886928745e-10,5.851069826381102e-07,2.834093214041257e-07,0.00043313046270995184,7.505327235092352e-07,5.746174982942059e-06,0.000943483829881806,4.682334990184374e-08,0.0008308354460874981,0.0009983218248185662,6.778046194236491e-07,0.0005657906348152492,4.0634732920214285e-06,2.4463878191773555e-07,0.0008305836279999854,0.001058826217965911,0.000943615312381404,0.0009646130138114598,4.500091151498383e-08,0.0010588403369435225,2.6942712422028304e-07,0.0004359819133999924,0.0006948225436558829,0.00018185914276503307,0.0015758825851940063,0.0010589655148342822,0.00043597663890556715,0.0004359807489497847,6.885725188808672e-07,3.889223384191319e-05,2.84851689995588e-07,1.1354156837034208e-05,1.1384359766185157e-05,0.0004359107781043742,0.001058961495870329,0.0006959890661447129,4.235164736271502e-22,3.3881317890172014e-21,3.3881317890172014e-21,8.470329472543003e-22,2.6469779601696886e-23,0.0,4.673639693329801e-23,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.0587911840678754e-22,0.0,5.293955920339377e-23,4.235164736271502e-22,4.235164736271502e-22,2.6469779601696886e-23,2.6469779601696886e-23,4.235164736271502e-22,0.0,0.0,1.0587911840678754e-22,1.0587911840678754e-22,0.0,1.3877787807814457e-17,1.0842021724855044e-19,0.0,1.0842021724855044e-19,2.710505431213761e-20,6.776263578034403e-21,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,2.710505431213761e-20,0.0,1.0842021724855044e-19,5.421010862427522e-20,2.168404344971009e-19,5.421010862427522e-20,8.131516293641283e-20,0.0,2.710505431213761e-20,3.3881317890172014e-21,1.0164395367051604e-20,0.0,1.6940658945086007e-21,0.0,5.421010862427522e-20,0.0,6.617444900424222e-24,2.0328790734103208e-20,1.6940658945086007e-21,3.3881317890172014e-21,8.470329472543003e-22,5.293955920339377e-23,2.710505431213761e-20,4.339720956239478e-23,0.0,4.235164736271502e-22
5,8.370697863945562e-06,8.322559599961158e-06,2.0738711033794764e-08,6.922563527423392e-08,5.68330672624405e-08,5.769290529526319e-06,5.68336860148957e-08,4.009494040346654e-06,1.2584777157123022e-08,5.769347850221639e-06,1.5627131411017547e-08,5.769337775907903e-06,3.050250382712716e-08,2.073594203603475e-08,7.754266809524076e-08,6.921973892368436e-08,1.5619002857477826e-08,4.009442207886455e-06,7.754640566720032e-08,2.073361683827791e-08,1.2584695940861297e-08,4.0094516419401334e-06,3.050507688529224e-08,7.754570395138823e-08,3.050332559690226e-08,6.922439457718568e-08,7.205691987256576e-06,5.764068216270449e-09,5.7693474717812895e-06,4.201182310391745e-12,2.8126199103042056e-09,4.418869624723208e-12,2.5565803338005755e-09,1.086676093872215e-10,2.8153082836832626e-06,2.6666586166259555e-09,3.739375068327675e-08,2.569274863505589e-06,2.9494617401507795e-12,5.397960784267671e-06,6.73252053643583e-06,2.303450565623343e-09,3.676542112992885e-06,2.6559739817602364e-08,1.0862801642125714e-10,5.396086733921173e-06,0.0012875216262933386,2.56927557059962e-06,6.465535410415647e-06,2.097738024680596e-12,0.0012875216148871048,1.0518434482880384e-10,1.8371643088430801e-06,2.216742523035001e-06,5.80015525801985e-07,3.1688737392395357e-07,2.2388318582449113e-06,1.8370335401377715e-06,1.8370335535892656e-06,5.764200252053617e-09,4.009451234440399e-06,1.0540603204502655e-10,7.365746082232416e-08,7.36628279753924e-08,1.8371640928845202e-06,2.238831788596371e-06,3.5124932846818688e-06,3.308722450212111e-24,0.0,0.0,0.0,2.0679515313825692e-25,0.0,4.706359529469513e-25,0.0,6.617444900424222e-24,6.617444900424222e-24,3.308722450212111e-24,8.271806125530277e-25,0.0,5.169878828456423e-26,2.0679515313825692e-25,3.308722450212111e-24,1.6155871338926322e-27,1.0339757656912846e-25,1.0339757656912846e-25,1.6543612251060553e-23,3.308722450212111e-24,0.0,9.693522803355793e-27,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,8.470329472543003e-22,1.0587911840678754e-22,4.235164736271502e-22,0.0,1.3234889800848443e-23,0.0,2.6469779601696886e-23,1.3234889800848443e-22,1.6543612251060553e-24,1.6543612251060553e-24,0.0,4.235164736271502e-22,0.0,3.2311742677852644e-27,0.0,3.308722450212111e-24,0.0,6.617444900424222e-24,1.0339757656912846e-25,2.117582368135751e-22,4.705039997827415e-25,1.3234889800848443e-23,0.0
6,0.0010248141727856683,0.0013409101743093541,2.7778697309563813e-06,0.00022805207783149615,2.573750682011779e-05,0.0013407289140332087,2.4324528137881904e-05,0.0010250194141426124,2.752862977601115e-06,0.0013419563744026055,0.00022808095725708133,0.0013416650270532391,1.4425561819934317e-06,2.7739201415534885e-06,2.446330422202537e-05,0.00022841793971856822,0.0002270755165838602,0.0010244841619751763,2.4578307064009264e-05,2.7541383167779143e-06,2.7466233992769797e-06,0.0010245345649854205,1.4592535502744861e-06,2.4578104279791624e-05,1.4426245728348485e-06,0.00022805192185137318,0.0004618882857524821,1.460313528572384e-06,0.0013419562434625516,2.417852020667921e-08,0.0006220044522375374,2.3637992081758175e-08,0.00012896909694454142,1.8934200226043503e-06,0.00044286782261304864,0.0006217955028169499,1.4552034127386686e-05,0.0003019106200539191,3.174059608856726e-08,0.00044299453899456994,0.00044442997209966046,0.0001364993720532116,0.0011648632527925594,5.654361007011662e-06,1.891720477986829e-06,0.001164910864172958,3.7882192964923626e-07,0.0003032923872481263,0.0001172718972118858,4.599145407468202e-09,8.353260454982669e-08,6.41798255355216e-07,5.883898553506589e-06,0.0001337131592173646,5.135680089320776e-06,1.5635962473796417e-05,0.00025126703496630476,2.149777634175921e-06,2.1434436497530597e-06,1.456260947357693e-06,0.0010245347567373795,6.503655954270434e-07,1.4593652760180992e-05,5.630367877144714e-06,5.880391833195073e-06,0.00025126686587009095,9.483230737132828e-06,0.0,0.0,1.0842021724855044e-19,3.3881317890172014e-21,0.0,8.470329472543003e-22,1.7519687109367118e-21,1.0842021724855044e-19,1.6940658945086007e-21,1.3552527156068805e-20,0.0,2.117582368135751e-22,0.0,4.235164736271502e-22,0.0,8.470329472543003e-22,0.0,2.117582368135751e-22,2.117582368135751e-22,9.343832199399001e-20,3.3881317890172014e-21,2.117582368135751e-22,3.308722450212111e-24,0.0,1.3552527156068805e-20,0.0,0.0,0.0,8.470329472543003e-22,1.3552527156068805e-20,0.0,1.6940658945086007e-21,1.6940658945086007e-21,6.776263578034403e-21,1.3552527156068805e-20,1.3552527156068805e-20,1.3552527156068805e-20,2.710505431213761e-20,4.235164736271502e-22,0.0,6.776263578034403e-21,0.0,1.3552527156068805e-20,8.131516293641283e-20,6.776263578034403e-21,0.0,2.541098841762901e-21,8.470329472543003e-22,0.0,4.235164736271502e-22,8.470329472543003e-22,1.2705494208814505e-21,5.293955920339377e-23,2.117582368135751e-22,0.0,1.3552527156068805e-20,0.0,3.308722450212111e-24,1.3552527156068805e-20,0.0,5.421010862427522e-20,5.421010862427522e-20,0.0,4.235164736271502e-22,1.7486612530305307e-21,0.0,0.0
7,0.0012173905628502586,4.620474144915235e-06,3.3621758654488358e-06,0.0002601878955724279,2.3847013670135347e-05,4.410990214717509e-06,2.3166283704512616e-05,0.0012173996983419512,3.332081205934097e-06,6.151347082190067e-06,0.0002607376780664756,5.772189048736967e-06,2.682318566707578e-06,3.3536317995626673e-06,2.350225761480727e-05,0.0002608544309337078,0.00025907076988701387,0.0012168009600549692,2.3661007561528927e-05,3.332877067566913e-06,3.323868649761989e-06,0.0012168642466218664,2.698149699735695e-06,2.366075267232046e-05,2.68241258039327e-06,0.00026018773745609635,0.0005021055919338361,2.6954230681496223e-06,6.151351603369e-06,2.9089988006721313e-08,0.0006931269616504547,3.0685973816388714e-08,0.00014803940758667961,2.7773561038338874e-06,0.0005140204816433099,0.0006929536878570695,1.7188514338816416e-05,0.0003426657039170862,3.972379389018047e-08,0.0005142684581398191,0.0003558140765769869,0.00015659733978865294,0.0012898642845909514,6.589503858439283e-06,2.772467882752263e-06,0.001289931913336219,1.8718816929452352e-07,0.00034439169020335746,1.3765746817554224e-05,7.117976723813451e-09,5.162140586968474e-07,9.014707796461005e-07,1.8164165241920697e-06,0.00015764445878697512,6.4285675371426175e-06,1.2910618484399995e-05,0.00029425518675335767,3.298191763168253e-06,3.289124172585483e-06,2.6933674536789197e-06,0.0012168643574314115,9.115107149266151e-07,1.720863378883429e-05,6.558117514763856e-06,1.8143644683727671e-06,0.000294255120624221,4.069247559829006e-06,0.0,4.235164736271502e-22,5.421010862427522e-20,0.0,8.470329472543003e-22,8.470329472543003e-22,5.216201178628803e-21,1.0842021724855044e-19,1.6940658945086007e-21,2.710505431213761e-20,0.0,1.0587911840678754e-22,5.421010862427522e-20,4.235164736271502e-22,2.117582368135751e-22,0.0,1.6543612251060553e-24,2.117582368135751e-22,0.0,1.334076891925523e-19,0.0,1.0587911840678754e-22,3.308722450212111e-24,0.0,3.3881317890172014e-21,2.710505431213761e-20,4.1359030627651384e-25,2.710505431213761e-20,0.0,1.3552527156068805e-20,2.710505431213761e-20,0.0,0.0,1.6940658945086007e-21,0.0,1.3552527156068805e-20,1.3552527156068805e-20,0.0,0.0,4.235164736271502e-22,0.0,0.0,1.3552527156068805e-20,2.710505431213761e-20,2.541098841762901e-21,0.0,1.6940658945086007e-21,2.117582368135751e-22,0.0,2.117582368135751e-22,4.235164736271502e-22,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,2.710505431213761e-20,5.421010862427522e-20,1.0842021724855044e-19,1.6940658945086007e-21,0.0,5.21289359687146e-21,4.235164736271502e-22,3.3881317890172014e-21
8,0.0012927526302618031,1.3111718315807906e-05,3.330787457025719e-06,0.000279370266443634,2.2161351011157606e-05,1.288878013063377e-05,2.1319451723139235e-05,0.001292717721181014,3.300533665575007e-06,9.882617169584498e-06,0.00028009231171562755,9.448362207951656e-06,3.2266001307555923e-06,3.31902535902071e-06,2.186031391959216e-05,0.00028025332375257347,0.00027815041904057005,0.0012921289273276526,2.2055241545084046e-05,3.3012702769322743e-06,3.290834309266074e-06,0.001292206229325745,3.242014037881881e-06,2.205493885954949e-05,3.2266891999131526e-06,0.0002793701218709849,0.0005990435372620421,3.238383937331476e-06,9.882703238038697e-06,2.4035981791648402e-08,0.0007283926166386679,3.91951193252761e-08,0.0001607201923710441,3.264311646581353e-06,0.000566652837684321,0.0007281697033715466,1.916580016415276e-05,0.0003702932530940449,3.587470003833883e-08,0.0005666955575359979,0.0005200908011003055,0.00016936598905080584,1.449713055915733e-05,7.241969531690822e-06,3.2581089727284667e-06,1.458597871073752e-05,6.120368689406836e-07,0.000372276040849143,0.00010172231005224018,1.2898361267189671e-08,2.0130175484988924e-06,1.0255093666587988e-06,1.6432484055968047e-07,0.00017223640449153514,6.596571778274986e-06,1.63782990921865e-05,0.00032007754073617973,3.892254024882841e-06,3.8821183230596685e-06,3.2372292830677962e-06,0.0012922062900227905,1.0366576693122683e-06,1.9185287159555663e-05,7.2055444202196954e-06,1.729014752922544e-07,0.0003200775422104811,1.3430855914699316e-06,5.421010862427522e-20,1.6940658945086007e-21,1.0842021724855044e-19,6.776263578034403e-21,3.3881317890172014e-21,8.470329472543003e-22,3.1118532277662185e-21,0.0,0.0,2.710505431213761e-20,0.0,9.926167350636332e-24,0.0,2.117582368135751e-22,0.0,1.6940658945086007e-21,0.0,4.235164736271502e-22,6.352747104407253e-22,2.9010878443459787e-20,0.0,1.3234889800848443e-23,3.308722450212111e-24,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.0842021724855044e-19,1.6940658945086007e-21,1.6940658945086007e-21,6.776263578034403e-21,6.776263578034403e-21,1.3552527156068805e-20,0.0,5.421010862427522e-20,0.0,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,1.6263032587282567e-19,6.776263578034403e-21,3.3881317890172014e-21,0.0,1.0587911840678754e-22,8.470329472543003e-22,1.0587911840678754e-22,1.0587911840678754e-22,5.293955920339377e-23,2.117582368135751e-22,0.0,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,0.0,8.470329472543003e-22,0.0,3.115163228171097e-21,0.0,1.6940658945086007e-21
9,1.2352027386103845e-06,1.8368237514108815e-05,5.180489782106575e-06,0.0004187926885258881,1.7375531422657916e-05,1.75260797485279e-05,1.793990392048716e-05,1.2631637218829874e-06,5.136131677107951e-06,1.5041920737947691e-05,0.0004217773225880445,1.407471797040436e-05,6.927727401942247e-06,5.138471038838103e-06,1.6674609002303963e-05,0.0004219471863382674,0.00041706344744471405,2.0526525587606575e-06,1.7135622277013946e-05,5.134284946380026e-06,5.114326414542111e-06,1.901105440560869e-06,6.938607951516766e-06,1.713491073410885e-05,6.928072929091726e-06,0.00041879263610315385,0.0007861649266054274,6.932330246410021e-06,1.5042954688981863e-05,9.131514943099274e-08,0.001052802342938352,1.1851679541525752e-07,0.00024111868916586862,5.961353929452113e-06,0.0008654974525198517,0.0010523640980691455,2.962090676694059e-05,0.0005544199656531275,9.128392942068629e-08,0.0008656028138184055,0.00025428626764435996,0.0002531994835105729,2.9301069573916008e-05,1.1037594755845266e-05,5.938239030239966e-06,2.9564392800782644e-05,2.655112586277517e-08,0.0005583494144590318,0.00023708354816309767,6.135463612848128e-08,8.851276849556548e-07,1.8138751429235416e-06,1.4033536166442075e-05,0.0002674808319669393,1.0629509778213137e-05,2.103493244278301e-05,0.0004754567468001578,8.333647883024762e-06,8.30894440952819e-06,6.9422037622529885e-06,1.9015769686705774e-06,1.8332745441411113e-06,2.9638945195315675e-05,1.0999703311738171e-05,1.4047229172006807e-05,0.0004754574735069748,1.6908856166460646e-05,1.0842021724855044e-19,0.0,1.0842021724855044e-19,1.3552527156068805e-20,1.6940658945086007e-21,8.470329472543003e-22,1.0257087179747346e-21,3.1763735522036263e-22,1.6940658945086007e-21,5.421010862427522e-20,5.421010862427522e-20,0.0,5.421010862427522e-20,1.2705494208814505e-21,0.0,8.470329472543003e-22,1.6543612251060553e-24,8.470329472543003e-22,0.0,5.1986647137732683e-20,0.0,0.0,3.308722450212111e-24,5.421010862427522e-20,6.776263578034403e-21,2.710505431213761e-20,0.0,2.710505431213761e-20,8.470329472543003e-22,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,4.0657581468206416e-20,0.0,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,0.0,8.470329472543003e-22,0.0,0.0,0.0,6.776263578034403e-21,1.3234889800848443e-23,0.0,0.0,0.0,1.0842021724855044e-19,3.3881317890172014e-21,2.541098841762901e-21,1.0323295786428784e-21,0.0,6.776263578034403e-21
