,Y2Z1,Y1Z2,Y0Z4,Y4Z0,Y3Z5,Y5Z3,Y4Z2,Y2Z4,Y4Z1,Y1Z4,Y5Z1,Y1Z5,Y3Z1,Y1Z3,Y5Z2,Y2Z5,Y0Z2,Y2Z0,Y0Z1,Y1Z0,Y5Z4,Y4Z5,Y3Z0,Y0Z3,Y3Z2,Y2Z3,Y3Z4,Y4Z3,standard_x,X0X1,X1X4,X4X5,X2X3,X3X4,X1X5,X2X5,X0X5,X1X2,X2X4,X1X3,Y1Y4,Y2Y4,X0X2,Y0Y1,Y2Y3,Y1Y2,Y1Y5,Y0Y5,X1,Y3Y4,X0X3,Y2Y5,Y4Y5,Y0Y2,X2,Y1Y3,X4,X0X4,X5,X3X5,Y0Y4,Y0Z5,Y5Z0,X0,Y3Y5,X3,Y0Y3,X2Y1,X3Y4,X3Y2,X2Y4,X0Y3,X0Y2,Y4,X5Y3,X5Y2,X5Y0,X4Y3,X4Y2,X1Y3,X0Y4,X1Y0,X1Y5,standard_y,Y0,X4Y1,X4Y0,X2Y0,X1Y2,X0Y1,X5Y1,X3Y1,X4Z0,X5Z1,X5Z0,X4Z1,X1Z5,X1Z3,X1Z2,X1Z0,X0Z1,X5Z3,X5Z2,X4Z2,X3Z5,X3Z1,X3Z0,X2Z0,X0Z4,X0Z2,X4Z5,X4Z3,X3Z2,X0Z5,Y5,Y3,Y2,Y1,X5Z4,X5Y4,X4Y5,X3Z4,X3Y5,X3Y0,X2Z5,X2Z4,X2Z3,X2Z1,X2Y5,X2Y3,X1Z4,X1Y4,X0Z3,X0Y5
0,0.9873349270576217,0.9872640741210592,0.9198764206578367,0.919773500564167,0.8612062822044437,0.8611360013325207,0.8191798621249333,0.819163732391576,0.8037599881987942,0.8036864830912162,0.8029158143589727,0.8027975209819374,0.7039948236945244,0.7038336602276584,0.6528001640844783,0.65275082999343,0.6300896411422616,0.6300067370551964,0.4760523695526597,0.47595557343605543,0.43991235070754486,0.4398877664692257,0.40387890727018305,0.4038685662483922,0.20132373945947812,0.2012920957590797,0.14739892206399086,0.1473786561335502,0.1298274430160631,0.041685078222486016,0.040749945870520624,0.039986409730906614,0.03891923346879056,0.03798377644559539,0.03705518233997855,0.03664544549340812,0.03639452861500281,0.03548498552014591,0.035467788865611805,0.034601558437282784,0.03407990002091317,0.03380828931737728,0.03349706520794089,0.03319051184803885,0.03265392443615946,0.032492323255279745,0.03225396533471128,0.030924760424157725,0.02988887954855353,0.02962631479179178,0.027702125793697234,0.026748373173318074,0.026456215524415308,0.026323298342616097,0.025106553942982224,0.0240233512463418,0.02379435676648565,0.02320257206833161,0.020069931434708973,0.019862925861912968,0.019320972719265694,0.01684749122955711,0.016846547649538135,0.016337136495975624,0.015370852893071007,0.014630584827357105,0.01224377867494288,1.249000902703301e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.469446951953614e-17,3.2959746043559335e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,4.336808689942018e-18,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00278555227706588,0.002786048360878519,0.9199580887941119,0.9199539246248312,0.8612409034656816,0.8612700795368335,0.015423934993430283,0.0023116069885193305,0.015417473993981912,0.0022685739192737048,0.1501171529943045,0.0022657758667994684,0.5026700576438135,0.0019858743442376257,0.15011135875760878,0.0018423345111757698,0.15403936503461402,0.0017781791404652817,0.1540349576541976,0.001344288735791364,0.4399803514055993,0.43997346577786145,0.4038946602832997,0.40390385049747324,0.5026664467728885,0.0005682902185568004,0.14740462932992465,0.1474073161308006,0.043151243688137886,0.000159638983473887,0.00015366702114751496,0.016507305239943534,0.000159044322416425,0.022214423845385068,0.00015274088663419472,0.00016509972828515455,0.02011736819920905,0.003032420121631055,0.0001569433308764825,0.0001593142890851577,0.00016256019682196141,0.00016181229329777062,0.00015396918471527894,0.00012125815035679534,9.622538424106005e-05,0.003033066583127039,9.75159536907411e-05,0.014740797509910367,0.0001831905193200432,0.015051214953023853,0.019061929505117127,0.00012849319914324717,0.002843504896938647,0.00012519656403311557,0.0001880339922099629,6.929888741332297e-05,0.0107281982871317,0.004058000064928293,0.009692015925644063,0.006628998174399053,0.0013869674845948315,0.016848961705626917,0.01684914912498032,0.010432620120792817,0.0030103752131732265,0.011927184843039293,0.001498296421858069,0.0,0.0,6.505213034913027e-19,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,4.163336342344337e-17,0.0,4.336808689942018e-19,0.0,3.469446951953614e-18,4.743384504624082e-20,2.202285662861181e-20,4.195862407518902e-17,0.0,5.421010862427522e-20,1.3877787807814457e-17,2.168404344971009e-19,0.0,2.0328790734103208e-20,5.421010862427522e-20,2.710505431213761e-19,8.673617379884035e-19,0.0,1.3010426069826053e-18,0.0,1.0164395367051604e-20,5.082197683525802e-21,0.0,0.0,0.0,0.0,8.673617379884035e-19,1.734723475976807e-18,8.673617379884035e-19,1.734723475976807e-18,1.734723475976807e-18,1.3552527156068805e-20,4.336808689942018e-19,0.0,8.673617379884035e-19,1.0842021724855044e-19,1.734723475976807e-18,3.5236570605778894e-19,1.3877787807814457e-17,0.0,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.551115123125783e-17,1.3877787807814457e-17,2.168404344971009e-19,0.0,1.3877787807814457e-17,2.0328790734103208e-20,0.0,3.3881317890172014e-21,1.3552527156068805e-20,0.0,2.168404344971009e-19,0.0,1.0842021724855044e-19,3.2526065174565133e-19,1.3877787807814457e-17
2,0.00017651221727155056,0.00014559104031307784,0.0006091502980631041,0.0006091708867203276,0.861166089691284,0.8611895704773149,5.0273168319972745e-06,4.892060544080789e-06,4.5235145241625445e-06,1.0792877377224182e-05,0.15007533468120343,0.00010857074073946125,0.502590814858874,0.00010090741172364601,0.15007214546305092,0.00010130893033836352,0.00010581191274443466,6.607966563823052e-07,0.00010790551828398638,6.621606137597753e-06,0.4230589132672648,0.0003161164322713706,0.25647265359991966,0.0002974103309765241,0.502588132974829,2.8288743143351114e-05,0.2564664446883935,0.00012980370560312162,0.04563053796093586,0.0012219680596028287,0.0011033563758282693,0.004854367252639732,0.0023086772307457865,0.005442994565852245,0.002462424466123242,0.0023040218995874513,0.00544170949599086,0.004836523420102839,0.0012223097313104213,0.0024583605797670978,0.0016264873188642508,0.0016267918436973791,0.0011045831724612095,0.0016270703626247206,0.0016949762869733862,0.004836153466250805,0.0024592242038874593,0.0041176956880499774,0.002594879184972681,0.004069722883222897,0.00484829466864717,0.0026588373683811223,0.002036203362395919,0.0016280118567940133,0.0021688029626317495,0.0010200988415570546,0.00489880796805893,0.0035802170001440125,0.01467382792271818,0.00774731435121394,0.0035809313198457227,1.27021435576852e-05,0.42304275971555816,0.005414396407628074,0.00036407288832293887,0.015879823514926242,0.002814394747839263,0.0,5.421010862427522e-20,0.0,0.0,5.421010862427522e-20,0.0,2.710505431213761e-20,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,6.776263578034403e-21,3.3881317890172014e-21,2.7755575615628914e-17,1.0587911840678754e-22,1.4823076576950256e-21,1.1107227740640366e-16,2.0328790734103208e-20,0.0,2.7755575615628914e-17,6.776263578034403e-21,3.469446951953614e-17,1.0587911840678754e-22,3.3881317890172014e-21,1.2705494208814505e-21,2.168404344971009e-19,8.673617379884035e-19,4.336808689942018e-19,0.0,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,1.0842021724855044e-19,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,8.673617379884035e-19,1.0842021724855044e-19,5.421010862427522e-20,0.0,0.0,1.0842021724855044e-19,0.0,2.278518628114068e-19,0.0,1.1102230246251565e-16,0.0,2.541098841762901e-21,8.673617379884035e-19,2.710505431213761e-20,6.776263578034403e-21,4.336808689942018e-19,6.938893903907228e-17,1.3552527156068805e-20,2.168404344971009e-19,1.0842021724855044e-19,5.421010862427522e-20,2.168404344971009e-19,6.776263578034403e-21,0.0,3.2526065174565133e-19,1.6940658945086007e-20,1.0842021724855044e-19,1.3552527156068805e-20
3,4.85279533416817e-05,4.733434644917773e-05,6.999349812269166e-05,4.778544615864111e-05,0.0025020828378445707,0.0025084600766240375,3.7950580670651096e-06,4.815401881213809e-06,3.8359655009786305e-06,1.1371040492725956e-05,0.0004389644946537169,6.476123940231802e-06,0.0014647770728568698,6.050520001138226e-06,0.00043907683147843596,2.2305239804642717e-05,1.7851926146466778e-05,5.338501275523871e-06,1.7678388115279772e-05,1.1996542216966632e-05,0.0012410586764042466,8.819266651085272e-06,0.0007415377088052738,5.01858225755202e-05,0.001464842769667837,2.1877347883853087e-05,0.0007415987805232203,8.873058872111494e-06,0.002529309841231348,0.00035201893785556085,0.000318018711238324,2.404273318767403e-07,0.00034402010904197684,2.8994706819745562e-05,0.0003438555427552781,0.00025440128132993696,2.8935591070980382e-05,0.0017863485474717896,0.000352011688860645,0.00025429187517198937,0.00046845332741483577,0.0004683834429462222,0.00031800100756192233,0.0004683804501896847,0.00046996947682364186,0.0017863465632380377,0.0004693812139814849,7.18603157959887e-05,0.0004774646853696493,7.208732695051864e-05,1.819193170252765e-07,0.0004692789117229643,7.487851854093108e-05,0.0004684306847610396,0.00040564829800098336,0.0004706288557457911,0.0018858529150264057,0.0058947369228539055,0.0016808597872998614,0.007202773225389573,0.005894740938286646,5.026623251335186e-05,0.0012411582090667067,0.0026171340331171177,0.007203159820437278,0.0011759303029829468,7.395728711561959e-05,6.938893903907228e-18,1.4823076576950256e-21,3.3881317890172014e-21,3.3881317890172014e-21,1.3234889800848443e-22,0.0,1.6940658945086007e-21,0.0,0.0,5.293955920339377e-23,2.117582368135751e-22,1.6940658945086007e-21,1.0587911840678754e-22,1.3877787807814457e-17,1.1528829787457823e-23,0.0,1.8931186371133613e-19,1.6940658945086007e-21,4.235164736271502e-22,0.0,3.3881317890172014e-21,6.938893903907228e-18,1.550963648536927e-25,4.235164736271502e-22,4.499862532288471e-22,1.0842021724855044e-19,0.0,5.421010862427522e-20,1.0842021724855044e-19,2.117582368135751e-21,2.117582368135751e-21,0.0,1.3552527156068805e-20,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,2.168404344971009e-19,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,9.486769009248164e-20,9.486769009248164e-20,1.0842021724855044e-19,2.710505431213761e-20,8.131516293641283e-20,1.0842021724855044e-19,0.0,4.235164736271502e-22,1.0842021724855044e-19,0.0,2.117582368135751e-22,2.710505431213761e-20,2.7755575615628914e-17,3.1763735522036263e-22,3.3881317890172014e-20,0.0,2.710505431213761e-20,0.0,0.0,0.0,2.710505431213761e-20,1.2705494208814505e-21,0.0,2.6469779601696886e-22
4,0.004701437704575336,0.01192535298219233,0.02579626890437587,0.02777159323478924,0.003492102408978669,0.01129815172542245,0.005350555718856335,0.004193911467232364,0.005322441868742529,0.011352071824846103,0.004821093713717393,0.011862889905675644,0.01715148031943438,0.011714329836617014,0.00485811464466752,0.008231065658745512,0.004388384716756935,0.004444405392450629,0.004552673538534802,0.011596239384277012,0.016744473104646246,0.02110419539272567,0.010485294305576152,0.02165307559826106,0.017117974675705794,0.007683986200449356,0.01046857373615618,0.021084973288141417,0.08966470905890508,0.006263484586923128,0.0014737112782262308,0.00023230619538095463,0.016021586048070025,0.002121044961416894,0.017522682199029423,0.012869173137865092,0.0020067685800612134,0.09375133764608523,0.0018247474112974395,0.007898686239428934,0.004676667795475539,0.0036452732811147557,0.003391387299232573,0.007268111284377101,0.013640062058735365,0.0936968661155381,0.01582502328650414,0.0020769397859389553,0.00391668019811537,0.0017930768751519741,0.00020696202752361277,0.008128731108695861,0.0009836097102532992,0.004748253965595658,0.002131779009892532,0.003357629512380866,0.011524674825610062,0.09086040112594973,0.039016809697193545,0.0006897455160725344,0.0907367080584364,0.021625607418774936,0.01673547407577744,0.00923686844378305,4.0025782374285e-06,0.05115080455531572,0.0005245487615231376,2.7755575615628914e-17,2.710505431213761e-20,4.336808689942018e-19,2.168404344971009e-19,1.3552527156068805e-20,0.0,8.673617379884035e-19,0.0,5.421010862427522e-20,0.0,1.0842021724855044e-19,4.336808689942018e-19,0.0,0.0,1.7628873214730126e-19,2.168404344971009e-19,4.336808689942018e-19,0.0,1.0842021724855044e-18,2.7755575615628914e-17,0.0,1.3877787807814457e-17,1.8539433633028499e-19,2.168404344971009e-19,0.0,4.336808689942018e-19,6.938893903907228e-18,1.734723475976807e-18,8.673617379884035e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,6.505213034913027e-19,0.0,0.0,0.0,8.673617379884035e-19,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,2.168404344971009e-19,0.0,0.0,4.336808689942018e-19,8.673617379884035e-19,3.469446951953614e-18,2.168404344971009e-19,4.336808689942018e-19,0.0,0.0,0.0,1.734723475976807e-18,0.0,1.6263032587282567e-19,3.469446951953614e-18,0.0,1.3552527156068805e-20,0.0,1.0842021724855044e-19,4.336808689942018e-19,0.0,0.0,4.336808689942018e-19,0.0,0.0,2.168404344971009e-19,0.0
5,0.008433412972368522,0.015030083727246124,0.032192418236974746,0.06202536423220465,0.07144787477512193,0.009295096810290445,0.06465022223600352,0.010763339229260278,0.06452046662448563,0.016694056542026433,0.004827384681558158,0.011490828633876153,0.07376725185445804,0.011318192468845849,0.004959620364405307,0.007597605950475716,0.041656933986666686,0.010038573414867727,0.04153507255147653,0.016116338458611254,0.01460250549039935,0.05890884224178153,0.07949387327866322,0.04282480411403908,0.0736871936272771,0.007184627703426051,0.07953075495889803,0.058725921116951775,0.19941152067099874,0.017682716040844162,0.007410925634460537,0.003918098443898062,0.01651066883640035,0.0020235548435351904,0.005785499184324319,0.00839089382371794,0.006349307872179624,0.00018143172531459405,0.0017562882551164938,0.002895603845272242,0.0011979852512787664,0.00194493995839932,0.0005236624392495929,0.017863039742651195,0.016540799039017097,6.078952642091626e-05,0.005172290163752622,0.008836260071446014,0.008320722573011887,0.003029585346235598,0.0008812620918535543,0.0076059871960172335,0.00619541898498025,0.003998831924184295,0.021311198195645947,0.005370446657645975,0.0266115218739612,0.1532191700777159,0.07973151014874089,0.25130480706471525,0.15250290589454996,0.04244310124486042,0.014644891188137703,0.05244535677211859,0.24756559288025498,0.10683665124673454,0.0027795882520585064,1.3010426069826053e-18,0.0,1.734723475976807e-18,0.0,0.0,8.673617379884035e-19,6.938893903907228e-18,2.7755575615628914e-17,4.336808689942018e-19,0.0,1.0842021724855044e-19,0.0,2.168404344971009e-19,0.0,1.7364175418713157e-20,4.336808689942018e-19,1.1709383462843448e-17,0.0,2.168404344971009e-19,5.551115123125783e-17,2.168404344971009e-19,4.336808689942018e-19,1.8211208365967457e-20,4.336808689942018e-19,2.710505431213761e-20,1.734723475976807e-18,6.938893903907228e-18,6.938893903907228e-18,1.734723475976807e-18,4.336808689942018e-19,4.336808689942018e-19,0.0,4.336808689942018e-19,0.0,0.0,6.938893903907228e-18,1.734723475976807e-18,0.0,1.3877787807814457e-17,1.3877787807814457e-17,1.734723475976807e-18,0.0,0.0,0.0,1.734723475976807e-18,6.938893903907228e-18,3.469446951953614e-18,4.336808689942018e-19,6.938893903907228e-18,1.734723475976807e-18,0.0,6.938893903907228e-18,2.168404344971009e-19,0.0,1.3877787807814457e-17,2.7755575615628914e-17,0.0,0.0,0.0,3.469446951953614e-18,1.734723475976807e-18,1.6263032587282567e-19,1.734723475976807e-18,0.0,2.710505431213761e-20,3.469446951953614e-18,8.673617379884035e-19
6,0.00010738936629352646,0.0003785551360346107,0.0008086736495486841,0.00012403568698254934,0.00012768426233105565,0.00035596281028537203,0.00012473356159963764,0.00010860800235246353,0.0001249481393155322,0.000377057425385269,0.00035162103669558113,0.0003769449239302388,0.0001267203794388057,0.0003769404864101759,0.00035155122313775824,0.00010941041346249723,0.000807474661288887,0.0001090230517803123,0.0008075410658532475,0.00037712571423504835,0.00035573418182374467,0.00012370217606077414,0.00012611925685421428,0.000810165288214618,0.00012665189924141983,0.00010937015549100632,0.00012610236127153537,0.00012369829370420375,3.720024291742615e-05,0.000635664426864798,5.2621042125885526e-05,6.5479414379338274e-06,0.00017780522132609413,2.8776562136788836e-05,0.00023561647293655013,0.00014773135008759619,1.5607686497571569e-06,0.0029930166790206984,0.0006436677888128015,0.0001921614742437898,4.875860437024302e-05,0.0006431695218193441,0.00021436524272961248,0.0006349054313288655,0.00017587262858763505,0.002993075314321807,0.00023458393266262347,1.5512968963295814e-06,0.0001855242833325562,2.8881883980459853e-05,2.6065257575803363e-06,0.00014614014944766893,6.51048754258301e-06,0.00020978987074764575,0.0005737194052795336,0.00019102016924761855,0.0008699254914290199,0.004742980018629205,4.813556441447627e-05,0.00029691797401869204,0.004742829987294717,0.0008101650918914786,0.0003557369945473818,0.0002873403409507275,0.0002969416865909563,0.00018345470703426493,2.617527703552914e-06,1.0842021724855044e-19,1.6940658945086007e-21,8.470329472543003e-22,6.776263578034403e-21,8.470329472543003e-22,0.0,2.710505431213761e-20,0.0,0.0,4.235164736271502e-22,0.0,6.776263578034403e-21,1.3552527156068805e-20,0.0,3.2064073170226903e-22,1.2705494208814505e-21,4.743384504624082e-20,0.0,8.470329472543003e-21,5.421010862427522e-20,0.0,2.168404344971009e-19,3.0625231268782125e-22,4.235164736271502e-22,1.3552527156068805e-20,1.0842021724855044e-19,0.0,0.0,1.0842021724855044e-19,2.0328790734103208e-20,1.3552527156068805e-20,0.0,6.776263578034403e-21,2.710505431213761e-20,0.0,3.3881317890172014e-21,5.421010862427522e-20,0.0,2.710505431213761e-20,2.710505431213761e-20,5.421010862427522e-20,2.710505431213761e-20,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,2.710505431213761e-20,1.3552527156068805e-20,6.776263578034403e-21,1.3552527156068805e-20,3.3881317890172014e-21,1.6940658945086007e-21,8.470329472543003e-22,4.0657581468206416e-20,0.0,0.0,5.421010862427522e-20,0.0,5.421010862427522e-20,5.421010862427522e-20,1.3552527156068805e-20,4.235164736271502e-22,2.0328790734103208e-20,1.6940658945086007e-21,0.0,0.0
7,1.4719811719911489e-05,1.1439609347012674e-06,8.338085843818769e-07,5.770713159846932e-06,7.739818956404616e-06,8.172115691895243e-06,5.77075745443138e-06,1.4719838801829853e-05,5.770754570752198e-06,1.1440543992585518e-06,8.172102985084411e-06,1.1440805886054436e-06,7.739844416791634e-06,1.1440742686359e-06,8.172102671779843e-06,1.4719841294616217e-05,8.337486328144469e-07,1.471982089378255e-05,8.337487466047167e-07,1.1440598615068757e-06,8.17213687788407e-06,5.770737240635277e-06,7.739833316987964e-06,8.338033552181592e-07,7.739843301614437e-06,1.4719838510279957e-05,7.73983323412873e-06,5.7707373265242555e-06,1.2715520029108033e-05,3.63002121072087e-06,2.7930036487333747e-07,3.2313876013354183e-08,9.826789145848202e-07,1.3446207750793815e-07,1.3207414178523372e-06,8.386557877399371e-07,9.40123235254805e-09,1.096964297374091e-06,3.655149981163271e-06,1.0804746873511357e-06,2.7927603567158036e-07,3.6551469968032347e-06,1.1852004126022662e-06,3.6300090008405167e-06,9.826756696382305e-07,1.0969553199552739e-06,1.320732961416755e-06,9.39495514034594e-09,4.7519644301691835e-07,1.344668587387067e-07,1.0477306542983622e-08,8.386456433331319e-07,3.2312049532856976e-08,1.1851651673304594e-06,1.935514578459659e-06,1.0804668808972298e-06,6.067984360373987e-06,6.094975833964776e-07,4.0051986091030286e-06,2.2621324711072366e-06,6.094940124095918e-07,8.338035826001477e-07,8.172137079996499e-06,2.1576488887231347e-06,2.2621230898913126e-06,9.756299645348571e-07,1.0484732341568145e-08,4.235164736271502e-22,1.3234889800848443e-23,1.2407709188295415e-24,2.6469779601696886e-23,6.617444900424222e-24,0.0,0.0,0.0,5.293955920339377e-23,1.6543612251060553e-24,1.3234889800848443e-23,0.0,1.5881867761018131e-22,0.0,1.4006334888279422e-24,0.0,8.470329472543003e-22,0.0,5.293955920339377e-23,2.117582368135751e-22,0.0,0.0,1.4008231605718413e-24,1.3234889800848443e-23,1.5881867761018131e-22,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,0.0,1.3234889800848443e-23,0.0,2.6469779601696886e-23,2.117582368135751e-22,4.235164736271502e-22,0.0,4.235164736271502e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,4.235164736271502e-22,0.0,1.0587911840678754e-22,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,8.470329472543003e-22,0.0,4.235164736271502e-22,4.235164736271502e-22,2.117582368135751e-22,2.117582368135751e-22,5.293955920339377e-23,4.1359030627651384e-25,1.3234889800848443e-23,1.3234889800848443e-23,2.117582368135751e-22,0.0
8,7.692592115555117e-08,2.9877517819487865e-08,4.275218904155175e-08,7.018566612942282e-08,1.0807053819075555e-08,5.2651383532861657e-08,7.018566646036582e-08,7.692591466981584e-08,7.018566528617611e-08,2.987752266300346e-08,5.265138479771244e-08,2.987751971699944e-08,1.0807046483607579e-08,2.987752022506956e-08,5.265138542711816e-08,7.692591958940337e-08,4.2752194261749394e-08,7.692591664964307e-08,4.275219471479529e-08,2.987752247104336e-08,5.2651376432697246e-08,7.018566272201725e-08,1.0807056681044305e-08,4.275218950827564e-08,1.0807046151255004e-08,7.692592039292541e-08,1.0807056651202536e-08,7.018566269514514e-08,2.3655398786577024e-07,3.9267505392529e-08,2.9931350091613854e-09,3.148910906550889e-10,1.0627237235335218e-08,1.2996195201602652e-09,1.4225217789605546e-08,8.988706777473476e-09,9.864925538868385e-11,8.244337100172484e-08,3.967879700051517e-08,1.1447140017237536e-08,2.9931342054057325e-09,3.9678797189392437e-08,1.2865685831270597e-08,3.926750481450571e-08,1.0627240896506577e-08,8.244337142926411e-08,1.4225217420714743e-08,9.864917225786004e-11,1.6019845726371063e-08,1.2996181186342719e-09,8.983526347818696e-11,8.988707685706724e-09,3.148908280186155e-10,1.286568445452527e-08,4.3251288056850437e-08,1.1447138332116885e-08,5.5814122697485606e-08,6.182915250610035e-08,6.230335126089846e-08,1.290588291768481e-07,6.182915192339695e-08,4.275218945555026e-08,5.2651376405548026e-08,1.5257355929646065e-08,1.290588288835381e-07,1.3041060030821948e-07,8.983311225964434e-11,2.0679515313825692e-25,0.0,5.169878828456423e-26,2.0679515313825692e-25,0.0,2.0679515313825692e-25,6.617444900424222e-24,1.6543612251060553e-24,0.0,0.0,2.0679515313825692e-25,4.1359030627651384e-25,8.271806125530277e-25,0.0,1.578064606712825e-26,0.0,9.926167350636332e-24,3.308722450212111e-24,1.0339757656912846e-25,3.308722450212111e-24,0.0,0.0,1.5780652422697067e-26,0.0,8.271806125530277e-25,3.308722450212111e-24,1.3234889800848443e-23,1.3234889800848443e-23,3.308722450212111e-24,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,3.308722450212111e-24,0.0,6.617444900424222e-24,3.308722450212111e-24,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,6.617444900424222e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,0.0,3.308722450212111e-24,0.0,1.6543612251060553e-24,0.0,1.6543612251060553e-24,0.0,1.0339757656912846e-25,1.0339757656912846e-25,2.6469779601696886e-23,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,6.617444900424222e-24,0.0,2.5849394142282115e-26,2.481541837659083e-24,1.0339757656912846e-25,1.6543612251060553e-24,1.2924697071141057e-26
9,1.2560912090793641e-08,1.5844905711301278e-08,4.728712639108838e-08,2.1401687094974285e-08,2.497258716372622e-09,4.216798057645544e-08,2.140168411146934e-08,1.2560914990349822e-08,2.1401683526332933e-08,1.5844911721811337e-08,4.216798628115971e-08,1.5844911137660584e-08,2.4972549382920734e-09,1.5844911086470836e-08,4.2167986280935695e-08,1.2560916904840382e-08,4.7287129943630566e-08,1.2560915232207927e-08,4.728712963702922e-08,1.5844912031582757e-08,4.2167980363676856e-08,2.14016850077553e-08,2.497259789754283e-09,4.728712696556761e-08,2.4972548104330323e-09,1.2560917011422258e-08,2.4972597776066252e-09,2.1401684937101296e-08,2.142385062663796e-07,1.0042417251667013e-08,7.592072155837035e-10,5.651223726155581e-10,2.7175609756558212e-09,2.3136181401849755e-09,3.6205323535950043e-09,2.280122589880494e-09,1.9095346572830148e-10,6.637841342606538e-08,1.017959588391737e-08,2.8687585972465005e-09,7.592072897305183e-10,1.0179596163956327e-08,3.3054853712119753e-09,1.0042417586008126e-08,2.7175612806737057e-09,6.637841450242562e-08,3.6205319417224296e-09,1.909546953913951e-10,5.608873838768636e-08,2.3136179539190824e-09,1.3878534307321577e-10,2.280123161967751e-09,5.651221715957728e-10,3.305484001127304e-09,8.773714156076592e-08,2.8687577190056674e-09,2.314920194966793e-08,8.072158435469847e-09,1.480263010724408e-08,7.888975474499906e-08,8.072158510939887e-09,4.728712695764719e-08,4.216798039647884e-08,8.399885596454091e-08,7.88897551649125e-08,5.2396578041897494e-09,1.3878455337274955e-10,0.0,0.0,0.0,0.0,1.0339757656912846e-25,1.0339757656912846e-25,0.0,1.550963648536927e-25,0.0,5.169878828456423e-26,2.0679515313825692e-25,2.5849394142282115e-26,2.0679515313825692e-25,6.617444900424222e-24,3.737129776796995e-26,5.169878828456423e-26,3.7223127564886245e-24,3.308722450212111e-24,1.550963648536927e-25,1.3234889800848443e-23,0.0,4.1359030627651384e-25,3.7371248464163376e-26,0.0,4.1359030627651384e-25,0.0,2.481541837659083e-24,2.481541837659083e-24,0.0,6.617444900424222e-24,4.963083675318166e-24,1.6543612251060553e-24,0.0,1.9852334701272664e-23,2.481541837659083e-24,2.481541837659083e-24,3.308722450212111e-24,2.481541837659083e-24,2.481541837659083e-24,2.481541837659083e-24,0.0,1.9852334701272664e-23,6.617444900424222e-24,3.308722450212111e-24,1.6543612251060553e-24,2.0679515313825692e-24,6.617444900424222e-24,3.308722450212111e-24,4.1359030627651384e-25,0.0,3.308722450212111e-24,2.481541837659083e-24,0.0,0.0,2.0679515313825692e-24,3.101927297073854e-25,1.0339757656912846e-25,0.0,1.3234889800848443e-23,6.617444900424222e-24,0.0,0.0,2.5849394142282115e-26,0.0,1.0339757656912846e-25,1.3234889800848443e-23,1.0339757656912846e-25
