,Y3Z0,Y0Z3,Y4Z1,Y1Z4,Y5Z2,Y2Z5,Y5Z0,Y0Z5,Y2Z3,Y3Z2,Y2Z0,Y0Z2,Y4Z3,Y3Z4,Y1Z3,Y3Z1,Y1Z5,Y5Z1,Y1Z2,Y2Z1,Y4Z5,Y5Z4,Y4Z0,Y0Z4,standard_x,Y1Z0,Y0Z1,Y4Z2,Y2Z4,X3X5,Y3Y5,X0X1,X0X4,X0X2,Y0Y2,X2X4,X1X2,X4X5,X1X3,X2X3,X1X5,X3X4,X0X5,X0,X0X3,X3,Y0Y1,X2X5,X2,X5,Y0Y4,Y2Y3,Y2Y4,Y1Y2,Y1Y3,Y2Y5,Y0Y5,Y3Y4,X1,X4,Y0Y3,Y4Y5,Y1Y5,X1X4,Y1Y4,Y5Z3,Y3Z5,standard_y,Y4,Y3,X3Y2,X0Y4,X4Y3,X3Y5,X4Y0,Y5,X4Y5,X2Y5,X2Y3,X1Y5,X1Y3,X1Y2,Y2,X5Y2,X4Y2,X1Y4,X0Y1,X5Y1,Y0,X2Y1,X2Y0,X4Y1,X1Y0,X5Y0,X3Y0,X3Y1,X3Z4,X3Z1,X1Z5,X5Z0,X4Z1,X3Z0,X2Z5,X2Z0,X4Z5,X2Z3,X0Z5,X0Z2,X5Z4,X2Z4,X1Z3,X3Z5,X1Z2,X5Z3,Y1,X5Z2,X5Z1,X5Y4,X5Y3,X4Z3,X4Z2,X4Z0,X3Z2,X3Y4,X2Z1,X2Y4,X1Z4,X1Z0,X0Z4,X0Z3,X0Z1,X0Y5,X0Y3,X0Y2
0,0.997550084534808,0.9975104415177402,0.8958347999002735,0.89583125506736,0.8602985200935156,0.8602955093029263,0.8521462595031297,0.8520773936385051,0.6812036102876731,0.6811780132114404,0.6066794120652446,0.6066325057962529,0.46761945459380616,0.4675645028110142,0.4159602814158488,0.4159130460251982,0.29964924125274073,0.2996275213861225,0.14954852329293122,0.14953715998544276,0.14525078883803966,0.14523968566554005,0.14056449799912896,0.14054239389953094,0.09308634827081184,0.08107740541209685,0.0810649765777436,0.07655137944980997,0.07654525985636121,0.034283267180003255,0.0325761649719612,0.03197199851572176,0.031445120460879716,0.029804186102107576,0.02871459593206418,0.026570406252581384,0.02650404788154842,0.026032771249894785,0.02599526017771579,0.025237889051273443,0.02492267253312346,0.02481868689154649,0.02241095201721309,0.021162335135347668,0.01976793895957442,0.018513662175001167,0.0177397632131508,0.016978618974814647,0.01600917952058771,0.015775929855566986,0.014187416753088714,0.014129904087176699,0.013256297301690152,0.013179526352296654,0.012055960332112845,0.011511223135988725,0.01140835657920652,0.011311550504472625,0.01094450225031291,0.010680739333995406,0.010319489956286017,0.009116436545171622,0.006588501152604539,0.00557280345893022,0.005218950751879564,0.003671590844101306,0.003671440027220906,1.942890293094024e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,6.245004513516506e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,3.469446951953614e-17,3.469446951953614e-17,3.122502256758253e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,1.0408340855860843e-17,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.0842021724855044e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,3.7947076036992655e-19,2.439454888092385e-19,2.168404344971009e-19,2.1345230270808369e-19,1.0842021724855044e-19,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.003055512120583924,0.003060513632747829,0.8958595003148339,0.8958496785917376,0.8603233233423582,0.8604073987325269,0.8484986517833206,0.002615529137516846,0.07452451407249266,0.00207993223549904,0.07451782343415235,0.001853878781819127,0.3270597008282152,0.0014256071585940985,0.3348884100869072,0.001267779054524753,0.2996590304535465,0.29963951716344117,0.14955381172659193,0.1495586876278645,0.1452567244366896,0.1452456730803478,0.32705610784692984,0.0004230721748239046,0.03636440924711317,0.33488531452165066,0.00024132887047206784,0.0765547853625759,0.07655644191193756,0.00177250148314328,0.0015672000244748114,0.0015807413442707995,0.0015917538775925871,0.0014955946804791306,0.0014007250455995981,0.015643377172820418,0.016153023190962686,0.022569427074706015,0.0016207734458655307,0.0016977021891203571,0.02212923911239708,0.0016050729744201842,0.0014253011325887541,0.0014246465161835158,0.008905620544928338,0.0017260060755259292,0.0012705137299943224,0.007913091584377824,0.007090593207693561,0.0142941678931286,0.001266739005637447,0.0012910939301491301,0.005390275320814297,0.006629490886841654,0.0009528402894839865,0.0006537525286456106,0.0007405451627418239,0.0009635733955827625,0.009470199773605439,0.008660100964395017,0.008901662498912987,0.0006768514408899214,0.0007787515004337105,0.003524795891465928,0.003259131487151228,0.8484932772522759,1.1179760988910942e-05,9.71445146547012e-17,0.0,1.0842021724855044e-19,0.0,0.0,2.168404344971009e-19,0.0,6.776263578034403e-20,8.326672684688674e-17,2.7755575615628914e-17,0.0,2.168404344971009e-19,0.0,1.0842021724855044e-19,6.938893903907228e-18,5.551115123125783e-17,0.0,1.3877787807814457e-17,2.7755575615628914e-17,2.574980159653073e-19,2.7755575615628914e-17,1.0842021724855044e-19,2.7755575615628914e-17,5.421010862427522e-20,1.3877787807814457e-17,6.098637220230962e-20,1.3552527156068805e-20,5.551115123125783e-17,5.421010862427522e-20,8.131516293641283e-20,1.0842021724855044e-19,6.505213034913027e-19,8.673617379884035e-19,0.0,1.0842021724855044e-19,2.168404344971009e-19,4.336808689942018e-19,0.0,6.505213034913027e-19,8.131516293641283e-20,5.421010862427522e-20,0.0,2.303929616531697e-19,0.0,2.244637310223896e-20,2.710505431213761e-20,8.673617379884035e-19,4.163336342344337e-17,0.0,1.734723475976807e-18,0.0,2.168404344971009e-19,1.3010426069826053e-18,0.0,4.336808689942018e-19,1.0842021724855044e-19,2.168404344971009e-19,0.0,5.551115123125783e-17,4.336808689942018e-19,0.0,2.710505431213761e-20,5.421010862427522e-20,2.168404344971009e-19,1.0842021724855044e-19,0.0,2.710505431213761e-20
2,0.00040561129878952497,0.00041015303216977586,0.00038420286379918067,0.000393701760477028,0.8602120661648301,0.8603783719349479,0.8483865868444134,0.0003493087442483745,0.07451288434984818,0.00028600895106022155,0.07451233183676703,0.00025955471665068026,0.0001576863197299563,1.0805957924223548e-05,0.0001686137396247303,1.145277437733092e-05,0.00014388286508006082,0.1543536884560801,7.236981842513029e-05,0.07299278010803278,6.971261950177994e-05,0.15435427763463616,0.0001580753530167554,1.255141473795602e-05,0.033833928340587814,0.0001688481822478734,1.3837727588346851e-05,3.68166711944647e-05,0.07299001827047796,0.0012084731518501785,0.0012626111148600042,0.00021879551496222885,0.00021588116186848337,0.0012059227090678228,0.0011683338733117176,0.003188974044068001,0.0032546250274254752,0.003239690291063747,0.00021587323246198984,0.0011678814865849919,0.0031963052894952095,0.0002189967809113109,0.001165032894671951,0.001167933509380561,0.009671483691040261,0.0012143704289369918,0.0007505455877132014,0.010137654596919508,0.010019127590004097,0.019744519729751945,0.0007506905825337275,0.0011141557163556362,0.0011722293216279082,0.0009582210277036332,0.0007506893665192832,0.0017961255274662874,0.0005534623194576315,0.000750755944537647,0.0032772322852135886,0.0031753526739357373,0.009671750015617372,0.00027072372316463945,0.00017820029082357038,0.0004897045342959058,0.0004901656896912741,0.8483854846474288,1.5826367788726007e-06,4.8581574689770396e-17,0.0,1.3552527156068805e-20,1.3552527156068805e-20,3.3881317890172014e-21,0.0,0.0,0.0,5.551115123125783e-17,2.710505431213761e-20,2.7755575615628914e-17,5.421010862427522e-20,2.710505431213761e-20,4.235164736271502e-22,5.082197683525802e-21,6.938893903907228e-18,6.938893903907228e-18,1.3552527156068805e-20,1.734723475976807e-18,5.426304818347862e-22,3.3881317890172014e-20,2.541098841762901e-21,6.776263578034403e-21,1.6940658945086007e-21,3.469446951953614e-18,1.5881867761018131e-22,0.0,8.673617379884035e-19,1.6940658945086007e-21,1.0842021724855044e-19,0.0,5.421010862427522e-20,1.734723475976807e-18,6.505213034913027e-19,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,0.0,2.710505431213761e-20,2.710505431213761e-20,0.0,8.673617379884035e-19,1.0842021724855044e-19,7.199780051661553e-21,2.710505431213761e-20,1.734723475976807e-18,6.776263578034403e-21,1.3010426069826053e-18,0.0,5.421010862427522e-20,2.710505431213761e-20,4.336808689942018e-19,5.421010862427522e-20,6.505213034913027e-19,5.421010862427522e-20,1.6940658945086007e-21,0.0,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,2.710505431213761e-20,1.0842021724855044e-19,1.3552527156068805e-20,1.474514954580286e-17,3.3881317890172014e-21
3,6.959326529730016e-05,6.830607841047708e-05,1.6296290909854668e-05,1.6466881352221844e-05,5.9638001172765885e-05,2.7654718906197845e-06,5.885502662060293e-05,2.09184017033044e-05,3.4448224969435904e-06,4.827744882216873e-05,3.634372584292089e-06,2.282458077007204e-05,1.2060846273761723e-05,3.4212521307403444e-07,1.2240170684098238e-05,3.454772116836326e-07,4.621922968697484e-06,1.7488529935815396e-05,4.753479011661574e-06,6.130715336696942e-06,2.632861522077288e-06,1.749753419882893e-05,1.1888129715148615e-05,7.786452157870586e-07,0.0086617398192096,1.2136614608404911e-05,6.584832911803153e-07,2.772519722591047e-06,6.140952224479827e-06,0.0005910440695840904,0.0007164100815572354,0.00014742611885538157,0.00014536121203474148,0.0005910506802713441,0.0007163567260416511,9.125831452170126e-06,1.1664043534499468e-05,1.169042968491605e-05,0.00014540124037386613,0.00023519772575607335,9.155658472417759e-06,0.00014746477959332374,0.00023518933045467885,0.0005498536914223998,0.012984740998544443,0.0005495981183651294,0.000501907488395448,0.013119726882629894,0.004249045397674452,0.004244600635644162,0.0005019137117274566,0.0007171187809069224,5.479390988178457e-05,5.477784234305298e-05,0.0005019029140537268,0.013119604843644765,0.0007169070784549775,0.0005019032971846696,0.0004696494148529693,0.00046170860904357536,0.012984745551219444,5.481101507763223e-05,5.480984247547286e-05,0.0001311550623311643,0.00013115811158080247,5.904273863700034e-05,5.015428691246771e-05,3.758708703440958e-21,0.0,6.776263578034403e-21,8.470329472543003e-22,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.6940658945086007e-21,2.117582368135751e-22,2.7755575615628914e-17,4.235164736271502e-22,5.293955920339377e-23,0.0,2.117582368135751e-22,8.470329472543003e-22,0.0,2.117582368135751e-22,0.0,3.383685693224729e-23,6.617444900424221e-23,5.293955920339377e-23,0.0,2.117582368135751e-22,1.734723475976807e-18,5.790264287871194e-24,0.0,1.734723475976807e-18,8.470329472543003e-22,1.0842021724855044e-19,5.421010862427522e-20,2.0328790734103208e-20,6.505213034913027e-19,5.421010862427522e-20,2.710505431213761e-20,1.0842021724855044e-19,0.0,6.776263578034403e-21,0.0,3.3881317890172014e-21,3.3881317890172014e-21,4.336808689942018e-19,0.0,2.710505431213761e-20,2.710505431213761e-20,6.776263578034403e-21,2.168404344971009e-19,4.235164736271502e-22,2.168404344971009e-19,4.336808689942018e-19,0.0,1.6940658945086007e-21,5.421010862427522e-20,4.743384504624082e-20,5.421010862427522e-20,1.3552527156068805e-20,1.6940658945086007e-21,0.0,2.117582368135751e-22,0.0,4.0657581468206416e-20,5.421010862427522e-20,1.3552527156068805e-20,1.0842021724855044e-19,0.0,1.214306433183765e-17,6.352747104407253e-22
4,0.0010206962973639895,0.0016278925519678281,0.012345182810864247,0.012299945552423582,0.002423344269684205,0.010384689716107539,0.0021956088196794666,0.0015881275295946834,0.010176614262109812,0.0010264862632332538,0.010178219034890114,0.001603381711368358,0.008255823238150464,0.0005153074363146335,0.008973897671374506,0.000511651401930625,0.00921876385877773,0.002976663243677465,0.009227071833981089,0.0004647422469876432,0.007876431990444428,0.002953353726803707,0.008256674529476166,0.0006162438991242586,0.010125677083523738,0.00897404794770574,0.0006135072071831785,0.007881109735614126,0.0004705928613849778,5.756506676218512e-05,5.482078860923963e-05,0.00013336621661524906,0.00013969305971490206,6.443833743378043e-05,6.85292208091478e-05,0.0001270980820548874,0.0001047093559836309,0.0014473379050208182,0.0002453782436816521,1.0809785830325326e-05,0.0014855313037387746,0.00020076265746164304,1.908744439428688e-05,0.00010130515445872204,0.0012931917037358562,4.86159817123211e-05,0.000763349461014677,1.2956355140379347e-05,0.0007483726262155787,0.00024481843015871653,0.0007997709972692726,2.7862550231191358e-05,0.0005575284072814534,0.0004458352316522885,0.000456663350920855,7.045607713189461e-06,2.3694899173026157e-06,0.0004302702803623959,0.005678907004655313,0.004800403138754244,0.0012932999576492146,0.0004905702679604753,0.00047126155679347683,0.0008758397575709832,0.0008095711893886072,0.0021961803300534757,0.0010253554543805466,7.047314121155779e-19,8.673617379884035e-19,0.0,1.3552527156068805e-19,0.0,2.710505431213761e-20,2.168404344971009e-19,0.0,4.336808689942018e-19,0.0,1.3877787807814457e-17,5.421010862427522e-20,8.131516293641283e-20,5.421010862427522e-20,2.710505431213761e-20,4.336808689942018e-19,2.0816681711721685e-17,5.421010862427522e-20,3.469446951953614e-18,1.1049478622483344e-20,2.168404344971009e-19,1.6263032587282567e-19,5.421010862427522e-20,0.0,0.0,1.437639904617162e-20,1.6940658945086007e-21,0.0,0.0,6.776263578034403e-21,6.776263578034403e-21,6.505213034913027e-19,0.0,0.0,6.776263578034403e-21,2.710505431213761e-20,2.710505431213761e-20,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,2.168404344971009e-19,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,1.0842021724855044e-19,4.336808689942018e-19,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,2.168404344971009e-19,4.336808689942018e-19,0.0,0.0,0.0,1.3552527156068805e-20,0.0,1.0842021724855044e-19
5,0.00019694967778463346,0.0006191997681832661,5.4863681574196e-05,0.0009732036629100245,0.0017228633416164398,0.005861148115446779,0.0015886039338708934,0.0005869908265654237,0.006488733735843249,0.00019833166695745275,0.006487757230527977,0.0005745323160047356,0.019538061909031436,0.00017567253528455006,0.01716095242795094,0.00019852606756158044,0.018099615462752572,0.017042025783270055,0.018153028814020214,0.0010252571972251057,0.018058314287347735,0.017364881905498494,0.019537161570349057,0.00015101539420497856,0.015841104737379007,0.017160297256966068,0.0001502946073177867,0.018049374387117005,0.001001492690127657,0.0008007980553435299,0.0008145620783163421,3.835942916488843e-05,0.00025008097676865903,0.000887957416903194,0.0008839263348350546,0.009063203860690639,0.00998698308267737,0.011114045431341552,0.0001415524187803611,0.001210418719690646,0.01011152029024998,0.00028382417325170423,0.001138183156807233,0.001786827424616348,0.018848712504572165,0.001150677344225478,0.0007758994262818788,0.0030722474567245438,0.006363439836436554,0.005935425860654972,0.0007080194065031747,0.0011482647449367704,0.004698886636905124,0.004546524054394824,0.0005655052005899093,0.003044574259522141,0.0011831416543709038,0.0006964056382869068,0.0009304677201779011,0.00032573344873224925,0.018847375207817894,0.006397797101556486,0.007012389647916176,0.01092020620130811,0.010881103251495338,0.0015884670988371525,0.00019772691326047935,1.599198204416119e-18,2.6020852139652106e-18,2.710505431213761e-20,2.0328790734103208e-20,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,1.0842021724855044e-19,1.734723475976807e-18,8.673617379884035e-19,3.469446951953614e-18,2.710505431213761e-20,2.168404344971009e-19,2.710505431213761e-20,0.0,2.168404344971009e-19,6.938893903907228e-18,2.168404344971009e-19,6.938893903907228e-18,9.13869140748585e-21,8.673617379884035e-19,5.421010862427522e-20,1.0842021724855044e-19,5.421010862427522e-20,3.469446951953614e-18,1.1838608926858932e-20,0.0,3.469446951953614e-18,1.0842021724855044e-19,0.0,0.0,5.421010862427522e-20,4.336808689942018e-19,0.0,0.0,6.505213034913027e-19,4.336808689942018e-19,5.421010862427522e-20,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,4.336808689942018e-19,0.0,2.710505431213761e-20,0.0,1.0842021724855044e-19,4.336808689942018e-19,8.673617379884035e-19,0.0,4.336808689942018e-19,8.673617379884035e-19,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,5.421010862427522e-20,5.421010862427522e-20,0.0,1.0842021724855044e-19,0.0,0.0,1.0408340855860843e-17,2.168404344971009e-19
6,1.5090224536687464e-05,6.496431422342881e-05,3.017782749856546e-05,0.001771013076805696,0.0012055067829201552,0.0064752575245755435,0.0011286714267207346,6.326255353436311e-05,0.007211617949621738,1.48488494603144e-05,0.007211614823654946,6.2693939187296e-05,6.6378602438403e-05,6.190998235661831e-06,0.0015802508235826871,6.213637406054814e-06,0.00045314488902175416,0.02213361928355595,0.00035045314540473765,0.0017355196059499337,0.0017926829002268413,0.022171088011861406,6.637609125951849e-05,6.327299609185853e-06,0.012043706686393105,0.0015802529778359245,6.502768171282357e-06,0.0018243995578701407,0.0017475381550378594,2.604298854030928e-05,2.664215120867793e-05,6.968684418208047e-06,1.873469070145078e-05,3.0260010060829406e-05,3.0126216228694315e-05,0.01270446127844939,0.014010383397296957,0.013784712714148765,2.2429391484580156e-06,5.742628128889936e-05,0.012506579831255093,1.0640305504970286e-05,5.3873332600361156e-05,6.976050939240132e-05,0.0191877840634132,5.6212854853681776e-05,2.7024992959642343e-05,0.002796034916785088,0.0047709346082672015,0.006106797863049147,2.274438649362859e-05,5.4197217822203765e-05,0.006810901267306029,0.007000325651618297,2.1113742527041202e-05,0.0027505365859978592,5.608243948664667e-05,2.7921552420561944e-05,0.0003633067988289512,0.001403307649659625,0.019187780838851455,0.011382057100743515,0.012681173882697315,0.01190176365353418,0.01181277809719069,0.001128670718932333,1.4994909869123284e-05,8.533856943587076e-19,4.0657581468206416e-20,1.2705494208814505e-21,0.0,3.3881317890172014e-21,6.776263578034403e-21,0.0,0.0,0.0,1.734723475976807e-18,1.0408340855860843e-17,1.2705494208814505e-21,2.168404344971009e-18,1.6940658945086007e-21,1.0842021724855044e-19,6.505213034913027e-19,6.938893903907228e-18,4.336808689942018e-19,0.0,5.862642591469584e-22,8.673617379884035e-19,8.470329472543003e-22,0.0,6.776263578034403e-21,6.938893903907228e-18,1.805321686896983e-22,4.235164736271502e-22,0.0,0.0,3.3881317890172014e-21,3.3881317890172014e-21,5.421010862427522e-20,0.0,1.0842021724855044e-19,3.3881317890172014e-21,3.2526065174565133e-19,0.0,0.0,2.168404344971009e-19,6.776263578034403e-21,3.3881317890172014e-21,0.0,4.336808689942018e-19,1.3552527156068805e-20,3.3881317890172014e-21,5.421010862427522e-20,4.336808689942018e-19,1.6263032587282567e-19,4.336808689942018e-19,0.0,0.0,3.3881317890172014e-21,0.0,1.0842021724855044e-19,5.421010862427522e-20,0.0,3.3881317890172014e-21,4.336808689942018e-19,0.0,1.0842021724855044e-19,4.0657581468206416e-20,0.0,3.3881317890172014e-21,0.0,8.470329472543003e-22,0.0,0.0
7,0.00010979245679946774,2.2346079240019407e-08,0.00022088929277131876,0.0018229701839896128,0.00142714357622292,0.004469567975155594,0.0015022049962497312,5.5252359406363365e-06,0.004463506896961642,0.00011117056496934489,0.004463501659241181,7.064069269998022e-06,6.367133543341551e-05,3.7618705739175234e-05,0.001821834319642285,3.7480631091725814e-05,0.0005183080043296056,4.881041790796647e-05,0.00042874898366837165,0.0012337454209512457,0.002025993951266432,9.25147287362097e-05,6.366394394221952e-05,4.117668851192842e-05,0.015979976656612587,0.0018218403911635702,4.207570342463502e-05,0.0019849238950815327,0.001230486413132194,6.863243079142818e-05,7.066195304596782e-05,3.643139106853193e-05,8.631595624616544e-05,8.527842897411531e-05,8.436558304683876e-05,0.013703981809704365,0.015278722970276236,0.013938229076003771,1.749051051502473e-07,0.00023418560429437288,0.012716636355837606,3.5503676476385984e-05,0.00022092944857234894,0.0004161393792038807,0.01879510113986864,0.00023156977039677572,9.929736605756505e-05,0.0024595719557230777,0.007124061881881625,0.00687485834860937,8.186464335172819e-05,0.00022042737927137384,0.007303748964824936,0.007832567381359134,7.744432065490798e-05,0.002390007410301386,0.00022922307867489865,0.00010558640345345963,0.0004149052624349736,0.001748252538955909,0.018795042123100056,0.01406751589355417,0.015662369062512005,0.011987657501401901,0.011875009492511277,0.001502196514114569,0.00011159107756052863,3.049318610115481e-19,2.710505431213761e-20,6.776263578034403e-21,1.6940658945086007e-21,1.3552527156068805e-20,0.0,4.0657581468206416e-20,0.0,5.421010862427522e-20,0.0,0.0,3.3881317890172014e-21,1.3010426069826053e-18,2.710505431213761e-20,4.336808689942018e-19,1.0842021724855044e-19,6.938893903907228e-18,0.0,1.3877787807814457e-17,1.821451708841767e-21,0.0,0.0,1.6263032587282567e-19,2.710505431213761e-20,6.938893903907228e-18,3.4857391012984586e-21,4.235164736271502e-22,0.0,6.776263578034403e-21,0.0,0.0,1.6263032587282567e-19,4.336808689942018e-19,1.0842021724855044e-19,6.776263578034403e-21,2.168404344971009e-19,4.336808689942018e-19,0.0,2.168404344971009e-19,2.710505431213761e-20,1.3552527156068805e-20,0.0,4.336808689942018e-19,2.710505431213761e-20,1.3552527156068805e-20,0.0,8.673617379884035e-19,1.6263032587282567e-19,4.336808689942018e-19,4.336808689942018e-19,0.0,4.0657581468206416e-20,0.0,4.336808689942018e-19,2.168404344971009e-19,4.0657581468206416e-20,1.3552527156068805e-20,8.673617379884035e-19,0.0,2.168404344971009e-19,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,2.710505431213761e-20
8,0.0002254160679511184,0.0003430424439865491,0.006359958013245549,0.0069607751508097,0.0022030205102282017,0.011145182803943188,0.0022776615270714423,0.00033864347573623395,0.011058785374025808,0.00022570401174300478,0.01105880567610054,0.00034184682466887,0.0031880222035166723,0.00014308136270072352,0.004858093541615623,0.00014421308225701833,0.004853941374566326,0.0010326260903061532,0.00484618588100626,0.0017857088557847504,0.003193340614822575,0.0010294638920629261,0.0031879956572685984,2.7237815789279747e-05,0.00391757286585723,0.004858062586632353,2.7604526751449864e-05,0.0031872218251835257,0.0017886571469080074,0.0005900531043806399,0.0005911667610603009,0.00015422271707821018,0.0001521276596842039,0.0006038190148965261,0.0006023895166486302,7.10285340900131e-05,6.71130286170378e-05,0.00010760458499262408,0.00011824398289624684,6.0517139465961556e-05,0.00028013543037137237,0.00011902833954102962,8.190333112070706e-05,9.793110610213505e-05,6.214181772757607e-05,1.3375066651231165e-06,0.00013810996336617416,0.011643390904237744,0.007260742402858105,0.0002939876624731165,0.00015139630268445282,5.99195326454143e-05,0.0006377110653760313,0.0005333281670375075,0.00024171647244440651,0.011648906020184724,7.568564536235038e-05,0.00023770305741622528,0.0010688673055080202,0.0018810459562524809,6.210756319495882e-05,0.0002539189651546039,0.0002536679027648315,0.01826680785325651,0.018262989295888703,0.0022776626607415714,0.0002258495580258937,3.2187251995663413e-19,4.336808689942018e-19,0.0,6.776263578034403e-21,0.0,0.0,0.0,3.3881317890172014e-21,1.0842021724855044e-19,5.421010862427522e-20,4.336808689942018e-19,3.3881317890172014e-21,6.776263578034403e-21,1.6940658945086007e-21,2.710505431213761e-20,4.336808689942018e-19,0.0,0.0,0.0,2.7893564231053784e-21,2.710505431213761e-20,3.3881317890172014e-21,2.710505431213761e-20,1.6940658945086007e-21,0.0,1.945425403148152e-21,1.6940658945086007e-21,1.0842021724855044e-19,6.776263578034403e-21,6.776263578034403e-21,6.776263578034403e-21,0.0,2.168404344971009e-19,3.2526065174565133e-19,0.0,2.168404344971009e-19,4.336808689942018e-19,2.168404344971009e-19,4.336808689942018e-19,0.0,3.3881317890172014e-21,2.168404344971009e-19,4.336808689942018e-19,1.0842021724855044e-19,1.3552527156068805e-20,5.421010862427522e-20,0.0,2.168404344971009e-19,0.0,1.0842021724855044e-19,2.710505431213761e-20,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,2.710505431213761e-20,0.0,2.710505431213761e-20,3.3881317890172014e-20,5.421010862427522e-20,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,5.421010862427522e-20,0.0
9,1.3236177320765847e-05,9.968096729119477e-06,8.474765525995364e-06,0.00011151078035215127,2.435481464105369e-07,1.953138638778832e-06,2.41146705951488e-07,9.965680755858623e-06,1.953513468410856e-06,1.3235958576908972e-05,1.9535286923798014e-06,9.965553246290642e-06,8.484920054885233e-06,1.3236087833660494e-05,0.00011151207839977417,1.3236087042211209e-05,0.00011150372485542253,2.403108471952299e-07,0.00011150371166233536,1.9565306540954185e-06,8.47958199520473e-06,2.4019904115623164e-07,8.484914450875115e-06,9.968759503125414e-06,4.956034655749429e-05,0.00011151208758226017,9.968738333138831e-06,8.479554379967095e-06,1.9565188039845546e-06,2.7174171552125994e-06,2.7174035041666377e-06,8.020762256285111e-07,4.697362397972549e-09,9.445878822510173e-07,9.444726911187989e-07,9.747028130246477e-08,7.999444409794223e-07,3.209720981730239e-06,2.2432076435097053e-06,3.337030487105459e-07,4.247223428708703e-07,9.377037695861266e-07,1.1420584246610809e-07,2.5366505792596053e-05,4.5932331837365285e-05,8.270646387362466e-06,8.018988610167813e-07,0.00041755504098931,4.0518479899906076e-05,1.2471558834766462e-06,4.3963089068364585e-09,3.3429505418915927e-07,9.919248945981309e-08,8.022197955528762e-07,2.243004594892394e-06,0.0004175549124373942,1.1481429476354168e-07,9.375190444508659e-07,1.1045181552696986e-05,4.238344688528263e-06,4.593232482452319e-05,3.208745565639922e-06,4.242925501003822e-07,2.697797233386451e-06,2.6969754528379795e-06,2.4114380706960254e-07,1.3235966163048713e-05,1.4214271646111228e-20,8.470329472543003e-22,1.6940658945086007e-21,2.6469779601696886e-23,0.0,2.6469779601696886e-23,0.0,0.0,2.6469779601696886e-23,4.235164736271502e-22,0.0,5.293955920339377e-23,2.117582368135751e-22,1.3234889800848443e-23,6.617444900424222e-24,2.117582368135751e-22,6.776263578034403e-21,5.293955920339377e-23,0.0,3.7377809383334244e-24,5.293955920339377e-23,0.0,6.617444900424222e-24,1.0587911840678754e-22,4.235164736271502e-22,3.737147088596079e-24,6.352747104407253e-22,0.0,0.0,1.6940658945086007e-21,0.0,0.0,2.117582368135751e-22,4.235164736271502e-22,0.0,3.3881317890172014e-21,3.3881317890172014e-21,4.235164736271502e-22,3.3881317890172014e-21,1.6940658945086007e-21,1.6940658945086007e-21,2.117582368135751e-22,3.3881317890172014e-21,4.235164736271502e-22,1.6940658945086007e-21,4.235164736271502e-22,1.0587911840678754e-22,1.3552527156068805e-20,0.0,2.117582368135751e-22,4.235164736271502e-22,0.0,0.0,8.470329472543003e-22,4.235164736271502e-22,8.470329472543003e-22,2.6469779601696886e-23,3.3881317890172014e-21,5.293955920339377e-23,8.470329472543003e-22,4.235164736271502e-22,1.6940658945086007e-21,0.0,1.6940658945086007e-21,2.117582368135751e-22,0.0,1.0587911840678754e-22
