,Y5Z0,Y0Z5,Y0Z1,Y1Z0,Y5Z1,Y1Z5,Y3Z1,Y1Z3,Y4Z1,Y1Z4,Y3Z0,Y0Z3,Y2Z3,Y3Z2,Y2Z5,Y5Z2,Y2Z4,Y4Z2,Y3Z5,Y5Z3,Y2Z0,Y0Z2,Y4Z5,Y5Z4,Y2Z1,Y1Z2,Y4Z0,Y0Z4,standard_x,Y4Z3,Y3Z4,X1X5,X1X2,X0X4,Y1Y5,X0X3,X0X1,X3X5,X0X2,Y0Y1,X4X5,Y3Y5,X1X3,X1,X0,Y0Y3,Y1Y2,X2X5,X1X4,X0X5,Y0Y4,Y0Y5,X5,Y0Y2,X3X4,Y1Y3,Y4Y5,Y3Y4,Y2Y5,X2X3,X3,X2X4,Y1Y4,Y2Y3,X4,X2,Y2Y4,Y1,X0Y4,X1Y3,standard_y,Y5,Y4,Y0,X4Y5,X4Y3,X4Y1,X4Y0,X3Y5,X3Y4,X2Y3,X0Y5,X5Y2,X0Y1,X2Y1,Y2,X3Y2,X1Y2,X0Y2,X1Y0,X1Y4,X1Z4,X5Z1,X5Z0,X1Z0,X0Z5,X3Z5,X3Z1,X2Z1,X0Z3,X2Z4,X5Z4,X5Z3,X3Z2,X3Z0,X2Z0,X0Z2,X2Z5,X4Z5,X4Z0,X1Z2,X0Z4,X3Z4,Y3,X5Z2,X5Y4,X5Y3,X5Y1,X5Y0,X4Z3,X4Z2,X4Z1,X4Y2,X3Y1,X3Y0,X2Z3,X2Y5,X2Y4,X2Y0,X1Z5,X1Z3,X1Y5,X0Z1,X0Y3
0,0.9948847530091962,0.994840739864442,0.9095533332376466,0.9095478593518077,0.714463080918031,0.7144271731359412,0.6738750060714929,0.6737503922168366,0.5979929367716679,0.5978519270250744,0.4593787073368951,0.4592965217227638,0.41049692332112464,0.4104748786112447,0.39986789815669954,0.3997925764031993,0.3800615344675258,0.3800604665403898,0.3197230087022316,0.31967995107636904,0.29405585338489315,0.2939874559664586,0.27581033704169255,0.2757591582470641,0.15463083539508915,0.15459393773047292,0.1363466502058929,0.13631531889863818,0.08273300414005183,0.07254509081383505,0.07254139876688045,0.029912572371970144,0.027091063808542523,0.026984274842181216,0.026945895672242648,0.02652726301399163,0.026522934556539226,0.02575464751484461,0.025439882311457593,0.02295062029351026,0.02288681086010111,0.02245479710816415,0.022067689066065613,0.021739173308257212,0.021338111450116305,0.021234619414781872,0.021141081338434113,0.021023293440576865,0.02060687851987441,0.01992520170126478,0.019268991805127048,0.019042808284931607,0.018389572665116212,0.015577905479691487,0.015326714407458482,0.015064746995185375,0.014762248312936443,0.014196748288995805,0.012782924516613873,0.011874877477980553,0.009412842186385259,0.008963780410961804,0.008575485684848165,0.00789482313463474,0.006020308399245205,0.0058329961309316275,0.005453011892263446,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,3.9898639947466563e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.214306433183765e-17,6.938893903907228e-18,2.6020852139652106e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,6.505213034913027e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,3.2526065174565133e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0029417454627228483,0.002938853391135465,0.0026853636638335477,0.1951335839336402,0.002106275105913796,0.19512545888841354,0.6739114513411699,0.6738934035493693,0.5980039622937389,0.5979798365527224,0.13966139272860564,0.0013529481927281688,0.4105137110171969,0.4104991258313186,0.10581360483261693,0.001176030828308972,0.38007723110157016,0.3800688823509013,0.139656823993586,0.0009400323147289145,0.10580977598503336,0.0008622157136981884,0.13946555903908694,0.0008107486908291821,0.15463775115570114,0.15462811572817486,0.1394629219799487,0.00039792250059773784,0.018076587237229123,0.0725469307714092,0.07254594677057605,0.0019024625295377682,0.010573976880071424,0.0018961618990781326,0.001968110174576176,0.001818579303247454,0.0017325107545196744,0.0018053186246046187,0.0018958080260384523,0.0017791496746144867,0.0017214085445899125,0.0013878804962038326,0.00539839822935281,0.007808197538048444,0.0018455816765451613,0.001255561159618422,0.008776824614931528,0.001712646591010961,0.006132554628479005,0.0007087252995776397,0.0011115436453794742,0.0007036243703588028,0.0017449760141423128,0.0010939875711238303,0.01056247459536229,0.002288151088626159,0.0009724122036475198,0.009805404387533367,0.0009893156587279708,0.0059786535282969405,0.005838993680960177,0.0053961551144374184,0.001504419746494389,0.0021056747713199047,0.004819485503014991,0.0032004682058929877,0.002567224916037344,2.7755575615628914e-17,0.0,0.0,8.283304597789254e-17,4.336808689942018e-19,0.0,0.0,2.168404344971009e-19,0.0,1.3877787807814457e-17,0.0,2.168404344971009e-19,5.551115123125783e-17,5.551115123125783e-17,0.0,0.0,1.0333801956502464e-19,3.469446951953614e-17,0.0,2.7755575615628914e-17,1.734723475976807e-17,5.421010862427522e-20,1.5415999640028266e-19,6.938893903907228e-18,6.505213034913027e-19,1.0842021724855044e-19,1.0842021724855044e-19,6.505213034913027e-19,0.0,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,2.168404344971009e-19,2.710505431213761e-20,5.421010862427522e-20,4.336808689942018e-19,0.0,2.168404344971009e-19,0.0,3.2526065174565133e-19,1.0842021724855044e-19,2.168404344971009e-19,2.168404344971009e-19,5.421010862427522e-20,0.0,5.551115123125783e-17,5.421010862427522e-20,0.0,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,4.336808689942018e-19,4.336808689942018e-19,1.3877787807814457e-17,4.85722573273506e-17,4.336808689942018e-19,3.2526065174565133e-19,2.168404344971009e-19,0.0,4.336808689942018e-19,0.0,2.168404344971009e-19,0.0,1.0842021724855044e-19,2.168404344971009e-19
2,0.0010711507591278729,0.0010705089728165634,0.0004902637778796228,0.0018247340812960582,0.00043097054757558896,0.0018247153010118584,0.006262378562038375,0.006277028275360598,0.5254258806107097,0.005574190405754902,0.0013038544602347185,0.0004905364349877389,0.2558795680792211,0.0038275876910149986,0.10580940827434498,0.00043397067713739866,0.38007754169144314,0.3800397777213027,0.0013038943176535698,0.0004314131981614381,0.10580896461721959,0.0003198209251858851,0.13945118465354595,0.00029957431535729663,0.2558523593065304,0.0014647822216983786,0.13945085314880518,0.00014906012282606915,0.015655079855630236,0.5253878036053719,0.0006777458735812295,0.00011941691640820465,0.0036950308393767133,0.0004718875837142091,0.0001665201431121187,0.00011926478407785405,0.00011459015807818911,0.00011392236835778804,0.00047738679386382635,0.0001670903085986693,0.0004609481758970718,0.00016710439453764643,0.005010430311069276,0.0031464808859336373,0.00046738735298497685,0.00016728826972807137,0.0030461311243602657,0.000464426300989429,0.0029620272427694433,0.0005805560047125969,0.00033740276920853865,0.0005808964632651548,0.0004801745636201628,0.00022795221154633266,0.003660057369999727,0.005026368975831004,0.0002956539629315248,0.003157193379684565,0.00019411899141178208,0.0029293886280857594,0.0035236430182688247,0.005437480954307149,0.0012988564000555355,0.0021715632528639525,0.007070380658690784,0.0028621372093421307,0.0026031453984055922,2.168404344971009e-19,0.0,6.938893903907228e-18,2.439454888092385e-19,8.131516293641283e-20,0.0,5.421010862427522e-20,0.0,0.0,5.421010862427522e-20,5.421010862427522e-20,2.117582368135751e-22,4.336808689942018e-19,0.0,3.469446951953614e-18,0.0,6.617444900424222e-24,1.0842021724855044e-19,0.0,0.0,1.3552527156068805e-19,5.421010862427522e-20,6.617444900424222e-24,5.421010862427522e-20,8.131516293641283e-20,2.710505431213761e-20,2.710505431213761e-20,1.0842021724855044e-19,2.710505431213761e-20,0.0,0.0,4.336808689942018e-19,0.0,0.0,0.0,2.710505431213761e-20,0.0,4.336808689942018e-19,1.0842021724855044e-19,1.3552527156068805e-20,2.168404344971009e-19,2.168404344971009e-19,0.0,5.421010862427522e-20,6.776263578034403e-21,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,4.336808689942018e-19,0.0,0.0,2.7755575615628914e-17,1.0408340855860843e-17,0.0,0.0,0.0,5.551115123125783e-17,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.3234889800848443e-23,2.710505431213761e-20,0.0
3,0.001104664146563126,0.0011052687870635697,0.0003865889120070104,1.9489125279880202e-06,0.0001767917899971307,2.6245930548036007e-06,0.000400594083189447,3.999978232785976e-06,1.4891700952280337e-05,5.004278871644295e-06,8.413309078552167e-05,0.0003868070375402777,0.6359378697678617,0.00027028208214065306,0.10579929198875235,0.00047130431634736657,0.6359388019764076,3.888630429522802e-06,8.590122016098583e-05,0.0001758130976947767,0.10579855127059154,0.00035120913972509917,2.507100488157542e-06,0.00017820948125513812,0.6359377449300141,3.45295053406303e-06,3.5836981998290763e-06,0.0003891596385608507,0.002242277432570449,1.4843075054190717e-05,0.00040030153469716506,5.259144657513246e-07,0.00010905541119711982,0.0004321174553760966,7.248096348886547e-07,0.000759954523310481,4.2360084383941446e-07,0.0006240600350711213,0.002967322902272478,7.631708033452993e-07,0.000314819134898684,0.0011118409812652628,0.0010663839021945068,0.00010871565744610264,0.0028822715401380207,0.0011118901528259792,6.863176719692392e-05,0.0025740878718175037,0.0006550555454580157,0.0003955901242408242,0.0009084467470780637,0.0003969471630034404,0.0026702181576741856,0.0007351949155666611,0.00010938563290456208,0.0010663473407188685,0.0009091043155130099,0.00010928728293517077,0.0005083221309753979,0.0004871905240258204,0.000790755862545178,0.0013655661427683305,0.0006550428941985667,1.6511102731988367e-05,0.0029811271755642438,0.005713111474809692,0.0006195675877302628,1.0587911840678754e-22,0.0,2.964615315390051e-21,5.55652554607637e-17,8.131516293641283e-20,0.0,2.710505431213761e-20,3.3881317890172014e-21,4.235164736271502e-22,0.0,0.0,0.0,8.470329472543003e-22,0.0,2.7755575615628914e-17,1.0842021724855044e-19,1.0567232325364929e-22,1.0587911840678754e-22,5.551115123125783e-17,2.710505431213761e-20,2.117582368135751e-22,1.0842021724855044e-19,4.200009560237998e-22,6.776263578034403e-21,0.0,2.168404344971009e-19,2.168404344971009e-19,3.3881317890172014e-21,0.0,5.421010862427522e-20,1.6263032587282567e-19,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.6263032587282567e-19,0.0,5.421010862427522e-20,8.673617379884035e-19,2.168404344971009e-19,4.336808689942018e-19,1.4558378780933287e-21,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,0.0,3.3881317890172014e-21,2.117582368135751e-22,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,1.6940658945086007e-21,2.541098841762901e-21,3.3881317890172014e-21,1.3010426069826053e-18,1.0842021724855044e-19,0.0,2.710505431213761e-20,3.3881317890172014e-21,1.6940658945086007e-21,3.1763735522036263e-22,0.0,0.0
4,0.0005825603701591344,0.0005824450398873252,0.0003555743054081673,6.489501446705349e-07,0.0003034567040859627,6.49017728825404e-07,6.983693076893061e-05,2.261120560607144e-06,5.8685628214128326e-06,2.4394035312143333e-06,5.646619752722598e-06,0.00035557744498422843,0.0005932486900681361,7.025200867910936e-05,9.271383814299909e-05,0.00030349829134339887,0.00059335447217527,6.319968513311097e-06,5.646752162394878e-06,0.00030346250873765856,9.271375669749112e-05,0.0003556173247342164,1.9738317682371274e-06,0.00030345285403300204,0.0005933010347151566,2.420383612420916e-06,1.9737989040524084e-06,0.00035556973125349105,0.0027150558634722144,5.8585673799395286e-06,6.982185652052927e-05,5.11170973122657e-08,9.309706758757612e-08,2.8311317912175483e-07,9.390042020391124e-09,9.01384910731205e-06,5.1065823792621683e-08,8.453138786463162e-06,2.792809723089471e-06,1.4313533848290525e-08,2.821287378919341e-07,1.3363391236037772e-05,0.0004997170164774761,8.703191068023371e-05,4.4505638991911794e-05,1.3263730059426238e-05,5.3976570434860014e-08,3.4572788324736013e-06,0.00036399664716833276,0.00017749787858904086,2.383161694560693e-07,0.00017748466431878867,4.2068983105697996e-05,1.612609554167219e-05,9.338496836490418e-08,0.0004997165889555884,2.5407007851110626e-07,9.745970529859987e-08,1.648433693251264e-05,0.00036404950558284563,0.0007534452242680423,0.0005164605539227674,0.0003639973395633613,0.00036418848146588495,0.00047914554481046806,0.0029898128315124124,0.0005163182592634063,2.6469779601696886e-23,0.0,1.852884572118782e-22,4.740737526663912e-20,2.710505431213761e-20,0.0,2.710505431213761e-20,0.0,0.0,2.117582368135751e-22,6.617444900424222e-24,0.0,0.0,4.235164736271502e-22,0.0,0.0,2.1535271623809445e-25,2.481541837659083e-24,0.0,4.235164736271502e-22,9.926167350636332e-24,0.0,2.6243193506168444e-25,0.0,4.235164736271502e-22,6.776263578034403e-21,6.776263578034403e-21,3.3881317890172014e-21,0.0,5.421010862427522e-20,1.0842021724855044e-19,0.0,0.0,4.336808689942018e-19,0.0,0.0,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,3.3881317890172014e-21,7.589415207398531e-19,2.710505431213761e-20,0.0,1.2705494208814505e-21,3.3881317890172014e-21,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,1.0587911840678754e-22,0.0,5.293955920339377e-23,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0
5,1.1360336276692893e-05,1.1581636664083937e-05,7.798392298975794e-06,1.6222815633941848e-08,6.683050145825149e-06,1.6418529275227072e-08,3.2957556734386727e-06,4.610513612575839e-08,1.0396126281965362e-06,4.597463661775097e-08,2.89971681205922e-07,7.798070226725906e-06,4.765315315467576e-06,3.295330787583271e-06,6.779079041108176e-06,6.6860937626391e-06,4.764493651369494e-06,1.029618657895494e-06,2.8928433348130895e-07,6.683016475999439e-06,6.779156365039376e-06,7.799306227894389e-06,3.2652379827377873e-07,6.682302537034808e-06,4.765287739628932e-06,4.601179625241139e-08,3.2658594125385594e-07,7.797462904533254e-06,1.5523696651323367e-05,1.0396159756330324e-06,3.295722495488369e-06,1.589884113991216e-10,1.2510140912767413e-10,1.4055697617377303e-10,1.688832151641807e-10,1.633610757723644e-05,1.7341029959780133e-10,1.5288617189071267e-05,1.2694344047677982e-06,1.9100955415727116e-10,5.484383189590347e-11,2.3667870323471195e-05,6.254187595035371e-05,1.5949578055105441e-06,5.231869504374189e-05,2.3662100709227455e-05,1.3422347134790614e-10,2.5849464139734824e-06,6.6740272131525255e-06,0.0002483088088963788,4.908624322235649e-10,0.0002483090986371119,4.999610532099868e-05,2.406593895442238e-05,1.2702822570664037e-10,6.254187561096809e-05,6.962688484668844e-10,1.458000451376931e-10,2.406820742290945e-05,6.673975357402666e-06,1.20807882832693e-05,6.536253247970647e-05,6.674027017135755e-06,6.673867235571474e-06,5.296659997588792e-05,2.014875764874944e-05,6.536268913555034e-05,8.271806125530277e-25,0.0,1.3234889800848443e-23,1.6932387138960477e-21,8.470329472543003e-22,2.117582368135751e-22,0.0,8.271806125530277e-25,2.5849394142282115e-26,0.0,0.0,1.0587911840678754e-22,5.169878828456423e-26,0.0,0.0,5.293955920339377e-23,8.823588567493438e-26,0.0,4.235164736271502e-22,1.3234889800848443e-23,2.6505726415425997e-27,0.0,1.3850246617119076e-26,6.617444900424222e-24,0.0,3.3881317890172014e-21,3.3881317890172014e-21,0.0,0.0,0.0,8.470329472543003e-22,1.3552527156068805e-20,0.0,5.421010862427522e-20,3.3881317890172014e-21,3.3881317890172014e-21,0.0,4.235164736271502e-22,2.710505431213761e-20,6.776263578034403e-21,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,3.3881317890172014e-21,0.0,2.117582368135751e-22,0.0,8.271806125530277e-25,1.0587911840678754e-22,2.5849394142282115e-25,6.938893903907228e-18,3.3881317890172014e-21,6.776263578034403e-21,3.3881317890172014e-21,0.0,2.6469779601696886e-23,0.0,2.710505431213761e-20,1.0587911840678754e-22,4.235164736271502e-22,0.0,5.293955920339377e-23,2.6469779601696886e-23,0.0,0.0,2.117582368135751e-22
6,2.67269761463611e-07,8.349726205292413e-07,8.349719392510342e-07,1.2406056798136566e-07,2.672646355463072e-07,1.2406052115000408e-07,5.632203260753901e-07,1.240605836637913e-07,5.115266926090796e-08,1.240606280439406e-07,5.632242897568597e-07,8.349717436596084e-07,8.282538983554302e-08,5.632203200065414e-07,8.282521757236215e-08,2.672646597984996e-07,8.282540511653568e-08,5.115263836771158e-08,5.632244205435647e-07,2.6726448770468276e-07,8.282512976944353e-08,8.349719379510873e-07,5.115271952154682e-08,2.6726465524652473e-07,8.282540336351103e-08,1.2406063582112712e-07,5.1152701035493045e-08,8.349719385045162e-07,1.043685511463213e-06,5.1152666350271656e-08,5.632203316883281e-07,1.9460966633940836e-13,4.2940115952259586e-14,9.674157927128242e-14,2.0618011153539376e-13,1.2455297155408715e-07,8.105714024719365e-15,4.834073210577548e-08,1.420994970374236e-07,9.259313623195106e-14,2.3434374375776404e-13,4.834011903773193e-08,1.1501823852480038e-07,3.525828908990308e-08,8.728945281091428e-07,1.245524498081502e-07,2.5960040007996263e-14,1.1277486407473852e-07,2.814572256345319e-07,3.095271572511904e-07,1.363619335775632e-13,3.095268667105213e-07,4.2833335768824954e-08,1.4209865347170028e-07,7.489773120259633e-14,1.1501823437197398e-07,2.1755593890193655e-13,1.2660108848813394e-13,1.1277436815665121e-07,2.865855124641399e-07,4.7247524896035796e-08,8.826246837539075e-08,2.8145722372705615e-07,2.865855734001854e-07,5.653880117091004e-08,2.581738844876725e-07,8.826247603619142e-08,6.617444900424222e-24,0.0,2.6469779601696886e-23,1.0918784085699965e-22,0.0,3.308722450212111e-24,1.0587911840678754e-22,0.0,0.0,0.0,5.048709793414476e-29,1.3234889800848443e-23,3.1554436208840472e-30,0.0,2.6469779601696886e-23,1.3234889800848443e-23,6.933347799794049e-31,1.9721522630525295e-31,6.617444900424222e-24,3.308722450212111e-24,1.5777218104420236e-30,0.0,9.352315809944417e-31,0.0,1.6543612251060553e-24,0.0,0.0,0.0,5.293955920339377e-23,6.617444900424222e-24,9.926167350636332e-24,2.6469779601696886e-23,5.293955920339377e-23,0.0,0.0,0.0,3.308722450212111e-24,9.926167350636332e-24,2.6469779601696886e-23,0.0,2.6469779601696886e-23,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,5.293955920339377e-23,3.308722450212111e-24,0.0,0.0,7.888609052210118e-31,0.0,1.262177448353619e-29,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,2.6469779601696886e-23,0.0,1.3234889800848443e-23,1.0339757656912846e-25,5.293955920339377e-23,1.6543612251060553e-24,1.6543612251060553e-24,5.048709793414476e-29,1.0587911840678754e-22,0.0
7,4.379287257407092e-08,1.4858309276802861e-07,1.4858298657621063e-07,2.630618637063533e-08,4.3792353175561544e-08,2.6306184436636984e-08,1.1543658513031382e-07,2.630619351365254e-08,1.2244884894773406e-08,2.6306195895027055e-08,1.1543685482127167e-07,1.485829802757047e-07,1.407983977922135e-07,1.1543658137837824e-07,1.4079871086115094e-07,4.379235148423091e-08,1.4079839539573611e-07,1.2244883175204509e-08,1.1543685771400286e-07,4.3792346846070913e-08,1.4079870688698978e-07,1.4858298914007126e-07,1.2244833611110481e-08,4.379235400821253e-08,1.4079839518036364e-07,2.6306195537548863e-08,1.224483283893339e-08,1.485829867316428e-07,1.7319357881721878e-07,1.2244883776363437e-08,1.1543658319298677e-07,2.0421396531728728e-14,4.000988574714071e-14,6.062789797670811e-14,1.2120985540131714e-14,2.6905863637142857e-08,2.4416247373431156e-15,9.899817938402471e-09,2.9478161812637304e-08,1.1443524893749028e-14,7.561950575847285e-14,9.899930331412351e-09,3.468994903008375e-08,1.5647200612355754e-07,6.485305514471576e-08,2.6905900397872585e-08,8.532046140622134e-15,2.3502158667310812e-08,6.44789563343165e-08,5.3246315074300496e-08,6.798891719161791e-14,5.324630333288556e-08,3.3880249917464544e-08,2.9478218129218202e-08,4.098888399304551e-14,3.468994140983727e-08,6.490642569445221e-14,3.5554218124239706e-14,2.350228277341841e-08,6.558395373297303e-08,7.163200199316223e-08,5.1382647170371804e-09,6.447895533586797e-08,6.558398012011182e-08,1.297998430635995e-07,2.834435774252808e-07,5.138250956924234e-09,8.271806125530277e-25,2.524354896707238e-29,1.6543612251060553e-24,7.361907451721946e-23,6.617444900424222e-24,0.0,1.3234889800848443e-23,6.310887241768095e-30,3.944304526105059e-31,1.2407709188295415e-24,2.524354896707238e-29,0.0,7.888609052210118e-31,3.308722450212111e-24,0.0,3.308722450212111e-24,4.99586227574049e-31,3.1554436208840472e-30,2.6469779601696886e-23,3.308722450212111e-24,0.0,0.0,7.241496590896007e-32,4.1359030627651384e-25,1.3234889800848443e-23,0.0,0.0,0.0,1.3234889800848443e-23,6.617444900424222e-24,1.3234889800848443e-23,5.293955920339377e-23,6.617444900424222e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,1.3234889800848443e-23,5.293955920339377e-23,6.617444900424222e-24,0.0,1.3234889800848443e-23,3.970466940254533e-23,6.617444900424222e-24,1.3234889800848443e-23,6.617444900424222e-24,2.6469779601696886e-23,0.0,3.944304526105059e-30,3.308722450212111e-24,3.1554436208840472e-30,0.0,2.6469779601696886e-23,1.3234889800848443e-23,3.970466940254533e-23,0.0,1.6543612251060553e-24,9.926167350636332e-24,2.6469779601696886e-23,3.308722450212111e-24,0.0,0.0,1.3234889800848443e-23,6.617444900424222e-24,3.1554436208840472e-30,0.0,6.617444900424222e-24
8,1.5184070718143062e-08,6.018598960191943e-08,6.018594752968202e-08,1.3690768307394684e-08,1.518387245050764e-08,1.3690767878524516e-08,9.232425404065956e-08,1.369077273195128e-08,1.6622592325634496e-08,1.369077383599657e-08,9.232465924037451e-08,6.018594524824846e-08,1.5358408579976954e-07,9.232425509631723e-08,1.5358424110978808e-07,1.518387733482339e-08,1.535840855310118e-07,1.6622593622545693e-08,9.232465960913054e-08,1.5183870287412252e-08,1.5358424077785357e-07,6.018594242041923e-08,1.6622530340187634e-08,1.518387288762198e-08,1.5358408500307473e-07,1.3690774054868582e-08,1.6622530161364308e-08,6.018594777867736e-08,2.5081214392983476e-07,1.6622592082288098e-08,9.23242542901389e-08,2.9641358651576894e-15,2.078042284492366e-14,2.156148522665475e-14,1.6593920719878496e-15,1.3934906169266553e-08,7.103833231850975e-16,4.8866049019865445e-09,1.4728137882058357e-08,1.499666312082105e-15,3.38809530258308e-14,4.886654079721331e-09,3.224848868059331e-09,5.9106716698015026e-08,4.86232929708896e-08,1.3934921945429142e-08,1.1687585192064837e-14,1.1792062524451107e-08,3.47192339189845e-08,1.417823345476147e-08,2.3388500203155368e-14,1.4178233007072693e-08,7.940424122914516e-09,1.4728190430065278e-08,2.1983840736890466e-14,3.2248512185475603e-09,3.125855714466553e-14,1.953934042052845e-14,1.1792114265928128e-08,3.5280325627914176e-08,5.259895721420616e-08,3.4564460038408304e-08,3.4719233574605704e-08,3.5280319954884694e-08,5.996205395415178e-08,3.846154721548669e-08,3.456445090246945e-08,0.0,0.0,4.963083675318166e-24,1.4889251025954498e-23,1.6543612251060553e-24,0.0,6.617444900424222e-24,1.1832913578315177e-30,3.944304526105059e-31,6.203854594147708e-25,6.310887241768095e-30,0.0,3.944304526105059e-31,0.0,5.293955920339377e-23,0.0,1.2788174830731246e-31,1.5777218104420236e-30,0.0,0.0,3.1554436208840472e-30,0.0,2.573042405701347e-31,1.0339757656912846e-24,4.963083675318166e-24,8.271806125530277e-25,8.271806125530277e-25,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,3.308722450212111e-24,2.9778502051908996e-23,3.308722450212111e-24,3.3087224502121107e-23,0.0,8.271806125530277e-25,6.617444900424222e-24,3.308722450212111e-24,2.9778502051908996e-23,0.0,2.3161057151484775e-23,0.0,0.0,1.6543612251060553e-24,3.308722450212111e-24,0.0,6.617444900424222e-24,2.481541837659083e-24,7.888609052210118e-31,8.271806125530277e-25,5.9164567891575885e-31,2.6469779601696886e-23,1.9852334701272664e-23,6.617444900424222e-24,0.0,8.271806125530277e-25,2.481541837659083e-24,1.6543612251060553e-24,2.9778502051908996e-23,1.6543612251060553e-24,8.271806125530277e-25,1.6543612251060553e-24,0.0,3.308722450212111e-24,9.860761315262648e-32,3.308722450212111e-24,0.0
9,1.8174721083872954e-08,7.311663904284092e-08,7.311658647364607e-08,1.5148771073073296e-08,1.8174488120558025e-08,1.5148770348192763e-08,5.6111029343438175e-08,1.514877571894002e-08,1.5330723905657793e-08,1.5148777210508027e-08,5.6111129365488606e-08,7.311658393742612e-08,1.552333022037089e-07,5.611102912407508e-08,1.5523338467275077e-07,1.8174493367533627e-08,1.5523330246835039e-07,1.5330725189897708e-08,5.6111130025890807e-08,1.8174485886349295e-08,1.5523338465364113e-07,7.311658101144307e-08,1.5330668142188264e-08,1.817448865630512e-08,1.5523330233938382e-07,1.514877744206272e-08,1.5330667862228583e-08,7.311658674057536e-08,6.942273888091685e-08,1.5330723724783343e-08,5.611102930678565e-08,2.7759449380459807e-15,1.619454705557606e-14,2.704321576250927e-14,1.1327864217055866e-15,1.8785338787483892e-08,2.6173125286565546e-16,6.307481115109869e-09,1.922922869668963e-08,2.7586475283412046e-15,4.125192510281664e-14,6.3075475858505006e-09,1.499201477777151e-08,3.626757643704268e-08,2.2740270753277726e-08,1.8785358797201576e-08,1.0931373119179469e-14,1.5455966565547228e-08,3.840610160295733e-08,1.2843020064406186e-08,2.7889093996812725e-14,1.2843022382657682e-08,2.7933101650916784e-08,1.9229285423148088e-08,2.5210903087406762e-14,1.499201418054741e-08,4.1274357192745334e-14,2.2870349438641198e-14,1.5456033341588757e-08,3.899337404673371e-08,9.011540829168727e-09,1.689304298327171e-08,3.8406101342546016e-08,3.8993376042293504e-08,3.949906815278534e-08,7.860466017896604e-09,1.6893037185077314e-08,0.0,6.310887241768095e-30,0.0,8.271806125530277e-24,3.308722450212111e-24,1.6543612251060553e-24,0.0,7.888609052210118e-31,1.1832913578315177e-30,8.271806125530277e-25,1.262177448353619e-29,8.271806125530277e-25,3.944304526105059e-31,2.0679515313825692e-24,2.6469779601696886e-23,3.308722450212111e-24,1.2557063237404778e-31,5.127595883936577e-30,1.3234889800848443e-23,8.271806125530277e-25,6.310887241768095e-30,0.0,4.5451946687538766e-32,1.0339757656912846e-24,6.617444900424222e-24,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.3234889800848443e-23,4.963083675318166e-24,1.4889251025954498e-23,1.6543612251060553e-24,3.308722450212111e-24,8.271806125530277e-25,1.6543612251060553e-24,1.3234889800848443e-23,0.0,1.406207041340147e-23,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,2.481541837659083e-24,0.0,1.6543612251060553e-24,3.1554436208840472e-30,2.481541837659083e-24,9.860761315262648e-32,2.6469779601696886e-23,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,9.926167350636332e-24,1.2407709188295415e-23,3.308722450212111e-24,3.308722450212111e-24,0.0,1.6543612251060553e-24,8.271806125530277e-24,3.019858152799186e-31,0.0,1.3234889800848443e-23
