,Graph Seed,Approximation Ratio,Error
0,1,0.9999662541753512,2.1247634218753956e-05
1,2,0.9663882865714039,0.00042294207076074215
2,3,0.9547472264062576,0.00041253864567717736
3,4,0.9549494027317347,0.00033440842377316685
4,5,0.9393048066186992,0.0005807650863565133
5,6,0.9813806877245279,0.0002892056722316885
6,7,0.9606977324552541,0.00046745885498845517
7,8,0.9617882734392506,0.00044071519619105515
8,9,0.961922339752315,0.00031992369237103746
9,10,0.9432068476223174,0.0007244100712631342
10,11,0.9773293102973752,0.00038904471931496573
11,12,0.9691763070163261,0.0004709904995235545
12,13,0.9520168512252972,0.0006806501547615746
13,14,0.9751498632356126,0.0003405990544788709
14,15,0.9484285855518046,0.000503831405593083
15,16,0.984145564206017,0.00038273360694242585
16,17,0.980776228566933,0.0003205193061077501
17,18,0.9527083747882475,0.0004617183005157091
18,19,0.9562386084629585,0.000634692684185085
19,20,0.978112724878812,0.0004789662216016543
20,21,0.9738034631290174,0.00032024517447846616
21,22,0.9784103321890758,0.00029652788018336097
22,23,0.982738604625096,0.00038737719158506596
23,24,0.9636485651020579,0.0003841783832178629
24,25,0.9678802287444983,0.0003408679205886815
25,26,0.9935996844777394,0.00034229952691567007
26,27,0.9635298722159218,0.00039297299656016187
27,28,0.9637638715410858,0.0003931683764409924
28,29,0.9872875202047984,0.00019338551663000987
29,30,0.9722759769107588,0.0004379970175615249
30,31,0.9881644830366689,0.00035351936786028076
31,32,0.9637706669591567,0.0007372325589665488
32,33,0.9737733026682945,0.0004657616744114203
33,34,0.9796737921719018,0.00041551791762516033
34,35,0.9530796047640412,0.0003751202596265748
35,36,0.9701843423828941,0.00037012409709832444
36,37,0.9665636228285893,0.0005710624804703519
37,38,0.9578240721954393,0.0004554982425914165
38,39,1.0,0.0
39,40,0.964293511525825,0.0005404307062051547
40,41,0.9567666891252081,0.0008218291998978981
41,42,0.9710641652198677,0.00033682475216346584
42,43,0.9567305821556085,0.0005070941451092863
43,44,0.9698501784659471,0.0003408342302022687
44,45,0.9567740460888486,0.00036910324342925323
45,46,0.9583335329113858,0.00035882725114887105
46,47,0.9614907039274698,0.0005662737865291252
47,48,0.9617083303888562,0.0005410146303806293
48,49,0.9735393220570002,0.00047217798548969376
49,50,0.9562740255938952,0.0006227584485695494
50,51,0.9479722686858256,0.000675018879679442
51,52,0.9996968800664756,8.105160542432705e-05
52,53,0.9645932301891634,0.0005378201825511545
53,54,0.9658000582215985,0.0004477290418243501
54,55,0.9775252200413456,0.0002542617843367235
55,56,0.9711116691667255,0.0004903995600952238
56,57,0.9887327108280833,0.00013525204934568085
57,58,0.9677263710288942,0.0004881619487948065
58,59,0.9631118119301478,0.00042135187252519254
59,60,0.9708730821912841,0.00030355037034229733
60,61,0.9715998744615596,0.0002809420511020328
61,62,0.9680497106026087,0.00033113487598074017
62,63,0.9648455766052267,0.0004254344666009945
63,64,0.9719158869854877,0.0004064413671610597
64,65,0.9747480486092298,0.0003474866252478933
65,66,0.9545014103893275,0.00038572326714155105
66,67,1.0,0.0
67,68,0.9794324907002876,0.0001741440121246974
68,69,0.9582489003578077,0.0006602423900153032
69,70,0.980357111343028,0.00034890790800222893
70,71,0.9662756614589869,0.0004727207789153974
71,72,0.9680579295007395,0.0005503483055680015
72,73,0.9679557856708904,0.0004547011818639635
73,74,0.9618575467332193,0.0005167243794068173
74,75,0.9701410112785507,0.0004648775562399665
75,76,0.9627358444073052,0.00031739549051586105
76,77,0.9711156526424111,0.00036209862398382743
77,78,0.9581729101015921,0.0004821085860143106
78,79,0.9752929752475135,0.0003344682908549494
79,80,0.9994053491255432,0.00021953640152886356
80,81,0.9603960058295292,0.0004269790590846199
81,82,0.99985818089566,7.443014375175494e-05
82,83,0.9999034505626238,7.9486353946676e-05
83,84,0.9627767277658182,0.0003941052942457728
84,85,0.9525106689752171,0.0005221232063190489
85,86,0.9855169192169702,0.00013756192077828556
86,87,0.9835584119090627,0.00020722054766211947
87,88,0.9768282739115444,0.00037474684148446324
88,89,1.0,0.0
89,90,0.9745487455666927,0.0003368777731950948
90,91,0.968610023038731,0.0005458000522444859
91,92,0.9661305563580163,0.0005612011408450528
92,93,0.958464941417015,0.0005520853082016138
93,94,0.9660748609391528,0.0003061931232906761
94,95,0.9712733353155231,0.0005015723191025919
95,96,0.9632086518610844,0.0004394685028455977
96,97,0.9596800989109417,0.0005276172779597076
97,98,0.9718176992314166,0.00037795601618461554
98,99,0.971552886357033,0.0003852024773722603
99,100,0.9649816652573802,0.0002588735396641108
