,Y2Z3,Y3Z2,Y5Z0,Y0Z5,Y0Z1,Y1Z0,Y3Z1,Y1Z3,Y5Z1,Y1Z5,Y0Z3,Y3Z0,Y4Z3,Y3Z4,Y4Z1,Y1Z4,Y2Z5,Y5Z2,Y5Z3,Y3Z5,Y4Z5,Y5Z4,Y4Z2,Y2Z4,Y4Z0,Y0Z4,standard_x,X3X5,X0X3,X1X3,X1X2,Y3Y5,X0X2,X0X4,X0X1,X1X5,Y0Y1,X1X4,X3X4,X4X5,X2X5,X1,Y1Y3,X3,Y0Y4,Y1Y5,Y1Y2,Y0Y3,X0X5,X0,Y0Y2,X2X4,Y0Y5,X2X3,Y3Y4,Y4Y5,Y1Y4,X5,Y2Z1,Y1Z2,Y2Y4,X2,Y2Z0,Y0Z2,X4,Y2Y5,Y2Y3,standard_y,Y4,Y1,X2Y3,X1Y3,X0Y3,X4Y1,Y5,Y3,Y0,X5Y1,X4Y5,X4Y3,X3Y5,X3Y0,X2Y1,X2Y0,X1Y5,X0Y5,X0Y4,X3Y1,X3Y2,X1Y0,X0Y2,X1Y2,Y2,X5Y2,X3Z2,X1Z0,X0Y1,X3Z1,X1Z3,X0Z5,X0Z1,X4Z3,X4Z1,X3Z5,X3Z4,X3Z0,X2Z1,X1Z4,X5Z4,X5Z2,X4Z5,X2Z0,X1Z2,X0Z4,X2Z5,X2Z3,X0Z2,X5Z3,X5Z1,X5Z0,X5Y4,X5Y3,X5Y0,X4Z2,X4Z0,X4Y2,X4Y0,X3Y4,X2Z4,X2Y5,X2Y4,X1Z5,X1Y4,X0Z3
0,0.999740440613412,0.9994820218669168,0.9861439158594081,0.9860697868493817,0.9649742708454685,0.9649115291394008,0.8791773920314221,0.8791761162379639,0.8571520304539126,0.8570318696527119,0.7357586686894886,0.7357118971521592,0.7081111379913518,0.7079223325211628,0.6812680814644692,0.6810854445724563,0.3380221978941086,0.3379817117510938,0.2805009766740506,0.28046206018562886,0.263271944413216,0.263238267686552,0.23967637709107453,0.23967442534833294,0.1579866322558466,0.1579545482503281,0.1252964875780467,0.04706351631510753,0.042821195261744216,0.042517735165859175,0.04075093241019888,0.04007387527836959,0.03642206082107642,0.035381518812239984,0.0351190379568053,0.03404269163159569,0.0320076380974136,0.030933105778332824,0.03009044834737795,0.029486388601116593,0.029131268386298096,0.02904409135804976,0.028997383872280277,0.02894738918318153,0.028820199130172162,0.027672239928015582,0.026866736051091335,0.02497625388237672,0.02495531755287926,0.024711103395896432,0.02246359042561224,0.021742138404344788,0.02158854607080791,0.020674507185013978,0.020577041165823658,0.020390373654966147,0.020098642475780158,0.01970114793515649,0.016877687616303448,0.01687330029316858,0.016206484252974673,0.011717784264115932,0.011652645432480423,0.011650373876771338,0.011174971441646572,0.007390660174612262,0.005759931470354827,3.95516952522712e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.2551405187698492e-17,1.734723475976807e-17,1.5612511283791264e-17,1.0408340855860843e-17,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0026915039150346145,0.0027331100017553575,0.9701811007242709,0.9859655572196504,0.9648705264236608,0.9616485835089881,0.002388488800016962,0.8595398829810843,0.843269170365994,0.8541274060329549,0.7241298684622612,0.0019987772021464504,0.4646526547936387,0.0019316631530767307,0.6724643716352408,0.678769892026768,0.0009208034621278475,0.05924326719851303,0.05332550329839243,0.0007801982756080508,0.25986599197116267,0.25896815858927624,0.45555402423042235,0.0006533990624271121,0.15594229438495483,0.15793190900779847,0.09731578400533591,0.0021779921168242327,0.0021747719583988826,0.0021575682961419403,0.002011438574514103,0.0012357663032410292,0.002020880879945222,0.03739192933802295,0.04086148336243735,0.03697634228535514,0.03721223238362485,0.031965414431697314,0.0020048047013551296,0.028033990694615693,0.00196413393078326,0.03391643546819391,0.000795082830221232,0.00223467397659072,0.029697469298034466,0.025698197644451852,0.0023672471162067416,0.000654001774570876,0.026647215787216225,0.029033717118067223,0.001980882116480791,0.0022293446185275216,0.019761114471392498,0.01747770518656573,0.0009727817903550553,0.016710836113010656,0.018631161921397715,0.02072292138386623,4.605011638918637e-05,0.8508529957898299,0.0018293601834191023,0.0020847271383993074,3.1794664171533215e-05,0.7168602459287231,0.00932330892021854,0.0012423318669129656,0.01767473153122938,1.387643255509885e-16,5.551115123125783e-17,1.942890293094024e-16,5.551115123125783e-17,0.0,2.168404344971009e-19,8.326672684688674e-17,5.551115123125783e-17,0.0,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.168404344971009e-19,2.168404344971009e-19,4.336808689942018e-19,5.421010862427522e-19,0.0,2.7755575615628914e-17,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,4.445228907190568e-18,6.098637220230962e-20,1.0164395367051604e-19,1.3552527156068805e-20,1.3552527156068805e-20,0.0,5.204170427930421e-18,7.995991022080595e-19,0.0,1.734723475976807e-18,3.469446951953614e-18,0.0,4.336808689942018e-19,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.734723475976807e-18,4.336808689942018e-19,1.0842021724855044e-19,0.0,0.0,1.734723475976807e-18,1.3010426069826053e-18,1.0842021724855044e-19,2.710505431213761e-20,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,5.421010862427522e-20,1.1102230246251565e-16,1.0842021724855044e-19,2.710505431213761e-20,0.0,0.0,0.0,2.7755575615628914e-17,0.0
2,2.2234468211367244e-05,3.737381970052186e-05,2.940657327838514e-05,2.5041267907524473e-05,2.4382760276085907e-05,0.10995008271665312,2.6605395377834795e-05,0.8573446692734363,2.444565617742052e-05,0.10406581539926896,1.695960790468577e-05,1.9867636753893614e-06,0.46240103281020517,2.7138029202544527e-05,0.6637929408686543,0.6768306863793498,1.7804576174603743e-05,4.685352919489258e-06,4.236356910005737e-06,1.818349512039499e-06,0.10308341891703457,7.041567531572851e-06,0.43865711194008894,1.3354036341770218e-05,0.10174905941938125,3.210344295375753e-06,0.01708930732965178,1.839666905360893e-05,5.206409037797407e-06,0.0015268249284405419,0.0017718733641399332,3.393959402430482e-05,1.911673147279726e-05,0.000624455514295926,0.0006030776796291051,0.00046372286544030006,0.0006455908347312828,0.0097394815541038,0.001357327289711689,0.0004291481421925526,5.0719304710962735e-06,0.012455053566784967,0.00023966974951532995,0.0015588116497982816,0.0003515723215107499,0.0006341343750524591,0.0015362211472961774,3.5003814420687346e-05,0.0064286941946847575,0.0006370306729937669,3.538732078436132e-05,0.0018844059938114242,0.006428674427717328,0.01563672006522586,0.000773688362054934,0.0003110948306373311,0.007647778198778687,0.0004450657910260013,9.819512713290427e-07,0.8344482660783417,0.001467432207728987,0.0017616834429727748,1.774998655302851e-05,1.6400516089709284e-05,0.006872652391618104,3.4307545504087236e-05,0.01574983248973164,5.551199826420508e-17,5.551115123125783e-17,0.0,5.551115123125783e-17,8.470329472543003e-22,1.0587911840678754e-22,6.938893903907228e-18,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,0.0,0.0,6.776263578034403e-21,0.0,0.0,8.470329472543003e-22,0.0,8.470329472543003e-22,1.3877787807814457e-17,0.0,1.3234889800848443e-22,1.6653345369377348e-16,5.277412308088317e-22,0.0,8.470329472543003e-22,8.470329472543003e-22,1.0587911840678754e-22,2.168404344971009e-19,0.0,4.880365614062863e-22,2.168404344971009e-19,3.2526065174565133e-19,0.0,5.421010862427522e-20,0.0,0.0,1.6263032587282567e-19,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,0.0,4.336808689942018e-19,5.421010862427522e-20,1.0842021724855044e-19,0.0,1.0842021724855044e-19,1.3552527156068805e-19,0.0,1.3552527156068805e-20,5.421010862427522e-20,5.421010862427522e-20,1.6940658945086007e-21,0.0,0.0,0.0,2.168404344971009e-19,5.082197683525802e-21,0.0,0.0,3.3881317890172014e-20,5.293955920339377e-23,1.6940658945086007e-21,4.336808689942018e-19,6.938893903907228e-18,2.710505431213761e-20
3,3.441130068619032e-07,4.9041641869279756e-08,6.175360496816701e-05,6.505671854994713e-05,1.5244395813703006e-05,8.100443136747905e-06,3.954514750452113e-08,3.345241272386209e-05,5.6124803546973284e-05,6.518772195439461e-06,1.3622415399690358e-05,1.697511910808092e-08,0.18668169680942187,2.850980520240882e-08,0.20111246550326084,2.7827538691316387e-05,3.4071802094739377e-07,5.489505939565892e-05,5.550958240116549e-05,1.6322824169341983e-08,0.10420545412220637,1.7195357013849687e-05,0.19765702908001928,2.5721740259922035e-07,0.09636677994188086,1.1160132708807293e-05,0.0007706615560636117,5.479018079856108e-10,4.6358836541841805e-10,3.2926367594270645e-05,1.2161052767137665e-06,5.235186480394633e-10,5.772736604682509e-08,0.00018538546407741543,0.0003538118484529967,0.0001977141645411905,0.00041376120402985785,0.00040706337568644077,1.1571010768043166e-06,7.557111035967829e-05,2.3442619845666001e-07,0.0004718356111941041,3.335126197828913e-05,1.203211610098305e-06,5.866917560297236e-05,0.0003981817387076009,1.2147108006630966e-06,4.484951246613266e-10,0.004645036840778211,0.0001888938966170388,8.8264904172339e-07,4.032077871151525e-05,0.004645027577190366,0.0005634114604809645,5.687138231047155e-07,3.5715840457786916e-05,0.000325738397116366,8.210801104915278e-05,3.3956224139839775e-07,3.2032886813324266e-05,1.1286226366087926e-05,4.376745358438465e-05,3.387444127149443e-07,1.3049013327442333e-05,0.0006147985177301821,8.479543582304995e-07,0.0005669328596952806,7.166692827159432e-21,0.0,4.235164736271502e-22,3.3881317890172014e-21,1.6543612251060553e-24,4.1359030627651384e-25,4.235164736271502e-22,3.3881317890172014e-21,6.617444900424222e-24,4.235164736271502e-21,0.0,6.776263578034403e-21,3.308722450212111e-24,8.271806125530277e-25,0.0,2.0679515313825692e-25,1.6543612251060553e-24,4.235164736271502e-22,5.551115123125783e-17,1.6940658945086007e-21,1.6543612251060553e-24,0.0,2.3175920553116587e-22,0.0,3.618915179919496e-25,2.6469779601696886e-23,0.0,0.0,2.710505431213761e-20,2.240302366826235e-22,2.117582368135751e-22,1.3552527156068805e-20,6.776263578034403e-21,1.3552527156068805e-20,5.421010862427522e-20,1.0842021724855044e-19,5.293955920339377e-23,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-19,0.0,2.710505431213761e-20,1.6940658945086007e-21,1.6940658945086007e-21,0.0,0.0,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,4.1359030627651384e-25,0.0,2.710505431213761e-20,1.0842021724855044e-19,2.6469779601696886e-23,8.470329472543003e-22,0.0,3.3881317890172014e-21,1.6543612251060553e-24,1.3234889800848443e-23,4.0657581468206416e-20,2.117582368135751e-22,0.0
4,1.9522023519217466e-06,5.382440045373633e-08,4.962985598886337e-05,5.345945998480502e-05,4.876793884736135e-06,1.1759142809890066e-06,5.2149806927248157e-08,2.0665764132023296e-06,3.2841637863677906e-05,9.81755135945175e-07,2.615480291478207e-06,2.6548285335281788e-08,0.0007337849607939829,4.4027619262932364e-08,0.0008744390802303112,2.151092733499509e-06,1.7426667990369436e-06,3.235998996417159e-05,3.172990797739175e-05,2.425656167760242e-08,0.00044943488003166074,2.9699674105592877e-05,0.0008496515143501646,1.8595967702934443e-06,0.0003893100035598972,3.744586495922795e-06,0.0008015145627293192,7.793828755727421e-10,6.29756655462909e-10,1.7782023613739233e-05,1.1965737766434313e-08,7.654351948788966e-10,2.4095391019261883e-07,7.920067606783736e-06,7.880084800286699e-07,4.4804560838145075e-07,9.074319347050414e-07,4.30944872385763e-05,1.1241884977400544e-08,1.5842412012562856e-05,2.799899526948911e-07,6.654978207721e-05,1.735552603467641e-05,1.628703657964961e-06,1.873492689401123e-05,8.39832844526408e-07,1.1867221360596711e-08,6.069326780664654e-10,0.006429269010886252,9.135686309595214e-05,2.062957883419461e-06,1.791726163108737e-05,0.00642926661447764,0.00010077216857179174,6.030612701861074e-09,1.804479378930337e-05,4.7330181673779044e-05,4.9594348763973945e-05,1.938496221672656e-06,1.94480177607879e-06,1.7906800696657605e-05,0.00010570292864721026,1.7360952679905928e-06,3.258412878719816e-06,0.0006197815006414279,1.965869159629714e-06,0.00010087192079101588,5.4104229505868434e-20,5.421010862427522e-20,1.0587911840678754e-22,0.0,0.0,2.0679515313825692e-25,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,1.3234889800848443e-22,0.0,0.0,1.9852334701272664e-23,4.235164736271502e-22,1.259511729582696e-23,3.308722450212111e-24,4.1359030627651384e-25,2.117582368135751e-22,0.0,2.117582368135751e-22,6.776263578034403e-21,1.7092911876584048e-23,1.0587911840678754e-22,4.235164736271502e-22,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,6.776263578034403e-21,1.2705494208814505e-21,3.3881317890172014e-21,0.0,5.421010862427522e-20,3.3881317890172014e-21,4.235164736271502e-22,0.0,0.0,2.0328790734103208e-20,0.0,3.3881317890172014e-21,3.3881317890172014e-21,1.6940658945086007e-21,1.0587911840678754e-22,0.0,5.551115123125783e-17,5.421010862427522e-20,5.421010862427522e-20,5.293955920339377e-23,5.293955920339377e-23,0.0,6.776263578034403e-21,0.0,0.0,0.0,5.293955920339377e-23,6.776263578034403e-21
5,0.00032450431350989766,2.8311265299621556e-06,0.0011799293426030845,0.0009393634395597147,0.0008606261419904547,0.003138718404794869,6.038836396649233e-07,0.0035183211378450605,0.0011678099556937148,0.0032546477397375853,0.0008346595442361307,2.1523081978955846e-06,0.0026514063155444576,9.860521335174277e-07,0.002760372094691415,0.003491829044597981,0.0003171575263987507,0.001151872696526722,0.0011529410262054501,2.161002060506926e-06,0.0021017787407613354,0.001202094993199647,0.00288980005643614,0.0003474679597768538,0.002693340724897229,0.0008384752226547145,0.0017737781932023046,1.3415822077578352e-06,6.07440167383447e-07,0.0001360282927742197,7.58877204814645e-06,1.8241146827893336e-06,5.450266422438457e-06,3.0032442471810222e-05,0.00041912397615592224,9.80104716708839e-06,0.00041121583446005936,0.00012150387463334933,4.6649591776286414e-06,7.343865723270812e-06,8.503626788394038e-06,0.0023863365123053277,0.00013777650213459073,3.563768979328503e-06,8.06106054393849e-06,1.0384919270441223e-05,6.644527740061582e-06,4.257674573584365e-07,1.7669252843136624e-06,0.0008792062359499518,5.728944231415937e-06,0.0001582758614116685,3.3731273647965656e-06,0.0012820171280158608,4.365888547797497e-06,1.706065156217419e-05,0.00033657005332920424,0.0012133123390938739,0.00032369767285371476,0.00329944283763084,0.00013856266166288367,0.0007154256331299324,0.0003166066610214032,0.0008609990615963829,0.00022767502013768432,9.305117992319308e-06,0.0012831635509746877,4.339455667902187e-19,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,3.3881317890172014e-21,5.293955920339377e-23,0.0,1.0842021724855044e-19,2.6469779601696886e-22,5.421010862427522e-20,6.776263578034403e-21,0.0,0.0,0.0,1.3234889800848443e-23,5.293955920339377e-23,0.0,0.0,3.469446951953614e-18,1.3552527156068805e-20,0.0,3.2526065174565133e-19,4.60077856701994e-21,0.0,0.0,5.421010862427522e-20,0.0,8.470329472543003e-22,2.168404344971009e-19,4.744707993604167e-21,0.0,0.0,5.421010862427522e-20,5.421010862427522e-20,0.0,5.421010862427522e-20,0.0,8.470329472543003e-22,0.0,0.0,4.336808689942018e-19,0.0,0.0,2.168404344971009e-19,0.0,3.2526065174565133e-19,1.0842021724855044e-19,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.0587911840678754e-22,0.0,2.168404344971009e-19,1.0842021724855044e-19,6.776263578034403e-21,2.710505431213761e-20,2.117582368135751e-22,1.0842021724855044e-19,0.0,6.776263578034403e-21,0.0,2.710505431213761e-20,0.0
6,0.0003326712630021834,3.1187165998250525e-06,0.0010922865392297453,0.0008699935161523054,0.0007633224727385246,0.00029240042929135535,1.173835718505612e-06,5.4132302332336964e-05,0.0010811854659108727,8.663838380345535e-05,0.0007624310357981223,2.2198657882147463e-06,0.002244919605822771,1.529179092411248e-06,0.00288784789880082,6.79983558316598e-06,0.00032084268784711694,0.0010624599158702516,0.0010534454294303995,2.1765256447827174e-06,0.0018527237229613016,0.0010908819310938315,0.002900150394648566,0.0003503181314389439,0.0026448918638537176,0.0007545943750481512,0.0030542629968028324,1.199620825055296e-06,5.34809011670302e-07,0.00013172127354225217,6.9950430140879935e-06,1.6324214463422063e-06,5.042874961678116e-06,2.871254366171165e-05,0.000381399260849878,7.822798516407572e-06,0.0003748966302520606,0.00010687972538205933,2.435419685018222e-06,3.538211698257969e-06,7.73347804249237e-06,0.00364180112553421,0.00013342848312370884,3.4271944788009904e-06,8.93654123425254e-06,9.84132160776607e-06,5.739734574573138e-06,3.7633245105503256e-07,9.92963661378025e-06,0.0007982062881318425,5.286388137279417e-06,0.00015309465859190898,4.1369590176462474e-06,0.0018599662339668314,1.917891981215019e-06,2.4176736965041693e-05,0.0002800711391451326,0.0010768013588336668,0.0003285875805913206,1.5019302398903437e-05,0.00013478144243725529,0.0006912006608147165,0.0003228186624032314,0.0007747974905015808,0.00017150534413968454,8.48282649509789e-06,0.001862513275655892,2.3060471988998327e-19,2.168404344971009e-19,1.3552527156068805e-20,0.0,0.0,1.3234889800848443e-23,5.421010862427522e-20,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,1.0587911840678754e-22,0.0,0.0,0.0,1.3552527156068805e-20,1.6940658945086007e-21,4.336808689942018e-19,2.329340604949326e-21,1.6940658945086007e-21,2.117582368135751e-22,0.0,8.470329472543003e-22,8.470329472543003e-22,0.0,2.3243775212740078e-21,2.117582368135751e-22,1.0842021724855044e-19,5.421010862427522e-20,0.0,1.0842021724855044e-19,5.421010862427522e-20,8.470329472543003e-22,8.470329472543003e-22,4.235164736271502e-22,1.0842021724855044e-19,1.0842021724855044e-19,1.6263032587282567e-19,1.0842021724855044e-19,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,1.3552527156068805e-20,1.0587911840678754e-22,0.0,2.168404344971009e-19,1.0842021724855044e-19,6.776263578034403e-21,0.0,2.117582368135751e-22,1.0842021724855044e-19,8.470329472543003e-22,6.776263578034403e-21,1.0842021724855044e-19,2.710505431213761e-20,0.0
7,0.00036197309319391024,3.3335021611403754e-06,0.0010340984307412834,0.0007877463525507319,0.0006688281488001603,0.00035005275137044904,1.6615516266274864e-06,1.548475231476768e-05,0.0010247186412952706,6.1009784033637036e-05,0.0006804319500696956,2.194049937019132e-06,0.0019011473645569562,2.013008344268616e-06,0.0029210077653077674,6.539970295319492e-05,0.00034458552892741164,0.0010036250131234509,0.0009858682634119988,2.090590295467123e-06,0.0016460279179640073,0.0010105920532231636,0.002905495016390339,0.0003750225285521722,0.0026020949251217146,0.0006625785834017571,0.0005814423928295563,1.1430101101375539e-06,5.04959840010564e-07,0.00013577208522873654,7.437583478529383e-06,1.5616216625149634e-06,4.970573292309338e-06,2.796047590994666e-05,0.000340338280096561,6.095780844543313e-06,0.00033555176589467723,0.00023146990584531254,3.103015591111859e-06,1.4596099442516173e-05,7.471700377871642e-06,2.7335296170284844e-06,0.00013752568501940616,3.0763075734206526e-06,9.585490060824576e-06,1.0098042841016024e-05,5.60891445866988e-06,3.5504973902656126e-07,2.295446814363727e-05,0.0007426620970433604,5.196064986326715e-06,0.00015745893476321456,1.756648241878576e-05,0.002456574676959541,2.3267332298936124e-06,3.2007481763723404e-05,0.0001786199185170377,0.0009729474335408392,0.00035520958110149255,7.867555917419737e-05,0.00013947102175703487,0.0007091980403173973,0.00034938030001606195,0.0006814649995043175,0.00010218691105324553,8.218979329170706e-06,0.0024607359163290503,2.574980159653073e-19,0.0,1.3552527156068805e-20,2.168404344971009e-19,6.776263578034403e-21,2.6469779601696886e-23,0.0,2.168404344971009e-19,0.0,5.421010862427522e-20,1.6940658945086007e-21,0.0,0.0,5.293955920339377e-23,2.6469779601696886e-23,1.0587911840678754e-22,8.470329472543003e-22,1.6940658945086007e-21,8.673617379884035e-19,1.3552527156068805e-20,5.082197683525802e-21,2.168404344971009e-19,4.284795573024683e-22,0.0,2.117582368135751e-22,2.710505431213761e-20,0.0,8.470329472543003e-22,6.564505341220828e-21,3.738856368739685e-22,1.0587911840678754e-21,0.0,0.0,0.0,0.0,1.0842021724855044e-19,8.470329472543003e-22,1.6940658945086007e-21,8.470329472543003e-22,5.421010862427522e-20,1.3552527156068805e-20,5.421010862427522e-20,0.0,1.0842021724855044e-19,5.421010862427522e-20,2.710505431213761e-20,0.0,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,5.293955920339377e-23,8.673617379884035e-19,0.0,0.0,6.776263578034403e-21,1.3552527156068805e-20,1.0587911840678754e-22,5.421010862427522e-20,0.0,6.776263578034403e-21,6.776263578034403e-21,2.710505431213761e-20,0.0
8,0.001475832591356383,3.86438913120497e-06,0.0021303789958919545,0.0027180190980079363,0.0024376326747591426,0.00381146227187609,7.876325845671663e-06,0.00482027770587355,0.0022061723112085712,0.004131825801334479,0.0025203095880964284,5.649742853002938e-06,0.0010966506682677317,6.743325508816378e-06,2.0784466009304207e-06,0.004371139550307359,0.0013355278021001307,0.0021584925418956817,0.0020812073671831735,5.695752051147563e-06,0.0011765765760302143,0.001928190757999619,0.001694243747931813,0.001322529449569016,0.001467772030564998,0.002268956921710551,0.0010958322998316605,8.17301423896456e-07,1.5185959239421606e-07,0.00013362259483099784,1.84146681133499e-05,7.989087263928904e-07,1.0590408220629623e-06,4.4811805106905516e-05,0.0013560481639902098,0.00020015822119023456,0.0013666387218036675,0.0003456768176662011,3.2819413061478814e-06,0.0005865572385858018,1.2224461552393012e-05,0.0038905597565509,0.00012942522473740546,2.3038522078387024e-05,4.8594936336568904e-05,0.00043671118639946314,1.9182460199637038e-05,2.7770568099375188e-08,0.002017317646048668,0.00031677258082538805,2.7735669184818377e-06,0.00015997482969816652,0.0018525278648777615,0.002815638141577324,2.820460374295107e-06,0.0005636345386011558,0.0002666245798083655,0.0027900236815601638,0.0014165821689271691,0.004149712797145027,0.00013170193489455442,0.000873244922803087,0.0013426253634066633,0.0023456479959071052,0.005005240274223317,1.3528843924400888e-05,0.002820805670822069,8.148456952586369e-19,5.421010862427522e-20,3.2526065174565133e-19,0.0,2.710505431213761e-20,2.117582368135751e-22,1.3552527156068805e-20,2.168404344971009e-19,1.6940658945086007e-21,4.336808689942018e-19,1.3552527156068805e-20,0.0,1.6940658945086007e-21,0.0,0.0,3.3881317890172014e-21,8.470329472543003e-22,1.3552527156068805e-20,8.673617379884035e-19,5.082197683525802e-21,2.710505431213761e-20,8.673617379884035e-19,8.549738811348094e-21,0.0,8.470329472543003e-22,1.0842021724855044e-19,0.0,1.6940658945086007e-21,1.0842021724855044e-19,8.682087709356578e-21,5.082197683525802e-21,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,5.082197683525802e-21,5.421010862427522e-20,6.505213034913027e-19,0.0,4.336808689942018e-19,3.2526065174565133e-19,5.421010862427522e-20,3.2526065174565133e-19,2.710505431213761e-20,1.0842021724855044e-19,5.421010862427522e-20,0.0,2.168404344971009e-19,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,2.168404344971009e-19,1.3552527156068805e-20,6.776263578034403e-21,8.470329472543003e-22,0.0,3.3881317890172014e-21,1.3552527156068805e-20,4.336808689942018e-19,1.3552527156068805e-20,5.421010862427522e-20
9,0.0022288753288431202,5.146950447890707e-06,0.0019999996348251336,0.0022370851996175766,0.001954561234857961,0.0010718363644630605,6.939738485607234e-06,0.001545728525171312,0.0020608064175260585,0.001287679545378164,0.002069860862563105,6.141176869325705e-06,0.0008268456932921279,5.8936408375269015e-06,5.094769658779306e-05,0.0012740890856581648,0.0019951790104683386,0.0020036814415659984,0.0019183843869135628,6.009277276721126e-06,0.0008695600229626123,0.0017440785101626136,0.0012870642866275256,0.0019581671665613596,0.0011632954551877048,0.0018268978294885456,0.003744325988585302,3.3113710862074347e-07,3.212213162018989e-07,0.00021724500353610576,1.9397149332951086e-05,2.25956840310954e-06,2.46139192428525e-06,1.7964752813057348e-05,0.0012913503136305125,0.00017262994719361417,0.0012998994356320226,9.62479792936831e-05,5.5085451205778874e-06,0.0004686455397104602,1.3687618664522994e-05,0.0025768866199611298,0.00021035193420406844,3.055748316882797e-05,6.661377565479087e-05,0.0004106837344491105,2.0313649751987267e-05,9.916880586101512e-08,0.002462888152160744,0.00039064275233267106,4.64447766391305e-06,0.0002546861971025238,0.0024555820600593668,0.000633241870332284,4.757916032863791e-06,0.0005565446241352005,0.00016591987417048195,0.0020096803218188535,0.0021233872180720756,0.0012825901516464355,0.0003243360087921586,0.0012048799046308974,0.0020220049455839423,0.0018916011330112554,2.5536822723729036e-06,1.5447840361297066e-05,0.0006355618879224514,2.7062702664774896e-19,0.0,5.421010862427522e-20,2.168404344971009e-19,2.710505431213761e-20,2.117582368135751e-22,0.0,0.0,4.235164736271502e-22,2.168404344971009e-19,1.3552527156068805e-20,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,0.0,1.6940658945086007e-21,1.3552527156068805e-20,8.673617379884035e-19,0.0,4.0657581468206416e-20,2.168404344971009e-19,1.0005576689441423e-20,0.0,0.0,4.336808689942018e-19,0.0,1.6940658945086007e-21,2.168404344971009e-19,1.0270274485458392e-20,0.0,0.0,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,0.0,3.3881317890172014e-21,0.0,1.6940658945086007e-21,1.0842021724855044e-19,2.168404344971009e-19,0.0,2.168404344971009e-19,4.336808689942018e-19,1.0842021724855044e-19,3.2526065174565133e-19,2.710505431213761e-20,0.0,1.0842021724855044e-19,2.710505431213761e-20,1.0842021724855044e-19,2.168404344971009e-19,2.168404344971009e-19,1.3552527156068805e-20,8.470329472543003e-22,0.0,0.0,2.168404344971009e-19,2.710505431213761e-20,6.776263578034403e-21,0.0,0.0,3.3881317890172014e-21,0.0,3.2526065174565133e-19,1.3552527156068805e-20,0.0
