,Y1Z4,Y4Z1,Y5Z4,Y4Z5,Y0Z1,Y1Z0,Y0Z4,Y4Z0,Y3Z4,Y4Z3,Y2Z5,Y5Z2,Y3Z0,Y0Z3,Y3Z1,Y1Z3,Y2Z1,Y1Z2,Y2Z0,Y0Z2,Y2Z4,Y4Z2,Y5Z0,Y0Z5,Y3Z5,Y5Z3,standard_x,Y2Z3,Y3Z2,X2X4,X0X4,X1X5,X1X4,X0X5,Y0Y4,Y2Y4,X4,X3X4,Y5Z1,Y1Z5,X4X5,Y1Y5,X1X3,X3X5,X0X2,X1X2,Y1Y4,X0X3,X0X1,Y0Y1,Y1Y3,X2X3,Y0Y3,Y0Y5,Y3Y4,X1,X0,Y3Y5,Y0Y2,Y2Y3,X5,X2X5,Y1Y2,X3,X2,Y4Y5,Y2Y5,X4Y0,X2Y4,X2Y3,X2Y1,X1Y3,Y3,Y2,Y0,X5Y4,X5Y3,X5Y0,X4Y3,X4Y2,X3Y4,X3Y2,X3Y1,X3Y0,X1Y5,X0Y4,standard_y,X3Y5,X5Y1,X4Y1,X2Y5,X1Y0,X0Y1,X0Y5,X1Y2,Y5,X4Y5,X4Z1,X3Z0,X4Z5,X4Z3,X4Z0,X3Z1,X0Z4,X0Z1,X2Z5,X2Z0,X1Z2,X0Z3,X5Z4,X4Z2,X3Z5,X2Z3,X5Z2,X2Z4,X1Z5,X5Z3,X3Z2,Y4,Y1,X5Z1,X5Z0,X5Y2,X3Z4,X2Z1,X2Y0,X1Z4,X1Z3,X1Z0,X1Y4,X0Z5,X0Z2,X0Y3,X0Y2
0,0.9469585930816435,0.9468163392114667,0.919397372570217,0.9191632796144663,0.8880601073776144,0.8880325299603749,0.8595810924664933,0.8594252746072356,0.8430297884710021,0.8427927935880224,0.8249979486182321,0.8249504270298458,0.5885150985127177,0.5884563232602662,0.5836259396566039,0.5835495304643517,0.5156370948754339,0.5155535570544432,0.39992796225063354,0.3998755879418286,0.32002915595428766,0.31992923871097834,0.22848562104223646,0.22846885921546406,0.13536256658245,0.13535897768993987,0.11908242107277647,0.06893114944404541,0.06892900627639653,0.04303186372860006,0.03902788400620895,0.03888840169870279,0.037940196329224615,0.03579708022731368,0.033506699935935094,0.032973212526725,0.03294872144789046,0.03294086068044304,0.03217368001574825,0.032170320663463856,0.032016649153736275,0.0315613095433805,0.030330885144258857,0.0298201563156423,0.029804017030087386,0.02975527691340201,0.029002515898939228,0.028146900958626257,0.028023126690832106,0.027426996963367655,0.027222175703367442,0.02625214313155795,0.02603400564308201,0.0245717123711301,0.02410509652842099,0.02293739057665853,0.02086778853630087,0.019705917017492018,0.01924435502136501,0.018357452253052374,0.015978389834394317,0.014502248639595823,0.014502238694314877,0.014211239685427887,0.012138890992104419,0.012101376074097581,0.008232719177040538,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.85722573273506e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.667137344314341e-17,2.5370330836160804e-17,1.734723475976807e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,2.168404344971009e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.710505431213761e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0007622717421741725,0.0008260923751075566,0.873003431316458,0.0007600229469857454,0.034084835402975515,0.000721098143536461,0.022730476060644822,0.000767756753749519,0.26061582669786654,0.0007348377786275648,0.819649469032498,0.8115378170695895,0.5828620160469118,0.5885700709022057,0.25142935907020214,0.0004901164841710904,0.19640863941781805,0.0004355159848664462,0.3973242896365587,0.3999484249289966,0.19100863476856056,0.0003246612200667547,0.22476052472643687,0.228506529755796,0.1340581714761429,0.13315192783867077,0.05937026898548822,0.06848367173405619,0.06826740504118729,0.007549949988205443,0.007359058081884334,0.00714174603567758,0.011565883561828319,0.02592280422377145,0.0069517355885174645,0.004307885674730436,0.007294707311214432,0.006765170845123724,0.8669098722055393,2.7689279378747667e-05,0.0070908755853094025,0.004931807132954892,0.007591553603691199,0.02548008778092296,0.01440509209956665,0.006820470869519842,0.01182532705482143,0.004528348420276789,0.007097608496095023,0.006925986899110141,0.0059379286390124275,0.017217804419031167,0.002180455909509201,0.012512732746436116,0.005140753453274263,0.007186782200846129,0.007393252055252391,0.012500912549735763,0.005644163359425766,0.007832101213722836,0.02000356772762187,0.013444070932938777,0.003785744455636629,0.006243477224061789,0.011248482466491606,0.002343813509616299,0.00040670631110842565,0.0,0.0,0.0,8.131516293641283e-20,8.131516293641283e-20,2.7755575615628914e-17,0.0,6.938893903907228e-18,5.421010862427522e-20,5.551115123125783e-17,2.42861286636753e-17,0.0,5.421010862427522e-20,0.0,4.163336342344337e-17,0.0,2.0816681711721685e-17,2.710505431213761e-20,5.421010862427522e-20,2.0897996874658098e-17,5.551115123125783e-17,5.421010862427522e-20,1.9949319973733282e-17,0.0,1.55179082914948e-21,2.80579663777987e-20,1.1102230246251565e-16,1.3552527156068805e-20,5.551115123125783e-17,0.0,0.0,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,0.0,4.336808689942018e-19,8.673617379884035e-19,0.0,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,2.710505431213761e-20,1.734723475976807e-18,1.734723475976807e-18,1.7618285302889447e-19,0.0,5.421010862427522e-20,5.421010862427522e-20,2.710505431213761e-20,0.0,1.3010426069826053e-18,4.163336342344337e-17,0.0,0.0,3.469446951953614e-18,4.336808689942018e-19,2.168404344971009e-19,6.505213034913027e-19,6.938893903907228e-18,1.0842021724855044e-19,0.0,2.7755575615628914e-17,0.0
2,3.1231830197870166e-05,1.1514855226210019e-06,5.488754899797762e-05,1.416777204438203e-06,0.26335604040927896,3.0510427414078547e-05,0.2289418404716623,1.0186371402448496e-06,0.13918747198365927,8.419169146761307e-07,0.9895689945361625,5.3853426195924785e-05,0.5772142940667944,0.5885771478076277,0.11054718203740424,2.14212716655473e-05,0.9681908509901977,1.9146973172954435e-05,0.39474315931719517,0.3999554009528876,0.9673071066854485,1.038186979814615e-06,1.956605012149887e-05,0.23668502672876562,0.1251120539117055,1.1712100461485094e-05,0.025657132177557142,0.06803732394643071,0.06760483975325315,1.2662188379784406e-05,1.2858849008277233e-05,1.3034859950001343e-05,0.0010345098573469789,0.002373510967742864,7.658883243818092e-06,9.07355295626405e-06,1.2870814212096893e-05,1.2622275275520012e-05,5.415314925496315e-05,3.0080910784712257e-05,0.00033365062579787403,1.3030724206585098e-05,0.0005161056204914287,0.002444350261394059,0.01551476606919323,0.0003886871070347249,0.0010457304240496035,0.003261654568824352,0.0004567517589303061,0.0004410369968609932,0.00038975990394329765,0.01641489368817168,0.00040871132808165936,0.0009487778771730644,4.836238450706529e-06,0.0005091218870982516,0.006897941470002174,0.0008539148065779174,0.00638552608358387,0.002704511963526952,0.002461503855887311,0.0011023456586402073,9.510945792934222e-05,0.004426807837596778,0.012392871715381226,0.0003552962453205389,0.001077553257138394,0.0,1.0587911840678754e-22,0.0,8.470329472543003e-22,8.470329472543003e-22,5.551115123125783e-17,0.0,2.7755575615628914e-17,0.0,3.3881317890172014e-21,3.3881317890172014e-21,0.0,1.0587911840678754e-22,1.0587911840678754e-22,5.551115123125783e-17,3.3881317890172014e-21,0.0,0.0,0.0,8.326503278099223e-17,0.0,5.293955920339377e-23,4.235164736271502e-22,1.6940658945086007e-21,4.0779681081437486e-22,1.397059586988047e-21,0.0,1.2705494208814505e-21,0.0,1.6940658945086007e-21,0.0,5.421010862427522e-19,0.0,8.470329472543003e-22,0.0,4.336808689942018e-19,8.673617379884035e-19,4.336808689942018e-19,0.0,0.0,2.0328790734103208e-20,4.336808689942018e-19,0.0,4.235164736271502e-22,4.336808689942018e-19,1.0842021724855044e-19,2.168404344971009e-19,1.734723475976807e-18,2.710505431213761e-20,5.421010862427522e-20,1.3552527156068805e-19,0.0,1.6940658945086007e-21,0.0,1.0842021724855044e-19,0.0,4.336808689942018e-19,0.0,5.551115123125783e-17,1.3552527156068805e-20,1.3552527156068805e-20,0.0,3.1763735522036263e-22,0.0,4.336808689942018e-19,1.3877787807814457e-17,0.0
3,3.8068146026743054e-05,1.6708532052602568e-07,3.134550418076348e-05,7.934947598190818e-07,0.08880385002665028,3.380627741543406e-05,0.15773886330795528,4.5175872321060727e-07,0.21175866022667383,2.984594416345875e-07,0.002696020567384062,3.146253703831248e-05,0.5716028650513072,0.5886000480155298,0.15947121923020452,2.4714036397503332e-05,0.0026131400948927676,3.6953488222251415e-05,0.0010826407734990857,0.16103484551924357,0.0025537057233355823,7.162802053208041e-07,8.700076944863903e-06,0.1465107135185604,0.1768674007403803,5.0629389083175e-06,0.010101462708553555,0.00018678581823177527,0.17586525642950945,4.470851587946954e-09,2.3769080227626435e-05,9.486265408202374e-10,0.0010508741888043275,0.0015538731158464879,1.1172532026379846e-05,2.4385368554500733e-08,2.3777545052129942e-05,2.3088946052101912e-05,3.054220517956341e-05,3.729739362888409e-05,0.00035275712383327516,4.170684325489513e-09,0.001246036679736993,0.0015087789665996698,0.0013598078392845479,0.0003425668059518945,0.001053400830822124,0.0016938582510811397,0.0012722939563590328,0.0012648347006723743,0.0010078871548171073,0.0013476404439101254,0.001502445253038775,0.00034620112368287544,9.71788817941779e-06,0.0012264233681596108,0.004607401150147128,0.0002951379949536147,0.0006090311512356075,3.880742699397113e-05,0.0015538505949320364,0.000984064937940727,0.0003661172690604859,0.004390324633801058,0.0014073866063256653,0.000336188000735027,0.0010020490900794388,1.6543612251060553e-23,0.0,5.421010862427522e-20,2.117582368135751e-22,3.3881317890172014e-21,1.3877787807814457e-17,0.0,6.938893903907228e-18,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,5.082197683525802e-21,1.3877787807814457e-17,2.117582368135751e-22,2.6469779601696886e-23,6.933798471333902e-18,3.3881317890172014e-21,0.0,1.0587911840678754e-22,4.235164736271502e-22,2.79640967263517e-22,3.1509664250392473e-22,3.3881317890172014e-21,1.0587911840678754e-22,3.3881317890172014e-21,4.235164736271502e-22,1.6940658945086007e-21,2.168404344971009e-19,3.3881317890172014e-21,0.0,1.6940658945086007e-21,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,0.0,1.3552527156068805e-20,0.0,2.168404344971009e-19,5.421010862427522e-20,0.0,4.336808689942018e-19,1.3234889800848443e-23,1.6940658945086007e-21,0.0,1.0842021724855044e-19,8.470329472543003e-22,2.168404344971009e-19,2.168404344971009e-19,0.0,1.0842021724855044e-19,0.0,1.0842021724855044e-19,7.411538288475128e-22,2.168404344971009e-19,0.0,1.3877787807814457e-17,2.168404344971009e-19
4,3.785970644248254e-05,4.2704653525749336e-08,2.0794527631300557e-05,2.526176976711605e-08,0.0007592543752033298,1.0222592613257045e-05,0.0016858956563607663,1.10019942745727e-09,0.002190183187491009,1.8758597735836788e-08,0.000704212322829452,2.0768044076154715e-05,0.005643050955047654,0.0058499214623462,0.0014681287672576474,9.749495345223289e-06,0.000675311670029517,3.652101798878987e-05,0.00023328407048183857,0.001569223900772748,0.0006457095533561308,2.884545795511569e-08,1.4166473226938365e-06,0.001288530755798685,0.0016066846471321943,1.4115414225780742e-06,0.0023016228014664615,0.0002311213355264669,0.0016642843106840317,2.106805930595262e-08,4.403604094394e-08,2.1748343535174068e-08,0.0005459972129550261,7.789091622872822e-06,1.8167291090046752e-08,2.0038533140291147e-08,4.542382223628746e-06,4.150253615794382e-08,2.0136463791085105e-05,3.619535354324637e-05,6.648913952995296e-05,1.7996632958530658e-08,0.00014143024338729925,7.478564905934435e-06,0.00019039845913031557,6.506486626117587e-05,0.0005461408755517662,0.00020807109382845368,0.00014026285416826478,0.0001732382126601124,0.00016721655493176084,0.00016704534238563858,0.00019906132982740041,1.5120110059222117e-06,1.541145769308659e-08,0.00011108285908351746,0.0021033081204733127,1.247768089045769e-06,0.0008989765429870662,0.0008641155538889863,0.0007882780544332161,0.0005421618847470924,7.007835305372493e-05,0.001961185165213827,0.0008589671884803153,6.333220529239163e-05,0.0005482059007918905,0.0,0.0,1.6940658945086007e-21,6.617444900424222e-24,0.0,6.505213034913027e-19,0.0,0.0,1.0587911840678754e-22,0.0,1.0587911840678754e-22,3.308722450212111e-24,1.3234889800848443e-23,1.6543612251060553e-24,8.470329472543003e-22,8.470329472543003e-22,1.3877787807814457e-17,0.0,1.6543612251060553e-24,6.496775792664986e-19,1.0587911840678754e-22,4.963083675318166e-24,4.235164736271502e-22,0.0,6.649605181808272e-23,5.941675094575694e-23,0.0,6.617444900424222e-24,0.0,0.0,4.235164736271502e-22,1.0842021724855044e-19,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,2.168404344971009e-19,2.168404344971009e-19,0.0,1.0842021724855044e-19,1.8973538018496328e-19,6.776263578034403e-21,0.0,0.0,8.470329472543003e-22,0.0,5.421010862427522e-20,5.421010862427522e-20,1.6263032587282567e-19,1.6940658945086007e-21,0.0,1.0842021724855044e-19,3.308722450212111e-24,8.470329472543003e-22,0.0,8.131516293641283e-20,8.470329472543003e-22,0.0,1.6263032587282567e-19,1.6940658945086007e-21,1.6940658945086007e-21,1.0164395367051604e-20,3.3881317890172014e-21,1.0587911840678754e-21,1.0842021724855044e-19,1.0842021724855044e-19,6.938893903907228e-18,2.117582368135751e-22
5,2.3852671117814453e-05,1.8087942744343875e-08,7.881332117928665e-07,1.801925728236177e-08,3.531641865006719e-06,5.624783526217336e-06,1.0414021665889823e-05,7.392983767342433e-10,4.499067857422196e-06,3.0334963682007313e-10,4.646989923071381e-06,7.878057244505336e-07,1.0800899030330614e-05,3.3149029662955784e-05,2.5915182258600434e-06,5.217429290541695e-06,4.394974208523521e-06,2.291645707846205e-05,1.4258048426518373e-06,8.911221143104178e-06,4.117945075578446e-06,1.6814947222153914e-08,8.731703069442465e-08,6.556758659944767e-06,2.9213153995049663e-06,8.28438397092146e-08,8.246847033689515e-07,1.3929216761834003e-06,3.1614959586511406e-06,3.743670070212329e-10,7.794037650509221e-12,3.840700411515854e-10,1.543516105886855e-05,1.2955074534560564e-09,4.4930292965317546e-11,3.7535175784170725e-10,5.84948229736157e-07,3.123043544049183e-11,7.613169849846022e-07,2.233743177353095e-05,8.45505367040958e-06,3.1616448238453276e-10,1.797900012848652e-05,4.309069436085648e-10,2.1040858325062307e-06,8.351505455160845e-06,1.5438862498643046e-05,0.0004124101249010723,1.7902808531450822e-05,2.2198290451498166e-05,2.1296838707790936e-05,1.8235414060296316e-06,0.000412410598016206,3.035999472571931e-10,5.2952436458084034e-11,1.4879065834858907e-05,7.853936608003104e-06,1.0559166823296631e-10,1.0234937614200704e-05,9.822406034383763e-06,2.3005563970969806e-05,1.527618338821313e-05,8.99393517943623e-06,7.4499765858041315e-06,2.3670147803550925e-05,8.053168719384386e-06,1.5436284721080127e-05,5.169878828456423e-26,2.5849394142282115e-26,2.6469779601696886e-23,4.963083675318166e-24,5.293955920339377e-23,0.0,0.0,4.235164736271502e-22,2.6469779601696886e-23,1.2924697071141057e-26,1.2924697071141057e-26,0.0,5.169878828456423e-26,1.2924697071141057e-26,6.617444900424222e-24,5.293955920339377e-23,0.0,3.2311742677852644e-26,6.462348535570529e-27,3.308722450212111e-24,0.0,1.2924697071141057e-26,2.6469779601696886e-23,0.0,4.7405231764321125e-23,4.936166518497622e-23,0.0,5.2732764050255514e-24,0.0,1.3234889800848443e-23,5.293955920339377e-23,8.470329472543003e-22,0.0,2.6469779601696886e-23,2.6469779601696886e-23,8.470329472543003e-22,0.0,0.0,1.6940658945086007e-21,3.3881317890172014e-21,2.117582368135751e-22,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,8.470329472543003e-22,0.0,3.308722450212111e-24,4.235164736271502e-22,1.6940658945086007e-21,8.470329472543003e-22,0.0,0.0,0.0,2.6469779601696886e-23,6.352747104407253e-22,4.235164736271502e-22,1.2705494208814505e-21,0.0,4.235164736271502e-22,0.0,1.3877787807814457e-17,1.3234889800848443e-23
6,0.005488419999419857,0.0002362707649106415,0.0039263846450985984,0.00023827163895466107,0.005058438418739097,0.0018201020858141814,0.0026977093597820093,5.121378954765276e-05,0.003232492792001827,4.8626187824502796e-05,0.00039370543114034863,0.003927148457247713,0.001889141015781099,0.0030323345948646153,0.003218997515978932,0.00190727922993759,0.0002791395671217802,0.005643523370561832,4.284689164772395e-05,0.0019218320113732134,0.00019401963513906184,0.00024366270669682743,0.0003463540710354646,0.002028369347445722,0.0015328287725520208,0.0003437084589873998,0.001294357458221403,4.1727470097427445e-05,0.0010704997094211715,1.7193150176219804e-05,9.53925504474034e-06,8.802852157583235e-06,0.0015113559848570382,2.4981573716694693e-05,1.3017662366610146e-05,1.9511684963404095e-05,6.635523273391898e-05,1.5643472412795011e-06,0.0038082346273954687,0.005261942354768085,0.0006990799891771348,9.611730934220986e-06,0.010618267268042722,2.3031790597723688e-05,1.4543125245924105e-05,0.0009514605561292929,0.001508232577310593,5.1043507213916076e-05,0.008476010402413584,0.006310643878071332,0.00910611208776981,1.1225947677315445e-05,2.056067665621143e-05,2.029538850962565e-05,6.703830104618971e-06,0.0038504135098064007,0.00020894569593809273,2.0260613565044847e-05,0.00012863672298825895,0.00020657990781071416,0.0031814837939751132,0.0020612945755841723,0.0008983053918767653,0.0007315352854899348,0.0009564509598907438,0.0008609792021053592,0.002075543372976664,0.0,3.3881317890172014e-21,0.0,0.0,0.0,4.336808689942018e-19,0.0,4.336808689942018e-19,2.168404344971009e-19,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.0842021724855044e-19,5.421010862427522e-20,3.469446951953614e-18,3.1763735522036263e-22,6.776263578034403e-21,6.776263578034403e-20,0.0,5.823351512373315e-22,1.0164395367051604e-20,0.0,4.4491046619506854e-20,4.702790616063042e-20,1.6940658945086007e-21,1.6263032587282567e-19,0.0,2.168404344971009e-19,6.776263578034403e-21,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,4.336808689942018e-19,5.421010862427522e-20,4.336808689942018e-19,0.0,5.421010862427522e-20,0.0,2.168404344971009e-19,1.0842021724855044e-19,2.168404344971009e-19,1.0842021724855044e-19,5.421010862427522e-20,1.3552527156068805e-20,5.421010862427522e-20,4.336808689942018e-19,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,5.421010862427522e-20,2.710505431213761e-20,2.710505431213761e-20,0.0,1.0842021724855044e-19
7,0.007090826814423468,0.0003359310377127971,0.0035223459889999966,0.0003368278075828935,0.005515693605434796,0.0031514416904545425,0.0017892752526003429,5.669554911190441e-05,0.0023653394117391924,4.758730094543432e-05,0.0004580351873436084,0.0035171652990341317,0.0021893239441545575,0.003745490959554113,0.003599410518657509,0.0032948378960841046,0.0003078426400320456,0.0072344273468041235,0.00013414143595736282,0.0024395852692669457,0.00022873247427233705,0.00033941140906455184,0.0002361116848859264,0.0026891457126924146,0.0021181679463782898,0.0002263898580955033,0.0015977322141277,0.00013086963200827374,0.0016286764729371902,1.6481857174777596e-05,1.3610758279068899e-06,6.473424949863829e-06,0.0013783430467950285,2.833398170494731e-05,2.2871958988547215e-06,1.9731427950277203e-05,8.961947033722388e-05,6.9243340833554455e-06,0.0033877982679764067,0.0066261183067825545,0.0010634018269055552,7.26482827527982e-06,9.667612526594092e-05,2.628760258072522e-05,1.1570952801442205e-05,0.001413271434389737,0.0013756969014563632,0.0002640345340659734,0.0010013474300963278,0.00021009462528614962,0.00027019746311493894,2.0923780052480016e-05,0.00016156902407901772,1.7337858648372453e-05,7.006808554520039e-07,0.005796000969851462,0.00012884226213657026,1.9182934579423847e-05,0.00019639008382514773,0.0002991430323496983,0.0027570998908350184,0.0018682248432848841,0.001356140211227278,0.00044329316262183764,0.0007794139697931113,0.0012870444379336865,0.0018815552478430627,0.0,3.3881317890172014e-21,3.2526065174565133e-19,0.0,1.0842021724855044e-19,4.336808689942018e-19,0.0,0.0,4.336808689942018e-19,0.0,1.6940658945086007e-21,3.3881317890172014e-21,0.0,3.3881317890172014e-21,0.0,3.2526065174565133e-19,3.469446951953614e-18,6.352747104407253e-22,6.776263578034403e-21,6.505213034913027e-19,0.0,5.293955920339377e-22,1.3552527156068805e-20,5.421010862427522e-20,6.535373074022476e-21,9.579863017312179e-21,1.6940658945086007e-21,0.0,2.168404344971009e-19,0.0,6.776263578034403e-21,2.710505431213761e-20,6.776263578034403e-21,3.3881317890172014e-21,1.0164395367051604e-20,0.0,1.3552527156068805e-20,0.0,1.6263032587282567e-19,2.168404344971009e-19,0.0,0.0,0.0,6.776263578034403e-21,0.0,4.336808689942018e-19,2.168404344971009e-19,1.0842021724855044e-19,2.168404344971009e-19,1.0842021724855044e-19,8.131516293641283e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,6.505213034913027e-19,2.168404344971009e-19,6.776263578034403e-21,6.776263578034403e-21,4.235164736271502e-22,0.0,1.0842021724855044e-19
8,0.0002289447986392586,0.00039348600789365824,0.003034071871270763,0.0003973076609652174,0.00571097769787089,0.007185666387415135,0.0011441619331780972,5.450931126562595e-05,0.0017147530983738935,3.893687649179457e-05,0.0005010817068825169,0.0030244152876547706,0.002304617268833817,0.004122063898087303,0.003779312414951052,0.007082031805337523,0.0003261227684766177,0.00010901919053119688,0.0001368419181967006,0.0027498790978632134,0.00025549683639131593,0.00039676623265135993,0.0001467805486404909,0.0031143785345270113,0.002466584050933317,0.0001338428809371455,0.001544014308498732,0.0001301726395784779,0.0019649270316277508,5.028537023874022e-06,9.478928615797764e-06,6.614338455470459e-06,0.001237057623557625,3.2247983183421956e-05,5.414960369748598e-06,8.822622890710856e-06,0.00011101995653078317,1.286618674939385e-05,0.00289516422712566,9.809105606733368e-05,0.0010593357798867593,2.6312540512533755e-06,0.00016600789403929856,3.0628130114790204e-05,0.00010512095147113725,0.0014128617047319352,0.0012346961857344423,0.0004946922451604141,0.0012086660351952206,0.00036306163035905865,0.00020312121544782994,0.0001837859492474516,0.0002434046423373369,1.728233770163843e-05,5.118606623847423e-06,0.00588606186702129,0.00047056865077573705,2.078618065062142e-05,0.00031183789608841373,0.0004342006820244262,0.0026394377889988126,0.0016790963474755053,0.0013664043019748515,0.0005031105426047283,0.0006179106196124978,0.0013108647904184986,0.0016930856296759882,0.0,0.0,0.0,4.336808689942018e-19,5.421010862427522e-20,4.336808689942018e-19,2.710505431213761e-20,4.336808689942018e-19,0.0,5.082197683525802e-21,8.470329472543003e-22,0.0,0.0,6.776263578034403e-21,4.336808689942018e-19,5.421010862427522e-20,3.469446951953614e-18,2.117582368135751e-22,0.0,5.421010862427522e-20,0.0,2.117582368135751e-22,3.3881317890172014e-21,0.0,2.4220365323435496e-20,2.93531244219036e-20,0.0,1.0842021724855044e-19,0.0,8.673617379884035e-19,6.776263578034403e-21,2.710505431213761e-20,6.776263578034403e-21,1.3552527156068805e-20,3.3881317890172014e-21,0.0,5.421010862427522e-20,0.0,5.421010862427522e-20,1.0842021724855044e-19,2.168404344971009e-19,0.0,2.168404344971009e-19,0.0,5.421010862427522e-20,0.0,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,2.710505431213761e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,3.3881317890172014e-21,0.0,0.0,0.0,0.0
9,0.0008057466977767949,0.00047934273377756736,0.0029683543156680606,0.00048682870395217023,0.006165082584528369,0.00015681165681828634,0.00041719473751553515,5.913101152820614e-05,0.0009799115167908035,3.4856806469544174e-05,0.0005342282367252252,0.0029544248206304236,0.0023003362604744953,0.004364284804400435,0.00422511447852022,1.1908476240905336e-05,0.000338972600176596,0.00016931513651607282,0.0002568941488599928,0.0031595844766286385,0.0002511930813042436,0.00047885533965857376,0.00011207088639799713,0.0036765466197573133,0.0029253714067611,9.438416227499843e-05,0.0023304901891677146,0.00024447500464496727,0.0023789282943496156,7.595061294896002e-06,3.96638985885423e-06,1.6198859045645765e-05,0.001216405602557002,3.279318803101831e-05,6.763916399171311e-07,2.944009589829977e-06,8.678108874087125e-05,1.1317788291335657e-05,0.002807091877888884,0.0005680781379046229,0.0016067777008375987,7.302511162828594e-06,0.0003597918484439434,3.114566441633537e-05,3.990814825094529e-05,0.0020751430962815142,0.0012140106038371372,0.0006410535392622168,0.0014921739364778823,0.0003456352482614168,0.00017907511021133095,0.00011396416214998027,0.0004339206924407464,1.6631744156923637e-05,2.6817027593557268e-06,0.006365887656846732,0.0005442545782575429,2.080749939822679e-05,0.0003056179485107391,0.00042670845694879253,0.0022829539998972413,0.0016295935202017245,0.0020461847721577105,0.0005510333054735402,0.000570374495309822,0.001912355369956452,0.0016425518996559187,6.776263578034403e-21,2.541098841762901e-21,6.505213034913027e-19,3.2526065174565133e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,3.3881317890172014e-21,1.6940658945086007e-21,3.3881317890172014e-21,2.168404344971009e-19,2.168404344971009e-19,1.3877787807814457e-17,4.235164736271502e-22,3.3881317890172014e-21,4.2012834183813297e-19,3.3881317890172014e-21,8.470329472543003e-22,0.0,0.0,4.023199704304788e-21,4.736642982631775e-21,0.0,2.168404344971009e-19,4.336808689942018e-19,4.336808689942018e-19,0.0,8.131516293641283e-20,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,1.6263032587282567e-19,2.168404344971009e-19,4.336808689942018e-19,0.0,0.0,6.776263578034403e-21,2.710505431213761e-20,1.0842021724855044e-19,2.168404344971009e-19,1.0842021724855044e-19,4.336808689942018e-19,1.0842021724855044e-19,2.710505431213761e-20,0.0,1.3552527156068805e-20,0.0,2.168404344971009e-19,5.421010862427522e-20,0.0,5.421010862427522e-20,0.0,8.673617379884035e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,2.710505431213761e-20,6.776263578034403e-21,3.469446951953614e-18,0.0
