,Y5Z1,Y1Z5,Y2Z1,Y1Z2,Y3Z4,Y4Z3,Y4Z1,Y1Z4,Y3Z1,Y1Z3,Y3Z2,Y2Z3,Y2Z4,Y4Z2,Y0Z4,Y4Z0,Y0Z2,Y2Z0,Y5Z4,Y4Z5,Y0Z5,Y5Z0,Y0Z3,Y3Z0,Y5Z2,Y2Z5,standard_x,Y0Z1,Y1Z0,Y5Z3,Y3Z5,X1X3,X1X4,X0X1,X2X4,Y2Y4,X4X5,X1,X2X5,Y1Y4,X1X2,X3X5,Y2Y5,Y1Y3,Y0Y1,X2X3,Y2Y3,Y3Y5,X0X4,Y4Y5,X1X5,X3X4,X4,X0X3,Y3Y4,X0X2,Y1Y2,X0X5,X2,Y0Y3,X3,Y0Y4,X5,Y1Y5,Y0Y2,Y0Y5,X0,X3Y1,X0Y1,X5Y4,X5Y3,X4Y5,X3Y5,X2Y3,X0Y2,X1Y2,X1Y0,X5Y0,X2Y0,X2Y1,X1Y3,standard_y,Y0,X4Y0,X3Y0,X5Y1,X4Z5,X4Z1,X3Z4,X3Z1,X1Z0,X1Z5,X1Z4,X4Z0,X2Z3,X1Z2,X3Z2,X2Z0,X3Z5,X0Z3,X0Z2,X5Z2,X0Z5,X0Z4,Y5,Y4,Y3,Y2,Y1,X5Z4,X5Z3,X5Z1,X5Z0,X5Y2,X4Z3,X4Z2,X4Y3,X4Y2,X4Y1,X3Z0,X3Y4,X3Y2,X2Z5,X2Z4,X2Z1,X2Y5,X2Y4,X1Z3,X1Y5,X1Y4,X0Z1,X0Y5,X0Y4,X0Y3
0,0.9264520064342218,0.9262579550175902,0.8613677931039065,0.8612305980968893,0.7841749582833659,0.7841185335744142,0.7441332607978245,0.7440490461390908,0.5603486652775226,0.5602449336806286,0.49483797983636857,0.49482519067737385,0.46844879139823786,0.4684271905133146,0.44565996542536174,0.4455797125828035,0.4345621465200619,0.434503927761847,0.36333226885391556,0.3632972797428292,0.2560695705147097,0.2560481158123217,0.2462321037247981,0.24620547882524602,0.12793675743003668,0.12793033609701637,0.08439834319603669,0.07080345298234503,0.0707826911578743,0.06948849497050413,0.06948680315511718,0.030845297979069278,0.030843870737280503,0.029818163365731676,0.02691551229305661,0.025385395851929227,0.025320933108033638,0.0247341272161391,0.024560349756161164,0.02422237588486389,0.02400891520402736,0.02306876398261389,0.022279070734577813,0.021833132532299234,0.02162243484761505,0.021612588961144874,0.01932052200241415,0.01860962227210766,0.018405357635326296,0.018360548372522063,0.018338961379990103,0.017284670141376822,0.01719133547111157,0.01636885457529621,0.015678277085892617,0.015527522614314695,0.015505437949147178,0.01464760582941264,0.014117930180256168,0.012440609865001638,0.012395251659081447,0.010848519913895675,0.010772443861207747,0.008754357203143317,0.008488176796155992,0.0060049845100326495,0.005187254808240643,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.3010426069826053e-18,1.3010426069826053e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,3.7947076036992655e-19,3.2526065174565133e-19,3.2526065174565133e-19,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0005483523559059273,0.0005986135862661795,0.7310910971271175,0.0005449557271718232,0.7765207352760619,0.773987883496489,0.3828077314317926,0.00047915886726246837,0.4873870061327943,0.00035563408409348615,0.4899997467767969,0.49159281168589575,0.4653883534247437,0.4623670913926218,0.44565309510439793,0.43981490829308134,0.43455503256091976,0.43166451178835663,0.0002256006504505148,0.36165906772769857,0.18663414817850923,0.0001597262288327828,0.24622665511819242,0.24379621382310887,8.004501725331276e-05,0.7120737466452117,0.053278495275812764,0.18030892025330936,5.898050627231478e-05,4.350353122376299e-05,0.47531825050411836,0.002484036235020212,0.002273767985513959,0.0026723075524819223,0.02342511658173451,0.021144598344463285,0.0023961244767932346,0.002581260463370578,0.002319931359928639,0.0017712379087642693,0.0023782038402660613,0.0021941788297927573,0.0024436173648107427,0.0010531847048566184,0.001405454389741607,0.022388993213270817,0.020054866955688214,0.0019623464134222307,0.015319740731701375,0.0024782556885064345,0.011558285046945914,0.013542636835096943,0.014398497794428118,0.018147000884338616,0.012965468484000379,0.01565119977250773,0.001089743863356489,0.002057533140919274,0.014492508986079792,0.011576714221449066,0.013932554783941592,0.007901684539420643,0.0021561068372754353,0.01206070004819672,0.005082581540665028,0.0010738705027862306,0.005717566410717249,3.3881317890172014e-21,6.776263578034403e-21,2.710505431213761e-20,0.0,5.421010862427522e-20,0.0,0.0,0.0,2.710505431213761e-20,1.3552527156068805e-20,1.3552527156068805e-20,2.7755575615628914e-17,6.776263578034403e-21,1.3552527156068805e-20,1.3873722049667636e-16,0.0,1.3877787807814457e-17,0.0,6.938893903907228e-18,1.734723475976807e-18,0.0,1.734723475976807e-18,8.673617379884035e-19,1.0842021724855044e-19,8.131516293641283e-20,1.7618285302889447e-19,0.0,0.0,8.131516293641283e-20,4.336808689942018e-19,1.3010426069826053e-18,8.673617379884035e-19,1.0842021724855044e-19,1.0842021724855044e-19,2.710505431213761e-20,0.0,2.168404344971009e-19,5.421010862427522e-20,2.7755575615628914e-17,0.0,1.1102230246251565e-16,1.3552527156068805e-20,0.0,5.421010862427522e-20,0.0,1.0842021724855044e-19,5.421010862427522e-20,1.734723475976807e-18,1.3010426069826053e-18,5.551115123125783e-17,0.0,1.0164395367051604e-20,8.673617379884035e-19,2.7755575615628914e-17,1.6653345369377348e-16,0.0,1.734723475976807e-18,2.6020852139652106e-18,5.421010862427522e-20,2.7755575615628914e-17,9.486769009248164e-20,1.3877787807814457e-17,5.421010862427522e-20,0.0,1.0842021724855044e-19,2.7755575615628914e-17,2.7755575615628914e-17
2,1.8737869638962686e-05,3.1495736935214114e-05,0.7288090671862828,3.047341017719425e-05,0.0029156941263113415,0.0029126308689421216,0.0014800214553173424,2.2458335579930015e-05,0.0018451537872218196,2.1141767082581953e-05,0.001850826120339709,0.036474511442651375,0.015037230020348683,0.0017543227818059763,0.20497226033802687,0.001664069858807536,0.4345699644049382,0.4288987012308318,1.859025645311365e-05,0.0013213784303796733,0.1879776601199027,1.4981496858708e-05,0.18937256402951563,0.0009236046745875262,7.74381060155379e-06,0.691388779357843,0.01637301599207705,0.1754515529384372,1.2304717025682953e-05,1.840146463765456e-05,0.0017551337973242174,8.382284229849474e-05,9.385632120708788e-05,0.0018006809865020305,0.0032670579857057083,0.0034734265352219396,8.078780146242363e-05,0.0017243752344401684,0.0018329662712950855,0.00018096959269987156,0.001550123248498323,9.599956351783644e-05,0.0016452728913725792,0.0001877844405991074,0.000983973978676529,0.0032650684613322214,0.003480257897615067,0.00018437726613116512,0.0031498653815508998,0.0001781555445943625,0.0071396091985577205,0.0004925857267343725,0.003295233110517109,0.003504915338337985,0.0009730447641288833,0.008217638816773941,0.0005545371572463413,0.0016259042664527193,0.00940271377417349,0.00199147456544314,0.0033715162690768274,0.001511441274577819,0.001703879281109379,0.007439706342952558,0.0032530049998457156,0.0007033202122803822,0.003731807353859167,6.352747104407253e-22,3.5403330217269584e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,2.168404344971009e-19,0.0,8.470329472543003e-22,2.0514079191315086e-22,1.6940658945086007e-21,0.0,1.6940658945086007e-21,8.470329472543003e-22,8.34814496990157e-17,2.7755575615628914e-17,1.0842021724855044e-19,0.0,6.938893903907228e-18,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,1.6263032587282567e-19,1.6263032587282567e-19,3.3881317890172014e-20,7.589415207398531e-19,2.439454888092385e-19,1.3552527156068805e-20,2.168404344971009e-19,8.673617379884035e-19,0.0,1.0842021724855044e-19,4.336808689942018e-19,2.710505431213761e-20,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,2.168404344971009e-19,5.551115123125783e-17,2.117582368135751e-21,0.0,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,0.0,2.168404344971009e-19,2.168404344971009e-19,2.0816681711721685e-17,0.0,2.117582368135751e-22,3.2526065174565133e-19,0.0,2.168404344971009e-19,2.6020852139652106e-18,1.6263032587282567e-19,8.673617379884035e-19,0.0,1.0842021724855044e-19,6.776263578034403e-21,6.938893903907228e-18,4.235164736271502e-22,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19
3,1.3278098302395643e-05,8.544724249085046e-06,0.00025206082265897276,8.803056592833559e-06,1.9202110892783173e-05,1.747176278168518e-05,5.889500265133093e-06,2.956904391584203e-06,4.0651759667369575e-06,2.4679532646060265e-06,5.666911098286064e-06,1.6880406460567712e-05,6.297109308202198e-07,7.29097563783155e-06,0.21038432398222728,6.4805445590191645e-06,0.6014114217082065,0.00016833882803965976,9.752891304774999e-06,6.179097888174876e-06,0.5898902846134549,8.135261125514203e-06,0.1795552389772865,2.915904038462619e-06,1.3379833514701814e-05,0.00023212773247607913,0.010334426294662045,0.5954625536744582,3.3509193119468793e-06,9.341989290644952e-06,4.005411929149143e-06,6.330251047651921e-08,6.601258576712661e-08,0.00015645471040368422,0.00028071850909069636,0.0004779667548627051,1.6050930119023736e-05,0.00015655980370755078,0.00015452594367501197,7.787180626713122e-08,0.0004813432494071607,2.030145010054171e-05,0.00015450513915774228,7.846804210103661e-08,6.055270403318821e-05,0.0003098323005174822,0.0004906107653023077,7.338633877315251e-05,0.0004220914242127428,7.15022158630102e-05,0.0028222441231390795,0.0007945267801638557,0.00045325607066809396,0.0004765990095624719,0.0009484544218162715,0.0031016963747003906,0.0004969558023182931,0.0005201985684441216,0.0048459469509480185,0.00019180722010796395,0.00044354531127058943,9.001943210895108e-05,0.0006283745829141275,0.0029421165353018604,0.0014258783733430134,3.443497075442994e-05,0.005376612348397022,1.9852334701272664e-23,8.768114493062093e-23,2.117582368135751e-22,2.117582368135751e-22,0.0,0.0,5.082197683525802e-21,1.3552527156068805e-20,1.0587911840678754e-22,9.429858983104515e-23,2.3822801641527197e-22,3.3881317890172014e-21,4.235164736271502e-22,3.970466940254533e-23,2.8693241088239424e-20,0.0,8.470329472543003e-22,0.0,1.6940658945086007e-21,0.0,2.710505431213761e-20,1.3552527156068805e-20,2.710505431213761e-20,6.776263578034403e-21,2.117582368135751e-21,3.8116482626443515e-21,4.0657581468206416e-20,4.0657581468206416e-20,1.0587911840678754e-21,0.0,0.0,2.710505431213761e-20,2.168404344971009e-19,4.336808689942018e-19,0.0,0.0,2.168404344971009e-19,8.470329472543003e-22,0.0,4.235164736271502e-22,2.710505431213761e-20,3.1763735522036263e-22,0.0,2.710505431213761e-20,5.421010862427522e-20,5.421010862427522e-20,8.470329472543003e-22,1.3552527156068805e-20,2.710505431213761e-20,2.0816681711721685e-17,3.3881317890172014e-21,4.632211430296955e-23,2.710505431213761e-20,0.0,1.6940658945086007e-21,0.0,4.0657581468206416e-20,0.0,8.470329472543003e-22,0.0,2.117582368135751e-21,5.082197683525802e-21,2.6469779601696886e-23,4.336808689942018e-19,8.470329472543003e-22,6.352747104407253e-22,7.940933880509066e-23
4,1.5017570080926197e-06,6.510044951914149e-07,5.270172725647006e-06,6.546596816662563e-07,3.1976535320569983e-05,3.288934318206307e-05,2.098335643913034e-05,8.77458881187175e-08,1.6002778792762854e-05,2.7598798498611387e-08,1.4357452280964557e-05,2.540678966338416e-08,4.6575381394248404e-07,2.005222910608352e-05,0.0014944303361813915,1.964911575502209e-05,0.004152495503630935,5.506768406471735e-06,1.5296886459679788e-06,1.6745482515765878e-05,0.004050527644689928,1.4161499405498995e-06,0.0011782029242150477,1.37624160850694e-05,1.465578556159291e-06,4.688398675093713e-06,0.0006806671608082506,0.004082020507190318,6.529648854507563e-07,1.4329359918154406e-06,1.4317891728705778e-05,4.955491875863786e-09,4.770488436199052e-09,1.988531205949183e-07,2.7522031751427554e-06,4.7107314181357395e-06,6.36538346976472e-06,2.729564038250252e-05,1.9483760101624455e-07,4.440524182518183e-09,3.661758063547684e-05,5.605517844619387e-06,1.948593071204864e-07,4.69602139206357e-09,7.636910846158752e-08,3.0375914295604763e-06,4.843440242840232e-06,1.512718874570501e-05,7.64249399770328e-05,1.4712372844983997e-05,0.00029504211515303503,0.00021486231608994303,0.0007345502031478792,0.00011055326062602775,0.0002957115301679878,0.0002635887781266039,3.563454432023451e-05,3.517545122369384e-05,0.00029538972722217784,0.0003219422794490837,0.0006828232665347239,0.0003122711875856238,0.0001337631705659987,0.0003041659122302478,0.0002625731620404736,3.7040202648536336e-05,0.0022323715467645307,3.308722450212111e-24,3.101927297073854e-25,2.6469779601696886e-23,2.6469779601696886e-23,0.0,1.3234889800848443e-23,5.293955920339377e-23,1.6940658945086007e-21,1.3234889800848443e-23,1.137373342260413e-24,5.293955920339377e-23,8.470329472543003e-22,2.6469779601696886e-23,6.617444900424222e-24,4.358778607011426e-19,4.336808689942018e-19,0.0,4.235164736271502e-22,4.235164736271502e-22,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,1.6940658945086007e-21,0.0,2.117582368135751e-22,5.421010862427522e-20,7.623296525288703e-21,0.0,5.421010862427522e-20,2.710505431213761e-20,0.0,5.421010862427522e-20,2.168404344971009e-19,1.3552527156068805e-20,0.0,0.0,1.0587911840678754e-22,1.6940658945086007e-21,3.3881317890172014e-21,4.235164736271502e-22,2.6469779601696886e-23,0.0,6.776263578034403e-21,2.710505431213761e-20,0.0,3.308722450212111e-24,1.0842021724855044e-19,0.0,1.3877787807814457e-17,0.0,8.271806125530277e-24,5.421010862427522e-20,1.3877787807814457e-17,0.0,2.710505431213761e-20,3.8116482626443515e-21,2.710505431213761e-20,1.6543612251060553e-24,0.0,6.352747104407253e-22,1.2705494208814505e-21,6.617444900424222e-24,0.0,5.293955920339377e-23,4.235164736271502e-22,0.0
5,2.976988802311614e-06,1.7273103562911607e-07,1.4409748120022948e-07,1.7285710989004064e-07,2.2818936191404973e-06,2.1741527536310246e-06,9.160586127928511e-07,4.4906621857577794e-08,5.775231031027907e-07,2.413874405966643e-08,4.871399407892238e-07,1.527745785787877e-08,3.406639074882725e-09,8.434501318940902e-07,5.1640871653115575e-06,8.756743306935245e-07,6.67006176460226e-06,1.4392498790307118e-07,1.1217623728230482e-06,6.657908003523396e-07,4.168789825184206e-06,2.893676156716405e-06,3.7474519258811892e-06,5.136396044013523e-07,2.878855797508408e-06,1.2630214556756736e-07,9.621814682543853e-06,5.653834145288671e-06,1.716222349754902e-07,1.0028104293889723e-06,4.802680048826789e-07,2.161257054950087e-11,6.110845893016787e-12,8.941641611458475e-11,1.7832781729694204e-10,2.831386885016147e-10,1.1141627608740443e-06,4.866089788832432e-06,1.399885102868459e-10,3.9234065445246344e-11,6.607092246465161e-06,9.802656956219199e-07,1.5145002762733099e-10,4.2543175289197315e-11,8.358469321707508e-11,1.7631053964442223e-10,2.8933959174738817e-10,2.646795219593409e-06,1.784809001547725e-06,2.5688482948080884e-06,1.106744266393406e-05,0.0005289348423386595,1.8063713475472824e-05,2.6519191788399567e-06,0.0006920446522914708,1.29218238896296e-05,6.436045227423051e-06,6.347994431063515e-06,5.963085677530063e-06,8.023760420255834e-06,1.6917466877136182e-05,7.795766074995812e-06,2.3662246340274972e-05,1.1072780959520477e-05,1.2921855780946433e-05,6.587311590054063e-06,9.132056136572313e-06,6.462348535570529e-27,1.9185097214975007e-27,0.0,6.617444900424222e-24,6.617444900424222e-24,0.0,5.169878828456423e-26,0.0,0.0,1.0450829272367964e-26,2.6469779601696886e-23,0.0,0.0,1.2924697071141057e-26,2.779326858178173e-22,0.0,0.0,1.3234889800848443e-23,1.6940658945086007e-21,0.0,3.3881317890172014e-21,0.0,1.6940658945086007e-21,4.235164736271502e-22,2.117582368135751e-22,1.0587911840678754e-22,0.0,5.293955920339377e-23,0.0,1.6940658945086007e-21,4.235164736271502e-22,3.3881317890172014e-21,0.0,8.470329472543003e-22,1.6940658945086007e-21,8.470329472543003e-22,0.0,0.0,1.0587911840678754e-22,1.5881867761018131e-22,0.0,1.3234889800848443e-23,8.470329472543003e-22,8.470329472543003e-22,1.6940658945086007e-21,1.6940658945086007e-21,1.2924697071141057e-26,1.6940658945086007e-21,1.6940658945086007e-21,0.0,0.0,1.9387045606711586e-26,1.6940658945086007e-21,6.938893903907228e-18,5.169878828456423e-26,4.235164736271502e-22,8.602678370551488e-23,4.235164736271502e-22,0.0,0.0,2.6469779601696886e-23,8.470329472543003e-22,2.5849394142282115e-26,8.470329472543003e-22,1.3234889800848443e-23,1.3234889800848443e-23,0.0
6,0.007756928344951602,0.003924114358067119,0.0029869469956268872,0.003911706524428854,0.00997557989905017,0.014117969863813456,0.010676997292446665,0.00033532179002778524,0.0029750635136286604,0.00011402083621908421,0.0024359058433514806,0.0008717303076535135,0.0010840471568384466,0.010418419867212404,0.019828104352903803,0.010429243649950602,0.004619666397300815,0.003169180779855449,0.0026136838856821594,0.008843861109123354,0.004193773730039749,0.0078884795237604,0.015670143998766938,0.0027112476237287075,0.007678742443599295,0.002228453484372034,0.01752005998367495,0.004765820094277869,0.003883297029282436,0.0026303574801261635,0.0029462795174082772,0.0002370066639537044,0.00017113452007401042,5.355332071087965e-06,0.0012931632917288372,0.001215542349842,0.00257964456516966,0.0007948265758338669,0.00018670286665894328,0.00031825055051888597,0.005515148311131018,0.0015410403928244774,0.00018722289518030577,0.00028927988491316177,5.813811227532659e-06,0.000830588268965219,0.0007880826821039361,0.0016739814062645963,0.0038743119668606697,0.0026650139789468445,0.006481737339596859,0.00017049005968153448,0.008709907548097542,0.0026208081322925594,2.5611502150370787e-05,0.007958407409546283,0.005514119763279819,0.006871711139557958,0.006168865748546037,0.00023839899457592944,0.0017644643590045968,0.001634167058185965,0.009525528787313348,0.006295337301694608,0.007899598273024543,0.006647660754051373,0.0044838516136393655,2.0328790734103208e-20,4.235164736271502e-22,0.0,1.0842021724855044e-19,0.0,1.0842021724855044e-19,2.710505431213761e-20,0.0,0.0,1.6940658945086007e-21,0.0,4.336808689942018e-19,1.0842021724855044e-19,0.0,1.734723475976807e-18,4.336808689942018e-19,4.336808689942018e-19,0.0,2.710505431213761e-20,8.673617379884035e-19,0.0,8.673617379884035e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.0164395367051604e-20,0.0,4.336808689942018e-19,2.710505431213761e-20,5.421010862427522e-19,4.336808689942018e-19,0.0,2.168404344971009e-19,4.336808689942018e-19,1.734723475976807e-18,2.168404344971009e-19,0.0,0.0,1.734723475976807e-18,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,3.3881317890172014e-21,0.0,8.673617379884035e-19,6.938893903907228e-18,0.0,4.658681209898652e-21,1.0842021724855044e-19,6.938893903907228e-18,0.0,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,0.0,2.710505431213761e-20,5.929230630780102e-21,1.8973538018496328e-19,1.3552527156068805e-20,4.336808689942018e-19,0.0,2.168404344971009e-19,2.168404344971009e-19
7,0.005377156590064592,0.0036558106333859208,0.0006092286971563364,0.003633569735731432,0.008053620229501186,0.009473002465216828,0.005481313904471487,0.0002638027108537922,0.00047283780222087413,0.00018847916569926645,0.0010300845554379599,0.00032659525257610386,0.00026477839631032166,0.0050279608830028945,6.455295771845126e-05,0.005255828822431204,0.0036595227801989915,0.0007030447786071311,0.005499231758804421,0.0033341128317337324,0.0030010030205119167,0.005622103599372959,0.005630871516358285,0.0007880826291668979,0.005405083630044379,3.337677689599198e-05,0.027084923248869554,0.0033889646781490035,0.0035961368285742008,0.0057264168569193755,0.0004113737556895057,7.177344121155223e-05,2.1204483486535813e-05,6.131460379593323e-05,0.0013314192369033636,0.001219705155246672,0.0002604410766798204,0.0013502429040904225,0.00023060172235654335,8.753235027022008e-05,0.006067588864941944,0.00016548483254318817,0.0002194317340064932,6.759076818286223e-05,7.250535071639898e-05,0.0008039110084886891,0.0006796877962339193,0.00025947022039364337,0.007539802048558699,0.0003188452922790241,0.007811663286049661,0.0023109635853368186,0.012203407123059257,0.006522186396861065,0.0007605752628067764,0.010959485460044542,0.005993524529575141,0.007152075104953429,0.007089709000455063,0.0013896274893233918,0.003541429009068873,0.002500768775573349,0.01156594439631324,0.007571590217239788,0.010929545278452853,0.006921705914791427,0.005513608816792824,0.0,5.717472393966527e-21,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,2.168404344971009e-19,8.131516293641283e-20,6.1409888675936775e-21,0.0,0.0,2.710505431213761e-20,1.3552527156068805e-20,9.215718466126788e-19,0.0,4.336808689942018e-19,0.0,5.421010862427522e-20,0.0,0.0,0.0,6.505213034913027e-19,5.421010862427522e-20,5.421010862427522e-20,3.7269449679189215e-20,0.0,2.168404344971009e-19,5.421010862427522e-20,6.505213034913027e-19,4.336808689942018e-19,1.0842021724855044e-18,0.0,8.673617379884035e-19,0.0,4.336808689942018e-19,4.336808689942018e-19,0.0,4.336808689942018e-19,4.87890977618477e-19,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,0.0,0.0,0.0,6.938893903907228e-18,1.0842021724855044e-19,0.0,6.505213034913027e-19,6.938893903907228e-18,1.0842021724855044e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,6.776263578034403e-21,0.0,1.3552527156068805e-20,5.421010862427522e-20,1.3552527156068805e-20,4.336808689942018e-19,5.421010862427522e-20,0.0,0.0
8,0.006288380735790163,0.003948316448424236,0.0005289216215145027,0.003914991834141826,0.008200210323340961,0.009162260758958759,0.004871323929774223,0.0003664465902931968,0.001352993282445397,0.00031922381314847004,0.002020926892269285,0.00047536833644422897,0.00040209986800659884,0.004268776378406568,0.0001565549776420434,0.004582370372414841,0.0037536884887313477,0.0006575603380090981,0.005752506299960418,0.00243417900167546,0.003207589270574401,0.0065296334806268855,0.00562624337493906,0.0017059075143322662,0.0062300247872012545,1.3664979426073302e-06,0.00030871612341381617,0.003506967942822434,0.003869388648583892,0.005953522225646688,0.0012856529005192097,4.109052586144905e-05,9.897767019750132e-05,0.00013629176909605266,0.0014773628277640234,0.001359834355425,0.0004183085784118856,0.00695790455482303,0.0003704472470116958,0.00014702050539567966,0.0069322961764954555,0.00021516805616613946,0.0003620554965324238,7.691587477493622e-06,0.00012107091113027884,0.0008924290703030328,0.0007684616017980535,0.0003867709292109317,0.008310248816326093,0.0005072330050622491,0.006513339022911424,0.002238977270765234,0.006664367549852457,0.007132172727215231,0.0007439504636476384,0.010210069862705227,0.006845552208208605,0.008158697349771055,0.011630614867358176,0.0013847523472702364,0.0017507099547648703,0.002998320090120525,0.008837546031176867,0.006261133873273308,0.010192134326518656,0.007880582978866398,0.004528599672502937,8.131516293641283e-20,8.936197593532869e-20,1.3010426069826053e-18,2.168404344971009e-19,1.0842021724855044e-18,2.168404344971009e-19,4.336808689942018e-19,1.3010426069826053e-18,2.168404344971009e-19,7.972697616031102e-20,0.0,8.673617379884035e-19,2.168404344971009e-19,1.3552527156068805e-19,1.0299920638612292e-18,1.3010426069826053e-18,0.0,4.336808689942018e-19,5.963111948670274e-19,2.6020852139652106e-18,2.6020852139652106e-18,0.0,6.505213034913027e-19,6.505213034913027e-19,2.168404344971009e-19,1.0842021724855044e-18,2.6020852139652106e-18,8.673617379884035e-19,6.505213034913027e-19,1.0842021724855044e-19,8.673617379884035e-19,1.0842021724855044e-19,1.734723475976807e-18,4.336808689942018e-19,8.673617379884035e-19,2.168404344971009e-19,4.336808689942018e-19,2.168404344971009e-18,4.336808689942018e-19,6.505213034913027e-19,5.421010862427522e-20,4.336808689942018e-19,3.469446951953614e-18,0.0,3.469446951953614e-18,3.469446951953614e-18,3.3881317890172014e-20,1.734723475976807e-18,2.6020852139652106e-18,0.0,2.168404344971009e-19,6.776263578034403e-20,2.168404344971009e-19,1.3877787807814457e-17,3.2526065174565133e-19,2.6020852139652106e-18,4.336808689942018e-19,8.673617379884035e-19,3.049318610115481e-20,6.505213034913027e-19,6.505213034913027e-19,7.589415207398531e-19,7.453889935837843e-20,8.673617379884035e-19,5.421010862427522e-20,4.336808689942018e-19,9.75781955236954e-19
9,0.0027928589665279268,0.0022749117682866835,0.003005219763943326,0.002240768199089668,0.00670101784510762,0.0038539234135937005,0.0008667023516068647,0.000858720990254435,0.005364694193173891,0.0010624040062464756,0.005904887359376072,0.001800721993419266,0.0017126470078326949,0.0014548118014222574,0.00044921213131666907,0.0014152295497052514,0.002315734809114579,0.002809908985687064,0.009354380480428567,0.0025164609410796256,0.0018422183626792526,0.003239350192648196,0.005979284076310853,0.005608930392059507,0.003020492871573892,0.0030135520403041178,0.00022812300840933594,0.0019409932152986641,0.0022023885124712195,0.010107748482755939,0.005160220545834494,0.0003890296808259693,0.00018271294361962351,0.00033356216717627757,0.0015635425272449116,0.0018508276625148613,0.0031443479108822134,0.010533624214515829,0.00044234903144459007,0.00016966628536437027,0.0078087171953351246,0.0018920280168469702,0.0003951980767332658,0.000536695861306241,0.0003302700561275903,0.0007473047188890326,0.0010960497571915959,0.0017229904440141646,0.011603615004750923,0.0030416575826681383,0.008126646355132675,0.005199170525342857,0.0050531419807951375,0.010776519614192855,0.0026977168251931492,0.014260847216035218,0.0075888858024099485,0.008891941746262087,6.812431957204905e-05,0.0032629490873160123,0.0039969371124139366,0.0031227619049371373,0.0106578851132707,0.00786513321051151,0.014228704341861955,0.008572639963381227,0.0013404644559733571,4.0657581468206416e-20,6.776263578034403e-21,0.0,4.336808689942018e-19,1.0842021724855044e-19,3.2526065174565133e-19,2.168404344971009e-19,6.505213034913027e-19,5.421010862427522e-19,3.3881317890172014e-21,0.0,1.0842021724855044e-18,3.2526065174565133e-19,4.0657581468206416e-20,2.927345865710862e-18,8.673617379884035e-19,1.0842021724855044e-19,0.0,4.336808689942018e-19,4.336808689942018e-19,1.734723475976807e-18,1.734723475976807e-18,3.0357660829594124e-18,0.0,1.734723475976807e-18,4.336808689942018e-19,1.734723475976807e-18,3.577867169202165e-18,8.673617379884035e-19,2.6020852139652106e-18,5.034763838479561e-18,3.469446951953614e-18,1.3010426069826053e-18,5.963111948670274e-19,2.6020852139652106e-18,2.168404344971009e-19,1.734723475976807e-18,4.336808689942018e-19,6.505213034913027e-19,1.734723475976807e-18,6.505213034913027e-19,1.0842021724855044e-19,8.673617379884035e-19,0.0,2.6020852139652106e-18,2.6020852139652106e-18,1.2874900798265365e-19,1.734723475976807e-18,1.734723475976807e-18,6.938893903907228e-18,4.336808689942018e-19,0.0,3.0357660829594124e-18,2.0816681711721685e-17,1.0842021724855044e-19,5.380353280959316e-18,3.3610267347050637e-18,5.034763838479561e-18,1.3552527156068805e-19,2.168404344971009e-19,4.336808689942018e-19,8.673617379884035e-19,1.6940658945086007e-20,7.589415207398531e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0
