Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7520376697701454,4.498991066242152e-18,
1,0.792217142966022,0.16203861755384896,Y4Z3,0.7853820221953342,nan
2,0.8319984086720543,0.32247131581554106,Y1Z7,0.7853952414784272,nan
3,0.8705428146580827,0.477915918833664,Y5Z0,0.7853907062703434,nan
4,0.9079509211735021,0.6287779730849807,Y6Z2,0.7854635903941174,nan
5,0.9348138080979955,0.7371125209156625,Y8Z3,0.7853983882583297,nan
6,0.9348138094244896,0.7371125262652418,Y6Z2,-6.60276043544062e-05,nan
7,0.96338155089895,0.8523225319462607,X0X5,1.21334948678513,1.2161480735332622
8,0.9730084066446179,0.89114639578374,X1X7,1.3793628028569735,-1.7978449071240368
9,0.991638227750567,0.9662780542444414,X2X6,1.4087359561651407,0.320330472260474
10,0.9976848060289533,0.9906631222214248,Y0Y5,-1.4651340914009265,-1.1532594863343597
11,0.9977489849363349,0.990921947452347,Y1Y7,-0.48186607737023235,-0.06996112931613602
12,0.9978844338295503,0.9914681953162457,X2X6,-0.4665567611674097,-0.23301014146318463
13,0.9985138014320953,0.994006353438738,Y0Y5,0.35024105891539475,0.49902978516374147
14,0.9999999996748924,0.999999998688883,X1X7,0.7005510784944111,0.6569003761143147
15,0.9999999999997804,0.9999999999991145,X7,-1.011341823587261e-07,0.10000029218835567
