,Y3Z0,Y0Z3,Y2Z3,Y3Z2,Y3Z1,Y1Z3,Y4Z2,Y2Z4,Y5Z4,Y4Z5,Y1Z4,Y4Z1,Y5Z3,Y3Z5,Y5Z1,Y1Z5,Y2Z0,Y0Z2,Y0Z5,Y5Z0,Y3Z4,Y4Z3,Y1Z2,Y2Z1,Y0Z4,Y4Z0,Y5Z2,Y2Z5,Y1Z0,Y0Z1,standard_y,X2Y3,Y3,X5Y2,X5Y3,X4Y5,X4Y3,X3Y2,X2Y4,X1Y5,X0Y4,X2Y1,Y1,X5Y0,X5Y1,X4Y2,X3Y0,X1Y4,X1Y3,Y0,X4Y0,X3Y1,X4Y1,X2Y0,X1Y0,standard_x,Y5,Y4Y5,Y4,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y2,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y3,X0Y2,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9894469617774092,0.9894469617774091,0.9760813786842278,0.9760813786842277,0.7396024817061558,0.7396024817061557,0.7029155842610357,0.7029155842610357,0.6920158923238119,0.6920158923238119,0.6854638158208641,0.6854638158208639,0.6336380170811049,0.6336380170811049,0.59872749543935,0.59872749543935,0.5943619291362376,0.5943619291362376,0.5439742924257338,0.5439742924257336,0.3799488555146331,0.379948855514633,0.37434043218889557,0.3743404321888955,0.3439841546037822,0.3439841546037821,0.34282963896183855,0.3428296389618385,0.07342665480233153,0.07342665480233151,1.734723475976807e-16,1.6653345369377348e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.204170427930421e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0026654838187213908,0.0026654838187213916,0.3817216062435199,0.0026294781035705213,0.0019924245800225495,0.666176093339022,0.7029155842610356,0.7029155842610357,0.6920158923238118,0.6920158923238118,0.6854638158208639,0.6854638158208639,0.08966569851484518,0.0017069655541944535,0.5987274954393498,0.5987274954393498,0.3817159077492259,0.001601159198802083,0.0014654193001477933,0.08966142544303621,0.0010235490788679576,0.03596594908818543,0.37434043218889557,0.37434043218889557,0.0009266633113369502,0.0359633222323755,0.3428296389618385,0.34282963896183843,0.6661731431899323,0.0001978050040063549,2.805373121306243e-17,2.168404344971009e-19,2.168404344971009e-19,2.7755575615628914e-17,0.0,0.0,2.168404344971009e-19,1.0842021724855044e-19,0.0,1.0408340855860843e-17,0.0,8.326672684688674e-17,5.551115123125783e-17,4.0657581468206416e-20,2.7755575615628914e-17,2.7755575615628914e-17,0.0,0.0,1.0842021724855044e-19,8.131516293641283e-20,1.3552527156068805e-20,2.710505431213761e-20,0.0,8.131516293641283e-20,1.8126505071242027e-19,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,5.551115123125783e-17,0.0,8.300922883092143e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0010518209909616935,0.0010518209909616935,4.9832698082693166e-05,0.0006337122947387063,0.0007862264934630253,0.6661758683918244,9.176411972828809e-05,9.176411972828811e-05,0.34918625628335187,9.034118835740324e-05,0.31112338682186214,8.948582884319148e-05,0.08966403201521853,0.0006735821047345674,0.59872749543935,0.5987274954393502,4.98325822421061e-05,0.0002661614135774879,0.000578266042971223,0.08966336663315055,0.000633712282455036,4.695139828393017e-06,0.31112337779087706,4.88693393739927e-05,0.0002661614050774311,4.695086428932826e-06,0.34918624746504934,4.475567300043969e-05,0.6661754090088816,7.805541863351034e-05,5.5440000463688466e-17,6.617444900424222e-24,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,2.0816681711721685e-17,0.0,1.0164395367051604e-20,5.551115123125783e-17,0.0,2.7755575615628914e-17,0.0,5.551115123125783e-17,4.235164736271502e-22,0.0,6.776263578034403e-21,8.271806125530277e-25,3.3881317890172014e-21,3.3881317890172014e-21,3.308722450212111e-24,1.0873659197193857e-20,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,1.8867759879334118e-20,0.0,0.0,0.0,0.0,0.0,0.0
3,2.920196130478209e-08,0.00025409264839315946,3.953206652821492e-09,1.7593908058346696e-08,2.1828196847364443e-08,7.087961912898325e-05,3.7657604258838206e-07,3.7657604258838195e-07,0.3491862533620225,3.707367029193557e-07,3.3102832540381133e-05,3.4795899668059045e-07,0.5090637464672935,1.8700823359750645e-08,0.5090637503637545,6.370326713305485e-05,3.953182000259522e-09,6.945168280272134e-05,0.00015089170786395867,0.5090637687381114,1.7593908058340952e-08,3.479589944929405e-07,3.3102832540364945e-05,3.9532043601557965e-09,6.945168280268398e-05,3.47958995285819e-07,0.34918625336187403,1.8366562303206756e-07,7.087961580098858e-05,0.0002540926467243619,5.554163035528857e-17,7.888609052210118e-31,3.308722450212111e-24,3.308722450212111e-24,1.6543612251060553e-24,0.0,1.5777218104420236e-30,7.888609052210118e-31,5.551115123125783e-17,8.470329472543003e-22,0.0,4.8467614016778965e-27,3.3881317890172014e-21,0.0,3.3881317890172014e-21,5.551115123125783e-17,0.0,1.4136387421560532e-27,2.710505431213761e-20,2.710505431213761e-20,0.0,2.710505431213761e-20,1.6155871338926322e-27,2.5849394142282115e-26,1.0329399337487088e-24,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075334796318936e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.541098841762901e-21,0.0,1.9387045606711586e-26,5.6675326765379055e-25,0.0,0.0,0.0,0.0,0.0,0.0
4,3.456159743992853e-09,9.373263022485152e-08,5.641968400056888e-08,5.790547814413742e-09,7.184146758524644e-09,6.402536003483017e-05,1.132418612947594e-07,1.132418612947594e-07,0.0001861918783982858,6.8495994552118324e-09,1.574807164559721e-05,6.84956650087308e-09,0.0002714412059077949,3.4561575027169626e-09,0.000271441206378012,6.402535934975832e-05,5.641968146937041e-08,2.562013874109556e-08,5.5662675609131514e-08,0.00027144121159147956,5.790547814413571e-09,6.849566792576813e-09,1.5748071645596515e-05,5.641968377378232e-08,2.5620138741094316e-08,6.849568731294663e-09,0.0001861918783982786,5.641968915199598e-08,6.402535983509496e-05,9.373263008552724e-08,2.7107949444281546e-20,9.860761315262648e-32,8.271806125530277e-25,1.5146129380243427e-28,4.0389678347315804e-28,0.0,0.0,1.4791141972893971e-31,0.0,2.0679515313825692e-25,0.0,1.6155871338926322e-27,0.0,1.3552527156068805e-20,8.271806125530277e-25,2.7755575615628914e-17,0.0,4.0389678347315804e-28,1.3552527156068805e-20,0.0,0.0,2.0328790734103208e-20,8.077935669463161e-28,0.0,1.6825736882691658e-28,0.0,2.710505431213761e-20,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.058451752097371e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.6543612251060553e-24,0.0,7.368291085755807e-29,0.0,0.0,0.0,0.0,0.0,0.0
5,5.956806541141515e-17,8.492752157592302e-12,1.4676262956508583e-08,9.980203323471179e-17,1.2382117120686205e-16,9.705372323826285e-09,2.9457221472529874e-08,2.9457221472529874e-08,1.0286412850140062e-08,1.7817589432068e-09,2.387192936780744e-09,1.7817589432067674e-09,1.4996123309234292e-08,5.956805489922224e-17,1.49961233092451e-08,9.70537232382222e-09,1.4676262956508575e-08,1.4565012288335637e-12,8.492513021492725e-12,1.4996123309307766e-08,9.980203323471159e-17,1.781758943206769e-09,2.387192936780737e-09,1.4676262956508582e-08,1.4565012288335585e-12,1.7817589432067756e-09,1.0286412850140035e-08,1.4676262956508578e-08,9.705372323826285e-09,8.492752157592302e-12,6.195776658478244e-25,3.6734198463196485e-40,0.0,1.232595164407831e-32,7.52316384526264e-37,4.930380657631324e-32,3.6734198463196485e-40,0.0,0.0,5.048709793414476e-29,0.0,3.697785493223493e-32,0.0,0.0,5.048709793414476e-29,0.0,0.0,1.232595164407831e-32,8.271806125530277e-25,8.077935669463161e-28,0.0,8.271806125530277e-25,0.0,0.0,5.563532749487444e-37,0.0,1.6543612251060553e-24,0.0,6.203854594147708e-25,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52316384526264e-37,1.1020259538958945e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,1.957200235303162e-37,0.0,0.0,0.0,0.0,0.0,0.0
6,1.3055125128424706e-17,8.492059158940581e-12,6.307469991230377e-09,2.187292875638234e-17,2.7137038790489308e-17,2.127060145962965e-09,1.2659935367307589e-08,1.2659935367307589e-08,5.404306455020539e-09,7.657529099326479e-10,5.23184766861143e-10,7.657529099326423e-10,7.878708270880314e-09,1.3055122824884509e-17,7.878708270880834e-09,2.1270601459624966e-09,6.307469991230373e-09,1.456353926253123e-12,8.49193352089896e-12,7.878708270953781e-09,2.1872928756382333e-17,7.657529099326424e-10,5.231847668611426e-10,6.307469991230377e-09,1.4563539262531223e-12,7.657529099326452e-10,5.404306455020537e-09,6.307469991230374e-09,2.127060145962965e-09,8.492059158940581e-12,1.0339757703135165e-24,4.591774807899561e-41,4.622231866529366e-33,6.162975822039155e-33,0.0,1.232595164407831e-32,0.0,2.2958874039497803e-41,2.7755575615628914e-17,1.262177448353619e-29,3.009265538105056e-36,1.5407439555097887e-33,1.0339757656912846e-25,0.0,0.0,0.0,2.524354896707238e-29,1.5407439555097887e-33,0.0,0.0,0.0,8.271806125530277e-25,0.0,1.2037062152420224e-35,5.431146842706422e-38,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.591774807899561e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2037062152420224e-35,3.9710193465120136e-38,0.0,0.0,0.0,0.0,0.0,0.0
7,1.3055125128424706e-17,8.492059158940581e-12,2.7755291176330604e-09,2.1872928756382336e-17,2.7137038790489308e-17,2.127060145962965e-09,5.570857933239338e-09,5.570857933239338e-09,5.404306455020538e-09,3.369606992003652e-10,5.231847668611428e-10,3.369606992003627e-10,7.878708270880313e-09,1.3055122824884509e-17,7.878708270880832e-09,2.1270601459624966e-09,2.7755291176330587e-09,1.4563539262531227e-12,8.49193352089896e-12,7.87870827095378e-09,2.1872928756382336e-17,3.369606992003627e-10,5.231847668611428e-10,2.7755291176330604e-09,1.4563539262531227e-12,3.3696069920036394e-10,5.404306455020538e-09,2.7755291176330587e-09,2.127060145962965e-09,8.492059158940581e-12,1.4475660735085424e-24,0.0,1.5407439555097887e-33,1.5407439555097887e-33,1.88079096131566e-37,6.162975822039155e-33,2.2958874039497803e-41,0.0,2.7755575615628914e-17,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.524354896707238e-29,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,6.018531076210112e-36,4.843613645570781e-38,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70197740328915e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559735800070931e-38,0.0,0.0,0.0,0.0,0.0,0.0
8,1.3055125128424706e-17,8.492059158940581e-12,2.7755291176330604e-09,2.1872928756382336e-17,2.7137038790489308e-17,2.127060145962965e-09,5.570857933239338e-09,5.570857933239338e-09,5.404306455020538e-09,3.369606992003652e-10,5.231847668611428e-10,3.369606992003627e-10,7.878708270880313e-09,1.3055122824884509e-17,7.878708270880832e-09,2.1270601459624966e-09,2.7755291176330587e-09,1.4563539262531227e-12,8.49193352089896e-12,7.87870827095378e-09,2.1872928756382336e-17,3.369606992003627e-10,5.231847668611428e-10,2.7755291176330604e-09,1.4563539262531227e-12,3.3696069920036394e-10,5.404306455020538e-09,2.7755291176330587e-09,2.127060145962965e-09,8.492059158940581e-12,1.4475660735085424e-24,0.0,1.5407439555097887e-33,1.5407439555097887e-33,1.88079096131566e-37,6.162975822039155e-33,2.2958874039497803e-41,0.0,2.7755575615628914e-17,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.524354896707238e-29,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,6.018531076210112e-36,4.843613645570781e-38,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70197740328915e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559735800070931e-38,0.0,0.0,0.0,0.0,0.0,0.0
9,1.3055125128424706e-17,8.492059158940581e-12,2.7755291176330604e-09,2.1872928756382336e-17,2.7137038790489308e-17,2.127060145962965e-09,5.570857933239338e-09,5.570857933239338e-09,5.404306455020538e-09,3.369606992003652e-10,5.231847668611428e-10,3.369606992003627e-10,7.878708270880313e-09,1.3055122824884509e-17,7.878708270880832e-09,2.1270601459624966e-09,2.7755291176330587e-09,1.4563539262531227e-12,8.49193352089896e-12,7.87870827095378e-09,2.1872928756382336e-17,3.369606992003627e-10,5.231847668611428e-10,2.7755291176330604e-09,1.4563539262531227e-12,3.3696069920036394e-10,5.404306455020538e-09,2.7755291176330587e-09,2.127060145962965e-09,8.492059158940581e-12,1.4475660735085424e-24,0.0,1.5407439555097887e-33,1.5407439555097887e-33,1.88079096131566e-37,6.162975822039155e-33,2.2958874039497803e-41,0.0,2.7755575615628914e-17,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.524354896707238e-29,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,6.018531076210112e-36,4.843613645570781e-38,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70197740328915e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559735800070931e-38,0.0,0.0,0.0,0.0,0.0,0.0
