,Y2Z5,Y5Z2,Y2Z1,Y1Z2,Y3Z5,Y5Z3,Y2Z0,Y0Z2,Y5Z0,Y0Z5,Y4Z3,Y3Z4,Y4Z1,Y1Z4,Y4Z0,Y0Z4,Y3Z1,Y1Z3,Y5Z4,Y4Z5,Y2Z3,Y3Z2,Y4Z2,Y2Z4,Y0Z3,Y3Z0,Y0Z1,Y1Z0,Y1Z5,Y5Z1,standard_y,Y2,X1Y4,X5Y4,X4Y5,X2Y5,X0Y3,X0Y5,Y5,Y4,X3Y4,X2Y4,X1Y5,X1Y2,X0Y4,X0Y1,X5Y1,X3Y1,Y1,X4Y0,X2Y1,X2Y0,X1Y3,X1Y0,X4Y1,standard_x,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y2,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8522886331908531,0.852288633190853,0.7929512716552943,0.7929512716552942,0.7553168382549661,0.755316838254966,0.6962243226370528,0.6962243226370528,0.671646764117767,0.671646764117767,0.5469839042910056,0.5469839042910056,0.4982722297980512,0.4982722297980512,0.46253225482908755,0.46253225482908755,0.45318922846621235,0.45318922846621235,0.43406813885223416,0.43406813885223416,0.4323888389514403,0.4323888389514402,0.3723746808209262,0.37237468082092606,0.14393322139536102,0.14393322139536097,0.03855183933738006,0.038551839337380045,0.019157108024347794,0.019157108024347752,1.249000902703301e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.336808689942018e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.42861286636753e-17,2.2551405187698492e-17,1.734723475976807e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.51131758745233e-05,8.51131758745233e-05,7.918749402024562e-05,0.773794163726472,0.3229280014596048,7.542915908041674e-05,6.952792858315492e-05,0.024577561868409058,6.70735088251597e-05,0.02457755504760812,0.5469839042910056,0.5469839042910056,0.4982722297980512,0.4982722297980511,0.46253225482908755,0.46253225482908744,0.45318922846621235,0.4531892284662123,4.33478946038978e-05,0.061693459888130346,4.3180192557623604e-05,0.3229279955371871,0.06169345586685523,3.7186922910461635e-05,0.14393322139536102,0.14393322139536108,0.03855183933738002,0.038551839337380045,0.773794159676946,1.913110466367587e-06,7.285160972744786e-17,6.776263578034403e-21,5.551115123125783e-17,3.3881317890172014e-21,3.3881317890172014e-21,0.0,5.551115123125783e-17,1.0587911840678754e-21,0.0,5.551115123125783e-17,2.7755575615628914e-17,6.776263578034403e-21,0.0,3.3881317890172014e-21,0.0,4.838941753154703e-18,8.470329472543003e-22,1.734723475976807e-18,3.8163916471489756e-17,1.734723475976807e-17,8.470329472543003e-22,4.658681209898652e-21,0.0,1.3725439853943548e-17,1.734723475976807e-18,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,6.776263578034403e-21,1.0408340855860843e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0
2,1.532733932233721e-12,2.9727813556181786e-06,1.4260231491047396e-12,3.8999238329940664e-07,0.7761172277695482,2.6951228545817845e-06,1.252071894820642e-12,0.013974280813813618,2.396571150673396e-06,0.01397428082227609,0.5469839042910056,0.5469839042910056,0.5599656878265878,2.511292842000565e-07,0.46253225482908744,0.4625322548290875,0.7761172277648887,2.2840744425596905e-07,1.5488426872214566e-06,0.5599656878284944,7.775969544336845e-13,0.7761172277648722,0.5599656878265326,6.696690377502701e-13,0.14393322139536102,0.14393322139536105,0.013974280813821623,1.9430133245265803e-08,3.8999238329680106e-07,2.9727813556177834e-06,1.1449175685919576e-16,1.0097419586828951e-28,1.9852334701272664e-23,5.293955920339377e-23,0.0,0.0,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0097419586828951e-28,1.0587911840678754e-22,1.1102230246251565e-16,6.503788061441689e-24,2.8398992587956425e-29,7.444625512977249e-24,7.444625512977249e-24,1.1275702593849246e-17,3.1763735522036263e-22,0.0,3.308722450212111e-24,8.713345220551691e-24,1.737079286361358e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0
3,1.3070081932586398e-14,3.258323179157968e-14,2.4681931799334256e-14,2.4933268519108504e-07,1.9815990961215805e-07,2.9539950024416207e-14,2.16711440656256e-14,0.12995894057726906,2.6267667871476435e-14,0.12995894057725516,0.012981783538323563,1.3965709966918814e-07,0.01298178353838271,1.012528399421578e-07,0.46253225482908755,0.4625322548290876,1.981599096121565e-07,2.49332685191082e-07,1.697612244129144e-14,0.01298178353835966,1.3070081932585098e-14,1.9815990961215586e-07,0.012981783538362449,1.1590783447346585e-14,0.1299589405772603,3.6749337756426904e-08,0.1299589405772648,7.834037268112632e-09,2.4933268519108414e-07,3.2583231791578977e-14,1.3877801042701102e-17,3.1554436208840472e-30,0.0,7.888609052210118e-31,0.0,6.310887241768095e-30,1.3234889800848443e-23,3.1554436208840472e-30,6.310887241768095e-30,4.163336342344337e-17,0.0,0.0,3.76158192263132e-37,6.617444900424222e-24,8.673617379884035e-19,3.612007433121267e-24,7.052966104933725e-38,9.860761315262648e-31,0.0,1.3877787807814457e-17,1.3234889800848443e-23,3.944304526105059e-31,7.888609052210118e-31,5.813624856672383e-24,1.1994118882018901e-23,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,3.76158192263132e-37,2.481541837659083e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.236821003336206e-14,2.0029775260478097e-14,8.000938911105448e-14,7.340282235972724e-07,1.106291185678964e-07,1.8158989383672915e-14,3.267704772633415e-14,0.0005778746085474213,5.711862149029046e-15,0.0005778746085473463,5.77247171075283e-05,5.745175807295993e-08,5.772471710837636e-05,2.7502248481462594e-07,0.0020566930179072556,0.0020566930179072556,1.1062911856789822e-07,7.340282235972676e-07,5.711599344574494e-15,5.7724717107578605e-05,4.2368210033360745e-14,1.1062911856789492e-07,5.772471710759389e-05,3.2675981777717415e-14,0.0005778746085473535,5.74507844402924e-08,0.0005778746085472565,2.7501930989229645e-07,7.340282235972695e-07,2.002977526047435e-14,2.1685366938690174e-19,0.0,1.550963648536927e-25,3.0814879110195774e-33,0.0,0.0,5.169878828456423e-26,6.162975822039155e-33,0.0,1.0842021724855044e-19,0.0,2.465190328815662e-32,1.88079096131566e-37,1.9852334701272664e-23,1.3877787807814457e-17,2.727972686927024e-26,1.88079096131566e-37,1.5777218104420236e-30,1.3234889800848443e-23,0.0,0.0,1.3866695599588098e-32,1.5777218104420236e-30,6.746699180906439e-26,2.908056841006738e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0
5,1.5255061065724586e-14,3.1139804983771223e-15,2.8808111452729254e-14,6.624820920641641e-07,4.311186523894476e-08,2.823133963584838e-15,1.1765535801392466e-14,1.0627258734947254e-08,8.879932915352368e-16,1.0627258734947035e-08,1.0615720002760987e-09,2.238871410623868e-08,1.0615720002880002e-09,2.4821568735041515e-07,3.782309953815415e-08,3.782309953815415e-08,4.311186523894573e-08,6.624820920641632e-07,8.87993291535223e-16,1.0615720002762344e-09,1.5255061065724513e-14,4.311186523894467e-08,1.0615720002762757e-09,1.1765535801392342e-14,1.0627258734947055e-08,2.238871410623855e-08,1.0627258734944786e-08,2.482156873504142e-07,6.624820920641637e-07,3.1139804983766474e-15,1.3234886645404822e-23,3.1554436208840472e-30,7.888609052210118e-31,2.938735877055719e-39,0.0,0.0,1.9721522630525295e-31,2.350988701644575e-38,0.0,0.0,0.0,9.4039548065783e-38,2.350988701644575e-38,1.6543612251060553e-24,0.0,9.811355618305373e-31,9.4039548065783e-38,7.888609052210118e-31,1.3234889800848443e-23,0.0,1.6543612251060553e-24,2.350988701644575e-38,0.0,9.787713649804933e-31,3.4512664603419266e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88079096131566e-37,5.546678239835239e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4039548065783e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,0.0,0.0,0.0,0.0,0.0,0.0
6,1.4840998992809497e-16,8.204982982258565e-16,2.802618438121534e-16,9.276799774750874e-09,1.6350591595142637e-08,7.438635575351565e-16,1.1446188570580095e-16,8.238595227201793e-10,2.339760915698399e-16,8.238595227201711e-10,8.229650028276118e-11,8.491136225783164e-09,8.229650028276449e-11,3.47578788934105e-09,2.932169199083457e-09,2.932169199083457e-09,1.635059159514262e-08,9.276799774750871e-09,2.339760915698399e-16,8.229650028276284e-11,1.4840998992809484e-16,1.635059159514262e-08,8.229650028276439e-11,1.1446188570580095e-16,8.238595227201713e-10,8.491136225783164e-09,8.238595227201793e-10,3.47578788934105e-09,9.276799774750871e-09,8.204982982258565e-16,2.0679515313825692e-25,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,6.162975822039155e-33,9.183549615799121e-41,9.183549615799121e-41,0.0,0.0,1.226512642357898e-34,1.8367099231598242e-40,3.0814879110195774e-33,0.0,0.0,0.0,3.4438311059246704e-41,3.0814879110195774e-33,1.0897844659290266e-33,1.1555579666323415e-33,8.331707104070019e-15,1.3323604594556073e-31,9.184637377854452e-16,2.3079163807455998e-24,0.0,4.185565823041768e-23,1.2173222236292752e-30,4.3751149237703335e-30,4.409848455520358e-30,3.664127635035965e-23,2.730405693511929e-23,1.082535630547508e-15,1.8457837735376931e-31,3.5225844654816073e-10,1.2150070476527904e-24,1.1787107670557559e-31,1.4818645701922442e-23,1.0339757656912846e-25,1.4693679385278594e-39,0.0,1.4693679385278594e-39,1.4693679385278594e-39,1.4693679385278594e-39,0.0,0.0,3.6734198463196485e-40,2.243027320222535e-23,0.0,0.0,0.0,0.0,7.703719777548943e-34,6.162975822039155e-33,0.0,2.416120718663762e-31,2.3400357310958056e-17,4.930380657631324e-32,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,1.925929944387236e-33,9.184637377854454e-16,2.6492109914774395e-24,2.7778444170243647e-16,2.938735877055719e-39,0.0,5.877471754111438e-39,5.877471754111438e-39,2.938735877055719e-39,3.6734198463196485e-40,4.1855658230417783e-23,1.0495910328333716e-30,3.478795516036944e-30,6.939795836307288e-23,0.0,3.944304526105059e-31,0.0,0.0,3.944304526105059e-31,5.10689845554862e-30,5.249265447845714e-23,6.712869501999834e-23,1.0825356305475082e-15,8.102550952482149e-15,1.5407439555097887e-33,7.703719777548943e-34,1.5407439555097887e-33,1.5407439555097887e-33,1.5407439555097887e-33,0.0,2.282128094462333e-31,3.5225844654816073e-10,2.5688723701951286e-24,9.171589482946237e-31,5.285938073208211e-23,2.5227840975376083e-17
7,1.3543192446683545e-16,3.1045600905693705e-16,2.55753678644387e-16,9.276799866797878e-09,6.779504268142996e-09,2.8145934177391927e-16,1.044524932060798e-16,8.238595205007443e-10,8.853069452526002e-17,8.238595205007375e-10,8.229650006106003e-11,3.520710180369364e-09,8.229650006106117e-11,3.4757879238287286e-09,2.932169191184347e-09,2.932169191184346e-09,6.779504268142991e-09,9.276799866797878e-09,8.853069452526002e-17,8.229650006106003e-11,1.3543192446683545e-16,6.779504268142991e-09,8.229650006106106e-11,1.044524932060798e-16,8.238595205007375e-10,3.5207101803693638e-09,8.238595205007443e-10,3.4757879238287286e-09,9.276799866797878e-09,3.1045600905693705e-16,2.5849399072662772e-25,2.465190328815662e-32,0.0,1.1479437019748901e-40,3.6734198463196485e-40,0.0,0.0,0.0,2.465190328815662e-32,2.0679515313825692e-25,0.0,0.0,1.3775324423698682e-40,0.0,1.3877787807814457e-17,6.6916228149108e-34,4.591774807899561e-41,1.5407439555097887e-33,0.0,1.3877787807814457e-17,0.0,0.0,7.703719777548943e-34,6.6016093349965835e-34,1.4444474582904269e-33,6.375861251194015e-15,3.2595991239554287e-31,1.5625667474879603e-15,7.405295762190587e-24,0.0,4.569661807722015e-23,1.0325920177305494e-30,5.558747457122632e-30,5.578062106534771e-30,3.3528353273297194e-23,7.086762771640189e-23,1.8416994701859432e-15,2.485232066476681e-31,6.567197262190431e-10,3.2197383042775067e-24,1.247311655828965e-31,1.3864973917000936e-23,5.169878828456423e-26,1.4693679385278594e-39,0.0,2.938735877055719e-39,0.0,1.4693679385278594e-39,0.0,0.0,0.0,3.4514148904710956e-23,0.0,3.0814879110195774e-33,0.0,3.0814879110195774e-33,0.0,0.0,2.7550648847397363e-40,4.162821564708347e-31,4.3625571951130453e-17,0.0,1.4791141972893971e-31,0.0,0.0,9.860761315262648e-32,0.0,1.8367099231598242e-40,4.81482486096809e-35,1.5625667474879603e-15,7.691407899169388e-24,9.47335254313838e-16,1.4693679385278594e-39,2.938735877055719e-39,0.0,0.0,4.408103815583578e-39,9.183549615799121e-41,4.5696618077219995e-23,9.113036598592014e-31,4.7517360175656434e-30,6.117878099517982e-23,0.0,0.0,0.0,0.0,0.0,5.219045288594128e-30,4.8193791261778425e-23,3.505889569462066e-23,1.8416994701859432e-15,7.413854622862281e-15,3.0814879110195774e-33,1.5407439555097887e-33,3.0814879110195774e-33,0.0,3.0814879110195774e-33,9.183549615799121e-41,3.7115439220934506e-31,6.567197262190431e-10,7.472598089735105e-24,7.927252774696754e-31,4.8551467720135324e-23,4.703257206792994e-17
8,1.3543471466778242e-16,3.1045474849975683e-16,2.557562069857244e-16,9.276775292656041e-09,6.779473541947067e-09,2.814581997910824e-16,1.0445308961038795e-16,8.238595003518168e-10,8.85303338438889e-17,8.2385950035181e-10,8.229649804835486e-11,3.520694223740895e-09,8.229649804835589e-11,3.475778716504364e-09,2.932169119473014e-09,2.932169119473014e-09,6.779473541947061e-09,9.276775292656038e-09,8.85303338438889e-17,8.229649804835486e-11,1.3543471466778242e-16,6.779473541947061e-09,8.229649804835589e-11,1.0445308961038795e-16,8.2385950035181e-10,3.520694223740895e-09,8.238595003518168e-10,3.475778716504364e-09,9.276775292656038e-09,3.1045474849975683e-16,1.5509638950559598e-25,0.0,7.703719777548943e-34,6.887662211849341e-41,0.0,0.0,3.0814879110195774e-33,1.8367099231598242e-40,2.465190328815662e-32,1.0339757656912846e-25,0.0,9.183549615799121e-41,2.2958874039497803e-41,0.0,1.3877787807814457e-17,9.144390960237354e-35,1.3775324423698682e-40,4.622231866529366e-33,0.0,1.3877787807814457e-17,0.0,1.1479437019748901e-41,0.0,4.676902639418172e-34,1.0592614694129797e-33,6.375863334517503e-15,3.259597869301916e-31,1.5625674737666832e-15,7.405291290202894e-24,0.0,4.569674996644907e-23,1.0325929815223734e-30,5.558750031540863e-30,5.578064632889257e-30,3.352836060106997e-23,7.086764977844342e-23,1.841700326205145e-15,2.485228060363377e-31,6.567197262190431e-10,3.2197355099956545e-24,1.2473172739248869e-31,1.3864975425729836e-23,5.169878828456423e-26,7.346839692639297e-40,0.0,0.0,2.938735877055719e-39,7.346839692639297e-40,0.0,3.0814879110195774e-33,1.8367099231598242e-40,3.451410582262231e-23,0.0,0.0,3.0814879110195774e-33,3.0814879110195774e-33,0.0,0.0,9.183549615799121e-41,4.162817338241275e-31,4.362557088419069e-17,0.0,4.930380657631324e-32,0.0,0.0,4.930380657631324e-32,0.0,0.0,2.407412430484045e-34,1.5625674737666834e-15,7.691402245972822e-24,9.473347696255868e-16,0.0,4.408103815583578e-39,1.4693679385278594e-39,0.0,5.877471754111438e-39,9.183549615799121e-41,4.569674996644892e-23,9.113048738983936e-31,4.751739050027059e-30,6.117890991670412e-23,0.0,0.0,0.0,1.9721522630525295e-31,0.0,5.2190458983305856e-30,4.819380101210644e-23,3.5059071849973326e-23,1.841700326205145e-15,7.413856219280142e-15,6.162975822039155e-33,0.0,0.0,6.162975822039155e-33,0.0,9.183549615799121e-41,3.7115396869563133e-31,6.567197262190431e-10,7.472592618250644e-24,7.927264013052277e-31,4.8551477434933026e-23,4.703257091766603e-17
9,1.3543471466778242e-16,3.1045474849975683e-16,2.557562069857244e-16,9.276775292656041e-09,6.779473541947067e-09,2.814581997910824e-16,1.0445308961038795e-16,8.238595003518168e-10,8.85303338438889e-17,8.2385950035181e-10,8.229649804835486e-11,3.520694223740895e-09,8.229649804835589e-11,3.475778716504364e-09,2.932169119473014e-09,2.932169119473014e-09,6.779473541947061e-09,9.276775292656038e-09,8.85303338438889e-17,8.229649804835486e-11,1.3543471466778242e-16,6.779473541947061e-09,8.229649804835589e-11,1.0445308961038795e-16,8.2385950035181e-10,3.520694223740895e-09,8.238595003518168e-10,3.475778716504364e-09,9.276775292656038e-09,3.1045474849975683e-16,1.5509638950559598e-25,0.0,7.703719777548943e-34,6.887662211849341e-41,0.0,0.0,3.0814879110195774e-33,1.8367099231598242e-40,2.465190328815662e-32,1.0339757656912846e-25,0.0,9.183549615799121e-41,2.2958874039497803e-41,0.0,1.3877787807814457e-17,9.144390960237354e-35,1.3775324423698682e-40,4.622231866529366e-33,0.0,1.3877787807814457e-17,0.0,1.1479437019748901e-41,0.0,4.676902639418172e-34,1.0592614694129797e-33,6.375863334517503e-15,3.259597869301916e-31,1.5625674737666832e-15,7.405291290202894e-24,0.0,4.569674996644907e-23,1.0325929815223734e-30,5.558750031540863e-30,5.578064632889257e-30,3.352836060106997e-23,7.086764977844342e-23,1.841700326205145e-15,2.485228060363377e-31,6.567197262190431e-10,3.2197355099956545e-24,1.2473172739248869e-31,1.3864975425729836e-23,5.169878828456423e-26,7.346839692639297e-40,0.0,0.0,2.938735877055719e-39,7.346839692639297e-40,0.0,3.0814879110195774e-33,1.8367099231598242e-40,3.451410582262231e-23,0.0,0.0,3.0814879110195774e-33,3.0814879110195774e-33,0.0,0.0,9.183549615799121e-41,4.162817338241275e-31,4.362557088419069e-17,0.0,4.930380657631324e-32,0.0,0.0,4.930380657631324e-32,0.0,0.0,2.407412430484045e-34,1.5625674737666834e-15,7.691402245972822e-24,9.473347696255868e-16,0.0,4.408103815583578e-39,1.4693679385278594e-39,0.0,5.877471754111438e-39,9.183549615799121e-41,4.569674996644892e-23,9.113048738983936e-31,4.751739050027059e-30,6.117890991670412e-23,0.0,0.0,0.0,1.9721522630525295e-31,0.0,5.2190458983305856e-30,4.819380101210644e-23,3.5059071849973326e-23,1.841700326205145e-15,7.413856219280142e-15,6.162975822039155e-33,0.0,0.0,6.162975822039155e-33,0.0,9.183549615799121e-41,3.7115396869563133e-31,6.567197262190431e-10,7.472592618250644e-24,7.927264013052277e-31,4.8551477434933026e-23,4.703257091766603e-17
