,Y1Z5,Y5Z1,Y2Z1,Y1Z2,Y3Z4,Y4Z3,Y1Z4,Y4Z1,Y3Z1,Y1Z3,Y2Z3,Y3Z2,Y2Z4,Y4Z2,Y0Z4,Y4Z0,Y2Z0,Y0Z2,Y5Z4,Y4Z5,Y5Z0,Y0Z5,Y3Z0,Y0Z3,Y5Z2,Y2Z5,Y0Z1,Y1Z0,Y5Z3,Y3Z5,standard_y,Y4,X5Y2,X0Y2,X1Y5,X1Y0,Y5,Y2,Y1,X4Y3,X4Y2,X3Y5,X3Y2,X1Y4,X0Y5,X0Y1,X5Y1,X1Y2,X5Y0,Y0,X3Y1,X3Y0,X4Y1,X2Y1,X1Y3,standard_x,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y4,X2Y3,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.926522186722162,0.9265221867221618,0.8614862992115147,0.8614862992115147,0.7842725419704123,0.7842725419704122,0.7442839657199809,0.7442839657199805,0.5604352660118785,0.5604352660118785,0.4949178783910771,0.49491787839107704,0.46853772940170113,0.468537729401701,0.44568579117984475,0.4456857911798446,0.43458775374134107,0.43458775374134095,0.36338618940235357,0.36338618940235357,0.25608781709102313,0.25608781709102313,0.24624977102096177,0.24624977102096174,0.12795722422850875,0.12795722422850875,0.07080892705907259,0.07080892705907255,0.06949969168348513,0.06949969168348512,2.0816681711721685e-16,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0008556419134109225,0.0008556419134109225,0.7335291295471518,0.0007955813643733906,0.7842725419704124,0.7842725419704122,0.0006873451771324763,0.38089793127454447,0.4909356039647921,0.0005175611660740093,0.49491787839107704,0.49491787839107704,0.468537729401701,0.468537729401701,0.44568579117984464,0.4456857911798446,0.43458775374134107,0.43458775374134095,0.00033558662583929295,0.3808974589364158,0.0002364967325738711,0.18527892022663978,0.24624977102096174,0.2462497710209618,0.00011816831344424494,0.7335287076238017,0.18527878082973023,6.539194279820055e-05,6.418286580260689e-05,0.49093533534484446,8.327011497867576e-17,0.0,5.421010862427522e-20,1.1102230246251565e-16,4.163336342344337e-17,2.371692252312041e-20,0.0,1.1102230246251565e-16,3.3881317890172014e-21,0.0,5.551115123125783e-17,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,1.3552527156068805e-20,4.163336342344337e-17,0.0,4.0657581468206416e-20,2.7755575615628914e-17,3.7269449679189215e-20,2.7755575615628914e-17,3.3881317890172014e-21,1.0164395367051604e-20,2.0328790734103208e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,5.551115123125783e-17,2.7755575615628914e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0007299374119208476,0.0007299374119208476,0.7335291146925116,0.0006787005089175385,0.0017655948325829463,0.0017655948325829463,0.00014484173462579205,0.0008574969908130548,0.0011052195567987095,0.0001448391298790942,0.0263813362968478,0.0011141846767257686,0.026378894832756367,0.0010547963235119852,0.19943664417307572,0.001003350860513057,0.43458775374134095,0.43458775374134095,0.00023153129107115136,0.0008574962169499087,0.00020175240389352423,0.1852789120063839,0.0005543701965480088,0.19943489075982554,0.00010080790986815463,0.7335288076343245,0.18527881055913675,5.578504832274533e-05,0.00023153042685604522,0.001105219116700684,5.530447519212778e-17,5.421010862427522e-20,5.421010862427522e-20,0.0,1.3877787807814457e-17,1.7671589338550247e-20,5.421010862427522e-20,5.551115123125783e-17,1.0164395367051604e-20,1.3877787807814457e-17,1.0842021724855044e-19,0.0,2.168404344971009e-19,5.293955920339377e-23,0.0,2.5879392364184233e-20,1.3877787807814457e-17,0.0,6.776263578034403e-21,0.0,9.26442286059391e-23,2.710505431213761e-20,2.6469779601696886e-23,0.0,6.617444900424221e-23,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0
3,1.4226014346725576e-09,2.9048755714784618e-05,3.0961890374503934e-05,1.3227439804165416e-09,4.0292407562275405e-05,4.02924075622754e-05,2.8228511822778817e-10,4.502547893651616e-06,2.045929063262339e-07,2.822851155839985e-10,1.1134927407502653e-06,2.0459295144516967e-07,1.1134926870811706e-06,4.5025479325271945e-06,0.19943602048386405,2.2897338083284503e-05,1.8343728758400065e-05,0.61986664343881,1.0690472888888676e-05,4.502547915376207e-06,9.315500664990487e-06,0.6198666431454707,1.2651209375717132e-05,0.19943601957070156,2.9048755680614564e-05,3.096189034687235e-05,0.6198666432167206,1.0872149924245454e-10,1.0690472868107356e-05,2.0459291091556556e-07,5.5510304269396407e-17,1.6940658945086007e-21,2.0679515313825692e-25,0.0,8.470329472543003e-22,9.841069979778441e-26,0.0,0.0,7.108583389127582e-26,0.0,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,0.0,0.0,9.074687139189492e-26,4.235164736271502e-22,8.470329472543003e-22,8.470329472543003e-22,5.551115123125783e-17,3.944304526105059e-31,3.3881317890172014e-21,1.9721522630525295e-31,1.2705494208814505e-21,3.1554436208840472e-30,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,5.169878828456423e-26,1.0339757656912846e-25,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,3.705769144237564e-22,0.0,0.0,0.0,0.0,0.0,0.0
4,1.1212340532127415e-10,1.9545564793114658e-05,9.866582763090329e-09,9.568411592408069e-11,2.1447048408479174e-06,2.1447048408479174e-06,2.224851446702606e-11,9.791246961673655e-07,6.625134260120404e-07,2.2248514466435692e-11,3.548351826706423e-10,6.62513425968921e-07,3.5483518262218583e-10,9.791246961438265e-07,0.0004108199451275809,9.791277904221666e-07,5.8455706613746685e-09,0.0012768685433936322,5.4465134434711435e-06,9.791246956579114e-07,1.9545543463003295e-05,0.0012768685433445879,6.625148777789983e-07,0.0004108199451222514,1.954556479279921e-05,9.866582760804792e-09,0.0012768685433826835,9.568387655931457e-11,5.446513443441147e-06,6.625134258329894e-07,1.8007721935279412e-21,0.0,1.262177448353619e-29,0.0,0.0,2.091823043729394e-30,1.6940658945086007e-21,8.271806125530277e-25,0.0,0.0,1.5777218104420236e-30,0.0,0.0,6.548161810916602e-33,0.0,5.018780824251132e-30,2.117582368135751e-22,3.308722450212111e-24,8.271806125530277e-25,0.0,2.465190328815662e-32,4.1359030627651384e-25,1.232595164407831e-32,8.271806125530277e-25,9.244463733058732e-33,0.0,0.0,0.0,0.0,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,2.3665827156630354e-30,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52364397489937e-26,0.0,0.0,0.0,0.0,0.0,0.0
5,4.40693279130689e-12,2.913421591581959e-06,2.0715315576878636e-09,3.760797192559237e-12,7.966480467122602e-07,7.9664804671226e-07,8.74462452162521e-13,3.6369565717161367e-07,2.460903499819649e-07,8.744624521593193e-13,4.6781644627735196e-11,2.460903499808513e-07,4.67816446268538e-11,3.636956571710057e-07,8.939006323736112e-09,3.6369565717100624e-07,2.0715546282607685e-09,2.7783305929218932e-08,8.118456467407133e-07,3.636956571674092e-07,2.9134215915786887e-06,2.7783306690459062e-08,2.460903499808515e-07,8.93900632372011e-09,2.91342159157869e-06,2.0715315576782286e-09,2.778330669047748e-08,3.760797192763948e-12,8.118456467400962e-07,2.460903499804873e-07,4.4957326876774575e-22,2.6469779601696886e-23,0.0,0.0,5.293955920339377e-23,1.1457559531635538e-31,4.235164736271502e-22,4.1359030627651384e-25,6.058451752097371e-28,6.938893903907228e-18,1.9721522630525295e-31,2.0194839173657902e-28,7.888609052210118e-31,1.504632769052528e-34,0.0,1.145756903660939e-31,0.0,6.310887241768095e-30,0.0,0.0,1.925929944387236e-34,0.0,5.7777898331617076e-34,3.1554436208840472e-30,4.81482486096809e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,0.0,2.9582283945787943e-31,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.697785493223493e-32,0.0,0.0,0.0,0.0,0.0,0.0
6,1.197624329089982e-16,1.3108727843061998e-08,1.2512141446786131e-11,1.0220308766216796e-16,3.8692879473547314e-08,3.869287947354731e-08,2.3764329406134892e-17,1.7664553733627385e-08,1.1952510635941538e-08,2.3764329406134682e-17,2.8256832484393435e-13,1.1952510635941534e-08,2.8256832484392203e-13,1.7664553733627385e-08,1.1039783780125257e-09,1.7664553733627385e-08,1.251212423773546e-11,3.4312727030333783e-09,3.652840242704885e-09,1.7664553733627385e-08,1.3108727843061998e-08,3.431272703005607e-09,1.1952510635941534e-08,1.103978378012521e-09,1.3108727843061998e-08,1.2512141446786131e-11,3.431272703005607e-09,1.022030876614809e-16,3.6528402427048787e-09,1.1952510635941538e-08,1.2407709249925173e-24,0.0,0.0,0.0,8.271806125530277e-25,1.8119539791281254e-36,8.271806125530277e-25,0.0,6.162975822039155e-33,0.0,0.0,4.930380657631324e-32,0.0,9.183549615799121e-41,3.0814879110195774e-33,1.8119489568744293e-36,8.271806125530277e-25,0.0,4.622231866529366e-33,4.1359030627651384e-25,1.8367099231598242e-40,0.0,1.8367099231598242e-40,4.622231866529366e-33,2.7550648847397363e-40,4.0840472936133584e-14,1.9282175716910156e-21,1.1010186571411419e-21,3.225757424403544e-10,8.271806125530277e-25,5.830196680132061e-25,3.443004737928689e-26,3.1247822421137343e-26,2.143014412736671e-16,1.2035837886061708e-29,6.209881543944544e-30,1.0945843135247245e-22,4.237026678164771e-24,3.252511435708366e-24,4.626791246574824e-24,2.24032693995601e-16,5.827153396790904e-25,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,2.465190328815662e-32,3.9214207110290666e-14,0.0,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,0.0,0.0,2.2133087236339093e-21,8.8245682002678215e-16,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,2.033182782456489e-21,3.225757424403649e-10,7.99939278675602e-16,0.0,9.027796614315168e-36,9.027796614315168e-36,0.0,0.0,1.2037062152420224e-35,4.81482486096809e-35,2.407412430484045e-35,8.271806125530277e-25,5.736172910010864e-25,3.697818137633022e-26,3.487714647132255e-26,3.518973360145106e-19,1.7632415262334313e-38,5.877471754111438e-39,2.938735877055719e-39,1.1754943508222875e-38,0.0,2.1430144127366685e-16,1.5330652010344698e-29,1.707053390468046e-29,1.094584313571614e-22,2.737779875918933e-22,6.162975822039155e-33,0.0,0.0,6.162975822039155e-33,6.162975822039155e-33,1.5407439555097887e-33,1.4444474582904269e-33,1.1381580388979863e-22,7.016520107900927e-24,7.873062385255853e-24,2.2403269399607266e-16,5.827162781523189e-25,5.64818964174912e-17
7,6.087330775758943e-17,1.310872784306205e-08,6.359799798781109e-12,5.1948199461600203e-17,1.4705317287247232e-09,1.470531728724724e-09,1.2079010025872755e-17,6.713454023710191e-10,4.54257898797328e-10,1.2079010025872755e-17,1.4362757786133914e-13,4.54257898797328e-10,1.4362757786133914e-13,6.713454023710191e-10,4.359064557211293e-09,6.713454023710193e-10,6.359765261000222e-12,1.3548398704085663e-08,3.6528402427054044e-09,6.713454023710191e-10,1.3108727843062046e-08,1.3548398704078486e-08,4.542578987973281e-10,4.359064557211293e-09,1.3108727843062048e-08,6.359799798781109e-12,1.3548398704078486e-08,5.194819946022125e-17,3.6528402427054044e-09,4.54257898797328e-10,0.0,5.169878828456423e-26,0.0,4.1359030627651384e-25,4.1359030627651384e-25,1.551905090699854e-36,0.0,0.0,0.0,0.0,7.52316384526264e-37,0.0,7.52316384526264e-37,2.421443746353284e-42,0.0,1.457360447405202e-36,4.1359030627651384e-25,9.244463733058732e-33,1.232595164407831e-32,0.0,2.8698592549372254e-42,1.5407439555097887e-33,0.0,6.162975822039155e-33,4.304788882405838e-42,4.9727126018801547e-14,2.6823736037945686e-23,1.1402453664390058e-23,5.413588400545493e-10,5.169878828456423e-26,3.731256359326049e-25,3.49327291016559e-27,3.538196596101608e-27,1.8280303333544544e-16,5.1738273810551944e-33,1.4287840713848616e-31,5.449713055026609e-22,1.993035849687018e-23,3.57389827790881e-24,4.9954375392309675e-24,1.9110396918028858e-16,3.728105993076592e-25,1.5777218104420236e-30,1.5777218104420236e-30,3.1554436208840472e-30,3.1554436208840472e-30,3.1554436208840472e-30,1.5407439555097887e-33,0.0,4.949775340590954e-14,2.465190328815662e-32,2.465190328815662e-32,2.465190328815662e-32,2.465190328815662e-32,2.465190328815662e-32,1.5407439555097887e-33,0.0,8.19874103196089e-23,3.0659575673684695e-16,2.465190328815662e-32,1.232595164407831e-32,0.0,0.0,0.0,0.0,7.700531466062557e-23,5.413588400545493e-10,2.973559207914365e-16,2.407412430484045e-35,3.009265538105056e-36,3.009265538105056e-36,2.407412430484045e-35,2.407412430484045e-35,6.018531076210112e-36,0.0,0.0,0.0,3.6699812146542394e-25,2.9375971190561932e-27,2.783437947559282e-27,3.0017923895748727e-19,1.1754943508222875e-38,0.0,0.0,0.0,5.877471754111438e-39,1.828030333354453e-16,2.228250671183777e-31,2.9150822242932265e-31,5.449713055041896e-22,1.7518434273283721e-22,2.465190328815662e-32,0.0,0.0,0.0,2.465190328815662e-32,0.0,9.62964972193618e-35,5.665322845262372e-22,5.873341505908143e-24,6.2088753874727506e-24,1.9110396918187705e-16,3.728129747992123e-25,3.7427906058166315e-16
8,6.087307811276766e-17,1.3108727843065224e-08,6.359821167529331e-12,5.1947990157703997e-17,2.484368241018228e-08,2.484368241018226e-08,1.2078972763579858e-17,1.1341946343793312e-08,7.674393384102207e-09,1.2078972763579814e-17,1.4362342214499657e-13,7.674393384102207e-09,1.4362342214499425e-13,1.1341946343793312e-08,1.347190431424816e-08,1.1341946343793351e-08,6.359927908246833e-12,4.187199536902249e-08,3.6528402427075803e-09,1.1341946343793312e-08,1.3108727843065207e-08,4.1871995369029664e-08,7.674393384102223e-09,1.3471904314248137e-08,1.3108727843065224e-08,6.35982116752933e-12,4.1871995369029664e-08,5.1947990161965793e-17,3.6528402427075774e-09,7.674393384102207e-09,8.271806125530277e-25,8.271806125530277e-25,6.018531076210112e-36,0.0,0.0,4.837434760122187e-38,8.271806125530277e-25,0.0,0.0,0.0,1.2037062152420224e-35,4.930380657631324e-32,1.2037062152420224e-35,2.152394441202919e-41,0.0,1.4562354625772666e-36,0.0,0.0,2.465190328815662e-32,0.0,9.183549615799121e-41,0.0,9.183549615799121e-41,6.162975822039155e-32,4.591774807899561e-41,7.201108002983155e-14,2.448190638302076e-21,1.4481510866236136e-21,9.408480366377235e-10,8.271806125530277e-25,5.535503817138087e-25,4.115201451937286e-26,3.8016950571564525e-26,3.177003168223843e-16,7.917583124521918e-30,4.3190344607824785e-30,1.9520213186756012e-21,4.67921524546108e-22,1.4339574326709573e-22,1.8346871343881773e-22,3.321268277020609e-16,5.529745610007009e-25,3.1554436208840472e-30,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,7.355787408279655e-14,1.9721522630525295e-31,9.860761315262648e-32,1.9721522630525295e-31,1.9721522630525295e-31,1.9721522630525295e-31,0.0,0.0,2.705385382102987e-21,2.312210337882898e-15,1.9721522630525295e-31,0.0,1.9721522630525295e-31,1.9721522630525295e-31,1.9721522630525295e-31,0.0,2.4829841669966237e-21,9.408480366377408e-10,2.1313157788432168e-15,0.0,0.0,6.018531076210112e-36,0.0,0.0,1.2037062152420224e-35,2.407412430484045e-35,1.2037062152420224e-35,0.0,5.443445113546879e-25,4.271762665656878e-26,4.031361915117676e-26,5.216983975016226e-19,0.0,5.877471754111438e-39,5.877471754111438e-39,2.350988701644575e-38,0.0,3.177003168223841e-16,9.600524169658943e-30,1.0610664838446766e-29,1.9520213186733292e-21,2.598669059434291e-22,0.0,0.0,1.9721522630525295e-31,0.0,0.0,2.465190328815662e-32,7.703719777548943e-33,2.04843292170971e-21,2.3763908047768176e-22,2.6772963526764403e-22,3.321268276970061e-16,5.529642237463876e-25,2.897253502291707e-15
9,6.087307811279144e-17,1.3108727843065135e-08,6.359862892774412e-12,5.194799015776803e-17,2.594978784470282e-08,2.59497878447028e-08,1.2078972763577707e-17,1.1846919329753259e-08,8.016077361889862e-09,1.207897276357766e-17,1.4362538878792e-13,8.016077361889862e-09,1.4362538878791716e-13,1.1846919329753259e-08,9.534036551896079e-09,1.1846919329753279e-08,6.359938432941277e-12,2.9632717471641594e-08,3.652840242707474e-09,1.1846919329753259e-08,1.3108727843065125e-08,2.9632717471648767e-08,8.016077361889872e-09,9.53403655189606e-09,1.3108727843065135e-08,6.359862892774412e-12,2.9632717471648767e-08,5.194799016078631e-17,3.6528402427074707e-09,8.016077361889862e-09,8.271806171752595e-25,8.271806125530277e-25,6.018531076210112e-36,0.0,0.0,3.2461552004445944e-37,8.271806125530277e-25,0.0,4.622231866529366e-33,0.0,2.407412430484045e-35,2.465190328815662e-32,1.2037062152420224e-35,3.730817031418393e-41,0.0,3.2468439666657793e-37,2.0679515313825692e-25,2.465190328815662e-32,2.465190328815662e-32,1.6543612251060553e-24,9.183549615799121e-41,9.860761315262648e-32,1.8367099231598242e-40,1.232595164407831e-32,0.0,6.931149577974285e-14,2.4705886728481804e-21,1.458960769336206e-21,9.408480366376805e-10,8.271806125530277e-25,5.358967027441203e-25,4.239773019693712e-26,3.9130500114812286e-26,3.1770031682285083e-16,7.979419510849332e-30,4.3373617438158314e-30,1.4121285491443798e-21,2.624506314088594e-22,1.3407971434982196e-22,1.6235588173790008e-22,3.321268276987759e-16,5.353101873808565e-25,3.1554436208840472e-30,3.1554436208840472e-30,0.0,0.0,0.0,0.0,1.232595164407831e-32,7.12386177929057e-14,0.0,9.860761315262648e-32,3.944304526105059e-31,3.944304526105059e-31,3.944304526105059e-31,2.465190328815662e-32,0.0,2.7338276506538412e-21,2.368961500484116e-15,1.9721522630525295e-31,9.860761315262648e-32,1.9721522630525295e-31,1.9721522630525295e-31,1.9721522630525295e-31,0.0,2.509332175169343e-21,9.408480366376989e-10,2.1818592619739387e-15,0.0,1.2037062152420224e-35,6.018531076210112e-36,4.81482486096809e-35,4.81482486096809e-35,0.0,0.0,0.0,0.0,5.269602412966377e-25,4.4093308959043676e-26,4.1610563386730054e-26,5.217012818668412e-19,5.877471754111438e-39,1.1754943508222875e-38,0.0,1.1754943508222875e-38,1.1754943508222875e-38,3.1770031682285063e-16,9.69088111666925e-30,1.0714536560621717e-29,1.41212854914218e-21,2.515706992008767e-22,3.944304526105059e-31,9.860761315262648e-32,0.0,0.0,0.0,1.232595164407831e-32,1.3096323621833204e-32,1.4654220013079773e-21,1.9659898081858454e-22,2.2364543337969526e-22,3.321268276974484e-16,5.353030183398955e-25,2.624220199006361e-15
10,6.041788727277876e-17,1.301068787959564e-08,6.35994134483168e-12,5.1559551809556285e-17,3.0817437401371864e-08,3.081743740137183e-08,1.1988641478670254e-17,1.406915914028565e-08,9.519729555516296e-09,1.1988641478670189e-17,1.4362932874293833e-13,9.519729555516296e-09,1.436293287429345e-13,1.406915914028565e-08,1.1987112382671e-09,1.406915914028565e-08,6.359950842471477e-12,3.7257116920358344e-09,3.6255207096267175e-09,1.4069159140285646e-08,1.301068787959564e-08,3.725711692043009e-09,9.519729555516296e-09,1.198711238267097e-09,1.301068787959564e-08,6.359941344831679e-12,3.725711692043009e-09,5.155955180994024e-17,3.6255207096267134e-09,9.519729555516296e-09,4.0389678347315804e-28,8.271806125530277e-25,6.018531076210112e-36,0.0,0.0,1.0474527103040083e-36,8.271806125530277e-25,4.0389678347315804e-28,0.0,0.0,0.0,0.0,2.407412430484045e-35,2.582873329443503e-41,2.465190328815662e-32,4.571915381855395e-37,0.0,0.0,0.0,0.0,9.183549615799121e-41,1.232595164407831e-32,9.183549615799121e-41,0.0,6.887662211849341e-41,5.620636334006273e-14,2.4321379097485735e-21,1.4270395258839316e-21,1.0352597130877454e-09,0.0,4.46382971227037e-25,5.198720908124854e-26,4.776093425074573e-26,3.495807214147136e-16,7.803454742340394e-30,4.167646750984643e-30,3.988407764643616e-22,1.78250122597906e-22,1.2101849249790532e-22,1.2229390195436827e-22,3.6545489531348106e-16,4.45675511221518e-25,3.1554436208840472e-30,0.0,6.310887241768095e-30,6.310887241768095e-30,6.310887241768095e-30,0.0,1.232595164407831e-32,5.956011490794421e-14,1.9721522630525295e-31,3.944304526105059e-31,0.0,0.0,0.0,0.0,1.232595164407831e-32,2.7002102030340703e-21,2.82665601876865e-15,1.9721522630525295e-31,9.860761315262648e-32,1.9721522630525295e-31,1.9721522630525295e-31,1.9721522630525295e-31,0.0,2.4798900828075615e-21,1.0352597130877715e-09,2.5929104458780563e-15,0.0,1.504632769052528e-35,1.504632769052528e-35,9.62964972193618e-35,9.62964972193618e-35,0.0,0.0,1.2037062152420224e-35,4.1359030627651384e-25,4.387403994550763e-25,5.455366779593757e-26,5.1474096278599986e-26,5.740585977979319e-19,0.0,2.938735877055719e-39,2.938735877055719e-39,5.877471754111438e-39,2.350988701644575e-38,3.495807214147134e-16,9.506523282679052e-30,1.05261849145523e-29,3.988407764625231e-22,2.094955279806653e-22,0.0,0.0,0.0,0.0,3.944304526105059e-31,1.5407439555097887e-33,1.4444474582904269e-33,3.6878529824676518e-22,1.11227327471253e-22,1.327503894397719e-22,3.6545489531997565e-16,4.456744656189164e-25,2.0663887458675015e-15
