,Y3Z1,Y1Z3,Y4Z0,Y0Z4,Y0Z5,Y5Z0,Y3Z0,Y0Z3,Y5Z4,Y4Z5,Y3Z5,Y5Z3,Y2Z0,Y0Z2,Y1Z0,Y0Z1,Y4Z2,Y2Z4,Y4Z1,Y1Z4,Y2Z1,Y1Z2,Y1Z5,Y5Z1,Y4Z3,Y3Z4,Y2Z5,Y5Z2,Y3Z2,Y2Z3,X5Y1,X3Y4,X3Y0,X2Y0,X1Y4,X0Y3,Y4,X3Y1,X1Y5,X1Y3,standard_y,Y2,Y1,X5Y3,X5Y2,X5Y0,X4Y1,X3Y5,X3Y2,X2Y5,X2Y3,X1Y2,X0Y1,X1Y0,Y5,X2Y4,X0Y5,X0Y4,standard_x,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y3,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y1,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.948840439800687,0.9488404398006869,0.8986446412645934,0.898644641264593,0.8821865274686768,0.8821865274686767,0.8433262052335756,0.8433262052335756,0.7763774630051202,0.7763774630051202,0.6105853468289091,0.6105853468289089,0.5857468547498617,0.5857468547498617,0.5289353829404122,0.5289353829404122,0.5116781206617862,0.5116781206617862,0.4240745302698916,0.4240745302698913,0.36469580199250756,0.36469580199250756,0.3061837653900229,0.3061837653900228,0.2742295663585874,0.2742295663585874,0.1548233486450737,0.15482334864507363,0.09453289645946558,0.0945328964594655,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0013469041651421848,0.0013469041651421845,0.8986446412645932,0.898644641264593,0.8821865274686767,0.8821865274686769,0.0011971239112039303,0.31439135521051687,0.7763774630051201,0.7763774630051201,0.0008667420910004593,0.3044018899276868,0.5857468547498617,0.5857468547498617,0.0007508378021105104,0.3143899726181669,0.5116781206617862,0.5116781206617862,0.14984524020534587,0.0006019850411004991,0.2701630007776082,0.0005176953617372815,0.0004346359741890512,0.3044009662568853,0.14984453664422437,0.0003892761413195082,0.1548233486450736,0.15482334864507363,0.00013419195329717956,0.27016253809171004,2.710505431213761e-20,5.421010862427522e-20,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.942890293094024e-16,1.3877787807814457e-17,5.421010862427522e-20,0.0,2.500170209751573e-16,5.551115123125783e-17,0.0,2.168404344971009e-19,2.7755575615628914e-17,8.326672684688674e-17,2.710505431213761e-20,1.0842021724855044e-19,5.421010862427522e-20,5.551115123125783e-17,2.168404344971009e-19,5.421010862427522e-20,2.371692252312041e-20,2.371692252312041e-20,2.7755575615628914e-17,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,6.804183898008069e-05,6.804183898008067e-05,0.00043258260962294434,0.0004325826096229443,0.00042466013004827043,0.10580915441436778,4.081021676985624e-05,0.00015133902400620702,0.10580896225374559,0.00037372658064992604,4.378539120998715e-05,0.30440158222614566,0.07406879337091692,0.00028196229229115446,7.519629535739676e-06,0.0001513390223077533,0.0002463076577314925,0.07406866622365738,7.21312105543796e-05,7.519621617795437e-06,0.27016290577610513,2.615252469751197e-05,2.1956596271717688e-05,0.30440157986894967,7.21312096900859e-05,4.081020748480667e-05,0.15482334864507363,0.1548233486450737,6.779002927580464e-06,0.27016290459533665,2.117582368135751e-22,8.271806125530277e-25,1.6543612251060553e-24,2.710505431213761e-20,1.6543612251060553e-24,0.0,1.3552527156068805e-20,2.7755575615628914e-17,6.352747104407253e-22,1.3877787807814457e-17,2.778691583467732e-17,2.7755575615628914e-17,2.541098841762901e-21,0.0,0.0,2.710505431213761e-20,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,7.237830359838992e-25,4.1359030627651384e-25,0.0,1.3552527156068805e-20,4.0657581468206416e-20,2.7755575615628914e-17,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.0657581468206416e-20,3.308722450212111e-24,2.710505431213761e-20,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.911340815066121e-09,2.19654190670487e-06,0.00037318258729803595,0.00037318258729803584,0.00023579015098288038,0.00012761311284202465,2.3459487079855613e-09,0.0002357897895824804,0.00012761294036105967,0.0003846348435711457,2.5169747071855754e-09,0.00036712930958826193,0.07406877820788563,0.00024324467839660697,3.5840483253587517e-07,0.00023578978958366912,0.00021248595514201664,0.07406868358163603,0.00038463465434031806,3.584045516728773e-07,0.42498614157451364,1.2464965612172042e-06,2.196538786903883e-06,0.00036712930958180355,0.00038463465434050736,2.3459483107588297e-09,0.42498605768610564,0.00018672764059632967,3.8968656981568177e-10,0.4249861415727356,6.462348535570529e-26,2.0194839173657902e-28,1.0097419586828951e-28,0.0,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,1.2924697071141057e-26,2.710505431213761e-20,2.7782667021460944e-17,2.7755575615628914e-17,1.3234889800848443e-23,0.0,0.0,1.3234889800848443e-23,0.0,0.0,1.0339757656912846e-25,2.710505431213761e-20,4.1359030627651384e-25,1.3234889800848443e-23,1.7222691698185033e-26,1.3079745216871918e-26,2.710505431213761e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0292258760486853e-28,2.710505431213761e-20,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.580474806395346e-13,1.8687955157912014e-10,0.00031144977877224655,0.0003114497787722465,6.221329369838412e-06,4.143634627382949e-07,5.715879725482605e-13,6.2213293745750796e-06,4.143630726519815e-07,0.0001436717351669339,6.132582878121641e-13,1.7983894676654418e-06,8.398064439045817e-05,6.221586350244886e-06,3.04927259999429e-11,6.221329374576167e-06,0.00014367141484156003,8.398056966148185e-05,0.0001436717351639023,3.049270935622785e-11,0.00048185790016044947,1.0605069651132061e-10,1.8687955157632164e-10,1.7983894676653438e-06,0.00014367173516390902,5.71587905136395e-13,0.0004818579001594353,1.798389091147875e-06,8.580468070503162e-13,0.0004818579001604381,6.162975822039155e-33,1.232595164407831e-32,3.0814879110195774e-33,0.0,3.1554436208840472e-30,0.0,1.3552527156068805e-20,3.101927297073854e-25,6.162975822039155e-33,0.0,1.0037340278550875e-19,8.131516293641283e-20,1.6155871338926322e-27,1.3234889800848443e-23,0.0,0.0,1.5777218104420236e-30,0.0,2.465190328815662e-32,0.0,0.0,8.271806125530277e-25,1.3541020874644891e-30,9.003817857499668e-31,0.0,0.0,5.169878828456423e-26,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.5146129380243427e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.505714157152952e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,2.465190328815662e-32,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3.056654926508391e-16,1.6097869978839084e-11,2.9943259629669663e-06,2.9943259629669663e-06,5.981406972910474e-08,1.3432292649990052e-09,2.0361894944128627e-16,5.981406972910519e-08,1.3432292648821217e-09,1.3812810114493743e-06,2.1846333007867896e-16,5.829787536710297e-09,8.974233842973054e-08,5.981406973192639e-08,1.6770120851894345e-12,5.981406972910526e-08,1.3812810114458562e-06,8.974233842234925e-08,1.381281011449373e-06,1.6770120851048256e-12,5.149171336399481e-07,1.6088378125327634e-11,1.6097869978839084e-11,5.829787536710294e-09,1.3812810114493735e-06,2.0361894943906658e-16,5.149171336398111e-07,5.829787536708899e-09,3.056654923944566e-16,5.149171336398111e-07,6.018531076210112e-36,4.70197740328915e-38,0.0,4.0389678347315804e-28,1.5407439555097887e-33,0.0,1.0587911840678754e-22,0.0,3.76158192263132e-36,3.944304526105059e-31,1.9810990816774393e-22,0.0,1.5146129380243427e-28,3.308722450212111e-24,3.944304526105059e-31,0.0,0.0,1.6543612251060553e-24,2.407412430484045e-35,0.0,0.0,2.0679515313825692e-25,3.0288586412103634e-34,1.2068937679164812e-33,4.1359030627651384e-25,8.077935669463161e-28,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26442286059391e-23,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0758551780515884e-16,1.0927669165331827e-11,8.818693406605048e-09,8.818693406605367e-09,1.7616049450807075e-10,1.3432292649414501e-09,1.3828301222812109e-16,1.761604945080723e-10,1.3432292649414497e-09,4.068058687991292e-09,1.4836422360315659e-16,5.829787536699405e-09,3.902535712532534e-09,1.761604945080876e-10,1.1374828241279652e-12,1.7616049450807235e-10,4.068058687991271e-09,3.902535712532533e-09,4.068058687991291e-09,1.1374828241279652e-12,2.2391688675201275e-08,1.092794948345127e-11,1.0927669165331827e-11,5.829787536699403e-09,4.068058687991292e-09,1.3828301222812109e-16,2.239168867526448e-08,5.8297875366994015e-09,2.0758551781272947e-16,2.239168867526448e-08,7.52316384526264e-37,9.183549615799121e-41,3.4438311059246704e-41,0.0,0.0,0.0,0.0,0.0,7.52316384526264e-37,1.232595164407831e-32,1.8222308257370867e-24,1.6543612251060553e-24,1.5146129380243427e-28,8.271806125530277e-25,0.0,0.0,0.0,0.0,1.2037062152420224e-35,2.465190328815662e-32,1.2037062152420224e-35,1.809457589959748e-25,1.3980631296148024e-36,2.0666076386557982e-36,0.0,4.930380657631324e-32,0.0,2.7755575615628914e-17,6.708429181512207e-14,7.900935332499994e-22,3.1327281792897684e-16,1.2850038247796745e-29,0.0,2.298312502718552e-24,2.7341641383622666e-21,8.665538182471146e-27,6.464979962763908e-27,3.528528596017134e-25,5.8872435468384115e-24,2.1882413291310685e-16,7.459366214447406e-22,4.31941487580212e-09,8.167753765481181e-30,2.598103685919556e-21,3.1691649341904915e-25,1.6802106192483375e-25,6.162975822039155e-33,6.162975822039155e-33,0.0,6.162975822039155e-33,3.0814879110195774e-33,0.0,6.510353838794501e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.697785493223493e-32,0.0,7.743851592232202e-22,3.676025863476024e-14,1.1020259538958945e-39,0.0,0.0,0.0,0.0,3.132728179289769e-16,1.512850759656188e-29,8.004322467433712e-24,0.0,0.0,0.0,2.465190328815662e-32,1.232595164407831e-32,2.5849394142282115e-26,2.8161729130732697e-24,3.8888745744699754e-21,8.665303448887151e-27,2.264221851599208e-16,3.009265538105056e-36,2.407412430484045e-35,3.009265538105056e-36,0.0,0.0,7.420421660657462e-27,4.227660650755637e-25,5.8872435467467685e-24,2.1882413290820803e-16,2.5695394960130637e-19,0.0,1.5777218104420236e-30,3.1554436208840472e-30,3.1554436208840472e-30,0.0,2.465190328815662e-32,8.291754927466625e-22,4.31941487580218e-09,1.4408411341446093e-29,3.154468001800524e-21,4.0733964076228803e-25,3.003276440275923e-14
7,9.984717234801949e-17,5.2560906427117504e-12,9.03577149868024e-09,9.035771498680153e-09,1.8049680401385793e-10,1.3432292590678466e-09,6.651315522956135e-17,1.8049680401385948e-10,1.343229259067846e-09,4.168196699114453e-09,7.136214677274331e-17,5.829787511207209e-09,9.593086680191685e-10,1.8049680401386077e-10,5.471308200955237e-13,1.804968040138595e-10,4.16819669911445e-09,9.593086680191683e-10,4.168196699114451e-09,5.471308200955237e-13,5.504252265706187e-09,5.2561237864405725e-12,5.2560906427117504e-12,5.829787511207208e-09,4.168196699114452e-09,6.651315522956135e-17,5.50425226572081e-09,5.829787511207208e-09,9.984717234919938e-17,5.50425226572081e-09,7.52316384526264e-37,4.591774807899561e-41,1.1479437019748901e-41,6.162975822039155e-33,3.009265538105056e-36,9.183549615799121e-41,4.1359030627651384e-25,0.0,1.128474576789396e-36,6.162975822039155e-33,1.8099623993093313e-25,0.0,5.048709793414476e-29,4.1359030627651384e-25,1.232595164407831e-32,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,7.754818242684634e-26,1.815426329460396e-37,7.539318910790394e-37,8.271806125530277e-25,1.232595164407831e-32,6.162975822039155e-33,0.0,3.7684711689667535e-14,4.438330274298292e-22,8.585911853915386e-17,3.451122744404889e-30,6.162975822039155e-33,8.193739298675652e-25,5.182634183178447e-22,2.3749425563951973e-27,1.771881560074782e-27,9.538514919593887e-26,1.6629705784339507e-24,5.997343558517146e-17,4.1766259086621964e-22,2.4612170346299178e-09,2.1935386296615722e-30,5.009343710983347e-22,8.431616504585207e-26,2.3264454728053903e-25,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,3.7096213631170115e-17,1.5777218104420236e-30,1.5777218104420236e-30,1.5777218104420236e-30,1.5777218104420236e-30,1.5777218104420236e-30,0.0,9.183549615799121e-41,0.0,0.0,4.348499657531128e-22,2.069007706050792e-14,9.183549615799121e-41,1.8367099231598242e-40,0.0,1.8367099231598242e-40,1.8367099231598242e-40,8.585911853915388e-17,4.047545332754168e-30,2.1937558290166324e-24,0.0,4.622231866529366e-33,0.0,6.162975822039155e-33,1.5407439555097887e-33,7.754818242684634e-26,8.898720743132112e-25,6.993525529589083e-22,2.3749260093112446e-27,5.603977225281412e-17,1.504632769052528e-36,3.009265538105056e-36,1.504632769052528e-36,1.504632769052528e-36,6.018531076210112e-36,2.033737622485296e-27,1.130061776587975e-25,1.66297057842187e-24,5.997343558500117e-17,7.04229612863922e-20,0.0,7.888609052210118e-31,0.0,0.0,0.0,0.0,4.643975893635183e-22,2.4612170346298826e-09,3.864393699978412e-30,5.52134969485556e-22,1.0850550456335028e-25,1.6901569064043165e-14
8,9.984717234914676e-17,5.256040743188265e-12,7.951449619809957e-09,7.951449619810023e-09,1.5883660226057878e-10,1.3432292590678468e-09,6.651315523023342e-17,1.5883660226058023e-10,1.3432292590678462e-09,3.6679995795938112e-09,7.136214677345767e-17,5.829787511207209e-09,3.612589997724386e-10,1.5883660226058033e-10,5.471318571378285e-13,1.5883660226058025e-10,3.667999579593811e-09,3.612589997724385e-10,3.667999579593811e-09,5.471318571378285e-13,2.0728059010519e-09,5.256028261834395e-12,5.256040743188264e-12,5.829787511207209e-09,3.667999579593811e-09,6.651315523023342e-17,2.072805901037278e-09,5.829787511207209e-09,9.984717234906367e-17,2.072805901037278e-09,7.52316384526264e-37,1.8367099231598242e-40,1.1479437019748901e-41,0.0,3.009265538105056e-36,0.0,0.0,2.311115933264683e-33,1.128474576789396e-36,2.311115933264683e-33,5.177453125741709e-26,0.0,7.573064690121713e-29,4.1359030627651384e-25,0.0,0.0,2.256949153578792e-36,0.0,6.018531076210112e-36,6.162975822039155e-33,6.018531076210112e-36,1.1632227364026952e-25,7.354690999779093e-37,3.19976448610792e-37,0.0,0.0,6.162975822039155e-33,0.0,1.3462465873721184e-14,1.589648827508172e-22,1.5454290223685076e-16,1.2567666608567479e-30,1.232595164407831e-32,6.136929477430556e-25,4.997200015800936e-24,4.2747182255126816e-27,3.189280645730652e-27,3.411946615452912e-26,8.298512366027125e-25,1.0794973149130612e-16,1.5094302881493614e-22,4.4300900129839095e-09,7.988697997045622e-31,2.3837072462692254e-24,3.14999599150535e-26,5.169878828456423e-26,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,6.677166751832558e-17,0.0,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,3.0814879110195774e-33,0.0,1.559047743634503e-22,7.37074909442847e-15,3.6734198463196485e-40,3.6734198463196485e-40,3.6734198463196485e-40,0.0,0.0,1.545429022368508e-16,1.489399229229182e-30,3.948670780516545e-24,1.925929944387236e-34,9.62964972193618e-35,0.0,0.0,0.0,9.04728794979874e-26,5.625609625036185e-25,2.0015032837023698e-23,4.274725678429145e-27,1.9692082269994138e-18,1.504632769052528e-36,1.2037062152420224e-35,0.0,0.0,1.2037062152420224e-35,3.660603815952981e-27,4.1692075146449755e-26,8.298512365809681e-25,1.0794973149168394e-16,1.267566549447745e-19,3.944304526105059e-31,1.9721522630525295e-31,3.944304526105059e-31,0.0,0.0,1.5407439555097887e-33,1.677057873791196e-22,4.4300900129839194e-09,1.412501750089827e-30,2.108948909034215e-23,4.040777213264791e-26,6.023102656253664e-15
9,9.984717288383894e-17,5.25602318249554e-12,7.95144965887107e-09,7.951449658871136e-09,1.5883660304085665e-10,1.343229259067842e-09,6.651315529925041e-17,1.588366030408581e-10,1.3432292590678414e-09,3.667999597612682e-09,7.136214745065783e-17,5.829787511207189e-09,9.912931505990214e-11,1.588366030408581e-10,5.471278567161454e-13,1.588366030408581e-10,3.6679995976126815e-09,9.912931505990209e-11,3.6679995976126815e-09,5.471278567161454e-13,5.687770529015559e-10,5.256026607373572e-12,5.256023182495539e-12,5.829787511207189e-09,3.6679995976126815e-09,6.65131552992504e-17,5.687770529161784e-10,5.829787511207189e-09,9.984717288406661e-17,5.687770529161784e-10,1.128474576789396e-36,9.183549615799121e-41,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,1.88079096131566e-36,3.0814879110195774e-33,5.041136790354112e-25,0.0,5.048709793414476e-29,0.0,0.0,0.0,1.504632769052528e-36,4.1359030627651384e-25,0.0,0.0,1.2037062152420224e-35,1.2924697071141057e-25,1.1615435389893045e-36,2.43712539720785e-37,4.1359030627651384e-25,7.703719777548943e-34,0.0,0.0,1.3321076303988073e-14,1.5647449015688845e-22,1.5454290223664723e-16,1.2337595861838044e-30,6.162975822039155e-33,5.0269440102687345e-25,3.8190833075253535e-23,4.27469125464284e-27,3.1892466876879887e-27,3.3350294178116596e-26,8.926299775748954e-25,1.0794973149151474e-16,1.48571100601111e-22,4.4300900129839095e-09,7.817287445775159e-31,3.7313757212579866e-23,3.077906427502526e-26,9.04728794979874e-26,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,6.677166751832537e-17,0.0,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,7.703719777548943e-34,0.0,1.5352326527832145e-22,7.292224983238018e-15,1.8367099231598242e-40,0.0,3.6734198463196485e-40,3.6734198463196485e-40,3.6734198463196485e-40,1.5454290223664723e-16,1.4640656476273152e-30,3.948670802057697e-24,1.5407439555097887e-33,0.0,1.5407439555097887e-33,1.5407439555097887e-33,7.703719777548943e-34,7.754818242684634e-26,5.151397032979793e-25,4.7253174553969776e-23,4.274686574444072e-27,1.8389801696570418e-17,7.52316384526264e-37,0.0,7.52316384526264e-37,7.52316384526264e-37,0.0,3.660568517763588e-27,4.1132176971953745e-26,8.92629977553151e-25,1.0794973149153539e-16,1.2675624812156963e-19,0.0,0.0,3.944304526105059e-31,3.944304526105059e-31,3.944304526105059e-31,0.0,1.6483688614464723e-22,4.430090012983921e-09,1.3916224929851411e-30,3.562825902496929e-23,3.972582293598797e-26,5.943816603834609e-15
