,Y5Z3,Y3Z5,Y3Z2,Y2Z3,Y5Z4,Y4Z5,Y5Z2,Y2Z5,Y0Z2,Y2Z0,Y4Z0,Y0Z4,Y5Z1,Y1Z5,Y3Z1,Y1Z3,Y1Z0,Y0Z1,Y4Z3,Y3Z4,Y1Z4,Y4Z1,Y3Z0,Y0Z3,Y5Z0,Y0Z5,Y2Z4,Y4Z2,Y2Z1,Y1Z2,X3Y2,standard_y,X4Y1,Y5,Y2,Y0,X5Y1,X5Y0,X2Y4,X4Y2,X0Y4,Y3,Y1,X5Y4,X5Y2,X4Y5,X4Y3,X3Y5,X3Y4,X3Y1,X3Y0,X2Y5,X2Y3,Y4,X1Y5,X0Y2,X2Y1,X1Y4,X1Y3,X1Y2,X0Y1,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.7950712434655829,0.7950712434655829,0.7434707928397064,0.7434707928397064,0.7369676243821023,0.7369676243821022,0.6249375571804716,0.6249375571804716,0.48802820785090784,0.4880282078509078,0.33873348699206973,0.33873348699206973,0.3110382248120008,0.3110382248120007,0.28385029589876865,0.28385029589876865,0.2718754143840908,0.27187541438409074,0.13501116090704035,0.13501116090704035,0.11770636555802805,0.11770636555802799,0.08187934237116662,0.08187934237116656,0.07233360770535402,0.07233360770535402,0.03575571551269231,0.0357557155126923,0.011036367079899995,0.011036367079899967,8.326672684688674e-17,7.632783294297951e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.734723475976807e-17,1.5612511283791264e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.226382498815488e-07,2.226382498815488e-07,2.08188935917722e-07,0.1185332356592593,2.0636789905343424e-07,0.6019564634750671,1.7499690142161886e-07,0.11853323565920562,0.48802820785090784,0.48802820785090784,0.33873348699206973,0.3387334869920697,8.709786272304693e-08,0.02718792891324319,7.948461678956103e-08,0.02718792891321989,0.2718754143840908,0.2718754143840908,0.601956463475033,3.7806232870150107e-08,0.11770636555802805,0.11770636555802805,2.2928100641031177e-08,0.009545734665815405,2.0255075201742783e-08,0.009545734665809309,0.03575571551269227,0.03575571551269232,0.011036367079900009,0.011036367079899977,6.617444900424222e-24,6.938900521352129e-18,6.938893903907228e-17,1.3234889800848443e-23,1.3877787807814457e-17,5.551115123125783e-17,3.308722450212111e-24,1.3234889800848443e-23,0.0,2.7755575615628914e-17,1.3877787807814457e-17,1.9852334701272664e-23,2.7755575615628914e-17,3.308722450212111e-24,6.617444900424222e-24,0.0,6.617444900424222e-24,3.469446951953614e-18,3.308722450212111e-24,3.308722450212111e-24,0.0,1.3234889800848443e-23,1.3234889800848443e-23,2.0816681711721685e-17,4.1359030627651384e-24,3.469446951953614e-18,1.3877787807814457e-17,5.551115123125783e-17,2.481541837659083e-24,2.7755575615628914e-17,1.1852343204434701e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0996285346385332e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0
2,8.404298840997526e-11,1.6071282275670412e-08,1.8102148969833686e-08,0.15428861421378098,7.790114662492284e-11,0.0026133302778810798,6.605901082039294e-11,0.15428861421378065,0.4880282078509078,0.4880282078509077,0.0014705755837860295,0.348279131699871,3.287828875434056e-11,0.0905173273922423,6.911233623401674e-09,0.09051732739224244,0.2718754143840908,0.2718754143840908,0.002613330277881079,1.6071068864013358e-08,0.0905186928610118,0.0005110097285713038,1.9936116757103552e-09,0.3482760294687117,7.646022421254716e-12,0.3482760294687117,0.15428783412703534,0.00015522965467832737,0.011036367079899911,0.011036367079899967,0.0,2.7484525492560192e-17,1.0842021724855044e-19,6.462348535570529e-27,5.551115123125783e-17,2.7755575615628914e-17,0.0,4.8467614016778965e-27,0.0,1.0842021724855044e-19,0.0,4.1359030627651384e-25,0.0,4.1359030627651384e-25,1.6155871338926322e-27,0.0,0.0,2.710505431213761e-20,3.2311742677852644e-27,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,2.710505431213761e-19,2.8272774843121063e-27,1.734723475976807e-18,1.3877787807814457e-17,5.421010862427522e-20,4.1359030627651384e-25,5.551115123125783e-17,2.0811758289903812e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.591523091093192e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0
3,5.765656146501912e-12,1.7726134916325436e-08,1.7767263713864575e-08,0.0002765066801783873,5.344303354213177e-12,0.00016254634053004338,4.007345321302806e-12,0.0002765066801783864,0.0008746125999393535,0.0008746125999393534,8.181312160833383e-05,0.0006241635019337456,2.2555707647877537e-12,0.09051843235344334,7.622894849382727e-09,0.09051843235344352,0.260839065027226,0.0004872375391602406,0.0001625463405300433,1.7726134005686422e-08,0.09051843763601658,3.1784257067524026e-05,1.77672281195391e-08,0.0006241634804253153,4.007337201296607e-12,0.0006241634804253155,0.0002765066747698786,8.181295921680235e-05,1.977866350828881e-05,0.2608386107060329,2.4233807008389483e-27,2.7105054514086e-20,6.776263578034403e-21,2.0194839173657902e-28,0.0,2.710505431213761e-20,2.0194839173657902e-28,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24,0.0,0.0,8.271806125530277e-25,3.944304526105059e-31,8.271806125530277e-25,0.0,0.0,5.553580772755923e-28,1.2407709188295415e-24,0.0,0.0,2.4233807008389483e-27,0.0,0.0,2.7755575615628914e-17,4.0657581468206416e-20,3.3881317890172014e-21,8.271806125530277e-25,2.710505431213761e-20,1.0919799201055578e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.692363333202306e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.3883830601158395e-14,4.1656020612373235e-08,5.96662969142204e-08,8.566812730028793e-08,1.2869203533299079e-14,1.6656127320827123e-07,1.5081241766019814e-14,8.566812730028646e-08,9.528590265080372e-12,2.6484720666368104e-07,5.126457334359505e-08,6.800037267587946e-12,1.5081241763410777e-14,3.1829977064101505e-06,5.96662968994765e-08,3.1829977064101844e-06,9.17216558400683e-06,5.3082780567556085e-12,1.6656127320827073e-07,4.1656020612370985e-08,3.182997706410345e-06,5.126457327162801e-08,5.966629691421514e-08,6.800037267587693e-12,1.5081241766018776e-14,6.8000372675877006e-12,8.56681273002847e-08,5.1264573343584094e-08,2.6484720649236037e-07,9.172165584005296e-06,3.1554436208840472e-30,2.977890437097066e-23,3.0292258760486853e-28,1.5777218104420236e-30,2.6469779601696886e-23,4.0389678347315804e-28,3.611118645726067e-35,0.0,6.310887241768095e-30,6.310887241768095e-30,4.81482486096809e-35,6.617444900424222e-24,0.0,6.617444900424222e-24,3.76158192263132e-37,6.617444900424222e-24,1.5777218104420236e-30,0.0,3.944304526105059e-31,5.048709793414476e-29,2.407412430484045e-35,0.0,3.944304526105059e-31,9.926167350636332e-24,1.2037062152420224e-35,8.470329472543003e-22,4.0389678347315804e-28,1.0097419586828951e-28,0.0,4.0389678347315804e-28,2.3077287278565233e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62964972193618e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3077287278565233e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.1484033432542233e-15,4.000330015218588e-08,5.729901103811077e-08,5.910659685468116e-09,1.0644782978563744e-15,1.434634045229432e-08,1.247447404228114e-15,5.910659685468022e-09,5.115129358098614e-13,1.827309358270759e-08,4.415546350443016e-09,2.3452497171411866e-13,1.2474474042281137e-15,1.673117966559369e-09,5.729901103811074e-08,1.6731179665593852e-09,4.8212774391744794e-09,5.113598794079121e-13,1.4346340452294283e-08,4.000330015218586e-08,1.6731179665593697e-09,4.4155463504430146e-09,5.729901103811074e-08,2.3452497171411836e-13,1.2474474042281137e-15,2.3452497171411856e-13,5.910659685468022e-09,4.415546350443012e-09,1.827309358270138e-08,4.821277439167185e-09,1.9721522630525295e-31,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,0.0,3.6734198463196485e-40,0.0,2.465190328815662e-32,4.930380657631324e-32,1.88079096131566e-37,0.0,0.0,6.617444900424222e-24,1.4693679385278594e-39,0.0,0.0,2.0679515313825692e-25,1.4791141972893971e-31,1.232595164407831e-32,0.0,2.204051907791789e-39,9.860761315262648e-32,0.0,1.4693679385278594e-39,0.0,0.0,1.232595164407831e-32,2.465190328815662e-32,0.0,2.966348423373122e-26,3.696434737296499e-14,2.7741713687888678e-15,2.621265468073067e-16,3.536586765724785e-23,1.6609861787880144e-30,1.854460997890257e-24,4.0486675890226586e-23,1.8879611410169924e-28,1.5751902497164888e-21,9.19321928183082e-22,1.1030142352020347e-20,5.004679264675335e-35,7.327819653335252e-29,1.0526920203861457e-27,4.4852101472488214e-14,3.356219496778557e-16,5.877471754111438e-39,0.0,0.0,5.877471754111438e-39,5.877471754111438e-39,2.0679515313825692e-25,8.269992090757807e-23,1.232595164407831e-32,1.232595164407831e-32,2.465190328815662e-32,0.0,0.0,7.52316384526264e-37,2.774171368788868e-15,2.817548684872982e-16,5.9164567891575885e-31,1.9721522630525295e-31,3.944304526105059e-31,0.0,0.0,2.6212654680731205e-16,9.054779246103911e-23,2.401440545958544e-15,1.232595164407831e-32,0.0,0.0,2.465190328815662e-32,2.465190328815662e-32,4.1359030627651384e-25,3.320943927989924e-30,1.776231528029755e-23,7.273230870226653e-23,2.8694412208872316e-16,1.5777218104420236e-30,1.5777218104420236e-30,7.888609052210118e-31,0.0,3.1554436208840472e-30,2.966348423373122e-26,5.811587488676734e-30,1.3094287054791312e-21,2.5800195430198878e-21,9.785184326434713e-21,3.993447569486798e-14,0.0,0.0,7.52316384526264e-37,1.504632769052528e-36,0.0,0.0,3.009265538105056e-36,7.014367573115632e-35,3.9383479525445247e-28,2.1800705322549118e-27,4.485210147248843e-14,3.356219496461268e-16,1.1297331504560524e-20
6,1.677788560093669e-09,1.3231677763010707e-08,7.882227223970409e-09,1.9748250652515734e-16,1.8032069739827247e-08,1.8032069789209936e-08,1.6777884489468266e-09,2.753657820439154e-16,5.638312695121783e-15,3.576749878010701e-17,7.836650348774624e-09,2.296806211500319e-15,1.6777884489468187e-09,5.2983198997822115e-09,7.882226992377968e-09,8.836879782702644e-09,8.836880102763744e-09,5.5532811241018156e-15,7.836650345406801e-09,1.3231677763010702e-08,5.2983198997822066e-09,7.836650348774545e-09,7.882227223970404e-09,5.638312718796761e-15,1.6777884489468311e-09,2.296806211500318e-15,2.753657820439154e-16,7.836650348774624e-09,3.576744544161969e-17,8.836880102763744e-09,0.0,6.203862421127002e-25,0.0,2.0679515313825692e-25,6.162975822039155e-33,7.888609052210118e-31,1.232595164407831e-32,0.0,4.591774807899561e-41,2.2958874039497803e-40,2.938735877055719e-39,1.6543612251060553e-24,0.0,0.0,3.6734198463196485e-40,2.7755575615628914e-17,0.0,0.0,2.465190328815662e-32,4.1359030627651384e-25,2.465190328815662e-32,7.346839692639297e-40,3.308722450212111e-24,8.271806125530277e-25,2.465190328815662e-32,0.0,6.162975822039155e-33,1.232595164407831e-32,2.0679515313825692e-25,1.232595164407831e-32,3.9144698682993586e-25,8.505718813636328e-08,1.7039734296448055e-08,1.704732837490374e-15,5.5037471647376695e-16,3.644639506278495e-23,2.03357452138225e-23,3.159579910510948e-16,1.270871883231172e-15,1.62100661410321e-15,4.347319232309675e-08,9.540338485928756e-16,8.921069000050092e-24,2.303698258836306e-24,9.529982703671771e-16,4.374862230418287e-08,5.994510302001286e-16,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,0.0,6.157118018279522e-16,2.465190328815662e-32,9.860761315262648e-32,4.930380657631324e-32,9.860761315262648e-32,9.860761315262648e-32,0.0,1.7039734296448055e-08,6.158329321513975e-16,3.308722450212111e-24,6.617444900424222e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,1.6342313267712458e-15,1.5343008862226314e-15,5.55441492555685e-08,3.697785493223493e-32,3.697785493223493e-32,9.860761315262648e-32,9.860761315262648e-32,9.860761315262648e-32,0.0,2.996358593120663e-23,2.6623841352783295e-23,3.159579762113045e-16,9.467621098512173e-16,0.0,1.6543612251060553e-24,8.271806125530277e-25,0.0,8.271806125530277e-25,3.9144698682993586e-25,9.135481366732098e-16,1.1480768385086349e-15,4.34731923602688e-08,1.266834858217628e-15,2.951303720285077e-08,2.465190328815662e-32,0.0,1.232595164407831e-32,2.465190328815662e-32,0.0,5.877471754111438e-39,0.0,6.420540475200915e-24,1.0852101143331411e-23,1.2758750360735818e-15,4.3748622304182894e-08,5.994509630019237e-16,5.003628260078913e-16
7,1.6777890806957121e-09,1.4176130496490548e-08,9.235020391807196e-09,1.8226875042775953e-16,1.803206979142072e-08,1.803207000126613e-08,1.6777890346571851e-09,2.7139638368343754e-16,5.498073772794122e-15,6.12827615278531e-16,7.836650896004273e-09,2.3010901286444558e-15,1.6777890346571624e-09,5.574950399817993e-09,9.235019847782711e-09,9.616252860663086e-09,9.616253160022536e-09,5.1717922186405915e-15,7.836650894609276e-09,1.4176130496490561e-08,5.5749503998180014e-09,7.836650896004217e-09,9.235020391807194e-09,5.26197461527703e-15,1.6777890346571855e-09,2.3010901286444526e-15,2.713963836834377e-16,7.836650896004268e-09,4.093879534558112e-16,9.616253160022528e-09,0.0,1.1373733176085098e-24,4.930380657631324e-32,3.101927297073854e-25,2.465190328815662e-32,0.0,2.9582283945787943e-31,2.465190328815662e-32,2.465190328815662e-32,4.930380657631324e-32,5.546678239835239e-32,0.0,0.0,2.7755575615628914e-17,4.930380657631324e-32,2.7755575615628914e-17,1.232595164407831e-31,9.860761315262648e-32,0.0,2.0679515313825692e-25,0.0,7.703719777548943e-32,3.308722450212111e-24,8.271806125530277e-25,4.930380657631324e-32,2.0679515313825692e-25,0.0,4.930380657631324e-32,2.0679515313825692e-25,1.232595164407831e-31,2.14566224997077e-25,2.3742219381801873e-08,1.7039734433929837e-08,1.4053185189877274e-15,6.084237591644082e-16,2.3374162061154877e-16,1.495793743492759e-16,2.80727903692277e-17,1.0891677269969161e-15,1.2806322207948662e-15,4.347319256163382e-08,1.10436334094426e-15,5.919716224429114e-17,7.75164446480395e-18,1.4488748655330946e-15,4.374862243607295e-08,5.204164419204017e-16,8.271806125530277e-25,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.530790938002194e-08,1.6543612251060553e-24,0.0,0.0,4.963083675318166e-24,4.963083675318166e-24,2.465190328815662e-32,1.7039734433929837e-08,2.5307909379900826e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.4711258023500694e-15,1.4401217427489916e-15,3.931063076148006e-08,0.0,1.6543612251060553e-24,0.0,0.0,0.0,2.0679515313825692e-25,5.127427261134151e-16,5.127427398178931e-16,3.766047972311465e-16,2.0955708560975825e-08,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,2.481541837659083e-24,8.271806125530277e-25,2.14566224997077e-25,2.884291605458807e-16,5.033324274014131e-16,4.347319234793779e-08,1.6341766478291472e-15,2.016055785274985e-08,4.1359030627651384e-25,4.1359030627651384e-25,1.6543612251060553e-24,0.0,8.271806125530277e-25,0.0,4.930380657631324e-32,2.8485289193019005e-16,2.8485289421026026e-16,1.524331033106176e-15,4.3748622436073044e-08,4.779909727567891e-16,1.1641880675133193e-08
8,1.6777890806957121e-09,1.4176130496490548e-08,9.235020391807196e-09,1.8226875042775953e-16,1.803206979142072e-08,1.803207000126613e-08,1.6777890346571851e-09,2.7139638368343754e-16,5.498073772794122e-15,6.12827615278531e-16,7.836650896004273e-09,2.3010901286444558e-15,1.6777890346571624e-09,5.574950399817993e-09,9.235019847782711e-09,9.616252860663086e-09,9.616253160022536e-09,5.1717922186405915e-15,7.836650894609276e-09,1.4176130496490561e-08,5.5749503998180014e-09,7.836650896004217e-09,9.235020391807194e-09,5.26197461527703e-15,1.6777890346571855e-09,2.3010901286444526e-15,2.713963836834377e-16,7.836650896004268e-09,4.093879534558112e-16,9.616253160022528e-09,0.0,1.1373733176085098e-24,4.930380657631324e-32,3.101927297073854e-25,2.465190328815662e-32,0.0,2.9582283945787943e-31,2.465190328815662e-32,2.465190328815662e-32,4.930380657631324e-32,5.546678239835239e-32,0.0,0.0,2.7755575615628914e-17,4.930380657631324e-32,2.7755575615628914e-17,1.232595164407831e-31,9.860761315262648e-32,0.0,2.0679515313825692e-25,0.0,7.703719777548943e-32,3.308722450212111e-24,8.271806125530277e-25,4.930380657631324e-32,2.0679515313825692e-25,0.0,4.930380657631324e-32,2.0679515313825692e-25,1.232595164407831e-31,2.14566224997077e-25,2.3742219381801873e-08,1.7039734433929837e-08,1.4053185189877274e-15,6.084237591644082e-16,2.3374162061154877e-16,1.495793743492759e-16,2.80727903692277e-17,1.0891677269969161e-15,1.2806322207948662e-15,4.347319256163382e-08,1.10436334094426e-15,5.919716224429114e-17,7.75164446480395e-18,1.4488748655330946e-15,4.374862243607295e-08,5.204164419204017e-16,8.271806125530277e-25,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.530790938002194e-08,1.6543612251060553e-24,0.0,0.0,4.963083675318166e-24,4.963083675318166e-24,2.465190328815662e-32,1.7039734433929837e-08,2.5307909379900826e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.4711258023500694e-15,1.4401217427489916e-15,3.931063076148006e-08,0.0,1.6543612251060553e-24,0.0,0.0,0.0,2.0679515313825692e-25,5.127427261134151e-16,5.127427398178931e-16,3.766047972311465e-16,2.0955708560975825e-08,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,2.481541837659083e-24,8.271806125530277e-25,2.14566224997077e-25,2.884291605458807e-16,5.033324274014131e-16,4.347319234793779e-08,1.6341766478291472e-15,2.016055785274985e-08,4.1359030627651384e-25,4.1359030627651384e-25,1.6543612251060553e-24,0.0,8.271806125530277e-25,0.0,4.930380657631324e-32,2.8485289193019005e-16,2.8485289421026026e-16,1.524331033106176e-15,4.3748622436073044e-08,4.779909727567891e-16,1.1641880675133193e-08
9,1.7054359832293749e-09,1.3910002371780726e-08,8.853830232397395e-09,2.605519490632395e-16,1.8329205598859924e-08,1.8329205767683573e-08,1.7054360753064798e-09,2.3596329795497857e-16,5.381710647674054e-15,6.979697289977106e-16,7.965784723831354e-09,2.2559457755853548e-15,1.7054360753064558e-09,5.4970015020635675e-09,8.853829671414482e-09,9.396641131853294e-09,9.396641416545465e-09,5.039716791982731e-15,7.965784726621355e-09,1.3910002371780741e-08,5.497001502063576e-09,7.965784723831301e-09,8.853830232397395e-09,5.127113368678295e-15,1.7054360753064785e-09,2.2559457755853504e-15,2.359632979549788e-16,7.965784723831344e-09,4.782071279855704e-16,9.396641416545455e-09,0.0,8.271805632492211e-25,4.930380657631324e-32,4.1359030627651384e-25,4.930380657631324e-32,0.0,9.860761315262648e-32,9.860761315262648e-32,0.0,0.0,0.0,8.271806125530277e-25,4.1359030627651384e-25,2.7755575615628914e-17,4.930380657631324e-32,0.0,4.930380657631324e-32,4.930380657631324e-32,0.0,0.0,1.9721522630525295e-31,2.1570415377137042e-32,1.6543612251060553e-24,2.481541837659083e-24,2.465190328815662e-32,2.0679515313825692e-25,4.930380657631324e-32,4.930380657631324e-32,0.0,4.930380657631324e-32,1.2812320938593688e-24,3.651617148641402e-08,1.6948287526396665e-08,1.3936636594579387e-15,6.380423386777572e-16,2.6548867833534813e-16,1.6989541909810762e-16,1.3217057893355282e-17,1.088721241417209e-15,1.2688047215576066e-15,4.1985544271616364e-08,1.1026726638255008e-15,6.723738588923266e-17,8.80447928577867e-18,1.4804736628174174e-15,4.226097414549767e-08,4.971848847491945e-16,1.4475660719677984e-24,4.963083675318166e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.4791141972893971e-31,2.8279267743349e-08,0.0,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,1.694828752639666e-08,2.827926774469815e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.4829932478689265e-15,1.4584350515246204e-15,3.740468116069896e-08,0.0,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,5.82384034214025e-16,5.823840504782409e-16,3.7836294089625215e-16,2.3416082529845263e-08,0.0,0.0,1.6543612251060553e-24,8.271806125530277e-25,1.6543612251060553e-24,4.540514874693169e-25,2.372769354184252e-16,4.537406231597908e-16,4.198554405658412e-08,1.6376647580178876e-15,1.9062499247402084e-08,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,0.0,2.465190328815662e-32,0.0,3.2354193023279776e-16,3.2354193030915555e-16,1.5137250168195072e-15,4.226097414549777e-08,4.508097508663838e-16,1.3008733876622652e-08
