,Y5Z2,Y2Z5,Y2Z0,Y0Z2,Y5Z4,Y4Z5,Y2Z1,Y1Z2,Y4Z3,Y3Z4,Y3Z1,Y1Z3,Y5Z1,Y1Z5,Y5Z0,Y0Z5,Y5Z3,Y3Z5,Y1Z0,Y0Z1,Y3Z0,Y0Z3,Y3Z2,Y2Z3,Y4Z1,Y1Z4,Y4Z0,Y0Z4,Y4Z2,Y2Z4,standard_y,X1Y5,Y5,Y3,X5Y3,X5Y0,X4Y5,X4Y3,X2Y3,X2Y0,X1Y2,X0Y3,X0Y2,X0Y4,X4Y1,X3Y5,X3Y0,X0Y5,X5Y4,X2Y4,X1Y4,X3Y1,X2Y1,X1Y3,X1Y0,Y4,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y2,X5Y1,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9796207979853099,0.9796207979853099,0.8311602774491932,0.8311602774491931,0.7759995593130693,0.7759995593130693,0.728181383141638,0.7281813831416379,0.7048751023416617,0.7048751023416615,0.6784899127202755,0.6784899127202754,0.49701684646407485,0.4970168464640748,0.4733305296443464,0.4733305296443464,0.36096984151020983,0.36096984151020983,0.35639820676272216,0.35639820676272216,0.3523786471647909,0.35237864716479084,0.19592491833566011,0.19592491833566,0.06465340992924462,0.06465340992924462,0.05872481295432743,0.058724812954327285,0.03453679871361848,0.03453679871361843,1.0408340855860843e-16,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.85722573273506e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002291145836274936,0.002291145836274936,0.0019439250502554112,0.3578310423720169,0.001814914672011675,0.7414628550581914,0.0017030770962285205,0.2311658960272189,0.7048751023416617,0.7048751023416617,0.6784899127202755,0.6784899127202754,0.001162427421586593,0.23116254508890868,0.0011070296531135071,0.35782747456713837,0.0008442394762318457,0.165045459032584,0.35639820676272227,0.35639820676272216,0.352378647164791,0.35237864716479084,0.16504393591580133,0.00045823094179956955,0.06465340992924465,0.06465340992924462,0.05872481295432735,0.0587248129543273,0.741460638227259,8.077497204398795e-05,4.846383711010205e-17,0.0,1.0842021724855044e-19,5.551115123125783e-17,0.0,1.0842021724855044e-19,2.168404344971009e-19,5.551115123125783e-17,0.0,5.421010862427522e-20,2.168404344971009e-19,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,0.0,0.0,1.214306433183765e-17,2.7755575615628914e-17,2.710505431213761e-20,1.3877787807814457e-17,1.377364907741648e-18,2.0816681711721685e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0546865322074238e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,1.978325030843559e-09,0.0005194776310623443,0.0004568579854225177,0.4165546233910551,1.5671159241203929e-09,2.724159643863105e-06,0.0004002543056379482,0.2958180119212131,2.5897353128014293e-06,0.5398301495708917,0.6784899127202753,0.6784899127202753,1.0037157950530776e-09,0.2958178366038877,9.558817417654868e-10,0.41655443519982077,7.289715309233325e-10,0.5398301495650204,0.35639820676272205,0.356398206762722,0.3523786471647908,0.3523786471647907,0.5398301272104181,0.00010769266279135008,2.375388465709112e-07,0.2958178366027639,2.1575697785359503e-07,0.416554435197802,2.724159194001811e-06,0.0005194776310585818,2.7809838560414816e-17,5.169878828456423e-26,1.0339757656912846e-25,0.0,1.0339757656912846e-25,0.0,0.0,2.117582368135751e-22,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,5.551115123125783e-17,2.710505431213761e-20,5.293955920339377e-23,5.293955920339377e-23,0.0,5.551115123125783e-17,0.0,0.0,5.169878828456423e-26,3.3087224502121107e-23,5.551115123125783e-17,6.776263578034403e-21,0.0,1.1192628970745543e-17,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0587911840678754e-22,7.754818242684634e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.629117123475338e-18,0.0,0.0,0.0,0.0,0.0,0.0
3,1.251747580179219e-11,0.0001594450070499872,0.00014022494973958178,0.41655456665963997,9.915628299840667e-12,5.615747771285814e-08,8.979693279343004e-05,0.0002192894574371815,4.848960501756861e-08,0.000400175396326845,0.0005029636756283846,0.0005029636756283846,1.7383934037594417e-12,0.00021928944519366482,6.048160126344603e-12,0.4165545489305066,1.7383903914760394e-12,0.0004001753963268432,0.0002641975196684262,0.004019656418159007,0.00026121782545060463,0.00401946167328171,0.00040017539476568,8.979688995643867e-05,4.848958900358128e-08,0.0002192894451936645,4.447745116453434e-09,0.4165545489305057,5.615747683919948e-08,0.0001594450070499867,3.7269118786749355e-19,1.9721522630525295e-31,2.0194839173657902e-28,5.421010862427522e-20,3.944304526105059e-31,0.0,1.3552527156068805e-20,3.2311742677852644e-27,0.0,3.705769144237564e-22,3.308722450212111e-24,5.421010862427522e-20,0.0,0.0,1.6155871338926322e-27,7.888609052210118e-31,0.0,2.0194839173657902e-28,1.3552527156068805e-20,1.6155871338926322e-27,1.4136387421560532e-27,2.168404344971009e-19,4.963083675318166e-24,1.5178830414797062e-18,1.1156941300999273e-20,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.9721522630525295e-31,0.0,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,9.564275832644382e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1065268265412029e-20,0.0,0.0,0.0,0.0,0.0,0.0
4,6.213216396545185e-14,9.643411705284661e-09,8.480961221116802e-09,0.0006048351562718112,9.523091248512639e-14,1.3973753317550869e-08,5.431018017598795e-09,4.522746372633603e-06,1.1180254466107639e-08,1.3994701774991226e-05,5.065440153110213e-05,5.0654401531102116e-05,1.6695731772408103e-14,4.522746374116016e-06,6.213197600432668e-14,0.0006048351562271466,1.669573147897128e-14,1.3994701774991214e-05,4.522797701992881e-06,5.836382026492803e-06,1.3994631557305307e-05,5.836379158406289e-06,1.3994701774068812e-05,5.431017991320341e-09,1.1180254428656623e-08,4.522746374116015e-06,1.397374074894677e-08,0.0006048351562271466,1.3973753317226684e-08,9.64341170528466e-09,5.506954924916338e-21,5.7777898331617076e-34,3.1554436208840472e-30,3.3881317890172014e-21,0.0,2.8888949165808538e-33,4.235164736271502e-22,5.048709793414476e-29,5.048709793414476e-29,2.117582368135751e-22,2.524354896707238e-29,1.3234889800848443e-23,0.0,0.0,6.310887241768095e-30,3.851859888774472e-34,0.0,1.5407439555097887e-33,4.235164736271502e-22,0.0,0.0,6.938893903907228e-18,1.262177448353619e-29,0.0,1.86318248497133e-25,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,2.964615315390051e-21,0.0,0.0,0.0,0.0,0.0,8.077935669463161e-28,4.81482486096809e-34,0.0,0.0,0.0,0.0,0.0,0.0,1.8488927466117464e-32,4.354512196819985e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8541592617785942e-25,0.0,0.0,0.0,0.0,0.0,0.0
5,4.2110298473371654e-15,2.544818168765245e-10,2.5447371463671536e-10,1.5012739605742652e-07,6.454315857156432e-15,3.3726996843346045e-08,7.627388683661579e-11,2.9872309632760315e-07,2.6984616748251333e-08,9.243291776398263e-07,3.3456542945394325e-06,3.3456542945394325e-06,1.1315603615210865e-15,2.987230963276802e-07,4.211029844175091e-15,1.5012739602220673e-07,1.1315603614343275e-15,9.243291776398204e-07,2.9872309632781194e-07,1.4486602072758791e-09,9.243291776394867e-07,1.448660204170304e-09,9.243291776397721e-07,7.627388683500584e-11,2.698461674785701e-08,2.987230963276794e-07,3.3726996843343557e-08,1.5012739602220662e-07,3.372699684334542e-08,2.544818168765242e-10,1.835888592512003e-22,0.0,2.9582283945787943e-31,2.117582368135751e-22,0.0,1.4444474582904269e-34,0.0,2.524354896707238e-29,4.930380657631324e-32,0.0,0.0,0.0,6.617444900424222e-24,0.0,0.0,1.504632769052528e-36,5.048709793414476e-29,1.4444474582904269e-34,0.0,3.851859888774472e-34,0.0,1.3877787807814457e-17,0.0,6.938893903907228e-18,1.2466584692252441e-29,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52364397489937e-26,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,7.52316384526264e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-33,1.232595164407831e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8932661725304283e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.593462708589432e-30,0.0,0.0,0.0,0.0,0.0,0.0
6,2.5182211839742615e-18,7.79785507880037e-12,7.797850350530969e-12,2.8590401239858932e-09,3.859719912362779e-18,6.581826731660836e-10,2.3366589790598352e-12,7.325083493439542e-10,5.266050596855451e-10,2.2665768013478905e-09,8.203984676429795e-09,8.203984676429795e-09,6.766799644145348e-19,7.325083493439542e-10,2.5182211839382512e-18,2.8590401239528217e-09,6.766799644145345e-19,2.2665768013478905e-09,7.325083493439542e-10,2.7588419990527972e-11,2.2665768013478905e-09,2.7588419990527416e-11,2.2665768013478905e-09,2.3366589790598352e-12,5.26605059685545e-10,7.325083493439542e-10,6.581826731660836e-10,2.8590401239528217e-09,6.581826731660836e-10,7.79785507880037e-12,8.705995169689852e-25,0.0,1.925929944387236e-34,8.271806125530277e-25,2.8698592549372254e-42,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.504632769052528e-36,6.938893903907228e-18,7.052966104933725e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,1.7771458472818954e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,3.3101920919155616e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.018531076210112e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.768136867974005e-34,0.0,0.0,0.0,0.0,0.0,0.0
7,2.0485137692196564e-16,1.2517501580604112e-11,1.2517556596421824e-11,2.072439990369078e-08,3.1397913027490845e-16,3.335552436032622e-08,3.750783373943149e-12,1.0927953675099124e-09,2.6687405507224435e-08,3.381401223394933e-09,1.2239145748379132e-08,1.223914574837906e-08,5.504632027058085e-17,1.0927953675099132e-09,2.048513769432007e-16,2.0724399903775998e-08,5.5046320270580793e-17,3.3814012233949113e-09,1.0927953675099267e-09,1.9998091100608813e-10,3.381401223394893e-09,1.9998091100608343e-10,3.381401223394911e-09,3.750783373943149e-12,2.668740550722443e-08,1.0927953675099101e-09,3.335552436032618e-08,2.0724399903775988e-08,3.335552436032622e-08,1.2517501580604102e-11,2.9589478418873317e-24,3.6734198463196485e-40,6.162975822039155e-33,1.6543612251060553e-24,0.0,1.8055593228630336e-35,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,4.1359030627651384e-25,9.860761315262648e-32,9.244463733058732e-33,7.346839692639297e-40,4.930380657631324e-32,6.018531076210112e-36,8.271806125530277e-25,1.2037062152420224e-35,2.465190328815662e-32,0.0,3.009265538105056e-36,0.0,6.0626503179323495e-33,1.6543612251060553e-24,4.1117593758605026e-14,3.075302638634449e-16,1.9128954718194743e-29,1.728306293008454e-21,6.204916716346024e-23,2.4652319492064047e-26,2.248028341288585e-25,8.077935669463161e-28,1.7570409599087887e-29,2.5590097369089113e-21,2.204889425099388e-09,9.779949298709141e-26,2.0679515313825692e-25,4.206459493142511e-26,3.982410406068858e-23,1.5853817948886505e-21,1.9496905492456243e-16,1.5858225849556465e-21,1.4217166778255163e-25,3.6734198463196485e-40,7.346839692639297e-40,3.6734198463196485e-40,0.0,0.0,4.930380657631324e-32,1.8367099231598242e-40,1.2717973499647854e-23,0.0,9.860761315262648e-32,0.0,0.0,0.0,1.2037062152420224e-35,4.468157470978387e-32,3.0753026386344504e-16,1.568965759258071e-15,2.3665827156630354e-30,7.888609052210118e-31,1.5777218104420236e-30,1.5777218104420236e-30,1.5777218104420236e-30,0.0,1.2037062152420224e-35,2.0864897411701444e-29,1.43733772063596e-21,2.2512520612724217e-14,4.81482486096809e-35,0.0,9.62964972193618e-35,0.0,4.81482486096809e-35,0.0,6.204916716317356e-23,4.9155509396297714e-26,1.8217492354592086e-25,8.684316688584397e-19,1.5777218104420236e-30,7.888609052210118e-31,0.0,1.5777218104420236e-30,7.888609052210118e-31,1.0533505693663232e-29,1.8919480316041756e-21,2.204889425099369e-09,1.535370044930328e-25,2.048434016641458e-14,9.244463733058732e-33,1.0785207688568521e-32,2.465190328815662e-32,8.474091755303838e-33,2.465190328815662e-32,9.53455810642641e-33,4.206419526667435e-26,8.084830589931407e-23,1.9736927450367897e-21,1.9496905489771702e-16,1.678943706902706e-21,3.0943284232481437e-16
8,3.2812349758325703e-16,3.763525795854383e-11,3.7635389529181604e-11,1.6484385197252127e-08,5.029203703243132e-16,1.7769925199436487e-08,1.1277220536825981e-11,1.1461129940951476e-09,1.4217530940526021e-08,3.5463802241520547e-09,1.2836295244191196e-08,1.2836295244191133e-08,8.817119705132774e-17,1.1461129940951538e-09,3.281234976103114e-16,1.648438519802245e-08,8.817119705132764e-17,3.5463802241520505e-09,1.1461129940951576e-09,1.5906672253422034e-10,3.546380224152035e-09,1.590667225342165e-10,3.5463802241520464e-09,1.1277220536825978e-11,1.4217530940526018e-08,1.1461129940951526e-09,1.7769925199436467e-08,1.648438519802245e-08,1.776992519943648e-08,3.7635257958543816e-11,8.1102474121410135e-25,5.510129769479473e-40,0.0,8.271806125530277e-25,0.0,1.2037062152420224e-35,0.0,0.0,2.407412430484045e-35,1.6543612251060553e-24,7.222237291452134e-35,9.860761315262648e-32,1.6543612251060553e-24,0.0,4.622231866529366e-33,0.0,2.465190328815662e-32,0.0,0.0,2.407412430484045e-35,2.465190328815662e-32,6.938893903907228e-18,1.2037062152420224e-35,6.938893903907228e-18,1.8661380568906756e-33,0.0,4.06109343060464e-14,9.132781802894603e-16,5.669527128359792e-29,1.8325724033844546e-21,4.8284073536636834e-23,5.731891002655183e-26,6.669271291828125e-25,3.2311742677852644e-27,5.447009740671086e-29,2.274864357879085e-21,2.177817170786024e-09,2.8841060446709017e-25,2.5849394142282115e-25,7.677474802316364e-26,2.306639914471093e-23,1.2443937415286413e-21,5.79003124612781e-16,1.2449974162446434e-21,2.455692443516801e-25,0.0,0.0,1.4693679385278594e-39,0.0,1.4693679385278594e-39,2.465190328815662e-32,1.8367099231598242e-40,3.0696454608860097e-23,9.860761315262648e-32,0.0,9.860761315262648e-32,9.860761315262648e-32,9.860761315262648e-32,0.0,3.851859888774472e-33,9.132781802894607e-16,1.5824214454818594e-15,0.0,3.944304526105059e-30,0.0,1.5777218104420236e-30,7.888609052210118e-31,1.232595164407831e-32,4.81482486096809e-35,5.476628776613036e-29,1.1107438911882496e-21,2.222066798575899e-14,0.0,4.81482486096809e-34,0.0,0.0,0.0,0.0,4.828407353513692e-23,9.562080762882937e-26,5.382741700433094e-25,2.5789775684697417e-18,7.888609052210118e-31,1.5777218104420236e-30,3.944304526105059e-31,7.888609052210118e-31,7.888609052210118e-31,2.4172242517549108e-29,1.5052283416693847e-21,2.1778171707860042e-09,4.531381609241675e-25,2.021837054207521e-14,1.1170393677445968e-32,1.1555579666323415e-33,0.0,1.1555579666323415e-33,0.0,2.6174953114950655e-35,7.677388296145821e-26,6.06076585359486e-23,1.5493209783736998e-21,5.790031245493689e-16,1.3180083029152556e-21,2.4310382943392273e-16
9,3.2812385335306816e-16,3.7635240446530865e-11,3.763537201710799e-11,1.648438525677687e-08,5.029206436894196e-16,1.776992512482686e-08,1.1277215289435893e-11,1.1461129940951476e-09,1.421753088083164e-08,3.5463802241520555e-09,1.2836295244191198e-08,1.2836295244191133e-08,8.817120964263918e-17,1.1461129940951538e-09,3.2812385338012254e-16,1.6484385257547194e-08,8.817120964263911e-17,3.5463802241520513e-09,1.1461129940951576e-09,1.5906672310860628e-10,3.546380224152034e-09,1.5906672310860246e-10,3.546380224152047e-09,1.127721528943589e-11,1.4217530880831637e-08,1.1461129940951526e-09,1.776992512482684e-08,1.6484385257547194e-08,1.7769925124826854e-08,3.763524044653085e-11,1.1470667418042524e-25,7.346839692639297e-40,1.232595164407831e-32,0.0,0.0,1.8055593228630336e-35,0.0,2.465190328815662e-32,0.0,0.0,9.62964972193618e-35,9.860761315262648e-32,1.6543612251060553e-24,4.930380657631324e-32,1.5407439555097887e-33,3.6734198463196485e-40,2.465190328815662e-32,6.018531076210112e-36,0.0,2.407412430484045e-35,1.232595164407831e-32,6.938893903907228e-18,2.407412430484045e-35,6.938893903907228e-18,5.2162326718868844e-33,0.0,4.061092599294001e-14,9.132775796920772e-16,5.669525038384472e-29,1.8325726651931775e-21,4.828407912111899e-23,5.731893187546285e-26,6.669266904731238e-25,1.6155871338926322e-27,5.44700764624471e-29,2.2748645364314387e-21,2.1778167519287263e-09,2.8841041477094663e-25,3.101927297073854e-25,7.677475319911761e-26,2.3066398987286594e-23,1.244393495793934e-21,5.790027438440634e-16,1.2449971728323123e-21,4.265150033476549e-25,1.4693679385278594e-39,0.0,0.0,2.938735877055719e-39,1.4693679385278594e-39,2.465190328815662e-32,5.510129769479473e-40,3.06964524678754e-23,0.0,9.860761315262648e-32,9.860761315262648e-32,0.0,0.0,0.0,6.548161810916602e-33,9.132775796920774e-16,1.582421643906458e-15,7.888609052210118e-31,3.944304526105059e-30,7.888609052210118e-31,1.5777218104420236e-30,7.888609052210118e-31,1.232595164407831e-32,0.0,5.476626995049319e-29,1.1107439123541281e-21,2.222066371208116e-14,9.62964972193618e-35,2.8888949165808538e-34,1.925929944387236e-34,1.925929944387236e-34,9.62964972193618e-35,2.465190328815662e-32,4.828407911961907e-23,9.562080374062348e-26,5.382738160164525e-25,2.5789758724372073e-18,7.888609052210118e-31,0.0,3.944304526105059e-31,7.888609052210118e-31,7.888609052210118e-31,2.4172236467487155e-29,1.5052283899681786e-21,2.177816751928707e-09,4.531378628731595e-25,2.021836665349715e-14,3.851859888774472e-33,1.0785207688568521e-32,0.0,1.5407439555097887e-33,0.0,6.782684688849156e-33,7.677388813762724e-26,6.060766469242868e-23,1.5493206737045723e-21,5.790027437806513e-16,1.3180080443126772e-21,2.4310378355586e-16
