,Y4Z2,Y2Z4,Y4Z0,Y0Z4,Y5Z2,Y2Z5,Y5Z1,Y1Z5,Y5Z4,Y4Z5,Y1Z2,Y2Z1,Y3Z2,Y2Z3,Y4Z1,Y1Z4,Y5Z0,Y0Z5,Y4Z3,Y3Z4,Y3Z0,Y0Z3,Y0Z2,Y2Z0,Y1Z3,Y3Z1,Y0Z1,Y1Z0,Y3Z5,Y5Z3,standard_y,Y4,X2Y4,Y5,X5Y2,X0Y2,X1Y2,Y2,X4Y5,X4Y2,X3Y4,X3Y2,X2Y0,X1Y5,X5Y0,X3Y1,X5Y1,Y0,X4Y3,X4Y1,Y3,Y1,X5Y3,X2Y3,X0Y3,X3Y0,X2Y1,X0Y1,X1Y0,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y4,X1Y3,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9447007551242456,0.9447007551242455,0.9002136829331142,0.900213682933114,0.8818001335022669,0.8818001335022669,0.843072928913403,0.843072928913403,0.7552671863253031,0.7552671863253031,0.7202405708920231,0.720240570892023,0.5227993107629365,0.5227993107629365,0.5089270571644686,0.5089270571644684,0.4962524922514081,0.496252492251408,0.37096067220875817,0.37096067220875817,0.3031283371027854,0.3031283371027854,0.21361678946498827,0.21361678946498824,0.10023536775052821,0.10023536775052817,0.07742178385330412,0.07742178385330407,0.0007460977316615658,0.0007460977316615276,2.8449465006019636e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.42861286636753e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.734723475976807e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0012443411866718836,0.0012443411866718836,0.001185743693336981,0.6865970787769088,0.1265336023578764,0.0011614897295020433,0.8430729289134032,0.8430729289134032,0.12653218223095988,0.0009948230291853214,0.2113139552127664,0.0009486866627466013,0.1518389603559938,0.0006886209323082812,0.0006703486737005694,0.21131288893161085,0.4962524922514082,0.49625249225140805,0.0004886220748327196,0.15183818503503216,0.3031283371027854,0.30312833710278553,0.6865961125486938,0.00028137181838172907,0.10023536775052821,0.10023536775052824,0.07742178385330409,0.07742178385330409,0.0007460977316615523,0.0007460977316615056,1.7330971727180788e-16,0.0,4.163336342344337e-17,1.1102230246251565e-16,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,1.6263032587282567e-19,1.0842021724855044e-19,1.3877787807814457e-17,5.421010862427522e-20,5.421010862427522e-20,6.776263578034403e-21,0.0,1.3877787807814457e-17,2.42861286636753e-17,0.0,4.85722573273506e-17,1.3552527156068805e-20,1.6940658945086007e-20,2.0816681711721685e-17,6.938893903907228e-18,2.0816681711721685e-17,1.3552527156068805e-20,1.3877787807814457e-17,4.163336342344337e-17,1.1180834903756764e-19,1.4792669417632807e-18,3.1044319999686643e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.0328790734103208e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00012048505799983589,0.0001204850579998359,0.00011481127458840374,0.6865968952054597,7.888216447285674e-06,2.0604951710440668e-05,5.255818006020227e-05,5.2558180060202257e-05,7.888215617263728e-06,3.141767878112983e-05,1.3173538777367065e-05,2.0604951313401983e-05,0.15183864157118127,6.667667506126036e-05,3.141767846782069e-05,1.3173538154157439e-05,3.0936977037905445e-05,0.4188307085485509,4.7311508818315804e-05,0.15183863430228003,0.3031283371027854,0.30312833710278553,0.6865968861467371,2.7244215831120898e-05,6.248793343919572e-06,0.09948927002031652,0.41883070743377976,4.826567093772717e-06,0.09948926982408804,4.651262966504482e-08,3.468324633298502e-17,1.3552527156068805e-20,0.0,0.0,4.1359030627651384e-25,3.3881317890172014e-21,4.652890945610781e-25,1.6940658945086007e-21,4.1359030627651384e-25,2.7755575615628914e-17,1.0164395367051604e-20,3.3881317890172014e-21,0.0,0.0,4.235164736271502e-22,0.0,2.7755575615628914e-17,0.0,5.082197683525802e-21,5.169878828456423e-26,3.469446951953614e-17,6.352747104407253e-22,4.235164736271502e-22,3.3881317890172014e-21,1.3877787807814457e-17,2.7755575615628914e-17,2.5849394142282115e-26,2.0980237448877232e-21,2.3055736872398438e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9.800214735669608e-10,2.788835826603333e-06,9.338711071075773e-10,0.00018671855514092758,4.283330975273921e-06,6.162945881474236e-07,5.798402256378883e-06,5.7984022563788795e-06,4.283330975216834e-06,2.555503582284567e-10,1.98583459033005e-06,6.162945880028843e-07,0.4549669644484323,1.994300929457946e-06,2.555503581974387e-10,1.9858345902724143e-06,4.283331069244771e-06,0.00011390011441195147,3.8483024665904535e-10,0.454966964444135,0.4549669700384982,8.243510226223235e-05,0.00018671855513872367,2.788835663213654e-06,6.893887380332765e-07,0.09948927001888434,0.00011390011440826164,1.985834556220758e-06,0.09948927001649598,5.131435991333666e-09,4.163283384690558e-17,1.809457589959748e-25,6.776263578034403e-21,4.235164736271502e-22,3.2311742677852644e-27,2.5849394142282115e-26,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,5.169878828456423e-26,1.3877787807814457e-17,1.2924697071141057e-26,1.0587911840678754e-22,1.3877787807814457e-17,0.0,0.0,2.711709361697228e-31,4.163336342344337e-17,1.0587911840678754e-22,0.0,2.6469779601696886e-23,0.0,6.776263578034403e-21,0.0,5.016124582196122e-27,1.355522058472015e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9721522630525295e-31,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.6695129085143215e-10,3.908953952066855e-06,1.4955667675509846e-10,3.4606962883509285e-07,2.827557304940381e-06,5.036616839573304e-07,3.83229294763509e-06,3.832292947635088e-06,2.8275573049151653e-06,6.961020737277711e-11,8.568569412120662e-07,5.036616839057319e-07,0.002529938753118538,3.9089439047732165e-06,6.961020736908641e-11,8.568569411844113e-07,2.8275573118052053e-06,2.1110580193275597e-07,1.4955112313054262e-10,0.0025299387531025784,0.0025299387565585686,1.527876285319567e-07,3.460696288323647e-07,3.908953943927822e-06,8.568296002415744e-07,0.0005532308362942279,2.1110580192976864e-07,8.568569368124592e-07,0.0005532308362884264,2.8275134904695426e-06,5.55858909287099e-22,6.462348535570529e-27,6.776263578034403e-21,4.235164736271502e-22,1.6155871338926322e-27,2.524354896707238e-29,8.077935669463161e-28,0.0,9.860761315262648e-32,0.0,2.0194839173657902e-28,0.0,1.0097419586828951e-28,0.0,2.524354896707238e-29,6.203854594147708e-25,0.0,0.0,2.524354896707238e-29,1.232595164407831e-32,0.0,1.3234889800848443e-22,0.0,2.0679515313825692e-25,3.3881317890172014e-21,0.0,4.0389678347315804e-28,2.9467104170665753e-29,1.766686416459766e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0
5,9.27071045821306e-12,3.7955776135366374e-06,5.193806477354028e-12,8.920962209425732e-09,1.2817131589074103e-07,4.890501935849376e-07,1.7371532545866477e-07,1.7371532545866472e-07,1.2817131588966337e-07,2.4174374072384988e-12,3.884044373487271e-08,4.890501935848344e-07,1.9120922701797963e-08,3.795577613600202e-06,2.4174374072382346e-12,3.88404437336908e-08,1.2817131589006288e-07,3.77514436187877e-09,5.193781710574127e-12,1.9120937749168858e-08,1.9120933328340667e-08,8.921014455603374e-09,8.920962209392254e-09,3.795577613526529e-06,3.8840443733437234e-08,4.181239593551628e-09,3.775144361878661e-09,3.8840443733437294e-08,4.1812395935515405e-09,1.2817131589006277e-07,1.166318605248017e-22,6.058451752097371e-28,1.0587911840678754e-22,1.3234889800848443e-23,0.0,7.888609052210118e-31,2.524354896707238e-29,1.0587911840678754e-22,0.0,2.117582368135751e-22,7.888609052210118e-31,1.2407709188295415e-24,0.0,0.0,2.465190328815662e-32,1.9721522630525295e-31,0.0,0.0,3.944304526105059e-31,8.425943506694157e-35,2.481541837659083e-24,0.0,1.9721522630525295e-31,4.1359030627651384e-25,0.0,0.0,1.262177448353619e-29,1.7464168684446538e-32,1.5379983955989013e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0
6,4.444830323506293e-14,6.684576346370308e-09,4.449317160825015e-14,5.565352004198339e-11,2.179442911431212e-08,8.61290072022056e-10,2.9538795950236667e-08,2.953879595023666e-08,2.179442911431212e-08,7.419089972210833e-15,6.604483162646996e-09,8.612900720220512e-10,1.7299756270092692e-08,6.684576379162679e-09,7.419089972210809e-15,6.604483162646996e-09,2.1794429114312123e-08,2.355148695506908e-11,4.4493095601010354e-14,1.7299756283129876e-08,1.7299756283301926e-08,5.5653225151435784e-11,5.565352004188179e-11,6.684576346370697e-09,6.6044831626469845e-09,3.783000118885114e-09,2.355148695506906e-11,6.604483162646994e-09,3.783000118885111e-09,2.1794429114312107e-08,2.0679673086006736e-25,1.5777218104420236e-30,0.0,1.6543612251060553e-24,1.232595164407831e-32,0.0,2.465190328815662e-32,2.0679515313825692e-25,0.0,0.0,0.0,0.0,2.311115933264683e-33,0.0,1.2037062152420224e-35,1.232595164407831e-32,1.3877787807814457e-17,0.0,3.0814879110195774e-33,1.410593220986745e-37,1.6543612251060553e-24,0.0,0.0,3.101927297073854e-25,1.6543612251060553e-24,8.271806125530277e-25,9.244463733058732e-33,1.1286253161467616e-35,2.4897067208165904e-35,5.22105803907274e-14,9.569023238121543e-29,2.0862252134484505e-23,2.178943740973289e-24,2.26465519586024e-21,3.0570160383044244e-16,4.477324866616984e-17,4.000614383251111e-09,7.175042119263123e-29,7.485866536398923e-24,2.566977069098395e-21,4.9669270692077924e-27,4.1390901464011656e-17,4.182550150710752e-16,2.9264416182754093e-24,2.586889399147642e-26,0.0,0.0,0.0,4.930380657631324e-32,4.930380657631324e-32,9.4039548065783e-38,8.186207966779696e-16,0.0,0.0,0.0,0.0,4.70197740328915e-38,1.0339757656912846e-25,9.879867769118202e-29,1.3001258839066202e-21,0.0,1.8488927466117464e-32,6.162975822039155e-33,2.465190328815662e-32,1.232595164407831e-32,9.860761315262648e-32,3.7308364400061595e-23,1.9110610626378777e-24,1.7553971860929366e-16,0.0,3.1554436208840472e-30,0.0,3.1554436208840472e-30,1.5777218104420236e-30,0.0,2.5743243828508208e-21,3.057016038302404e-16,4.477446968646185e-17,5.066124217804501e-14,1.232595164407831e-32,0.0,4.930380657631324e-32,4.930380657631324e-32,2.465190328815662e-32,9.4039548065783e-38,2.465190328815662e-32,4.00061438325112e-09,8.425800551643453e-29,2.8389008016648134e-23,3.03245932070289e-21,5.565613533745678e-16,9.62964972193618e-35,9.62964972193618e-35,0.0,9.62964972193618e-35,0.0,0.0,5.169878828456423e-26,7.179859488260186e-26,4.1390901464011656e-17,4.182550150887306e-16,2.2365238230280656e-24,8.172834944144205e-26,1.3823558535522165e-18
7,4.444830323506293e-14,6.684576346370308e-09,4.449317160825015e-14,5.565352004198339e-11,2.179442911431212e-08,8.61290072022056e-10,2.9538795950236667e-08,2.953879595023666e-08,2.179442911431212e-08,7.419089972210833e-15,6.604483162646996e-09,8.612900720220512e-10,1.7299756270092692e-08,6.684576379162679e-09,7.419089972210809e-15,6.604483162646996e-09,2.1794429114312123e-08,2.355148695506908e-11,4.4493095601010354e-14,1.7299756283129876e-08,1.7299756283301926e-08,5.5653225151435784e-11,5.565352004188179e-11,6.684576346370697e-09,6.6044831626469845e-09,3.783000118885114e-09,2.355148695506906e-11,6.604483162646994e-09,3.783000118885111e-09,2.1794429114312107e-08,2.0679673086006736e-25,1.5777218104420236e-30,0.0,1.6543612251060553e-24,1.232595164407831e-32,0.0,2.465190328815662e-32,2.0679515313825692e-25,0.0,0.0,0.0,0.0,2.311115933264683e-33,0.0,1.2037062152420224e-35,1.232595164407831e-32,1.3877787807814457e-17,0.0,3.0814879110195774e-33,1.410593220986745e-37,1.6543612251060553e-24,0.0,0.0,3.101927297073854e-25,1.6543612251060553e-24,8.271806125530277e-25,9.244463733058732e-33,1.1286253161467616e-35,2.4897067208165904e-35,5.22105803907274e-14,9.569023238121543e-29,2.0862252134484505e-23,2.178943740973289e-24,2.26465519586024e-21,3.0570160383044244e-16,4.477324866616984e-17,4.000614383251111e-09,7.175042119263123e-29,7.485866536398923e-24,2.566977069098395e-21,4.9669270692077924e-27,4.1390901464011656e-17,4.182550150710752e-16,2.9264416182754093e-24,2.586889399147642e-26,0.0,0.0,0.0,4.930380657631324e-32,4.930380657631324e-32,9.4039548065783e-38,8.186207966779696e-16,0.0,0.0,0.0,0.0,4.70197740328915e-38,1.0339757656912846e-25,9.879867769118202e-29,1.3001258839066202e-21,0.0,1.8488927466117464e-32,6.162975822039155e-33,2.465190328815662e-32,1.232595164407831e-32,9.860761315262648e-32,3.7308364400061595e-23,1.9110610626378777e-24,1.7553971860929366e-16,0.0,3.1554436208840472e-30,0.0,3.1554436208840472e-30,1.5777218104420236e-30,0.0,2.5743243828508208e-21,3.057016038302404e-16,4.477446968646185e-17,5.066124217804501e-14,1.232595164407831e-32,0.0,4.930380657631324e-32,4.930380657631324e-32,2.465190328815662e-32,9.4039548065783e-38,2.465190328815662e-32,4.00061438325112e-09,8.425800551643453e-29,2.8389008016648134e-23,3.03245932070289e-21,5.565613533745678e-16,9.62964972193618e-35,9.62964972193618e-35,0.0,9.62964972193618e-35,0.0,0.0,5.169878828456423e-26,7.179859488260186e-26,4.1390901464011656e-17,4.182550150887306e-16,2.2365238230280656e-24,8.172834944144205e-26,1.3823558535522165e-18
8,4.4448239541127415e-14,6.68447760160114e-09,4.4493107140154706e-14,5.565343864237257e-11,2.1794447544255736e-08,8.612773490182348e-10,2.953882092902097e-08,2.953882092902097e-08,2.1794447544255736e-08,7.41907949187448e-15,6.604488747572009e-09,8.612773490182298e-10,1.7299756291895426e-08,6.68447763439351e-09,7.419079491874457e-15,6.604488747572009e-09,2.1794447544255743e-08,2.355145250833736e-11,4.449303113302228e-14,1.729975630493242e-08,1.7299756305104475e-08,5.565314375225637e-11,5.565343864227097e-11,6.684477601601528e-09,6.604488747571998e-09,3.7830001236527936e-09,2.355145250833734e-11,6.604488747572007e-09,3.783000123652791e-09,2.1794447544255723e-08,4.135887285547034e-25,1.5777218104420236e-30,8.271806125530277e-25,1.6543612251060553e-24,0.0,6.162975822039155e-33,0.0,4.1359030627651384e-25,0.0,0.0,6.162975822039155e-33,3.101927297073854e-25,1.5407439555097887e-33,0.0,3.611118645726067e-35,7.395570986446986e-32,1.3877787807814457e-17,0.0,6.162975822039155e-33,2.350988701644575e-38,8.271806125530277e-25,0.0,2.465190328815662e-32,1.0339757656912846e-25,8.271806125530277e-25,0.0,9.244463733058732e-33,1.1321514225302012e-35,2.4927902410930577e-35,5.221064306203519e-14,9.569021042322592e-29,2.0862279003074925e-23,2.1789400390027926e-24,2.264658782299271e-21,3.057013693628377e-16,4.47732818828625e-17,4.000617166224594e-09,7.17503997155372e-29,7.485874096058415e-24,2.5669813174017138e-21,4.966931958363795e-27,4.1390932171915385e-17,4.1825469427703835e-16,2.926437585137122e-24,2.586888333941409e-26,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,0.0,8.186216537879957e-16,0.0,4.70197740328915e-38,9.4039548065783e-38,9.4039548065783e-38,0.0,0.0,9.879865633726058e-29,1.3001248608691716e-21,0.0,1.8488927466117464e-32,1.232595164407831e-32,1.232595164407831e-32,1.232595164407831e-32,0.0,3.7308405966267655e-23,1.91105755273798e-24,1.7553984094238524e-16,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,2.5743292102166142e-21,3.057013693626357e-16,4.4774502904606155e-17,5.066130334181099e-14,1.232595164407831e-32,0.0,0.0,2.465190328815662e-32,2.465190328815662e-32,4.70197740328915e-38,0.0,4.000617166224602e-09,8.425798925549507e-29,2.8389038344947404e-23,3.0324648744156575e-21,5.565618804120025e-16,1.925929944387236e-34,9.62964972193618e-35,0.0,9.62964972193618e-35,0.0,0.0,5.169878828456423e-26,7.179858316310333e-26,4.1390932171915385e-17,4.1825469429469365e-16,2.2365200598272484e-24,8.172833569428277e-26,1.3823547933151727e-18
9,4.4448239541127415e-14,6.68447760160114e-09,4.4493107140154706e-14,5.565343864237257e-11,2.1794447544255736e-08,8.612773490182348e-10,2.953882092902097e-08,2.953882092902097e-08,2.1794447544255736e-08,7.41907949187448e-15,6.604488747572009e-09,8.612773490182298e-10,1.7299756291895426e-08,6.68447763439351e-09,7.419079491874457e-15,6.604488747572009e-09,2.1794447544255743e-08,2.355145250833736e-11,4.449303113302228e-14,1.729975630493242e-08,1.7299756305104475e-08,5.565314375225637e-11,5.565343864227097e-11,6.684477601601528e-09,6.604488747571998e-09,3.7830001236527936e-09,2.355145250833734e-11,6.604488747572007e-09,3.783000123652791e-09,2.1794447544255723e-08,4.135887285547034e-25,1.5777218104420236e-30,8.271806125530277e-25,1.6543612251060553e-24,0.0,6.162975822039155e-33,0.0,4.1359030627651384e-25,0.0,0.0,6.162975822039155e-33,3.101927297073854e-25,1.5407439555097887e-33,0.0,3.611118645726067e-35,7.395570986446986e-32,1.3877787807814457e-17,0.0,6.162975822039155e-33,2.350988701644575e-38,8.271806125530277e-25,0.0,2.465190328815662e-32,1.0339757656912846e-25,8.271806125530277e-25,0.0,9.244463733058732e-33,1.1321514225302012e-35,2.4927902410930577e-35,5.221064306203519e-14,9.569021042322592e-29,2.0862279003074925e-23,2.1789400390027926e-24,2.264658782299271e-21,3.057013693628377e-16,4.47732818828625e-17,4.000617166224594e-09,7.17503997155372e-29,7.485874096058415e-24,2.5669813174017138e-21,4.966931958363795e-27,4.1390932171915385e-17,4.1825469427703835e-16,2.926437585137122e-24,2.586888333941409e-26,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,0.0,8.186216537879957e-16,0.0,4.70197740328915e-38,9.4039548065783e-38,9.4039548065783e-38,0.0,0.0,9.879865633726058e-29,1.3001248608691716e-21,0.0,1.8488927466117464e-32,1.232595164407831e-32,1.232595164407831e-32,1.232595164407831e-32,0.0,3.7308405966267655e-23,1.91105755273798e-24,1.7553984094238524e-16,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,2.5743292102166142e-21,3.057013693626357e-16,4.4774502904606155e-17,5.066130334181099e-14,1.232595164407831e-32,0.0,0.0,2.465190328815662e-32,2.465190328815662e-32,4.70197740328915e-38,0.0,4.000617166224602e-09,8.425798925549507e-29,2.8389038344947404e-23,3.0324648744156575e-21,5.565618804120025e-16,1.925929944387236e-34,9.62964972193618e-35,0.0,9.62964972193618e-35,0.0,0.0,5.169878828456423e-26,7.179858316310333e-26,4.1390932171915385e-17,4.1825469429469365e-16,2.2365200598272484e-24,8.172833569428277e-26,1.3823547933151727e-18
