,Y5Z3,Y3Z5,Y5Z2,Y2Z5,Y4Z0,Y0Z4,Y1Z0,Y0Z1,Y3Z2,Y2Z3,Y4Z1,Y1Z4,Y3Z1,Y1Z3,Y4Z2,Y2Z4,Y1Z2,Y2Z1,Y2Z0,Y0Z2,Y0Z3,Y3Z0,Y4Z5,Y5Z4,Y5Z1,Y1Z5,Y5Z0,Y0Z5,Y3Z4,Y4Z3,Y1,X2Y3,X0Y2,X3Y2,X3Y1,Y4,Y3,X5Y4,X5Y3,X3Y4,X2Y4,X2Y0,standard_y,Y2,X5Y2,X5Y1,X4Y2,X2Y5,X2Y1,X0Y5,X1Y5,X1Y3,Y5,X1Y2,X1Y0,X0Y1,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y3,X4Y1,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y4,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9571759290780877,0.9571759290780877,0.8511188349123333,0.8511188349123333,0.8225558693681814,0.8225558693681814,0.7991153691167272,0.799115369116727,0.6306505848550839,0.6306505848550839,0.6113330665067622,0.6113330665067622,0.5578947290755707,0.5578947290755707,0.5006197765650313,0.5006197765650313,0.47623677516761065,0.4762367751676104,0.3259061440625364,0.3259061440625364,0.24049351508267353,0.2404935150826735,0.17267984742252945,0.17267984742252934,0.14547146525897708,0.14547146525897703,0.11506253698710349,0.11506253698710346,0.028351246084461316,0.028351246084461268,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0015702530974243106,0.0015702530974243106,0.001396265771209371,0.22046909868040915,0.8225558693681814,0.8225558693681814,0.799115369116727,0.799115369116727,0.0010345862282756593,0.22046710476511422,0.6113330665067622,0.6113330665067622,0.000915229791885148,0.4124234595675489,0.5006197765650313,0.5006197765650313,0.47623677516761065,0.47623677516761054,0.3259061440625364,0.3259061440625364,0.12543113292732005,0.00039453111543742166,0.14432863948839203,0.0002832823695630809,0.00023864684847410778,0.41242251309599004,0.0001887608114795777,0.12543065447997126,4.6510396498209794e-05,0.1443283689746625,1.1102230246251565e-16,0.0,5.551115123125783e-17,0.0,5.421010862427522e-20,1.6653345369377348e-16,5.421010862427522e-20,1.0842021724855044e-19,5.551115123125783e-17,2.168404344971009e-19,5.551115123125783e-17,1.1102230246251565e-16,2.768781297984857e-17,2.7755575615628914e-17,5.421010862427522e-20,5.421010862427522e-20,0.0,2.710505431213761e-20,5.551115123125783e-17,1.3552527156068805e-20,2.0328790734103208e-20,4.0657581468206416e-20,1.3552527156068805e-20,0.0,1.6596388028502662e-17,4.861497624290529e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00021578296404247484,0.00021578296404247484,0.000191873760476459,0.2204682660826755,8.929787026081308e-06,8.92978702608131e-06,0.18778230264598936,8.67531352121036e-06,0.00014217203790970845,0.2204682284295173,6.636721333105059e-06,0.18778230256287454,0.00012577016889627507,0.4124232675131605,5.43480163749114e-06,0.1747136325216999,0.4762367751676105,0.4762367751676104,0.17471363247299443,3.538084846692847e-06,1.3616971061627598e-06,4.782473755642912e-05,1.5668524487514902e-06,1.2989079279657086e-05,3.27946650177651e-05,0.41242324963996224,1.298907927583456e-05,1.361697008077319e-06,4.782473755285765e-05,1.5668523932940636e-06,2.7755575615628914e-17,0.0,8.470329472543003e-22,3.3881317890172014e-20,6.776263578034403e-21,4.235164736271502e-22,0.0,0.0,2.7755575615628914e-17,0.0,0.0,8.470329472543003e-22,2.7754305066208032e-17,0.0,6.776263578034403e-21,1.6940658945086007e-21,4.235164736271502e-22,6.776263578034403e-21,0.0,5.169878828456423e-26,0.0,1.6940658945086007e-21,0.0,0.0,1.328440519964106e-22,2.6895314977850914e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.00022383925266734872,0.00022383925266734872,0.000165018473416168,0.0006247457988267213,4.75190283184609e-06,4.75190283184609e-06,0.0005321228587307255,2.73373585704644e-06,1.7014759019792808e-05,0.0006247456840121918,6.396019612226816e-07,0.0005321228586640313,1.7013643067548892e-05,0.001168692923686741,6.395761698829294e-07,0.0004950898795686984,0.001349522669063683,0.0013495226690636828,0.0004950898795296154,2.733709762583661e-06,7.24614408772078e-07,4.961028115025595e-05,8.337859088226737e-07,1.3474028459344988e-05,0.00016501753769485495,0.001168692869186589,1.3474028458222127e-05,7.246143526066349e-07,4.961028114920684e-05,8.337858770667792e-07,2.710505431213761e-20,0.0,0.0,7.940933880509066e-23,6.617444900424222e-24,0.0,6.776263578034403e-21,5.169878828456423e-26,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25,6.776263578034403e-21,0.0,2.6469779601696886e-23,1.3234889800848443e-23,0.0,1.3234889800848443e-23,4.163336342344337e-17,0.0,4.963083675318166e-24,0.0,1.3552527156068805e-20,1.3877787807814457e-17,6.240376250202156e-26,2.5288696616828703e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2407709188295415e-24,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0969796572451805e-06,1.0969796572451805e-06,8.087132011811747e-07,4.6535817961719976e-08,6.213295430239903e-07,6.213295430239903e-07,3.96365601324112e-08,3.5744547271117527e-07,8.338247056889039e-08,4.6535817961514584e-08,8.362889428899637e-08,3.963656013232626e-08,8.338247056886003e-08,8.70531422240257e-08,8.362889428897762e-08,3.687806201321392e-08,1.0052271866847032e-07,1.005227186684703e-07,3.6878062013164144e-08,3.5744547271115637e-07,9.474611415888624e-08,2.4312746117322934e-07,1.0902070881041362e-07,6.603281124479924e-08,8.087132011811493e-07,8.70531422239282e-08,6.603281124470522e-08,9.474611415870983e-08,2.431274611731415e-07,1.0902070881031389e-07,0.0,1.262177448353619e-29,2.524354896707238e-29,1.262177448353619e-29,3.1554436208840472e-30,2.6469779601696886e-23,7.279189390466644e-23,2.524354896707238e-29,0.0,7.573064690121713e-29,0.0,1.262177448353619e-29,5.955700410381799e-23,1.3234889800848443e-23,1.262177448353619e-29,1.5777218104420236e-30,6.310887241768095e-30,0.0,0.0,5.048709793414476e-29,4.338734978715565e-30,9.466330862652142e-30,0.0,1.3877787807814457e-17,8.778502768243768e-32,8.357068941690777e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7865323450608567e-29,1.8932661725304283e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,2.524354896707238e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.8932661725304283e-29,0.0,0.0,0.0,0.0,0.0,0.0
5,1.696737673148135e-09,1.6967376731479585e-09,1.2508656347030727e-09,1.0967195757731837e-09,1.4450181532050347e-08,1.4450181532050344e-08,9.341232907805738e-10,8.313063536858922e-09,1.2897064969247903e-10,1.0967195757731837e-09,1.9449464738454628e-09,9.341232907805728e-10,1.2897064969247888e-10,2.0516000231982296e-09,1.9449464738454628e-09,8.69113175571412e-10,2.3690404123667894e-09,2.369040412366789e-09,8.691131755714113e-10,8.313063536858922e-09,2.2034982312093003e-09,3.7605394049461904e-10,2.535480649118669e-09,1.0213531104505044e-10,1.2508656347030727e-09,2.0516000231982296e-09,1.0213531104505028e-10,2.2034982312093003e-09,3.760539404946189e-10,2.535480649118669e-09,0.0,3.851859888774472e-34,3.0814879110195774e-33,0.0,9.62964972193618e-35,0.0,5.169878828456423e-26,0.0,0.0,1.5407439555097887e-33,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,3.0814879110195774e-33,9.62964972193618e-35,0.0,0.0,2.1666711874356403e-34,3.851859888774472e-34,0.0,0.0,2.0191204732910382e-35,2.2534869553736357e-35,3.001776197526221e-14,4.542817830125613e-23,1.0367616952695583e-08,7.507873019102872e-23,9.206158568099072e-23,2.2626798037219122e-24,1.0493146319388457e-22,6.546493911309323e-23,3.2012759387172266e-24,4.130276470291841e-23,1.1651912556537799e-08,3.226583345245406e-23,4.472205898989249e-09,6.045560097773833e-24,2.927535546776473e-24,2.7173310609094193e-24,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,1.7510626401771813e-14,0.0,1.5407439555097887e-32,0.0,0.0,6.162975822039155e-33,0.0,7.703719777548943e-34,0.0,0.0,3.103646352329597e-22,2.7308427053538236e-16,7.888609052210118e-31,7.888609052210118e-31,0.0,7.888609052210118e-31,7.888609052210118e-31,0.0,1.5407439555097887e-33,1.036761695269557e-08,2.2199194776652203e-22,1.1801056031916413e-14,0.0,3.0814879110195774e-33,0.0,3.0814879110195774e-33,4.622231866529366e-33,9.076989652511716e-23,2.7808623693515215e-24,1.049507196572687e-22,3.333478040372254e-17,2.311115933264683e-33,0.0,3.0814879110195774e-33,1.5407439555097887e-33,1.5407439555097887e-33,6.162975822039155e-33,1.0591601625000694e-22,3.79680505281772e-24,8.980276988445606e-23,1.1651912556537799e-08,4.708830341466557e-17,3.0814879110195774e-33,0.0,9.244463733058732e-33,0.0,0.0,2.7755575615628914e-17,1.925929944387236e-34,3.1873779764022407e-22,4.4722058989892495e-09,2.133300224846486e-22,3.554501180279632e-24,3.003650105976981e-24,3.5257218722021207e-16
6,1.696737673148135e-09,1.6967376731479585e-09,1.2508656347030727e-09,1.0967195757731837e-09,1.4450181532050347e-08,1.4450181532050344e-08,9.341232907805738e-10,8.313063536858922e-09,1.2897064969247903e-10,1.0967195757731837e-09,1.9449464738454628e-09,9.341232907805728e-10,1.2897064969247888e-10,2.0516000231982296e-09,1.9449464738454628e-09,8.69113175571412e-10,2.3690404123667894e-09,2.369040412366789e-09,8.691131755714113e-10,8.313063536858922e-09,2.2034982312093003e-09,3.7605394049461904e-10,2.535480649118669e-09,1.0213531104505044e-10,1.2508656347030727e-09,2.0516000231982296e-09,1.0213531104505028e-10,2.2034982312093003e-09,3.760539404946189e-10,2.535480649118669e-09,0.0,3.851859888774472e-34,3.0814879110195774e-33,0.0,9.62964972193618e-35,0.0,5.169878828456423e-26,0.0,0.0,1.5407439555097887e-33,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,3.0814879110195774e-33,9.62964972193618e-35,0.0,0.0,2.1666711874356403e-34,3.851859888774472e-34,0.0,0.0,2.0191204732910382e-35,2.2534869553736357e-35,3.001776197526221e-14,4.542817830125613e-23,1.0367616952695583e-08,7.507873019102872e-23,9.206158568099072e-23,2.2626798037219122e-24,1.0493146319388457e-22,6.546493911309323e-23,3.2012759387172266e-24,4.130276470291841e-23,1.1651912556537799e-08,3.226583345245406e-23,4.472205898989249e-09,6.045560097773833e-24,2.927535546776473e-24,2.7173310609094193e-24,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,1.7510626401771813e-14,0.0,1.5407439555097887e-32,0.0,0.0,6.162975822039155e-33,0.0,7.703719777548943e-34,0.0,0.0,3.103646352329597e-22,2.7308427053538236e-16,7.888609052210118e-31,7.888609052210118e-31,0.0,7.888609052210118e-31,7.888609052210118e-31,0.0,1.5407439555097887e-33,1.036761695269557e-08,2.2199194776652203e-22,1.1801056031916413e-14,0.0,3.0814879110195774e-33,0.0,3.0814879110195774e-33,4.622231866529366e-33,9.076989652511716e-23,2.7808623693515215e-24,1.049507196572687e-22,3.333478040372254e-17,2.311115933264683e-33,0.0,3.0814879110195774e-33,1.5407439555097887e-33,1.5407439555097887e-33,6.162975822039155e-33,1.0591601625000694e-22,3.79680505281772e-24,8.980276988445606e-23,1.1651912556537799e-08,4.708830341466557e-17,3.0814879110195774e-33,0.0,9.244463733058732e-33,0.0,0.0,2.7755575615628914e-17,1.925929944387236e-34,3.1873779764022407e-22,4.4722058989892495e-09,2.133300224846486e-22,3.554501180279632e-24,3.003650105976981e-24,3.5257218722021207e-16
7,1.696737673148135e-09,1.6967376731479585e-09,1.2508656347030727e-09,1.0967195757731837e-09,1.4450181532050347e-08,1.4450181532050344e-08,9.341232907805738e-10,8.313063536858922e-09,1.2897064969247903e-10,1.0967195757731837e-09,1.9449464738454628e-09,9.341232907805728e-10,1.2897064969247888e-10,2.0516000231982296e-09,1.9449464738454628e-09,8.69113175571412e-10,2.3690404123667894e-09,2.369040412366789e-09,8.691131755714113e-10,8.313063536858922e-09,2.2034982312093003e-09,3.7605394049461904e-10,2.535480649118669e-09,1.0213531104505044e-10,1.2508656347030727e-09,2.0516000231982296e-09,1.0213531104505028e-10,2.2034982312093003e-09,3.760539404946189e-10,2.535480649118669e-09,0.0,3.851859888774472e-34,3.0814879110195774e-33,0.0,9.62964972193618e-35,0.0,5.169878828456423e-26,0.0,0.0,1.5407439555097887e-33,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,3.0814879110195774e-33,9.62964972193618e-35,0.0,0.0,2.1666711874356403e-34,3.851859888774472e-34,0.0,0.0,2.0191204732910382e-35,2.2534869553736357e-35,3.001776197526221e-14,4.542817830125613e-23,1.0367616952695583e-08,7.507873019102872e-23,9.206158568099072e-23,2.2626798037219122e-24,1.0493146319388457e-22,6.546493911309323e-23,3.2012759387172266e-24,4.130276470291841e-23,1.1651912556537799e-08,3.226583345245406e-23,4.472205898989249e-09,6.045560097773833e-24,2.927535546776473e-24,2.7173310609094193e-24,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,1.7510626401771813e-14,0.0,1.5407439555097887e-32,0.0,0.0,6.162975822039155e-33,0.0,7.703719777548943e-34,0.0,0.0,3.103646352329597e-22,2.7308427053538236e-16,7.888609052210118e-31,7.888609052210118e-31,0.0,7.888609052210118e-31,7.888609052210118e-31,0.0,1.5407439555097887e-33,1.036761695269557e-08,2.2199194776652203e-22,1.1801056031916413e-14,0.0,3.0814879110195774e-33,0.0,3.0814879110195774e-33,4.622231866529366e-33,9.076989652511716e-23,2.7808623693515215e-24,1.049507196572687e-22,3.333478040372254e-17,2.311115933264683e-33,0.0,3.0814879110195774e-33,1.5407439555097887e-33,1.5407439555097887e-33,6.162975822039155e-33,1.0591601625000694e-22,3.79680505281772e-24,8.980276988445606e-23,1.1651912556537799e-08,4.708830341466557e-17,3.0814879110195774e-33,0.0,9.244463733058732e-33,0.0,0.0,2.7755575615628914e-17,1.925929944387236e-34,3.1873779764022407e-22,4.4722058989892495e-09,2.133300224846486e-22,3.554501180279632e-24,3.003650105976981e-24,3.5257218722021207e-16
8,1.696737673148135e-09,1.6967376731479585e-09,1.2508656347030727e-09,1.0967195757731837e-09,1.4450181532050347e-08,1.4450181532050344e-08,9.341232907805738e-10,8.313063536858922e-09,1.2897064969247903e-10,1.0967195757731837e-09,1.9449464738454628e-09,9.341232907805728e-10,1.2897064969247888e-10,2.0516000231982296e-09,1.9449464738454628e-09,8.69113175571412e-10,2.3690404123667894e-09,2.369040412366789e-09,8.691131755714113e-10,8.313063536858922e-09,2.2034982312093003e-09,3.7605394049461904e-10,2.535480649118669e-09,1.0213531104505044e-10,1.2508656347030727e-09,2.0516000231982296e-09,1.0213531104505028e-10,2.2034982312093003e-09,3.760539404946189e-10,2.535480649118669e-09,0.0,3.851859888774472e-34,3.0814879110195774e-33,0.0,9.62964972193618e-35,0.0,5.169878828456423e-26,0.0,0.0,1.5407439555097887e-33,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,3.0814879110195774e-33,9.62964972193618e-35,0.0,0.0,2.1666711874356403e-34,3.851859888774472e-34,0.0,0.0,2.0191204732910382e-35,2.2534869553736357e-35,3.001776197526221e-14,4.542817830125613e-23,1.0367616952695583e-08,7.507873019102872e-23,9.206158568099072e-23,2.2626798037219122e-24,1.0493146319388457e-22,6.546493911309323e-23,3.2012759387172266e-24,4.130276470291841e-23,1.1651912556537799e-08,3.226583345245406e-23,4.472205898989249e-09,6.045560097773833e-24,2.927535546776473e-24,2.7173310609094193e-24,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,1.7510626401771813e-14,0.0,1.5407439555097887e-32,0.0,0.0,6.162975822039155e-33,0.0,7.703719777548943e-34,0.0,0.0,3.103646352329597e-22,2.7308427053538236e-16,7.888609052210118e-31,7.888609052210118e-31,0.0,7.888609052210118e-31,7.888609052210118e-31,0.0,1.5407439555097887e-33,1.036761695269557e-08,2.2199194776652203e-22,1.1801056031916413e-14,0.0,3.0814879110195774e-33,0.0,3.0814879110195774e-33,4.622231866529366e-33,9.076989652511716e-23,2.7808623693515215e-24,1.049507196572687e-22,3.333478040372254e-17,2.311115933264683e-33,0.0,3.0814879110195774e-33,1.5407439555097887e-33,1.5407439555097887e-33,6.162975822039155e-33,1.0591601625000694e-22,3.79680505281772e-24,8.980276988445606e-23,1.1651912556537799e-08,4.708830341466557e-17,3.0814879110195774e-33,0.0,9.244463733058732e-33,0.0,0.0,2.7755575615628914e-17,1.925929944387236e-34,3.1873779764022407e-22,4.4722058989892495e-09,2.133300224846486e-22,3.554501180279632e-24,3.003650105976981e-24,3.5257218722021207e-16
9,1.696737673148135e-09,1.6967376731479585e-09,1.2508656347030727e-09,1.0967195757731837e-09,1.4450181532050347e-08,1.4450181532050344e-08,9.341232907805738e-10,8.313063536858922e-09,1.2897064969247903e-10,1.0967195757731837e-09,1.9449464738454628e-09,9.341232907805728e-10,1.2897064969247888e-10,2.0516000231982296e-09,1.9449464738454628e-09,8.69113175571412e-10,2.3690404123667894e-09,2.369040412366789e-09,8.691131755714113e-10,8.313063536858922e-09,2.2034982312093003e-09,3.7605394049461904e-10,2.535480649118669e-09,1.0213531104505044e-10,1.2508656347030727e-09,2.0516000231982296e-09,1.0213531104505028e-10,2.2034982312093003e-09,3.760539404946189e-10,2.535480649118669e-09,0.0,3.851859888774472e-34,3.0814879110195774e-33,0.0,9.62964972193618e-35,0.0,5.169878828456423e-26,0.0,0.0,1.5407439555097887e-33,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,3.0814879110195774e-33,9.62964972193618e-35,0.0,0.0,2.1666711874356403e-34,3.851859888774472e-34,0.0,0.0,2.0191204732910382e-35,2.2534869553736357e-35,3.001776197526221e-14,4.542817830125613e-23,1.0367616952695583e-08,7.507873019102872e-23,9.206158568099072e-23,2.2626798037219122e-24,1.0493146319388457e-22,6.546493911309323e-23,3.2012759387172266e-24,4.130276470291841e-23,1.1651912556537799e-08,3.226583345245406e-23,4.472205898989249e-09,6.045560097773833e-24,2.927535546776473e-24,2.7173310609094193e-24,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,1.7510626401771813e-14,0.0,1.5407439555097887e-32,0.0,0.0,6.162975822039155e-33,0.0,7.703719777548943e-34,0.0,0.0,3.103646352329597e-22,2.7308427053538236e-16,7.888609052210118e-31,7.888609052210118e-31,0.0,7.888609052210118e-31,7.888609052210118e-31,0.0,1.5407439555097887e-33,1.036761695269557e-08,2.2199194776652203e-22,1.1801056031916413e-14,0.0,3.0814879110195774e-33,0.0,3.0814879110195774e-33,4.622231866529366e-33,9.076989652511716e-23,2.7808623693515215e-24,1.049507196572687e-22,3.333478040372254e-17,2.311115933264683e-33,0.0,3.0814879110195774e-33,1.5407439555097887e-33,1.5407439555097887e-33,6.162975822039155e-33,1.0591601625000694e-22,3.79680505281772e-24,8.980276988445606e-23,1.1651912556537799e-08,4.708830341466557e-17,3.0814879110195774e-33,0.0,9.244463733058732e-33,0.0,0.0,2.7755575615628914e-17,1.925929944387236e-34,3.1873779764022407e-22,4.4722058989892495e-09,2.133300224846486e-22,3.554501180279632e-24,3.003650105976981e-24,3.5257218722021207e-16
