,Y4Z1,Y1Z4,Y5Z1,Y1Z5,Y4Z3,Y3Z4,Y5Z4,Y4Z5,Y0Z3,Y3Z0,Y5Z0,Y0Z5,Y4Z0,Y0Z4,Y1Z3,Y3Z1,Y1Z2,Y2Z1,Y2Z4,Y4Z2,Y3Z2,Y2Z3,Y0Z1,Y1Z0,Y2Z0,Y0Z2,Y5Z2,Y2Z5,Y5Z3,Y3Z5,X5Y4,X2Y3,X0Y4,X2Y0,X1Y0,Y5,Y2,Y0,X5Y2,X4Y5,X4Y3,X3Y5,X2Y5,X2Y4,X0Y5,X0Y3,X0Y2,X0Y1,Y1,X5Y1,X5Y0,X3Y2,X3Y0,X1Y4,X1Y3,standard_y,X4Y1,X3Y1,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y1,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1Y2,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8883693290473247,0.8883693290473245,0.817919070323204,0.817919070323204,0.731548198639735,0.731548198639735,0.6790579977254159,0.6790579977254159,0.6594800023332608,0.6594800023332605,0.6344092107298325,0.6344092107298325,0.5861294218137865,0.5861294218137865,0.4512648401879546,0.45126484018795443,0.35484694544207973,0.3548469454420797,0.27283011652347666,0.27283011652347655,0.26472725338019576,0.26472725338019576,0.20367044742105156,0.20367044742105145,0.09269342184833153,0.09269342184833151,0.0742798637363195,0.07427986373631945,0.0410435868652253,0.04104358686522523,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.938893903907228e-17,5.898059818321144e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.204170427930421e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00032256568868119136,0.0003225656886811913,0.1388611173615023,0.00029698529606736273,0.0002656241506567597,0.2802833881992988,0.13886101868030887,0.0002465650304763066,0.6594800023332608,0.6594800023332608,0.6344092107298325,0.6344092107298324,0.000212822791627018,0.3824589878187541,0.00016385364644334887,0.28028331022789577,0.00012884444069640328,0.0820168469036491,0.08201680552698219,9.906424226030067e-05,0.26472725338019576,0.2647272533801958,0.3824589357549013,7.395246097344508e-05,0.09269342184833149,0.09269342184833154,0.0742798637363195,0.07427986373631945,0.04104358686522526,0.04104358686522522,0.0,5.551115123125783e-17,0.0,2.7755575615628914e-17,1.6940658945086007e-21,4.163336342344337e-17,6.938893903907228e-18,1.1102230246251565e-16,0.0,0.0,2.710505431213761e-20,2.7755575615628914e-17,0.0,0.0,4.163336342344337e-17,2.7755575615628914e-17,1.3877787807814457e-17,4.658681209898652e-21,1.6940658945086007e-20,1.0164395367051604e-20,5.551115123125783e-17,6.938893903907228e-18,5.551115123125783e-17,0.0,1.3552527156068805e-20,1.5957761913092117e-16,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5.371451517761187e-05,5.371451517761187e-05,0.13886107383907764,4.945479867483528e-05,8.79262650814634e-06,5.5475232675692685e-05,0.13886107110266643,4.105867901182066e-05,0.00013052792955250118,0.00013052792955250118,0.5933656246685386,0.000125565779815345,8.792624947584732e-06,7.56983956120403e-05,1.4970589987294236e-05,5.547523224775146e-05,2.145552644992591e-05,0.08201682941732508,0.08201682826995775,1.649644686700931e-05,5.2396282158038346e-05,0.17203383334747424,7.569839532629106e-05,1.4970589211636478e-05,0.17203382634658324,1.834639472643957e-05,0.0742798637363195,0.07427986373631945,0.5933656114382704,8.123573718644485e-06,3.3881317890172014e-21,3.3881317890172014e-21,0.0,6.776263578034403e-21,7.754818242684634e-25,1.3877787807814457e-17,1.3877787807814457e-17,2.0328790734103208e-20,6.938893903907228e-18,0.0,0.0,1.6940658945086007e-20,0.0,3.3881317890172014e-21,3.3881317890172014e-21,1.3877787807814457e-17,0.0,8.530300066953098e-25,1.2705494208814505e-21,2.541098841762901e-21,6.776263578034403e-21,0.0,6.938893903907228e-18,1.3877787807814457e-17,4.1359030627651384e-25,3.9387032047324966e-20,3.469446951953614e-18,3.101927297073854e-25,0.0,0.0,3.3881317890172014e-21,0.0,0.0,1.6940658945086007e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2705494208814505e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.450027336651473e-05,1.4500273366514728e-05,0.0008337092960975474,1.7391608734283104e-05,1.3457197084956914e-05,2.180455362868109e-07,0.0008337092949002982,1.3457354075156292e-05,3.0802477333273018e-09,4.811111936366211e-07,0.0035625134317612893,2.9631490362690766e-09,1.345719708495376e-05,1.7863595330858055e-09,1.739144095166226e-05,2.1804553616423607e-07,5.7919353403395055e-06,0.08201682895494666,0.0820168288713341,4.4532281145398845e-06,2.0594371438777362e-07,0.24631235647568256,1.7863595325944046e-09,1.7391440951663065e-05,0.2463123564755969,4.329452015716913e-10,0.0004459695702399033,0.24631059459461047,0.0035625134317600615,4.811013712997145e-07,1.3234889800848443e-23,7.940933880509066e-23,6.310887241768095e-30,2.0679515313825692e-25,4.535950205020818e-30,5.421010862427522e-19,6.938893903907228e-18,1.0339757656912846e-25,1.0842021724855044e-19,0.0,8.077935669463161e-28,0.0,2.168404344971009e-19,8.470329472543003e-22,0.0,5.421010862427522e-20,2.5849394142282115e-26,5.5220263365470826e-30,2.541098841762901e-21,1.6543612251060553e-24,2.6469779601696886e-23,1.3234889800848443e-23,1.0842021724855044e-19,6.938893903907228e-18,1.6155871338926322e-27,7.478453787910641e-18,6.938893903907228e-18,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.870619756581171e-05,3.870619756581171e-05,0.000326991223548683,3.096400480069322e-05,2.4035356042567193e-05,5.875597813817052e-10,0.00032699122020276997,2.403545346383336e-05,4.529579790843986e-10,1.2964324153410887e-09,0.0015721738743608412,5.069982729749726e-10,2.403535604256627e-05,3.0564820989253555e-10,3.096389304031891e-05,5.875597790282022e-10,3.0962712432606134e-05,0.0005066129662050227,0.0005066129625249746,2.403444395798874e-05,5.549494188428992e-10,0.0015214634446764834,3.0564820929343733e-10,3.096389304032021e-05,0.0015214634446763828,4.5294651139864634e-10,0.0015721505550616828,0.001521461770545207,0.0015721738743607596,1.2964283437957493e-09,0.0,2.6469779601696886e-23,3.1554436208840472e-30,2.0194839173657902e-28,6.69332878047479e-31,5.421010862427522e-20,0.0,5.169878828456423e-26,1.0587911840678754e-22,6.617444900424222e-24,3.1554436208840472e-30,0.0,4.235164736271502e-22,2.6469779601696886e-23,0.0,2.117582368135751e-22,5.048709793414476e-29,4.091660736342218e-31,3.3881317890172014e-21,8.271806125530277e-25,0.0,1.3234889800848443e-23,4.235164736271502e-22,1.3877787807814457e-17,3.1554436208840472e-30,5.4209901829122083e-20,1.3877787807814457e-17,3.1554436208840472e-30,0.0,0.0,3.3881317890172014e-21,0.0,0.0,1.550963648536927e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5.974846223772783e-06,5.9748462237727825e-06,3.489942840178241e-08,4.779682301599789e-06,3.7101730595648074e-06,3.2534157751479444e-15,3.489942839327319e-08,3.7101730595649776e-06,2.438689130353903e-15,7.178559587077289e-15,1.677968162986457e-07,2.729646219021181e-15,3.710173059564807e-06,1.6455903788323497e-15,4.779682301599593e-06,3.2534157748374196e-15,4.779682301597397e-06,5.560913557207462e-08,5.56091355624493e-08,3.710173059563111e-06,3.072846803778823e-15,1.6700586761273358e-07,1.6455903787554914e-15,4.779682301599593e-06,1.6700586761273352e-07,2.438689130353159e-15,1.677968162986157e-07,1.670058676127314e-07,1.677968162986457e-07,7.178559587077032e-15,0.0,8.271806125530277e-25,0.0,1.88079096131566e-37,4.9535190360658256e-37,0.0,9.926167350636332e-24,9.860761315262648e-32,0.0,0.0,3.009265538105056e-36,0.0,6.310887241768095e-30,4.0389678347315804e-28,0.0,1.5777218104420236e-30,2.350988701644575e-38,5.905447360731126e-37,0.0,3.155443620884047e-29,0.0,1.2407709188295415e-24,3.1554436208840472e-30,1.3877787807814457e-17,1.504632769052528e-36,9.926166265952587e-24,1.3877787807814457e-17,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4039548065783e-38,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,7.52316384526264e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5.521245488526064e-08,5.5212454885246545e-08,8.595453892274874e-09,4.416816492996805e-08,3.428502675978152e-08,9.975884777522607e-16,8.595453892274693e-09,3.42850267597816e-08,1.7338396298064347e-15,2.2011476029027615e-15,4.1327032102663815e-08,1.9407019659678225e-15,3.4285026759781494e-08,1.1699686429970157e-15,4.4168164929967903e-08,9.975884777522525e-16,4.416816492996768e-08,5.906851036996293e-09,5.9068510369962055e-09,3.428502675978135e-08,9.422209719127005e-16,1.7739509384899435e-08,1.1699686429970112e-15,4.416816492996794e-08,1.7739509384899412e-08,1.7338396298064288e-15,4.132703210266368e-08,1.7739509384899392e-08,4.132703210266376e-08,2.2011476029027568e-15,3.944304526105059e-31,0.0,1.1754943508222875e-38,1.7632415262334313e-38,5.0274567173381824e-39,0.0,8.271806125530277e-25,1.9721522630525295e-31,7.395570986446986e-32,1.9721522630525295e-31,1.7632415262334313e-38,5.877471754111438e-39,0.0,3.944304526105059e-31,0.0,4.930380657631324e-32,0.0,4.937250931294201e-39,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,2.4815423306971488e-24,0.0,1.1754943508222875e-38,9.722245345683756e-13,3.738361234558156e-20,3.308722450212111e-24,2.2370250940681215e-29,1.6077303218493295e-27,2.9582283945787943e-31,1.0285443374937321e-22,2.3477211341445035e-20,3.0884168710207895e-15,3.405970376377111e-20,3.216626746378106e-09,1.9750525945840253e-27,2.1269660026349964e-20,3.971732718310809e-15,1.821635993250553e-27,2.223568970528033e-22,1.0667681973773607e-29,2.266604937745289e-27,3.944304526105059e-31,9.860761315262648e-32,9.860761315262648e-32,0.0,0.0,0.0,3.661591667095609e-15,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,0.0,2.524354896707238e-29,9.860761315262648e-32,2.938735877055719e-39,3.6130238851289215e-20,4.654731216619369e-13,1.1754943508222875e-38,0.0,1.1754943508222875e-38,2.350988701644575e-38,1.1754943508222875e-38,0.0,2.8327708724560013e-29,1.8308508221805396e-27,2.4045327991456784e-22,1.232595164407831e-31,9.860761315262648e-32,0.0,9.860761315262648e-32,1.232595164407831e-31,1.9721522630525295e-31,2.31185716996733e-22,4.8052371061854155e-20,3.0884168710207974e-15,6.1743723330168565e-16,0.0,0.0,5.048709793414476e-29,2.524354896707238e-29,0.0,9.860761315262648e-32,1.4791141972893971e-31,3.352138562843705e-20,3.216626746396577e-09,2.2621827796517038e-27,5.358838924891531e-20,5.037072583745621e-13,5.877471754111438e-38,2.350988701644575e-38,1.1754943508222875e-38,1.1754943508222875e-38,2.350988701644575e-38,3.971732718310813e-15,2.0731644054100127e-27,2.22356897052804e-22,2.98735777770986e-29,2.275229926884816e-27,3.385361331789984e-22
7,2.009105451208584e-08,2.0091054512071527e-08,4.287192179452023e-09,1.6072188986163347e-08,1.2475850657427723e-08,5.930464888290823e-18,4.287192179452012e-09,1.2475850657427731e-08,2.2087914677358064e-17,1.3085384243290664e-17,2.0612864783061866e-08,2.472319741516745e-17,1.2475850657427723e-08,1.4904589307829322e-17,1.6072188986163337e-08,5.930464888290816e-18,1.607218898616333e-08,1.3748384809414335e-09,1.3748384809414306e-09,1.2475850657427723e-08,5.6013160310125946e-18,4.128927576237594e-09,1.4904589307829316e-17,1.6072188986163337e-08,4.128927576237594e-09,2.2087914677358064e-17,2.0612864783061866e-08,4.128927576237601e-09,2.0612864783061866e-08,1.3085384243290582e-17,0.0,0.0,9.183549615799121e-41,2.2958874039497803e-41,8.892640054605289e-42,8.271806125530277e-25,4.1359030627651384e-25,0.0,0.0,0.0,4.591774807899561e-41,3.4438311059246704e-41,0.0,2.465190328815662e-32,5.169878828456423e-26,6.162975822039155e-33,1.1479437019748901e-41,1.5456322061502732e-42,0.0,6.162975822039155e-33,0.0,5.169878828456423e-26,1.232595164407831e-32,0.0,1.1479437019748901e-41,4.1359030627651384e-25,0.0,1.1479437019748901e-41,9.152236985425877e-13,1.76197857611182e-20,0.0,7.114301656425317e-32,8.94890554309776e-30,0.0,1.2807917285541286e-23,5.162514470799736e-21,8.459773800290369e-17,1.607366598758443e-20,3.4497041398076578e-09,1.104484505379375e-29,4.673660185340412e-21,1.0879347508876567e-16,2.1708368278477518e-29,2.768538410321493e-23,3.3918085041442393e-32,2.7046404015973466e-29,0.0,0.0,0.0,0.0,0.0,1.1479437019748901e-41,1.9586427481856287e-15,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,0.0,0.0,1.6981909887887775e-20,4.4058648149712054e-13,0.0,9.183549615799121e-41,9.183549615799121e-41,0.0,0.0,0.0,9.009022380915066e-32,1.0243158682286436e-29,1.5330248684846918e-24,1.232595164407831e-32,2.465190328815662e-32,1.232595164407831e-32,1.232595164407831e-32,1.232595164407831e-32,1.232595164407831e-32,2.878448812629467e-23,1.059499136072158e-20,8.45977380029037e-17,1.5412378177983102e-16,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,2.524354896707238e-29,2.465190328815662e-32,6.162975822039155e-33,1.5762916657436283e-20,3.4497041398140395e-09,1.2659432435093356e-29,1.1803387780109568e-20,4.764417360087807e-13,0.0,0.0,0.0,3.6734198463196485e-40,7.346839692639297e-40,1.0879347508876569e-16,2.4792086414203483e-29,2.768538410321493e-23,9.500735199588095e-32,2.719904918064012e-29,4.625215808389252e-24
8,2.0091054512087574e-08,2.0091054512074035e-08,3.3649236256211315e-09,1.6072188986165772e-08,1.2475850657429058e-08,6.551498677159443e-18,3.364923625621122e-09,1.2475850657429064e-08,1.692684417435215e-17,1.445567578216516e-17,1.617858794217248e-08,1.9211818856897458e-17,1.2475850657429058e-08,1.221490995437964e-17,1.6072188986165766e-08,6.551498677159436e-18,1.607218898616576e-08,1.3748384809435848e-09,1.3748384809435823e-09,1.2475850657429058e-08,6.187881641401103e-18,4.128927576244052e-09,1.2214909954379634e-17,1.6072188986165766e-08,4.128927576244052e-09,1.6926844174352144e-17,1.617858794217248e-08,4.12892757624405e-09,1.617858794217248e-08,1.4455675782165165e-17,0.0,0.0,0.0,1.1479437019748901e-41,3.452098766864187e-42,8.271806125530277e-25,1.0339757656912846e-25,0.0,0.0,0.0,4.591774807899561e-41,0.0,1.232595164407831e-32,2.465190328815662e-32,0.0,6.162975822039155e-33,2.8698592549372254e-42,2.9749566397615866e-42,0.0,2.1570415377137042e-32,0.0,0.0,1.8488927466117464e-32,6.938893903907228e-18,1.1479437019748901e-41,7.237830375246432e-25,0.0,1.1479437019748901e-41,9.04930900734145e-13,1.3104682182262352e-20,0.0,5.432059141735607e-32,9.771894446046118e-30,1.5407439555097887e-33,9.620764562892853e-24,5.10112695857695e-21,9.072676744165991e-17,1.1905828542329419e-20,3.348934229328073e-09,1.2060495354345736e-29,4.617988192081127e-21,1.166754637483337e-16,1.7370201105064355e-29,2.0137188764485587e-23,2.6111917116553964e-32,2.1694050016929918e-29,9.860761315262648e-32,4.930380657631324e-32,0.0,0.0,4.930380657631324e-32,2.2958874039497803e-41,1.4105819982782497e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1479437019748901e-41,1.2827976979869515e-20,4.353844234731889e-13,9.183549615799121e-41,0.0,9.183549615799121e-41,0.0,0.0,4.591774807899561e-41,7.014828323619622e-32,1.1182347921780435e-29,1.6440911361744958e-24,0.0,1.232595164407831e-32,2.465190328815662e-32,2.465190328815662e-32,2.465190328815662e-32,1.232595164407831e-32,2.087611419714972e-23,1.046954898417907e-20,9.072676744165994e-17,1.4962164505661584e-16,2.524354896707238e-29,2.524354896707238e-29,0.0,0.0,0.0,0.0,6.162975822039155e-33,1.1940361345968968e-20,3.3489342293343785e-09,1.38188947431176e-29,1.1663376152675953e-20,4.7080743761612e-13,1.8367099231598242e-40,3.6734198463196485e-40,1.8367099231598242e-40,0.0,0.0,1.166754637483337e-16,1.9850971818778316e-29,2.0137188764485587e-23,7.390075212131143e-32,2.175560880738311e-29,3.586446227846483e-24
9,2.0091054512087574e-08,2.0091054512074035e-08,3.3649236256211315e-09,1.6072188986165772e-08,1.2475850657429058e-08,6.551498677159443e-18,3.364923625621122e-09,1.2475850657429064e-08,1.692684417435215e-17,1.445567578216516e-17,1.617858794217248e-08,1.9211818856897458e-17,1.2475850657429058e-08,1.221490995437964e-17,1.6072188986165766e-08,6.551498677159436e-18,1.607218898616576e-08,1.3748384809435848e-09,1.3748384809435823e-09,1.2475850657429058e-08,6.187881641401103e-18,4.128927576244052e-09,1.2214909954379634e-17,1.6072188986165766e-08,4.128927576244052e-09,1.6926844174352144e-17,1.617858794217248e-08,4.12892757624405e-09,1.617858794217248e-08,1.4455675782165165e-17,0.0,0.0,0.0,1.1479437019748901e-41,3.452098766864187e-42,8.271806125530277e-25,1.0339757656912846e-25,0.0,0.0,0.0,4.591774807899561e-41,0.0,1.232595164407831e-32,2.465190328815662e-32,0.0,6.162975822039155e-33,2.8698592549372254e-42,2.9749566397615866e-42,0.0,2.1570415377137042e-32,0.0,0.0,1.8488927466117464e-32,6.938893903907228e-18,1.1479437019748901e-41,7.237830375246432e-25,0.0,1.1479437019748901e-41,9.04930900734145e-13,1.3104682182262352e-20,0.0,5.432059141735607e-32,9.771894446046118e-30,1.5407439555097887e-33,9.620764562892853e-24,5.10112695857695e-21,9.072676744165991e-17,1.1905828542329419e-20,3.348934229328073e-09,1.2060495354345736e-29,4.617988192081127e-21,1.166754637483337e-16,1.7370201105064355e-29,2.0137188764485587e-23,2.6111917116553964e-32,2.1694050016929918e-29,9.860761315262648e-32,4.930380657631324e-32,0.0,0.0,4.930380657631324e-32,2.2958874039497803e-41,1.4105819982782497e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1479437019748901e-41,1.2827976979869515e-20,4.353844234731889e-13,9.183549615799121e-41,0.0,9.183549615799121e-41,0.0,0.0,4.591774807899561e-41,7.014828323619622e-32,1.1182347921780435e-29,1.6440911361744958e-24,0.0,1.232595164407831e-32,2.465190328815662e-32,2.465190328815662e-32,2.465190328815662e-32,1.232595164407831e-32,2.087611419714972e-23,1.046954898417907e-20,9.072676744165994e-17,1.4962164505661584e-16,2.524354896707238e-29,2.524354896707238e-29,0.0,0.0,0.0,0.0,6.162975822039155e-33,1.1940361345968968e-20,3.3489342293343785e-09,1.38188947431176e-29,1.1663376152675953e-20,4.7080743761612e-13,1.8367099231598242e-40,3.6734198463196485e-40,1.8367099231598242e-40,0.0,0.0,1.166754637483337e-16,1.9850971818778316e-29,2.0137188764485587e-23,7.390075212131143e-32,2.175560880738311e-29,3.586446227846483e-24
