,Y5Z4,Y4Z5,Y1Z5,Y5Z1,Y3Z1,Y1Z3,Y4Z0,Y0Z4,Y3Z2,Y2Z3,Y5Z2,Y2Z5,Y4Z3,Y3Z4,Y2Z1,Y1Z2,Y4Z2,Y2Z4,Y2Z0,Y0Z2,Y1Z4,Y4Z1,Y5Z3,Y3Z5,Y0Z1,Y1Z0,Y5Z0,Y0Z5,Y0Z3,Y3Z0,X3Y4,X5Y3,X0Y3,X1Y5,X2Y1,standard_y,Y5,Y3,X4Y5,X3Y5,X3Y2,X2Y5,X2Y4,X2Y3,X0Y2,Y1,X0Y1,X1Y3,X5Y4,X4Y1,X4Y0,X1Y4,X1Y2,X1Y0,X0Y4,Y0,X5Y1,X3Y1,X3Y0,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9967179468102468,0.9967179468102467,0.9678678919644728,0.9678678919644725,0.9263574247603645,0.9263574247603645,0.8212222158432814,0.8212222158432811,0.7314719162578773,0.7314719162578773,0.6289233814359761,0.628923381435976,0.5860643734085744,0.5860643734085744,0.5523286406385723,0.5523286406385723,0.5481151083373057,0.5481151083373057,0.5022089895031561,0.502208989503156,0.39737875423051217,0.3973787542305121,0.3602211057154072,0.3602211057154072,0.24351776270933706,0.243517762709337,0.23139951253383598,0.23139951253383595,0.16193751429080594,0.16193751429080586,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,7.632783294297951e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0029669220429624854,0.0029669220429624854,0.5704908982635322,0.002881044324058623,0.9263574247603644,0.9263574247603645,0.0024445253565999886,0.589823728491794,0.7314719162578773,0.7314719162578773,0.0018721110116342067,0.0808107014440379,0.001744532958020397,0.22584486360110692,0.5523286406385723,0.5523286406385723,0.0016315696955302426,0.08080548674384005,0.5022089895031558,0.5022089895031558,0.5704848497340933,0.0011828740408503275,0.00107226717679523,0.22584067121902426,0.24351776270933695,0.2435177627093369,0.0006888050091447929,0.5898190650022117,0.16193751429080588,0.16193751429080583,1.0842021724855044e-19,0.0,0.0,5.421010862427522e-20,1.3877787807814457e-17,8.294146619514109e-17,2.168404344971009e-19,1.1102230246251565e-16,0.0,0.0,5.551115123125783e-17,0.0,2.168404344971009e-19,1.1102230246251565e-16,5.551115123125783e-17,4.163336342344337e-17,1.7421879538244856e-18,6.938893903907228e-18,0.0,8.131516293641283e-20,5.421010862427522e-20,3.2526065174565133e-19,8.326672684688674e-17,7.65008394224562e-18,0.0,1.3877787807814457e-17,2.710505431213761e-20,2.7755575615628914e-17,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,3.2526065174565133e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00025412568229169657,0.00025412568229169657,0.0005232196352030539,0.00015492717186653694,0.0008496014223908936,0.0008496014223908936,0.00020938085501735567,0.5898227108306087,0.0006708637118685024,0.1791435079148857,0.00016035186677244173,0.08080829091401993,4.8107796530712745e-05,0.00020713038648823682,0.17914296798055318,0.0005065638663555272,0.00013974878883877743,0.08080825265681518,0.5022089895031561,0.5022089895031561,0.0005232195945053101,4.810769107529091e-05,0.00015492702945445278,0.00020713035827964605,0.08158031652539027,0.00022334039976936666,5.8998194216143784e-05,0.5898226766173137,0.0815801460010645,0.00014851971690679205,1.3234889800848443e-23,0.0,1.0842021724855044e-19,1.6543612251060553e-24,2.0328790734103208e-20,5.566022902997458e-17,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,3.3881317890172014e-20,0.0,0.0,2.710505431213761e-20,1.3553758132490636e-20,1.0408340855860843e-17,5.551115123125783e-17,2.150669592637872e-23,1.6940658945086007e-21,2.6469779601696886e-23,1.3552527156068805e-20,1.2905409989988255e-21,6.776263578034403e-21,1.3877787807814457e-17,3.308722450212111e-24,1.0408340855860843e-17,4.0657581468206416e-20,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,1.0164395367051604e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0
3,3.1591341635404865e-05,2.8115412168567557e-07,0.00030334887332873116,2.5082686665277408e-05,0.0003452199776343743,0.0003452199776343742,2.3165029940826155e-07,0.004030610501599613,0.00027259318252459663,0.1791433139725619,2.5960949388097457e-05,0.5830055364152138,5.3224432711952956e-08,2.3816776977220766e-05,0.17914322482648293,0.00020583294943352678,1.546122675531226e-07,0.5830055358402806,0.5830153752498373,0.0034318937115423278,0.00030334887297258923,5.3224413448855904e-08,2.5082682858524444e-05,2.381677672819522e-05,0.0005574865961710428,0.0003033460278509825,3.159015794942638e-05,0.004030610495471351,0.0005574864037746214,2.381340272623296e-05,3.2311742677852644e-27,8.271806125530277e-25,0.0,4.1359030627651384e-25,4.0657581468206416e-20,2.7625159011531353e-17,5.082197683525802e-21,2.710505431213761e-20,0.0,8.271806125530277e-25,1.3552527156068805e-20,1.6940658945086007e-21,1.9852334701272664e-23,5.421010862427522e-20,0.0,0.0,4.4102024253023366e-23,2.7755575615628914e-17,4.336808689942018e-19,8.077935669463161e-28,0.0,9.693522803355793e-27,2.710505431213761e-20,1.1203645323240488e-23,0.0,1.0842021724855044e-19,4.1359030627651384e-25,2.7755575615628914e-17,1.0587911840678754e-22,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0
4,0.00012253176929766067,1.5166110597956624e-09,4.184145433374469e-05,5.340343594636531e-05,0.00014810957275362594,0.00014810957275362586,4.155926179406427e-10,8.870316416504353e-08,0.00012716764264084042,0.0015560881848160082,0.00012253131705686134,0.005064249468195859,2.87104998449183e-10,0.0001271636159777316,0.0015560880422846816,4.183321175635522e-05,4.155140115351729e-10,0.005064249445558084,0.005064249446106698,7.55269780624107e-08,4.184145330008995e-05,2.871049793229131e-10,5.34034344545184e-05,0.0001271636150417868,1.2268816205486826e-08,4.1841453279019714e-05,0.00012253176928976768,8.870316355368505e-08,1.2268815426124026e-08,0.00012716361598596684,6.310887241768095e-30,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,4.7435499407465925e-20,6.776263578034403e-21,2.710505431213761e-20,0.0,3.308722450212111e-24,1.0587911840678754e-22,2.6469779601696886e-23,0.0,1.0587911840678754e-22,4.235164736271502e-22,1.3552527156068805e-20,6.965723998712871e-29,1.1102230246251565e-16,0.0,9.466330862652142e-30,1.3234889800848443e-23,1.262177448353619e-29,7.940933880509066e-23,1.7560389695385983e-28,1.3234889800848443e-23,1.6543612251060553e-24,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2.389758025393782e-05,1.261375601896396e-10,8.589615549535743e-06,1.041518599828048e-05,3.0407776873311675e-05,3.0407776873311668e-05,3.456416717495327e-11,3.50185879416035e-08,2.610835306547182e-05,5.012419289369305e-08,2.3897580256498898e-05,1.6312797892739385e-07,2.3878962587931504e-11,2.610835306516346e-05,5.012419270017273e-08,8.589615540675327e-06,3.456327765100058e-11,1.631288399956583e-07,1.6312874022279972e-07,3.5018768936595865e-08,8.589615541463749e-06,2.387896252088006e-11,1.0415185986016677e-05,2.61083530578545e-05,2.6159867763611393e-09,8.589615540677035e-06,2.389758025365788e-05,3.501858793901097e-08,2.615986769356664e-09,2.6108353065470944e-05,9.860761315262648e-32,0.0,0.0,5.169878828456423e-26,0.0,1.6740051490670559e-21,0.0,1.6940658945086007e-21,0.0,0.0,0.0,3.308722450212111e-24,1.8932661725304283e-29,8.077935669463161e-28,0.0,0.0,4.173766368211446e-30,0.0,0.0,4.930380657631324e-32,0.0,3.4512664603419266e-31,6.058451752097371e-28,1.4521013148465767e-29,0.0,2.0679515313825692e-25,0.0,0.0,5.048709793414476e-29,0.0,0.0,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,1.9852334701272664e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,0.0,0.0,0.0,0.0,0.0,0.0
6,4.4850614686394696e-08,5.807911477585929e-16,4.3106840905442584e-09,1.954706247260322e-08,1.526009159512123e-08,1.5260091595121224e-08,1.591481751128308e-16,8.59133598995273e-11,1.3102432999734556e-08,6.163699396717585e-09,4.485061468705035e-08,2.0059603897735226e-08,1.0994893227161132e-16,1.310243299973454e-08,6.163699396717581e-09,4.310684090544212e-09,1.5914407936505e-16,2.0059603900768186e-08,2.005960390016766e-08,8.591341450381582e-11,4.3106840905442436e-09,1.0994893227161126e-16,1.954706247260322e-08,1.3102432999734527e-08,6.41813580584825e-12,4.310684090544242e-09,4.4850614686394696e-08,8.59133598995273e-11,6.41813580584824e-12,1.3102432999734539e-08,3.6734198463196485e-40,0.0,0.0,0.0,4.930380657631324e-32,2.6883369784713883e-24,0.0,1.6543612251060553e-24,0.0,0.0,2.465190328815662e-32,6.462348535570529e-27,9.62964972193618e-35,4.930380657631324e-32,8.271806125530277e-25,2.0679515313825692e-25,1.3088394912436907e-36,0.0,0.0,9.183549615799121e-41,3.2311742677852644e-27,2.7550648847397363e-40,3.697785493223493e-32,2.0179197241787725e-35,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.5321088765274088e-08,8.870735169443256e-16,6.77377015843695e-09,6.677328313402443e-09,2.3979570502205416e-08,2.397957050221935e-08,7.430429736336046e-16,8.591340767872878e-11,2.0589045217000793e-08,4.5634296662635576e-09,1.5321088764656442e-08,1.4851566506145145e-08,1.3989137841168245e-16,2.0589045217000786e-08,4.5634296662635485e-09,6.773770158436928e-09,7.430377625486435e-16,1.4851566504826922e-08,1.4851566505427453e-08,8.591336725124903e-11,6.7737701584369464e-09,1.3989137841168222e-16,6.6773283134024365e-09,2.0589045217000783e-08,6.418180069250893e-12,6.773770158436943e-09,1.5321088765274078e-08,8.591340767872873e-11,6.418180069250877e-12,2.0589045217000783e-08,1.4693679385278594e-39,2.465190328815662e-32,0.0,0.0,2.465190328815662e-32,1.0347835839101342e-24,8.271806125530277e-25,0.0,8.271806125530277e-25,4.930380657631324e-32,0.0,1.2924697071141057e-26,9.62964972193618e-35,9.860761315262648e-32,0.0,2.0679515313825692e-25,8.92714491052601e-36,0.0,8.271806125530277e-25,1.1020259538958945e-39,3.2311742677852644e-27,7.346839692639297e-40,1.232595164407831e-32,5.829414238971961e-35,0.0,8.077935669463161e-28,6.162975822039155e-33,0.0,4.81482486096809e-35,5.242662988621583e-13,5.87830910241424e-16,2.465190328815662e-32,1.3921150349030026e-20,1.2778292091431246e-28,6.049215033684093e-18,1.164199392658333e-25,7.222389904985701e-21,0.0,1.2374530218814917e-20,1.6085328828919045e-28,3.345406779896149e-08,8.286871484880056e-21,1.5988829488137035e-25,3.143329089128849e-18,2.759816883952112e-23,2.807785339675542e-16,2.5999561582730537e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8345626425930583e-15,2.938735877055719e-39,2.938735877055719e-39,4.408103815583578e-39,2.938735877055719e-39,1.4693679385278594e-39,0.0,9.62964972193618e-35,5.878309102414243e-16,3.535159501685447e-23,5.048709793414476e-29,0.0,0.0,0.0,0.0,1.2599107431906565e-20,2.5555172926229603e-28,3.6710270469732915e-13,0.0,1.232595164407831e-32,0.0,2.465190328815662e-32,1.232595164407831e-32,0.0,6.049253860784636e-18,1.1618160133831972e-25,7.94774516889233e-21,2.8371903418703277e-16,0.0,0.0,1.262177448353619e-29,0.0,0.0,7.782695719871656e-21,2.4281404532186186e-28,3.345406779896419e-08,8.433865908454283e-21,1.602790511468421e-13,0.0,0.0,0.0,9.62964972193618e-35,0.0,4.81482486096809e-35,7.119253396790346e-26,3.1433290891288483e-18,3.521770458044735e-23,2.807785339836717e-16,1.6870101717200204e-23,2.8246594154560933e-18
8,0.06662696957004438,1.0684762388303539e-08,7.795026260502496e-09,0.0743246597211209,2.215239632322125e-08,2.3545817441059336e-08,1.0613734941585701e-08,8.241814398420841e-11,1.8816377570927416e-08,8.719679415604848e-05,0.06662683808756634,0.00029460805436817025,1.682595094499761e-09,1.8816375956949397e-08,8.719679415604824e-05,7.373559348338956e-09,1.0613655196368423e-08,0.0003075538814782214,0.0003075538814782211,7.322539764651639e-11,7.373535140289808e-09,1.6825950944997577e-09,0.07432465972112084,1.7781151517030976e-08,1.0421131939023524e-11,7.373535140289807e-09,0.06662696957004446,7.282375631701458e-11,1.0421131939023517e-11,1.8816375956949397e-08,1.232595164407831e-32,0.0,1.925929944387236e-34,2.0679515313825692e-25,6.058451752097371e-28,2.03283779515905e-20,0.0,0.0,8.271806125530277e-25,0.0,1.6155871338926322e-27,0.0,4.8467614016778965e-27,0.0,0.0,4.1359030627651384e-25,7.899322037525772e-36,0.0,0.0,6.162975822039155e-33,5.421010862427522e-20,0.0,4.0389678347315804e-28,2.3697966112577316e-35,5.421010862427522e-20,8.077935669463161e-28,2.0679515313825692e-25,0.0,9.027796614315168e-36,0.27150301094273377,3.6273454912963867e-09,0.0,6.0991578096020494e-09,2.811167137851318e-17,0.0005765004782089655,1.4056355862903661e-11,6.417516442799526e-12,2.0328790734103208e-20,6.438880556342061e-09,1.4277495218120745e-16,0.2508413083563519,1.7088934406599176e-12,1.8923488219998e-11,0.00024291181730790902,1.1012659390396358e-18,1.6716468271750507e-09,1.3263085539709289e-19,1.3877787807814457e-17,0.0,2.7755575615628914e-17,0.0,0.0,1.0842021724855044e-19,3.2311742677852644e-27,0.2714646216199638,4.1359030627651384e-25,2.0679515313825692e-25,1.0339757656912846e-25,4.1359030627651384e-25,5.169878828456423e-25,1.232595164407831e-32,4.8467614016778965e-27,4.077983767881146e-09,3.458841606191327e-09,0.0,8.271806125530277e-25,0.0,0.0,0.0,7.0079407433520445e-09,1.45359181680974e-16,9.61644493281681e-09,0.0,6.776263578034403e-21,6.776263578034403e-21,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0004879835939062597,1.4212297367995158e-11,1.2202971265151026e-12,3.8408406694230236e-05,2.0679515313825692e-25,0.0,0.0,2.0679515313825692e-25,8.271806125530277e-25,7.2125136904607e-09,1.6971398963248715e-16,0.2508413083563519,1.1738374369538127e-12,5.985512105134821e-09,2.0194839173657902e-28,4.0389678347315804e-28,1.6155871338926322e-27,0.0,1.6155871338926322e-27,2.4233807008389483e-27,9.674523073507784e-12,0.0002429118173079089,1.3469563282834825e-18,1.6716355095631286e-09,9.588464545033608e-19,2.3125654635601693e-11
9,0.0001867219146710715,1.624931127494488e-08,0.0008005467945952795,0.00018666650320409188,0.0007145027993876872,0.0008010372724487622,8.285525317382727e-09,3.063081498925766e-08,0.0007143357039841127,0.00025952956574097944,0.00018672176625237713,0.0002595841508180382,1.9517962711460375e-08,0.000714335748334595,0.00025952918052966255,0.0008005464327146155,8.218980009300345e-09,0.0002595839486874249,0.0002595753018226076,3.126140495937427e-08,0.0008005465518748153,1.9517936559129846e-08,0.00018666631454573504,0.0007143354956393802,3.059386923079508e-08,0.0008005467783417505,0.00018672171403795538,3.061023037714005e-08,3.059386745342573e-08,0.0007143355845565607,2.6469779601696886e-23,0.0,0.0,1.6543612251060553e-23,0.0,6.777090758646956e-20,1.3552527156068805e-20,5.421010862427522e-20,8.470329472543003e-22,2.117582368135751e-22,5.293955920339377e-23,1.3234889800848443e-23,2.6469779601696886e-23,0.0,0.0,0.0,2.9530219126043356e-23,3.2526065174565133e-19,8.470329472543003e-22,0.0,2.6469779601696886e-23,0.0,1.3234889800848443e-23,2.973568583741722e-23,3.3087224502121107e-23,3.308722450212111e-24,3.0605682664462024e-23,1.0842021724855044e-19,5.293955920339377e-23,0.002588772059924703,3.0892536492439356e-05,4.963083675318166e-24,1.2760170032495328e-06,3.4069627352274035e-07,3.089167375273243e-07,3.792185545123095e-07,2.0136269503191892e-08,0.0,2.7848276747083563e-08,7.733198273103312e-07,0.00019307334583100585,1.6887455041358579e-06,2.6348905547451384e-07,8.99390298568004e-08,5.656582065368899e-07,4.6986368416990695e-05,4.6049888378333263e-07,5.421010862427522e-20,5.421010862427522e-20,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,5.955700410381799e-23,0.0,0.0006717470600803811,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,2.6469779601696886e-23,1.0587911840678754e-22,3.092919751063361e-05,0.0010554698707666578,2.710505431213761e-20,8.131516293641283e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,1.3199902051281425e-06,2.627835647776999e-07,0.0003252783076672,6.776263578034403e-20,4.0657581468206416e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,0.0,4.158363066104019e-07,5.508626274830241e-07,1.454511186154677e-07,0.00020250686520325743,5.421010862427522e-20,4.743384504624082e-20,4.0657581468206416e-20,3.3881317890172014e-20,3.3881317890172014e-20,1.493672002476006e-07,9.05511086967267e-07,0.00019298019531649175,1.6289579384223381e-06,0.00013497334072280081,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.0842021724855044e-19,1.0842021724855044e-19,5.293955920339377e-23,2.0760515664926997e-07,8.994785215286842e-08,4.014383965344534e-07,4.688493482415263e-05,4.5408885702561295e-07,0.0008493532308188058
