,Y2Z3,Y3Z2,Y0Z5,Y5Z0,Y0Z1,Y1Z0,Y3Z1,Y1Z3,Y1Z5,Y5Z1,Y3Z0,Y0Z3,Y3Z4,Y4Z3,Y4Z1,Y1Z4,Y5Z2,Y2Z5,Y3Z5,Y5Z3,Y5Z4,Y4Z5,Y4Z2,Y2Z4,Y4Z0,Y0Z4,Y2Z1,Y1Z2,Y2Z0,Y0Z2,standard_y,Y0,X3Y1,X5Y1,X3Y0,X2Y3,X2Y1,X0Y3,Y5,X5Y4,X5Y0,X4Y5,X4Y1,X2Y4,X1Y5,X0Y5,X0Y4,X1Y4,X3Y2,X0Y2,X1Y2,X5Y2,X1Y0,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y3,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9998162341661195,0.9998162341661194,0.9863394516628234,0.9863394516628232,0.9652421415521231,0.9652421415521228,0.8794912681346713,0.8794912681346712,0.8573423824815248,0.8573423824815247,0.7359916197968756,0.7359916197968754,0.7081943329851277,0.7081943329851276,0.6813506644014146,0.6813506644014145,0.3380777572567,0.3380777572567,0.28058168584313725,0.28058168584313714,0.2633142571474607,0.2633142571474607,0.23971518216378862,0.23971518216378862,0.15801272476474815,0.15801272476474812,0.016880654207976242,0.016880654207976242,0.011654693792141124,0.011654693792141124,2.220446049250313e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.0408340855860843e-17,8.673617379884035e-18,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0031018588335118436,0.0031018588335118436,0.9863394516628232,0.9863394516628234,0.965242141552123,0.9652421415521231,0.0027285591750121517,0.862610695165591,0.8573423824815248,0.857342382481525,0.0022833617111265242,0.7243369820934643,0.0021971226036803498,0.46848030446126954,0.6813506644014146,0.6813506644014145,0.05749742172535209,0.0010488622228015665,0.0008704847461094292,0.057494444399383324,0.2633142571474607,0.26331425714746065,0.46847574260474745,0.0007436993218476841,0.15801272476474815,0.15801272476474815,5.237103037653826e-05,0.8626063813360165,3.615785947022555e-05,0.7243333840124688,1.6263032587282567e-19,1.1102230246251565e-16,1.0842021724855044e-19,0.0,0.0,1.1102230246251565e-16,0.0,0.0,5.551115123125783e-17,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.0,0.0,0.0,0.0,2.0816681711721685e-17,5.551115123125783e-17,1.2197274440461925e-19,3.049318610115481e-20,1.6940658945086007e-20,2.293354939580819e-17,0.0,0.0,1.1102230246251565e-16,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.6653345369377348e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.973709008172214e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00010782595264905597,0.00010782595264905595,0.0025421346393616024,0.002542134639361602,0.0024877596442832352,0.10790260660714691,9.484941391478839e-05,0.8626106140248618,0.10789655316087914,0.0022096650038937455,4.911413595872253e-05,0.001866864381459514,7.637576387072012e-05,0.46847915221536796,0.6813506644014145,0.6813506644014145,0.0001481870756251037,3.520335113173798e-05,4.911377182840942e-05,0.00014818706635253543,0.0006786510394609596,0.10530205719872315,0.46847914670293744,2.5852268644957743e-05,0.10530065782315925,0.0004072529192735699,1.8205071683322126e-06,0.8626106088121408,3.520322585972248e-05,0.0018668643702536693,1.366772363689539e-17,2.168404344971009e-19,1.2705494208814505e-21,1.0842021724855044e-19,2.6469779601696886e-23,1.1102230246251565e-16,2.117582368135751e-21,2.6469779601696886e-23,4.336808689942018e-19,0.0,0.0,2.168404344971009e-19,0.0,6.776263578034403e-21,1.0842021724855044e-19,6.938893903907228e-18,0.0,1.0408340855860843e-17,5.551115123125783e-17,7.858215819253763e-24,0.0,3.7223127564886245e-24,6.44027413242272e-20,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.488985159884769e-20,0.0,0.0,0.0,0.0,0.0,0.0
3,1.4634814832671923e-05,2.171889628972188e-09,0.000353121765181938,0.00035312176518193807,8.62470598069676e-05,1.574258646887154e-05,1.9105090503220425e-09,0.00012585491738564386,1.574256942731528e-05,0.00032752352034769356,9.892819477609318e-10,8.624705336887241e-05,1.5384026329500085e-09,0.21287150630161117,0.21287151853972122,9.940908469507284e-05,0.00032752351729042954,4.860075470234195e-06,9.892818062394226e-10,0.00032752351729990097,9.426977205943461e-05,0.1053015425091864,0.2128715063311564,3.5690917842809254e-06,0.10530151550783781,5.657051656614653e-05,1.4634814671557488e-05,0.00012585491737114823,4.860075136527984e-06,8.624705336023782e-05,2.7742022881677692e-17,1.3552527156068805e-20,8.470329472543003e-22,1.6543612251060553e-24,0.0,0.0,5.169878828456423e-26,5.048709793414476e-29,2.710505431213761e-20,6.776263578034403e-21,0.0,0.0,1.6940658945086007e-21,5.293955920339377e-23,3.308722450212111e-24,0.0,1.3552527156068805e-20,0.0,0.0,8.271806125530277e-25,5.169878828456423e-26,4.1359030627651384e-25,9.186184973834844e-25,0.0,0.0,2.7755575615628914e-17,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,2.0328790734103208e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203854594147708e-25,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521816529812798e-25,0.0,0.0,0.0,0.0,0.0,0.0
4,9.332760857200936e-05,2.466318334927981e-09,0.000596273207171981,0.0005962732071719812,5.011309511311454e-05,2.24407721266509e-08,4.225866006920547e-10,1.79403738093141e-07,2.2440702861913145e-08,0.0003938701555748164,1.1233924376155103e-09,5.0113094629650076e-05,4.225054929340213e-10,0.0013699817032483716,0.0013699817071123948,1.4170571769625514e-07,0.00039387015544882064,2.4916688180389373e-05,1.1233919793939979e-09,0.0003938701554054498,0.0003938554056631034,0.000677691488789364,0.0013699817082461765,9.332643365419366e-05,0.0006776909933114287,5.0108100850184664e-05,9.332760854104002e-05,1.7940373755002331e-07,2.4916683302260876e-05,5.011309452470672e-05,1.11804962766935e-19,3.3881317890172014e-21,0.0,1.2924697071141057e-26,0.0,0.0,3.534096855390133e-28,2.524354896707238e-29,0.0,1.0587911840678754e-22,0.0,4.235164736271502e-22,2.117582368135751e-22,6.617444900424222e-24,1.2924697071141057e-26,0.0,0.0,2.117582368135751e-22,3.3881317890172014e-21,3.308722450212111e-24,4.0389678347315804e-28,0.0,9.696550789158652e-27,0.0,0.0,1.0842021724855044e-19,0.0,0.0,7.754818242684634e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,5.293955920339377e-23,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.081121381567113e-27,0.0,0.0,0.0,0.0,0.0,0.0
5,1.2182204222765339e-08,3.589272689026951e-16,1.6200137220719699e-07,1.62001372207197e-07,1.3614681263961927e-08,1.2510086284839447e-11,6.149752554597704e-17,1.790076295387896e-10,1.25100862848366e-11,1.0700962404106352e-07,1.6349028664330792e-16,1.3614681263961765e-08,6.149534024225011e-17,1.6773164590996053e-08,1.677316459579924e-08,1.7900711494940917e-10,1.0700962404106346e-07,3.252402522076097e-09,1.63490286643303e-16,1.0700962404106345e-07,1.0700962404106294e-07,8.297211331579813e-09,1.677316459108121e-08,1.2182204220887699e-08,8.297211331579365e-09,1.3614681263961735e-08,1.2182204222765336e-08,1.790076295387896e-10,3.2524025220760506e-09,1.3614681263961768e-08,4.1342874879571974e-24,4.1359030627651384e-24,0.0,7.703719777548943e-34,0.0,1.6543612251060553e-24,4.81482486096809e-35,1.4693679385278594e-39,0.0,1.9721522630525295e-31,0.0,7.888609052210118e-31,4.1359030627651384e-25,3.2311742677852644e-27,7.703719777548943e-34,0.0,0.0,0.0,3.308722450212111e-24,1.9721522630525295e-31,9.62964972193618e-35,0.0,7.703747148831587e-34,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4693679385278594e-39,0.0,0.0,0.0,0.0,0.0,0.0,2.407412430484045e-35,3.2311742677852644e-27,3.944304526105059e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.938735877055719e-39,9.62964972193618e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703755005071298e-34,0.0,0.0,0.0,0.0,0.0,0.0
6,1.47605470318569e-08,4.348936138983576e-16,4.0371922505032626e-09,4.037192250503248e-09,3.3928777851115256e-10,1.2510139566025521e-11,7.451337139040239e-17,1.7900805574161437e-10,1.2510139566025521e-11,2.666757812120893e-09,1.9809272735108212e-16,3.392877785111484e-10,7.451072355958953e-17,1.9688544393652162e-08,1.968854439845536e-08,1.7900745171034527e-10,2.6667578121208923e-09,3.940767985512516e-09,1.9809272735108212e-16,2.6667578121208923e-09,2.666757812120873e-09,9.739367473273035e-09,1.968854439377718e-08,1.4760547029186423e-08,9.739367473273035e-09,3.3928777851114527e-10,1.4760547031856896e-08,1.7900805574161437e-10,3.940767985512516e-09,3.392877785111485e-10,5.67878883726236e-25,5.169878828456423e-26,1.2116903504194741e-27,2.407412430484045e-35,0.0,2.481541837659083e-24,4.81482486096809e-35,4.591774807899561e-41,2.0679515313825692e-25,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,8.271806125530277e-25,6.162975822039155e-33,4.81482486096809e-35,0.0,1.1766422945242624e-40,1.7404225520735587e-15,3.828683255533198e-23,0.0,4.350536812086152e-31,2.2358226595222564e-27,6.162975822039155e-33,5.865978163620775e-25,2.9562481752477993e-19,2.1826155398331765e-16,8.271806125530277e-25,1.6676819250902965e-25,5.716874256801396e-17,3.176978677576875e-19,4.403167351837242e-27,8.077935669463161e-28,2.5550986922842094e-09,4.42085733591634e-23,2.8899551363646443e-31,2.3880464629419466e-24,1.6589333818720203e-25,0.0,0.0,0.0,9.860761315262648e-32,9.860761315262648e-32,0.0,9.410437310051438e-16,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,2.407412430484045e-35,6.462348535570529e-27,2.465190328815662e-32,1.154049766161057e-22,4.1223175761922516e-17,1.8367099231598242e-40,3.6734198463196485e-40,9.183549615799121e-41,3.6734198463196485e-40,3.6734198463196485e-40,1.8367099231598242e-40,4.81482486096809e-35,5.0152107834365515e-31,4.734766241737568e-27,4.24972261026728e-24,1.232595164407831e-32,0.0,2.465190328815662e-32,3.697785493223493e-32,1.8488927466117464e-32,1.5407439555097887e-33,3.851859888774472e-34,9.322713061832775e-24,2.9563545903906174e-19,2.1826155398331765e-16,1.5277513864454525e-16,9.62964972193618e-35,2.407412430484045e-35,2.407412430484045e-35,2.407412430484045e-35,9.62964972193618e-35,0.0,1.5321567939939852e-25,5.716874271815293e-17,3.176978677576876e-19,4.404575040304302e-27,2.1946728670145278e-18,0.0,9.860761315262648e-32,9.860761315262648e-32,4.930380657631324e-32,0.0,1.5138507569793864e-40,2.555098692284211e-09,7.829339773083004e-23,4.6651456056707495e-31,9.597442641907677e-24,1.5871235124300262e-25,6.900215268030841e-16
7,1.4760547031863547e-08,4.3489361389906527e-16,5.445576343338565e-09,5.44557634333855e-09,4.576491248376679e-10,1.2510136790490627e-11,7.451337138969468e-17,1.7900803355244524e-10,1.2510136790490627e-11,3.5970626004467834e-09,1.9809272735108212e-16,4.5764912483766254e-10,7.451072355946933e-17,1.9536565847832125e-08,1.953656585263532e-08,1.7900743418377496e-10,3.597062600446781e-09,3.940767985512513e-09,1.9809272735108212e-16,3.597062600446781e-09,3.5970626004467553e-09,9.664187974170508e-09,1.953656584795714e-08,1.4760547029213687e-08,9.664187974170508e-09,4.576491248376584e-10,1.476054703186354e-08,1.7900803355244524e-10,3.940767985512513e-09,4.5764912483766265e-10,3.626993053959201e-25,5.169878828456423e-26,4.0389678347315804e-28,0.0,1.8367099231598242e-40,1.6543612251060553e-24,4.81482486096809e-35,4.591774807899561e-41,4.1359030627651384e-25,1.232595164407831e-32,0.0,0.0,0.0,3.2311742677852644e-27,2.407412430484045e-35,0.0,6.162975822039155e-33,4.1359030627651384e-25,0.0,0.0,0.0,1.232595164407831e-32,1.578422590215474e-40,1.7239099291271016e-15,3.76608633755674e-23,0.0,4.349501291449674e-31,2.2863272305527636e-27,6.162975822039155e-33,6.874788282203428e-25,3.023021136444463e-19,2.231914350138833e-16,8.271806125530277e-25,1.6547658001675737e-25,5.846001487208536e-17,3.2487364438619634e-19,4.502626896531185e-27,8.077935669463161e-28,2.6128107920370557e-09,4.3257124381076116e-23,2.8491083219577345e-31,2.3925480913828247e-24,1.6751729667855096e-25,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,9.302476684068742e-16,0.0,3.0814879110195774e-33,6.162975822039155e-33,3.0814879110195774e-33,3.0814879110195774e-33,0.0,6.462348535570529e-27,1.232595164407831e-32,1.1323365844758717e-22,4.182889036779414e-17,3.6734198463196485e-40,3.6734198463196485e-40,1.8367099231598242e-40,3.6734198463196485e-40,0.0,0.0,0.0,5.032675967789589e-31,4.841704258418096e-27,4.345711237223181e-24,6.162975822039155e-33,1.232595164407831e-32,0.0,0.0,0.0,4.622231866529366e-33,3.851859888774472e-34,9.443290445522142e-24,3.0231291152030443e-19,2.231914350138833e-16,1.5622587581884845e-16,9.62964972193618e-35,2.407412430484045e-35,2.407412430484045e-35,2.407412430484045e-35,9.62964972193618e-35,8.077935669463161e-28,1.5510394825810533e-25,5.846001502443036e-17,3.2487364438619644e-19,4.504055268933803e-27,2.244243762993203e-18,0.0,9.860761315262648e-32,9.860761315262648e-32,9.860761315262648e-32,0.0,2.03760007100543e-40,2.6128107920370574e-09,7.666198675529904e-23,4.677451713228764e-31,9.712815782345355e-24,1.6125973991588662e-25,6.815095146864549e-16
8,1.4760547031602131e-08,4.3489361458405523e-16,2.330608639480361e-08,2.3306086394803607e-08,1.9586558647773813e-09,1.2510101573098677e-11,7.451337207468445e-17,1.7900797414761014e-10,1.2510101573098622e-11,1.539478035893872e-08,1.9809272761745378e-16,1.9586558647773594e-09,7.451072424445993e-17,1.5681915397931453e-08,1.568191540273465e-08,1.7900749303701825e-10,1.5394780358938714e-08,3.940767985397699e-09,1.9809272761745363e-16,1.539478035893871e-08,1.5394780358938648e-08,7.75740114136319e-09,1.568191539805647e-08,1.4760547029475099e-08,7.757401141363181e-09,1.9586558647773565e-09,1.4760547031602128e-08,1.7900797414761014e-10,3.940767985397698e-09,1.95865586477736e-09,2.89351656296468e-24,4.1359030627651384e-25,0.0,0.0,7.346839692639297e-40,2.481541837659083e-24,0.0,1.8367099231598242e-40,0.0,0.0,0.0,9.860761315262648e-32,8.271806125530277e-25,3.2311742677852644e-27,1.925929944387236e-34,0.0,4.930380657631324e-32,8.271806125530277e-25,2.481541837659083e-24,0.0,0.0,2.465190328815662e-32,5.40968469555667e-40,1.9885915478096937e-15,4.009198158626453e-23,1.6543612251060553e-24,6.0082926268112684e-31,4.207693091600897e-27,6.162975822039155e-33,3.334029268907489e-24,5.563396873339641e-19,4.1074720397712216e-16,8.271806125530277e-25,1.9903692278698748e-25,1.0758606243488127e-16,5.978745768050291e-19,8.286495211803352e-27,1.6155871338926322e-27,4.80844943285412e-09,4.068876638150083e-23,2.9878262555347306e-31,3.424672926867366e-24,2.7066640661747603e-25,0.0,0.0,0.0,0.0,0.0,1.8367099231598242e-40,1.0354910633602096e-15,0.0,0.0,0.0,1.232595164407831e-32,1.232595164407831e-32,0.0,0.0,4.930380657631324e-32,1.0548443694363639e-22,7.466743678673123e-17,3.6734198463196485e-40,7.346839692639297e-40,5.510129769479473e-40,0.0,0.0,1.4693679385278594e-39,0.0,7.3924144472765765e-31,8.91020039188729e-27,7.997568302134152e-24,0.0,0.0,0.0,2.465190328815662e-32,1.232595164407831e-32,1.232595164407831e-32,1.5407439555097887e-33,1.594305642292783e-23,5.563551711322588e-19,4.1074720397712216e-16,2.8750808373036393e-16,1.925929944387236e-34,4.81482486096809e-35,4.81482486096809e-35,4.81482486096809e-35,1.925929944387236e-34,8.077935669463161e-28,2.5968612908632807e-25,1.075860626524225e-16,5.978745768050293e-19,8.288823941420936e-27,4.130160577203276e-18,2.465190328815662e-32,0.0,4.930380657631324e-32,0.0,4.930380657631324e-32,6.945059396948085e-40,4.808449432854127e-09,6.765718854071131e-23,6.777981558572456e-31,1.6194081059423308e-23,2.8377743494624423e-25,7.443899900854861e-16
9,1.4760547031096745e-08,2.6899764220256213e-16,1.3457955233510228e-08,1.3457955233510176e-08,1.1310136974306814e-09,7.737914309875931e-12,4.608925150705377e-17,1.1072292311254044e-10,7.737914309875924e-12,8.889620564802855e-09,1.225276134145238e-16,1.1310136974306756e-09,4.6087613726997295e-17,8.229841045081317e-09,8.229841046918962e-09,1.107227669407099e-10,8.889620564802856e-09,3.9407679851757265e-09,1.225276134145238e-16,8.889620564802855e-09,8.889620564802843e-09,4.071070190956848e-09,8.229841045206334e-09,1.4760547029980486e-08,4.071070190956846e-09,1.1310136974306775e-09,1.4760547031096744e-08,1.1072292311254044e-10,3.940767985175726e-09,1.1310136974306758e-09,8.328351736846277e-25,0.0,8.077935669463161e-28,9.62964972193618e-35,0.0,0.0,0.0,9.183549615799121e-41,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,4.81482486096809e-35,0.0,0.0,0.0,8.271806125530277e-25,0.0,4.81482486096809e-35,0.0,1.0044507392280289e-40,4.590623713411397e-15,4.6716310329091843e-23,0.0,8.009352168829381e-31,6.75605577135234e-27,6.162975822039155e-33,5.375676099604161e-24,1.4440567440374451e-18,6.594492569367601e-16,8.271806125530277e-25,3.020936233535976e-25,1.727280144321661e-16,1.5518467869785182e-18,1.3304710805671874e-26,5.6545549686242126e-27,1.2480913643742687e-08,4.945276074059239e-23,4.494668545313795e-31,7.052351178299288e-24,3.6398770673725985e-25,1.9721522630525295e-31,0.0,0.0,1.9721522630525295e-31,1.9721522630525295e-31,9.183549615799121e-41,2.2529634476902393e-15,1.8488927466117464e-32,1.232595164407831e-32,1.232595164407831e-32,0.0,0.0,6.018531076210112e-35,0.0,0.0,1.2091882325503693e-22,1.0883365109723745e-16,1.8367099231598242e-39,0.0,3.6734198463196485e-40,1.4693679385278594e-39,2.571393892423754e-39,3.6734198463196485e-40,0.0,9.791765524232979e-31,1.4304328978267777e-26,1.2839991169520926e-23,0.0,9.860761315262648e-32,4.930380657631324e-32,0.0,0.0,0.0,2.311115933264683e-33,3.124356703494134e-23,1.4440775772925804e-18,6.594492569367601e-16,7.462620986125404e-16,1.925929944387236e-34,9.62964972193618e-35,9.62964972193618e-35,9.62964972193618e-35,1.925929944387236e-34,4.0389678347315804e-28,3.247719664643823e-25,1.7272801461288817e-16,1.5518467869785182e-18,1.3306747724817395e-26,6.6309188682211285e-18,0.0,1.9721522630525295e-31,0.0,0.0,9.860761315262648e-32,1.2627380721723792e-40,1.2480913643742694e-08,8.143746245966045e-23,8.994460704869864e-31,3.167029193101859e-23,3.5989412623255253e-25,1.7068627242340845e-15
