,Y3Z1,Y1Z3,Y5Z4,Y4Z5,Y2Z1,Y1Z2,Y0Z2,Y2Z0,Y3Z0,Y0Z3,Y3Z4,Y4Z3,Y4Z1,Y1Z4,Y5Z1,Y1Z5,Y0Z4,Y4Z0,Y2Z5,Y5Z2,Y3Z2,Y2Z3,Y5Z0,Y0Z5,Y0Z1,Y1Z0,Y3Z5,Y5Z3,Y2Z4,Y4Z2,standard_y,Y3,Y2,X3Y5,X3Y2,X0Y2,Y4,X5Y3,X4Y2,X1Y3,X1Y2,X0Y5,X1Y5,Y1,X5Y1,X4Y0,X1Y4,X5Y0,X3Y1,X3Y0,X2Y1,X2Y0,X4Y1,X1Y0,X0Y1,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y2,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y3,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y4,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8078543019534278,0.8078543019534277,0.7937510218569651,0.793751021856965,0.7926333582002464,0.7926333582002464,0.6897669242175675,0.6897669242175674,0.6349999404047207,0.6349999404047206,0.5853624971821242,0.5853624971821241,0.5124562396375931,0.5124562396375931,0.5050841534700117,0.5050841534700117,0.4791004720574512,0.47910047205745115,0.3710466916321079,0.3710466916321078,0.2360563634962105,0.2360563634962105,0.21601434789390284,0.21601434789390284,0.16494947983319797,0.16494947983319794,0.0692647631833114,0.06926476318331129,0.003180630610297202,0.0031806306102971915,1.942890293094024e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.85722573273506e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,3.469446951953614e-18,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.011855098404806e-06,3.0118550984048062e-06,0.793751021856965,0.7937510218569651,0.5565769947056766,2.9551081368119782e-06,0.6897669242175671,0.6897669242175675,2.3674167524640624e-06,0.47005046057266897,2.1823576569312956e-06,0.0729062575480927,0.07290625754046283,1.9105474023344602e-06,0.43581939028718164,1.883062674882963e-06,0.47910047205745115,0.4791004720574511,0.3710466916321077,0.3710466916321078,8.800690423852525e-07,0.5565769946985272,0.21601434789390275,0.21601434789390275,0.4700504605671095,6.14967241758253e-07,2.582339781183515e-07,0.43581939028319006,0.0031806306102971993,0.003180630610297149,6.938875375061507e-17,2.117582368135751e-22,1.1102230246251565e-16,0.0,2.117582368135751e-22,5.551115123125783e-17,1.3877787807814457e-17,0.0,5.551115123125783e-17,4.163336342344337e-17,3.1763735522036263e-22,2.7755575615628914e-17,5.293955920339377e-23,2.6469779601696886e-23,5.293955920339377e-23,0.0,1.0587911840678754e-22,2.7755575615628914e-17,1.3877787807814457e-17,5.293955920339377e-23,5.293955920339377e-23,5.551115123125783e-17,0.0,6.617444900424221e-23,6.617444900424221e-23,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.3877787807814457e-17,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.090503795347738e-06,1.0905037953477378e-06,0.00744346088658478,0.00744346088658478,0.5565769947042509,1.0699573962118014e-06,0.6897669242175672,0.6897669242175672,8.571716996276587e-07,0.4700504605716729,6.966724786580804e-07,0.0006836840035227818,0.000683684003513402,9.981387330272171e-09,0.004086929649079965,9.92099155274743e-09,0.26309562240875883,0.004492801302051827,0.3678662008755275,0.003479518715829724,3.186470130642975e-07,0.5565769947033138,0.0020256910608162054,0.26306505790656876,0.47005046057094413,2.2266147913526542e-07,6.966336234709581e-07,0.004086929649075057,0.36784974593674324,2.9826606694671473e-05,6.502896929197878e-19,2.117582368135751e-22,0.0,4.1359030627651384e-25,1.0587911840678754e-22,5.551115123125783e-17,2.168404344971009e-19,0.0,0.0,4.163336342344337e-17,7.940933880509066e-23,4.336808689942018e-19,1.0339757656912846e-25,1.9852334701272664e-23,6.203854594147708e-25,0.0,4.1359030627651384e-25,4.336808689942018e-19,1.3877787807814457e-17,0.0,2.6469779601696886e-23,5.551115123125783e-17,1.0339757656912846e-25,1.2048442999396041e-23,1.7581425036194833e-23,0.0,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-19,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8.676539648551206e-08,8.676539648551204e-08,0.00039850812054918197,0.00039850812054918197,0.00012745912843398856,6.741468210006951e-08,0.0001579603393958361,0.00015796033939583605,4.28474516743637e-08,0.00010764408625315165,5.5430075899601064e-08,3.660308443115599e-05,3.660308443115284e-05,7.917857228083279e-10,0.0002188061008296131,7.917719494146723e-10,6.02481451408031e-05,0.00023893880619732023,8.424330868060789e-05,7.7835049635801e-05,4.284744922123045e-08,0.00012745912843398723,7.783504190725973e-05,6.0248125078627424e-05,0.00010764408625315059,6.741467940325382e-08,5.5430067038587756e-08,0.00021880610082961147,8.424329787978181e-05,0.00023893879984818587,3.3901170224873286e-20,1.9852334701272664e-23,0.0,0.0,3.2311742677852644e-27,0.0,2.710505431213761e-20,3.2311742677852644e-27,0.0,1.6653345369377348e-16,0.0,6.617444900424222e-24,8.077935669463161e-28,0.0,0.0,3.308722450212111e-24,3.2311742677852644e-27,6.617444900424222e-24,1.6653345369377348e-16,8.077935669463161e-28,2.0194839173657902e-28,1.1102230246251565e-16,0.0,6.332154925032098e-28,4.1579824812043125e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8467614016778965e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0
4,1.2880808016982072e-08,1.288080801698207e-08,2.0040612923569014e-09,2.0040612923569014e-09,8.30763673020827e-09,1.0008086251506744e-08,1.0295669942232872e-08,1.029566994223287e-08,6.360943565369397e-09,7.0161154852830625e-09,8.228904412050069e-09,1.8407360077947326e-10,1.84073600779473e-10,1.1754400066899646e-10,1.1003560896070895e-09,1.1754400066899643e-10,3.926903140277027e-09,1.2016016436458159e-09,5.490880200621539e-09,3.9142540997584264e-10,6.3609435653693955e-09,8.307636730208268e-09,3.914254099758425e-10,3.926903140277024e-09,7.016115485283062e-09,1.0008086251506744e-08,8.228904412050069e-09,1.1003560896070895e-09,5.490880200621538e-09,1.2016016436458159e-09,1.0856745539758488e-24,1.6543612251060553e-24,0.0,1.5407439555097887e-33,1.232595164407831e-32,0.0,5.169878828456423e-26,0.0,0.0,0.0,1.232595164407831e-32,1.5407439555097887e-33,1.925929944387236e-34,4.1359030627651384e-25,7.703719777548943e-34,0.0,7.703719777548943e-34,1.5407439555097887e-33,0.0,0.0,3.0814879110195774e-33,0.0,7.703719777548943e-34,8.960086532586622e-34,1.2885176275586216e-33,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311115933264683e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0
5,1.4011122747554013e-08,1.4011122747554014e-08,2.0040612923569014e-09,2.0040612923569014e-09,8.30763673020827e-09,1.088631433316113e-08,1.0295669942232872e-08,1.029566994223287e-08,6.919128129784509e-09,7.0161154852830625e-09,8.951005996139036e-09,1.8407360077947336e-10,1.8407360077947295e-10,1.278587041620828e-10,1.1003560896070897e-09,1.278587041620828e-10,3.926903140277027e-09,1.201601643645816e-09,5.490880200621539e-09,3.914254099758426e-10,6.919128129784508e-09,8.307636730208268e-09,3.914254099758425e-10,3.926903140277024e-09,7.016115485283061e-09,1.088631433316113e-08,8.951005996139036e-09,1.1003560896070895e-09,5.490880200621538e-09,1.2016016436458159e-09,2.0679515313825692e-24,1.6543612251060553e-24,0.0,3.0814879110195774e-33,2.465190328815662e-32,0.0,0.0,0.0,1.5407439555097887e-33,0.0,1.8488927466117464e-32,0.0,5.7777898331617076e-34,0.0,3.0814879110195774e-33,0.0,0.0,1.5407439555097887e-33,0.0,9.244463733058732e-33,9.244463733058732e-33,0.0,7.703719777548943e-34,1.684125246293322e-36,4.662789819546093e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0
6,2.820237432514398e-09,2.8202374325143976e-09,2.0040612923569014e-09,2.0040612923569014e-09,8.307636730208268e-09,2.191258454991326e-09,1.0295669942232872e-08,1.0295669942232872e-08,1.3927209477476164e-09,7.0161154852830625e-09,1.8017087298288852e-09,1.8407360077947315e-10,1.8407360077947315e-10,2.5736117657925637e-11,1.1003560896070895e-09,2.573611765792563e-11,3.926903140277025e-09,1.2016016436458159e-09,5.490880200621539e-09,3.9142540997584264e-10,1.3927209477476162e-09,8.307636730208268e-09,3.914254099758425e-10,3.926903140277024e-09,7.0161154852830625e-09,2.191258454991326e-09,1.8017087298288852e-09,1.1003560896070895e-09,5.490880200621538e-09,1.2016016436458159e-09,9.305781891221561e-25,0.0,8.271806125530277e-25,3.851859888774472e-34,9.244463733058732e-33,0.0,0.0,7.703719777548943e-34,1.5407439555097887e-33,0.0,0.0,1.5407439555097887e-33,2.407412430484045e-34,1.0339757656912846e-25,1.925929944387236e-34,0.0,0.0,1.5407439555097887e-33,0.0,1.5407439555097887e-33,3.851859888774472e-34,0.0,3.851859888774472e-34,5.623225182998039e-36,1.3494220561733879e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0
7,2.6896171813517048e-08,2.6896171813517048e-08,2.0040613362037902e-09,2.0040613362037902e-09,8.307636761104512e-09,2.089769578043062e-08,1.0295669980522642e-08,1.0295669980522642e-08,1.328216605702859e-08,7.016115511376116e-09,1.718261980239987e-08,1.8407360480682324e-10,1.8407360480682163e-10,2.4544140658516016e-10,1.100356113681798e-09,2.4544140658516016e-10,3.926903154881244e-09,1.2016016699356775e-09,5.490880221042215e-09,3.914254185398454e-10,1.3282166057028587e-08,8.307636761104503e-09,3.914254185398453e-10,3.926903154881243e-09,7.01611551137611e-09,2.089769578043062e-08,1.718261980239987e-08,1.1003561136817974e-09,5.490880221042215e-09,1.2016016699356775e-09,1.7060600133906196e-24,0.0,1.6543612251060553e-24,3.0814879110195774e-33,2.465190328815662e-32,0.0,5.169878828456423e-26,0.0,3.0814879110195774e-33,0.0,1.232595164407831e-32,0.0,1.1555579666323415e-33,8.271806125530277e-25,3.0814879110195774e-33,1.5407439555097887e-33,1.5407439555097887e-33,4.622231866529366e-33,5.551115123125783e-17,6.162975822039155e-33,6.162975822039155e-33,1.1102230246251565e-16,3.0814879110195774e-33,1.359102619494394e-33,4.940582093519439e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5037089277034066e-33,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0
8,5.809648048249262e-09,5.809648048249262e-09,5.217546427001194e-09,5.217546427001194e-09,8.307636773897923e-09,4.513960512502012e-09,1.029566999637754e-08,1.0295669996377544e-08,2.8689848743068537e-09,7.016115522180638e-09,3.711493750521518e-09,4.792331261099701e-10,4.792331261099701e-10,5.301602765678391e-11,2.86476217351941e-09,5.3016027656783825e-11,3.92690316092851e-09,3.1283536019548418e-09,5.4908802294979414e-09,1.0190707524993338e-09,2.868984874306853e-09,8.307636773897923e-09,1.0190707524993334e-09,3.926903160928511e-09,7.016115522180638e-09,4.513960512502012e-09,3.711493750521518e-09,2.86476217351941e-09,5.4908802294979414e-09,3.1283536019548414e-09,6.203854594147708e-25,0.0,8.271806125530277e-25,0.0,6.162975822039155e-33,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,6.162975822039155e-33,1.5407439555097887e-33,2.0679515313825692e-25,1.5407439555097887e-33,0.0,1.5407439555097887e-33,3.0814879110195774e-33,0.0,1.5407439555097887e-33,7.703719777548943e-34,0.0,0.0,1.382116870338075e-34,2.421973866754856e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5.809648048249262e-09,5.809648048249262e-09,5.217546427001194e-09,5.217546427001194e-09,8.307636773897923e-09,4.513960512502012e-09,1.029566999637754e-08,1.0295669996377544e-08,2.8689848743068537e-09,7.016115522180638e-09,3.711493750521518e-09,4.792331261099701e-10,4.792331261099701e-10,5.301602765678391e-11,2.86476217351941e-09,5.3016027656783825e-11,3.92690316092851e-09,3.1283536019548418e-09,5.4908802294979414e-09,1.0190707524993338e-09,2.868984874306853e-09,8.307636773897923e-09,1.0190707524993334e-09,3.926903160928511e-09,7.016115522180638e-09,4.513960512502012e-09,3.711493750521518e-09,2.86476217351941e-09,5.4908802294979414e-09,3.1283536019548414e-09,6.203854594147708e-25,0.0,8.271806125530277e-25,0.0,6.162975822039155e-33,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,6.162975822039155e-33,1.5407439555097887e-33,2.0679515313825692e-25,1.5407439555097887e-33,0.0,1.5407439555097887e-33,3.0814879110195774e-33,0.0,1.5407439555097887e-33,7.703719777548943e-34,0.0,0.0,1.382116870338075e-34,2.421973866754856e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
