,Y5Z1,Y1Z5,Y0Z1,Y1Z0,Y5Z0,Y0Z5,Y1Z3,Y3Z1,Y0Z3,Y3Z0,Y4Z3,Y3Z4,Y4Z0,Y0Z4,Y2Z3,Y3Z2,Y2Z1,Y1Z2,Y5Z4,Y4Z5,Y5Z2,Y2Z5,Y4Z2,Y2Z4,Y1Z4,Y4Z1,Y2Z0,Y0Z2,Y5Z3,Y3Z5,X3Y0,X0Y5,Y0,X5Y0,X3Y5,X2Y5,X3Y4,standard_y,Y3,X5Y3,X5Y1,X4Y5,X4Y3,X4Y1,X4Y0,X3Y1,X2Y1,X1Y3,X2Y4,X0Y4,X5Y4,X4Y2,X3Y2,X1Y5,X1Y0,X0Y2,X0Y1,X1Y2,standard_x,Y5,Y4Y5,Y4,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y2,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y3,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y4,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.994780181338859,0.9947801813388589,0.9783548583709969,0.9783548583709967,0.9417232451664075,0.9417232451664073,0.9192429940422667,0.9192429940422664,0.725661721174325,0.7256617211743246,0.630795873709999,0.6307958737099989,0.48386174332444243,0.48386174332444243,0.4129795419466491,0.41297954194664904,0.40685448820929193,0.4068544882092919,0.38718400476828096,0.38718400476828096,0.34609910428201995,0.34609910428201995,0.1831484806929179,0.1831484806929179,0.15914779888391,0.15914779888390995,0.05452265501045739,0.05452265501045739,0.034194212735707996,0.034194212735707954,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,8.673617379884035e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0028845094831685385,0.0028845094831685377,0.036635572189998536,0.0028368818758300624,0.0027306631979205492,0.036627500220621875,0.0026654784477938218,0.885048925058335,0.7256617211743248,0.7256617211743248,0.630795873709999,0.6307958737099988,0.48386174332444243,0.4838617433244424,0.41297954194664904,0.412979541946649,0.060756838920881816,0.0011797336251008616,0.001122696204082139,0.22803687493848734,0.0010035645735060705,0.06075367351926122,0.18314848069291795,0.18314848069291795,0.0004614721359729861,0.22803457817067338,0.05452265501045741,0.05452265501045739,9.91510815714913e-05,0.8850449168276687,2.7755575615628914e-17,4.336808689942018e-19,1.3877787807814457e-17,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,4.163336342344337e-17,2.0079424234431542e-16,2.220446049250313e-16,2.168404344971009e-19,6.938893903907228e-18,4.336808689942018e-19,1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.3877787807814457e-17,1.3877787807814457e-17,0.0,6.938893903907228e-18,6.938893903907228e-18,0.0,2.541098841762901e-20,0.0,2.879912020664621e-20,4.0657581468206416e-20,0.0,2.168404344971009e-19,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.734723475976807e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00023154906792963658,7.796676191101237e-08,0.6890300422523656,7.667941293767366e-08,0.00022700221154879022,0.6890300769531564,7.204646915904488e-08,0.0002877681894568832,0.6890300825466368,0.00023594446299087836,0.8588320562918771,0.00020509941386809578,0.48386174332444243,0.4838617433244425,0.3522241511758164,0.00013427776801170567,0.35222412613453324,3.188757437039883e-08,9.333063170080948e-05,0.8588320325484023,8.34271241474888e-05,0.3522241360116322,0.18314848069291795,0.1831484806929179,1.2473347154487788e-08,0.8588320350022943,0.054522655010457416,0.05452265501045739,0.0002315490548187357,0.00028776818045048223,2.541098841762901e-21,1.3552527156068805e-20,0.0,6.776263578034403e-21,0.0,1.3552527156068805e-20,1.3552527156068805e-20,2.7755578924351364e-17,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,6.776263578034403e-21,0.0,6.776263578034403e-21,1.6653345369377348e-16,1.1102230246251565e-16,0.0,2.7755575615628914e-17,3.3881317890172014e-21,1.6940658945086007e-21,8.788794008375919e-25,0.0,9.822769774067204e-25,2.68833699079734e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0
3,0.00028885250622222227,1.9486328133443204e-08,0.20516834616254379,1.9164579430511988e-08,0.00020182904047211247,0.20516838470635654,1.4889183248710179e-08,1.0601209374845375e-08,0.20516834732552738,8.692054039436124e-09,0.00011255218596792102,7.555740728982839e-09,6.3411345285798e-05,0.20516833725344363,0.1690756712043866,4.946713311503883e-09,0.1690756699906333,7.969700450948795e-09,0.0002888525045923856,0.00011255218549323319,7.417556111525563e-05,0.16907568200481413,2.400208676965112e-05,0.16907566660693107,1.4889183067308867e-08,0.00011255218574745246,0.05452265501045738,0.0545226550104574,0.0002888525056476977,1.0601209112561835e-08,5.169878828456423e-26,0.0,2.7755575615628914e-17,0.0,0.0,2.710505431213761e-20,6.776263578034403e-21,1.3555008697906465e-20,8.271806125530277e-25,0.0,6.352747104407253e-22,0.0,1.3552527156068805e-20,2.0194839173657902e-28,6.776263578034403e-21,1.2407709188295415e-24,8.271806125530277e-25,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,1.550963648536927e-25,6.352747104407253e-22,1.6043134612589535e-25,0.0,4.180673032844545e-25,2.0679515313825692e-25,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9.77413348187276e-07,2.3998246952049973e-09,0.0008756154346808034,2.3972006861667817e-09,6.829451447805037e-07,0.0008756155380891989,1.1099363327688701e-07,8.136134690100657e-08,0.0008756158734472383,8.136127341296146e-08,2.204112582797506e-05,3.186333777382081e-08,2.2040387337261693e-05,0.00087561586479966,0.11455355752952176,2.086080012114268e-08,0.11455343010076963,5.941131865149485e-08,9.774131756118348e-07,2.2041106102387873e-05,2.509938074646501e-07,0.11455343686613603,1.0765518887349276e-05,0.11455355669882333,1.1099363300484277e-07,2.204110658468436e-05,0.11455140054233254,0.00023269134154273502,9.774131763302157e-07,8.136134673489087e-08,1.6155871338926322e-27,0.0,0.0,6.776263578034403e-21,0.0,0.0,2.168404344971009e-19,0.0,0.0,3.1554436208840472e-30,7.940933880509066e-23,3.2311742677852644e-27,2.168404344971009e-19,1.3883951931889808e-28,0.0,4.1359030627651384e-25,2.274746684520826e-24,6.203854594147708e-25,0.0,0.0,0.0,1.6940658945086007e-21,0.0,2.6469779601696886e-23,7.455738404868514e-27,0.0,1.9108743893105594e-26,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4.424428800991425e-07,6.590456781707997e-11,0.0007715154404790651,6.580082267108647e-11,2.4598049858681303e-07,0.0007715154520211852,1.416228447532383e-09,1.0191573638776611e-11,0.0007715154440220973,1.019156041092173e-11,2.698089677628622e-05,3.991307299102447e-12,2.697875755126776e-05,0.0007715153873680764,6.555696175433544e-05,2.6130929653328846e-12,6.555696114412323e-05,1.4162276814001184e-09,4.4244287748483217e-07,2.6980896400120126e-05,4.424428370163555e-07,6.55569614929112e-05,2.698088392150776e-05,6.55569590324019e-05,1.4162284209012439e-09,2.6980896470580762e-05,6.555528335903832e-05,0.0007715152262341234,4.4244287986050876e-07,1.0191573636902045e-11,0.0,3.3881317890172014e-21,5.421010862427522e-20,3.3881317890172014e-21,1.925929944387236e-34,0.0,6.617444900424222e-24,4.918082788173294e-20,0.0,1.925929944387236e-34,1.6543612251060553e-24,3.2311742677852644e-27,6.617444900424222e-24,3.1554436208840472e-30,5.293955920339377e-23,1.0097419586828951e-28,6.310887241768095e-30,3.0292258760486853e-28,6.617444900424222e-24,0.0,8.077935669463161e-28,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,4.3006686645036105e-29,0.0,1.3787656032703197e-28,5.048709793414476e-29,0.0,5.293955920339377e-23,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,2.261821987449685e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.733165431326071e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,0.0
6,1.2172548709016114e-13,3.6287119095765426e-16,3.487808714415712e-07,3.6287119084082337e-16,6.767448690927025e-14,3.487808714415731e-07,7.803857273739687e-15,1.201155492062461e-17,3.487808714417025e-07,1.2011554920621423e-17,1.013702115053575e-06,4.7040354358542456e-18,1.013702115036209e-06,3.487808714055469e-07,2.2711365455495025e-07,3.0797132330905523e-18,2.2711365455477695e-07,7.80385727368902e-15,1.2172548708923308e-13,1.0137021150526324e-06,1.2172548709001427e-13,2.271136545547774e-07,1.0137021150477782e-06,2.271136545416383e-07,7.803857273532529e-15,1.0137021150526334e-06,2.2711365455358936e-07,3.487808714405208e-07,1.2172548709015576e-13,1.201155492062461e-17,1.3775324423698682e-40,0.0,2.6469779601696886e-23,1.6543612251060553e-24,0.0,0.0,2.0194839173657902e-28,2.6469779429133563e-23,0.0,0.0,6.310887241768095e-30,0.0,2.0194839173657902e-28,3.76158192263132e-37,0.0,1.2037062152420224e-35,1.410593220986745e-37,1.2037062152420224e-35,0.0,0.0,1.2037062152420224e-35,0.0,4.0389678347315804e-28,6.310887241768095e-30,2.15423640599532e-37,5.048709793414476e-29,1.3435468053652385e-36,3.76158192263132e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7256332301709633e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52316384526264e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5.991753757859556e-15,1.3459747298520648e-17,1.676144911705369e-08,1.3459747298510639e-17,3.331174684567294e-15,1.676144911705379e-08,2.894634409767182e-16,8.431832035372294e-23,1.6761449117053698e-08,8.431832035371342e-23,8.462813068999801e-09,3.302123465284832e-23,8.462813068999467e-09,1.676144911705358e-08,5.273399496915818e-09,2.1618874986461298e-23,5.273399496915812e-09,2.8946344097671723e-16,5.9917537578595534e-15,8.462813068999783e-09,5.991753757859553e-15,5.273399496915823e-09,8.462813068999775e-09,5.273399496915795e-09,2.894634409767176e-16,8.462813068999791e-09,5.273399496915709e-09,1.6761449117053668e-08,5.9917537578595566e-15,8.431832035372294e-23,1.7516230804060213e-46,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.044048714879764e-53,0.0,9.860761315262648e-32,1.5407498329815428e-33,5.877471754111438e-39,1.044048714879764e-53,2.465190328815662e-32,0.0,0.0,1.6071211827648462e-40,0.0,2.938735877055719e-39,2.9846536251347144e-40,1.4693679385278594e-39,0.0,0.0,1.1754943508222875e-38,4.930380657631324e-32,9.860761315262648e-32,2.465190328815662e-32,1.7662283544986203e-39,0.0,1.7677983123702997e-39,3.6734198463196485e-40,8.535651658883858e-16,0.0,1.5273726827975736e-29,0.0,1.1579532146998613e-43,1.9395946559292628e-23,8.172996555378236e-31,1.895489551285433e-22,3.600193722464462e-22,0.0,2.7522380073274586e-23,5.622453115791901e-30,9.961965343879411e-30,1.1720814017307573e-31,1.5407439555097887e-33,2.242809136954313e-16,1.9167330204918275e-21,1.843382555723839e-36,3.075807953393843e-24,1.5830334867842276e-30,0.0,1.1754943508222875e-38,1.1754943508222875e-38,0.0,0.0,5.877471754111438e-39,1.1500104680472767e-22,0.0,0.0,0.0,0.0,0.0,1.0984585419095992e-29,8.369382176123169e-16,2.802596928649634e-45,0.0,7.006492321624085e-46,2.802596928649634e-45,2.802596928649634e-45,1.1176045210040138e-43,1.9395946559293345e-23,2.4933222495968548e-29,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,9.860761315262648e-32,3.8586004209802645e-30,2.0491307174830265e-22,3.6001937224644695e-22,5.228718451159966e-18,0.0,1.7219155529623352e-41,5.739718509874451e-42,4.0178029569121155e-41,0.0,1.8367099231598242e-40,2.7522380073274633e-23,5.4858653643076574e-30,9.96196534387942e-30,2.3373802291634435e-31,8.869527709268039e-25,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-46,2.2428091369544184e-16,1.9364586829643058e-21,1.5734679866415608e-36,3.1335611630709582e-24,1.606992095574521e-30,2.185578261525343e-17
8,5.991753757859556e-15,1.3459747298520648e-17,1.676144911705369e-08,1.3459747298510639e-17,3.331174684567294e-15,1.676144911705379e-08,2.894634409767182e-16,8.431832035372294e-23,1.6761449117053698e-08,8.431832035371342e-23,8.462813068999801e-09,3.302123465284832e-23,8.462813068999467e-09,1.676144911705358e-08,5.273399496915818e-09,2.1618874986461298e-23,5.273399496915812e-09,2.8946344097671723e-16,5.9917537578595534e-15,8.462813068999783e-09,5.991753757859553e-15,5.273399496915823e-09,8.462813068999775e-09,5.273399496915795e-09,2.894634409767176e-16,8.462813068999791e-09,5.273399496915709e-09,1.6761449117053668e-08,5.9917537578595566e-15,8.431832035372294e-23,1.7516230804060213e-46,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.044048714879764e-53,0.0,9.860761315262648e-32,1.5407498329815428e-33,5.877471754111438e-39,1.044048714879764e-53,2.465190328815662e-32,0.0,0.0,1.6071211827648462e-40,0.0,2.938735877055719e-39,2.9846536251347144e-40,1.4693679385278594e-39,0.0,0.0,1.1754943508222875e-38,4.930380657631324e-32,9.860761315262648e-32,2.465190328815662e-32,1.7662283544986203e-39,0.0,1.7677983123702997e-39,3.6734198463196485e-40,8.535651658883858e-16,0.0,1.5273726827975736e-29,0.0,1.1579532146998613e-43,1.9395946559292628e-23,8.172996555378236e-31,1.895489551285433e-22,3.600193722464462e-22,0.0,2.7522380073274586e-23,5.622453115791901e-30,9.961965343879411e-30,1.1720814017307573e-31,1.5407439555097887e-33,2.242809136954313e-16,1.9167330204918275e-21,1.843382555723839e-36,3.075807953393843e-24,1.5830334867842276e-30,0.0,1.1754943508222875e-38,1.1754943508222875e-38,0.0,0.0,5.877471754111438e-39,1.1500104680472767e-22,0.0,0.0,0.0,0.0,0.0,1.0984585419095992e-29,8.369382176123169e-16,2.802596928649634e-45,0.0,7.006492321624085e-46,2.802596928649634e-45,2.802596928649634e-45,1.1176045210040138e-43,1.9395946559293345e-23,2.4933222495968548e-29,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,9.860761315262648e-32,3.8586004209802645e-30,2.0491307174830265e-22,3.6001937224644695e-22,5.228718451159966e-18,0.0,1.7219155529623352e-41,5.739718509874451e-42,4.0178029569121155e-41,0.0,1.8367099231598242e-40,2.7522380073274633e-23,5.4858653643076574e-30,9.96196534387942e-30,2.3373802291634435e-31,8.869527709268039e-25,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-46,2.2428091369544184e-16,1.9364586829643058e-21,1.5734679866415608e-36,3.1335611630709582e-24,1.606992095574521e-30,2.185578261525343e-17
9,5.991753757859556e-15,1.3459747298520648e-17,1.676144911705369e-08,1.3459747298510639e-17,3.331174684567294e-15,1.676144911705379e-08,2.894634409767182e-16,8.431832035372294e-23,1.6761449117053698e-08,8.431832035371342e-23,8.462813068999801e-09,3.302123465284832e-23,8.462813068999467e-09,1.676144911705358e-08,5.273399496915818e-09,2.1618874986461298e-23,5.273399496915812e-09,2.8946344097671723e-16,5.9917537578595534e-15,8.462813068999783e-09,5.991753757859553e-15,5.273399496915823e-09,8.462813068999775e-09,5.273399496915795e-09,2.894634409767176e-16,8.462813068999791e-09,5.273399496915709e-09,1.6761449117053668e-08,5.9917537578595566e-15,8.431832035372294e-23,1.7516230804060213e-46,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.044048714879764e-53,0.0,9.860761315262648e-32,1.5407498329815428e-33,5.877471754111438e-39,1.044048714879764e-53,2.465190328815662e-32,0.0,0.0,1.6071211827648462e-40,0.0,2.938735877055719e-39,2.9846536251347144e-40,1.4693679385278594e-39,0.0,0.0,1.1754943508222875e-38,4.930380657631324e-32,9.860761315262648e-32,2.465190328815662e-32,1.7662283544986203e-39,0.0,1.7677983123702997e-39,3.6734198463196485e-40,8.535651658883858e-16,0.0,1.5273726827975736e-29,0.0,1.1579532146998613e-43,1.9395946559292628e-23,8.172996555378236e-31,1.895489551285433e-22,3.600193722464462e-22,0.0,2.7522380073274586e-23,5.622453115791901e-30,9.961965343879411e-30,1.1720814017307573e-31,1.5407439555097887e-33,2.242809136954313e-16,1.9167330204918275e-21,1.843382555723839e-36,3.075807953393843e-24,1.5830334867842276e-30,0.0,1.1754943508222875e-38,1.1754943508222875e-38,0.0,0.0,5.877471754111438e-39,1.1500104680472767e-22,0.0,0.0,0.0,0.0,0.0,1.0984585419095992e-29,8.369382176123169e-16,2.802596928649634e-45,0.0,7.006492321624085e-46,2.802596928649634e-45,2.802596928649634e-45,1.1176045210040138e-43,1.9395946559293345e-23,2.4933222495968548e-29,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,9.860761315262648e-32,3.8586004209802645e-30,2.0491307174830265e-22,3.6001937224644695e-22,5.228718451159966e-18,0.0,1.7219155529623352e-41,5.739718509874451e-42,4.0178029569121155e-41,0.0,1.8367099231598242e-40,2.7522380073274633e-23,5.4858653643076574e-30,9.96196534387942e-30,2.3373802291634435e-31,8.869527709268039e-25,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-46,2.2428091369544184e-16,1.9364586829643058e-21,1.5734679866415608e-36,3.1335611630709582e-24,1.606992095574521e-30,2.185578261525343e-17
