,Y4Z5,Y5Z4,Y0Z5,Y5Z0,Y1Z3,Y3Z1,Y1Z5,Y5Z1,Y2Z4,Y4Z2,Y1Z4,Y4Z1,Y4Z3,Y3Z4,Y2Z0,Y0Z2,Y2Z5,Y5Z2,Y0Z4,Y4Z0,Y5Z3,Y3Z5,Y2Z1,Y1Z2,Y1Z0,Y0Z1,Y3Z2,Y2Z3,Y3Z0,Y0Z3,X3Y4,standard_y,X0Y1,Y5,Y4,Y3,X5Y4,X5Y3,X4Y5,X4Y2,X2Y5,X2Y4,X2Y3,X1Y2,X0Y5,X0Y3,Y1,X4Y1,X2Y1,Y2,X3Y2,X2Y0,X3Y1,X1Y3,X3Y0,X5Y1,X4Y0,X5Y0,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y2,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1Y4,X1Y0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9769733854296041,0.976973385429604,0.9766461363238077,0.9766461363238075,0.9742198470014191,0.974219847001419,0.8839870868472303,0.8839870868472302,0.7356439915697157,0.7356439915697155,0.6360311719284631,0.636031171928463,0.6043456150057032,0.6043456150057032,0.5896864504016539,0.5896864504016538,0.5167042010454891,0.516704201045489,0.5141261392922695,0.5141261392922694,0.3779795944555536,0.37797959445555357,0.29024680692058136,0.29024680692058136,0.04256571358257698,0.042565713582576825,0.01967062701304617,0.019670627013046102,0.019310811347186485,0.01931081134718643,1.1102230246251565e-16,9.71445146547012e-17,5.898059818321144e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,3.2959746043559335e-17,2.949029909160572e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.214306433183765e-17,1.0408340855860843e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002196596389857995,0.0021965963898579947,0.46252129652860424,0.0021958606132082958,0.974219847001419,0.9742198470014191,0.24795752254105802,0.0019875289057089936,0.21894109653756053,0.0016539989320100033,0.24795368056704298,0.0014300325852590796,0.0013587917705294443,0.22636697592537064,0.5896864504016537,0.5896864504016537,0.21893793112215443,0.0011617415577210345,0.4625175284762718,0.0011559451243438215,0.0008498374930203084,0.22636449301576916,0.29024680692058125,0.2902468069205813,0.042565713582576915,0.04256571358257679,0.01967062701304616,0.01967062701304608,0.01931081134718654,0.019310811347186534,0.0,5.551115123125783e-17,3.6149149344771896e-17,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,2.7755575615628914e-17,1.0842021724855044e-19,0.0,1.0842021724855044e-19,0.0,5.551115123125783e-17,0.0,0.0,2.0816681711721685e-17,6.776263578034403e-21,1.5612511283791264e-17,0.0,5.551115123125783e-17,1.734723475976807e-17,0.0,2.6020852139652106e-18,1.3877787807814457e-17,2.0328790734103208e-20,3.3881317890172014e-20,2.0328790734103208e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-17,0.0,0.0,0.0,0.0,0.0,1.6263032587282567e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,3.219248639457965e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,4.2408177784601885e-05,4.240817778460188e-05,0.462519997515904,4.239397265018836e-05,0.002100770144052966,0.0021007701440529667,0.0005346825831610638,2.196466483666387e-05,0.21893979101102118,3.193262134458687e-05,0.0005346825800730862,1.3754584698294263e-06,1.3753332900604363e-06,0.0004881269662197983,0.5896864504016539,0.5896864504016538,0.21893978983116558,2.242894632216845e-05,0.46251999611142564,2.231703856418777e-05,2.1964537478026307e-05,0.00048812696422416554,0.27057622564076167,0.0006258770320294808,9.178706482917418e-05,0.02325494713206309,4.241698223558053e-05,0.27057550509819156,4.1641089596432626e-05,0.023254803272230052,6.617444900424222e-24,1.043434476734155e-16,1.9005044733669112e-20,3.3881317890172014e-21,8.470329472543003e-22,2.168404344971009e-19,0.0,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,8.470329472543003e-22,0.0,1.0842021724855044e-19,0.0,0.0,4.0657581468206416e-20,4.1359030627651384e-24,3.3881317890172014e-21,8.326672684688674e-17,1.6263032587282567e-19,1.734723475976807e-18,2.6020852139652106e-18,2.6020852139652106e-18,2.0328790734103208e-20,6.824240053562478e-24,7.411538288475128e-22,5.293955920339377e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,4.963083675318166e-24,1.1482656938259896e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
3,2.71978037829761e-05,2.7197803782976105e-05,0.003198817773926781,1.2804593036214013e-05,0.0013232453037206214,0.0013232453037206218,0.00033678897148526374,1.408667030124805e-05,0.0015142015441113104,6.167141903711494e-06,0.00033678897068523713,8.821046046716511e-07,8.820727523043591e-07,0.0003074642491945526,0.004078309067461755,0.004078309067461754,0.0015142015407550455,1.280359876245485e-05,0.003198817769931545,6.166309805833988e-06,1.4086637894461122e-05,0.00030746424867752835,0.0018713222276093568,0.00033641707430706483,0.00033640626304948533,0.00016083250892388995,4.893510660379497e-07,0.0018713202504486322,4.880847724194302e-07,0.00016083211417412246,3.308722450212111e-24,8.533856943587076e-19,8.388531545919862e-23,8.470329472543003e-22,4.235164736271502e-22,0.0,2.7755575615628914e-17,3.308722450212111e-24,5.551115123125783e-17,0.0,1.3234889800848443e-23,3.308722450212111e-24,1.6940658945086007e-21,4.235164736271502e-22,0.0,0.0,1.3552527156068805e-20,1.2407709188295415e-24,2.6469779601696886e-23,8.673617379884035e-19,6.352747104407253e-22,0.0,2.7755575615628914e-17,6.938893903907228e-18,1.5881867761018131e-22,0.0,4.1359030627651384e-25,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,4.1359030627651384e-25,1.4932894563867303e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0
4,1.8984248136026923e-08,1.898424813602692e-08,3.076838777262297e-09,8.937451068483787e-09,1.5420306054407057e-08,1.5420306054407057e-08,3.924736400943329e-09,9.832582890708153e-09,1.4564612161508137e-09,4.304467180900303e-09,3.924736400943324e-09,6.157040549117683e-10,6.157040549117656e-10,3.5830037008026788e-09,3.922792849318146e-09,3.922792849318146e-09,1.456461216150812e-09,8.937451068483786e-09,3.0768387772622955e-09,4.304467180900303e-09,9.832582890708152e-09,3.5830037008026755e-09,1.7999638672622325e-09,3.920386425012572e-09,3.920386425012572e-09,1.5469944092906657e-10,5.6952932213448794e-12,1.7999638672622325e-09,5.6952932213448794e-12,1.5469944092906647e-10,0.0,1.0339757656912846e-25,2.5468156371627542e-33,0.0,3.101927297073854e-25,0.0,0.0,0.0,5.551115123125783e-17,3.0814879110195774e-33,0.0,3.0814879110195774e-33,6.162975822039155e-33,0.0,6.162975822039155e-33,6.162975822039155e-33,4.1359030627651384e-25,6.162975822039155e-33,3.851859888774472e-34,1.0339757656912846e-25,3.0814879110195774e-33,0.0,1.3877787807814457e-17,2.0816681711721685e-17,3.851859888774472e-34,3.0814879110195774e-33,1.7333369499485123e-33,1.925929944387236e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,9.244463733058732e-33,2.4014680450915453e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.898424813602692e-08,1.89842481360269e-08,6.999601498583971e-09,8.937451068483773e-09,1.5420306054407044e-08,1.542030605440705e-08,3.92473640094332e-09,9.832582890708135e-09,3.313351413319626e-09,4.304467180900299e-09,3.924736400943316e-09,6.157040549117642e-10,6.157040549117619e-10,3.5830037008026755e-09,8.924090176461342e-09,8.924090176461338e-09,3.3133514133196233e-09,8.93745106848377e-09,6.999601498583968e-09,4.304467180900297e-09,9.832582890708133e-09,3.583003700802672e-09,4.0947968661185616e-09,3.920386425012566e-09,3.920386425012565e-09,3.519308345173281e-10,5.6952932213448794e-12,4.0947968661185616e-09,5.6952932213448794e-12,3.5193083451732826e-10,0.0,1.2924697071141057e-24,6.696157651711082e-33,0.0,3.101927297073854e-25,0.0,0.0,0.0,8.326672684688674e-17,0.0,1.232595164407831e-32,6.162975822039155e-33,0.0,6.162975822039155e-33,0.0,4.930380657631324e-32,8.271806125530277e-25,9.244463733058732e-33,2.6963019221421302e-33,8.271806125530277e-25,0.0,0.0,1.3877787807814457e-17,2.7755575615628914e-17,3.851859888774472e-33,3.0814879110195774e-33,7.703719777548943e-34,5.7777898331617076e-33,4.018412525728939e-17,2.213796508298765e-08,2.8672688716416254e-23,1.953685488314117e-23,2.703777763207034e-23,1.5422467506536164e-23,5.287978651602898e-24,1.7298922394274557e-23,2.977500689492503e-23,9.189217173004402e-09,1.5421026928584164e-25,1.5463931677475854e-23,2.622865102806347e-23,7.943374034644229e-25,1.687735928893383e-08,4.687045666732507e-24,5.169878828456423e-26,0.0,0.0,2.465190328815662e-32,0.0,2.465190328815662e-32,6.162975822039155e-33,8.873948184290564e-16,0.0,0.0,2.465190328815662e-32,0.0,7.395570986446986e-32,0.0,2.213796508298765e-08,6.26857500640768e-16,0.0,0.0,2.465190328815662e-32,4.930380657631324e-32,2.465190328815662e-32,0.0,3.221732186887831e-23,2.469349167777351e-23,5.084782475333862e-16,6.162975822039155e-33,6.162975822039155e-33,0.0,0.0,0.0,2.9525285998275163e-23,1.8015935762990104e-23,1.138965385501372e-23,2.2786997865319646e-16,1.8488927466117464e-32,1.8488927466117464e-32,1.232595164407831e-32,2.465190328815662e-32,0.0,6.162975822039155e-33,6.162975822039155e-33,7.026813605597585e-33,2.690422316787309e-23,3.1218436817147806e-23,9.189217173004402e-09,1.08344372414248e-23,5.448657612516137e-16,2.311115933264683e-33,5.3926038442842604e-33,0.0,3.851859888774472e-33,2.465190328815662e-32,6.162975822039155e-33,0.0,1.9738162908537454e-23,2.643050689416893e-23,1.2032533607636696e-23,1.687735928893383e-08,1.274530031220271e-23,2.7322245688891736e-16
6,1.898424813602672e-08,1.8984248136026708e-08,6.999601471304356e-09,8.937451068483677e-09,6.18599325088562e-08,6.185993250885623e-08,1.574442997569559e-08,9.832582890708046e-09,3.3133514004064927e-09,4.304467180900255e-09,1.574442997569557e-08,6.157040549117785e-10,6.157040549117314e-10,1.4373538782473873e-08,8.924090141681398e-09,8.924090141681394e-09,3.3133514004064893e-09,8.937451068483675e-09,6.999601471304353e-09,4.3044671809002525e-09,9.832582890707996e-09,1.437353878247386e-08,4.094796850159875e-09,1.572697965943448e-08,1.5726979659434478e-08,3.5193083314573155e-10,2.2847176511723966e-11,4.0947968501598644e-09,2.2847176511723966e-11,3.51930833145729e-10,4.930380657631324e-32,1.039145644519741e-23,2.8881315845285634e-32,8.271806125530277e-25,4.1359030627651384e-25,6.617444900424222e-24,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,4.930380657631324e-32,1.232595164407831e-32,0.0,4.963083675318166e-24,1.232595164407831e-32,9.244463733058732e-33,0.0,4.930380657631324e-32,2.7755575615628914e-17,0.0,2.0816681711721685e-17,0.0,0.0,2.311115933264683e-33,7.703719777548943e-33,1.0290652518758698e-14,2.5735275411790355e-08,2.162111725437997e-22,1.4270608293430756e-22,5.536516581031837e-23,3.473930661676461e-23,2.4660237832326905e-23,1.6749545387006085e-22,2.5952481742416924e-22,1.0682419720128445e-08,7.19152275183853e-25,3.4703632306224373e-23,6.226546823240614e-23,3.704354826577933e-24,1.9619847077012097e-08,2.1857815352538977e-23,5.169878828456423e-26,0.0,0.0,2.9582283945787943e-31,0.0,9.860761315262648e-32,6.162975822039155e-33,3.1319117283646516e-15,2.465190328815662e-32,0.0,9.860761315262648e-32,0.0,0.0,0.0,2.5735275411790355e-08,2.8290383792019775e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.8360772434880955e-22,2.485206983398782e-22,2.3712642255977355e-15,0.0,0.0,0.0,4.930380657631324e-32,6.162975822039155e-32,6.61084370642394e-23,5.27288740452872e-23,5.311511099221788e-23,2.648977272247297e-16,9.860761315262648e-32,9.860761315262648e-32,4.930380657631324e-32,9.860761315262648e-32,9.860761315262648e-32,2.465190328815662e-32,0.0,2.902956607040447e-33,2.5883033998568824e-22,2.78949471198295e-22,1.068241972012845e-08,5.052588462961158e-23,2.540955672492549e-15,3.0814879110195774e-33,7.703719777548943e-33,0.0,1.5407439555097887e-33,0.0,6.162975822039155e-33,4.163336342344337e-17,5.473095462217779e-23,6.251077159362073e-23,5.611315024758277e-23,1.9619847077012097e-08,5.943710399210055e-23,3.176197596734864e-16
7,3.0107132857529216e-08,4.807219528921412e-08,7.476347585858393e-09,2.5579372534190963e-08,1.160792980288453e-08,1.298977362330022e-08,1.1129577772359398e-08,3.98156183173367e-08,6.126405421263322e-09,2.572469476075205e-08,1.1129577772359327e-08,5.705996570771356e-09,5.7059965707713585e-09,7.892023192470216e-09,7.044385244990665e-09,8.683286504508716e-09,6.126405421263364e-09,2.5579372534190976e-08,7.476347585858453e-09,2.5724694760752056e-08,3.981561831733669e-08,7.892023192470115e-09,1.2187490870152286e-09,1.3980780749937978e-08,1.3980780749937978e-08,3.98562301773423e-09,1.4758639060584622e-09,1.2187490870152298e-09,1.4758639060584634e-09,3.985623017734231e-09,9.860761315262648e-32,1.4475660719677984e-24,1.4623656656168049e-33,0.0,8.271806125530277e-25,1.6543612251060553e-24,6.938893903907228e-18,0.0,6.938893903907228e-18,2.465190328815662e-32,9.860761315262648e-32,6.162975822039155e-33,0.0,0.0,4.930380657631324e-32,2.465190328815662e-32,4.1359030627651384e-25,7.395570986446986e-32,2.465190328815662e-32,6.203854594147708e-25,0.0,0.0,0.0,0.0,3.851859888774472e-33,4.930380657631324e-32,2.465190328815662e-32,0.0,1.2109331536470395e-07,6.951066753251413e-09,3.6427670750440857e-16,9.10495241828216e-16,3.645696032635561e-17,5.929483821874583e-16,1.274014760415867e-16,9.788239707103938e-16,1.2271137800573735e-15,0.19313119133276185,8.43045482577741e-18,2.2218903235461535e-16,5.169628830683698e-16,1.6862789084024524e-17,0.18643135514665016,1.8548155591506112e-16,0.0,3.308722450212111e-24,0.0,1.6543612251060553e-24,0.0,4.963083675318166e-24,9.860761315262648e-32,6.181942232064113e-08,8.271806125530277e-25,0.0,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,6.951066650516481e-09,2.439516302497269e-08,3.308722450212111e-24,2.481541837659083e-24,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,1.937867006492833e-15,1.2048199878878613e-15,2.942595244877878e-08,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,1.378381860940896e-16,1.2653406963778122e-16,2.0892324309320854e-16,1.1607507977703948e-08,8.271806125530277e-25,8.271806125530277e-25,4.1359030627651384e-25,8.271806125530277e-25,2.481541837659083e-24,1.4791141972893971e-31,1.232595164407831e-31,1.0821913004768176e-33,1.6948808212119691e-15,1.4749108754254747e-15,0.1931311913327619,3.1626374670244294e-16,2.597944428844991e-08,4.1359030627651384e-25,4.1359030627651384e-25,0.0,2.0679515313825692e-25,8.271806125530277e-25,0.0,5.551115123125783e-17,3.764850831636268e-16,5.624382392719701e-16,2.5902184352155064e-16,0.18643135514665016,2.767612985321645e-16,8.919158740434628e-09
8,9.409052116161524e-06,4.3327919729305336e-05,2.913567909392203e-05,5.2102447053168244e-05,5.488295125944954e-06,1.5285953130407238e-05,6.563609100940771e-06,4.533493232657972e-05,3.2583056329009826e-05,3.981863361488063e-06,6.563609116756092e-06,1.753610573881453e-05,1.7536105737070436e-05,1.4525142121568612e-05,2.721392297782097e-05,2.6398507607905328e-05,3.258305625372985e-05,5.210244697553897e-05,2.9135678999905453e-05,3.981863230819396e-06,4.5334932319554746e-05,1.4525142123577561e-05,3.016648910723908e-05,3.573227838952165e-06,3.5732278429704524e-06,3.0307750110802485e-05,1.277712777731103e-05,3.0166489105101515e-05,1.277712776523859e-05,3.0307750107698306e-05,1.2924697071141057e-26,0.0,3.8063670958211515e-27,3.3881317890172014e-21,1.6940658945086007e-21,0.0,0.0,5.169878828456423e-26,0.0,2.0679515313825692e-25,0.0,1.0339757656912846e-25,5.169878828456423e-26,5.169878828456423e-26,2.5849394142282115e-26,0.0,0.0,3.2311742677852644e-27,5.169878828456423e-26,0.0,0.0,0.0,8.673617379884035e-19,8.673617379884035e-19,1.0339757656912846e-25,0.0,0.0,2.5849394142282115e-26,0.0001506072152777489,0.07645553408543757,6.375585000702408e-10,1.9568759218503232e-10,1.3050334340986845e-09,7.720957100150929e-10,1.282518299081757e-10,3.5253833152177473e-10,3.7263806114129067e-10,0.0009941856538436846,3.6047335032337254e-10,6.404586191333893e-10,2.257408682946834e-09,1.0620199649240735e-10,0.5361707597198084,3.632058542509832e-11,1.6940658945086007e-21,0.0,0.0,3.3881317890172014e-21,6.776263578034403e-21,3.3881317890172014e-21,0.0,6.459237965524114e-05,0.0,3.3881317890172014e-21,3.3881317890172014e-21,3.3881317890172014e-21,3.3881317890172014e-21,0.0,0.07645553518775197,3.7796922206005044e-05,0.0,4.235164736271502e-22,4.235164736271502e-22,0.0,0.0,5.169878828456423e-26,2.336089802720433e-10,8.226342144461373e-11,7.034203813929372e-06,3.3881317890172014e-21,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.5847568453767606e-09,1.6898741951421012e-09,4.7015680693834713e-11,2.0637759883293603e-05,0.0,1.0587911840678754e-22,4.235164736271502e-22,0.0,1.0587911840678754e-22,2.5849394142282115e-26,2.4233807008389483e-27,2.6313683544820294e-27,2.3540411276404303e-10,3.9946814968781376e-10,0.000994185650439185,3.639153563854315e-10,1.5666345433780067e-06,0.0,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,0.0,7.745626142946453e-10,2.321118599080732e-09,1.3836570339490498e-10,0.5361707594714737,1.7276409614627972e-10,1.8979315175901737e-05
9,0.0006995876121395217,0.0019525677513954468,0.00013005023977154405,0.0019527519824822366,2.9800546390036947e-06,7.109093663777308e-06,2.9937620837716875e-06,0.0019560200426637095,8.508746760061179e-05,0.000699810388441425,2.993755129735102e-06,0.0007009188661456289,0.0007009188661589316,7.115077360240898e-06,8.510055629607223e-05,0.0001300514950506187,8.508781065887433e-05,0.0019527520102851322,0.00013005041827762333,0.0006998104143627234,0.001956020042653244,7.115074545882119e-06,8.482458991283727e-05,2.994591375300634e-06,2.99459130195733e-06,0.00013009640866799545,7.1134236963371716e-06,8.482458991094882e-05,7.11342362144261e-06,0.00013009640866623278,2.0679515313825692e-25,3.1922554199646444e-19,8.43027299720914e-27,2.168404344971009e-19,1.0842021724855044e-19,8.470329472543003e-22,0.0,0.0,0.0,1.6543612251060553e-24,2.6469779601696886e-23,3.308722450212111e-24,1.550963648536927e-25,5.169878828456423e-26,0.0,0.0,1.0587911840678754e-22,0.0,2.5849394142282115e-26,6.776263578034403e-21,0.0,0.0,0.0,0.0,2.5849394142282115e-26,1.0339757656912846e-25,1.3234889800848443e-23,1.6543612251060553e-24,0.000638140315981737,0.0012489740693890257,2.2228968951678637e-09,2.3280986487505472e-09,5.994698286981566e-08,6.442543234571811e-08,5.337273222665318e-10,9.668449102111603e-10,1.9314072133957533e-09,0.0012424542692968147,1.0626011840281557e-09,6.098358298323829e-09,1.9941580259584428e-07,1.0343906230583085e-09,0.0012129765826897334,3.9180822388708635e-10,0.0,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,2.6469779601696886e-23,0.0004260299923434859,5.421010862427522e-20,0.0,1.0842021724855044e-19,5.421010862427522e-20,5.421010862427522e-20,1.0339757656912846e-25,0.0012497600124994346,0.0009718858608985179,4.235164736271502e-22,8.470329472543003e-22,8.470329472543003e-22,4.235164736271502e-22,4.235164736271502e-22,0.0,1.9742035254692153e-09,1.5952238280598757e-09,5.160543432230154e-06,3.3881317890172014e-21,3.3881317890172014e-21,0.0,3.3881317890172014e-21,3.3881317890172014e-21,4.249839664435841e-08,6.20524272120135e-08,5.350153357857294e-10,5.344252778937562e-05,2.117582368135751e-22,1.0587911840678754e-22,1.0587911840678754e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,1.6543612251060553e-24,9.737122775808809e-27,3.007889284417422e-10,2.1324026278741414e-09,0.0012424542703044791,1.0842077519211603e-09,3.271375086540093e-06,3.3881317890172014e-21,3.3881317890172014e-21,0.0,3.3881317890172014e-21,0.0,0.0,0.0,6.266299497552173e-08,1.8869855796023297e-07,1.0946324583703729e-09,0.0012129767166436296,5.902978219648572e-10,4.727383815609972e-05
