Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6669302116078042,5.648398374560441e-18,
1,0.7310018806103691,0.19236709913514996,Y6Z3,0.785398155340347,1.3202159485467445e-07
2,0.7921016059537839,0.37581131254867256,Y5Z4,0.7853981414721624,-2.3763755401942244e-07
3,0.8495404737569974,0.5482642632665508,Y0Z2,0.7853981512908453,6.47906667176855e-08
4,0.884600157771951,0.653526539332461,Y1Z2,0.7853981248092939,1.0102423793499449e-06
5,0.9402917732177407,0.8207335853831579,Y4Y5,1.2182770322947087,1.6772642798108068
6,0.9793141353035312,0.93789330219254,X3X6,0.7802431769310206,1.939199674845585
7,0.9999974864671605,0.9999924534349042,X4X5,0.5558642256136883,0.9320836920100172
8,0.9999999999551884,0.999999999865459,X3X6,0.006327812087955753,0.010063254715857806
9,0.9999999999999802,0.9999999999999407,Y4Y5,-3.7595386102048683e-06,0.009999053386545085
10,0.9999999999999823,0.9999999999999467,Y3Z1,-4.0972687915180634e-08,0.010000012638497492
11,0.9999999999999826,0.9999999999999474,Y3Z5,-3.3363197012465756e-08,0.00999998748930464
12,0.9999999999999833,0.9999999999999502,Y3Z4,2.0851318014035092e-08,0.010000008340527207
