Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7183997829693011,7.079972622444424e-18,
1,0.7796206003252995,0.21740330317048145,Y3Z2,0.7853981384180837,2.085725485251852e-08
2,0.83657857463254,0.419668681044928,Y6Z0,0.7853982058773878,-2.557490528227244e-08
3,0.8676382630455322,0.529965785004923,Y1Z5,0.7853981306880463,-4.009648959729692e-07
4,0.8942728572577138,0.6245487881468492,Y4Z2,0.7853981561799469,4.764286518632116e-07
5,0.9329210054055821,0.7617935266466602,Y0Y6,1.5707964105432823,1.9288882084476797
6,0.9774378511824293,0.9198787946420114,Y1Y5,0.7853981619194274,1.928888979998348
7,0.97934327530881,0.9266452103304378,standard_x,-1.808983819217203e-08,1.0915436775726108
8,0.9999993895129582,0.9999978320789372,X0X6,0.7853981959470775,0.3838072116227209
9,0.9999999999824266,0.9999999999375947,Y5Z1,-8.440748530718533e-08,0.010003021754381369
10,0.9999999999999971,0.9999999999999893,X6,-1.778361985927457e-08,0.01000040532441379
11,0.9999999999999973,0.9999999999999907,Y1Y5,-6.315405203975294e-09,0.00999999509827298
12,0.9999999999999973,0.9999999999999907,Y1Y5,0.0,0.01
