,Y4Z0,Y0Z4,Y4Z3,Y3Z4,Y4Z2,Y2Z4,Y1Z5,Y5Z1,Y1Z2,Y2Z1,Y2Z5,Y5Z2,Y5Z0,Y0Z5,Y2Z3,Y3Z2,Y3Z1,Y1Z3,Y3Z5,Y5Z3,Y4Z1,Y1Z4,Y0Z1,Y1Z0,Y2Z0,Y0Z2,Y3Z0,Y0Z3,Y5Z4,Y4Z5,standard_y,Y2,X3Y4,X2Y4,Y1,Y0,X5Y2,X5Y1,X4Y5,X4Y0,X3Y2,X0Y5,X0Y2,X0Y1,X5Y4,X4Y1,X2Y1,X2Y0,X1Y3,X1Y0,X3Y1,standard_x,Y5,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1Y4,X1Y2,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.913833434772713,0.913833434772713,0.8392980174596141,0.839298017459614,0.7812095675548225,0.7812095675548225,0.7316242066268129,0.7316242066268128,0.6901326573152673,0.6901326573152672,0.6615809723574217,0.6615809723574216,0.577939025285932,0.577939025285932,0.5764279589751975,0.5764279589751973,0.5530594756959841,0.5530594756959841,0.43939451090100756,0.4393945109010075,0.38354406395527285,0.38354406395527285,0.3810206899957715,0.3810206899957714,0.2307191863104752,0.23071918631047517,0.16603672431413524,0.1660367243141352,0.1550494207938402,0.1550494207938402,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.122502256758253e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0006392676414897921,0.0006392676414897921,0.0005871267604275303,0.6732613337716196,0.0005464912737453539,0.5504904376971,0.7316242066268127,0.7316242066268125,0.690132657315267,0.690132657315267,0.6615809723574215,0.6615809723574215,0.42288964242984073,0.00040429437527785125,0.5764279589751973,0.5764279589751973,0.5530594756959839,0.5530594756959839,0.43939451090100756,0.43939451090100745,0.0002683063453823834,0.0025234671882753386,0.00026654113165928473,0.002523280113304163,0.5504901900966953,0.000161398461105579,0.6732610877846485,0.0001161501660085215,0.4228894630810131,0.00010846405239034511,8.047490625273657e-17,1.1102230246251565e-16,0.0,2.710505431213761e-20,2.4936649967166602e-17,2.710505431213761e-20,0.0,2.4936649967166602e-18,0.0,9.107298248878237e-18,5.551115123125783e-17,0.0,0.0,4.235164736271502e-21,0.0,1.3552527156068805e-20,3.903127820947816e-18,0.0,5.551115123125783e-17,8.470329472543003e-22,2.168404344971009e-18,0.0,1.1102230246251565e-16,0.0,5.421010862427522e-20,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,5.421010862427522e-20,8.326672684688674e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7704895589362195e-18,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00010985961265141085,0.00010985961265141085,0.00010089908246806849,0.6732612943452991,9.391578073797969e-05,0.5504903829115781,3.4414012202034264e-05,3.441401220203426e-05,3.246233992088846e-05,0.02855168568973837,0.0285516841943666,3.1119330728972635e-05,1.9891807728398357e-05,2.3673211399433835e-05,0.5764279589751973,0.5764279589751973,0.11366496528106923,2.6014715440874724e-05,0.11366496418313873,2.0668162593159306e-05,2.74692652449565e-05,1.1869415500424161e-07,2.367321127189693e-05,1.186938951238265e-07,0.5504903755991435,2.7736696289320695e-05,0.6732612870805144,1.9960672837054578e-05,1.9891807479250927e-05,2.7469265173326233e-05,1.1101487768933738e-16,1.1102230246251565e-16,6.776263578034403e-21,0.0,1.045556294267027e-21,5.082197683525802e-21,3.3881317890172014e-21,2.7755575615628914e-17,4.1359030627651384e-25,2.7755575615628914e-17,2.7755575615628914e-17,4.1359030627651384e-25,2.117582368135751e-22,2.5849394142282115e-26,0.0,3.101927297073854e-25,9.926167350636332e-23,3.3881317890172014e-21,0.0,4.52364397489937e-26,2.779326858178173e-22,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,7.623296525288703e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,2.0679515313825692e-25,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7.145034606133359e-09,7.549056027571769e-07,6.562260857854896e-09,0.00521452475847148,6.108081825885402e-09,0.025920288179176798,5.3491010418796325e-08,5.349101041879631e-08,5.0457451828999716e-08,0.028551684957847316,0.0285516849578437,4.8369961470259676e-08,6.304294364103527e-08,1.9878900577800684e-07,0.025954089302871262,0.004464533895165539,0.0008803547435869798,4.025117831767626e-08,0.0008803547435869592,6.304297983568363e-08,1.7865423506971783e-09,4.024995994469977e-08,1.9878900577800422e-07,4.024995994470764e-08,0.02592028817939871,2.329109556659022e-07,0.005214524758467512,7.548729051149534e-07,6.304294364102433e-08,1.7865423506971683e-09,2.1681479189811174e-19,0.0,2.6469779601696886e-23,4.1359030627651384e-25,1.6543612251060553e-24,2.6469779601696886e-23,0.0,2.7755575615628914e-17,0.0,0.0,2.168404344971009e-19,3.1554436208840472e-30,9.926167350636332e-24,9.49877676368399e-31,0.0,3.0814879110195774e-32,3.308722450212111e-24,0.0,1.2924697071141057e-26,4.065126537459977e-31,1.2924697071141057e-26,0.0,3.308722450212111e-24,0.0,8.271806125530277e-25,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,7.940933880509066e-23,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.465190328815662e-32,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,2.5849394142282115e-25,0.0,0.0,0.0,0.0,0.0,0.0
4,2.1546557303690334e-13,1.0264265636835914e-07,1.9789145526903464e-13,1.156512042459946e-06,1.3032029074034778e-13,5.220894088265995e-06,9.216003995826236e-11,4.383342388520755e-08,8.69335004208238e-11,5.747079575388714e-06,5.747079575335437e-06,4.3833406222586795e-08,5.396218250267922e-07,5.869757125996817e-08,5.220894088600661e-06,7.949231356176335e-07,7.949231116030517e-07,6.934903010990684e-11,7.949231116031915e-07,5.396218250268058e-07,1.3032028591747332e-13,6.934903010980359e-11,5.8697571259948594e-08,6.934903010980385e-11,5.220894088266821e-06,5.869757135393671e-08,1.1565120424599297e-06,1.0264265636814045e-07,5.396218250267906e-07,1.3032028591746213e-13,2.978173322617678e-23,0.0,3.308722450212111e-24,4.622231866529366e-33,3.2311742677852644e-27,3.308722450212111e-24,6.462348535570529e-27,3.3881317890172014e-21,3.009265538105056e-36,2.6469779601696886e-23,6.462348535570529e-27,3.944304526105059e-31,2.524354896707238e-28,6.162788120150149e-34,6.018531076210112e-36,0.0,0.0,0.0,0.0,3.459330127456147e-34,1.4444474582904269e-33,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9387045606711586e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,1.4693679385278594e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0
5,1.1570604613547438e-15,1.5443236100064453e-08,1.0626866060381829e-15,4.127792864849789e-08,6.998262058795071e-16,4.848681771702653e-09,8.571410189945102e-12,4.199714572372753e-09,8.570945131536466e-12,5.337354006193636e-09,5.337354005705035e-09,4.199714570802666e-09,5.1701598335266685e-08,8.831420517048113e-09,4.848681771703048e-09,2.8372190781520092e-08,2.8372190781519355e-08,3.3220373089663352e-12,2.8372190781519394e-08,5.17015983352667e-08,6.998262058794846e-16,3.3220373089663288e-12,8.831420517048085e-09,3.3220373089663296e-12,4.8486817717026695e-09,8.831420517048098e-09,4.1277928648497885e-08,1.5443236100064413e-08,5.1701598335266685e-08,6.998262058794843e-16,7.858518643233755e-24,4.1359030627651384e-25,0.0,2.350988701644575e-38,3.0292258760486853e-28,0.0,8.077935669463161e-28,3.308722450212111e-24,1.4693679385278594e-39,8.271806125530277e-25,0.0,0.0,3.697785493223493e-32,9.579671580395266e-37,2.938735877055719e-39,8.96831017167883e-43,1.6543612251060553e-24,4.930380657631324e-32,1.2037062152420224e-35,4.872115529446925e-36,4.984096047486499e-36,0.0,3.308722450212111e-24,0.0,9.860761315262648e-32,0.0,0.0,4.963083675318166e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,2.938735877055719e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0
6,0.029816499926875475,0.09096321571770227,0.023019779308578323,0.028953948403853173,0.012878346370217914,0.002257583092970446,0.030419041452218583,0.3969503964068203,0.009418225684620068,0.059338209299724554,0.05771635120067875,0.39391255684384385,0.10328921444242016,0.08635381565447377,0.005819452286901542,0.08961441264670678,0.09119229619861588,0.05233802593675195,0.015348393739812501,0.10714976556302665,0.01244812730520111,0.04712168600089084,0.01351983105898234,0.046989255325537986,0.002158087741766226,0.012980795284469375,0.028832352020694403,0.08662015102178798,0.10330181371996967,0.019170374587810204,3.9898639947466563e-17,3.469446951953614e-18,8.673617379884035e-19,1.0842021724855044e-19,0.0,8.673617379884035e-19,1.3877787807814457e-17,6.938893903907228e-18,0.0,1.3877787807814457e-17,6.938893903907228e-18,8.673617379884035e-19,0.0,6.564505341220828e-20,8.673617379884035e-19,3.3881317890172014e-21,0.0,0.0,6.776263578034403e-19,1.2366681029912785e-19,0.0,0.0,2.7755575615628914e-17,0.0,2.6020852139652106e-18,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,6.098637220230962e-20,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2.235778264353828e-07,0.0015553384459432204,1.674080793820616e-07,3.977973790260837e-07,9.729310171136743e-08,0.0016661140692219056,0.00047097398631196176,0.001132174322161545,0.0018032573983442276,0.001801772969973177,0.0016588206021607205,0.0011382801690670947,0.002514224207352162,0.0015553373234367838,0.0016661140427723644,8.606329327446929e-08,8.54192633971496e-08,0.00047248327443514984,2.5348865933545674e-07,0.0025142236864359796,9.729108390521776e-08,0.0004724832644487836,0.00017633668878119633,0.0004724815647396425,0.0016661120912186932,0.00017633161863757433,3.9779697023815564e-07,0.00155533843313844,0.0025142236838717087,1.6740637317124726e-07,1.626104735381244e-19,2.168404344971009e-19,2.117582368135751e-22,0.0,1.3552527156068805e-20,4.0657581468206416e-20,4.336808689942018e-19,2.168404344971009e-19,2.5849394142282115e-26,0.0,1.0587911840678754e-22,0.0,0.0,4.6298867300671985e-23,0.0,2.5849394142282115e-26,0.0,0.0,1.137373342260413e-23,4.779715775246161e-23,1.3234889800848443e-23,0.0,0.0,0.0,6.617444900424222e-24,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,7.940933880509066e-23,0.0,0.0,0.0,0.0,0.0,0.0,3.1763735522036263e-22,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0
8,1.2821120381933625e-11,2.4850687413244595e-06,9.600043368946708e-12,1.1808685280319011e-08,5.57926516994341e-12,4.077681677111263e-06,1.1618028200227925e-06,6.458412024244977e-06,4.4273098082920425e-06,4.427251788866751e-06,4.0777059918108496e-06,6.458459529944207e-06,1.025317731405301e-05,2.4850687321873288e-06,4.07768167702765e-06,2.768740871875966e-10,2.768739053084954e-10,1.1616345164587207e-06,1.1788150203875653e-08,1.0253177313883728e-05,5.579265169004343e-12,1.16163451642709e-06,2.8173756206980333e-07,1.1616345164164606e-06,4.0776816770989e-06,2.8173756200383555e-07,1.180868528030835e-08,2.4850687412981053e-06,1.0253177312590563e-05,9.600041032177719e-12,5.293935725500203e-22,4.235164736271502e-22,1.0339757656912846e-25,3.0814879110195774e-33,1.0587911840678754e-22,0.0,8.470329472543003e-22,4.235164736271502e-22,1.9721522630525295e-31,0.0,6.462348535570529e-27,3.877409121342317e-26,0.0,2.811063543537203e-28,7.888609052210118e-31,0.0,1.3877787807814457e-17,1.6155871338926322e-27,1.1233379290347208e-27,2.5439009506952346e-28,0.0,0.0,0.0,0.0,2.0194839173657902e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,1.9721522630525295e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,3.0814879110195774e-33,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,3.944304526105059e-31,0.0,0.0,0.0,0.0,0.0,0.0
9,8.85528330219792e-18,1.1212874757720189e-08,6.630551842365034e-18,1.8032536459367573e-12,3.853483296893901e-18,1.8760280500247488e-08,5.34460635186662e-09,3.44094083468922e-08,2.0368467895768974e-08,2.0368467480253395e-08,1.876027984829227e-08,3.440940875218545e-08,1.9642019348311873e-08,1.1212874757749106e-08,1.8760280500247488e-08,3.785475298521996e-14,3.785475298545533e-14,5.344605755302563e-09,1.8032480884826921e-12,1.9642019348282194e-08,3.853483296893895e-18,5.344605755302563e-09,1.271227659972071e-09,5.344605755302561e-09,1.8760280500247485e-08,1.2712276599720693e-09,1.8032536459367573e-12,1.1212874757720189e-08,1.9642019348282168e-08,6.630550037105962e-18,1.0334708908600833e-25,0.0,0.0,1.1479437019748901e-41,0.0,1.0339757656912846e-25,0.0,0.0,1.88079096131566e-37,0.0,1.5407439555097887e-33,2.0194839173657902e-28,0.0,2.3110791990662198e-33,3.76158192263132e-37,0.0,1.3877787807814457e-17,1.232595164407831e-32,6.58276836460481e-35,4.622261621230121e-33,7.703719777548943e-34,0.0,0.0,0.0,3.851859888774472e-34,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1479437019748901e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88079096131566e-37,0.0,0.0,0.0,0.0,0.0,0.0
