,Y2Z5,Y5Z2,Y5Z1,Y1Z5,Y0Z4,Y4Z0,Y2Z3,Y3Z2,Y5Z0,Y0Z5,Y1Z4,Y4Z1,Y2Z1,Y1Z2,Y3Z1,Y1Z3,Y1Z0,Y0Z1,Y2Z0,Y0Z2,Y2Z4,Y4Z2,Y4Z3,Y3Z4,Y5Z4,Y4Z5,Y3Z5,Y5Z3,Y0Z3,Y3Z0,standard_y,Y1,X4Y2,X4Y0,X3Y5,X3Y2,X3Y1,X2Y1,X1Y2,Y5,Y2,X5Y2,X4Y3,X4Y1,X3Y0,X2Y5,X1Y5,X1Y4,X5Y0,X0Y1,X5Y1,X1Y0,X1Y3,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y4,X2Y3,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0Y3,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8973235316000621,0.897323531600062,0.882481253497545,0.8824812534975449,0.7676272579584664,0.7676272579584663,0.6920224414883533,0.6920224414883531,0.6734553564483234,0.6734553564483232,0.672731114024884,0.6727311140248838,0.670857540712527,0.670857540712527,0.472665488047444,0.4726654880474439,0.45084513414500915,0.45084513414500904,0.4366195682760844,0.4366195682760844,0.3456424258652264,0.34564242586522625,0.3169943908371815,0.3169943908371815,0.2511840930177276,0.2511840930177276,0.08378401217902962,0.08378401217902959,0.04163444585203002,0.04163444585202998,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.938893903907228e-17,6.938893903907228e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,6.938893903907228e-18,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0004175468888678064,0.0004175468888678064,0.0004106404088445244,0.21162378541446264,0.7676272579584664,0.7676272579584664,0.000322015201089089,0.6082384383800814,0.0003133754760392129,0.23683583544224018,0.672731114024884,0.672731114024884,0.0003121666479631236,0.21162361724443057,0.47266548804744396,0.47266548804744396,0.45084513414500904,0.45084513414500904,0.00020316991133331733,0.2368357152615453,0.00016083599114290377,0.09445836004158994,0.31699439083718145,0.3169943908371815,0.00011688218672435249,0.09445829542700923,0.6082383543884908,3.8986778336053373e-05,0.04163444585203007,0.0416344458520299,8.321251673826247e-17,2.7755575615628914e-17,2.710505431213761e-20,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.0,6.776263578034403e-21,2.0328790734103208e-20,2.710505431213761e-20,2.710505431213761e-20,1.3877787807814457e-17,2.7755575615628914e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3552527156068805e-20,2.7755575615628914e-17,0.0,7.517266860010431e-18,1.3552527156068805e-20,6.192574332134322e-18,1.9081958235744878e-17,0.0,0.0,5.551115123125783e-17,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,4.45792353637283e-05,4.45792353637283e-05,4.384186764120108e-05,0.21162371361289806,8.474534095587874e-07,8.474534095587874e-07,3.437983091904581e-05,0.6082384294127183,2.0978531574059267e-05,2.6146452535116654e-07,0.22188597988014966,7.426889423037083e-07,3.3328353876587007e-05,0.21162371169598104,0.47266548804744407,0.47266548804744396,0.22188597987946496,4.977288679538388e-07,4.519764947020335e-06,2.6146452383880774e-07,4.519764946996653e-06,1.0428112819812562e-07,3.4995888244046085e-07,0.2753599449851769,2.097853157403127e-05,1.0428112738501309e-07,0.6082384284553246,4.162408615303252e-06,4.596404404167556e-08,0.2753599449849584,4.163346930256178e-17,1.3877787807814457e-17,3.2311742677852644e-27,1.3877787807814457e-17,0.0,3.3881317890172014e-21,2.0816681711721685e-17,1.6940658945086007e-21,1.4823076576950256e-21,6.776263578034403e-21,6.776263578034403e-21,0.0,1.0587911840678754e-22,2.6469779601696886e-23,0.0,1.3877787807814457e-17,8.470329472543003e-22,1.3234889800848443e-22,1.6155871338926322e-27,1.9564899631849237e-23,1.2705494208814505e-21,7.532811346044045e-24,1.3877787807814457e-17,0.0,0.0,5.293955920339377e-23,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,1.3877787807814457e-17,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0140657185354418e-08,5.39824793717537e-06,5.855707910623152e-06,0.6842864967136717,5.4630333654008496e-08,5.4630333654008496e-08,1.5532621476821997e-08,0.002057427400519801,2.8019826686394936e-06,1.9818093518377337e-08,0.22188597987987602,4.787678503803305e-08,1.5057569841735828e-08,0.6842864966898807,0.0015988383494449814,0.6842879901120289,0.22188597987987319,3.208565074946921e-08,2.0420053330518867e-09,1.981809351670335e-08,2.042005333051843e-09,1.583726984427405e-08,1.5837437367867476e-08,0.0009314325904393713,2.8019826686394792e-06,1.5837269844712475e-08,0.0020574274004620287,5.3982106925932785e-06,1.981801404018412e-08,0.0009314325904393687,1.3877784499092007e-17,1.3877787807814457e-17,9.860761315262648e-32,1.3877787807814457e-17,1.6543612251060553e-24,2.117582368135751e-22,5.421010862427522e-20,1.0339757656912846e-24,6.203854594147708e-25,0.0,0.0,0.0,0.0,3.308722450212111e-24,1.2924697071141057e-26,5.421010862427522e-20,1.0587911840678754e-22,3.308722450212111e-24,1.262177448353619e-29,1.3050739787463073e-24,1.0587911840678754e-22,1.282034248303438e-24,8.131516293641283e-20,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0
4,1.2339946830224712e-09,2.4933963800117474e-05,2.4933963836132146e-05,0.00019783459551253135,9.7830870232793e-10,9.7830870232793e-10,2.9105900716703535e-11,1.6449036875366327e-08,6.207999816381132e-06,2.196845445868259e-10,6.414937303893752e-05,5.73754703495529e-10,2.910582238871628e-11,0.0001978345954787679,1.2782638629588183e-08,0.00019783459580894784,6.414937303893752e-05,2.1968458724334718e-10,1.2511129604657773e-10,2.19684544796071e-10,1.2511129604657773e-10,5.737546543546356e-10,5.737546558114597e-10,7.44676046552293e-09,6.207999816381132e-06,5.737546542234428e-10,1.644903687309902e-08,2.4933963793773946e-05,2.1968454839826759e-10,7.44676046552293e-09,1.694068479448015e-20,1.3552527156068805e-20,4.81482486096809e-35,0.0,0.0,3.101927297073854e-25,1.9058241313221758e-21,0.0,6.310887241768095e-30,3.3881317890172014e-21,2.5849394142282115e-26,6.776263578034403e-21,0.0,1.262177448353619e-29,0.0,0.0,0.0,2.524354896707238e-29,0.0,3.1848268419144895e-30,0.0,3.1345465286710612e-30,6.352747104407253e-22,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62964972193618e-35,1.0339757656912846e-25,4.81482486096809e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,0.0
5,5.508465788783598e-15,1.2738987027276532e-07,1.2738987027274592e-07,1.7702454983248578e-08,3.085386309487611e-08,3.0853863094876106e-08,1.2992661711024899e-16,1.277222349088204e-11,3.171723031178832e-08,6.9284037456704e-09,5.740155719823744e-09,1.8095053922188547e-08,1.2992655737003036e-16,1.770245498413005e-08,1.2772510136099806e-11,1.770245498387795e-08,5.740155719823721e-09,6.9284037456706696e-09,5.584880666949732e-16,6.928403745670572e-09,5.584880666949689e-16,1.8095053922188498e-08,1.809505392218853e-08,3.253465470254748e-12,3.171723031178827e-08,1.8095053922188392e-08,1.277222349088203e-11,1.273898702727653e-07,6.92840374567066e-09,3.2534654702547464e-12,1.7784383095934385e-23,4.1359030627651384e-25,5.877471754111438e-39,0.0,2.407412430484045e-35,0.0,1.0339757656912846e-24,2.407412430484045e-35,0.0,1.3234889800848443e-23,7.395570986446986e-32,6.617444900424222e-24,0.0,2.465190328815662e-32,1.8055593228630336e-35,0.0,0.0,4.930380657631324e-32,3.944304526105059e-31,3.0814879110195774e-33,0.0,3.0814879110195774e-33,2.274746684520826e-24,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,1.9721522630525295e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.407412430484045e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.877471754111438e-39,0.0,2.350988701644575e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,7.346839692639297e-40,0.0,0.0,0.0,0.0,0.0,0.0
6,2.8717742026430492e-18,1.8281423206264608e-10,1.8281423205288168e-10,1.4684284300538659e-08,3.0853863137487965e-08,3.085386313748796e-08,6.77162212752879e-20,4.6402636267501146e-12,4.5516657535134394e-11,6.928403755239269e-09,4.761490911897087e-09,1.8095053947179364e-08,6.772940741262618e-20,1.4684284300539428e-08,4.6401772475668145e-12,1.46842843005727e-08,4.761490911897069e-09,6.928403755239289e-09,2.911592887056299e-19,6.928403755239269e-09,2.9115928870562768e-19,1.8095053947179345e-08,1.809505394717935e-08,1.1821824701187316e-12,4.551665753513432e-11,1.8095053947179345e-08,4.6402636267501146e-12,1.8281423206264608e-10,6.928403755239282e-09,1.1821824701187304e-12,1.654765121817306e-24,4.1359030627651384e-25,5.739718509874451e-42,2.7755575615628914e-17,0.0,4.0389678347315804e-28,5.169878828456423e-26,1.128474576789396e-35,6.018531076210112e-36,0.0,7.222237291452134e-35,0.0,0.0,8.628166150854817e-32,3.009265538105056e-36,0.0,2.0194839173657902e-28,2.465190328815662e-32,7.703719777548943e-34,3.0814879110195774e-33,2.0194839173657902e-28,3.0814879110195774e-33,5.169878828456423e-26,0.0,0.0,1.6543612251060553e-24,0.0,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.739718509874451e-42,0.0,5.739718509874451e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,2.7755575615628914e-17,1.2037062152420224e-35,5.0222536961401444e-42,0.0,0.0,0.0,0.0,0.0,0.0
7,2.6814854788193696e-16,2.1850256087610308e-08,2.1850256087621465e-08,1.4684284300595954e-08,3.0853863137487965e-08,3.085386313748796e-08,6.3247560516657874e-18,3.625105876668192e-12,5.4402253744686445e-09,6.928403755239269e-09,4.7614909119017656e-09,1.8095053947179364e-08,6.324744283270659e-18,1.4684284300490989e-08,3.6250383947944324e-12,1.4684284300511294e-08,4.761490911901747e-09,6.928403755239289e-09,2.718683876375773e-17,6.928403755239275e-09,2.7186838763757534e-17,1.809505394717935e-08,1.8095053947179355e-08,9.235545573349944e-13,5.440225374468635e-09,1.809505394717935e-08,3.625105876668193e-12,2.1850256087610308e-08,6.928403755239282e-09,9.23554557334994e-13,2.4811379439570978e-24,8.271806125530277e-25,1.8367099231598242e-40,0.0,1.2037062152420224e-35,4.0389678347315804e-28,5.169878828456423e-26,5.266214691683848e-36,4.513898307157584e-36,1.6543612251060553e-24,3.0814879110195774e-33,1.6543612251060553e-24,0.0,0.0,3.009265538105056e-36,1.6543612251060553e-24,2.0194839173657902e-28,2.465190328815662e-32,4.930380657631324e-32,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6734198463196485e-40,0.0,7.346839692639297e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2037062152420224e-35,2.0662986635548023e-40,0.0,0.0,0.0,0.0,0.0,0.0
8,5.291252991183705e-18,2.1850256087610305e-08,2.185025608762146e-08,1.4684284338573239e-08,3.0853863137487965e-08,3.0853863137487965e-08,1.2480563676313581e-19,7.153258324836703e-14,5.440225374468645e-09,6.928403755239274e-09,4.761490924204271e-09,1.8095053947179364e-08,1.2480540454273098e-19,1.4684284338468273e-08,7.15312516589119e-14,1.468428433846828e-08,4.761490924204252e-09,6.928403755239287e-09,5.364654841945534e-19,6.928403755239281e-09,5.364654841945494e-19,1.8095053947179358e-08,1.8095053947179358e-08,1.822408655211451e-14,5.440225374468636e-09,1.8095053947179358e-08,7.153258324836703e-14,2.1850256087610305e-08,6.928403755239281e-09,1.8224086552114496e-14,2.4815418377794536e-24,4.1359030627651384e-25,1.4349296274686127e-41,0.0,0.0,0.0,4.0389678347315804e-27,9.4039548065783e-38,9.4039548065783e-38,3.308722450212111e-24,1.2037062152420224e-34,0.0,3.76158192263132e-37,1.232595164407831e-32,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,8.077935669463161e-28,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1479437019748901e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5.176752995508618e-18,2.1867658856941768e-08,2.1867658856939657e-08,2.775579056379314e-09,1.4508419380830086e-09,1.4508419380830086e-09,1.2210285393735596e-19,6.99281693754927e-14,5.444558275007622e-09,3.2579449410532903e-10,9.000026274181114e-10,8.508841509232077e-10,1.2210262678989576e-19,2.7755790564843922e-09,6.992841542596929e-14,2.7755790564843848e-09,9.000026274181114e-10,3.2579449410532934e-10,5.248566516858844e-19,3.2579449410532934e-10,5.248566516858844e-19,8.508841509232077e-10,8.508841509232077e-10,1.781396139734231e-14,5.444558275007622e-09,8.508841509232077e-10,6.992816937549271e-14,2.1867658856941768e-08,3.2579449410532934e-10,1.781396139734231e-14,1.6802043083129474e-24,0.0,1.793662034335766e-43,0.0,0.0,4.0389678347315804e-28,8.077935669463161e-28,3.5264830524668625e-38,9.4039548065783e-38,1.6543612251060553e-24,4.81482486096809e-35,2.5849394142282115e-26,0.0,1.925929944387236e-34,0.0,2.5849394142282115e-26,2.0194839173657902e-28,0.0,1.5407439555097887e-33,2.407412430484045e-35,0.0,2.407412430484045e-35,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.877471754111438e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.587324068671532e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1754943508222875e-38,2.2420775429197073e-43,0.0,0.0,0.0,0.0,0.0,0.0
