,Y4Z1,Y1Z4,Y5Z4,Y4Z5,Y1Z0,Y0Z1,Y4Z0,Y0Z4,Y4Z3,Y3Z4,Y5Z2,Y2Z5,Y3Z0,Y0Z3,Y3Z1,Y1Z3,Y2Z1,Y1Z2,Y2Z0,Y0Z2,Y4Z2,Y2Z4,Y5Z0,Y0Z5,Y5Z3,Y3Z5,Y2Z3,Y3Z2,Y5Z1,Y1Z5,standard_y,Y1,X4Y0,X0Y2,Y4,Y3,Y2,Y0,X5Y3,X5Y2,X5Y1,X5Y0,X4Y2,X4Y1,X3Y4,X3Y2,X2Y4,X2Y3,X2Y1,X4Y5,X1Y2,X0Y5,X1Y5,Y5,X1Y3,X0Y1,X2Y5,X1Y0,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y1,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y4,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9471995219767293,0.9471995219767292,0.9195400200435658,0.9195400200435657,0.8882680764524881,0.888268076452488,0.8597866735427615,0.8597866735427614,0.8431495877420079,0.8431495877420079,0.8250920180563502,0.8250920180563501,0.5886201827742321,0.5886201827742321,0.5837304855736061,0.5837304855736061,0.5157172840235198,0.5157172840235198,0.399994395971013,0.39999439597101294,0.32008415931583384,0.3200841593158338,0.22853920336460062,0.2285392033646006,0.13539117983479798,0.13539117983479798,0.06894367026654055,0.06894367026654051,0.03218138985626773,0.03218138985626769,2.498001805406602e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0013056022250995795,0.001305602225099579,0.8873586607585927,0.0012674768814616086,0.001224372215350193,0.02848221967966093,0.0011851139786744672,0.02848055908336759,0.0011621817286715263,0.25941965669375666,0.8250920180563504,0.8250920180563502,0.5886201827742321,0.5886201827742321,0.25941830120316883,0.0008046032574350072,0.19563342877743473,0.0007108551238901083,0.399994395971013,0.399994395971013,0.000441198059042251,0.1956326347927046,0.22853920336460068,0.22853920336460065,0.13539117983479798,0.13539117983479798,0.06894367026654058,0.0689436702665405,0.8873577566535892,4.435822994869762e-05,4.5102810375396984e-17,0.0,1.0842021724855044e-19,4.163336342344337e-17,0.0,5.551115123125783e-17,0.0,1.0408340855860843e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.0842021724855044e-19,3.8163916471489756e-17,0.0,2.42861286636753e-17,1.0842021724855044e-19,2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.0842021724855044e-19,2.710505431213761e-20,5.421010862427522e-20,5.551115123125783e-17,6.776263578034403e-20,1.1102230246251565e-16,5.421010862427522e-20,4.5157444000494887e-20,0.0,3.110199103199384e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2959746043559335e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,1.2616089934766435e-08,3.459220519207417e-05,0.0003126323651981912,1.2247683114615684e-08,3.358092088069895e-05,0.25702059254137144,1.1451806875381357e-08,0.25702059145551537,1.1230211566426033e-08,0.12402793115365528,0.0002906947206339491,1.0207251302537332,0.5886201827742321,0.5886201827742321,0.12402793023074866,2.2067895685259086e-05,1.0207250911946701,1.9496660716174116e-05,0.39999439597101305,0.39999439597101294,4.263315644623586e-09,1.0207250911870172,8.05184614832144e-05,0.2570206038718962,4.770074165920415e-05,0.12402790665016288,0.06894367026654061,0.06894367026654052,0.0003126323649585775,3.45922028941287e-05,1.8040785502416015e-16,3.3881317890172014e-21,0.0,1.1102230246251565e-16,1.6543612251060553e-24,4.163336342344337e-17,1.1102230246251565e-16,2.7755575615628914e-17,0.0,0.0,8.271806125530277e-25,4.235164736271502e-21,4.1359030627651384e-25,8.470329472543003e-22,8.271806125530277e-25,0.0,0.0,6.938893903907228e-17,3.3881317890172014e-21,0.0,1.6940658945086007e-21,2.710505431213761e-20,4.1359030627651384e-25,0.0,2.541098841762901e-21,6.661089498738646e-22,0.0,5.0537608683114915e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.929230630780102e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0
3,5.653268262880903e-10,3.320362666114679e-05,8.074059031651762e-08,3.5778059842266967e-10,2.0614425137789376e-05,0.14297128585501756,5.131553175030691e-10,0.14297128637192658,5.032256345838945e-10,0.19297116127081904,7.507496330835769e-08,0.003611358518656621,0.5886201827742322,0.5886201827742322,0.1929711609044648,1.3546888281249837e-05,0.003611358517930343,3.3203568658341255e-05,0.0014151930907484833,0.14297539860023106,3.577759677603528e-10,0.00361135851792014,2.0794737958484104e-08,0.14297128643804446,1.2319217294474539e-08,0.19297116116305546,0.0002439249319360978,0.19297081639866187,8.074059029319769e-08,3.320362665758829e-05,8.69902940227743e-19,2.541098841762901e-21,0.0,0.0,1.0339757656912846e-25,4.163336342344337e-17,8.673617379884035e-19,4.163336342344337e-17,3.308722450212111e-24,0.0,1.0097419586828951e-28,4.1359030627651384e-25,0.0,1.164670302474663e-21,5.169878828456423e-26,0.0,6.058451752097371e-28,0.0,3.308722450212111e-24,6.617444900424222e-24,1.6543612251060553e-24,6.617444900424222e-24,5.048709793414476e-29,0.0,8.470329472543003e-22,1.863501660020716e-22,0.0,1.4962541635942345e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.286004318963713e-09,0.0003306794633405869,1.103572839746904e-07,5.243993534094011e-09,7.03902243139303e-05,0.0010558450754899595,1.4574065488954458e-10,0.0010558454541136496,1.4533441849380688e-10,0.0014250922942008568,1.0261343154399036e-07,0.003353943085802906,0.00434695918333602,0.004346959183336021,0.0014250920258550544,7.03809467729924e-05,0.003353943085261329,0.00033067896505213634,0.001087787070927118,0.0010558716484958019,5.243934993292475e-09,0.003353943084321432,1.1584910507289457e-08,0.0010558454551712407,1.158367627503339e-08,0.0014250922924771217,0.0010877450525647381,0.001425090096423541,1.1035728081329252e-07,0.000330679463263827,2.3039378883378225e-19,1.3552527156068805e-20,3.2311742677852644e-27,1.6940658945086007e-21,8.271806125530277e-25,1.0842021724855044e-19,0.0,1.0842021724855044e-19,2.5849394142282115e-26,0.0,4.0389678347315804e-28,4.8467614016778965e-27,0.0,1.2705494208814505e-21,1.2924697071141057e-26,1.6940658945086007e-21,0.0,8.470329472543003e-22,1.3234889800848443e-23,0.0,1.3234889800848443e-23,0.0,1.0097419586828951e-28,0.0,5.293955920339377e-23,1.2145791244237657e-23,0.0,2.466757500449276e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5881867761018131e-22,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2705494208814505e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2.1880500819831377e-12,2.694496523467301e-05,4.610891313824903e-13,1.3847551807032006e-12,5.735340515431095e-06,6.52179229049756e-07,3.8432005216306776e-14,6.521792306025273e-07,3.8432005175379915e-14,8.802457078930814e-07,4.2873416561401473e-13,4.324112973478767e-06,2.685008618152341e-06,2.68500861815234e-06,8.802457067925711e-07,5.735340515142681e-06,4.324112973486792e-06,2.6944965234605468e-05,1.4024350709665623e-06,6.521792306294267e-07,1.3847551806775055e-12,4.324112973478747e-06,4.840155918772744e-14,6.521792306025343e-07,4.8401559185760023e-14,8.802457078930702e-07,1.4024350709458947e-06,8.802457078908154e-07,4.610891312947897e-13,2.6944965234672943e-05,2.0194839173657902e-28,0.0,0.0,1.6155871338926322e-27,2.0194839173657902e-28,0.0,0.0,0.0,4.81482486096809e-35,0.0,9.62964972193618e-35,7.222237291452134e-35,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,3.2311742677852644e-27,6.462348535570529e-27,1.6155871338926322e-27,0.0,4.81482486096809e-35,0.0,1.6155871338926322e-27,1.5149694319358482e-27,0.0,8.985214077549851e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,6.462348535570529e-27,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.480060891344852e-16,1.5037622195846373e-08,3.779621077137913e-15,1.5695581806633557e-16,3.2008162965676217e-09,3.272458988925412e-08,4.356107358720259e-18,3.272458988925414e-08,4.356107358708562e-18,4.416834890865714e-08,3.5144022675091315e-15,1.745244946704468e-07,1.3472647065374587e-07,1.3472647065374585e-07,4.416834890865713e-08,3.200816296567214e-09,1.7452449467044675e-07,1.503762219584631e-08,5.6603348142678596e-08,3.2724589889256343e-08,1.5695581806633084e-16,1.7452449467044675e-07,3.9675529267426255e-16,3.272458988925415e-08,3.967552926742219e-16,4.41683489086571e-08,5.660334814267649e-08,4.416834890865692e-08,3.779621077137913e-15,1.5037622195846373e-08,2.6262984054128176e-23,2.0679515313825692e-25,0.0,3.1554436208840472e-30,0.0,1.9852334701272664e-23,1.3234889800848443e-23,6.617444900424222e-24,0.0,1.6543612251060553e-24,1.4693679385278594e-39,8.816207631167156e-39,1.4693679385278594e-39,4.1359030627651384e-25,0.0,0.0,2.938735877055719e-39,1.5777218104420236e-30,7.395570986446986e-32,0.0,0.0,9.4039548065783e-38,5.510129769479473e-40,3.944304526105059e-31,9.860761315262648e-32,3.957593254642235e-32,0.0,1.7033383341155275e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0,2.938735877055719e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5.618022906740532e-16,2.777098589878113e-08,9.685641718129244e-17,3.5554899360546896e-16,5.911162222250541e-09,4.13982260143741e-10,9.86777306096018e-18,4.1398226014374206e-10,9.867773060960205e-18,5.587514761805123e-10,9.00599307037991e-17,3.646100115976281e-09,1.7043565407901328e-09,1.7043565407901328e-09,5.587514761805115e-10,5.911162222250539e-09,3.64610011597628e-09,2.7770985898781124e-08,1.1825358647642763e-09,4.1398226014374226e-10,3.5554899360546896e-16,3.64610011597628e-09,1.0167235092868948e-17,4.1398226014374226e-10,1.0167235092868948e-17,5.587514761805114e-10,1.1825358647642763e-09,5.587514761805114e-10,9.685641718129242e-17,2.7770985898781124e-08,5.42837326291731e-25,8.271806125530277e-25,9.183549615799121e-41,0.0,4.930380657631324e-32,3.101927297073854e-25,0.0,2.5849394142282115e-26,0.0,0.0,0.0,4.304788882405838e-42,9.183549615799121e-41,0.0,0.0,7.703719777548943e-34,0.0,7.703719777548943e-34,2.311115933264683e-33,0.0,0.0,0.0,5.165746658887006e-41,0.0,1.5407439555097887e-33,3.103305086170839e-35,0.0,1.4508421475589001e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.591774807899561e-41,1.5407439555097887e-33,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
8,5.618022906741011e-16,2.777098589877871e-08,9.683582902237424e-17,3.5554899360549923e-16,5.911162222250026e-09,4.1419937789559587e-10,9.867773060960994e-18,4.14199377895597e-10,9.867773060961018e-18,5.590445198107194e-10,9.004078723123683e-17,3.6453250873973247e-09,1.7052504101563397e-09,1.7052504101563397e-09,5.590445198107188e-10,5.911162222250024e-09,3.645325087397324e-09,2.7770985898778702e-08,1.1822845005499977e-09,4.141993778955972e-10,3.5554899360549923e-16,3.645325087397324e-09,1.0165073907699729e-17,4.141993778955972e-10,1.0165073907699729e-17,5.590445198107187e-10,1.1822845005499977e-09,5.590445198107187e-10,9.683582902237422e-17,2.7770985898778702e-08,5.945361084133194e-25,8.271806125530277e-25,9.183549615799121e-41,7.703719777548943e-34,4.930380657631324e-32,2.5849394142282115e-25,0.0,2.5849394142282115e-26,5.739718509874451e-42,0.0,2.2958874039497803e-41,0.0,9.183549615799121e-41,0.0,2.7550648847397363e-40,0.0,0.0,1.925929944387236e-34,7.703719777548943e-34,0.0,7.703719777548943e-34,0.0,1.7219155529623352e-41,6.162975822039155e-33,1.5407439555097887e-33,6.072133618607608e-34,0.0,2.0309721195767155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2958874039497803e-41,4.622231866529366e-33,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
9,4.742363964284644e-16,4.190349031108329e-09,1.488794474634466e-17,4.431149198249651e-16,8.919320682748579e-10,4.1420112274869796e-10,5.678360961466186e-18,4.1420112274869796e-10,5.6783609614662844e-18,5.590468748373473e-10,1.3843246780183164e-17,5.604477214584264e-10,1.7052575936810528e-09,1.7052575936810523e-09,5.590468748373473e-10,8.919320682748541e-10,5.604477214584262e-10,4.190349031108324e-09,1.8176942757167002e-10,4.142011227486983e-10,4.431149198249651e-16,5.604477214584262e-10,1.5628208150109919e-18,4.142011227486983e-10,1.5628208150109919e-18,5.590468748373466e-10,1.8176942757167e-10,5.590468748373466e-10,1.488794474634466e-17,4.190349031108324e-09,5.169883912911476e-26,1.0339757656912846e-25,0.0,0.0,4.930380657631324e-32,1.0339757656912846e-25,0.0,5.169878828456423e-26,7.174648137343064e-43,0.0,0.0,8.96831017167883e-43,0.0,0.0,9.183549615799121e-41,9.62964972193618e-35,2.2958874039497803e-41,0.0,7.222237291452134e-35,0.0,2.407412430484045e-35,2.8698592549372254e-42,5.739718509874451e-42,1.5407439555097887e-33,5.7777898331617076e-34,4.470640115047324e-34,0.0,3.2998477416283255e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.591774807899561e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8698592549372254e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
