,Y4Z3,Y3Z4,Y0Z3,Y3Z0,Y1Z2,Y2Z1,Y5Z3,Y3Z5,Y5Z4,Y4Z5,Y2Z5,Y5Z2,Y0Z2,Y2Z0,Y0Z1,Y1Z0,Y1Z3,Y3Z1,Y5Z1,Y1Z5,Y4Z1,Y1Z4,Y2Z3,Y3Z2,Y5Z0,Y0Z5,Y0Z4,Y4Z0,Y4Z2,Y2Z4,X4Y3,Y3,standard_y,X5Y3,X1Y3,X1Y2,Y4,Y0,X3Y4,X3Y2,X2Y3,X0Y4,X1Y0,X0Y1,Y1,X5Y1,X4Y0,X3Y5,X2Y5,X2Y4,X1Y4,X0Y5,X4Y1,X1Y5,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y1,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y1,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y3,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8937793635045664,0.8937793635045663,0.809742755495277,0.8097427554952767,0.6931668373027555,0.6931668373027554,0.68881358274658,0.68881358274658,0.6347796855441102,0.6347796855441102,0.6317971572750812,0.6317971572750811,0.5566917301473993,0.5566917301473991,0.49448743597943484,0.4944874359794347,0.4861671727703992,0.4861671727703991,0.405500042895381,0.405500042895381,0.35934487033728135,0.35934487033728135,0.3297995475987595,0.32979954759875946,0.32096747907979223,0.32096747907979223,0.320615569452388,0.3206155694523879,0.1675882811446039,0.1675882811446039,1.6653345369377348e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0003779600305104158,0.0003779600305104159,0.48912721471011933,0.00034242276010103853,0.6931668373027555,0.6931668373027555,0.05403395396008624,0.00029128441915470134,0.05403383561351548,0.00026843464854110874,0.6317971572750812,0.6317971572750813,0.5566917301473993,0.5566917301473991,0.49448743597943484,0.49448743597943473,0.12682233456325492,0.0002055896197166158,0.40550004289538116,0.40550004289538105,0.00015195920123271722,0.1268222589634062,0.1622112814387426,0.0001394651209936015,0.32096747907979234,0.32096747907979223,0.489127113641283,0.00013558141456431133,7.086947231164063e-05,0.1622112369657574,1.3877787807814457e-17,4.0657581468206416e-20,5.549759870410176e-17,0.0,0.0,5.551115123125783e-17,2.710505431213761e-20,0.0,1.3877787807814457e-17,0.0,1.3552527156068805e-20,0.0,9.610577784419921e-19,7.516818217925697e-19,5.551115123125783e-17,1.3877787807814457e-17,1.3552527156068805e-20,1.3552527156068805e-20,0.0,1.3552527156068805e-20,1.3552527156068805e-20,2.7755575615628914e-17,6.776263578034403e-21,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0657581468206416e-20,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,6.920223692530918e-05,6.920223692530916e-05,0.4891271870039129,6.269557376511361e-05,0.000155764422130431,0.000155764422130431,0.05403389910518007,5.3332447242564174e-05,0.05403389513779665,4.9148789945374844e-05,0.00014197378439156151,0.22629712461785978,0.06220430665289857,0.00012509652941363348,0.06220428011248191,0.00011111834203697402,2.8498770795771635e-05,1.2107003655111256e-05,0.22629709842793827,9.112161236859119e-05,1.4847048110491565e-05,2.8498770226263534e-05,3.6451172936721184e-05,1.2107002059991674e-05,0.3209674790797923,0.3209674790797923,0.48912718361573854,2.4824151804298974e-05,1.4847047080398825e-05,3.645117260169768e-05,6.938893903907228e-17,3.3881317890172014e-21,4.163166935754886e-17,0.0,4.1359030627651384e-25,1.214306433183765e-17,1.6940658945086007e-21,1.3877787807814457e-17,4.163336342344337e-17,0.0,0.0,1.6940658945086007e-21,7.99237566777147e-23,1.0668465189710116e-21,6.776263578034403e-21,3.3881317890172014e-21,0.0,0.0,6.776263578034403e-21,8.271806125530277e-25,6.203854594147708e-25,0.0,0.0,3.3881317890172014e-21,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.214306433183765e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.541098841762901e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.2515136532599347e-05,3.332051916724148e-08,0.0008351158944708737,3.018759450791178e-08,3.007090268628089e-05,3.0070902686280882e-05,0.2669331139033463,2.5679297513167857e-08,0.26693311414235954,1.3860519519881182e-05,2.7408568632359094e-05,0.2262971147612738,0.00010620508658442198,1.7113326987709557e-05,0.0001062050848955798,1.595002445733717e-05,1.5949985171404758e-05,5.8294593439465596e-09,0.22629711378518214,1.7591367147104075e-05,4.1870368732397825e-06,1.5949985175034954e-05,1.7113281530874124e-05,5.829459315321841e-09,0.26693366048251754,0.0005480068395184116,0.0008351158940108035,1.2515097883742633e-05,4.187036862413e-06,1.711328153026083e-05,8.131516293641283e-20,8.271806125530277e-25,1.3871859404364289e-17,8.271806125530277e-25,1.5146129380243427e-28,0.0,8.470329472543003e-22,0.0,5.421010862427522e-20,2.0194839173657902e-28,0.0,8.271806125530277e-25,6.630501027625148e-27,1.667482486547514e-25,3.3881317890172014e-21,0.0,2.0679515313825692e-25,8.271806125530277e-25,0.0,2.5849394142282115e-26,5.169878828456423e-26,2.710505431213761e-20,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.6476336569997786e-05,1.8527263417081535e-11,6.757466059241332e-11,2.506755898090616e-12,1.3557468768648687e-06,1.3557468768648683e-06,2.4266010091857547e-05,2.5067557697351546e-12,2.4266010100336306e-05,1.647633657346135e-05,4.641615136035227e-07,2.0571889171520494e-05,8.593744501516782e-12,4.641615053094847e-07,8.593744501239006e-12,7.40003058420797e-08,7.40003058425671e-08,3.2413639201855702e-12,2.0571889171340127e-05,7.400031209054623e-08,2.615557899261883e-06,7.400030570492159e-08,4.6416150530968144e-07,3.241363920153219e-12,2.4266010091896917e-05,4.434279892345843e-11,6.757466057788632e-11,1.647633656998866e-05,2.615557899248134e-06,4.6416150520551936e-07,0.0,2.0194839173657902e-28,3.3550451703602555e-21,4.930380657631324e-32,5.7777898331617076e-34,6.938893903907228e-18,0.0,8.077935669463161e-28,0.0,3.0814879110195774e-33,1.5407439555097887e-33,7.395570986446986e-32,1.949074395005595e-33,3.8229787889607113e-33,3.3087224502121107e-23,3.2311742677852644e-27,0.0,2.465190328815662e-32,0.0,1.6155871338926322e-27,1.6155871338926322e-27,2.6469779601696886e-23,4.0389678347315804e-28,3.2311742677852644e-27,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0
5,1.070071382773838e-07,1.1386038844063943e-15,5.29442348646518e-13,1.540541613376832e-16,4.04355434991445e-08,4.04355434991445e-08,6.56103136596622e-08,1.5405415974455412e-16,6.561031365930443e-08,1.0700713827732279e-07,1.38437515616616e-08,5.562216844450947e-08,4.0566884313544307e-14,1.384375156165979e-08,4.0566884313543196e-14,2.2070806628933238e-09,2.207080662893324e-09,1.9919992887156896e-16,5.562216844450904e-08,2.2070806628946865e-09,1.69869900387042e-08,2.2070806628931513e-09,1.384375156165979e-08,1.9919992887156724e-16,6.561031365965869e-08,5.300367325559671e-13,5.29442348646516e-13,1.070071382773838e-07,1.698699003870412e-08,1.384375156165966e-08,2.0679515313825692e-25,0.0,3.308722450212111e-24,7.52316384526264e-37,7.346839692639297e-40,0.0,0.0,0.0,2.0679515313825692e-25,2.938735877055719e-39,5.877471754111438e-39,0.0,2.9224098531153175e-37,3.2488036545421683e-37,0.0,1.9721522630525295e-31,0.0,0.0,0.0,0.0,5.9164567891575885e-31,0.0,2.9582283945787943e-31,1.9721522630525295e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,7.888609052210118e-31,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504632769052528e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,0.0
6,3.549618857988083e-08,3.776953461577197e-16,5.297936095596549e-13,5.1102528124810946e-17,2.1108515769915287e-08,2.1108515769915284e-08,8.826827950825606e-09,5.110252873269914e-17,8.826827950870766e-09,3.549618857988395e-08,7.226836166064905e-09,7.483081298184924e-09,4.066925106547372e-14,7.2268361660648904e-09,4.066925106547343e-14,1.1521595345727893e-09,1.1521595345727893e-09,6.607819180070295e-17,7.483081298184909e-09,1.1521595345728025e-09,5.6348895179260064e-09,1.1521595345727794e-09,7.226836166064889e-09,6.607819180070276e-17,8.826827950822081e-09,5.298735744952518e-13,5.297936095596542e-13,3.549618857988083e-08,5.6348895179259965e-09,7.226836166064882e-09,0.0,6.162975822039155e-33,1.7577588078381596e-24,0.0,9.183549615799121e-41,0.0,0.0,0.0,0.0,1.4693679385278594e-39,1.1020259538958945e-39,2.256949153578792e-36,2.3127819627031274e-37,1.7353926810728256e-37,1.0339757656912846e-25,1.232595164407831e-32,2.82118644197349e-36,1.504632769052528e-36,0.0,4.930380657631324e-32,9.860761315262648e-32,0.0,2.465190328815662e-32,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,2.524354896707238e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504632769052528e-36,0.0,0.0,0.0,0.0,0.0,0.0
7,1.1496507909852125e-08,1.2232799315844146e-16,5.297936095596548e-13,1.6551089586473302e-17,2.110851576991529e-08,2.110851576991529e-08,8.826827950844938e-09,1.6551090193717553e-17,8.82682795085956e-09,1.1496507909855245e-08,7.226836166064904e-09,7.483081298184924e-09,4.066925106547371e-14,7.226836166064888e-09,4.066925106547342e-14,1.1521595345727844e-09,1.1521595345727856e-09,2.140140895544654e-17,7.483081298184907e-09,1.1521595345727976e-09,1.8250283905359844e-09,1.1521595345727844e-09,7.226836166064889e-09,2.140140895544649e-17,8.826827950841409e-09,5.298735744952517e-13,5.297936095596546e-13,1.1496507909852125e-08,1.825028390535982e-09,7.226836166064889e-09,2.0679515313825692e-25,1.5407439555097887e-33,1.1373607189451856e-24,0.0,4.591774807899561e-41,0.0,4.1359030627651384e-25,1.262177448353619e-29,0.0,0.0,0.0,5.64237288394698e-37,1.2740019334363763e-37,1.1242352453608557e-37,1.0339757656912846e-25,2.465190328815662e-32,3.76158192263132e-37,0.0,0.0,1.232595164407831e-32,0.0,0.0,6.162975822039155e-33,2.465190328815662e-32,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.591774807899561e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,1.504632769052528e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.1496507909799823e-08,1.2232799315904203e-16,5.295184926162176e-13,1.6551089588740402e-17,4.5053421615940804e-10,4.5053421615940794e-10,7.0836533755761105e-09,1.6551090192668158e-17,7.083653375561511e-09,1.149650790979732e-08,1.5424755595706092e-10,6.005277818113574e-09,4.0669251065473556e-14,1.542475559570607e-10,4.0669251065473556e-14,2.4591368642752408e-11,2.459136864275242e-11,2.1401408955709748e-17,6.005277818113574e-09,2.4591368642752576e-11,1.825028390518482e-09,2.4591368642752408e-11,1.542475559570607e-10,2.1401408955709748e-17,7.083653375579636e-09,5.294543196325408e-13,5.295184926162173e-13,1.1496507909799823e-08,1.825028390518482e-09,1.5424755595706066e-10,4.1359030627651384e-25,1.5407439555097887e-33,8.481863991965088e-25,0.0,3.2285916618043785e-42,0.0,4.1359030627651384e-25,3.1554436208840472e-30,2.0679515313825692e-25,0.0,0.0,1.410593220986745e-37,6.048102262918413e-39,6.933210017133755e-39,4.8467614016778965e-27,1.925929944387236e-34,0.0,1.504632769052528e-36,7.703719777548943e-34,1.925929944387236e-34,0.0,0.0,2.8888949165808538e-34,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.174648137343064e-43,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1754943508222875e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,2.350988701644575e-38,0.0,0.0,0.0,0.0,0.0,0.0
9,1.1496507909799823e-08,1.2232799315904203e-16,5.295184926162176e-13,1.6551089588740402e-17,4.5053421615940804e-10,4.5053421615940794e-10,7.0836533755761105e-09,1.6551090192668158e-17,7.083653375561511e-09,1.149650790979732e-08,1.5424755595706092e-10,6.005277818113574e-09,4.0669251065473556e-14,1.542475559570607e-10,4.0669251065473556e-14,2.4591368642752408e-11,2.459136864275242e-11,2.1401408955709748e-17,6.005277818113574e-09,2.4591368642752576e-11,1.825028390518482e-09,2.4591368642752408e-11,1.542475559570607e-10,2.1401408955709748e-17,7.083653375579636e-09,5.294543196325408e-13,5.295184926162173e-13,1.1496507909799823e-08,1.825028390518482e-09,1.5424755595706066e-10,4.1359030627651384e-25,1.5407439555097887e-33,8.481863991965088e-25,0.0,3.2285916618043785e-42,0.0,4.1359030627651384e-25,3.1554436208840472e-30,2.0679515313825692e-25,0.0,0.0,1.410593220986745e-37,6.048102262918413e-39,6.933210017133755e-39,4.8467614016778965e-27,1.925929944387236e-34,0.0,1.504632769052528e-36,7.703719777548943e-34,1.925929944387236e-34,0.0,0.0,2.8888949165808538e-34,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.174648137343064e-43,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1754943508222875e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,2.350988701644575e-38,0.0,0.0,0.0,0.0,0.0,0.0
