,Y3Z2,Y2Z3,Y4Z0,Y0Z4,Y5Z1,Y1Z5,Y4Z3,Y3Z4,Y4Z2,Y2Z4,Y3Z0,Y0Z3,Y1Z0,Y0Z1,Y5Z4,Y4Z5,Y2Z1,Y1Z2,Y5Z2,Y2Z5,Y3Z1,Y1Z3,Y4Z1,Y1Z4,Y2Z0,Y0Z2,Y3Z5,Y5Z3,Y0Z5,Y5Z0,standard_y,Y1,X4Y5,X2Y1,X3Y1,X5Y3,X4Y3,X4Y2,X4Y0,X2Y5,X2Y4,X2Y3,Y4,Y3,X5Y4,X5Y2,X5Y1,X4Y1,X3Y4,X3Y2,X1Y4,X1Y2,X1Y0,X1Y5,X0Y1,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y3,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0Y3,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9667309481655971,0.966730948165597,0.9464854389516257,0.9464854389516255,0.8769244496546276,0.8769244496546276,0.8718372477591567,0.8718372477591567,0.8038946734021047,0.8038946734021046,0.6419693677311351,0.6419693677311351,0.5807571649339568,0.5807571649339567,0.48964788923772384,0.48964788923772384,0.449399615864453,0.449399615864453,0.41903060141150406,0.41903060141150406,0.3534455518676901,0.3534455518676901,0.28791940067269295,0.28791940067269284,0.20572399898108007,0.20572399898108007,0.10460931071959004,0.10460931071959001,0.041206465604977455,0.04120646560497737,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.0408340855860843e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0018551639924272814,0.0018551639924272814,0.946485438951626,0.9464854389516257,0.8769244496546278,0.8769244496546277,0.06794405456565453,0.0016730622644995073,0.06794096904601185,0.001542679951055224,0.0012319440662533784,0.4362457475489737,0.5807571649339567,0.5807571649339566,0.4896478892377238,0.48964788923772373,0.0008624012577070968,0.09595471479488829,0.31442148330869174,0.0008041228895576955,0.0006782646840392751,0.09595323651873691,0.28791940067269295,0.28791940067269284,0.00039478590812887796,0.4362441866939819,0.00020074605751255789,0.3144205191322539,0.0412064656049774,0.041206465604977316,1.387236679695203e-16,0.0,1.1102230246251565e-16,1.0842021724855044e-19,5.421010862427522e-20,0.0,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.3877787807814457e-17,2.7755575615628914e-17,1.0842021724855044e-19,2.7755575615628914e-17,5.421010862427522e-20,5.551115123125783e-17,0.0,1.0842021724855044e-19,4.163336342344337e-17,0.0,1.3552527156068805e-20,1.1599841588684276e-17,1.734723475976807e-17,3.3606991711824927e-18,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,2.7755575615628914e-17,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,5.638315739758363e-05,5.638315739758363e-05,0.0012875735083147108,0.0012875735083147106,0.8769244496546277,0.8769244496546276,9.242726511060877e-05,1.3406739876857314e-05,9.242726123339111e-05,3.488743386511783e-05,1.3406658180900152e-05,0.0005934565469916134,0.29283803067543734,0.0007900465337968476,0.44844146176142574,0.0006661039088810866,2.6210570090654305e-05,0.09595406459790906,0.3144212908698353,2.443934209266866e-05,2.06141907634658e-05,0.09595406323241651,0.0003916778616759631,0.29283722688191494,3.488737937878981e-05,0.0005934565450302666,6.101183832737959e-06,0.3144212899792197,5.605617508814295e-05,0.4484409705575546,2.4982897966086687e-16,1.3877787807814457e-16,0.0,4.235164736271502e-21,5.082197683525802e-21,1.6940658945086007e-21,3.308722450212111e-24,3.308722450212111e-24,2.7755575615628914e-17,3.3881317890172014e-21,9.926167350636332e-24,2.7755575615628914e-17,1.3552527156068805e-19,0.0,5.421010862427522e-20,1.6940658945086007e-21,1.3877787807814457e-17,5.421010862427522e-20,6.617444900424222e-24,0.0,1.6263032587282567e-19,1.6940658945086007e-21,1.042801272891759e-20,2.7755575615628914e-17,1.2731450292449914e-20,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6263032587282567e-19,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.2232245719856835e-06,5.223224571985682e-06,8.607979781315782e-05,8.607979781315782e-05,0.0002234212187171123,0.0002234212187171123,6.179157992170037e-06,1.2419707628253512e-06,6.179157989945559e-06,3.231902087390183e-06,1.2419707289995504e-06,3.9675109192154134e-05,7.460867406473785e-05,4.907039592151922e-05,0.00011425309155058846,1.8346556215862983e-05,1.6408314418266572e-07,2.4447002166050313e-05,8.01076854283205e-05,1.640829918957857e-07,1.3444563757532086e-06,2.444700216306473e-05,1.8346553920667035e-05,7.460867314943471e-05,3.231902064830393e-06,3.967510919102885e-05,1.3444562954292576e-06,8.010768542637321e-05,4.90703940856287e-05,0.00011425309099124028,3.758708703440958e-20,2.371692252312041e-20,0.0,3.877409121342317e-26,3.877409121342317e-26,0.0,2.5849394142282115e-26,6.462348535570529e-27,5.551115123125783e-17,0.0,3.877409121342317e-26,2.7755575615628914e-17,0.0,1.0587911840678754e-22,2.481541837659083e-24,5.169878828456423e-26,2.7755575615628914e-17,8.271806125530277e-25,0.0,0.0,1.6543612251060553e-24,2.5849394142282115e-26,2.147876034448927e-25,5.551115123125783e-17,1.447343393007576e-25,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,2.5849394142282115e-26,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,5.7600564981754657e-08,5.7600564981754643e-08,2.987208125197402e-08,2.987208125197401e-08,2.0929795793182333e-09,2.0929795793182333e-09,2.144339488106919e-09,1.3696178637806692e-08,2.1443394881068256e-09,3.5640701135665146e-08,1.3696178637806647e-08,1.3768365116671438e-08,6.989239048967349e-10,1.7028790583157004e-08,1.0703074165093585e-09,6.366764403610123e-09,1.809471801588883e-09,2.2901619013692322e-10,7.504378980198795e-10,1.809471801588883e-09,1.4826367258919603e-08,2.2901619013691983e-10,6.366764403610123e-09,6.989239048967338e-10,3.564070113566512e-08,1.3768365116671389e-08,1.4826367258919603e-08,7.504378980198774e-10,1.7028790583157004e-08,1.0703074165093577e-09,1.7577588016751838e-24,1.0339757656912846e-25,6.162975822039155e-33,1.0785207688568521e-32,3.0814879110195774e-33,0.0,9.860761315262648e-32,2.465190328815662e-32,5.551115123125783e-17,0.0,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,6.162975822039155e-33,5.551115123125783e-17,1.5407439555097887e-33,1.4791141972893971e-31,0.0,3.0814879110195774e-33,1.5407439555097887e-32,2.703742617711843e-35,5.551115123125783e-17,2.2882480682018778e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,5.551115123125783e-17,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0
5,5.754815896566892e-08,5.754815896566892e-08,2.9923389832945894e-08,2.9923389832945894e-08,1.8077536119666668e-09,1.807753611966667e-09,2.148022626731533e-09,1.3683717611456808e-08,2.1480226267314394e-09,3.560827459336275e-08,1.3683717611456764e-08,1.379201379620201e-08,6.036763215714154e-10,1.705803940158111e-08,9.244486268421992e-10,6.377700020856743e-09,1.807825512036498e-09,1.9780644255197453e-10,6.481701179062679e-10,1.807825512036498e-09,1.4812877966908146e-08,1.9780644255197164e-10,6.377700020856743e-09,6.036763215714145e-10,3.5608274593362724e-08,1.379201379620196e-08,1.4812877966908146e-08,6.481701179062661e-10,1.705803940158111e-08,9.244486268421985e-10,8.013312184107456e-25,7.754818242684634e-26,0.0,1.5407439555097887e-33,1.5407439555097887e-33,0.0,4.930380657631324e-32,3.697785493223493e-32,5.551115123125783e-17,6.162975822039155e-33,1.4791141972893971e-31,0.0,0.0,8.271806125530277e-25,4.622231866529366e-33,6.162975822039155e-33,5.551115123125783e-17,0.0,2.465190328815662e-31,0.0,9.244463733058732e-33,0.0,3.3125559375866683e-34,5.551115123125783e-17,9.17121978208495e-34,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,5.551115123125783e-17,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0
6,2.850360903754036e-08,2.850360903754036e-08,3.466276999727978e-08,3.466276999727977e-08,2.4538639576622238e-08,2.4538639576622238e-08,2.488234610952051e-09,6.777546736286577e-09,2.488234610952025e-09,1.7636782057894905e-08,6.777546736286548e-09,1.5976445338779797e-08,8.194366520925644e-09,1.975975648756676e-08,1.254856387010906e-08,7.387824379816935e-09,8.954161615130135e-10,2.685045665286278e-09,8.79833003920001e-09,8.954161615130011e-10,7.33681997614253e-09,2.685045665286268e-09,7.387824379816922e-09,8.194366520925628e-09,1.7636782057894888e-08,1.5976445338779784e-08,7.336819976142525e-09,8.798330039200003e-09,1.975975648756675e-08,1.2548563870109046e-08,2.895132143935597e-24,4.1359030627651384e-25,9.860761315262648e-32,4.930380657631324e-32,1.232595164407831e-32,2.465190328815662e-32,0.0,1.232595164407831e-32,5.551115123125783e-17,0.0,7.395570986446986e-32,0.0,1.6543612251060553e-24,0.0,7.395570986446986e-32,4.930380657631324e-32,5.551115123125783e-17,4.930380657631324e-32,9.860761315262648e-32,0.0,0.0,4.930380657631324e-32,6.416361343540576e-33,2.7755575615628914e-17,1.7633635205065275e-32,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,0.0,2.465190328815662e-32,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0
7,4.777978359670761e-09,4.777978359670761e-09,2.3801237753816106e-08,2.3801237753816106e-08,2.453863957666976e-08,2.4538639576669764e-08,1.708549650451802e-09,1.1361007511359283e-09,1.7085496504518017e-09,2.956403271454747e-09,1.136100751135926e-09,1.0970247732624562e-08,8.194366520941513e-09,1.3568063433908917e-08,1.2548563870133364e-08,5.072859571270883e-09,1.5009604702948183e-10,2.6850456652914728e-09,8.79833003921705e-09,1.500960470294805e-10,1.2298501227911226e-09,2.6850456652914728e-09,5.072859571270873e-09,8.194366520941506e-09,2.9564032714547453e-09,1.0970247732624562e-08,1.2298501227911216e-09,8.79833003921705e-09,1.3568063433908912e-08,1.2548563870133357e-08,1.0339757656912846e-24,0.0,4.930380657631324e-32,4.622231866529366e-33,6.162975822039155e-33,0.0,6.162975822039155e-33,1.5407439555097887e-33,0.0,1.232595164407831e-32,3.0814879110195774e-33,2.7755575615628914e-17,8.271806125530277e-25,0.0,2.465190328815662e-32,0.0,2.7755575615628914e-17,1.232595164407831e-32,9.244463733058732e-33,2.7755575615628914e-17,2.465190328815662e-32,6.162975822039155e-33,1.750303781712723e-32,5.551115123125783e-17,5.106018333033224e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.7612214153897507e-08,2.7612214153897507e-08,2.659991722510048e-09,2.659991722510047e-09,4.951147731916597e-09,4.951147731916597e-09,1.9094502457001783e-10,6.565592156204469e-09,1.9094502457001587e-10,1.708522603319551e-08,6.565592156204469e-09,1.2260189350021238e-09,1.6533727995755084e-09,1.5163470403509765e-09,2.5319167898570694e-09,5.669354093516806e-10,8.674137642007034e-10,5.417601784428091e-10,1.7752341845282976e-09,8.674137642007034e-10,7.107375214241371e-09,5.417601784428072e-10,5.669354093516806e-10,1.6533727995755084e-09,1.708522603319551e-08,1.2260189350021225e-09,7.107375214241371e-09,1.7752341845282963e-09,1.5163470403509765e-09,2.5319167898570694e-09,5.686866711302065e-25,1.550963648536927e-25,1.5407439555097887e-33,0.0,1.5407439555097887e-33,0.0,0.0,7.703719777548943e-34,5.551115123125783e-17,0.0,0.0,0.0,0.0,4.1359030627651384e-25,1.1555579666323415e-33,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,1.2419919744128082e-34,5.551115123125783e-17,1.6697483993697883e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,3.851859888774472e-34,0.0,0.0,0.0,0.0,0.0,0.0
9,8.635241151756817e-09,8.635241151756818e-09,2.6599917225100463e-09,2.6599917225100463e-09,9.511035149141883e-09,9.511035149141882e-09,1.9094502457001682e-10,2.0532750925700738e-09,1.9094502457001667e-10,5.34310816606831e-09,2.0532750925700738e-09,1.2260189350021227e-09,3.176089194436236e-09,1.5163470403509757e-09,4.8637509698607246e-09,5.669354093516803e-10,2.7126861288553793e-10,1.0407082112212212e-09,3.410181970165314e-09,2.712686128855377e-10,2.222708348882282e-09,1.0407082112212212e-09,5.669354093516803e-10,3.176089194436236e-09,5.34310816606831e-09,1.2260189350021227e-09,2.222708348882282e-09,3.410181970165314e-09,1.5163470403509757e-09,4.8637509698607246e-09,2.0679515313825692e-25,1.0339757656912846e-25,0.0,3.0814879110195774e-33,6.162975822039155e-33,0.0,0.0,3.851859888774472e-34,0.0,0.0,0.0,0.0,1.0339757656912846e-25,2.0679515313825692e-25,7.703719777548943e-34,0.0,0.0,7.703719777548943e-34,1.5407439555097887e-33,0.0,1.5407439555097887e-33,6.162975822039155e-33,6.691220919820739e-34,0.0,3.902878639487563e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,7.703719777548943e-34,3.851859888774472e-34,0.0,0.0,0.0,0.0,0.0,0.0
