,Y0Z3,Y3Z0,Y5Z0,Y0Z5,Y1Z0,Y0Z1,Y4Z3,Y3Z4,Y0Z4,Y4Z0,Y5Z3,Y3Z5,Y2Z0,Y0Z2,Y1Z3,Y3Z1,Y4Z2,Y2Z4,Y4Z5,Y5Z4,Y2Z5,Y5Z2,Y4Z1,Y1Z4,Y2Z1,Y1Z2,Y2Z3,Y3Z2,Y1Z5,Y5Z1,standard_y,X4Y0,X1Y3,Y3,X3Y5,X2Y3,Y1,Y0,X5Y0,X3Y1,X2Y1,X0Y3,X3Y2,Y5,X5Y4,X5Y3,X4Y5,X4Y1,X1Y2,X0Y4,Y2,X1Y0,X0Y1,X0Y5,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y2,X5Y1,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y4,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1Y4,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9971021841193886,0.9971021841193884,0.9355556060695938,0.9355556060695935,0.7601614783097745,0.7601614783097745,0.5680101195136193,0.5680101195136193,0.5392210616440858,0.5392210616440857,0.5291685805367903,0.5291685805367901,0.5138166023032497,0.5138166023032495,0.4939738141647467,0.4939738141647466,0.2766402721949226,0.2766402721949226,0.19478727600848722,0.1947872760084872,0.19380153749016393,0.19380153749016388,0.13950047497386378,0.13950047497386375,0.12832266797844005,0.12832266797844005,0.08480848096926208,0.08480848096926207,0.01286457181823452,0.0128645718182345,1.249000902703301e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5.204170427930421e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0029834351097288102,0.0029834351097288107,0.4063893942809299,0.0027992812438944973,0.26618987534877225,0.002274483477794879,0.028791471616166613,0.0016995463055121374,0.0016134064019075367,0.028786515252764832,0.40638283765077376,0.0015833283160773684,0.42900850096712867,0.0015373935747888534,0.266184261389944,0.001478021855671015,0.2766402721949226,0.2766402721949226,0.1947872760084872,0.19478727600848722,0.1938015374901639,0.1938015374901639,0.13950047497386373,0.13950047497386375,0.12832266797844005,0.12832266797844005,0.4290058213068151,0.00025375593771256703,0.01286457181823451,0.012864571818234541,4.163336342344337e-17,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,1.0842021724855044e-19,2.7755575615628914e-17,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,0.0,4.163336342344337e-17,2.7755575615628914e-17,4.163336342344337e-17,5.421010862427522e-20,2.7755575615628914e-17,6.776263578034403e-20,1.3552527156068805e-20,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.2526065174565133e-19,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,7.806255641895632e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,3.664960107867968e-06,0.003065914751600455,0.21258859220041237,3.438738806861171e-06,0.13786786241425683,2.79405815964971e-06,0.30543064741305703,0.0019088923902842517,1.9819670558571426e-06,0.3054259570200071,0.2125814152303153,0.0017783589444307036,0.00046921318688328436,1.8885901366916297e-06,0.1378615048885959,0.0016600810838831594,0.3054261052633593,0.00030256564474596086,0.1947872760084872,0.19478727600848722,0.00021196366920197884,0.21258823322191678,0.13950047497386375,0.13950047497386373,0.00014034844046517382,0.1378676264533763,0.00046920948961386307,0.003065912576920602,0.012864571818234527,0.012864571818234527,1.3782920117721975e-17,0.0,3.2526065174565133e-19,1.0842021724855044e-19,3.2526065174565133e-19,2.117582368135751e-22,0.0,0.0,2.117582368135751e-22,0.0,2.710505431213761e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,6.938893903907228e-18,1.3877787807814457e-17,4.0657581468206416e-20,0.0,1.3552527156068805e-20,1.852884572118782e-22,1.3234889800848443e-22,6.948317145445432e-23,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0657581468206416e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0657581468206416e-20,1.3552527156068805e-20,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0
3,1.39553922478772e-09,1.9277224913611423e-07,0.407372618810286,2.8514024628513123e-09,0.2773653687875731,2.316833224401574e-09,0.0003791906909745668,1.2002339585485743e-07,1.3955356162144107e-09,0.00037919067603871715,0.4073726032232763,1.1181598326118783e-07,1.263613403712e-05,1.5660190754630512e-09,0.2773653545015856,1.0437915206545474e-07,0.0003791906760880527,1.263613185087721e-05,0.0002418285135160666,0.4073725895068767,3.47042943243139e-06,0.4073726186828255,0.00017318991871032073,0.27736535576199417,2.2978907678846545e-06,0.27736536870195383,1.263613395360634e-05,1.927722490994601e-07,0.012864571818234527,0.012864571818234527,8.534435970015863e-22,2.0194839173657902e-28,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,0.0,0.0,2.0679515313825692e-25,2.0679515313825692e-25,0.0,4.235164736271502e-22,0.0,5.048709793414476e-29,0.0,2.710505431213761e-20,0.0,2.710505431213761e-20,0.0,1.6940658945086007e-21,5.048709793414476e-29,8.470329472543003e-22,1.0612410172470187e-26,1.6984138311553452e-26,4.52364397489937e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0657581468206416e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.5891548755016623e-16,8.950785256784783e-13,0.0007681144638409259,3.2470060030604314e-16,0.264500922190892,2.638270635496061e-16,6.836822886406756e-07,1.3270140277116381e-12,1.5891548754966816e-16,6.836822886394061e-07,0.0007681144638379616,8.950725393434166e-13,5.5118444040220724e-08,1.783288540758239e-16,0.2645009221894699,1.1540466590280942e-12,6.836822886394066e-07,5.5118444040204737e-08,6.836820198234452e-07,0.0007681144638379302,5.5118271864501163e-08,0.0007681144638409173,1.906655414034635e-07,0.26450092218948346,1.3818471189361451e-08,0.26450092219088894,5.511844404020057e-08,8.950785256784707e-13,0.2645004062729125,2.4256564396776147e-05,2.713152409176396e-20,0.0,0.0,0.0,9.860761315262648e-32,1.2037062152420224e-35,0.0,2.465190328815662e-32,1.262177448353619e-29,5.048709793414476e-29,0.0,6.162975822039155e-33,3.009265538105056e-36,2.710505431213761e-20,0.0,1.9721522630525295e-31,0.0,0.0,0.0,5.877471754111438e-39,0.0,3.7955357354415705e-33,1.1170748357611567e-33,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,4.733165431326071e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0
5,4.459784481437706e-24,2.099037848465107e-15,8.811949506032143e-06,9.112357246184008e-24,1.7116208838924862e-05,7.404009884837281e-24,2.845232921966806e-08,1.0755875735002786e-14,4.4597844814376906e-24,2.845232921966606e-08,8.811949506029992e-06,2.0990378529408544e-15,6.070125492008315e-09,5.004598782814967e-24,1.7116208838919153e-05,2.0990378832402673e-15,2.845232921966606e-08,6.070125492008318e-09,2.8452329216890705e-08,8.811949506029992e-06,6.070125488963696e-09,8.811949506032142e-06,2.84523291860748e-08,1.7116208838919157e-05,6.070125470793915e-09,1.7116208838924856e-05,6.070125492008315e-09,2.099037848465107e-15,1.71162088342397e-05,8.811949486378573e-06,8.4661935714523905e-22,0.0,2.407412430484045e-35,1.9721522630525295e-31,0.0,1.4693679385278594e-39,1.6940658945086007e-21,0.0,0.0,7.222237291452134e-35,0.0,4.591774807899561e-41,1.7632415262334313e-38,8.470329472543003e-22,0.0,1.2037062152420224e-35,3.7865323450608567e-29,1.262177448353619e-29,2.524354896707238e-29,1.0947644252537633e-47,4.1359030627651384e-25,2.3739859712619953e-36,2.373985982472383e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2958874039497803e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3.6210197745832665e-28,8.553296580739503e-16,1.76798601775012e-08,7.398568592811889e-28,7.918791325901723e-09,1.007112684963887e-27,1.001668439977472e-08,4.382874427273076e-15,3.621019774583265e-28,1.0016684399773774e-08,1.7679860177495415e-08,8.553296580739576e-16,4.241732970931347e-10,1.006932542756416e-27,7.918791325898182e-09,8.553296580739533e-16,1.0016684399773774e-08,4.241732970931348e-10,1.0016684399773768e-08,1.7679860177495415e-08,4.241732970931339e-10,1.76798601775012e-08,1.0016684399773771e-08,7.918791325898182e-09,4.241732970924488e-10,7.918791325901703e-09,4.241732970931347e-10,8.553296580739503e-16,7.918791325901714e-09,1.7679860177501192e-08,1.6802106192483375e-24,0.0,0.0,0.0,0.0,4.591774807899561e-41,0.0,0.0,1.504632769052528e-36,0.0,0.0,0.0,0.0,1.6543612251060553e-24,2.465190328815662e-32,0.0,0.0,9.244463733058732e-33,3.1554436208840472e-30,3.3409558876152446e-52,2.5849394142282115e-26,1.4179403505730041e-39,1.4179403505730041e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,1.401298464324817e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,3.851859888774472e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4.161292654751715e-27,8.225669855672658e-16,7.231231448080482e-09,8.502470324995977e-27,2.41297173150955e-08,1.1564972473510845e-26,9.620925996126634e-09,4.214992213627838e-15,4.161292654751713e-27,9.620925996125728e-09,7.231231448078109e-09,8.225669855672669e-16,1.188044757484447e-08,1.155867630019096e-26,2.4129717315084687e-08,8.225669855672928e-16,9.620925996125728e-09,1.1880447574844471e-08,9.620925996125728e-09,7.231231448078109e-09,1.1880447574844466e-08,7.231231448080475e-09,9.620925996125705e-09,2.4129717315084687e-08,1.1880447574785866e-08,2.41297173150793e-08,1.1880447574844471e-08,8.22566985567266e-16,2.4129717315095493e-08,7.23123144808045e-09,4.135901583650941e-25,1.0691058840368783e-50,1.1754943508222875e-38,1.4791141972893971e-31,5.877471754111438e-39,1.4693679385278594e-39,0.0,7.174648137343064e-43,4.81482486096809e-35,0.0,0.0,1.1210387714598537e-44,0.0,4.1359030627651384e-25,1.232595164407831e-32,1.1754943508222875e-38,6.162975822039155e-33,6.162975822039155e-33,0.0,0.0,8.271806125530277e-25,7.229983092798669e-39,7.229983092798669e-39,4.81482486096809e-35,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.244463733058732e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70197740328915e-38,0.0,0.0,0.0,0.0,0.0,0.0
8,7.512607262392304e-28,7.801481934534104e-16,1.0303947671179227e-08,6.437851488825737e-27,1.0009394856140443e-08,5.693393143600564e-27,7.067849422281669e-09,3.9976301985588405e-15,7.512607262392302e-28,7.067849422280557e-09,1.0303947671173592e-08,7.8014819345341275e-16,1.5727441730731104e-09,5.689653544837973e-27,1.0009394856132968e-08,7.801481934534147e-16,7.067849422280557e-09,1.5727441730731104e-09,7.067849422280557e-09,1.0303947671173592e-08,1.572744173073113e-09,1.0303947671179227e-08,7.067849422280554e-09,1.0009394856132968e-08,1.5727441730763228e-09,1.0009394856140727e-08,1.5727441730731104e-09,7.801481934534104e-16,1.000939485614044e-08,1.030394767117922e-08,8.271806618568343e-25,0.0,0.0,4.930380657631324e-32,1.1754943508222875e-38,9.183549615799121e-41,0.0,0.0,0.0,5.877471754111438e-39,6.310887241768095e-30,0.0,3.6734198463196485e-40,8.271806125530277e-25,1.232595164407831e-32,0.0,0.0,3.0814879110195774e-33,6.310887241768095e-30,2.6727647100921956e-51,0.0,1.0570164223840895e-39,1.0570164223840895e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,2.350988701644575e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.350988701644575e-38,0.0,0.0,0.0,0.0,0.0,0.0
9,1.1021386410398448e-27,7.801481934534129e-16,4.292411515537604e-10,5.202947424821873e-27,7.610679890386616e-09,5.235504989919342e-27,7.0678494222816665e-09,3.9976301985588405e-15,1.1021386410398448e-27,7.067849422280555e-09,4.292411515535257e-10,7.801481934534129e-16,1.5727441730732662e-09,5.2341049325889924e-27,7.610679890380932e-09,7.801481934534155e-16,7.067849422280555e-09,1.5727441730732664e-09,7.067849422280555e-09,4.292411515535257e-10,1.5727441730732662e-09,4.2924115155376e-10,7.067849422280553e-09,7.610679890380932e-09,1.5727441730757092e-09,7.6106798903869e-09,1.5727441730732664e-09,7.801481934534129e-16,7.610679890386616e-09,4.292411515537602e-10,1.0339752726532188e-25,0.0,0.0,4.930380657631324e-32,3.6734198463196485e-40,2.7550648847397363e-40,0.0,0.0,6.018531076210112e-36,1.1754943508222875e-38,1.262177448353619e-29,2.802596928649634e-45,7.346839692639297e-40,0.0,3.851859888774472e-34,0.0,1.925929944387236e-34,1.5407439555097887e-33,0.0,0.0,1.0339757656912846e-25,1.2476112304123008e-39,1.2476112304123008e-39,6.018531076210112e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851859888774472e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.802596928649634e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4693679385278594e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.851859888774472e-34,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
