,Y5Z2,Y2Z5,Y5Z4,Y4Z5,Y1Z0,Y0Z1,Y3Z1,Y1Z3,Y4Z0,Y0Z4,Y1Z4,Y4Z1,Y3Z0,Y0Z3,Y0Z2,Y2Z0,Y1Z2,Y2Z1,Y1Z5,Y5Z1,Y4Z2,Y2Z4,Y3Z5,Y5Z3,Y5Z0,Y0Z5,Y3Z2,Y2Z3,Y4Z3,Y3Z4,X4Y3,Y0,X3Y1,standard_y,Y1,X3Y2,X3Y0,X2Y1,X1Y5,X1Y4,Y2,X5Y4,X5Y3,X5Y0,X2Y4,X2Y0,X4Y1,standard_x,Y5,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y2,X5Y1,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y3,X1Y2,X1Y0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0Y3,X0Y2,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9938380127773296,0.9938380127773296,0.9500391079535002,0.9500391079535002,0.9056396761745209,0.9056396761745205,0.9049456946664789,0.9049456946664789,0.9046162378132735,0.9046162378132735,0.8721303740697108,0.8721303740697105,0.7665092563626443,0.7665092563626442,0.6862541570267027,0.6862541570267024,0.6357258696059892,0.6357258696059891,0.5729406692492219,0.5729406692492218,0.4115230620409567,0.4115230620409567,0.31913914884928973,0.3191391488492897,0.2598274474889769,0.2598274474889769,0.1693780871255699,0.1693780871255699,0.10324779991117991,0.10324779991117987,2.220446049250313e-16,1.6653345369377348e-16,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0028449860911972866,0.0028449860911972866,0.0027196062270429186,0.5385177320545961,0.9056396761745209,0.9056396761745207,0.9049456946664789,0.9049456946664789,0.9046162378132736,0.9046162378132737,0.8721303740697108,0.8721303740697106,0.7665092563626443,0.7665092563626443,0.42642777413416266,0.0019644886859491867,0.0627875478785592,0.0018198451192151816,0.06278259558386057,0.001640114600306102,0.5385121532974289,0.0011780364331624264,0.14976175572010017,0.0009135758825479701,0.0007437886906254334,0.4264238977342095,0.14975975410820777,0.00048486604037132334,0.10324779991117997,0.10324779991117994,1.1102230246251565e-16,5.551115123125783e-17,2.7755575615628914e-17,2.2215302514227986e-16,5.551115123125783e-17,1.0842021724855044e-19,0.0,3.2526065174565133e-19,5.421010862427522e-20,8.326672684688674e-17,1.0842021724855044e-19,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.6653345369377348e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,2.168404344971009e-19,2.4088227356483213e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,1.1102230246251565e-16,0.0,3.528646614032809e-18,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00029246772054364355,0.00029246772054364355,0.0002795785316703624,0.5385160637317707,0.0005174267795662148,0.0005174267795662148,0.13843656340874783,0.0005170302812388652,0.03248600608730361,0.0005168420498671126,0.0004982816264443434,0.03248571609768004,0.13843629060417972,0.0004379362195158379,0.00024363398674244883,1.4869549364332909e-05,3.587161397228455e-05,1.4869485868650903e-05,3.587158407066951e-05,9.214330853293508e-05,0.5385160047752071,0.00012110344981665049,0.1497610690579057,9.391661236558352e-05,9.214326853446427e-05,0.00024363396333701223,0.14976104790477865,4.984476586201683e-05,0.10324779991117997,0.10324779991117997,0.0,0.0,0.0,3.5575383784680614e-20,5.421010862427522e-20,1.5246593050577406e-20,0.0,1.3234889800848443e-23,4.963083675318166e-24,0.0,5.082197683525802e-21,1.6940658945086007e-21,3.3881317890172014e-21,0.0,1.6940658945086007e-20,0.0,2.710505431213761e-20,0.0,1.3552527156068805e-20,0.0,1.3877787807814457e-17,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0328790734103208e-20,1.734723475976807e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,3.308722450212111e-24,1.2832507914053955e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,1.2832513873544684e-17,0.0,0.0,0.0,0.0,0.0,0.0
3,4.360064532241925e-08,3.724428013616325e-05,4.167914454444303e-08,0.00036938086212660024,0.00031466970037716724,0.00031466970037716724,0.13843648457243823,0.00031442857252141196,2.2282856517652655e-05,0.00046247847178416664,0.0003248417735722274,2.2282782952824178e-05,0.13843638367882738,0.0002663280379397587,0.0004624784327276479,3.23174049622844e-06,0.0003248417076575947,3.2317353924072047e-06,0.0003248417074184259,1.3736583865820084e-08,0.00036938086021636726,3.724425899100056e-05,0.04651328644757405,1.400094649085782e-08,1.3736581660506298e-08,0.00046247843269817926,0.04651328565955315,1.083325075047231e-05,7.082010197046087e-05,0.046513226928348486,6.776263578034403e-21,0.0,0.0,1.3824425559318048e-17,6.776263578034403e-20,0.0,0.0,8.271806125530277e-25,4.0389678347315804e-28,1.3234889800848443e-23,8.470329472543003e-22,1.6940658945086007e-21,8.271806125530277e-25,0.0,0.0,1.6543612251060553e-24,6.617444900424222e-24,0.0,8.271806125530277e-25,0.0,1.5246593050577406e-20,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.481541837659083e-24,1.5246593050577406e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,2.541098841762901e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.6543612251060553e-24,1.2695945016479169e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,1.6543612251060553e-24,1.2695944696593576e-17,0.0,0.0,0.0,0.0,0.0,0.0
4,1.1737248452700415e-09,8.434099567983032e-06,1.1219982438255431e-09,4.3910517979795176e-05,3.716990933896309e-07,0.0002462704008327633,3.209964193498614e-05,3.7141426455079495e-07,1.1067800656877021e-05,0.00235603710316719,3.837147161835472e-07,1.106758688735795e-05,3.209903479178104e-05,0.00024627032126685387,0.002356037100361045,3.185077723200934e-06,3.837147150937538e-07,3.1850515708588064e-06,3.83714715079266e-07,7.11614209615911e-12,4.39105179681502e-05,8.43409950031578e-06,1.0785065902221078e-05,7.116162168751006e-12,7.117092374147631e-12,0.0023560371003533464,1.0785065892851025e-05,3.185051617133673e-06,1.1067587042468145e-05,1.07850657071955e-05,2.0679515313825692e-25,8.131516293641283e-20,1.3552527156068805e-20,8.127545018907462e-20,3.970466940254533e-23,1.0339757656912846e-25,5.293955920339377e-23,4.0389678347315804e-28,0.0,1.6155871338926322e-27,8.470329472543003e-22,1.0587911840678754e-22,0.0,5.048709793414476e-29,2.5849394142282115e-26,2.0679515313825692e-25,1.6155871338926322e-27,0.0,8.077935669463161e-27,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,1.0587911840678754e-22,5.169878828456423e-26,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262177448353619e-29,3.618915179919496e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-20,4.0389678347315804e-28,3.7510686324878124e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,1.3234889800848443e-23,5.293955920339377e-23,8.271806125530277e-25,3.7511036552291838e-22,0.0,0.0,0.0,0.0,0.0,0.0
5,7.141616785641003e-13,4.667924284521178e-07,4.959789338552813e-13,8.178364302894131e-14,1.2080125979916106e-08,1.1447788120192273e-06,3.734081174025786e-07,3.7340811746319616e-07,1.4165883166308527e-12,2.2204125663864693e-07,1.2080126103250104e-08,1.6217975002791116e-12,3.354778189560995e-07,1.14477881201912e-06,2.2204125663834213e-07,4.667924284516385e-07,1.208012610336056e-08,1.7160091047094317e-07,1.2080126103325872e-08,1.8237913774568275e-13,8.178364302892728e-14,4.6679242845161317e-07,3.354778190039153e-07,1.823791377456282e-13,4.959789338779117e-13,2.2204125663834997e-07,3.3547781900388313e-07,1.7160091047091802e-07,1.621797500278971e-12,3.3547781900431935e-07,0.0,0.0,5.551115123125783e-17,8.47858865689405e-23,5.37667398159468e-24,1.8932661725304283e-29,0.0,6.310887241768095e-30,1.2037062152420224e-35,2.407412430484045e-35,2.6469779601696886e-23,0.0,0.0,4.81482486096809e-35,0.0,1.262177448353619e-29,7.222237291452134e-35,0.0,2.524354896707238e-29,0.0,1.0097419586828951e-28,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0587911840678754e-22,3.76158192263132e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2037062152420224e-35,4.81482486096809e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.310887241768095e-30,1.1142660286246792e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,0.0,0.0,1.262177448353619e-29,9.355397297855437e-30,0.0,0.0,0.0,0.0,0.0,0.0
6,6.437757309547764e-17,3.9758046070589965e-09,4.470965184941765e-17,2.652695203841716e-16,3.079909000848084e-10,1.599704473815423e-08,9.520289464917502e-09,9.52028945020514e-09,6.118367992143847e-16,3.3048410732456796e-08,3.07990870161568e-10,5.743202355494359e-16,8.55323116012201e-09,1.5997044738154225e-08,3.3048410732456796e-08,3.9758046070589965e-09,3.0799087016156816e-10,1.4615740291412502e-09,3.079908701615681e-10,1.64404316784303e-17,2.652695203841716e-16,3.9758046070589965e-09,8.553231148416506e-09,1.64404316784303e-17,4.4709651974522986e-17,3.3048410732456796e-08,8.553231148416506e-09,1.4615740291412504e-09,5.743202355494359e-16,8.553231148416507e-09,7.346839692639297e-40,1.6543612251060553e-24,5.551115123125783e-17,1.4992648602523627e-24,5.169878828456423e-26,3.0814879110195774e-33,0.0,1.5407439555097887e-33,0.0,3.6734198463196485e-40,2.0679515313825692e-25,0.0,4.591774807899561e-41,4.591774807899561e-41,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.327042578545982e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2958874039497803e-41,7.346839692639297e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.5407439555097887e-33,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,8.271806125530277e-25,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0
7,6.6851773445683e-17,4.128605289552168e-09,4.6427962002200044e-17,2.697736817154327e-16,3.1151725411594203e-10,1.5963527861794992e-08,9.629291303271608e-09,9.62929125303804e-09,6.145181161357139e-16,3.27277590593323e-08,3.115171519466616e-10,5.743202354423691e-16,8.651160735315838e-09,1.5963527861794992e-08,3.27277590593323e-08,4.128605289552167e-09,3.115171519466618e-10,1.5177461832683813e-09,3.115171519466617e-10,1.7072280958728877e-17,2.697736817154327e-16,4.128605289552167e-09,8.651160695348832e-09,1.7072280958728877e-17,4.6427962147533675e-17,3.27277590593323e-08,8.651160695348832e-09,1.5177461832683813e-09,5.743202354423691e-16,8.651160695348832e-09,0.0,1.6543612251060553e-24,2.7755575615628914e-17,1.7577587539121212e-24,0.0,1.5407439555097887e-33,0.0,7.703719777548943e-34,0.0,0.0,1.0339757656912846e-25,6.162975822039155e-33,9.183549615799121e-41,9.183549615799121e-41,1.8367099231598242e-40,0.0,0.0,0.0,1.5407439555097887e-33,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0222536961401444e-42,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2958874039497803e-41,7.346839692639297e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,8.271806125530277e-25,0.0,1.5407439555097887e-33,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0
8,4.069475999566795e-16,2.513210826915707e-08,2.8262148916902553e-16,8.889011513358968e-16,3.115172541159435e-10,1.1356406056051743e-08,9.629291303271607e-09,9.62929125303804e-09,9.830833296695789e-16,1.1347986528248406e-08,3.1151715194665826e-10,5.743202354423691e-16,8.651160735315837e-09,1.1356406056051743e-08,1.1347986528248414e-08,2.513210826915707e-08,3.1151715194666033e-10,9.238994461284133e-09,3.1151715194665836e-10,1.0392429986390549e-16,8.889011513358964e-16,2.513210826915707e-08,8.651160695348832e-09,1.0392429986390549e-16,2.82621489597852e-16,1.1347986528248414e-08,8.651160695348832e-09,9.238994461284133e-09,5.743202354423691e-16,8.651160695348835e-09,0.0,0.0,0.0,5.169880061051587e-26,5.169878828456423e-26,0.0,7.703719777548943e-34,6.162975822039155e-33,3.6734198463196485e-40,7.346839692639297e-40,8.271806125530277e-25,1.5407439555097887e-33,1.1020259538958945e-39,7.346839692639297e-40,7.346839692639297e-40,6.162975822039155e-33,3.6734198463196485e-40,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.739718509874451e-41,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8367099231598242e-40,7.346839692639297e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,1.232595164407831e-32,2.465190328815662e-32,3.851859888774472e-34,0.0,0.0,0.0,0.0,0.0,0.0
9,4.069475995068001e-16,2.5132108269157078e-08,2.826214884408157e-16,8.926851225484909e-16,3.1239336830539407e-10,1.1540730238154514e-08,9.656374375202636e-09,9.656374375203646e-09,9.464957174523992e-16,1.1092319785227845e-08,3.12393368307443e-10,5.290279269583936e-16,8.675492747510199e-09,1.1540730238154514e-08,1.1092319785227852e-08,2.5132108269157078e-08,3.1239336830744507e-10,9.238994461284136e-09,3.123933683074431e-10,1.0392429968471077e-16,8.926851225484905e-16,2.5132108269157078e-08,8.675492747511e-09,1.0392429968471077e-16,2.82621488147746e-16,1.1092319785227852e-08,8.675492747510996e-09,9.238994461284136e-09,5.290279269583936e-16,8.675492747510998e-09,3.6734198463196485e-40,8.271806125530277e-25,2.7755575615628914e-17,9.435029416600796e-25,1.1632227364026952e-25,2.465190328815662e-32,7.703719777548943e-34,1.232595164407831e-32,9.183549615799121e-41,7.346839692639297e-40,0.0,0.0,3.6734198463196485e-40,1.4693679385278594e-39,1.4693679385278594e-39,6.162975822039155e-33,1.8367099231598242e-40,0.0,6.162975822039155e-33,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,1.7219155529623352e-41,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,7.346839692639297e-40,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8367099231598242e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,3.697785493223493e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.346839692639297e-40,0.0,1.232595164407831e-32,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
