,Y4Z2,Y2Z4,Y5Z0,Y0Z5,Y0Z3,Y3Z0,Y5Z4,Y4Z5,Y3Z1,Y1Z3,Y0Z2,Y2Z0,Y2Z1,Y1Z2,Y4Z0,Y0Z4,Y5Z3,Y3Z5,Y4Z3,Y3Z4,Y1Z0,Y0Z1,Y3Z2,Y2Z3,Y4Z1,Y1Z4,Y5Z1,Y1Z5,Y5Z2,Y2Z5,X2Y3,standard_y,Y5,X5Y3,X5Y2,X3Y0,X2Y5,X2Y4,X1Y2,Y4,Y2,Y1,Y0,X5Y0,X4Y5,X4Y2,X3Y1,X2Y0,X1Y3,X0Y5,X0Y4,X5Y1,X3Y5,X3Y4,X1Y4,X1Y0,X0Y1,standard_x,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y1,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y1,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y3,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.779815799401953,0.779815799401953,0.5867365604164771,0.5867365604164771,0.5641478164727688,0.5641478164727687,0.5530605539011666,0.5530605539011666,0.5178992785551113,0.5178992785551113,0.5021404436247348,0.5021404436247345,0.4872337833364674,0.4872337833364674,0.46096185816572754,0.46096185816572743,0.42235866560204877,0.42235866560204866,0.35218703417241026,0.35218703417241026,0.27981547357298786,0.27981547357298786,0.25510242142972195,0.25510242142972195,0.2022321704841124,0.20223217048411235,0.1103945301629667,0.1103945301629666,0.025409351405574085,0.025409351405574064,2.220446049250313e-16,1.1102230246251565e-16,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.005025356732489524,0.005025356732489524,0.5867365604164771,0.5867365604164771,0.5641478164727688,0.5641478164727687,0.5276517301114325,0.003564080876731532,0.5178992785551113,0.5178992785551113,0.04118815716251647,0.003235937077653568,0.003139874282188244,0.28500581212902315,0.002970570459242504,0.04116815869731053,0.42235866560204866,0.42235866560204877,0.0022695942870497934,0.09708990985067928,0.27981547357298786,0.2798154735729879,0.09707729970840759,0.0016439531899576725,0.0013032421249321996,0.2849914956219788,0.11039453016296664,0.11039453016296662,0.5276397183965271,0.0001637451501394578,4.336808689942018e-19,9.73613550891983e-17,6.938893903907228e-17,5.551115123125783e-17,0.0,0.0,3.2526065174565133e-19,0.0,3.2526065174565133e-19,0.0,2.168404344971009e-19,2.7755575615628914e-17,0.0,0.0,1.0842021724855044e-19,2.7755575615628914e-17,1.3877787807814457e-17,1.0842021724855044e-19,8.326672684688674e-17,6.938893903907228e-18,1.0842021724855044e-19,1.3877787807814457e-17,2.7755575615628914e-17,1.0842021724855044e-19,4.336808689942018e-19,1.9268623121496044e-17,2.0937066269350203e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00036714745993690585,0.0003671474599369058,0.0044962718443406,0.0044962718443406005,0.004323170080712606,0.14180155243903272,0.004043489733095358,4.336764091171833e-05,0.5178992785551113,0.5178992785551113,0.0003155595826006769,0.0002244515738703349,0.00022939602670864364,0.28500163526624667,4.3353622743967846e-05,0.00031555876460905507,0.0032366133363357875,0.14177258599765297,0.00016581425397930815,0.09708464101632058,0.16942418488561684,0.0021442782337340862,0.09708457370892828,0.00012010555072557554,9.521354628581687e-05,0.28500155885102973,0.0008459739024761425,0.169412727287107,0.004043489241783547,0.00022444428085448487,2.710505431213761e-20,1.3213713977167085e-17,4.336808689942018e-19,4.336808689942018e-19,1.0587911840678754e-22,2.168404344971009e-19,1.5881867761018131e-22,0.0,1.3552527156068805e-20,0.0,1.3552527156068805e-20,1.3877787807814457e-17,2.168404344971009e-19,2.7755575615628914e-17,5.293955920339377e-23,2.7755575615628914e-17,6.938893903907228e-18,0.0,6.938893903907228e-18,0.0,5.293955920339377e-23,0.0,1.0842021724855044e-19,2.0328790734103208e-20,3.3881317890172014e-21,3.368001088652759e-20,1.9249573681901528e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0164395367051604e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0
3,0.00011896933286867752,0.00011896933286867749,0.00014643483194076782,0.00014643483194076782,7.096227225648763e-05,2.6119931255604828e-05,0.0001316885982854749,1.4050654149432577e-05,9.540569370195158e-05,9.540569370195158e-05,1.0277150655999322e-05,7.273048345097851e-05,3.541415011094571e-05,5.250205576796087e-05,1.405064933147416e-05,1.0277147858759758e-05,7.785847874630298e-05,2.6119925595800365e-05,2.2877236541411158e-05,1.788460709112483e-05,3.121016697838015e-05,7.096226868250215e-05,1.788460578921553e-05,3.541414818930751e-05,2.2877235106221666e-05,5.2502054289881306e-05,7.785847649021886e-05,3.1210164739659625e-05,0.0001316885966053638,7.273048094441365e-05,8.271806125530277e-25,8.470329472543003e-21,1.3552527156068805e-20,1.6543612251060553e-24,8.271806125530277e-25,1.6543612251060553e-24,2.481541837659083e-24,0.0,4.1359030627651384e-25,1.6940658945086007e-21,1.0164395367051604e-20,3.3881317890172014e-21,0.0,5.204170427930421e-18,2.481541837659083e-24,2.7755575615628914e-17,2.6020852139652106e-18,0.0,8.673617379884035e-19,8.673617379884035e-18,4.1359030627651384e-25,4.1359030627651384e-25,1.6543612251060553e-24,4.1359030627651384e-25,1.0339757656912846e-25,8.169549691727333e-26,4.012006371661554e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,6.203854594147708e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.7160493041436107e-07,2.7160493041436107e-07,1.248405576519876e-07,1.2484055765198763e-07,6.049769290146515e-08,1.9541596185964198e-07,1.1226890364311774e-07,3.207739554092643e-08,7.137766538818752e-07,7.137766538818752e-07,8.761611119608721e-09,1.660424362110242e-07,8.084989102053371e-08,3.927935527159708e-07,3.207739554091844e-08,8.761611119596292e-09,6.637693858382339e-08,1.9541596185961112e-07,5.2228334369016816e-08,1.3380348823855465e-07,2.3349851813290152e-07,6.04976929012946e-08,1.338034882385039e-07,8.084989102028817e-08,5.222833436883341e-08,3.927935527159132e-07,6.637693858371574e-08,2.3349851813288937e-07,1.1226890364311027e-07,1.6604243621102001e-07,0.0,1.3234889800848443e-23,0.0,0.0,1.5777218104420236e-30,0.0,3.1554436208840472e-30,0.0,1.262177448353619e-29,0.0,1.3234889800848443e-23,0.0,0.0,6.938893903907228e-18,3.1554436208840472e-30,2.7755575615628914e-17,5.204170427930421e-18,3.1554436208840472e-30,5.204170427930421e-18,6.938893903907228e-18,3.1554436208840472e-30,6.310887241768095e-30,0.0,6.310887241768095e-30,1.5777218104420236e-30,1.589358640277876e-30,1.5599686483999728e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,1.5777218104420236e-29,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.5802187070923043e-08,1.5802187070923043e-08,1.3636687546802494e-08,1.3636687546802494e-08,6.608334269850846e-09,1.8246354357859585e-09,1.2263450187967765e-08,1.8662879363505603e-09,6.66466630215768e-09,6.664666302157679e-09,9.57055587477275e-10,9.660478676567033e-09,4.703909831900931e-09,3.6675869689120537e-09,1.8662879363505553e-09,9.570555874772706e-10,7.250540920394414e-09,1.8246354357859569e-09,3.0386853023682335e-09,1.2493482300446378e-09,2.18021939627857e-09,6.608334269850845e-09,1.2493482300446361e-09,4.70390983190093e-09,3.0386853023682327e-09,3.6675869689120516e-09,7.2505409203944126e-09,2.180219396278569e-09,1.2263450187967765e-08,9.660478676567028e-09,1.232595164407831e-32,1.5509636485369269e-24,8.271806125530277e-25,1.232595164407831e-32,0.0,0.0,1.232595164407831e-32,0.0,1.8488927466117464e-32,2.0679515313825692e-25,4.1359030627651384e-25,1.0339757656912846e-25,8.271806125530277e-25,0.0,2.465190328815662e-32,0.0,5.204170427930421e-18,0.0,8.673617379884035e-18,3.469446951953614e-18,0.0,3.0814879110195774e-33,0.0,6.162975822039155e-33,2.311115933264683e-33,3.490748024201865e-33,2.6458967243788705e-33,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0
6,1.5802187070923043e-08,1.5802187070923043e-08,1.3636687546802494e-08,1.3636687546802494e-08,6.608334269850846e-09,1.8246354357859585e-09,1.2263450187967765e-08,1.8662879363505603e-09,6.66466630215768e-09,6.664666302157679e-09,9.57055587477275e-10,9.660478676567033e-09,4.703909831900931e-09,3.6675869689120537e-09,1.8662879363505553e-09,9.570555874772706e-10,7.250540920394414e-09,1.8246354357859569e-09,3.0386853023682335e-09,1.2493482300446378e-09,2.18021939627857e-09,6.608334269850845e-09,1.2493482300446361e-09,4.70390983190093e-09,3.0386853023682327e-09,3.6675869689120516e-09,7.2505409203944126e-09,2.180219396278569e-09,1.2263450187967765e-08,9.660478676567028e-09,1.232595164407831e-32,1.5509636485369269e-24,8.271806125530277e-25,1.232595164407831e-32,0.0,0.0,1.232595164407831e-32,0.0,1.8488927466117464e-32,2.0679515313825692e-25,4.1359030627651384e-25,1.0339757656912846e-25,8.271806125530277e-25,0.0,2.465190328815662e-32,0.0,5.204170427930421e-18,0.0,8.673617379884035e-18,3.469446951953614e-18,0.0,3.0814879110195774e-33,0.0,6.162975822039155e-33,2.311115933264683e-33,3.490748024201865e-33,2.6458967243788705e-33,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0
7,1.5802187070923043e-08,1.5802187070923043e-08,1.3636687546802494e-08,1.3636687546802494e-08,6.608334269850846e-09,1.8246354357859585e-09,1.2263450187967765e-08,1.8662879363505603e-09,6.66466630215768e-09,6.664666302157679e-09,9.57055587477275e-10,9.660478676567033e-09,4.703909831900931e-09,3.6675869689120537e-09,1.8662879363505553e-09,9.570555874772706e-10,7.250540920394414e-09,1.8246354357859569e-09,3.0386853023682335e-09,1.2493482300446378e-09,2.18021939627857e-09,6.608334269850845e-09,1.2493482300446361e-09,4.70390983190093e-09,3.0386853023682327e-09,3.6675869689120516e-09,7.2505409203944126e-09,2.180219396278569e-09,1.2263450187967765e-08,9.660478676567028e-09,1.232595164407831e-32,1.5509636485369269e-24,8.271806125530277e-25,1.232595164407831e-32,0.0,0.0,1.232595164407831e-32,0.0,1.8488927466117464e-32,2.0679515313825692e-25,4.1359030627651384e-25,1.0339757656912846e-25,8.271806125530277e-25,0.0,2.465190328815662e-32,0.0,5.204170427930421e-18,0.0,8.673617379884035e-18,3.469446951953614e-18,0.0,3.0814879110195774e-33,0.0,6.162975822039155e-33,2.311115933264683e-33,3.490748024201865e-33,2.6458967243788705e-33,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0
8,1.5802187070923043e-08,1.5802187070923043e-08,1.3636687546802494e-08,1.3636687546802494e-08,6.608334269850846e-09,1.8246354357859585e-09,1.2263450187967765e-08,1.8662879363505603e-09,6.66466630215768e-09,6.664666302157679e-09,9.57055587477275e-10,9.660478676567033e-09,4.703909831900931e-09,3.6675869689120537e-09,1.8662879363505553e-09,9.570555874772706e-10,7.250540920394414e-09,1.8246354357859569e-09,3.0386853023682335e-09,1.2493482300446378e-09,2.18021939627857e-09,6.608334269850845e-09,1.2493482300446361e-09,4.70390983190093e-09,3.0386853023682327e-09,3.6675869689120516e-09,7.2505409203944126e-09,2.180219396278569e-09,1.2263450187967765e-08,9.660478676567028e-09,1.232595164407831e-32,1.5509636485369269e-24,8.271806125530277e-25,1.232595164407831e-32,0.0,0.0,1.232595164407831e-32,0.0,1.8488927466117464e-32,2.0679515313825692e-25,4.1359030627651384e-25,1.0339757656912846e-25,8.271806125530277e-25,0.0,2.465190328815662e-32,0.0,5.204170427930421e-18,0.0,8.673617379884035e-18,3.469446951953614e-18,0.0,3.0814879110195774e-33,0.0,6.162975822039155e-33,2.311115933264683e-33,3.490748024201865e-33,2.6458967243788705e-33,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0
9,1.5802187070923043e-08,1.5802187070923043e-08,1.3636687546802494e-08,1.3636687546802494e-08,6.608334269850846e-09,1.8246354357859585e-09,1.2263450187967765e-08,1.8662879363505603e-09,6.66466630215768e-09,6.664666302157679e-09,9.57055587477275e-10,9.660478676567033e-09,4.703909831900931e-09,3.6675869689120537e-09,1.8662879363505553e-09,9.570555874772706e-10,7.250540920394414e-09,1.8246354357859569e-09,3.0386853023682335e-09,1.2493482300446378e-09,2.18021939627857e-09,6.608334269850845e-09,1.2493482300446361e-09,4.70390983190093e-09,3.0386853023682327e-09,3.6675869689120516e-09,7.2505409203944126e-09,2.180219396278569e-09,1.2263450187967765e-08,9.660478676567028e-09,1.232595164407831e-32,1.5509636485369269e-24,8.271806125530277e-25,1.232595164407831e-32,0.0,0.0,1.232595164407831e-32,0.0,1.8488927466117464e-32,2.0679515313825692e-25,4.1359030627651384e-25,1.0339757656912846e-25,8.271806125530277e-25,0.0,2.465190328815662e-32,0.0,5.204170427930421e-18,0.0,8.673617379884035e-18,3.469446951953614e-18,0.0,3.0814879110195774e-33,0.0,6.162975822039155e-33,2.311115933264683e-33,3.490748024201865e-33,2.6458967243788705e-33,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0
