,Y5Z2,Y2Z5,Y3Z0,Y0Z3,Y5Z1,Y1Z5,Y3Z5,Y5Z3,Y3Z2,Y2Z3,Y1Z0,Y0Z1,Y4Z1,Y1Z4,Y1Z3,Y3Z1,Y5Z4,Y4Z5,Y4Z0,Y0Z4,Y4Z2,Y2Z4,Y4Z3,Y3Z4,Y2Z1,Y1Z2,Y0Z2,Y2Z0,Y0Z5,Y5Z0,standard_y,X5Y4,X5Y3,X5Y0,X4Y3,X2Y3,X1Y3,X0Y4,X1Y4,Y5,Y4,Y1,Y0,X5Y1,X4Y1,X3Y0,X2Y5,X2Y0,X0Y5,X0Y3,X0Y1,X3Y1,X2Y1,X4Y2,X1Y2,X3Y2,X0Y2,X1Y5,X5Y2,X1Y0,standard_x,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y4,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8637801669945346,0.8637801669945346,0.8377419709538758,0.8377419709538758,0.821377968203548,0.821377968203548,0.8196446032004606,0.8196446032004605,0.8171021370471873,0.8171021370471871,0.7915259359614659,0.7915259359614659,0.6315916054226252,0.6315916054226252,0.5022333095999483,0.502233309599948,0.46043640375370687,0.46043640375370687,0.31747977244224945,0.3174797724422494,0.1026215321064795,0.1026215321064795,0.09579963227952204,0.09579963227952204,0.06968006273885705,0.06968006273885696,0.031033736141028605,0.031033736141028525,0.012018149857676123,0.012018149857676103,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.9081958235744878e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00013877710016196117,0.00013877710016196117,0.837741970953876,0.8377419709538758,0.00013196465596197602,0.7516979063639975,0.002542476698975844,0.00013168616916887487,0.0025424555747571597,0.0001312776901443577,0.7915259359614659,0.7915259359614659,0.6315916054226252,0.631591605422625,0.5022333095999483,0.5022333095999483,7.397487388981192e-05,0.35781487297168374,0.31747977244224945,0.31747977244224934,0.3578148657047324,1.64874341691211e-05,0.09579963227952205,0.09579963227952201,1.11949746191189e-05,0.7516978948638037,0.019015586438461404,4.985958318339857e-06,0.019015585882824076,1.9308662670078708e-06,1.6653175962787897e-16,0.0,0.0,0.0,0.0,2.0328790734103208e-20,2.7755575615628914e-17,0.0,4.163336342344337e-17,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,6.776263578034403e-21,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,0.0,0.0,4.570263682937342e-17,8.326672684688674e-17,0.0,5.082197683525802e-21,3.3881317890172014e-21,5.929230630780102e-21,3.3881317890172014e-21,1.0587911840678754e-21,0.0,2.65572436634155e-17,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.4091479632284778e-06,2.4091479632284778e-06,4.003089906330241e-05,4.003089906330241e-05,2.29088503620487e-06,0.7516979054649621,1.2148992125210418e-07,2.2525310252528345e-06,1.21489920947906e-07,2.192403992876903e-06,0.28929262693490176,3.782249898782253e-05,0.6315916054226252,0.6315916054226252,0.2892926254578573,2.39988583834852e-05,1.2841918194985678e-06,0.3578148716476265,0.22168014027209884,1.5170543157584775e-05,0.35781487164543657,2.862191845848149e-07,0.22168013980027068,4.577716699231939e-06,1.9434294469742323e-07,0.7516979054614963,9.086461482567686e-07,2.1924039901762682e-06,9.086461482487662e-07,2.2525310226046537e-06,8.326492690187383e-17,1.0587911840678754e-22,0.0,0.0,3.3881317890172014e-21,1.2924697071141057e-26,1.6940658945086007e-21,1.6940658945086007e-21,1.3877787807814457e-17,0.0,0.0,8.326672684688674e-17,0.0,1.0587911840678754e-22,1.3877787807814457e-17,0.0,0.0,0.0,6.462348535570529e-27,0.0,6.109513653221956e-23,6.776263578034403e-21,0.0,0.0,1.0587911840678754e-22,1.6155871338926322e-27,8.077935669463161e-28,2.117582368135751e-22,1.1102230246251565e-16,1.2374248015990828e-21,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1763735522036263e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7.814276127176746e-13,5.8914043783761046e-08,2.1217635140791545e-06,2.1217635140791545e-06,7.430680274423231e-13,9.16611465566428e-06,1.2655756027815616e-06,7.306275780758034e-13,1.2655756027815694e-06,5.8318174169146784e-08,3.5275998017360965e-06,2.0528724692927204e-06,0.2737767338019995,7.701552749811125e-06,3.5275998016854973e-06,1.2655756028766086e-06,4.165385285983254e-13,0.2737767337284417,0.22168014016303472,8.040864860323505e-07,0.27377673372844147,7.613460070383952e-09,0.22168014016170923,2.426333781527591e-07,5.8914043778612396e-08,9.166114655664252e-06,2.0528724691472544e-06,5.831817416894496e-08,2.0528724691472595e-06,7.306275780733905e-13,2.7755042911263942e-17,5.048709793414476e-29,1.925929944387236e-34,3.851859888774472e-34,1.0587911840678754e-22,1.262177448353619e-29,0.0,5.293955920339377e-23,1.0587911840678754e-22,5.048709793414476e-29,2.7755575615628914e-17,3.1763735522036263e-22,0.0,6.617444900424222e-24,0.0,0.0,0.0,2.524354896707238e-29,1.925929944387236e-34,0.0,2.498168437265834e-28,0.0,1.262177448353619e-29,3.308722450212111e-24,7.573064690121713e-29,0.0,1.262177448353619e-29,6.617444900424222e-24,1.6940658945086007e-21,8.117625430299749e-28,0.0,0.0,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.166435759873165e-14,1.7018995936207448e-08,1.0711231487898746e-06,1.0711231487898749e-06,4.874100778311814e-15,1.0489071705717124e-10,5.164086829200398e-07,1.0906066285714222e-14,5.1640868292004e-07,1.4918893899246518e-08,4.036742792265215e-11,6.304206770667242e-07,5.369192089573273e-05,8.813127707082769e-11,4.036742792250459e-11,5.164086829201719e-07,4.8741004454395975e-15,5.369192089568361e-05,4.347495999984039e-05,6.304206493308892e-07,5.3691920895683614e-05,1.7018995683826417e-08,4.347495999977414e-05,5.164086682782271e-07,1.7018995936203457e-08,1.0489071705717124e-10,6.304206770665767e-07,1.4918893899233356e-08,6.304206770665769e-07,1.0906066285705041e-14,3.3881301726412066e-21,0.0,2.256949153578792e-36,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,7.888609052210118e-31,3.3881317890172014e-21,1.6155871338926322e-27,0.0,4.0389678347315804e-28,3.308722450212111e-24,0.0,2.6469779601696886e-23,1.5777218104420236e-30,7.52316384526264e-37,6.938893903907228e-18,2.8668048257065605e-33,1.232595164407831e-32,4.81482486096809e-35,0.0,0.0,1.5777218104420236e-30,0.0,4.0389678347315804e-28,2.6469779601696886e-23,1.4453843844699779e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3.568644008458854e-15,5.39019895406666e-08,3.5180858502435874e-07,3.5180858502435874e-07,1.4912034600750885e-15,9.319908848694184e-12,1.6961355695560945e-07,3.3366491020357412e-15,1.6961355695561037e-07,4.725061714328984e-08,1.948348492613956e-12,2.0706060164344687e-07,2.290978395982082e-08,9.32059963400737e-12,1.948348492613187e-12,1.6961355695560984e-07,1.4912034434778485e-15,2.2909783960279004e-08,1.8550313057303815e-08,2.0706060164344523e-07,2.290978396030328e-08,5.390198954100745e-08,1.855031305730076e-08,1.69613556955609e-07,5.3901989540666485e-08,9.319908848694181e-12,2.0706060164344608e-07,4.725061714328535e-08,2.0706060164344642e-07,3.3366491020354383e-15,6.617444801816608e-24,1.2037062152420224e-35,4.70197740328915e-38,0.0,3.1554436208840472e-30,0.0,0.0,1.5777218104420236e-30,0.0,9.860761315262648e-32,0.0,0.0,2.6469779601696886e-23,2.0194839173657902e-28,8.271806125530277e-25,0.0,1.6543612251060553e-24,0.0,9.4039548065783e-38,0.0,5.522269274127857e-37,9.62964972193618e-35,4.81482486096809e-35,4.0389678347315804e-28,0.0,1.5777218104420236e-30,0.0,2.0194839173657902e-28,1.6543612251060553e-24,3.2679392258516022e-37,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7.757434892449633e-16,1.8544785713320044e-08,5.193259787574704e-09,5.193259787574704e-09,3.2415432078328944e-16,5.889191112962541e-12,2.5037685328346758e-09,7.253129790916897e-16,2.5037685328346774e-09,1.625640495299477e-08,1.231575691273255e-12,3.0565470596218725e-09,2.5473979442220813e-09,5.889239643687313e-12,1.231575691273255e-12,2.503768532834678e-09,3.2415431717489545e-16,2.5473979444050044e-09,2.0626571350740965e-09,3.0565470596218716e-09,2.547397944407878e-09,1.8544785713333074e-08,2.0626571350740965e-09,2.503768532834678e-09,1.8544785713320028e-08,5.889191112962541e-12,3.0565470596218683e-09,1.625640495299477e-08,3.056547059621869e-09,7.253129790916897e-16,1.4475660719677984e-24,0.0,1.8367099231598242e-40,1.8367099231598242e-40,0.0,1.232595164407831e-32,0.0,1.5407439555097887e-33,4.1359030627651384e-25,0.0,0.0,0.0,2.0679515313825692e-25,1.0097419586828951e-28,0.0,0.0,0.0,6.162975822039155e-33,0.0,6.938893903907228e-18,1.880112957066681e-37,0.0,3.009265538105056e-36,4.0389678347315804e-28,3.009265538105056e-36,1.232595164407831e-32,0.0,1.0097419586828951e-28,1.6543612251060553e-24,5.641971103651289e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622231866529366e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7.757434892449633e-16,1.8544785713320044e-08,5.193259787574704e-09,5.193259787574704e-09,3.2415432078328944e-16,5.889191112962541e-12,2.5037685328346758e-09,7.253129790916897e-16,2.5037685328346774e-09,1.625640495299477e-08,1.231575691273255e-12,3.0565470596218725e-09,2.5473979442220813e-09,5.889239643687313e-12,1.231575691273255e-12,2.503768532834678e-09,3.2415431717489545e-16,2.5473979444050044e-09,2.0626571350740965e-09,3.0565470596218716e-09,2.547397944407878e-09,1.8544785713333074e-08,2.0626571350740965e-09,2.503768532834678e-09,1.8544785713320028e-08,5.889191112962541e-12,3.0565470596218683e-09,1.625640495299477e-08,3.056547059621869e-09,7.253129790916897e-16,1.4475660719677984e-24,0.0,1.8367099231598242e-40,1.8367099231598242e-40,0.0,1.232595164407831e-32,0.0,1.5407439555097887e-33,4.1359030627651384e-25,0.0,0.0,0.0,2.0679515313825692e-25,1.0097419586828951e-28,0.0,0.0,0.0,6.162975822039155e-33,0.0,6.938893903907228e-18,1.880112957066681e-37,0.0,3.009265538105056e-36,4.0389678347315804e-28,3.009265538105056e-36,1.232595164407831e-32,0.0,1.0097419586828951e-28,1.6543612251060553e-24,5.641971103651289e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622231866529366e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.757434892449633e-16,1.8544785713320044e-08,5.193259787574704e-09,5.193259787574704e-09,3.2415432078328944e-16,5.889191112962541e-12,2.5037685328346758e-09,7.253129790916897e-16,2.5037685328346774e-09,1.625640495299477e-08,1.231575691273255e-12,3.0565470596218725e-09,2.5473979442220813e-09,5.889239643687313e-12,1.231575691273255e-12,2.503768532834678e-09,3.2415431717489545e-16,2.5473979444050044e-09,2.0626571350740965e-09,3.0565470596218716e-09,2.547397944407878e-09,1.8544785713333074e-08,2.0626571350740965e-09,2.503768532834678e-09,1.8544785713320028e-08,5.889191112962541e-12,3.0565470596218683e-09,1.625640495299477e-08,3.056547059621869e-09,7.253129790916897e-16,1.4475660719677984e-24,0.0,1.8367099231598242e-40,1.8367099231598242e-40,0.0,1.232595164407831e-32,0.0,1.5407439555097887e-33,4.1359030627651384e-25,0.0,0.0,0.0,2.0679515313825692e-25,1.0097419586828951e-28,0.0,0.0,0.0,6.162975822039155e-33,0.0,6.938893903907228e-18,1.880112957066681e-37,0.0,3.009265538105056e-36,4.0389678347315804e-28,3.009265538105056e-36,1.232595164407831e-32,0.0,1.0097419586828951e-28,1.6543612251060553e-24,5.641971103651289e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622231866529366e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7.757434892449633e-16,1.8544785713320044e-08,5.193259787574704e-09,5.193259787574704e-09,3.2415432078328944e-16,5.889191112962541e-12,2.5037685328346758e-09,7.253129790916897e-16,2.5037685328346774e-09,1.625640495299477e-08,1.231575691273255e-12,3.0565470596218725e-09,2.5473979442220813e-09,5.889239643687313e-12,1.231575691273255e-12,2.503768532834678e-09,3.2415431717489545e-16,2.5473979444050044e-09,2.0626571350740965e-09,3.0565470596218716e-09,2.547397944407878e-09,1.8544785713333074e-08,2.0626571350740965e-09,2.503768532834678e-09,1.8544785713320028e-08,5.889191112962541e-12,3.0565470596218683e-09,1.625640495299477e-08,3.056547059621869e-09,7.253129790916897e-16,1.4475660719677984e-24,0.0,1.8367099231598242e-40,1.8367099231598242e-40,0.0,1.232595164407831e-32,0.0,1.5407439555097887e-33,4.1359030627651384e-25,0.0,0.0,0.0,2.0679515313825692e-25,1.0097419586828951e-28,0.0,0.0,0.0,6.162975822039155e-33,0.0,6.938893903907228e-18,1.880112957066681e-37,0.0,3.009265538105056e-36,4.0389678347315804e-28,3.009265538105056e-36,1.232595164407831e-32,0.0,1.0097419586828951e-28,1.6543612251060553e-24,5.641971103651289e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622231866529366e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
