,Y5Z2,Y2Z5,Y5Z4,Y4Z5,Y5Z3,Y3Z5,Y5Z0,Y0Z5,Y4Z3,Y3Z4,Y3Z0,Y0Z3,Y2Z0,Y0Z2,Y4Z1,Y1Z4,Y2Z1,Y1Z2,Y1Z0,Y0Z1,Y4Z0,Y0Z4,Y4Z2,Y2Z4,Y3Z2,Y2Z3,Y3Z1,Y1Z3,Y5Z1,Y1Z5,X0Y2,Y0,X4Y2,X0Y4,standard_y,X5Y0,X4Y0,X3Y4,X2Y0,X1Y3,X1Y2,X5Y1,X4Y1,Y4,Y3,Y1,X5Y3,X5Y2,X4Y3,X3Y5,X3Y0,X2Y4,X2Y1,X0Y3,Y5,X1Y4,X0Y5,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y2,X3Y1,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1Y0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9655730932373157,0.9655730932373155,0.9174037785508573,0.9174037785508573,0.5466877744282466,0.5466877744282466,0.512444364924409,0.5124443649244088,0.4815527776171085,0.4815527776171084,0.4536708635895742,0.4536708635895742,0.4301862459900981,0.430186245990098,0.4185326073961467,0.4185326073961466,0.3924154014554718,0.3924154014554718,0.35184625582788254,0.35184625582788254,0.3434697408782532,0.3434697408782532,0.26380664067454207,0.26380664067454207,0.10245584696998081,0.10245584696998078,0.04090872254284264,0.04090872254284261,0.023659862260269657,0.023659862260269636,1.3877787807814457e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,5.204170427930421e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001818951496610024,0.001818951496610024,0.0017282098969804683,0.6535976059648894,0.0010298532057689208,0.44423210925206436,0.000965345297043748,0.082258882240594,0.4815527776171086,0.4815527776171086,0.4536708635895742,0.4536708635895743,0.0008103870348553916,0.08225720967231773,0.4185326073961467,0.4185326073961467,0.0007392341261054818,0.3687555811763712,0.35184625582788265,0.35184625582788276,0.3434697408782532,0.3434697408782533,0.6535955100695812,0.0004969602894192131,0.4442309574360557,0.00019300684483415962,0.0409087225428426,0.04090872254284264,4.457056868021825e-05,0.36875484290808414,0.0,2.7755575615628914e-17,5.421010862427522e-20,5.551115123125783e-17,4.166046847775551e-17,0.0,0.0,2.7755575615628914e-17,5.421010862427522e-20,4.163336342344337e-17,0.0,2.710505431213761e-20,2.7755575615628914e-17,2.7755575615628914e-17,4.163336342344337e-17,2.7755575615628914e-17,2.710505431213761e-20,0.0,4.163336342344337e-17,2.710505431213761e-20,0.0,0.0,2.710505431213761e-20,3.469446951953614e-18,2.710505431213761e-20,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6263032587282567e-19,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,8.131516293641283e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0803680249101986e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2906968936252821e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,8.981144023149231e-09,2.066759818258834e-05,8.53310383258741e-09,0.00020642355324809448,5.0849404071245196e-09,0.03732082609777708,4.766430089519768e-09,0.26121160462740667,0.00015208731748397604,0.03732087226972869,0.4536708635895743,0.4536708635895742,1.2669337892459018e-05,0.26121160488724815,0.00013218385293805977,0.7872881280301071,1.1556955531671656e-05,0.787288125546494,0.35184625582788254,0.35184625582788265,0.00010847698103950049,0.2612116258598661,0.0002064235530863084,2.066759637686306e-05,0.037320826170457115,3.017408753581206e-06,0.04090872254284264,0.04090872254284261,2.2006892281443633e-10,0.7872881255475597,1.6940658945086007e-21,8.326672684688674e-17,4.1359030627651384e-25,0.0,5.5496751671154504e-17,0.0,6.776263578034403e-21,0.0,1.6940658945086007e-21,2.7755575615628914e-17,1.2705494208814505e-21,2.0679515313825692e-25,6.776263578034403e-21,1.3552527156068805e-20,0.0,2.7755575615628914e-17,2.0679515313825692e-25,0.0,0.0,0.0,0.0,4.1359030627651384e-25,2.117582368135751e-21,6.938893903907228e-18,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,6.63299433243513e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.378332025215496e-18,0.0,0.0,0.0,0.0,0.0,0.0
3,1.117112410448974e-09,1.3053232383172924e-05,1.0340103887148567e-09,2.395935519584628e-07,6.32486242348234e-10,0.0035875822142343583,5.928685914415067e-10,0.09063212030876261,1.7652607968314896e-07,0.003587578053052931,0.4536708635895742,0.4536708635895742,5.131994655565374e-06,0.09063212024109016,1.5342434689880217e-07,0.0029758884586197727,1.3053205971770274e-05,0.002975888457734309,0.0013299517067588478,0.09063649960630352,1.2590804095669484e-07,0.09063211996131831,2.395935519276507e-07,1.3053232336218974e-05,0.0035875821993977125,1.2222679455295e-06,0.003588136919967566,0.00015463181564675352,1.0340026107111485e-09,0.00297588845773497,8.470329472543003e-22,2.0816681711721685e-17,2.0194839173657902e-28,2.6469779601696886e-23,4.846044897831303e-17,2.1810426307550534e-26,0.0,1.3234889800848443e-23,0.0,5.421010862427522e-20,0.0,2.524354896707238e-28,1.4293680984916318e-21,0.0,2.7755575615628914e-17,1.0842021724855044e-19,5.169878828456423e-26,6.776263578034403e-21,6.617444900424222e-24,0.0,6.938893903907228e-18,0.0,2.481541837659083e-24,0.0,0.0,1.1117307432712692e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,4.327435680027979e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.502299555866499e-20,0.0,0.0,0.0,0.0,0.0,0.0
4,3.0596118768903415e-09,2.4342287419376553e-05,2.8320068613571053e-09,1.7231419197562326e-07,1.085344250479589e-10,2.081169191489238e-05,1.0847796234473923e-10,0.000525738324000786,3.640570199278851e-08,2.0811639849534062e-05,0.0026315960615872526,0.0026315960615872526,7.291068125332163e-06,0.0005257383226356495,1.103418357767692e-07,0.0014572550834830178,2.434227544093797e-05,0.0014572550825473064,0.0005755406176908518,0.00052574441156996,3.6402042616704265e-08,0.0005257383196536195,1.723141918985591e-07,2.4342287230504584e-05,2.0811691615598696e-05,7.2908687653590615e-06,2.0812417211764204e-05,0.000575528386917909,2.832001753081858e-09,0.0014572550825484318,1.3234889800848443e-23,5.421010862427522e-20,2.0194839173657902e-28,0.0,1.8974840827961099e-19,1.0602290566170399e-27,0.0,5.169878828456423e-26,6.617444900424222e-24,4.235164736271502e-22,4.1359030627651384e-25,0.0,3.3881317890172014e-21,1.3234889800848443e-23,3.2526065174565133e-19,8.131516293641283e-20,0.0,0.0,5.169878828456423e-26,0.0,0.0,2.0194839173657902e-28,8.271806125530277e-25,0.0,2.0679515313825692e-25,6.776263578034403e-21,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,5.293955920339377e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.310887241768094e-29,2.626219992121967e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0360986838506886e-22,0.0,0.0,0.0,0.0,0.0,0.0
5,1.2170692223767307e-11,2.748774097046172e-06,1.1265311977128897e-11,7.815592263057361e-12,4.316255296337039e-13,4.706740201112859e-09,4.316255296222163e-13,1.1889878696192537e-07,1.6511711129934944e-12,4.706740186501303e-09,5.951468334907338e-07,5.951468334907338e-07,8.233154555938881e-07,1.1889878695798867e-07,5.00473459664597e-12,1.8763112475559488e-06,2.748774097017499e-06,1.8763112475544372e-06,7.41044550867949e-07,1.1889878696298939e-07,1.6511711129850053e-12,1.188987869607054e-07,7.81559226301279e-12,2.748774097019706e-06,4.706740200249812e-09,8.233154555927368e-07,4.706740186792735e-09,7.410445508671434e-07,1.1265311977095209e-11,1.8763112475544555e-06,2.0194839173657902e-28,1.3234889800848443e-23,1.5407439555097887e-33,3.851859888774472e-34,2.5146209842255347e-22,4.574083617919685e-34,0.0,3.851859888774472e-34,0.0,1.0097419586828951e-28,1.0097419586828951e-28,3.851859888774472e-34,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,1.0097419586828951e-28,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62964972193618e-35,5.6759535366954515e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.652032068675293e-29,0.0,0.0,0.0,0.0,0.0,0.0
6,2.6307975813890345e-16,1.2036624734620624e-08,2.435092092487544e-16,2.2145223251318181e-16,9.32994750269023e-18,9.996750730013572e-11,9.329947502690083e-18,2.525317919567807e-09,4.678538973561391e-17,9.996750730012703e-11,1.2640456658936823e-08,1.2640456658936823e-08,3.605221392263057e-09,2.5253179195678068e-09,1.4180750591071895e-16,1.0770021269538361e-08,1.203662473462062e-08,1.077002126953836e-08,4.253593632111304e-09,2.5253179195678084e-09,4.678538973561378e-17,2.5253179195678068e-09,2.214522325131818e-16,1.203662473462062e-08,9.996750730013572e-11,3.6052213922630523e-09,9.996750730012703e-11,4.253593632111301e-09,2.435092092487544e-16,1.077002126953836e-08,0.0,4.1359030627651384e-25,0.0,0.0,1.2407709311554932e-24,4.0178029569121155e-41,0.0,3.6734198463196485e-40,1.232595164407831e-32,0.0,6.162975822039155e-33,4.591774807899561e-41,0.0,1.232595164407831e-32,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,0.0,7.346839692639297e-40,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2958874039497803e-41,1.4699802976162409e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5156438450418712e-33,0.0,0.0,0.0,0.0,0.0,0.0
7,2.651126874612606e-16,1.212963547199791e-08,2.453909064045711e-16,2.2145223251318184e-16,9.402044484589313e-18,1.0042498715553686e-10,9.40204448458914e-18,2.53687449537817e-09,4.6785389735613905e-17,1.0042498715552817e-10,1.2698302997619443e-08,1.2698302997619443e-08,3.6330800575862587e-09,2.5368744953781696e-09,1.4180750591071895e-16,1.0770021269538364e-08,1.2129635471997908e-08,1.0770021269538364e-08,4.253593632111306e-09,2.5368744953781713e-09,4.678538973561379e-17,2.5368744953781696e-09,2.2145223251318184e-16,1.2129635471997908e-08,1.0042498715553686e-10,3.6330800575862546e-09,1.0042498715552858e-10,4.253593632111304e-09,2.453909064045711e-16,1.0770021269538364e-08,4.930380657631324e-32,4.1359030627651384e-25,1.8367099231598242e-40,0.0,2.4815418499850347e-24,3.616022661220904e-40,3.6734198463196485e-40,3.6734198463196485e-40,1.232595164407831e-32,0.0,1.5407439555097887e-33,0.0,8.271806125530277e-25,1.232595164407831e-32,8.271806125530277e-25,4.1359030627651384e-25,0.0,0.0,3.6734198463196485e-40,0.0,0.0,0.0,3.0814879110195774e-33,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.591774807899561e-41,3.270304859445025e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5747008648981752e-33,0.0,0.0,0.0,0.0,0.0,0.0
8,2.651139716951481e-16,1.2129690635163283e-08,2.4539208992636905e-16,2.2145238438665374e-16,9.402091215599559e-18,1.0042510723813137e-10,9.402091215599399e-18,2.536877528831074e-09,4.67854217179208e-17,1.0042510723812227e-10,1.26983181815413e-08,1.26983181815413e-08,3.6330965801104905e-09,2.5368775288310734e-09,1.4180760361435262e-16,1.0770021269538364e-08,1.212969063516328e-08,1.0770021269538364e-08,4.253593632111306e-09,2.536877528831075e-09,4.678542171792068e-17,2.5368775288310734e-09,2.2145238438665374e-16,1.212969063516328e-08,1.0042510723813137e-10,3.6330965801104864e-09,1.0042510723812269e-10,4.253593632111304e-09,2.4539208992636905e-16,1.0770021269538364e-08,4.930380657631324e-32,4.1359030627651384e-25,9.183549615799121e-41,0.0,1.2407709188295415e-24,2.812462069838481e-40,0.0,3.6734198463196485e-40,1.232595164407831e-32,6.162975822039155e-33,6.162975822039155e-33,0.0,8.271806125530277e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,3.6734198463196485e-40,0.0,1.8367099231598242e-40,0.0,0.0,9.183549615799121e-41,1.5407439555097887e-33,0.0,0.0,8.271806125530277e-25,7.346839692639297e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1479437019748901e-41,3.270483975970703e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0475849435057467e-33,0.0,0.0,0.0,0.0,0.0,0.0
9,2.651139411734627e-16,1.2129693119054004e-08,2.45392054352865e-16,2.2145241607053248e-16,9.402091811142248e-18,1.0042512359989996e-10,9.402091811142149e-18,2.536877942152075e-09,4.6785428308219295e-17,1.0042512359989169e-10,1.2698320250415939e-08,1.2698320250415939e-08,3.6330973240878234e-09,2.5368779421520745e-09,1.4180762435427134e-16,1.0770022543145025e-08,1.2129693119054001e-08,1.0770022543145025e-08,4.25359413511915e-09,2.536877942152076e-09,4.678542830821917e-17,2.5368779421520745e-09,2.2145241607053248e-16,1.2129693119054001e-08,1.0042512359989996e-10,3.6330973240878193e-09,1.0042512359989128e-10,4.253594135119148e-09,2.45392054352865e-16,1.0770022543145025e-08,2.465190328815662e-32,4.1359030627651384e-25,9.183549615799121e-41,0.0,2.4815418623109863e-24,7.461634062836786e-41,0.0,0.0,0.0,0.0,9.244463733058732e-33,4.591774807899561e-41,4.1359030627651384e-25,2.465190328815662e-32,8.271806125530277e-25,4.1359030627651384e-25,3.6734198463196485e-40,0.0,3.6734198463196485e-40,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,4.1359030627651384e-25,7.346839692639297e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.887662211849341e-41,4.8109075719617224e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5067095369626448e-33,0.0,0.0,0.0,0.0,0.0,0.0
