,Y4Z1,Y1Z4,Y2Z0,Y0Z2,Y5Z0,Y0Z5,Y3Z0,Y0Z3,Y5Z4,Y4Z5,Y5Z3,Y3Z5,Y2Z1,Y1Z2,Y5Z2,Y2Z5,Y4Z2,Y2Z4,Y1Z0,Y0Z1,Y2Z3,Y3Z2,Y5Z1,Y1Z5,Y0Z4,Y4Z0,Y4Z3,Y3Z4,Y3Z1,Y1Z3,X3Y4,X5Y0,X2Y3,Y2,X5Y4,X5Y3,X5Y2,X4Y5,X3Y2,X3Y0,X2Y4,X2Y0,X1Y4,X1Y2,X0Y5,X0Y4,X2Y1,Y5,Y3,X5Y1,X4Y3,X3Y5,X3Y1,X2Y5,X1Y5,X0Y3,X4Y1,X0Y1,standard_y,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y3,X1Y0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9529720601244589,0.9529720601244589,0.9267885077263207,0.9267885077263207,0.8717081122454375,0.8717081122454373,0.8434467391322423,0.8434467391322422,0.8322405233765764,0.8322405233765763,0.6866773048712229,0.6866773048712229,0.6364617457506916,0.6364617457506916,0.5885140140252596,0.5885140140252594,0.4240801565062293,0.4240801565062292,0.376962302390386,0.376962302390386,0.3059009802694441,0.305900980269444,0.25568366821646726,0.25568366821646715,0.21404576995204339,0.21404576995204325,0.1243916494838736,0.12439164948387355,0.042392126158200844,0.04239212615820078,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.0408340855860843e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001454742214044479,0.0014547422140444785,0.9267885077263207,0.9267885077263206,0.8717081122454375,0.8717081122454373,0.8434467391322422,0.843446739132242,0.5765571530700484,0.0012704416763658936,0.6866773048712229,0.6866773048712229,0.21238208336164457,0.0009715791342791871,0.5885140140252596,0.5885140140252596,0.000647371871246288,0.21238084767077753,0.0005754449656363222,0.16291678183386613,0.3059009802694441,0.305900980269444,0.5765558854746948,0.0003903092663048903,0.16291609322054892,0.000326747687908315,0.0001898878163911561,0.08199957271887734,0.08199937839068736,6.471293130816428e-05,2.168404344971009e-19,0.0,5.551115123125783e-17,8.326672684688674e-17,1.0842021724855044e-19,2.7755575615628914e-17,1.1102230246251565e-16,5.421010862427522e-20,8.326672684688674e-17,2.7755575615628914e-17,0.0,4.163336342344337e-17,6.938893903907228e-18,5.421010862427522e-20,0.0,1.0842021724855044e-19,0.0,0.0,2.7755575615628914e-17,5.421010862427522e-20,0.0,1.1102230246251565e-16,2.710505431213761e-20,0.0,0.0,1.3877787807814457e-17,0.0,3.3881317890172014e-21,2.7701365507004638e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,4.6212005517638955e-05,4.6212005517638955e-05,0.0008603965893688802,0.0008603965893688803,0.28319435182820046,0.000809261962625283,0.5375458906845403,0.0007830251363863292,0.5765568554607321,4.035743047205207e-05,0.6866773048712229,0.6866773048712231,0.000197167308330119,1.2583786783523208e-05,0.2831937225754777,0.0005463549086353677,1.0185098702264422e-05,0.00019716730717250137,1.2583765606152792e-05,0.00015124575662053897,0.000283987293664358,0.5375453953967559,0.5765568541815926,1.2398742398435495e-05,0.00015124575597543353,1.0185085367442597e-05,6.032063092748214e-06,0.08199952337551591,0.08199952317941792,2.0557005287976343e-06,6.776263578034403e-21,5.421010862427522e-20,2.710505431213761e-20,1.3552527156068805e-19,3.3881317890172014e-21,5.551115123125783e-17,5.421010862427522e-20,0.0,2.710505431213761e-20,2.710505431213761e-20,0.0,1.3877787807814457e-17,2.42861286636753e-17,3.308722450212111e-24,5.421010862427522e-20,0.0,0.0,0.0,2.7755575615628914e-17,1.2705494208814505e-21,0.0,0.0,2.117582368135751e-21,1.0842021724855044e-19,1.6940658945086007e-21,6.776263578034403e-21,2.42861286636753e-17,3.101927297073854e-25,2.7921594073290756e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-21,1.34416849539867e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0
3,1.499014479649598e-05,1.4990144796495978e-05,0.00022351716002890826,0.00022351716002890826,7.632690625726085e-05,6.815911776540599e-06,0.00014488014829022527,6.81589675237198e-06,0.000155394475573946,1.1134384338642867e-05,0.0001850743057135415,0.00018507430571354153,5.1220887275064565e-05,4.081897631300576e-06,7.632689481154836e-05,6.815887837305666e-05,3.3038177001668217e-06,5.122088724342143e-05,4.081897167696402e-06,3.929120867891456e-05,6.815887053828788e-05,0.00014488013928125104,0.00015539447553767054,3.3550523212447625e-06,3.929120866128081e-05,3.3038174082477144e-06,1.1134383792095852e-05,2.2100635541110456e-05,2.2100635535549258e-05,3.3550521509468775e-06,0.0,0.0,3.308722450212111e-24,1.3552527156068805e-20,0.0,2.7755575615628914e-17,3.308722450212111e-24,2.0679515313825692e-25,6.617444900424222e-24,8.271806125530277e-25,0.0,0.0,1.214306433183765e-17,1.0339757656912846e-25,3.308722450212111e-24,0.0,1.0339757656912846e-25,1.3552527156068805e-20,1.3552527156068805e-20,1.0339757656912846e-25,0.0,0.0,1.0339757656912846e-25,3.308722450212111e-24,5.169878828456423e-26,8.271806125530277e-25,1.734723475976807e-18,8.601103753648265e-27,1.6093625997831706e-20,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,3.4452959234399307e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-17,0.0,0.0,0.0,0.0,0.0,0.0
4,2.0339956151079723e-08,2.0339956151079723e-08,5.9286189227520046e-09,5.9286189227520046e-09,3.1919842165710144e-08,1.807865656782117e-10,6.058874774433713e-08,1.807865656781421e-10,6.498583103225702e-08,1.5108118757110682e-08,7.739790951866287e-08,7.739790951866285e-08,1.3585942190067407e-09,5.5386800096624785e-09,3.1919842165710144e-08,1.8078611957021207e-09,4.4829123449570286e-09,1.3585942190067397e-09,5.5386800096624785e-09,1.0421687677296043e-09,1.807861195702084e-09,6.058874774433713e-08,6.498583103225699e-08,4.5524321167345954e-09,1.0421687677296035e-09,4.4829123449570286e-09,1.510811875711055e-08,9.242466063625238e-09,9.242466063625234e-09,4.552432116734557e-09,0.0,2.465190328815662e-32,2.465190328815662e-32,4.1359030627651384e-25,0.0,2.7755575615628914e-17,2.465190328815662e-32,4.930380657631324e-32,0.0,0.0,0.0,1.0408340855860843e-17,5.204170427930421e-18,6.162975822039155e-33,0.0,1.232595164407831e-32,9.244463733058732e-33,6.617444900424222e-24,3.308722450212111e-24,2.465190328815662e-32,4.930380657631324e-32,0.0,0.0,4.930380657631324e-32,0.0,0.0,1.734723475976807e-18,1.5861004050362666e-33,5.0664812518872945e-24,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203854594147708e-25,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,1.9218661777644967e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-17,0.0,0.0,0.0,0.0,0.0,0.0
5,2.0339956151079716e-08,2.0339956151079716e-08,5.928618922777111e-09,5.928618922777112e-09,3.685766997478268e-09,1.8078656567894344e-10,6.996150096710399e-09,1.8078656567894256e-10,7.503878937712886e-09,1.510811875711067e-08,8.937094961081868e-09,8.937094961081868e-09,1.3585942190124946e-09,5.5386800096624785e-09,3.685766997478269e-09,1.8078611957097644e-09,4.4829123449570286e-09,1.3585942190124937e-09,5.5386800096624785e-09,1.0421687677340173e-09,1.8078611957097636e-09,6.996150096710399e-09,7.503878937712883e-09,4.5524321167345905e-09,1.0421687677340165e-09,4.4829123449570286e-09,1.510811875711067e-08,1.06722258261094e-09,1.0672225826109392e-09,4.5524321167345905e-09,0.0,2.311115933264683e-33,3.0814879110195774e-33,4.1359030627651384e-25,0.0,0.0,0.0,0.0,3.0814879110195774e-33,3.0814879110195774e-33,1.232595164407831e-32,3.469446951953614e-18,5.204170427930421e-18,6.162975822039155e-33,0.0,1.232595164407831e-32,0.0,8.271806125530277e-25,8.271806125530277e-25,6.162975822039155e-33,0.0,0.0,3.0814879110195774e-33,0.0,6.162975822039155e-33,1.1555579666323415e-33,1.734723475976807e-18,1.6577925657137198e-33,5.169878828456423e-25,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203854594147708e-25,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.637334813936689e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
6,4.848878452707075e-10,4.848878452707075e-10,3.7261496471668356e-09,3.7261496471668356e-09,3.6857670132097564e-09,1.1362474240485514e-10,6.996150126571173e-09,1.1362474240485454e-10,7.503878969740734e-09,3.601651397778689e-10,8.93709499922693e-09,8.93709499922693e-09,8.538793664688754e-10,1.3203758137829695e-10,3.6857670132097576e-09,1.1362446202504567e-09,1.0686894756989338e-10,8.538793664688754e-10,1.3203758137829695e-10,6.5500529495348e-10,1.1362446202504567e-09,6.996150126571174e-09,7.503878969740734e-09,1.0852624181824619e-10,6.5500529495348e-10,1.0686894756989338e-10,3.601651397778689e-10,1.0672225871660301e-09,1.0672225871660301e-09,1.0852624181824619e-10,0.0,2.311115933264683e-33,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,0.0,7.703719777548943e-34,0.0,3.469446951953614e-18,1.3877787807814457e-17,9.62964972193618e-35,0.0,0.0,4.81482486096809e-35,0.0,4.1359030627651384e-25,4.81482486096809e-35,3.851859888774472e-34,0.0,1.925929944387236e-34,6.162975822039155e-33,1.925929944387236e-34,3.851859888774472e-34,1.3877787807814457e-17,3.3581577715588804e-35,4.717514430966486e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81482486096809e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,2.3699710987004318e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
7,4.848878452707075e-10,4.848878452707075e-10,3.7261496471668356e-09,3.7261496471668356e-09,3.6913359535671917e-09,1.1362474240485514e-10,7.0067208280416956e-09,1.1362474240485454e-10,7.515216814558957e-09,3.601651397778689e-10,8.95059833485315e-09,8.95059833485315e-09,8.538793664688754e-10,1.3203758137829695e-10,3.6913359535671926e-09,1.1362446202504567e-09,1.0686894756989338e-10,8.538793664688754e-10,1.3203758137829695e-10,6.5500529495348e-10,1.1362446202504567e-09,7.0067208280416956e-09,7.515216814558957e-09,1.085262418182462e-10,6.5500529495348e-10,1.0686894756989338e-10,3.601651397778689e-10,1.0688350870648934e-09,1.0688350870648934e-09,1.0852624181824619e-10,7.703719777548943e-34,1.5407439555097887e-33,3.0814879110195774e-33,0.0,3.851859888774472e-34,0.0,1.5407439555097887e-33,2.8888949165808538e-34,0.0,0.0,0.0,3.469446951953614e-18,1.3877787807814457e-17,0.0,3.0814879110195774e-33,0.0,0.0,0.0,6.203854594147708e-25,0.0,1.925929944387236e-34,0.0,0.0,6.162975822039155e-33,9.62964972193618e-35,3.851859888774472e-34,1.3877787807814457e-17,4.547914174934504e-35,5.686866711302065e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,5.505657380816579e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
8,4.848878452707075e-10,4.848878452707075e-10,3.7261496471668356e-09,3.7261496471668356e-09,3.6913359535671917e-09,1.1362474240485514e-10,7.0067208280416956e-09,1.1362474240485454e-10,7.515216814558957e-09,3.601651397778689e-10,8.95059833485315e-09,8.95059833485315e-09,8.538793664688754e-10,1.3203758137829695e-10,3.6913359535671926e-09,1.1362446202504567e-09,1.0686894756989338e-10,8.538793664688754e-10,1.3203758137829695e-10,6.5500529495348e-10,1.1362446202504567e-09,7.0067208280416956e-09,7.515216814558957e-09,1.085262418182462e-10,6.5500529495348e-10,1.0686894756989338e-10,3.601651397778689e-10,1.0688350870648934e-09,1.0688350870648934e-09,1.0852624181824619e-10,7.703719777548943e-34,1.5407439555097887e-33,3.0814879110195774e-33,0.0,3.851859888774472e-34,0.0,1.5407439555097887e-33,2.8888949165808538e-34,0.0,0.0,0.0,3.469446951953614e-18,1.3877787807814457e-17,0.0,3.0814879110195774e-33,0.0,0.0,0.0,6.203854594147708e-25,0.0,1.925929944387236e-34,0.0,0.0,6.162975822039155e-33,9.62964972193618e-35,3.851859888774472e-34,1.3877787807814457e-17,4.547914174934504e-35,5.686866711302065e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,5.505657380816579e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
9,4.848878452707075e-10,4.848878452707075e-10,3.7261496471668356e-09,3.7261496471668356e-09,3.6913359535671917e-09,1.1362474240485514e-10,7.0067208280416956e-09,1.1362474240485454e-10,7.515216814558957e-09,3.601651397778689e-10,8.95059833485315e-09,8.95059833485315e-09,8.538793664688754e-10,1.3203758137829695e-10,3.6913359535671926e-09,1.1362446202504567e-09,1.0686894756989338e-10,8.538793664688754e-10,1.3203758137829695e-10,6.5500529495348e-10,1.1362446202504567e-09,7.0067208280416956e-09,7.515216814558957e-09,1.085262418182462e-10,6.5500529495348e-10,1.0686894756989338e-10,3.601651397778689e-10,1.0688350870648934e-09,1.0688350870648934e-09,1.0852624181824619e-10,7.703719777548943e-34,1.5407439555097887e-33,3.0814879110195774e-33,0.0,3.851859888774472e-34,0.0,1.5407439555097887e-33,2.8888949165808538e-34,0.0,0.0,0.0,3.469446951953614e-18,1.3877787807814457e-17,0.0,3.0814879110195774e-33,0.0,0.0,0.0,6.203854594147708e-25,0.0,1.925929944387236e-34,0.0,0.0,6.162975822039155e-33,9.62964972193618e-35,3.851859888774472e-34,1.3877787807814457e-17,4.547914174934504e-35,5.686866711302065e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,5.505657380816579e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
