,Y3Z0,Y0Z3,Y5Z4,Y4Z5,Y2Z0,Y0Z2,Y5Z0,Y0Z5,Y4Z2,Y2Z4,Y2Z1,Y1Z2,Y3Z1,Y1Z3,Y1Z0,Y0Z1,Y4Z3,Y3Z4,Y2Z3,Y3Z2,Y5Z3,Y3Z5,Y4Z0,Y0Z4,Y5Z2,Y2Z5,Y1Z4,Y4Z1,Y1Z5,Y5Z1,X4Y2,Y2,X1Y2,Y3,Y1,Y0,X5Y2,X3Y1,X3Y0,X2Y5,X2Y4,X2Y1,X3Y4,Y5,X3Y5,X1Y4,X1Y3,Y4,X0Y5,standard_y,X1Y0,X0Y4,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5Y1,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y3,X4Y1,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y3,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y3,X0Y2,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9604947743238768,0.9604947743238768,0.8463278091284241,0.8463278091284241,0.8066907771186791,0.8066907771186791,0.7661074377979527,0.7661074377979527,0.7463951961663844,0.7463951961663844,0.7042198668434128,0.7042198668434125,0.6613830572238304,0.6613830572238304,0.5219839097124932,0.5219839097124932,0.5016026705680336,0.5016026705680336,0.38417110454429754,0.3841711045442975,0.3174350905457497,0.3174350905457497,0.2896253777644655,0.2896253777644655,0.252383767513222,0.252383767513222,0.11016204891721185,0.11016204891721174,0.026936778790526843,0.026936778790526833,1.6653345369377348e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.85722573273506e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.0408340855860843e-17,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0016656327342335921,0.0016656327342335923,0.8463278091284241,0.8463278091284241,0.422520250222694,0.0013989150182717504,0.448672824554744,0.0013285378124356282,0.7463951961663844,0.7463951961663844,0.7042198668434125,0.7042198668434125,0.0011469310395311287,0.13939993237808299,0.13939815304089834,0.0009051933545108381,0.21197772829079978,0.000869849425537199,0.4225184596159872,0.0006662066097403759,0.4486711953158302,0.0005504769957541886,0.21197653858251214,0.0005022510509844755,0.252383767513222,0.2523837675132221,0.11016204891721186,0.11016204891721183,0.026936778790526812,0.026936778790526875,0.0,5.551115123125783e-17,4.163336342344337e-17,0.0,2.7755575615628914e-17,5.421010862427522e-20,0.0,2.710505431213761e-20,4.163336342344337e-17,2.7755575615628914e-17,6.938893903907228e-18,0.0,1.3552527156068805e-20,1.3877787807814457e-17,1.0842021724855044e-19,2.0816681711721685e-17,0.0,1.3877787807814457e-17,0.0,2.7701365507004638e-17,6.776263578034403e-21,6.776263578034403e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,2.168404344971009e-19,1.3877787807814457e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6263032587282567e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,2.168404344971009e-19,4.743384504624082e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00019354283183215318,0.00019354283183215318,6.0962525371587045e-05,6.0962525371587045e-05,0.42251968037373966,0.00016255082441893955,3.2318682490101575e-05,9.601269036204626e-05,5.376419821343633e-05,0.4940114293079192,0.7042198668434123,0.7042198668434123,0.00013327084461340737,0.13939915810854117,0.139399134084082,0.00010518146142720091,1.5269108860431173e-05,3.7110368615659476e-05,0.4225196561971205,7.741173140054757e-05,3.231868090555694e-05,3.711036818750084e-05,1.526910770335969e-05,9.601268981015336e-05,1.817966001406296e-05,0.4940114267167959,0.08322527019656682,7.935171962525536e-06,0.08322526984089258,1.9403049772610484e-06,3.3881317890172014e-21,1.1102230246251565e-16,1.3877787807814457e-17,0.0,0.0,1.3552527156068805e-20,0.0,1.0164395367051604e-20,2.7755575615628914e-17,0.0,3.3881317890172014e-21,6.938893903907228e-18,1.0339757656912846e-25,8.470329472543003e-22,4.1359030627651384e-25,4.235164736271502e-21,1.3552527156068805e-20,8.470329472543003e-22,2.3264454728053903e-25,1.110104440012541e-16,2.8214910949090016e-21,7.237830359838992e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.6543612251060553e-24,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.541098841762901e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,4.8880122258329006e-21,0.0,0.0,0.0,0.0,0.0,0.0
3,6.054576049302706e-05,6.054576049302707e-05,6.013333477437782e-06,6.013333477437782e-06,6.640539572401142e-05,1.794678602718251e-05,3.1879094847458672e-06,3.0035529039459907e-05,4.520567622527395e-06,7.76414128913368e-05,0.00011067886748335556,0.00011067886748335558,1.7474336382334655e-05,2.1908697291710274e-05,2.19086969222027e-05,1.7946784992778334e-05,1.5061423493164317e-06,1.1609189856284208e-05,6.640539535216354e-05,1.74743355683464e-05,3.1879094694501404e-06,1.160918985498099e-05,1.5061423381471359e-06,3.0035529037780075e-05,1.6018473126510837e-06,7.764141288737447e-05,1.3080117556157043e-05,4.520567547362347e-06,1.3080117555613153e-05,1.6018472881400045e-06,5.169878828456423e-26,0.0,0.0,1.6940658945086007e-21,8.470329472543003e-22,0.0,0.0,6.203854594147708e-25,5.551115123125783e-17,2.5849394142282115e-26,1.2924697071141057e-26,2.7755575615628914e-17,0.0,0.0,1.2924697071141057e-26,3.877409121342317e-26,8.271806125530277e-25,4.235164736271502e-22,6.462348535570529e-27,2.964615315390051e-21,4.859268852914795e-25,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,2.5849394142282115e-26,1.2924697071141057e-26,3.877409121342317e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2407709188295415e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,4.1359030627651384e-25,1.8944462677473318e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,3.294724586071331e-08,3.294724586071331e-08,3.1003380143575684e-07,3.100338014357569e-07,6.066362309859979e-09,9.766119930499582e-09,1.6436136437600687e-07,1.6344463291009547e-08,2.33070187595791e-07,7.092811307843078e-09,1.011089692473769e-08,1.011089692473769e-08,9.50902660234697e-09,2.001435174217881e-09,2.001435174217871e-09,9.766119930499578e-09,7.765327476788405e-08,6.317384228184703e-09,6.066362309859971e-09,9.50902660234697e-09,1.6436136437600666e-07,6.317384228182818e-09,7.765327476788385e-08,1.6344463291007112e-08,8.258760515966353e-08,7.092811307842117e-09,1.1949139287368184e-09,2.33070187595791e-07,1.1949139287366862e-09,8.258760515966352e-08,0.0,1.6543612251060553e-24,5.551115123125783e-17,1.6543612251060553e-24,1.0339757656912846e-25,0.0,0.0,2.465190328815662e-32,5.551115123125783e-17,9.860761315262648e-32,1.9721522630525295e-31,8.326672684688674e-17,7.888609052210118e-31,1.3234889800848443e-23,3.944304526105059e-31,1.9721522630525295e-31,2.465190328815662e-32,0.0,1.9721522630525295e-31,9.822769774067204e-24,3.262084140721595e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,1.232595164407831e-31,3.944304526105059e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,1.367807540871317e-32,0.0,0.0,0.0,0.0,0.0,0.0
5,3.532688991132181e-08,3.532688991132181e-08,5.3136963792066775e-09,5.3136963792066775e-09,6.066362309063894e-09,1.0471486603282818e-08,2.817003767723792e-09,1.752495664681972e-08,3.994610285051134e-09,7.092811306912046e-09,1.0110896923410838e-08,1.0110896923410838e-08,1.0195824481508552e-08,2.0014351739552334e-09,2.0014351739552223e-09,1.0471486603282811e-08,1.330906252985284e-09,6.7736629064552745e-09,6.0663623090638796e-09,1.019582448150855e-08,2.8170037677237873e-09,6.773662906455274e-09,1.3309062529852803e-09,1.752495664681972e-08,1.4154761721850175e-09,7.092811306912046e-09,1.1949139285799839e-09,3.994610285051134e-09,1.1949139285799839e-09,1.4154761721850173e-09,0.0,8.271806125530277e-25,2.7755575615628914e-17,0.0,2.0679515313825692e-25,1.6543612251060553e-24,0.0,0.0,5.551115123125783e-17,4.622231866529366e-33,6.162975822039155e-33,2.7755575615628914e-17,1.232595164407831e-32,1.0339757656912846e-25,0.0,1.5407439555097887e-33,2.465190328815662e-32,4.1359030627651384e-25,0.0,2.5849394142282115e-24,2.1236014555388208e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,2.311115933264683e-33,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,1.1555579666323415e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,5.806235510754661e-33,0.0,0.0,0.0,0.0,0.0,0.0
6,3.537685207388485e-08,3.5376852073884856e-08,5.401743480084242e-09,5.401743480084242e-09,6.066362309063894e-09,1.0486296231791392e-08,2.8636810705293937e-09,1.7549741866664903e-08,4.060800339889566e-09,7.092811306912046e-09,1.0110896923410838e-08,1.0110896923410838e-08,1.0210244246211534e-08,2.0014351739552334e-09,2.0014351739552223e-09,1.0486296231791384e-08,1.3529591571695975e-09,6.7832427717683306e-09,6.0663623090638796e-09,1.0210244246211532e-08,2.863681070529389e-09,6.78324277176833e-09,1.3529591571695933e-09,1.7549741866664903e-08,1.4389303864321576e-09,7.092811306912046e-09,1.1949139285799839e-09,4.060800339889566e-09,1.1949139285799839e-09,1.4389303864321574e-09,1.232595164407831e-32,8.271806125530277e-25,2.7755575615628914e-17,1.6543612251060553e-24,2.0679515313825692e-25,8.271806125530277e-25,6.162975822039155e-33,2.465190328815662e-32,5.551115123125783e-17,6.162975822039155e-33,1.5407439555097887e-33,2.7755575615628914e-17,1.232595164407831e-32,0.0,1.232595164407831e-32,1.5407439555097887e-33,0.0,4.1359030627651384e-25,3.0814879110195774e-33,6.203854594147708e-25,2.8428787208499768e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.232595164407831e-32,1.925929944387236e-33,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.162975822039155e-33,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,2.1939595357389112e-32,0.0,0.0,0.0,0.0,0.0,0.0
7,3.537685207388485e-08,3.5376852073884856e-08,5.401743480084242e-09,5.401743480084242e-09,6.066362309063894e-09,1.0486296231791392e-08,2.8636810705293937e-09,1.7549741866664903e-08,4.060800339889566e-09,7.092811306912046e-09,1.0110896923410838e-08,1.0110896923410838e-08,1.0210244246211534e-08,2.0014351739552334e-09,2.0014351739552223e-09,1.0486296231791384e-08,1.3529591571695975e-09,6.7832427717683306e-09,6.0663623090638796e-09,1.0210244246211532e-08,2.863681070529389e-09,6.78324277176833e-09,1.3529591571695933e-09,1.7549741866664903e-08,1.4389303864321576e-09,7.092811306912046e-09,1.1949139285799839e-09,4.060800339889566e-09,1.1949139285799839e-09,1.4389303864321574e-09,1.232595164407831e-32,8.271806125530277e-25,2.7755575615628914e-17,1.6543612251060553e-24,2.0679515313825692e-25,8.271806125530277e-25,6.162975822039155e-33,2.465190328815662e-32,5.551115123125783e-17,6.162975822039155e-33,1.5407439555097887e-33,2.7755575615628914e-17,1.232595164407831e-32,0.0,1.232595164407831e-32,1.5407439555097887e-33,0.0,4.1359030627651384e-25,3.0814879110195774e-33,6.203854594147708e-25,2.8428787208499768e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.232595164407831e-32,1.925929944387236e-33,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.162975822039155e-33,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,2.1939595357389112e-32,0.0,0.0,0.0,0.0,0.0,0.0
8,3.537685207388485e-08,3.5376852073884856e-08,5.401743480084242e-09,5.401743480084242e-09,6.066362309063894e-09,1.0486296231791392e-08,2.8636810705293937e-09,1.7549741866664903e-08,4.060800339889566e-09,7.092811306912046e-09,1.0110896923410838e-08,1.0110896923410838e-08,1.0210244246211534e-08,2.0014351739552334e-09,2.0014351739552223e-09,1.0486296231791384e-08,1.3529591571695975e-09,6.7832427717683306e-09,6.0663623090638796e-09,1.0210244246211532e-08,2.863681070529389e-09,6.78324277176833e-09,1.3529591571695933e-09,1.7549741866664903e-08,1.4389303864321576e-09,7.092811306912046e-09,1.1949139285799839e-09,4.060800339889566e-09,1.1949139285799839e-09,1.4389303864321574e-09,1.232595164407831e-32,8.271806125530277e-25,2.7755575615628914e-17,1.6543612251060553e-24,2.0679515313825692e-25,8.271806125530277e-25,6.162975822039155e-33,2.465190328815662e-32,5.551115123125783e-17,6.162975822039155e-33,1.5407439555097887e-33,2.7755575615628914e-17,1.232595164407831e-32,0.0,1.232595164407831e-32,1.5407439555097887e-33,0.0,4.1359030627651384e-25,3.0814879110195774e-33,6.203854594147708e-25,2.8428787208499768e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.232595164407831e-32,1.925929944387236e-33,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.162975822039155e-33,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,2.1939595357389112e-32,0.0,0.0,0.0,0.0,0.0,0.0
9,3.537685207388485e-08,3.5376852073884856e-08,5.401743480084242e-09,5.401743480084242e-09,6.066362309063894e-09,1.0486296231791392e-08,2.8636810705293937e-09,1.7549741866664903e-08,4.060800339889566e-09,7.092811306912046e-09,1.0110896923410838e-08,1.0110896923410838e-08,1.0210244246211534e-08,2.0014351739552334e-09,2.0014351739552223e-09,1.0486296231791384e-08,1.3529591571695975e-09,6.7832427717683306e-09,6.0663623090638796e-09,1.0210244246211532e-08,2.863681070529389e-09,6.78324277176833e-09,1.3529591571695933e-09,1.7549741866664903e-08,1.4389303864321576e-09,7.092811306912046e-09,1.1949139285799839e-09,4.060800339889566e-09,1.1949139285799839e-09,1.4389303864321574e-09,1.232595164407831e-32,8.271806125530277e-25,2.7755575615628914e-17,1.6543612251060553e-24,2.0679515313825692e-25,8.271806125530277e-25,6.162975822039155e-33,2.465190328815662e-32,5.551115123125783e-17,6.162975822039155e-33,1.5407439555097887e-33,2.7755575615628914e-17,1.232595164407831e-32,0.0,1.232595164407831e-32,1.5407439555097887e-33,0.0,4.1359030627651384e-25,3.0814879110195774e-33,6.203854594147708e-25,2.8428787208499768e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.232595164407831e-32,1.925929944387236e-33,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.162975822039155e-33,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,2.1939595357389112e-32,0.0,0.0,0.0,0.0,0.0,0.0
