,Y3Z1,Y1Z3,Y5Z0,Y0Z5,Y2Z1,Y1Z2,Y5Z4,Y4Z5,Y1Z0,Y0Z1,Y2Z5,Y5Z2,Y1Z5,Y5Z1,Y3Z0,Y0Z3,Y0Z4,Y4Z0,Y4Z2,Y2Z4,Y3Z5,Y5Z3,Y4Z1,Y1Z4,Y3Z2,Y2Z3,Y3Z4,Y4Z3,Y0Z2,Y2Z0,standard_y,Y3,X0Y3,X4Y5,X3Y5,Y1,Y0,X5Y1,X4Y3,X4Y0,X3Y2,X2Y3,X0Y1,X4Y1,X2Y5,X1Y5,X1Y4,X1Y0,X0Y5,Y4,X0Y4,X3Y4,X2Y4,X1Y2,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y1,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y1,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y3,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8921795677048455,0.8921795677048454,0.7364712141640124,0.7364712141640124,0.6766994874229113,0.6766994874229113,0.6498844377795232,0.6498844377795232,0.6394267984578839,0.6394267984578839,0.5053552881033625,0.5053552881033623,0.4219218196852704,0.42192181968527037,0.27502931836911926,0.27502931836911926,0.22321073814882275,0.22321073814882272,0.21863797480360336,0.21863797480360336,0.19883765068664852,0.1988376506866485,0.08693883262941612,0.0869388326294161,0.0297972194380704,0.02979721943807035,0.02653596968386364,0.026535969683863625,0.025010755222666905,0.025010755222666853,2.0122792321330962e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.8163916471489756e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0003609615688477652,0.00036096156884776525,0.7364712141640123,0.7364712141640124,0.6469022704235676,0.00027378177831064224,0.649884437779523,0.6498844377795232,0.00025870184510997296,0.36439750259829295,0.5053552881033623,0.5053552881033623,0.000170702813063169,0.22308418527231164,0.00011127245885381149,0.3643974277554499,0.2232107381488227,0.2232107381488227,0.21863797480360334,0.2186379748036033,8.044652997657613e-05,0.22308413446680792,0.06040286511736524,3.517405974722916e-05,1.2055477916106294e-05,0.6469022126009766,1.0736028479810402e-05,0.06040285583012155,0.025010755222666978,0.02501075522266691,1.3891340334970526e-17,0.0,5.421010862427522e-20,2.7755575615628914e-17,4.0657581468206416e-20,1.3552527156068805e-20,2.7755575615628914e-17,2.710505431213761e-20,2.710505431213761e-20,0.0,0.0,0.0,1.1011428314305904e-20,0.0,5.551115123125783e-17,1.3552527156068805e-20,3.3881317890172014e-21,1.1011428314305904e-20,2.7755575615628914e-17,1.3877787807814457e-17,1.0408340855860843e-17,1.3552527156068805e-20,0.0,5.082197683525802e-21,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,4.727075919103567e-05,4.727075919103567e-05,2.6662027401746335e-05,2.6662027401746338e-05,0.646902268026665,3.585387927786322e-05,2.3527378062854443e-05,0.426673699776972,1.152416605317592e-05,1.3192064296192355e-05,0.48034453289708523,1.82950755982007e-05,1.1524166016325436e-05,8.076182910868887e-06,4.036898077374891e-06,1.3192064249724686e-05,8.080765008097918e-06,0.42667369920482656,0.21863797480360336,0.21863797480360336,4.036898060922026e-06,8.07618287932528e-06,0.06040286298279898,4.6063200395264596e-06,1.57875974255157e-06,0.6469022670350095,1.405967451208791e-06,0.06040286282352311,9.0544943001209e-07,0.4803445325495326,2.7753881549734405e-17,0.0,0.0,3.3881317890172014e-21,5.169878828456423e-26,8.470329472543003e-22,1.6940658945086007e-21,5.169878828456423e-26,6.776263578034403e-21,0.0,3.3881317890172014e-21,3.3881317890172014e-21,3.877409121342317e-26,0.0,2.541098841762901e-21,5.169878828456423e-26,1.6940658945086007e-21,9.370405376577267e-26,1.3877787807814457e-17,2.7755575615628914e-17,1.2705494208814505e-21,8.470329472543003e-22,2.7755575615628914e-17,8.470329472543003e-22,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2705494208814505e-21,1.0339757656912846e-25,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0
3,6.544286097003839e-06,3.3627385811612385e-09,4.028993873535068e-07,4.028993873535068e-07,0.00032130470903714476,2.5505666757904956e-09,3.555305853049088e-07,0.42667369963073387,8.198040060422737e-10,1.8566741257607802e-07,0.00023857848088148644,1.5442134037529112e-07,8.198040060416749e-10,1.5442129122103166e-07,5.781890948941492e-07,1.8566741256206743e-07,1.22111316669679e-07,0.42667369963060325,0.15823511930776907,0.00010859354550955969,5.781890948936124e-07,1.5442129122284955e-07,0.1582350848890557,3.2768354854407366e-10,6.5442852340068734e-06,0.000321304709027041,2.0137120974418062e-07,0.15823508488602767,1.8566738629925673e-07,0.00023857848088144703,1.3851119504865747e-17,4.235164736271502e-22,2.0194839173657902e-28,1.3234889800848443e-23,1.0097419586828951e-28,0.0,2.6469779601696886e-23,9.860761315262648e-32,0.0,0.0,4.1359030627651384e-25,4.1359030627651384e-25,1.232595164407831e-32,5.169878828456423e-26,1.2924697071141057e-26,4.930380657631324e-32,1.0339757656912846e-25,1.7256332301709633e-31,5.551115123125783e-17,1.3877787807814457e-17,1.3234889800848443e-23,1.0587911840678754e-22,6.776263578034403e-21,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,4.177343081489618e-06,1.2180115226535044e-10,2.656329999472244e-11,1.7192055469755195e-08,1.8232134297166653e-05,9.238361904824678e-11,2.344025801773483e-11,0.00045944364859931935,4.1562934449477586e-11,1.1368017218119825e-08,7.375876790792468e-06,1.0181052938271603e-11,4.156293444947751e-11,1.0181052927836726e-11,4.976081917969381e-07,1.13680172177703e-08,1.7192036833438294e-08,0.0004594436485993188,0.0001703880909519087,7.375865369689885e-06,4.976081917969371e-07,1.0181052927885562e-11,0.00017038809083257263,4.156292411537901e-11,4.177343079715887e-06,1.823213429693305e-05,4.976080523489446e-07,0.00017038809083124408,1.1368017212939433e-08,7.375876790792463e-06,8.470321394607334e-22,8.470329472543003e-22,2.524354896707238e-29,8.271806125530277e-25,0.0,1.6155871338926322e-27,0.0,0.0,4.1359030627651384e-25,8.077935669463161e-28,6.462348535570529e-27,0.0,2.8987874362269926e-36,1.5777218104420236e-30,1.4791141972893971e-31,3.76158192263132e-37,3.1554436208840472e-30,1.004272348776742e-34,1.0842021724855044e-19,0.0,4.0389678347315804e-28,1.550963648536927e-25,8.271806125530277e-25,2.117582368135751e-22,0.0,2.4233807008389483e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.689248822829715e-08,3.522959520302761e-14,6.39730765303475e-11,4.399615637243546e-08,1.3040681481438791e-06,2.672090897264937e-14,6.397268475514242e-11,2.2521864142319036e-08,1.2021607113707872e-14,2.9091878520787137e-08,5.275652960868888e-07,1.3025937390857617e-11,1.202160711370773e-14,1.3025937390789315e-11,2.0122459700377033e-09,2.9091878520787124e-08,4.3996156370097926e-08,2.2521864138865537e-08,8.352400662987365e-09,5.275652960868869e-07,2.0122459700376727e-09,1.3025937390789323e-11,8.352400662957436e-09,1.2021607113707723e-14,1.6892488228260457e-08,1.304068148143879e-06,2.0122459700376702e-09,8.352400662957436e-09,2.9091878520719315e-08,5.275652960868865e-07,1.0753671120059184e-22,0.0,9.860761315262648e-32,0.0,0.0,3.944304526105059e-31,0.0,0.0,9.860761315262648e-32,0.0,0.0,3.1554436208840472e-30,1.7179326143112155e-37,0.0,3.0814879110195774e-33,1.8367099231598242e-40,9.4039548065783e-38,1.6047334087173445e-37,3.308722450212111e-24,1.6543612251060553e-24,0.0,4.930380657631324e-32,4.733165431326071e-30,8.271806125530277e-25,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.8932661725304283e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,0.0
6,2.184693972801891e-08,1.7764551184173793e-16,2.2337460276629503e-11,1.5362506786024173e-08,5.084519171324708e-09,1.3474039432169073e-16,2.2337501881223446e-11,6.849538768554981e-09,6.061904877728979e-17,1.0158255130689702e-08,2.056959880430593e-09,4.547990090057536e-12,6.061904877728969e-17,4.547990090057536e-12,2.602423978708143e-09,1.0158255130689692e-08,1.53625067862724e-08,6.849538768976042e-09,2.540202347071033e-09,2.0569598804305928e-09,2.6024239787081363e-09,4.5479900900575366e-12,2.540202347071033e-09,6.061904877728969e-17,2.184693972801891e-08,5.084519171324705e-09,2.6024239787081363e-09,2.5402023470710328e-09,1.0158255130689702e-08,2.056959880430592e-09,6.162975822039155e-33,0.0,0.0,0.0,2.407412430484045e-35,6.162975822039155e-33,8.271806125530277e-25,1.793662034335766e-43,2.465190328815662e-32,0.0,0.0,0.0,7.076845988957487e-42,1.6071211827648462e-40,0.0,1.793662034335766e-43,1.8367099231598242e-40,1.2787085092925364e-40,0.0,4.1359030627651384e-25,0.0,6.162975822039155e-33,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3.745450026381609e-09,1.4812830967419206e-15,1.0105585021806748e-11,6.950381819128608e-09,1.5686978842520908e-08,1.4585890517504394e-15,1.0105603736400963e-11,6.81010605866501e-09,3.0127553456208073e-16,4.595848370179067e-09,6.346221744272066e-09,2.057534904833948e-12,3.012755345620807e-16,2.057534904833946e-12,4.4616083904912275e-10,4.595848370179067e-09,6.950381819240262e-09,6.810106058751192e-09,2.525578433576358e-09,6.346221744272065e-09,4.4616083904912275e-10,2.057534904833946e-12,2.5255784335763564e-09,3.012755345620807e-16,3.745450026381588e-09,1.5686978842520908e-08,4.4616083904912255e-10,2.5255784335763564e-09,4.595848370179065e-09,6.346221744272066e-09,2.0639130565859034e-25,0.0,6.162975822039155e-33,0.0,1.504632769052528e-36,4.930380657631324e-32,0.0,3.587324068671532e-43,0.0,0.0,0.0,0.0,7.466877710742645e-41,1.8367099231598242e-40,0.0,0.0,3.6734198463196485e-40,6.212080430221512e-40,8.271806125530277e-25,2.0679515313825692e-25,0.0,7.703719777548943e-34,6.162975822039155e-33,2.0679515313825692e-25,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,3.009265538105056e-36,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3.745450026381609e-09,1.4812830967419206e-15,1.0105585021806748e-11,6.950381819128608e-09,1.5686978842520908e-08,1.4585890517504394e-15,1.0105603736400963e-11,6.81010605866501e-09,3.0127553456208073e-16,4.595848370179067e-09,6.346221744272066e-09,2.057534904833948e-12,3.012755345620807e-16,2.057534904833946e-12,4.4616083904912275e-10,4.595848370179067e-09,6.950381819240262e-09,6.810106058751192e-09,2.525578433576358e-09,6.346221744272065e-09,4.4616083904912275e-10,2.057534904833946e-12,2.5255784335763564e-09,3.012755345620807e-16,3.745450026381588e-09,1.5686978842520908e-08,4.4616083904912255e-10,2.5255784335763564e-09,4.595848370179065e-09,6.346221744272066e-09,2.0639130565859034e-25,0.0,6.162975822039155e-33,0.0,1.504632769052528e-36,4.930380657631324e-32,0.0,3.587324068671532e-43,0.0,0.0,0.0,0.0,7.466877710742645e-41,1.8367099231598242e-40,0.0,0.0,3.6734198463196485e-40,6.212080430221512e-40,8.271806125530277e-25,2.0679515313825692e-25,0.0,7.703719777548943e-34,6.162975822039155e-33,2.0679515313825692e-25,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,3.009265538105056e-36,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3.7454505126974584e-09,1.4812830975697895e-15,1.0105587111980848e-11,6.950383256700161e-09,1.5686977559884896e-08,1.4585890519212505e-15,1.0105605826577505e-11,6.810105581423141e-09,3.0127553512314503e-16,4.595849320754309e-09,6.346221225377214e-09,2.057535330403395e-12,3.0127553512314494e-16,2.0575353304033932e-12,4.461608969794346e-10,4.595849320754309e-09,6.950383256811815e-09,6.810105581509324e-09,2.5255782565876653e-09,6.346221225377213e-09,4.461608969794344e-10,2.0575353304033932e-12,2.5255782565876636e-09,3.0127553512314494e-16,3.745450512697437e-09,1.5686977559884893e-08,4.461608969794344e-10,2.5255782565876636e-09,4.5958493207543075e-09,6.346221225377214e-09,1.2411747909611114e-24,0.0,9.244463733058732e-33,0.0,0.0,2.465190328815662e-32,0.0,5.3809861030072976e-43,0.0,0.0,0.0,0.0,7.406991359770201e-41,7.346839692639297e-40,6.018531076210112e-36,3.587324068671532e-43,3.6734198463196485e-40,2.4927830027296308e-40,0.0,4.1359030627651384e-25,0.0,7.703719777548943e-34,1.8488927466117464e-32,1.0339757656912846e-25,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
