,Y3Z2,Y2Z3,Y5Z0,Y0Z5,Y4Z1,Y1Z4,Y5Z1,Y1Z5,Y0Z3,Y3Z0,Y1Z0,Y0Z1,Y2Z0,Y0Z2,Y1Z3,Y3Z1,Y4Z0,Y0Z4,Y5Z2,Y2Z5,Y4Z3,Y3Z4,Y4Z2,Y2Z4,Y2Z1,Y1Z2,Y5Z3,Y3Z5,Y5Z4,Y4Z5,X4Y5,X4Y3,X3Y5,X2Y5,X2Y1,Y3,X4Y1,Y5,Y4,X5Y3,X3Y0,X2Y4,X2Y3,X5Y2,X3Y2,Y2,X4Y2,X3Y1,X1Y3,X1Y2,X0Y3,X1Y4,X0Y2,X1Y0,X0Y1,standard_y,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y1,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9058727273132681,0.9058727273132681,0.8345211373072241,0.834521137307224,0.7629313308195191,0.7629313308195191,0.6060934588419864,0.6060934588419864,0.5579708258176688,0.5579708258176685,0.5059404137702477,0.5059404137702477,0.45328471316462615,0.45328471316462604,0.45033767575648825,0.4503376757564881,0.384220879367915,0.38422087936791494,0.35789010838860724,0.35789010838860724,0.30474034460297605,0.30474034460297605,0.28867836833405236,0.28867836833405236,0.1594087567094735,0.1594087567094734,0.1322381615882171,0.1322381615882171,0.07533509441993319,0.07533509441993319,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0005243846446217487,0.0005243846446217487,0.8345211373072242,0.8345211373072243,0.7629313308195191,0.7629313308195194,0.6060934588419865,0.6060934588419866,0.10468618859935241,0.0003229938647932362,0.5059404137702477,0.5059404137702479,0.0002623939721977126,0.10468601916693146,0.29092894575540906,0.00026068801382479983,0.38422087936791494,0.38422087936791505,0.22565196895644374,0.00020717267629594764,0.016062024636001013,0.00017640574938214092,0.016061925210717,0.00016710791596277828,9.227731635614691e-05,0.29092884359447124,0.22565188683712156,7.654901100239245e-05,0.07533509441993319,0.07533509441993323,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,2.7755575615628914e-17,1.1102230246251565e-16,0.0,5.421010862427522e-20,2.710505431213761e-20,0.0,2.7755575615628914e-17,2.710505431213761e-20,0.0,6.776263578034403e-21,2.710505431213761e-20,2.710505431213761e-20,1.3552527156068805e-20,2.710505431213761e-20,0.0,1.3877787807814457e-17,6.776263578034403e-21,8.409268033700105e-18,9.15141241133115e-18,2.2205138118860934e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0
2,3.002539820731851e-05,3.002539820731851e-05,3.2764481544046994e-05,3.2764481544047e-05,0.7629313308195194,0.7629313308195195,2.379608743077905e-05,0.10015304546168208,4.11012502950418e-06,1.4111025082215064e-05,0.10015304460460489,1.9863937063178425e-05,3.161880159486595e-06,4.1101250076949656e-06,0.29092891913457897,1.4926564885610943e-05,0.3088857850060447,1.5085055786014282e-05,8.859414960483876e-06,3.161880138764294e-06,0.016061976427496096,1.0100701699760517e-05,0.016061976101528493,9.568323122803803e-06,5.283646646622466e-06,0.29092891879964244,8.859414949913535e-06,1.4111025064582963e-05,2.9577624824525497e-06,0.30888578465185157,3.3881317890172014e-21,1.6940658945086007e-21,0.0,0.0,1.0587911840678754e-22,8.470329472543003e-22,1.0408340855860843e-17,0.0,1.6653345369377348e-16,5.169878828456423e-26,1.0339757656912846e-25,0.0,2.7755575615628914e-17,7.754818242684634e-26,0.0,1.2705494208814505e-21,0.0,1.0587911840678754e-22,0.0,3.1763735522036263e-22,0.0,1.3877787807814457e-17,2.5849394142282115e-26,5.472592524460994e-22,6.7763707681090775e-22,1.5960260660286517e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-21,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0
3,3.6968502390847488e-06,3.696850239084749e-06,1.4073115295545896e-06,1.4073115295545896e-06,2.784928903927247e-06,2.7849289039272475e-06,8.950550588443822e-07,3.655887479925752e-07,1.765395347583059e-07,1.7374073135102305e-06,3.6558874798680343e-07,2.052641886252904e-07,3.8930365915911393e-07,1.7653953474410507e-07,1.0619780875635649e-06,5.941800787941489e-07,1.1275260508572368e-06,2.0526418861528926e-07,3.805327057680851e-07,3.8930365915440676e-07,5.863104602633715e-08,5.941800787736192e-07,5.863104600829908e-08,5.27546950289607e-07,5.27546950277424e-07,1.0619780875450305e-06,3.805327057612024e-07,1.7374073135062253e-06,8.950550588367264e-07,1.1275260508548511e-06,0.0,8.077935669463161e-28,8.077935669463161e-28,8.077935669463161e-28,5.048709793414476e-29,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,1.0587911840678754e-22,4.0389678347315804e-28,2.0194839173657902e-28,0.0,2.524354896707238e-28,2.0194839173657902e-28,0.0,1.5146129380243427e-28,1.75319080181316e-28,9.230747789393381e-29,2.9116757561866574e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.940933880509066e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7.803467116180929e-09,7.803467116180929e-09,1.062207655810956e-08,1.062207655810956e-08,1.2306701124418975e-08,1.2306701124418975e-08,6.7556778716709195e-09,1.6155498438822527e-09,1.3324814117465925e-09,3.667392499442966e-09,1.615549843882251e-09,1.549288754040332e-09,8.217585528141286e-10,1.332481411746592e-09,4.692919415586141e-09,1.2542203243383766e-09,4.982578226081038e-09,1.5492887540403304e-09,2.872176805652087e-09,8.217585528141282e-10,2.590927039224139e-10,1.2542203243383762e-09,2.590927039224138e-10,1.1135683115504988e-09,1.1135683115504984e-09,4.692919415586141e-09,2.872176805652087e-09,3.667392499442966e-09,6.7556778716709195e-09,4.982578226081038e-09,1.232595164407831e-32,0.0,6.162975822039155e-33,6.162975822039155e-33,2.311115933264683e-33,4.1359030627651384e-25,1.3877787807814457e-17,0.0,0.0,0.0,7.703719777548943e-34,1.232595164407831e-32,2.7755575615628914e-17,3.0814879110195774e-33,2.7755575615628914e-17,0.0,3.0814879110195774e-33,2.311115933264683e-33,6.162975822039155e-33,1.925929944387236e-33,0.0,0.0,1.5407439555097887e-33,2.789913608631313e-33,3.2533886692172266e-33,5.169878828456423e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8.339720576034888e-09,8.339720576034888e-09,1.0622076604434694e-08,1.0622076604434693e-08,1.2306701082067667e-08,1.2306701082067665e-08,6.755677901133867e-09,1.6155498383226274e-09,1.332481417557827e-09,3.919415335855102e-09,1.6155498383226258e-09,1.5492887607971089e-09,8.782297162790713e-10,1.3324814175578266e-09,4.692919399436298e-09,1.3404102163866146e-09,4.982578208934386e-09,1.5492887607971072e-09,2.8721768181782606e-09,8.782297162790711e-10,2.590927030307931e-10,1.3404102163866146e-09,2.590927030307929e-10,1.1900926117060602e-09,1.1900926117060598e-09,4.692919399436298e-09,2.8721768181782602e-09,3.919415335855102e-09,6.755677901133867e-09,4.982578208934386e-09,0.0,0.0,6.162975822039155e-33,0.0,2.311115933264683e-33,3.101927297073854e-25,1.3877787807814457e-17,0.0,0.0,1.5407439555097887e-33,1.5407439555097887e-33,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,1.5407439555097887e-33,3.0814879110195774e-33,2.311115933264683e-33,1.5407439555097887e-33,0.0,1.5407439555097887e-33,1.599123298281069e-33,1.462380290419568e-33,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8.339720576034888e-09,8.339720576034888e-09,1.0622076604434694e-08,1.0622076604434693e-08,1.2306701082067667e-08,1.2306701082067665e-08,6.755677901133867e-09,1.6155498383226274e-09,1.332481417557827e-09,3.919415335855102e-09,1.6155498383226258e-09,1.5492887607971089e-09,8.782297162790713e-10,1.3324814175578266e-09,4.692919399436298e-09,1.3404102163866146e-09,4.982578208934386e-09,1.5492887607971072e-09,2.8721768181782606e-09,8.782297162790711e-10,2.590927030307931e-10,1.3404102163866146e-09,2.590927030307929e-10,1.1900926117060602e-09,1.1900926117060598e-09,4.692919399436298e-09,2.8721768181782602e-09,3.919415335855102e-09,6.755677901133867e-09,4.982578208934386e-09,0.0,0.0,6.162975822039155e-33,0.0,2.311115933264683e-33,3.101927297073854e-25,1.3877787807814457e-17,0.0,0.0,1.5407439555097887e-33,1.5407439555097887e-33,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,1.5407439555097887e-33,3.0814879110195774e-33,2.311115933264683e-33,1.5407439555097887e-33,0.0,1.5407439555097887e-33,1.599123298281069e-33,1.462380290419568e-33,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8.339720576034888e-09,8.339720576034888e-09,1.0622076604434694e-08,1.0622076604434693e-08,1.2306701082067667e-08,1.2306701082067665e-08,6.755677901133867e-09,1.6155498383226274e-09,1.332481417557827e-09,3.919415335855102e-09,1.6155498383226258e-09,1.5492887607971089e-09,8.782297162790713e-10,1.3324814175578266e-09,4.692919399436298e-09,1.3404102163866146e-09,4.982578208934386e-09,1.5492887607971072e-09,2.8721768181782606e-09,8.782297162790711e-10,2.590927030307931e-10,1.3404102163866146e-09,2.590927030307929e-10,1.1900926117060602e-09,1.1900926117060598e-09,4.692919399436298e-09,2.8721768181782602e-09,3.919415335855102e-09,6.755677901133867e-09,4.982578208934386e-09,0.0,0.0,6.162975822039155e-33,0.0,2.311115933264683e-33,3.101927297073854e-25,1.3877787807814457e-17,0.0,0.0,1.5407439555097887e-33,1.5407439555097887e-33,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,1.5407439555097887e-33,3.0814879110195774e-33,2.311115933264683e-33,1.5407439555097887e-33,0.0,1.5407439555097887e-33,1.599123298281069e-33,1.462380290419568e-33,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.339720576034888e-09,8.339720576034888e-09,1.0622076604434694e-08,1.0622076604434693e-08,1.2306701082067667e-08,1.2306701082067665e-08,6.755677901133867e-09,1.6155498383226274e-09,1.332481417557827e-09,3.919415335855102e-09,1.6155498383226258e-09,1.5492887607971089e-09,8.782297162790713e-10,1.3324814175578266e-09,4.692919399436298e-09,1.3404102163866146e-09,4.982578208934386e-09,1.5492887607971072e-09,2.8721768181782606e-09,8.782297162790711e-10,2.590927030307931e-10,1.3404102163866146e-09,2.590927030307929e-10,1.1900926117060602e-09,1.1900926117060598e-09,4.692919399436298e-09,2.8721768181782602e-09,3.919415335855102e-09,6.755677901133867e-09,4.982578208934386e-09,0.0,0.0,6.162975822039155e-33,0.0,2.311115933264683e-33,3.101927297073854e-25,1.3877787807814457e-17,0.0,0.0,1.5407439555097887e-33,1.5407439555097887e-33,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,1.5407439555097887e-33,3.0814879110195774e-33,2.311115933264683e-33,1.5407439555097887e-33,0.0,1.5407439555097887e-33,1.599123298281069e-33,1.462380290419568e-33,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,8.339720576034888e-09,8.339720576034888e-09,1.0622076604434694e-08,1.0622076604434693e-08,1.2306701082067667e-08,1.2306701082067665e-08,6.755677901133867e-09,1.6155498383226274e-09,1.332481417557827e-09,3.919415335855102e-09,1.6155498383226258e-09,1.5492887607971089e-09,8.782297162790713e-10,1.3324814175578266e-09,4.692919399436298e-09,1.3404102163866146e-09,4.982578208934386e-09,1.5492887607971072e-09,2.8721768181782606e-09,8.782297162790711e-10,2.590927030307931e-10,1.3404102163866146e-09,2.590927030307929e-10,1.1900926117060602e-09,1.1900926117060598e-09,4.692919399436298e-09,2.8721768181782602e-09,3.919415335855102e-09,6.755677901133867e-09,4.982578208934386e-09,0.0,0.0,6.162975822039155e-33,0.0,2.311115933264683e-33,3.101927297073854e-25,1.3877787807814457e-17,0.0,0.0,1.5407439555097887e-33,1.5407439555097887e-33,0.0,0.0,3.0814879110195774e-33,0.0,0.0,0.0,1.5407439555097887e-33,3.0814879110195774e-33,2.311115933264683e-33,1.5407439555097887e-33,0.0,1.5407439555097887e-33,1.599123298281069e-33,1.462380290419568e-33,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,3.101927297073854e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
