Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7065574865910241,3.713549047801804e-17,
1,0.7950811986347676,0.30167309779127466,Y5Z4,0.7853981077353283,-5.8025591528431e-08
2,0.8688677426526931,0.5531245427803928,Y2Z1,0.7853981545937816,7.304404246671551e-08
3,0.9174702565281724,0.7187532831795084,Y3Z4,0.7853981475598211,-2.386138445320441e-07
4,0.9600666045471632,0.8639140764270211,Y0Z3,0.785398100965423,-5.666216416276715e-07
5,0.9999999999447915,0.9999999998118596,X1X2,0.7853981708833763,4.412534515977453
6,0.9999999999999952,0.9999999999999839,Y5Z0,-5.685165436120023e-08,0.009999345533957038
7,0.9999999999999978,0.9999999999999922,X3,3.641768968177966e-08,0.010000061292312745
8,0.9999999999999982,0.9999999999999942,Y3Z2,-3.5816726728654343e-08,0.009999963677048947
9,0.9999999999999986,0.9999999999999952,X0,5.324259316505075e-08,0.009999963677048947
10,0.999999999999999,0.9999999999999966,Y1Z5,-1.7073789343354374e-08,0.010000008538845669
11,0.9999999999999992,0.9999999999999973,X5,-4.9497136312343124e-12,0.010000000001950997
12,0.9999999999999994,0.9999999999999978,X5,-3.378519399434256e-15,0.01
