Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7515690143414733,1.9996527585229868e-17,
1,0.8334191466020994,0.32946829093666613,Y2Z1,0.7853981898944842,1.81258003193302e-08
2,0.887570535031778,0.5474418592745173,Y4Z0,0.7853981478444847,-2.934488305268431e-08
3,0.9366323693857344,0.7449286350239508,Y3Z5,0.7853981585638331,2.008474612065747e-07
4,0.9672150424282377,0.868031930538545,Y1Y2,0.236050558111121,1.4234712929851794
5,0.980506215140321,0.9215323933606508,X3X5,0.676324290372462,2.810830833365577
6,0.9998117223960655,0.9992421331685521,Y0Y4,0.7060297940265654,1.0265369253121226
7,0.9999999688228792,0.9999998745038958,X1X2,0.045892705605185005,0.019072833014131527
8,0.9999999999999044,0.9999999999996151,X2,-2.2257135533461948e-08,0.00999811261350846
9,0.9999999999999889,0.999999999999955,standard_x,-1.63568811984526e-08,0.010000258045251936
10,0.999999999999989,0.9999999999999558,X3,-1.9813966283366307e-08,0.010000015902827253
11,0.999999999999989,0.9999999999999555,standard_x,5.3688092437273814e-09,0.010000003245874564
12,0.999999999999989,0.9999999999999555,standard_x,1.9916611989391518e-10,0.010000000995775088
