Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6847801892390326,1.977078828328209e-17,
1,0.772326702150701,0.27773163336505924,Y2Z4,0.7853981962013057,1.8368419458876222e-08
2,0.8381982477088755,0.48670182911244914,Y0Z5,0.7853981671106922,-9.630257561621252e-08
3,0.8963433945709988,0.6711608792011979,Y3Z1,0.7853981492141585,-8.153090502362365e-07
4,0.9530651780906947,0.8511044664483469,Y2Y4,1.5439586023092444,-1.0239471342240536
5,0.9530924975412098,0.8511911343847598,standard_x,-4.3146157355429446e-08,0.6848429136691341
6,0.9531247289993726,0.8512933851223806,X2X5,-3.0284557456440595e-08,0.5987087564758847
7,0.9719318497004764,0.9109568962947964,Y0Y5,0.7988761219743551,0.45456244865775647
8,0.9997608880336277,0.9992414437220968,X1X3,0.7939413645598601,1.4541260540026464
9,0.999999995246637,0.9999999849204813,Y2Y4,-0.00424922651753216,-0.9271197541853029
10,0.999999999999314,0.9999999999978235,X2X5,-1.743644908367354e-08,0.010037101280927075
11,0.9999999999998663,0.9999999999995758,X0X5,-5.8875915662133704e-06,0.010001356854334457
12,0.999999999999867,0.9999999999995779,standard_x,-3.2559738657893214e-08,0.010000003236997663
